,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MIAMI_ACTION,GOLDEN STATE_SCORE,MIAMI_SCORE
394,4,5:47.0,,D. Wade makes free throw 2 of 2,94,98
395,4,5:29.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Livingston),,97,98
396,4,5:09.0,,Turnover by D. Wade (bad pass; steal by S. Curry),97,98
397,4,4:59.0,S. Curry misses 3-pt jump shot from 24 ft,,97,98
398,4,4:58.0,Offensive rebound by Team,,97,98
399,4,4:58.0,,Loose ball foul by D. Wade,97,98
400,4,4:58.0,,L. Deng enters the game for G. Green,97,98
401,4,4:54.0,K. Thompson misses 2-pt layup from 2 ft,,97,98
402,4,4:53.0,Offensive rebound by Team,,97,98
403,4,4:45.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by S. Curry),,99,98
404,4,4:31.0,,Shooting foul by K. Thompson (drawn by D. Wade),99,98
405,4,4:31.0,,D. Wade makes free throw 1 of 2,99,99
406,4,4:31.0,,D. Wade makes free throw 2 of 2,99,100
407,4,4:12.0,K. Thompson makes 2-pt layup from 2 ft,,101,100
408,4,3:45.0,,L. Deng misses 2-pt jump shot from 11 ft,101,100
409,4,3:44.0,Defensive rebound by S. Curry,,101,100
410,4,3:31.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,104,100
411,4,3:11.0,,Personal foul by A. Bogut,104,100
412,4,3:11.0,,D. Wade misses free throw 1 of 2,104,100
413,4,3:11.0,,Offensive rebound by Team,104,100
414,4,3:11.0,,G. Dragić enters the game for J. Richardson,104,100
415,4,3:11.0,Golden State full timeout,,104,100
416,4,3:11.0,A. Iguodala enters the game for S. Livingston,,104,100
417,4,3:11.0,,D. Wade makes free throw 2 of 2,104,101
418,4,2:57.0,Offensive foul by D. Green (drawn by J. Winslow),,104,101
419,4,2:57.0,Turnover by D. Green (offensive foul),,104,101
420,4,2:50.0,,Offensive foul by H. Whiteside (drawn by A. Iguodala),104,101
421,4,2:50.0,,Turnover by H. Whiteside (offensive foul),104,101
422,4,2:27.0,K. Thompson misses 3-pt jump shot from 24 ft,,104,101
423,4,2:26.0,,Defensive rebound by D. Wade,104,101
424,4,2:15.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by D. Wade),104,104
425,4,1:58.0,A. Iguodala misses 3-pt jump shot from 25 ft,,104,104
426,4,1:57.0,,Defensive rebound by H. Whiteside,104,104
427,4,1:42.0,,H. Whiteside makes 2-pt jump shot from 14 ft (assist by D. Wade),104,106
428,4,1:42.0,Golden State full timeout,,104,106
429,4,1:42.0,H. Barnes enters the game for A. Bogut,,104,106
430,4,1:29.0,S. Curry misses 2-pt jump shot from 13 ft,,104,106
431,4,1:28.0,Offensive rebound by S. Curry,,104,106
432,4,1:26.0,Turnover by S. Curry (lost ball; steal by J. Winslow),,104,106
433,4,1:25.0,,Miami full timeout,104,106
434,4,1:25.0,A. Bogut enters the game for H. Barnes,,104,106
435,4,1:13.0,,D. Wade misses 2-pt jump shot from 17 ft,104,106
436,4,1:12.0,Defensive rebound by A. Bogut,,104,106
437,4,1:06.0,S. Curry makes 3-pt jump shot from 26 ft,,107,106
438,4,0:57.0,,Shooting block foul by A. Bogut (drawn by D. Wade),107,106
439,4,0:57.0,H. Barnes enters the game for A. Bogut,,107,106
440,4,0:57.0,,D. Wade makes free throw 1 of 2,107,107
441,4,0:57.0,,D. Wade makes free throw 2 of 2,107,108
442,4,0:44.0,D. Green misses 3-pt jump shot from 24 ft (block by H. Whiteside),,107,108
443,4,0:43.0,Offensive rebound by D. Green,,107,108
444,4,0:39.0,S. Curry makes 3-pt jump shot from 26 ft,,110,108
445,4,0:27.0,,D. Wade misses 2-pt jump shot from 8 ft,110,108
446,4,0:26.0,,Offensive rebound by H. Whiteside,110,108
447,4,0:25.0,,H. Whiteside misses 2-pt layup from 1 ft,110,108
448,4,0:24.0,Defensive rebound by D. Green,,110,108
449,4,0:24.0,Personal foul by J. Winslow,,110,108
450,4,0:24.0,D. Green makes free throw 1 of 2,,111,108
451,4,0:24.0,D. Green makes free throw 2 of 2,,112,108
452,4,0:24.0,,Miami full timeout,112,108
453,4,0:24.0,,J. McRoberts enters the game for H. Whiteside,112,108
454,4,0:20.0,,G. Dragić makes 2-pt layup from 1 ft,112,110
455,4,0:20.0,Golden State full timeout,,112,110
456,4,0:20.0,S. Livingston enters the game for H. Barnes,,112,110
457,4,0:20.0,,J. Richardson enters the game for J. McRoberts,112,110
458,4,0:19.0,Personal foul by J. Richardson,,112,110
459,4,0:19.0,,H. Whiteside enters the game for J. Richardson,112,110
460,4,0:19.0,S. Curry makes free throw 1 of 2,,113,110
461,4,0:19.0,H. Barnes enters the game for S. Livingston,,113,110
462,4,0:19.0,S. Curry makes free throw 2 of 2,,114,110
463,4,0:19.0,,Miami full timeout,114,110
464,4,0:19.0,,J. McRoberts enters the game for H. Whiteside,114,110
465,4,0:16.0,,Turnover by G. Dragić (bad pass; steal by K. Thompson),114,110
466,4,0:14.0,Clear path foul by J. McRoberts,,114,110
467,4,0:14.0,K. Thompson makes clear path free throw 1 of 2,,115,110
468,4,0:14.0,K. Thompson makes clear path free throw 2 of 2,,116,110
469,4,0:14.0,,J. Richardson enters the game for J. McRoberts,116,110
470,4,0:13.0,Personal foul by G. Dragić,,116,110
471,4,0:13.0,S. Curry makes free throw 1 of 2,,117,110
472,4,0:13.0,S. Curry makes free throw 2 of 2,,118,110
473,4,0:07.0,,J. Winslow makes 2-pt layup from 2 ft (assist by G. Dragić),118,112
474,4,0:03.0,Turnover by S. Curry (lost ball; steal by J. Richardson),,118,112
475,4,0:01.0,,L. Deng misses 3-pt jump shot from 25 ft,118,112
476,4,0:00.0,,Offensive rebound by Team,118,112
