,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA LAKERS_ACTION,PHOENIX_SCORE,LA LAKERS_SCORE
0,1,11:38.0,A. Len misses 2-pt jump shot from 18 ft,,0,0
1,1,11:37.0,,Defensive rebound by R. Hibbert,0,0
2,1,11:21.0,,Turnover by J. Clarkson (back court),0,0
3,1,11:10.0,D. Booker makes 2-pt jump shot from 20 ft,,2,0
4,1,10:49.0,,D. Russell misses 2-pt jump shot from 20 ft,2,0
5,1,10:46.0,Defensive rebound by A. Len,,2,0
6,1,10:37.0,Personal foul by M. World Peace,,2,0
7,1,10:33.0,Turnover by A. Len (bad pass),,2,0
8,1,10:21.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by D. Russell),2,3
9,1,10:05.0,D. Booker misses 3-pt jump shot from 24 ft,,2,3
10,1,10:02.0,,Defensive rebound by M. World Peace,2,3
11,1,9:55.0,,Offensive foul by D. Russell (drawn by D. Booker),2,3
12,1,9:55.0,,Turnover by D. Russell (offensive foul),2,3
13,1,9:35.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by D. Booker),,5,3
14,1,9:23.0,,J. Clarkson misses 3-pt jump shot from 24 ft,5,3
15,1,9:21.0,Defensive rebound by T. Chandler,,5,3
16,1,9:06.0,P. Tucker makes 2-pt jump shot from 8 ft,,7,3
17,1,8:48.0,,J. Randle misses 2-pt jump shot from 13 ft,7,3
18,1,8:46.0,Defensive rebound by T. Chandler,,7,3
19,1,8:35.0,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),,9,3
20,1,8:07.0,,J. Randle misses 2-pt jump shot from 3 ft,9,3
21,1,8:03.0,Defensive rebound by T. Chandler,,9,3
22,1,8:00.0,T. Chandler makes 2-pt jump shot from 9 ft (assist by B. Knight),,11,3
23,1,8:00.0,Shooting foul by R. Hibbert (drawn by T. Chandler),,11,3
24,1,8:00.0,T. Chandler misses free throw 1 of 1,,11,3
25,1,7:57.0,,Defensive rebound by D. Russell,11,3
26,1,7:35.0,,J. Clarkson misses 2-pt jump shot from 12 ft,11,3
27,1,7:33.0,Defensive rebound by A. Len,,11,3
28,1,7:18.0,A. Len misses 2-pt hook shot from 6 ft,,11,3
29,1,7:17.0,Offensive rebound by A. Len,,11,3
30,1,7:16.0,A. Len misses 2-pt layup from 1 ft,,11,3
31,1,7:14.0,,Defensive rebound by D. Russell,11,3
32,1,7:06.0,,Shooting foul by B. Knight (drawn by D. Russell),11,3
33,1,7:06.0,,D. Russell makes free throw 1 of 2,11,4
34,1,7:06.0,,D. Russell makes free throw 2 of 2,11,5
35,1,6:55.0,Turnover by D. Booker (bad pass; steal by R. Hibbert),,11,5
36,1,6:49.0,,D. Russell misses 3-pt jump shot from 24 ft,11,5
37,1,6:45.0,Defensive rebound by D. Booker,,11,5
38,1,6:35.0,B. Knight misses 2-pt jump shot from 21 ft,,11,5
39,1,6:34.0,,Defensive rebound by M. World Peace,11,5
40,1,6:22.0,,D. Russell misses 2-pt jump shot from 17 ft,11,5
41,1,6:20.0,Defensive rebound by Team,,11,5
42,1,6:20.0,,Violation by D. Russell (kicked ball),11,5
43,1,6:09.0,Turnover by A. Len (3 sec),,11,5
44,1,5:43.0,,J. Clarkson misses 3-pt jump shot from 25 ft,11,5
45,1,5:42.0,Defensive rebound by P. Tucker,,11,5
46,1,5:21.0,D. Booker misses 2-pt jump shot from 20 ft,,11,5
47,1,5:20.0,,Defensive rebound by R. Hibbert,11,5
