,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SACRAMENTO_ACTION,GOLDEN STATE_SCORE,SACRAMENTO_SCORE
103,1,1:46.0,J. Thompson makes 2-pt layup from 1 ft,,16,12
104,1,1:26.0,,Turnover by O. Casspi (bad pass; steal by A. Iguodala),16,12
105,1,1:22.0,S. Livingston makes 2-pt dunk at rim (assist by A. Iguodala),,18,12
106,1,1:05.0,,C. Butler misses 2-pt jump shot from 19 ft,18,12
107,1,1:05.0,Defensive rebound by J. Thompson,,18,12
108,1,0:54.0,S. Curry misses 3-pt jump shot from 24 ft,,18,12
109,1,0:53.0,,Defensive rebound by R. Rondo,18,12
110,1,0:46.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),18,14
111,1,0:39.0,H. Barnes enters the game for D. Green,,18,14
112,1,0:34.0,Turnover by A. Iguodala (bad pass; steal by W. Cauley-Stein),,18,14
113,1,0:14.0,,Turnover by M. Belinelli (lost ball; steal by S. Livingston),18,14
114,1,0:10.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Livingston),,20,14
115,1,0:00.0,,R. Rondo misses 3-pt jump shot from 25 ft,20,14
116,1,0:00.0,,Offensive rebound by Team,20,14
117,2,11:49.0,S. Livingston misses 2-pt jump shot from 17 ft,,20,14
118,2,11:49.0,,Defensive rebound by O. Casspi,20,14
119,2,11:32.0,,Shooting foul by S. Livingston (drawn by C. Butler),20,14
120,2,11:32.0,,C. Butler misses free throw 1 of 2,20,14
121,2,11:32.0,,Offensive rebound by Team,20,14
122,2,11:32.0,,C. Butler makes free throw 2 of 2,20,15
123,2,11:11.0,L. Barbosa misses 3-pt jump shot from 25 ft,,20,15
124,2,11:07.0,,Defensive rebound by M. Belinelli,20,15
125,2,10:55.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),20,17
126,2,10:35.0,L. Barbosa makes 2-pt jump shot from 17 ft (assist by H. Barnes),,22,17
127,2,10:10.0,,C. Butler misses 2-pt jump shot from 16 ft,22,17
128,2,10:10.0,,Offensive rebound by W. Cauley-Stein,22,17
129,2,10:05.0,,Turnover by W. Cauley-Stein (lost ball; steal by L. Barbosa),22,17
130,2,10:02.0,H. Barnes makes 2-pt dunk at rim (assist by L. Barbosa),,24,17
131,2,9:45.0,,Personal foul by L. Barbosa (drawn by M. Belinelli),24,17
132,2,9:45.0,,R. Gay enters the game for R. Rondo,24,17
133,2,9:45.0,,K. Koufos enters the game for W. Cauley-Stein,24,17
134,2,9:33.0,,C. Butler misses 2-pt jump shot from 12 ft,24,17
135,2,9:33.0,Defensive rebound by J. Thompson,,24,17
136,2,9:25.0,A. Iguodala makes 2-pt jump shot from 10 ft (assist by L. Barbosa),,26,17
137,2,9:12.0,,M. Belinelli misses 2-pt jump shot from 11 ft,26,17
138,2,9:12.0,Defensive rebound by L. Barbosa,,26,17
139,2,9:09.0,Turnover by L. Barbosa (lost ball; steal by K. Koufos),,26,17
140,2,9:04.0,,Personal foul by J. Thompson (drawn by K. Koufos),26,17
141,2,8:49.0,,Turnover by O. Casspi (bad pass),26,17
142,2,8:49.0,Official timeout,,26,17
143,2,8:49.0,,B. McLemore enters the game for C. Butler,26,17
144,2,8:49.0,M. Speights enters the game for J. Thompson,,26,17
145,2,8:49.0,Violation by Team (delay of game),,26,17
146,2,8:26.0,H. Barnes misses 2-pt jump shot from 11 ft,,26,17
147,2,8:25.0,Offensive rebound by L. Barbosa,,26,17
148,2,8:20.0,S. Livingston misses 3-pt jump shot from 24 ft,,26,17
149,2,8:17.0,,Defensive rebound by O. Casspi,26,17
150,2,8:10.0,,R. Gay makes 2-pt layup from 1 ft (assist by O. Casspi),26,19
151,2,7:44.0,H. Barnes misses 3-pt jump shot from 25 ft,,26,19
152,2,7:43.0,,Defensive rebound by O. Casspi,26,19
153,2,7:35.0,,Turnover by R. Gay (bad pass; steal by A. Iguodala),26,19
154,2,7:32.0,A. Iguodala makes 2-pt layup at rim,,28,19
155,2,7:21.0,,Turnover by B. McLemore (bad pass; steal by M. Speights),28,19
156,2,7:17.0,L. Barbosa makes 2-pt layup from 1 ft (assist by A. Iguodala),,30,19
157,2,7:17.0,,Sacramento full timeout,30,19
158,2,7:17.0,K. Thompson enters the game for H. Barnes,,30,19
159,2,7:17.0,D. Green enters the game for A. Iguodala,,30,19
160,2,7:17.0,S. Curry enters the game for S. Livingston,,30,19
161,2,7:17.0,,R. Rondo enters the game for M. Belinelli,30,19
162,2,7:08.0,,Personal foul by K. Thompson (drawn by R. Gay),30,19
163,2,6:56.0,,R. Gay misses 2-pt jump shot from 17 ft,30,19
164,2,6:55.0,,Offensive rebound by K. Koufos,30,19
165,2,6:50.0,,B. McLemore misses 3-pt jump shot from 25 ft,30,19
166,2,6:50.0,,Offensive rebound by R. Gay,30,19
167,2,6:36.0,,R. Gay makes 2-pt jump shot from 9 ft,30,21
168,2,6:23.0,M. Speights misses 2-pt jump shot from 18 ft,,30,21
169,2,6:22.0,Offensive rebound by D. Green,,30,21
170,2,6:18.0,L. Barbosa misses 3-pt jump shot from 24 ft,,30,21
171,2,6:17.0,,Defensive rebound by R. Rondo,30,21
172,2,6:14.0,,B. McLemore makes 2-pt dunk at rim (assist by R. Rondo),30,23
173,2,5:50.0,M. Speights makes 2-pt jump shot from 19 ft (assist by K. Thompson),,32,23
174,2,5:39.0,,R. Gay makes 2-pt jump shot from 10 ft,32,25
175,2,5:39.0,,Shooting foul by D. Green (drawn by R. Gay),32,25
176,2,5:39.0,F. Ezeli enters the game for M. Speights,,32,25
177,2,5:39.0,,R. Gay makes free throw 1 of 1,32,26
178,2,5:23.0,L. Barbosa misses 3-pt jump shot from 24 ft,,32,26
179,2,5:22.0,,Defensive rebound by R. Rondo,32,26
180,2,5:16.0,,R. Gay misses 3-pt jump shot from 25 ft,32,26
181,2,5:16.0,Defensive rebound by K. Thompson,,32,26
182,2,5:09.0,D. Green makes 2-pt layup from 2 ft (assist by L. Barbosa),,34,26
183,2,5:00.0,,R. Rondo misses 2-pt jump shot from 20 ft,34,26
184,2,4:59.0,,Offensive rebound by K. Koufos,34,26
185,2,4:54.0,,O. Casspi misses 3-pt jump shot from 27 ft,34,26
186,2,4:54.0,Defensive rebound by F. Ezeli,,34,26
187,2,4:43.0,F. Ezeli makes 2-pt jump shot from 5 ft (assist by K. Thompson),,36,26
188,2,4:43.0,Shooting foul by K. Koufos (drawn by F. Ezeli),,36,26
189,2,4:43.0,A. Iguodala enters the game for L. Barbosa,,36,26
190,2,4:43.0,,Q. Acy enters the game for O. Casspi,36,26
191,2,4:43.0,F. Ezeli makes free throw 1 of 1,,37,26
192,2,4:25.0,,B. McLemore misses 2-pt jump shot from 17 ft,37,26
193,2,4:24.0,Defensive rebound by S. Curry,,37,26
194,2,4:20.0,Turnover by K. Thompson (bad pass),,37,26
195,2,4:05.0,,Turnover by R. Rondo (lost ball; steal by S. Curry),37,26
196,2,3:55.0,D. Green misses 3-pt jump shot from 25 ft,,37,26
197,2,3:54.0,,Defensive rebound by K. Koufos,37,26
198,2,3:45.0,Violation by A. Iguodala (kicked ball),,37,26
199,2,3:35.0,,B. McLemore misses 2-pt jump shot from 5 ft,37,26
200,2,3:34.0,,Offensive rebound by K. Koufos,37,26
201,2,3:32.0,,K. Koufos makes 2-pt layup from 2 ft,37,28
202,2,3:24.0,K. Thompson misses 3-pt jump shot from 25 ft,,37,28
203,2,3:23.0,,Defensive rebound by R. Rondo,37,28
204,2,3:02.0,,R. Gay makes 2-pt jump shot from 11 ft,37,30
205,2,2:46.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),,40,30
206,2,2:29.0,,R. Gay makes 2-pt jump shot from 8 ft (assist by R. Rondo),40,32
207,2,2:25.0,Personal foul by B. McLemore (drawn by S. Curry),,40,32
208,2,2:25.0,Golden State full timeout,,40,32
209,2,2:25.0,,M. Belinelli enters the game for Q. Acy,40,32
210,2,2:16.0,K. Thompson misses 3-pt jump shot from 23 ft,,40,32
211,2,2:15.0,,Defensive rebound by R. Gay,40,32
212,2,2:04.0,,R. Gay misses 2-pt jump shot from 10 ft,40,32
213,2,2:03.0,Defensive rebound by F. Ezeli,,40,32
214,2,1:57.0,S. Curry misses 3-pt jump shot from 25 ft,,40,32
215,2,1:56.0,,Defensive rebound by M. Belinelli,40,32
216,2,1:45.0,,R. Rondo misses 2-pt jump shot from 15 ft,40,32
217,2,1:44.0,Defensive rebound by D. Green,,40,32
218,2,1:37.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by D. Green),,42,32
219,2,1:13.0,,Turnover by R. Gay (lost ball),42,32
220,2,1:00.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,45,32
221,2,0:48.0,,Turnover by B. McLemore (bad pass),45,32
222,2,0:44.0,Personal foul by B. McLemore (drawn by D. Green),,45,32
223,2,0:44.0,,Q. Acy enters the game for R. Gay,45,32
224,2,0:39.0,Personal foul by K. Koufos (drawn by S. Curry),,45,32
225,2,0:39.0,S. Curry misses free throw 1 of 2,,45,32
226,2,0:39.0,Offensive rebound by Team,,45,32
227,2,0:39.0,,W. Cauley-Stein enters the game for K. Koufos,45,32
228,2,0:39.0,H. Barnes enters the game for D. Green,,45,32
229,2,0:39.0,S. Curry makes free throw 2 of 2,,46,32
230,2,0:34.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by R. Rondo),46,35
231,2,0:15.0,Turnover by S. Curry (traveling),,46,35
232,2,0:15.0,,R. Gay enters the game for Q. Acy,46,35
233,2,0:04.0,,Shooting foul by K. Thompson (drawn by M. Belinelli),46,35
234,2,0:04.0,,M. Belinelli makes free throw 1 of 3,46,36
235,2,0:04.0,,M. Belinelli makes free throw 2 of 3,46,37
236,2,0:04.0,,Q. Acy enters the game for R. Gay,46,37
237,2,0:04.0,,M. Belinelli makes free throw 3 of 3,46,38
238,2,0:00.0,H. Barnes misses 3-pt jump shot from 23 ft,,46,38
239,2,0:00.0,Offensive rebound by Team,,46,38
240,3,11:42.0,Turnover by D. Green (bad pass; steal by R. Rondo),,46,38
241,3,11:32.0,,K. Koufos makes 2-pt hook shot from 7 ft (assist by R. Gay),46,40
242,3,11:08.0,K. Thompson misses 2-pt jump shot from 18 ft,,46,40
243,3,11:07.0,,Defensive rebound by R. Rondo,46,40
244,3,10:57.0,,K. Koufos makes 2-pt hook shot from 9 ft (assist by R. Rondo),46,42
245,3,10:33.0,Turnover by K. Thompson (bad pass; steal by R. Rondo),,46,42
246,3,10:24.0,,K. Koufos makes 2-pt jump shot from 8 ft (assist by Q. Acy),46,44
247,3,10:24.0,Golden State full timeout,,46,44
248,3,10:24.0,A. Iguodala enters the game for F. Ezeli,,46,44
249,3,10:08.0,H. Barnes makes 2-pt dunk at rim (assist by D. Green),,48,44
250,3,9:49.0,,Turnover by R. Gay (lost ball; steal by A. Iguodala),48,44
251,3,9:49.0,Personal foul by R. Gay (drawn by D. Green),,48,44
252,3,9:37.0,S. Curry makes 2-pt jump shot from 22 ft (assist by K. Thompson),,50,44
253,3,9:25.0,,M. Belinelli enters the game for Q. Acy,50,44
254,3,9:18.0,,Turnover by J. Anderson (palming),50,44
255,3,9:02.0,H. Barnes misses 3-pt jump shot from 23 ft,,50,44
256,3,9:02.0,,Defensive rebound by K. Koufos,50,44
257,3,8:56.0,,J. Anderson makes 2-pt layup from 1 ft (assist by R. Rondo),50,46
258,3,8:42.0,Shooting foul by J. Anderson (drawn by H. Barnes),,50,46
259,3,8:42.0,H. Barnes makes free throw 1 of 2,,51,46
260,3,8:42.0,H. Barnes misses free throw 2 of 2,,51,46
261,3,8:41.0,,Defensive rebound by R. Gay,51,46
262,3,8:25.0,,R. Rondo makes 2-pt jump shot from 21 ft (assist by M. Belinelli),51,48
263,3,8:19.0,Turnover by D. Green (traveling),,51,48
264,3,7:59.0,,R. Gay makes 2-pt jump shot from 9 ft,51,50
265,3,7:51.0,S. Curry makes 2-pt jump shot from 7 ft,,53,50
266,3,7:46.0,,Personal foul by H. Barnes (drawn by R. Gay),53,50
267,3,7:31.0,,K. Koufos makes 2-pt layup from 1 ft (assist by J. Anderson),53,52
268,3,7:21.0,S. Curry misses 3-pt jump shot from 23 ft,,53,52
269,3,7:20.0,,Defensive rebound by K. Koufos,53,52
270,3,7:05.0,,R. Rondo misses 3-pt jump shot from 25 ft,53,52
271,3,7:05.0,Defensive rebound by A. Iguodala,,53,52
272,3,6:58.0,H. Barnes misses 2-pt jump shot from 5 ft (block by J. Anderson),,53,52
273,3,6:56.0,,Defensive rebound by R. Gay,53,52
274,3,6:48.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by J. Anderson),53,55
275,3,6:18.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,56,55
276,3,5:58.0,,R. Gay misses 3-pt jump shot from 25 ft,56,55
277,3,5:57.0,,Offensive rebound by K. Koufos,56,55
278,3,5:53.0,,M. Belinelli misses 3-pt jump shot from 25 ft,56,55
279,3,5:52.0,Defensive rebound by S. Curry,,56,55
280,3,5:47.0,S. Curry makes 2-pt layup from 2 ft,,58,55
281,3,5:38.0,,R. Rondo misses 2-pt jump shot from 16 ft,58,55
282,3,5:38.0,Defensive rebound by K. Thompson,,58,55
283,3,5:31.0,S. Curry misses 3-pt jump shot from 23 ft,,58,55
284,3,5:29.0,Offensive rebound by D. Green,,58,55
285,3,5:29.0,D. Green misses 2-pt layup from 3 ft,,58,55
286,3,5:28.0,Offensive rebound by D. Green,,58,55
287,3,5:23.0,S. Curry misses 3-pt jump shot from 24 ft,,58,55
288,3,5:20.0,Offensive rebound by A. Iguodala,,58,55
289,3,5:19.0,,O. Casspi enters the game for K. Koufos,58,55
290,3,5:17.0,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),,60,55
291,3,4:57.0,,R. Rondo misses 2-pt layup from 3 ft,60,55
292,3,4:57.0,Defensive rebound by H. Barnes,,60,55
293,3,4:52.0,K. Thompson misses 3-pt jump shot from 26 ft,,60,55
294,3,4:52.0,Offensive rebound by Team,,60,55
295,3,4:52.0,,Loose ball foul by O. Casspi (drawn by H. Barnes),60,55
296,3,4:52.0,S. Livingston enters the game for H. Barnes,,60,55
297,3,4:52.0,,B. McLemore enters the game for R. Rondo,60,55
298,3,4:46.0,D. Green makes 2-pt dunk at rim (assist by S. Livingston),,62,55
299,3,4:45.0,,Sacramento full timeout,62,55
300,3,4:20.0,,O. Casspi misses 2-pt jump shot from 6 ft,62,55
301,3,4:20.0,,Offensive rebound by O. Casspi,62,55
302,3,4:16.0,,R. Gay misses 3-pt jump shot from 24 ft,62,55
303,3,4:15.0,Defensive rebound by A. Iguodala,,62,55
304,3,4:09.0,S. Curry makes 2-pt layup from 2 ft,,64,55
305,3,4:09.0,Shooting foul by O. Casspi (drawn by S. Curry),,64,55
306,3,4:09.0,S. Curry makes free throw 1 of 1,,65,55
307,3,3:51.0,,O. Casspi misses 3-pt jump shot from 26 ft,65,55
308,3,3:50.0,Defensive rebound by S. Livingston,,65,55
309,3,3:47.0,Offensive foul by D. Green (drawn by B. McLemore),,65,55
310,3,3:47.0,Turnover by D. Green (offensive foul),,65,55
311,3,3:47.0,,W. Cauley-Stein enters the game for J. Anderson,65,55
312,3,3:47.0,,R. Rondo enters the game for R. Gay,65,55
313,3,3:31.0,,Turnover by B. McLemore (lost ball; steal by S. Curry),65,55
314,3,3:27.0,S. Curry makes 2-pt layup at rim,,67,55
315,3,3:04.0,,Turnover by B. McLemore (traveling),67,55
316,3,3:04.0,Violation by Team (delay of game),,67,55
317,3,3:04.0,Technical foul by Team,,67,55
318,3,3:04.0,,B. McLemore misses technical free throw,67,55
319,3,3:04.0,Offensive rebound by Team,,67,55
320,3,2:53.0,Turnover by S. Curry (bad pass),,67,55
321,3,2:33.0,,O. Casspi makes 3-pt jump shot from 23 ft (assist by M. Belinelli),67,58
322,3,2:21.0,S. Livingston makes 2-pt layup from 2 ft,,69,58
323,3,2:06.0,,Turnover by M. Belinelli (traveling),69,58
324,3,1:51.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by D. Green),,72,58
325,3,1:37.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),72,61
326,3,1:25.0,Turnover by K. Thompson (bad pass; steal by M. Belinelli),,72,61
327,3,1:16.0,,O. Casspi makes 2-pt layup from 4 ft (assist by R. Rondo),72,63
328,3,1:11.0,Turnover by S. Curry (lost ball; steal by R. Rondo),,72,63
329,3,1:00.0,,M. Belinelli misses 3-pt jump shot from 25 ft,72,63
330,3,1:00.0,,Offensive rebound by B. McLemore,72,63
331,3,0:55.0,,O. Casspi makes 3-pt jump shot from 25 ft (assist by R. Rondo),72,66
332,3,0:42.0,Turnover by S. Livingston (bad pass; steal by B. McLemore),,72,66
333,3,0:37.0,,Shooting foul by S. Curry (drawn by M. Belinelli),72,66
334,3,0:37.0,,M. Belinelli makes free throw 1 of 2,72,67
335,3,0:37.0,L. Barbosa enters the game for K. Thompson,,72,67
336,3,0:37.0,,M. Belinelli makes free throw 2 of 2,72,68
337,3,0:21.0,S. Curry misses 3-pt jump shot from 24 ft,,72,68
338,3,0:20.0,Offensive rebound by L. Barbosa,,72,68
339,3,0:01.0,A. Iguodala misses 2-pt jump shot from 20 ft,,72,68
340,3,0:01.0,,Defensive rebound by O. Casspi,72,68
341,4,11:40.0,,O. Casspi makes 2-pt layup from 3 ft (assist by R. Rondo),72,70
342,4,11:19.0,H. Barnes makes 2-pt jump shot from 14 ft,,74,70
343,4,11:03.0,,W. Cauley-Stein misses 2-pt jump shot from 5 ft,74,70
344,4,11:02.0,Defensive rebound by F. Ezeli,,74,70
345,4,10:49.0,Personal foul by O. Casspi (drawn by H. Barnes),,74,70
346,4,10:44.0,L. Barbosa misses 2-pt jump shot from 10 ft,,74,70
347,4,10:43.0,Offensive rebound by L. Barbosa,,74,70
348,4,10:36.0,S. Livingston makes 2-pt jump shot from 15 ft,,76,70
349,4,10:16.0,,R. Rondo misses 2-pt jump shot from 18 ft,76,70
350,4,10:16.0,,Offensive rebound by R. Rondo,76,70
351,4,10:13.0,,R. Rondo makes 2-pt layup from 2 ft,76,72
352,4,9:54.0,H. Barnes misses 2-pt jump shot from 16 ft,,76,72
353,4,9:53.0,,Defensive rebound by R. Rondo,76,72
354,4,9:43.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by R. Rondo),76,74
355,4,9:23.0,A. Iguodala misses 3-pt jump shot from 23 ft,,76,74
356,4,9:22.0,Offensive rebound by F. Ezeli,,76,74
357,4,9:17.0,L. Barbosa misses 3-pt jump shot from 25 ft,,76,74
358,4,9:17.0,Offensive rebound by F. Ezeli,,76,74
359,4,9:17.0,Shooting foul by R. Rondo (drawn by F. Ezeli),,76,74
360,4,9:17.0,F. Ezeli makes free throw 1 of 2,,77,74
361,4,9:17.0,K. Thompson enters the game for A. Iguodala,,77,74
362,4,9:17.0,,R. Gay enters the game for B. McLemore,77,74
363,4,9:17.0,F. Ezeli makes free throw 2 of 2,,78,74
364,4,8:56.0,,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by R. Rondo),78,76
365,4,8:41.0,F. Ezeli misses 2-pt jump shot from 5 ft,,78,76
366,4,8:41.0,,Defensive rebound by O. Casspi,78,76
367,4,8:33.0,,R. Gay misses 2-pt jump shot from 6 ft,78,76
368,4,8:32.0,Defensive rebound by F. Ezeli,,78,76
369,4,8:09.0,H. Barnes misses 3-pt jump shot from 23 ft,,78,76
370,4,8:09.0,,Defensive rebound by R. Rondo,78,76
371,4,7:58.0,,R. Rondo misses 2-pt jump shot from 17 ft,78,76
372,4,7:57.0,,Offensive rebound by R. Rondo,78,76
373,4,7:55.0,,R. Rondo misses 2-pt jump shot from 9 ft,78,76
374,4,7:54.0,Defensive rebound by F. Ezeli,,78,76
375,4,7:52.0,Turnover by F. Ezeli (lost ball; steal by R. Rondo),,78,76
376,4,7:51.0,,R. Rondo misses 2-pt jump shot from 5 ft,78,76
377,4,7:51.0,,Offensive rebound by Team,78,76
378,4,7:51.0,Loose ball foul by H. Barnes (drawn by O. Casspi),,78,76
379,4,7:51.0,Official timeout,,78,76
380,4,7:51.0,D. Green enters the game for S. Livingston,,78,76
381,4,7:51.0,S. Curry enters the game for L. Barbosa,,78,76
382,4,7:51.0,,Violation by Team (delay of game),78,76
