,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,UTAH_ACTION,MILWAUKEE_SCORE,UTAH_SCORE
37,1,6:43.0,Shooting foul by D. Favors (drawn by G. Monroe),,8,6
38,1,6:43.0,G. Monroe misses free throw 1 of 2,,8,6
39,1,6:43.0,Offensive rebound by Team,,8,6
40,1,6:43.0,,Utah full timeout,8,6
41,1,6:43.0,G. Monroe makes free throw 2 of 2,,9,6
42,1,6:28.0,,G. Hayward misses 3-pt jump shot from 24 ft,9,6
43,1,6:27.0,Defensive rebound by K. Middleton,,9,6
44,1,6:18.0,K. Middleton misses 3-pt jump shot from 24 ft,,9,6
45,1,6:17.0,,Defensive rebound by G. Hayward,9,6
46,1,6:00.0,,Turnover by G. Hayward (bad pass),9,6
47,1,5:49.0,J. Parker misses 2-pt jump shot from 16 ft,,9,6
48,1,5:48.0,,Defensive rebound by R. Hood,9,6
49,1,5:34.0,,Shooting foul by J. Parker (drawn by D. Favors),9,6
50,1,5:34.0,,D. Favors makes free throw 1 of 2,9,7
51,1,5:34.0,J. Bayless enters the game for J. Parker,,9,7
52,1,5:34.0,,D. Favors misses free throw 2 of 2,9,7
53,1,5:34.0,Defensive rebound by M. Carter-Williams,,9,7
54,1,5:21.0,Turnover by G. Monroe (lost ball; steal by R. Gobert),,9,7
55,1,5:16.0,,Shooting foul by G. Antetokounmpo (drawn by R. Gobert),9,7
56,1,5:16.0,,R. Gobert makes free throw 1 of 2,9,8
57,1,5:16.0,J. O'Bryant enters the game for G. Antetokounmpo,,9,8
58,1,5:16.0,,R. Gobert makes free throw 2 of 2,9,9
59,1,4:55.0,M. Carter-Williams misses 3-pt jump shot from 23 ft,,9,9
60,1,4:55.0,,Defensive rebound by D. Favors,9,9
61,1,4:49.0,,Turnover by G. Hayward (lost ball; steal by J. Bayless),9,9
62,1,4:42.0,K. Middleton misses 2-pt jump shot from 13 ft,,9,9
63,1,4:42.0,,Defensive rebound by R. Neto,9,9
64,1,4:33.0,,D. Favors misses 2-pt layup from 1 ft,9,9
65,1,4:32.0,,Offensive rebound by R. Gobert,9,9
66,1,4:32.0,,R. Gobert makes 2-pt dunk at rim,9,11
67,1,4:13.0,G. Monroe misses 2-pt jump shot from 12 ft,,9,11
68,1,4:12.0,,Defensive rebound by D. Favors,9,11
69,1,4:07.0,,Turnover by G. Hayward (lost ball; steal by G. Monroe),9,11
70,1,3:58.0,M. Carter-Williams misses 2-pt jump shot from 3 ft (block by D. Favors),,9,11
71,1,3:56.0,,Defensive rebound by G. Hayward,9,11
72,1,3:42.0,,R. Hood makes 3-pt jump shot from 22 ft (assist by R. Neto),9,14
73,1,3:40.0,Milwaukee full timeout,,9,14
74,1,3:40.0,M. Plumlee enters the game for G. Monroe,,9,14
75,1,3:40.0,,T. Booker enters the game for D. Favors,9,14
76,1,3:40.0,,C. Johnson enters the game for R. Hood,9,14
77,1,3:19.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,9,14
78,1,3:19.0,,Defensive rebound by C. Johnson,9,14
79,1,3:05.0,,G. Hayward misses 3-pt jump shot from 24 ft,9,14
80,1,3:05.0,Defensive rebound by M. Carter-Williams,,9,14
81,1,2:52.0,J. Bayless makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,12,14
82,1,2:27.0,,Turnover by R. Neto (bad pass; steal by K. Middleton),12,14
83,1,2:08.0,J. O'Bryant misses 2-pt jump shot from 3 ft (block by R. Gobert),,12,14
84,1,2:06.0,Offensive rebound by M. Plumlee,,12,14
85,1,2:02.0,M. Plumlee makes 2-pt dunk at rim,,14,14
86,1,1:46.0,,Personal foul by M. Carter-Williams (drawn by C. Johnson),14,14
87,1,1:46.0,,C. Johnson makes free throw 1 of 2,14,15
88,1,1:46.0,T. Ennis enters the game for M. Carter-Williams,,14,15
89,1,1:46.0,,C. Johnson makes free throw 2 of 2,14,16
90,1,1:35.0,J. Bayless misses 2-pt jump shot from 19 ft,,14,16
91,1,1:34.0,Offensive rebound by Team,,14,16
92,1,1:32.0,,T. Burke enters the game for R. Neto,14,16
93,1,1:24.0,Turnover by K. Middleton (bad pass; steal by T. Booker),,14,16
94,1,1:20.0,,G. Hayward makes 2-pt dunk at rim (assist by C. Johnson),14,18
95,1,1:00.0,Turnover by J. O'Bryant (bad pass; steal by R. Gobert),,14,18
96,1,0:55.0,,Turnover by T. Booker (bad pass; steal by T. Ennis),14,18
97,1,0:51.0,K. Middleton makes 2-pt dunk at rim (assist by J. Bayless),,16,18
98,1,0:35.0,Violation by T. Ennis (kicked ball),,16,18
99,1,0:32.0,,Turnover by G. Hayward (bad pass; steal by M. Plumlee),16,18
100,1,0:13.0,K. Middleton misses 2-pt jump shot from 16 ft,,16,18
101,1,0:12.0,Offensive rebound by M. Plumlee,,16,18
102,1,0:02.0,J. Bayless makes 3-pt jump shot from 24 ft,,19,18
103,1,0:01.0,,T. Burke misses 3-pt jump shot from 52 ft,19,18
104,1,0:00.0,,Offensive rebound by Team,19,18
105,2,11:36.0,,R. Hood makes 2-pt jump shot from 4 ft,19,20
106,2,11:18.0,J. Bayless makes 3-pt jump shot from 24 ft (assist by T. Ennis),,22,20
107,2,11:04.0,,R. Hood makes 2-pt jump shot from 4 ft (assist by T. Burke),22,22
108,2,10:47.0,J. O'Bryant misses 2-pt jump shot from 20 ft,,22,22
109,2,10:47.0,,Defensive rebound by T. Burke,22,22
110,2,10:36.0,,T. Burke misses 3-pt jump shot from 24 ft,22,22
111,2,10:34.0,,Offensive rebound by T. Booker,22,22
112,2,10:31.0,,T. Booker misses 2-pt layup from 1 ft,22,22
113,2,10:31.0,,Offensive rebound by C. Johnson,22,22
114,2,10:31.0,,Shooting foul by J. Bayless (drawn by C. Johnson),22,22
115,2,10:31.0,,C. Johnson misses free throw 1 of 2,22,22
116,2,10:31.0,,Offensive rebound by Team,22,22
117,2,10:31.0,,J. Ingles enters the game for T. Burke,22,22
118,2,10:31.0,,C. Johnson makes free throw 2 of 2,22,23
119,2,10:11.0,J. Bayless makes 3-pt jump shot from 24 ft,,25,23
120,2,9:53.0,,R. Hood makes 2-pt jump shot from 19 ft,25,25
121,2,9:35.0,Personal foul by C. Johnson (drawn by T. Ennis),,25,25
122,2,9:35.0,,T. Lyles enters the game for T. Booker,25,25
123,2,9:27.0,J. Bayless makes 3-pt jump shot from 24 ft,,28,25
124,2,9:10.0,,D. Favors misses 2-pt jump shot from 14 ft,28,25
125,2,9:09.0,Defensive rebound by J. Bayless,,28,25
126,2,8:59.0,J. O'Bryant makes 2-pt layup from 1 ft,,30,25
127,2,8:53.0,,Utah full timeout,30,25
128,2,8:40.0,,D. Favors misses 2-pt layup from 2 ft (block by M. Plumlee),30,25
129,2,8:38.0,Defensive rebound by T. Ennis,,30,25
130,2,8:23.0,Def 3 sec tech foul by R. Hood,,30,25
131,2,8:23.0,J. Bayless misses technical free throw,,30,25
132,2,8:23.0,Offensive rebound by Team,,30,25
133,2,8:23.0,,R. Neto enters the game for C. Johnson,30,25
134,2,8:09.0,M. Plumlee makes 2-pt hook shot from 5 ft,,32,25
135,2,7:53.0,,T. Lyles misses 2-pt jump shot from 16 ft,32,25
136,2,7:53.0,Defensive rebound by J. O'Bryant,,32,25
137,2,7:34.0,J. O'Bryant misses 2-pt jump shot from 3 ft (block by D. Favors),,32,25
138,2,7:33.0,,Defensive rebound by T. Lyles,32,25
139,2,7:30.0,,Turnover by T. Lyles (bad pass; steal by T. Ennis),32,25
140,2,7:28.0,Personal foul by R. Neto (drawn by T. Ennis),,32,25
141,2,7:14.0,J. O'Bryant misses 2-pt jump shot from 19 ft,,32,25
142,2,7:13.0,,Defensive rebound by D. Favors,32,25
143,2,6:56.0,,R. Hood makes 2-pt jump shot from 9 ft,32,27
144,2,6:41.0,R. Vaughn misses 2-pt layup from 2 ft (block by D. Favors),,32,27
145,2,6:39.0,,Defensive rebound by T. Lyles,32,27
146,2,6:23.0,,T. Lyles misses 2-pt dunk at rim (block by M. Plumlee),32,27
147,2,6:21.0,Defensive rebound by J. O'Bryant,,32,27
148,2,6:18.0,Turnover by J. Bayless (traveling),,32,27
149,2,6:18.0,,G. Hayward enters the game for J. Ingles,32,27
150,2,6:18.0,,R. Gobert enters the game for D. Favors,32,27
151,2,6:04.0,,R. Neto misses 3-pt jump shot from 24 ft,32,27
152,2,6:04.0,Defensive rebound by Team,,32,27
153,2,6:04.0,M. Carter-Williams enters the game for T. Ennis,,32,27
154,2,6:04.0,G. Monroe enters the game for M. Plumlee,,32,27
155,2,5:50.0,Turnover by M. Carter-Williams (bad pass; steal by R. Neto),,32,27
156,2,5:39.0,,R. Hood misses 2-pt jump shot from 4 ft,32,27
157,2,5:38.0,Defensive rebound by Team,,32,27
158,2,5:38.0,Personal foul by R. Gobert (drawn by J. O'Bryant),,32,27
159,2,5:38.0,Milwaukee full timeout,,32,27
160,2,5:38.0,,T. Booker enters the game for T. Lyles,32,27
161,2,5:26.0,Turnover by G. Monroe (lost ball; steal by R. Gobert),,32,27
162,2,5:15.0,,Def 3 sec tech foul by J. O'Bryant,32,27
163,2,5:15.0,,G. Hayward makes technical free throw,32,28
164,2,5:15.0,G. Antetokounmpo enters the game for J. O'Bryant,,32,28
165,2,5:15.0,J. Parker enters the game for J. Bayless,,32,28
166,2,5:15.0,,J. Ingles enters the game for R. Neto,32,28
167,2,5:03.0,,R. Hood makes 3-pt jump shot from 24 ft,32,31
168,2,4:44.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,34,31
169,2,4:29.0,,Personal foul by M. Carter-Williams (drawn by R. Hood),34,31
170,2,4:29.0,K. Middleton enters the game for R. Vaughn,,34,31
171,2,4:14.0,,R. Hood misses 3-pt jump shot from 25 ft,34,31
172,2,4:13.0,,Offensive rebound by T. Booker,34,31
173,2,4:10.0,,T. Booker misses 2-pt layup from 2 ft,34,31
174,2,4:09.0,Defensive rebound by M. Carter-Williams,,34,31
175,2,3:46.0,M. Carter-Williams makes 2-pt jump shot from 3 ft,,36,31
176,2,3:21.0,,G. Hayward misses 3-pt jump shot from 24 ft,36,31
177,2,3:21.0,Defensive rebound by J. Parker,,36,31
178,2,3:12.0,Turnover by M. Carter-Williams (bad pass; steal by J. Ingles),,36,31
179,2,3:08.0,,Shooting foul by K. Middleton (drawn by G. Hayward),36,31
180,2,3:08.0,,G. Hayward makes free throw 1 of 2,36,32
181,2,3:08.0,,D. Favors enters the game for T. Booker,36,32
182,2,3:08.0,,C. Johnson enters the game for R. Hood,36,32
183,2,3:08.0,,G. Hayward makes free throw 2 of 2,36,33
184,2,2:53.0,Shooting foul by C. Johnson (drawn by K. Middleton),,36,33
185,2,2:53.0,Milwaukee full timeout,,36,33
186,2,2:53.0,,R. Hood enters the game for C. Johnson,36,33
187,2,2:53.0,K. Middleton makes free throw 1 of 2,,37,33
188,2,2:53.0,K. Middleton makes free throw 2 of 2,,38,33
189,2,2:35.0,,D. Favors misses 2-pt jump shot from 4 ft,38,33
190,2,2:34.0,Defensive rebound by G. Monroe,,38,33
191,2,2:27.0,Shooting foul by G. Hayward (drawn by G. Antetokounmpo),,38,33
192,2,2:27.0,G. Antetokounmpo makes free throw 1 of 2,,39,33
193,2,2:27.0,,R. Neto enters the game for J. Ingles,39,33
194,2,2:27.0,G. Antetokounmpo makes free throw 2 of 2,,40,33
195,2,2:02.0,,R. Hood misses 3-pt jump shot from 23 ft,40,33
196,2,2:02.0,,Offensive rebound by Team,40,33
197,2,2:02.0,,Turnover by Team (shot clock),40,33
198,2,1:49.0,K. Middleton makes 2-pt jump shot from 11 ft,,42,33
199,2,1:29.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Neto),42,36
200,2,1:11.0,G. Monroe misses 2-pt layup from 1 ft,,42,36
201,2,1:10.0,,Defensive rebound by D. Favors,42,36
202,2,1:01.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),42,38
203,2,0:50.0,Turnover by M. Carter-Williams (bad pass; steal by R. Hood),,42,38
204,2,0:45.0,,R. Hood makes 2-pt layup from 2 ft,42,40
205,2,0:42.0,Milwaukee full timeout,,42,40
206,2,0:32.0,G. Monroe makes 2-pt jump shot from 8 ft (assist by M. Carter-Williams),,44,40
207,2,0:14.0,,C. Johnson enters the game for R. Neto,44,40
208,2,0:08.0,,R. Hood misses 3-pt jump shot from 24 ft,44,40
209,2,0:08.0,Defensive rebound by K. Middleton,,44,40
210,2,0:03.0,Turnover by K. Middleton (bad pass; steal by R. Gobert),,44,40
211,3,11:46.0,,G. Hayward misses 3-pt jump shot from 23 ft,44,40
212,3,11:45.0,,Offensive rebound by D. Favors,44,40
213,3,11:42.0,,D. Favors makes 2-pt jump shot from 4 ft,44,42
214,3,11:26.0,Turnover by J. Parker (bad pass; steal by D. Favors),,44,42
215,3,11:13.0,,D. Favors misses 2-pt jump shot from 17 ft,44,42
216,3,11:12.0,Defensive rebound by G. Monroe,,44,42
217,3,11:00.0,Offensive foul by K. Middleton (drawn by R. Neto),,44,42
218,3,11:00.0,Turnover by K. Middleton (offensive foul),,44,42
219,3,10:40.0,,Turnover by G. Hayward (bad pass; steal by M. Carter-Williams),44,42
220,3,10:34.0,J. Parker misses 2-pt layup from 2 ft,,44,42
221,3,10:33.0,Offensive rebound by G. Antetokounmpo,,44,42
222,3,10:32.0,Shooting foul by D. Favors (drawn by G. Antetokounmpo),,44,42
223,3,10:32.0,G. Antetokounmpo makes free throw 1 of 2,,45,42
224,3,10:32.0,G. Antetokounmpo makes free throw 2 of 2,,46,42
225,3,10:20.0,,Turnover by R. Neto (bad pass; steal by M. Carter-Williams),46,42
226,3,10:15.0,Turnover by G. Antetokounmpo (step out of bounds),,46,42
227,3,9:54.0,,R. Neto makes 2-pt jump shot from 3 ft,46,44
228,3,9:40.0,M. Carter-Williams misses 2-pt jump shot from 2 ft (block by R. Gobert),,46,44
229,3,9:38.0,Offensive rebound by G. Monroe,,46,44
230,3,9:35.0,G. Monroe makes 2-pt layup from 1 ft,,48,44
231,3,9:21.0,,Utah full timeout,48,44
232,3,9:08.0,,G. Hayward misses 2-pt jump shot from 22 ft,48,44
233,3,9:07.0,,Offensive rebound by D. Favors,48,44
234,3,8:53.0,Loose ball foul by M. Carter-Williams (drawn by D. Favors),,48,44
235,3,8:45.0,,R. Gobert makes 2-pt dunk at rim (assist by D. Favors),48,46
236,3,8:27.0,Shooting foul by G. Hayward (drawn by G. Monroe),,48,46
237,3,8:27.0,G. Monroe misses free throw 1 of 2,,48,46
238,3,8:27.0,Offensive rebound by Team,,48,46
239,3,8:27.0,G. Monroe makes free throw 2 of 2,,49,46
240,3,8:13.0,,D. Favors makes 2-pt dunk at rim,49,48
241,3,7:55.0,G. Monroe makes 2-pt jump shot from 5 ft (assist by M. Carter-Williams),,51,48
242,3,7:41.0,,R. Hood misses 2-pt jump shot from 21 ft,51,48
243,3,7:40.0,Defensive rebound by M. Carter-Williams,,51,48
244,3,7:32.0,M. Carter-Williams misses 2-pt jump shot from 4 ft,,51,48
245,3,7:32.0,,Defensive rebound by R. Gobert,51,48
246,3,7:18.0,,D. Favors misses 2-pt layup from 1 ft,51,48
247,3,7:17.0,Defensive rebound by G. Antetokounmpo,,51,48
248,3,7:12.0,G. Antetokounmpo makes 2-pt layup at rim,,53,48
249,3,6:50.0,,R. Gobert misses 2-pt dunk at rim (block by M. Carter-Williams),53,48
250,3,6:48.0,,Offensive rebound by R. Gobert,53,48
251,3,6:46.0,,R. Gobert makes 2-pt dunk at rim,53,50
252,3,6:34.0,M. Carter-Williams misses 2-pt layup from 1 ft,,53,50
253,3,6:34.0,,Defensive rebound by D. Favors,53,50
254,3,6:23.0,,G. Hayward misses 3-pt jump shot from 23 ft,53,50
255,3,6:22.0,Defensive rebound by G. Antetokounmpo,,53,50
256,3,6:11.0,K. Middleton makes 2-pt jump shot from 16 ft,,55,50
257,3,5:49.0,,D. Favors makes 2-pt dunk at rim (assist by R. Hood),55,52
258,3,5:49.0,Milwaukee full timeout,,55,52
259,3,5:49.0,M. Plumlee enters the game for G. Monroe,,55,52
260,3,5:49.0,J. Bayless enters the game for M. Carter-Williams,,55,52
261,3,5:49.0,,T. Lyles enters the game for D. Favors,55,52
262,3,5:49.0,,J. Ingles enters the game for R. Neto,55,52
263,3,5:37.0,M. Plumlee misses 2-pt hook shot from 2 ft,,55,52
264,3,5:36.0,Offensive rebound by J. Parker,,55,52
265,3,5:33.0,J. Parker makes 2-pt dunk at rim,,57,52
266,3,5:18.0,,Turnover by J. Ingles (step out of bounds),57,52
267,3,4:59.0,Turnover by G. Antetokounmpo (lost ball; steal by R. Gobert),,57,52
268,3,4:39.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hayward),57,55
269,3,4:26.0,M. Plumlee makes 2-pt dunk at rim (assist by K. Middleton),,59,55
270,3,4:10.0,,Turnover by T. Lyles (offensive foul),59,55
271,3,4:10.0,,Offensive foul by T. Lyles (drawn by J. Bayless),59,55
272,3,4:10.0,,C. Johnson enters the game for R. Hood,59,55
273,3,4:02.0,K. Middleton misses 2-pt layup from 2 ft,,59,55
274,3,4:01.0,,Defensive rebound by R. Gobert,59,55
275,3,3:41.0,,C. Johnson misses 3-pt jump shot from 24 ft,59,55
276,3,3:40.0,,Offensive rebound by R. Gobert,59,55
277,3,3:35.0,,J. Ingles misses 3-pt jump shot from 24 ft,59,55
278,3,3:34.0,Defensive rebound by G. Antetokounmpo,,59,55
279,3,3:18.0,J. Bayless misses 2-pt jump shot from 17 ft,,59,55
280,3,3:17.0,,Defensive rebound by J. Ingles,59,55
281,3,2:58.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by J. Ingles),59,58
282,3,2:42.0,Shooting foul by C. Johnson (drawn by G. Antetokounmpo),,59,58
283,3,2:42.0,G. Antetokounmpo makes free throw 1 of 2,,60,58
284,3,2:42.0,J. O'Bryant enters the game for J. Parker,,60,58
285,3,2:42.0,G. Antetokounmpo misses free throw 2 of 2,,60,58
286,3,2:42.0,,Defensive rebound by C. Johnson,60,58
287,3,2:20.0,,C. Johnson misses 2-pt jump shot from 11 ft,60,58
288,3,2:19.0,Defensive rebound by M. Plumlee,,60,58
289,3,2:03.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Ingles),,60,58
290,3,1:45.0,,T. Lyles misses 2-pt jump shot from 20 ft,60,58
291,3,1:44.0,Defensive rebound by J. Bayless,,60,58
292,3,1:37.0,Personal foul by C. Johnson (drawn by J. Bayless),,60,58
293,3,1:37.0,,E. Green enters the game for C. Johnson,60,58
294,3,1:37.0,,T. Booker enters the game for R. Gobert,60,58
295,3,1:36.0,Turnover by K. Middleton (bad pass; steal by T. Booker),,60,58
296,3,1:31.0,,T. Booker misses 2-pt layup from 2 ft (block by M. Plumlee),60,58
297,3,1:29.0,Defensive rebound by K. Middleton,,60,58
298,3,1:19.0,G. Antetokounmpo misses 3-pt jump shot from 23 ft,,60,58
299,3,1:19.0,,Defensive rebound by Team,60,58
300,3,1:19.0,,Flagrant foul type 1 by M. Plumlee (drawn by J. Ingles),60,58
301,3,1:19.0,G. Monroe enters the game for M. Plumlee,,60,58
302,3,1:19.0,,J. Ingles makes flagrant free throw 1 of 2,60,59
303,3,1:19.0,,J. Ingles misses flagrant free throw 2 of 2,60,59
304,3,1:19.0,,Offensive rebound by Team,60,59
305,3,1:19.0,,R. Hood enters the game for J. Ingles,60,59
306,3,1:06.0,,G. Hayward makes 2-pt jump shot from 3 ft,60,61
307,3,0:48.0,J. Bayless misses 3-pt jump shot from 25 ft,,60,61
308,3,0:47.0,,Defensive rebound by T. Lyles,60,61
309,3,0:27.0,,R. Hood misses 3-pt jump shot from 24 ft,60,61
310,3,0:26.0,Defensive rebound by J. O'Bryant,,60,61
311,3,0:07.0,Turnover by K. Middleton (bad pass; steal by R. Hood),,60,61
312,3,0:01.0,,T. Lyles misses 3-pt jump shot from 24 ft,60,61
313,3,0:00.0,Defensive rebound by K. Middleton,,60,61
314,4,11:46.0,G. Monroe makes 2-pt hook shot from 4 ft,,62,61
315,4,11:25.0,,Turnover by R. Hood (bad pass; steal by K. Middleton),62,61
316,4,11:13.0,Turnover by K. Middleton (bad pass; steal by J. Ingles),,62,61
317,4,11:04.0,,Shooting foul by R. Vaughn (drawn by R. Hood),62,61
318,4,11:04.0,,R. Hood makes free throw 1 of 2,62,62
319,4,11:04.0,,R. Neto enters the game for E. Green,62,62
320,4,11:04.0,,R. Hood makes free throw 2 of 2,62,63
321,4,10:52.0,G. Monroe misses 2-pt jump shot from 2 ft (block by D. Favors),,62,63
322,4,10:51.0,,Defensive rebound by T. Lyles,62,63
323,4,10:28.0,,Turnover by Team (shot clock),62,63
324,4,10:12.0,K. Middleton makes 2-pt jump shot from 14 ft,,64,63
325,4,9:49.0,,J. Ingles misses 3-pt jump shot from 24 ft,64,63
326,4,9:49.0,Defensive rebound by K. Middleton,,64,63
327,4,9:48.0,,Loose ball foul by D. Favors (drawn by K. Middleton),64,63
328,4,9:46.0,Turnover by K. Middleton (bad pass),,64,63
329,4,9:46.0,,R. Gobert enters the game for T. Lyles,64,63
330,4,9:26.0,,J. Ingles makes 2-pt jump shot from 20 ft,64,65
331,4,9:04.0,Personal foul by R. Hood (drawn by K. Middleton),,64,65
332,4,9:04.0,G. Antetokounmpo enters the game for R. Vaughn,,64,65
333,4,8:55.0,Turnover by K. Middleton (traveling),,64,65
334,4,8:55.0,,Utah full timeout,64,65
335,4,8:55.0,M. Carter-Williams enters the game for K. Middleton,,64,65
336,4,8:40.0,,R. Hood misses 3-pt jump shot from 23 ft,64,65
337,4,8:40.0,Defensive rebound by J. Bayless,,64,65
338,4,8:19.0,J. Parker misses 2-pt jump shot from 20 ft,,64,65
339,4,8:19.0,,Defensive rebound by R. Gobert,64,65
340,4,8:00.0,,D. Favors misses 2-pt layup from 1 ft (block by G. Monroe),64,65
341,4,7:59.0,,Offensive rebound by D. Favors,64,65
342,4,7:58.0,,Shooting foul by J. Parker (drawn by D. Favors),64,65
343,4,7:58.0,,D. Favors makes free throw 1 of 2,64,66
344,4,7:58.0,K. Middleton enters the game for J. Bayless,,64,66
345,4,7:58.0,,G. Hayward enters the game for J. Ingles,64,66
346,4,7:58.0,,D. Favors misses free throw 2 of 2,64,66
347,4,7:58.0,Defensive rebound by G. Monroe,,64,66
348,4,7:44.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,64,66
349,4,7:43.0,,Defensive rebound by D. Favors,64,66
350,4,7:29.0,,Shooting foul by G. Monroe (drawn by R. Gobert),64,66
351,4,7:29.0,,R. Gobert makes free throw 1 of 2,64,67
352,4,7:29.0,,R. Gobert misses free throw 2 of 2,64,67
353,4,7:28.0,Defensive rebound by G. Antetokounmpo,,64,67
354,4,7:16.0,K. Middleton misses 2-pt jump shot from 18 ft,,64,67
355,4,7:15.0,,Defensive rebound by G. Hayward,64,67
356,4,6:51.0,,D. Favors misses 2-pt jump shot from 13 ft,64,67
357,4,6:51.0,Defensive rebound by G. Antetokounmpo,,64,67
358,4,6:41.0,Shooting foul by R. Hood (drawn by M. Carter-Williams),,64,67
359,4,6:41.0,M. Carter-Williams makes 2-pt layup from 2 ft,,66,67
360,4,6:41.0,,T. Booker enters the game for D. Favors,66,67
361,4,6:41.0,M. Carter-Williams misses free throw 1 of 1,,66,67
362,4,6:40.0,,Defensive rebound by R. Gobert,66,67
363,4,6:16.0,,G. Hayward makes 3-pt jump shot from 28 ft (assist by T. Booker),66,70
364,4,6:00.0,G. Antetokounmpo makes 3-pt jump shot from 23 ft (assist by K. Middleton),,69,70
365,4,5:34.0,,R. Neto misses 2-pt jump shot from 22 ft,69,70
366,4,5:33.0,Defensive rebound by M. Carter-Williams,,69,70
367,4,5:19.0,M. Carter-Williams misses 2-pt jump shot from 8 ft,,69,70
368,4,5:19.0,Offensive rebound by M. Carter-Williams,,69,70
369,4,5:07.0,G. Monroe makes 2-pt hook shot from 5 ft,,71,70
370,4,5:06.0,,Utah full timeout,71,70
371,4,4:42.0,,R. Gobert makes 2-pt dunk at rim (assist by R. Neto),71,72
372,4,4:25.0,M. Carter-Williams makes 2-pt layup from 2 ft,,73,72
373,4,4:12.0,,Personal foul by K. Middleton (drawn by R. Gobert),73,72
374,4,4:02.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by R. Gobert),73,75
375,4,3:48.0,M. Carter-Williams misses 2-pt jump shot from 5 ft,,73,75
376,4,3:48.0,,Defensive rebound by R. Hood,73,75
377,4,3:41.0,,Turnover by G. Hayward (bad pass; steal by M. Carter-Williams),73,75
378,4,3:38.0,Personal foul by R. Neto (drawn by M. Carter-Williams),,73,75
379,4,3:38.0,,D. Favors enters the game for T. Booker,73,75
380,4,3:27.0,K. Middleton misses 2-pt jump shot from 16 ft,,73,75
381,4,3:27.0,,Defensive rebound by G. Hayward,73,75
382,4,3:16.0,,G. Hayward makes 3-pt jump shot from 24 ft,73,78
383,4,3:14.0,Milwaukee full timeout,,73,78
