,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MIAMI_ACTION,OKLAHOMA CITY_SCORE,MIAMI_SCORE
388,4,3:20.0,Offensive rebound by A. Roberson,,91,91
389,4,3:07.0,S. Ibaka misses 2-pt jump shot from 14 ft,,91,91
390,4,3:06.0,,Defensive rebound by J. Winslow,91,91
391,4,2:49.0,,D. Wade misses 2-pt layup from 2 ft,91,91
392,4,2:48.0,,Offensive rebound by C. Bosh,91,91
393,4,2:47.0,,C. Bosh misses 2-pt layup at rim,91,91
394,4,2:46.0,Defensive rebound by R. Westbrook,,91,91
395,4,2:43.0,Turnover by R. Westbrook (lost ball; steal by G. Dragić),,91,91
396,4,2:39.0,,D. Wade makes 2-pt dunk at rim (assist by G. Dragić),91,93
397,4,2:39.0,Oklahoma City full timeout,,91,93
398,4,2:19.0,K. Durant misses 2-pt jump shot from 20 ft,,91,93
399,4,2:18.0,Offensive rebound by A. Roberson,,91,93
400,4,2:05.0,Shooting foul by J. Winslow (drawn by K. Durant),,91,93
401,4,2:05.0,K. Durant makes free throw 1 of 2,,92,93
402,4,2:05.0,K. Durant misses free throw 2 of 2,,92,93
403,4,2:04.0,,Defensive rebound by C. Bosh,92,93
404,4,1:46.0,,C. Bosh misses 3-pt jump shot from 24 ft,92,93
405,4,1:45.0,Defensive rebound by K. Durant,,92,93
406,4,1:32.0,K. Durant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,95,93
407,4,1:32.0,,Miami full timeout,95,93
408,4,1:14.0,,Personal foul by D. Waiters (drawn by D. Wade),95,93
409,4,1:03.0,,C. Bosh misses 3-pt jump shot from 24 ft,95,93
410,4,1:02.0,Defensive rebound by K. Durant,,95,93
411,4,0:48.0,K. Durant misses 3-pt jump shot from 25 ft,,95,93
412,4,0:47.0,,Defensive rebound by C. Bosh,95,93
413,4,0:29.0,,D. Wade makes 2-pt jump shot from 5 ft,95,95
414,4,0:29.0,Oklahoma City full timeout,,95,95
415,4,0:29.0,A. Morrow enters the game for A. Roberson,,95,95
416,4,0:09.0,K. Durant misses 3-pt jump shot from 25 ft,,95,95
417,4,0:08.0,,Defensive rebound by C. Bosh,95,95
418,4,0:08.0,,Miami full timeout,95,95
419,4,0:08.0,A. Roberson enters the game for A. Morrow,,95,95
420,4,0:02.0,,Shooting foul by S. Ibaka (drawn by D. Wade),95,95
421,4,0:02.0,,D. Wade makes free throw 1 of 2,95,96
422,4,0:02.0,,D. Wade makes free throw 2 of 2,95,97
423,4,0:02.0,Oklahoma City full timeout,,95,97
424,4,0:02.0,A. Morrow enters the game for A. Roberson,,95,97
425,4,0:01.0,R. Westbrook misses 3-pt jump shot from 25 ft,,95,97
426,4,0:00.0,Offensive rebound by Team,,95,97
