,QUARTER,TIME_REMAINING,BOSTON_ACTION,GOLDEN STATE_ACTION,BOSTON_SCORE,GOLDEN STATE_SCORE
68,1,4:12.0,,D. Green makes free throw 2 of 2,12,13
69,1,3:55.0,A. Bradley makes 2-pt jump shot from 17 ft (assist by I. Thomas),,14,13
70,1,3:50.0,,Shooting foul by K. Olynyk (drawn by A. Varejão),14,13
71,1,3:50.0,,A. Varejão misses free throw 1 of 2,14,13
72,1,3:50.0,,Offensive rebound by Team,14,13
73,1,3:50.0,J. Jerebko enters the game for J. Sullinger,,14,13
74,1,3:50.0,,A. Varejão misses free throw 2 of 2,14,13
75,1,3:49.0,Defensive rebound by M. Smart,,14,13
76,1,3:34.0,A. Bradley makes 2-pt jump shot from 15 ft (assist by M. Smart),,16,13
77,1,3:23.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by D. Green),16,15
78,1,3:08.0,A. Bradley makes 2-pt jump shot from 18 ft (assist by K. Olynyk),,18,15
79,1,3:01.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by A. Varejão),18,18
80,1,3:00.0,Boston full timeout,,18,18
81,1,3:00.0,,S. Livingston enters the game for H. Barnes,18,18
82,1,2:51.0,Shooting foul by A. Varejão (drawn by A. Bradley),,18,18
83,1,2:51.0,A. Bradley misses free throw 1 of 2,,18,18
84,1,2:51.0,Offensive rebound by Team,,18,18
85,1,2:51.0,A. Bradley makes free throw 2 of 2,,19,18
86,1,2:41.0,,Offensive foul by S. Livingston (drawn by M. Smart),19,18
87,1,2:41.0,,Turnover by S. Livingston (offensive foul),19,18
88,1,2:26.0,J. Jerebko misses 2-pt jump shot from 13 ft,,19,18
89,1,2:26.0,,Defensive rebound by D. Green,19,18
90,1,2:16.0,,S. Curry misses 3-pt jump shot from 26 ft,19,18
91,1,2:16.0,Defensive rebound by J. Jerebko,,19,18
92,1,2:06.0,J. Jerebko makes 2-pt jump shot from 15 ft (assist by K. Olynyk),,21,18
93,1,1:55.0,,Turnover by S. Livingston (bad pass),21,18
94,1,1:55.0,T. Rozier enters the game for I. Thomas,,21,18
95,1,1:41.0,M. Smart misses 3-pt jump shot from 26 ft,,21,18
96,1,1:40.0,Offensive rebound by T. Rozier,,21,18
97,1,1:36.0,A. Bradley misses 3-pt jump shot from 26 ft,,21,18
98,1,1:34.0,,Defensive rebound by S. Curry,21,18
99,1,1:21.0,,D. Green misses 2-pt jump shot from 9 ft,21,18
100,1,1:19.0,,Offensive rebound by L. Barbosa,21,18
101,1,1:02.0,,A. Varejão misses 2-pt jump shot from 19 ft,21,18
102,1,1:01.0,Defensive rebound by J. Jerebko,,21,18
103,1,0:39.0,K. Olynyk misses 3-pt jump shot from 24 ft,,21,18
104,1,0:38.0,,Defensive rebound by L. Barbosa,21,18
105,1,0:27.0,,A. Varejão makes 2-pt layup from 2 ft (assist by S. Curry),21,20
106,1,0:22.0,M. Smart misses 2-pt layup from 2 ft,,21,20
107,1,0:21.0,,Defensive rebound by S. Livingston,21,20
108,1,0:04.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by S. Livingston),21,23
109,2,11:49.0,Shooting foul by M. Speights (drawn by T. Rozier),,21,23
110,2,11:49.0,T. Rozier misses free throw 1 of 2,,21,23
111,2,11:49.0,Offensive rebound by Team,,21,23
112,2,11:49.0,,K. Thompson enters the game for L. Barbosa,21,23
113,2,11:49.0,T. Rozier makes free throw 2 of 2,,22,23
114,2,11:31.0,,K. Thompson misses 2-pt jump shot from 16 ft,22,23
115,2,11:30.0,Defensive rebound by J. Jerebko,,22,23
116,2,11:21.0,E. Turner misses 2-pt jump shot from 17 ft,,22,23
117,2,11:20.0,,Defensive rebound by K. Thompson,22,23
118,2,11:04.0,,H. Barnes makes 3-pt jump shot from 27 ft (assist by K. Thompson),22,26
119,2,10:40.0,T. Rozier misses 2-pt jump shot from 17 ft,,22,26
120,2,10:39.0,,Defensive rebound by H. Barnes,22,26
121,2,10:25.0,,M. Speights misses 2-pt jump shot from 18 ft,22,26
122,2,10:25.0,Defensive rebound by K. Olynyk,,22,26
123,2,10:15.0,Turnover by M. Smart (bad pass; steal by M. Speights),,22,26
124,2,10:00.0,,S. Livingston makes 2-pt jump shot from 17 ft,22,28
125,2,9:47.0,K. Olynyk misses 3-pt jump shot from 29 ft,,22,28
126,2,9:46.0,Offensive rebound by Team,,22,28
127,2,9:46.0,,Loose ball foul by I. Clark,22,28
128,2,9:28.0,J. Jerebko makes 2-pt layup from 2 ft (assist by M. Smart),,24,28
129,2,9:09.0,,M. Speights misses 2-pt jump shot from 18 ft,24,28
130,2,9:08.0,Defensive rebound by T. Rozier,,24,28
131,2,9:00.0,J. Jerebko misses 3-pt jump shot from 24 ft,,24,28
132,2,9:00.0,,Defensive rebound by K. Thompson,24,28
133,2,8:49.0,,K. Thompson misses 2-pt jump shot from 10 ft,24,28
134,2,8:48.0,Defensive rebound by T. Rozier,,24,28
135,2,8:42.0,Turnover by E. Turner (lost ball; steal by M. Speights),,24,28
136,2,8:33.0,,K. Thompson makes 2-pt layup from 1 ft (assist by H. Barnes),24,30
137,2,8:14.0,E. Turner misses 2-pt jump shot from 14 ft (block by S. Livingston),,24,30
138,2,8:12.0,Offensive rebound by E. Turner,,24,30
139,2,8:12.0,Turnover by E. Turner (lost ball),,24,30
140,2,8:12.0,Official timeout,,24,30
141,2,8:12.0,A. Johnson enters the game for K. Olynyk,,24,30
142,2,7:58.0,,M. Speights misses 2-pt layup from 1 ft,24,30
143,2,7:57.0,Defensive rebound by J. Jerebko,,24,30
144,2,7:34.0,M. Smart misses 2-pt jump shot from 15 ft,,24,30
145,2,7:33.0,,Defensive rebound by H. Barnes,24,30
146,2,7:21.0,,H. Barnes misses 2-pt jump shot from 13 ft,24,30
147,2,7:20.0,Defensive rebound by E. Turner,,24,30
148,2,7:13.0,Shooting block foul by M. Speights (drawn by E. Turner),,24,30
149,2,7:13.0,E. Turner makes free throw 1 of 2,,25,30
150,2,7:13.0,I. Thomas enters the game for M. Smart,,25,30
151,2,7:13.0,E. Turner makes free throw 2 of 2,,26,30
152,2,7:02.0,,K. Thompson misses 2-pt jump shot from 6 ft,26,30
153,2,7:02.0,,Offensive rebound by Team,26,30
154,2,7:02.0,,Personal foul by E. Turner,26,30
155,2,6:57.0,,Turnover by I. Clark (bad pass; steal by E. Turner),26,30
156,2,6:42.0,A. Johnson makes 2-pt jump shot from 1 ft (assist by I. Thomas),,28,30
157,2,6:42.0,Shooting foul by K. Thompson (drawn by A. Johnson),,28,30
158,2,6:42.0,A. Johnson misses free throw 1 of 1,,28,30
159,2,6:42.0,,Defensive rebound by M. Speights,28,30
160,2,6:29.0,,S. Livingston makes 2-pt jump shot from 16 ft,28,32
161,2,6:12.0,T. Rozier misses 2-pt jump shot from 11 ft,,28,32
162,2,6:11.0,,Defensive rebound by S. Livingston,28,32
163,2,6:03.0,,S. Livingston misses 2-pt jump shot from 12 ft,28,32
164,2,6:00.0,Defensive rebound by Team,,28,32
165,2,5:48.0,A. Johnson misses 3-pt jump shot from 23 ft,,28,32
166,2,5:47.0,,Defensive rebound by M. Speights,28,32
167,2,5:42.0,,I. Clark misses 2-pt jump shot from 4 ft,28,32
168,2,5:41.0,Defensive rebound by A. Johnson,,28,32
169,2,5:31.0,I. Thomas misses 2-pt layup from 2 ft,,28,32
170,2,5:31.0,,Defensive rebound by M. Speights,28,32
171,2,5:19.0,,M. Speights makes 3-pt jump shot from 25 ft (assist by H. Barnes),28,35
172,2,5:17.0,Boston full timeout,,28,35
173,2,5:17.0,A. Bradley enters the game for T. Rozier,,28,35
174,2,5:17.0,,B. Rush enters the game for H. Barnes,28,35
175,2,5:17.0,,A. Bogut enters the game for S. Livingston,28,35
176,2,5:17.0,,D. Green enters the game for I. Clark,28,35
177,2,5:17.0,,S. Curry enters the game for M. Speights,28,35
178,2,5:03.0,J. Jerebko makes 3-pt jump shot from 25 ft (assist by I. Thomas),,31,35
179,2,4:43.0,,D. Green misses 3-pt jump shot from 24 ft,31,35
180,2,4:41.0,Defensive rebound by A. Bradley,,31,35
181,2,4:22.0,I. Thomas misses 2-pt jump shot from 3 ft (block by A. Bogut),,31,35
182,2,4:20.0,,Defensive rebound by B. Rush,31,35
183,2,4:15.0,,S. Curry misses 3-pt jump shot from 28 ft,31,35
184,2,4:14.0,Defensive rebound by A. Johnson,,31,35
185,2,4:07.0,Turnover by A. Johnson (lost ball; steal by D. Green),,31,35
186,2,3:55.0,,Turnover by D. Green (bad pass),31,35
187,2,3:55.0,J. Sullinger enters the game for J. Jerebko,,31,35
188,2,3:36.0,J. Sullinger makes 2-pt jump shot from 14 ft (assist by I. Thomas),,33,35
189,2,3:23.0,,B. Rush misses 3-pt jump shot from 24 ft,33,35
190,2,3:21.0,Defensive rebound by J. Sullinger,,33,35
191,2,3:01.0,E. Turner makes 3-pt jump shot from 23 ft (assist by I. Thomas),,36,35
192,2,2:43.0,,Turnover by K. Thompson (bad pass),36,35
193,2,2:43.0,,Golden State full timeout,36,35
194,2,2:43.0,K. Olynyk enters the game for A. Johnson,,36,35
195,2,2:25.0,J. Sullinger misses 2-pt jump shot from 7 ft,,36,35
196,2,2:24.0,,Defensive rebound by B. Rush,36,35
197,2,2:14.0,,S. Curry makes 3-pt jump shot from 27 ft,36,38
198,2,1:59.0,I. Thomas misses 2-pt layup from 2 ft,,36,38
199,2,1:58.0,Offensive rebound by J. Sullinger,,36,38
200,2,1:58.0,J. Sullinger makes 2-pt layup at rim,,38,38
201,2,1:39.0,,D. Green misses 2-pt layup from 1 ft,38,38
202,2,1:38.0,,Offensive rebound by A. Bogut,38,38
203,2,1:38.0,,A. Bogut makes 2-pt layup from 1 ft,38,40
204,2,1:25.0,Personal foul by D. Green,,38,40
205,2,1:25.0,J. Sullinger makes free throw 1 of 2,,39,40
206,2,1:25.0,A. Johnson enters the game for K. Olynyk,,39,40
207,2,1:25.0,J. Sullinger makes free throw 2 of 2,,40,40
208,2,1:09.0,,K. Thompson makes 2-pt layup from 1 ft,40,42
209,2,1:09.0,,Shooting foul by J. Sullinger (drawn by K. Thompson),40,42
210,2,1:09.0,,K. Thompson makes free throw 1 of 1,40,43
211,2,0:52.0,A. Bradley misses 3-pt jump shot from 24 ft,,40,43
212,2,0:52.0,,Defensive rebound by D. Green,40,43
213,2,0:45.0,,Offensive foul by S. Curry (drawn by I. Thomas),40,43
214,2,0:45.0,,Turnover by S. Curry (offensive foul),40,43
215,2,0:33.0,E. Turner makes 2-pt jump shot from 13 ft (assist by A. Bradley),,42,43
216,2,0:19.0,,Turnover by S. Curry (back court),42,43
217,2,0:11.0,Boston full timeout,,42,43
218,2,0:11.0,M. Smart enters the game for A. Johnson,,42,43
219,2,0:11.0,,H. Barnes enters the game for A. Bogut,42,43
220,2,0:04.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by E. Turner),,45,43
221,2,0:00.0,,K. Thompson misses 3-pt jump shot from 60 ft,45,43
222,2,0:00.0,,Offensive rebound by Team,45,43
223,3,11:44.0,Turnover by I. Thomas (bad pass; steal by H. Barnes),,45,43
224,3,11:30.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Bogut),45,46
225,3,11:13.0,A. Bradley misses 3-pt jump shot from 24 ft,,45,46
226,3,11:13.0,,Defensive rebound by A. Bogut,45,46
227,3,10:58.0,,S. Curry makes 3-pt jump shot from 22 ft (assist by K. Thompson),45,49
228,3,10:57.0,Boston full timeout,,45,49
229,3,10:37.0,I. Thomas makes 2-pt layup from 2 ft (assist by A. Bradley),,47,49
230,3,10:17.0,,H. Barnes misses 3-pt jump shot from 23 ft,47,49
231,3,10:16.0,Defensive rebound by J. Sullinger,,47,49
232,3,10:03.0,I. Thomas makes 2-pt hook shot from 7 ft,,49,49
233,3,9:44.0,,D. Green misses 3-pt jump shot from 27 ft,49,49
234,3,9:43.0,Defensive rebound by E. Turner,,49,49
235,3,9:31.0,Shooting foul by A. Bogut (drawn by I. Thomas),,49,49
236,3,9:31.0,I. Thomas makes free throw 1 of 2,,50,49
237,3,9:31.0,I. Thomas makes free throw 2 of 2,,51,49
238,3,9:21.0,,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),51,51
239,3,9:03.0,I. Thomas misses 2-pt jump shot from 5 ft,,51,51
240,3,9:02.0,Offensive rebound by A. Johnson,,51,51
241,3,8:54.0,Turnover by E. Turner (lost ball; steal by D. Green),,51,51
242,3,8:54.0,,Personal foul by E. Turner,51,51
243,3,8:40.0,,K. Thompson makes 2-pt jump shot from 11 ft (assist by D. Green),51,53
244,3,8:25.0,J. Sullinger makes 2-pt jump shot from 20 ft (assist by A. Johnson),,53,53
245,3,8:19.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by S. Curry),53,56
246,3,8:02.0,I. Thomas makes 2-pt layup from 1 ft (assist by J. Sullinger),,55,56
247,3,7:53.0,,K. Thompson misses 2-pt jump shot from 7 ft (block by A. Bradley),55,56
248,3,7:51.0,Defensive rebound by E. Turner,,55,56
249,3,7:49.0,Shooting foul by D. Green (drawn by I. Thomas),,55,56
250,3,7:49.0,I. Thomas misses free throw 1 of 2,,55,56
251,3,7:49.0,Offensive rebound by Team,,55,56
252,3,7:49.0,I. Thomas misses free throw 2 of 2,,55,56
253,3,7:48.0,,Defensive rebound by A. Bogut,55,56
254,3,7:31.0,,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),55,58
255,3,7:13.0,Personal foul by S. Curry,,55,58
256,3,7:06.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by J. Sullinger),,58,58
257,3,6:57.0,,Turnover by D. Green (bad pass; steal by E. Turner),58,58
258,3,6:51.0,I. Thomas makes 2-pt layup from 1 ft (assist by E. Turner),,60,58
259,3,6:51.0,,Golden State full timeout,60,58
260,3,6:37.0,,S. Curry misses 2-pt jump shot from 16 ft,60,58
261,3,6:36.0,Defensive rebound by A. Johnson,,60,58
262,3,6:21.0,A. Bradley makes 2-pt layup from 1 ft,,62,58
263,3,6:04.0,,H. Barnes misses 3-pt jump shot from 25 ft,62,58
264,3,6:03.0,Defensive rebound by J. Sullinger,,62,58
265,3,5:46.0,J. Sullinger misses 2-pt jump shot from 7 ft,,62,58
266,3,5:45.0,,Defensive rebound by D. Green,62,58
267,3,5:32.0,,K. Thompson misses 3-pt jump shot from 25 ft,62,58
268,3,5:31.0,Defensive rebound by A. Johnson,,62,58
269,3,5:22.0,A. Bradley misses 3-pt jump shot from 23 ft,,62,58
270,3,5:22.0,,Defensive rebound by H. Barnes,62,58
271,3,5:15.0,,Offensive foul by A. Bogut (drawn by A. Bradley),62,58
272,3,5:15.0,,Turnover by A. Bogut (offensive foul),62,58
273,3,5:15.0,M. Smart enters the game for E. Turner,,62,58
274,3,5:15.0,,L. Barbosa enters the game for K. Thompson,62,58
275,3,5:15.0,,A. Varejão enters the game for A. Bogut,62,58
276,3,4:59.0,Shooting foul by A. Varejão (drawn by A. Bradley),,62,58
277,3,4:59.0,A. Bradley misses free throw 1 of 2,,62,58
278,3,4:59.0,Offensive rebound by Team,,62,58
279,3,4:59.0,A. Bradley makes free throw 2 of 2,,63,58
280,3,4:45.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),63,61
281,3,4:27.0,I. Thomas misses 3-pt jump shot from 24 ft,,63,61
282,3,4:26.0,Offensive rebound by A. Johnson,,63,61
283,3,4:21.0,Personal foul by H. Barnes,,63,61
284,3,4:21.0,A. Johnson misses free throw 1 of 2,,63,61
285,3,4:21.0,Offensive rebound by Team,,63,61
286,3,4:21.0,A. Johnson misses free throw 2 of 2,,63,61
287,3,4:20.0,,Defensive rebound by S. Curry,63,61
288,3,4:14.0,,Turnover by S. Curry (lost ball; steal by M. Smart),63,61
289,3,4:07.0,I. Thomas makes 2-pt layup at rim (assist by M. Smart),,65,61
290,3,3:55.0,,Personal foul by A. Bradley,65,61
291,3,3:44.0,,L. Barbosa makes 2-pt jump shot from 20 ft,65,63
292,3,3:38.0,I. Thomas makes 2-pt layup from 2 ft,,67,63
293,3,3:38.0,Shooting foul by A. Varejão (drawn by I. Thomas),,67,63
294,3,3:38.0,I. Thomas makes free throw 1 of 1,,68,63
295,3,3:27.0,,L. Barbosa makes 3-pt jump shot from 26 ft (assist by H. Barnes),68,66
296,3,3:04.0,J. Sullinger makes 3-pt jump shot from 25 ft (assist by M. Smart),,71,66
297,3,2:51.0,,S. Curry misses 2-pt layup from 1 ft,71,66
298,3,2:50.0,,Offensive rebound by H. Barnes,71,66
299,3,2:46.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by H. Barnes),71,69
300,3,2:30.0,A. Johnson makes 2-pt layup from 2 ft (assist by I. Thomas),,73,69
301,3,2:19.0,,Shooting foul by A. Bradley (drawn by S. Curry),73,69
302,3,2:19.0,,S. Curry makes free throw 1 of 3,73,70
303,3,2:19.0,,S. Curry makes free throw 2 of 3,73,71
304,3,2:19.0,T. Rozier enters the game for I. Thomas,,73,71
305,3,2:19.0,K. Olynyk enters the game for J. Sullinger,,73,71
306,3,2:19.0,,S. Livingston enters the game for H. Barnes,73,71
307,3,2:19.0,,S. Curry makes free throw 3 of 3,73,72
308,3,2:09.0,A. Bradley misses 2-pt jump shot from 19 ft,,73,72
309,3,2:05.0,Offensive rebound by M. Smart,,73,72
310,3,2:05.0,M. Smart makes 2-pt layup at rim,,75,72
311,3,1:52.0,,S. Curry makes 3-pt jump shot from 34 ft,75,75
312,3,1:41.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by M. Smart),,78,75
313,3,1:28.0,,Shooting foul by A. Bradley (drawn by A. Varejão),78,75
314,3,1:28.0,,A. Varejão misses free throw 1 of 2,78,75
315,3,1:28.0,,Offensive rebound by Team,78,75
316,3,1:28.0,J. Jerebko enters the game for A. Johnson,,78,75
317,3,1:28.0,,A. Varejão makes free throw 2 of 2,78,76
318,3,1:14.0,Turnover by K. Olynyk (bad pass; steal by D. Green),,78,76
319,3,1:04.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by S. Livingston),78,79
320,3,0:47.0,Personal foul by S. Livingston,,78,79
321,3,0:47.0,K. Olynyk makes free throw 1 of 2,,79,79
322,3,0:47.0,K. Olynyk makes free throw 2 of 2,,80,79
323,3,0:33.0,,Turnover by S. Curry (lost ball; steal by A. Bradley),80,79
324,3,0:27.0,Shooting foul by A. Varejão (drawn by A. Bradley),,80,79
325,3,0:27.0,A. Bradley makes free throw 1 of 2,,81,79
326,3,0:27.0,,H. Barnes enters the game for A. Varejão,81,79
327,3,0:27.0,A. Bradley makes free throw 2 of 2,,82,79
328,3,0:04.0,,H. Barnes misses 3-pt jump shot from 25 ft,82,79
329,3,0:03.0,Defensive rebound by M. Smart,,82,79
330,3,0:00.0,M. Smart misses 3-pt jump shot from 55 ft,,82,79
331,3,0:00.0,Offensive rebound by Team,,82,79
332,4,11:45.0,,H. Barnes makes 2-pt jump shot from 8 ft,82,81
333,4,11:26.0,T. Rozier misses 2-pt jump shot from 6 ft (block by M. Speights),,82,81
334,4,11:26.0,Offensive rebound by Team,,82,81
335,4,11:19.0,K. Olynyk makes 2-pt hook shot from 7 ft (assist by E. Turner),,84,81
336,4,11:00.0,,S. Livingston makes 2-pt jump shot from 11 ft,84,83
337,4,10:46.0,E. Turner misses 2-pt jump shot from 18 ft,,84,83
338,4,10:46.0,Offensive rebound by Team,,84,83
339,4,10:43.0,J. Jerebko makes 2-pt dunk at rim (assist by E. Turner),,86,83
340,4,10:29.0,,M. Speights misses 2-pt jump shot from 10 ft,86,83
341,4,10:28.0,Defensive rebound by Team,,86,83
342,4,10:06.0,E. Turner makes 2-pt jump shot from 11 ft,,88,83
343,4,9:49.0,,L. Barbosa misses 3-pt jump shot from 25 ft,88,83
344,4,9:48.0,Defensive rebound by M. Smart,,88,83
345,4,9:31.0,M. Smart makes 2-pt layup from 2 ft,,90,83
346,4,9:18.0,,Golden State full timeout,90,83
347,4,9:18.0,,I. Clark enters the game for L. Barbosa,90,83
348,4,9:05.0,,K. Thompson misses 2-pt jump shot from 17 ft,90,83
349,4,9:04.0,Defensive rebound by T. Rozier,,90,83
350,4,8:41.0,M. Smart makes 3-pt jump shot from 24 ft,,93,83
351,4,8:20.0,,Personal block foul by K. Olynyk,93,83
352,4,8:13.0,,M. Speights makes 2-pt dunk at rim (assist by K. Thompson),93,85
353,4,7:52.0,E. Turner makes 2-pt jump shot from 18 ft,,95,85
354,4,7:44.0,,Turnover by S. Livingston (lost ball; steal by K. Olynyk),95,85
355,4,7:34.0,K. Olynyk misses 2-pt layup from 1 ft,,95,85
356,4,7:32.0,Offensive rebound by K. Olynyk,,95,85
357,4,7:32.0,K. Olynyk misses 2-pt layup from 1 ft,,95,85
358,4,7:30.0,,Defensive rebound by H. Barnes,95,85
359,4,7:29.0,,Offensive foul by H. Barnes (drawn by M. Smart),95,85
360,4,7:29.0,,Turnover by H. Barnes (offensive foul),95,85
361,4,7:20.0,Personal foul by S. Livingston,,95,85
362,4,7:20.0,,D. Green enters the game for M. Speights,95,85
363,4,7:20.0,,S. Curry enters the game for S. Livingston,95,85
364,4,7:08.0,Turnover by E. Turner (bad pass; steal by D. Green),,95,85
365,4,7:00.0,,Turnover by D. Green (bad pass),95,85
366,4,6:46.0,K. Olynyk misses 2-pt jump shot from 4 ft (block by I. Clark),,95,85
367,4,6:46.0,,Defensive rebound by Team,95,85
368,4,6:46.0,,L. Barbosa enters the game for I. Clark,95,85
369,4,6:38.0,,S. Curry misses 3-pt jump shot from 29 ft,95,85
370,4,6:37.0,Defensive rebound by T. Rozier,,95,85
371,4,6:30.0,K. Olynyk misses 3-pt jump shot from 26 ft,,95,85
372,4,6:29.0,,Defensive rebound by Team,95,85
373,4,6:29.0,Loose ball foul by J. Jerebko,,95,85
374,4,6:19.0,,L. Barbosa makes 3-pt jump shot from 24 ft (assist by D. Green),95,88
375,4,6:18.0,Boston full timeout,,95,88
376,4,6:18.0,,B. Rush enters the game for H. Barnes,95,88
377,4,6:18.0,I. Thomas enters the game for K. Olynyk,,95,88
378,4,6:18.0,J. Sullinger enters the game for T. Rozier,,95,88
379,4,6:07.0,Turnover by M. Smart (bad pass),,95,88
380,4,5:55.0,,K. Thompson misses 2-pt jump shot from 7 ft,95,88
381,4,5:54.0,Defensive rebound by J. Sullinger,,95,88
382,4,5:39.0,I. Thomas misses 2-pt jump shot from 18 ft (block by D. Green),,95,88
383,4,5:38.0,Offensive rebound by J. Sullinger,,95,88
384,4,5:37.0,Shooting foul by B. Rush (drawn by J. Sullinger),,95,88
385,4,5:37.0,J. Sullinger makes free throw 1 of 2,,96,88
386,4,5:37.0,A. Bradley enters the game for J. Jerebko,,96,88
387,4,5:37.0,J. Sullinger makes free throw 2 of 2,,97,88
388,4,5:26.0,,D. Green makes 2-pt layup from 2 ft,97,90
