,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PHILADELPHIA_ACTION,CHARLOTTE_SCORE,PHILADELPHIA_SCORE
0,1,11:51.0,,I. Canaan makes 3-pt jump shot from 22 ft (assist by N. Noel),0,3
1,1,11:37.0,Shooting foul by N. Noel (drawn by C. Zeller),,0,3
2,1,11:37.0,C. Zeller makes free throw 1 of 2,,1,3
3,1,11:37.0,C. Zeller misses free throw 2 of 2,,1,3
4,1,11:36.0,,Defensive rebound by I. Smith,1,3
5,1,11:19.0,,R. Covington misses 2-pt layup from 1 ft (block by C. Zeller),1,3
6,1,11:17.0,,Offensive rebound by R. Covington,1,3
7,1,11:16.0,,N. Noel makes 2-pt dunk at rim (assist by R. Covington),1,5
8,1,11:05.0,Turnover by C. Lee (lost ball; steal by I. Canaan),,1,5
9,1,11:02.0,,Shooting foul by C. Lee (drawn by I. Canaan),1,5
10,1,11:02.0,,I. Canaan makes free throw 1 of 2,1,6
11,1,11:02.0,,I. Canaan makes free throw 2 of 2,1,7
12,1,10:43.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,4,7
13,1,10:25.0,,N. Noel misses 2-pt hook shot from 4 ft,4,7
14,1,10:23.0,Defensive rebound by M. Williams,,4,7
15,1,10:02.0,K. Walker makes 2-pt jump shot from 11 ft (assist by N. Batum),,6,7
16,1,9:53.0,,I. Smith misses 2-pt layup at rim,6,7
17,1,9:52.0,Defensive rebound by C. Zeller,,6,7
18,1,9:46.0,K. Walker makes 3-pt jump shot from 26 ft (assist by N. Batum),,9,7
19,1,9:31.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by N. Noel),9,10
20,1,9:13.0,C. Lee misses 3-pt jump shot from 27 ft,,9,10
21,1,9:12.0,Offensive rebound by M. Williams,,9,10
22,1,9:10.0,M. Williams makes 2-pt layup from 1 ft,,11,10
23,1,8:57.0,,Turnover by I. Canaan (bad pass; steal by N. Batum),11,10
24,1,8:51.0,N. Batum misses 2-pt layup from 2 ft,,11,10
25,1,8:48.0,,Defensive rebound by J. Grant,11,10
26,1,8:42.0,,I. Canaan misses 3-pt jump shot from 23 ft,11,10
27,1,8:39.0,Defensive rebound by C. Lee,,11,10
28,1,8:30.0,M. Williams makes 3-pt jump shot from 24 ft (assist by N. Batum),,14,10
29,1,8:30.0,,Philadelphia full timeout,14,10
30,1,8:18.0,,Turnover by N. Noel (bad pass; steal by N. Batum),14,10
31,1,8:08.0,C. Lee misses 2-pt jump shot from 17 ft,,14,10
32,1,8:07.0,,Defensive rebound by J. Grant,14,10
33,1,7:45.0,,I. Canaan misses 2-pt jump shot from 21 ft,14,10
34,1,7:43.0,Defensive rebound by M. Williams,,14,10
35,1,7:29.0,M. Williams misses 3-pt jump shot from 24 ft,,14,10
36,1,7:27.0,,Defensive rebound by I. Smith,14,10
37,1,7:23.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by I. Smith),14,13
38,1,7:01.0,Personal foul by N. Noel (drawn by C. Zeller),,14,13
39,1,7:01.0,,R. Holmes enters the game for N. Noel,14,13
40,1,6:53.0,K. Walker misses 2-pt jump shot from 17 ft (block by I. Smith),,14,13
41,1,6:51.0,,Defensive rebound by R. Covington,14,13
42,1,6:40.0,,I. Canaan makes 3-pt jump shot from 24 ft (assist by R. Covington),14,16
43,1,6:19.0,N. Batum makes 2-pt jump shot from 11 ft,,16,16
44,1,6:06.0,,R. Covington misses 3-pt jump shot from 25 ft,16,16
45,1,6:04.0,Defensive rebound by K. Walker,,16,16
46,1,5:54.0,A. Jefferson enters the game for C. Zeller,,16,16
47,1,5:54.0,K. Walker misses 2-pt jump shot from 4 ft (block by R. Covington),,16,16
48,1,5:53.0,Offensive rebound by Team,,16,16
49,1,5:42.0,K. Walker misses 2-pt jump shot from 16 ft,,16,16
50,1,5:41.0,,Defensive rebound by R. Holmes,16,16
51,1,5:33.0,,R. Holmes misses 3-pt jump shot from 25 ft,16,16
52,1,5:32.0,Defensive rebound by M. Williams,,16,16
53,1,5:20.0,N. Batum misses 2-pt jump shot from 20 ft,,16,16
54,1,5:18.0,,Defensive rebound by R. Holmes,16,16
55,1,5:14.0,,J. Grant makes 2-pt jump shot from 10 ft,16,18
56,1,4:48.0,Shooting foul by I. Canaan (drawn by C. Lee),,16,18
57,1,4:48.0,C. Lee makes free throw 1 of 2,,17,18
58,1,4:48.0,,N. Stauskas enters the game for I. Canaan,17,18
59,1,4:48.0,C. Lee makes free throw 2 of 2,,18,18
