,QUARTER,TIME_REMAINING,DENVER_ACTION,INDIANA_ACTION,DENVER_SCORE,INDIANA_SCORE
29,1,8:14.0,G. Harris makes free throw 2 of 2,,9,7
30,1,8:01.0,,J. Hill makes 2-pt jump shot from 4 ft (assist by P. George),9,9
31,1,7:46.0,N. Jokić misses 2-pt layup from 2 ft (block by J. Hill),,9,9
32,1,7:45.0,,Defensive rebound by M. Turner,9,9
33,1,7:41.0,,G. Hill makes 2-pt layup from 2 ft (assist by P. George),9,11
34,1,7:22.0,E. Mudiay misses 2-pt jump shot from 13 ft,,9,11
35,1,7:21.0,Offensive rebound by N. Jokić,,9,11
36,1,7:20.0,Turnover by N. Jokić (step out of bounds),,9,11
37,1,7:05.0,,M. Turner makes 2-pt jump shot from 16 ft (assist by G. Hill),9,13
38,1,6:45.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by G. Harris),,12,13
39,1,6:25.0,,M. Ellis misses 2-pt jump shot from 5 ft (block by G. Harris),12,13
40,1,6:24.0,,Offensive rebound by M. Ellis,12,13
41,1,6:20.0,,M. Ellis makes 2-pt jump shot from 5 ft,12,15
42,1,6:03.0,Shooting foul by P. George (drawn by K. Faried),,12,15
43,1,6:03.0,K. Faried makes free throw 1 of 2,,13,15
44,1,6:03.0,,Indiana full timeout,13,15
45,1,6:03.0,K. Faried makes free throw 2 of 2,,14,15
46,1,5:54.0,,J. Hill misses 2-pt layup from 2 ft,14,15
47,1,5:51.0,,Offensive rebound by P. George,14,15
48,1,5:42.0,,M. Ellis makes 3-pt jump shot from 25 ft (assist by P. George),14,18
49,1,5:15.0,E. Mudiay misses 2-pt layup from 1 ft (block by M. Turner),,14,18
50,1,5:14.0,,Defensive rebound by M. Turner,14,18
51,1,5:08.0,,G. Hill makes 2-pt jump shot from 19 ft,14,20
52,1,4:57.0,Turnover by K. Faried (traveling),,14,20
53,1,4:40.0,,M. Turner misses 2-pt hook shot from 9 ft,14,20
54,1,4:39.0,Defensive rebound by E. Mudiay,,14,20
55,1,4:31.0,K. Faried makes 2-pt hook shot from 7 ft (assist by E. Mudiay),,16,20
56,1,4:18.0,,J. Hill misses 2-pt jump shot from 18 ft,16,20
57,1,4:17.0,Defensive rebound by E. Mudiay,,16,20
58,1,4:09.0,N. Jokić misses 3-pt jump shot from 24 ft,,16,20
59,1,4:08.0,,Defensive rebound by M. Ellis,16,20
60,1,3:55.0,,Turnover by M. Turner (lost ball; steal by N. Jokić),16,20
61,1,3:51.0,Turnover by N. Jokić (bad pass; steal by J. Hill),,16,20
62,1,3:41.0,,P. George misses 3-pt jump shot from 23 ft,16,20
63,1,3:36.0,,Offensive rebound by G. Hill,16,20
64,1,3:30.0,,P. George misses 3-pt jump shot from 23 ft,16,20
65,1,3:30.0,,Offensive rebound by M. Ellis,16,20
66,1,3:27.0,,J. Hill makes 2-pt jump shot from 3 ft (assist by M. Ellis),16,22
67,1,3:27.0,Denver full timeout,,16,22
68,1,3:27.0,D. Arthur enters the game for K. Faried,,16,22
69,1,3:27.0,W. Barton enters the game for N. Jokić,,16,22
70,1,3:27.0,J. Nurkić enters the game for G. Harris,,16,22
71,1,3:27.0,,L. Allen enters the game for M. Turner,16,22
72,1,3:05.0,J. Nurkić makes 2-pt hook shot from 6 ft (assist by D. Arthur),,18,22
73,1,2:51.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by P. George),18,25
74,1,2:33.0,Turnover by D. Gallinari (lost ball),,18,25
75,1,2:33.0,J. Nelson enters the game for E. Mudiay,,18,25
76,1,2:23.0,,P. George misses 2-pt jump shot from 17 ft,18,25
77,1,2:23.0,Defensive rebound by W. Barton,,18,25
78,1,2:15.0,Shooting foul by J. Hill (drawn by D. Gallinari),,18,25
79,1,2:15.0,D. Gallinari makes free throw 1 of 2,,19,25
80,1,2:15.0,,C. Miles enters the game for P. George,19,25
81,1,2:15.0,,J. Young enters the game for G. Hill,19,25
82,1,2:15.0,D. Gallinari makes free throw 2 of 2,,20,25
83,1,2:01.0,,M. Ellis makes 2-pt jump shot from 17 ft,20,27
84,1,1:50.0,W. Barton misses 2-pt jump shot from 5 ft,,20,27
85,1,1:49.0,,Defensive rebound by J. Young,20,27
86,1,1:42.0,,M. Ellis makes 3-pt jump shot from 26 ft (assist by J. Young),20,30
87,1,1:42.0,Denver full timeout,,20,30
88,1,1:30.0,Shooting foul by L. Allen (drawn by J. Nurkić),,20,30
89,1,1:30.0,J. Nurkić makes free throw 1 of 2,,21,30
90,1,1:30.0,J. Nurkić makes free throw 2 of 2,,22,30
91,1,1:14.0,,M. Ellis makes 3-pt jump shot from 25 ft (assist by J. Hill),22,33
92,1,1:00.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by J. Nelson),,25,33
93,1,0:48.0,,L. Allen misses 2-pt dunk at rim (block by J. Nurkić),25,33
94,1,0:46.0,Defensive rebound by D. Arthur,,25,33
95,1,0:44.0,W. Barton makes 2-pt dunk at rim (assist by D. Arthur),,27,33
96,1,0:27.0,,C. Miles makes 2-pt dunk from 1 ft,27,35
97,1,0:05.0,D. Gallinari misses 2-pt jump shot from 3 ft (block by J. Hill),,27,35
98,1,0:04.0,,Defensive rebound by C. Miles,27,35
99,1,0:00.0,,M. Ellis misses 3-pt jump shot from 26 ft,27,35
100,1,0:00.0,,Offensive rebound by Team,27,35
101,2,11:54.0,W. Barton misses 2-pt layup from 2 ft,,27,35
102,2,11:53.0,Offensive rebound by D. Arthur,,27,35
103,2,11:53.0,D. Arthur makes 2-pt layup from 2 ft,,29,35
104,2,11:36.0,,C. Miles misses 3-pt jump shot from 24 ft,29,35
105,2,11:36.0,Defensive rebound by D. Arthur,,29,35
106,2,11:30.0,Personal foul by L. Allen (drawn by J. Nurkić),,29,35
107,2,11:26.0,Turnover by J. Nurkić (bad pass),,29,35
108,2,11:09.0,,J. Young makes 2-pt jump shot from 16 ft (assist by G. Robinson),29,37
109,2,10:57.0,J. Nurkić misses 2-pt hook shot from 5 ft,,29,37
110,2,10:57.0,,Defensive rebound by L. Allen,29,37
111,2,10:49.0,,S. Hill misses 3-pt jump shot from 26 ft,29,37
112,2,10:48.0,Defensive rebound by J. Nelson,,29,37
113,2,10:48.0,J. Nelson misses 3-pt jump shot from 25 ft,,29,37
114,2,10:48.0,,Defensive rebound by G. Robinson,29,37
115,2,10:23.0,,S. Hill misses 2-pt jump shot from 17 ft,29,37
116,2,10:23.0,Defensive rebound by Team,,29,37
117,2,10:10.0,Personal foul by L. Allen (drawn by J. Nurkić),,29,37
118,2,10:10.0,,M. Turner enters the game for L. Allen,29,37
119,2,10:05.0,J. Nurkić misses 3-pt jump shot from 25 ft,,29,37
120,2,10:05.0,,Defensive rebound by S. Hill,29,37
121,2,9:47.0,,J. Young misses 3-pt jump shot from 25 ft,29,37
122,2,9:46.0,,Offensive rebound by S. Hill,29,37
123,2,9:42.0,,Turnover by C. Miles (bad pass; steal by J. Nurkić),29,37
124,2,9:38.0,W. Barton makes 2-pt dunk at rim (assist by D. Arthur),,31,37
125,2,9:38.0,,Indiana full timeout,31,37
126,2,9:20.0,,J. Young makes 3-pt jump shot from 25 ft (assist by M. Turner),31,40
127,2,9:04.0,J. Nurkić makes 2-pt hook shot from 2 ft (assist by D. Arthur),,33,40
128,2,8:42.0,,G. Robinson makes 2-pt jump shot from 13 ft,33,42
129,2,8:25.0,J. Nurkić misses 2-pt layup from 3 ft,,33,42
130,2,8:24.0,,Defensive rebound by S. Hill,33,42
131,2,8:13.0,,C. Miles misses 2-pt jump shot from 20 ft,33,42
132,2,8:12.0,Defensive rebound by D. Arthur,,33,42
133,2,8:03.0,D. Arthur makes 2-pt jump shot from 15 ft (assist by W. Barton),,35,42
134,2,7:52.0,,Personal foul by J. Nurkić (drawn by M. Turner),35,42
135,2,7:52.0,N. Jokić enters the game for J. Nurkić,,35,42
136,2,7:41.0,,G. Robinson misses 3-pt jump shot from 26 ft,35,42
137,2,7:40.0,Defensive rebound by Team,,35,42
138,2,7:28.0,N. Jokić misses 2-pt layup from 3 ft,,35,42
139,2,7:27.0,,Defensive rebound by J. Young,35,42
140,2,7:13.0,,Personal foul by W. Barton (drawn by S. Hill),35,42
141,2,7:13.0,,G. Hill enters the game for J. Young,35,42
142,2,7:03.0,,C. Miles misses 3-pt jump shot from 28 ft,35,42
143,2,7:03.0,,Offensive rebound by S. Hill,35,42
144,2,6:59.0,,G. Robinson makes 2-pt dunk from 3 ft (assist by S. Hill),35,44
145,2,6:41.0,R. Foye misses 3-pt jump shot from 27 ft,,35,44
146,2,6:40.0,,Defensive rebound by S. Hill,35,44
147,2,6:29.0,,G. Robinson misses 2-pt jump shot from 11 ft,35,44
148,2,6:29.0,Defensive rebound by R. Foye,,35,44
149,2,6:22.0,W. Barton misses 3-pt jump shot from 26 ft,,35,44
150,2,6:22.0,,Defensive rebound by M. Turner,35,44
151,2,6:22.0,,Personal foul by N. Jokić (drawn by M. Turner),35,44
152,2,6:22.0,D. Gallinari enters the game for D. Arthur,,35,44
153,2,6:22.0,,P. George enters the game for C. Miles,35,44
154,2,6:10.0,,M. Turner misses 2-pt jump shot from 18 ft,35,44
155,2,6:10.0,Defensive rebound by D. Gallinari,,35,44
156,2,6:00.0,Turnover by W. Barton (bad pass; steal by S. Hill),,35,44
157,2,5:54.0,,G. Robinson misses 2-pt dunk from 2 ft,35,44
158,2,5:54.0,Defensive rebound by Team,,35,44
159,2,5:54.0,Official timeout,,35,44
160,2,5:54.0,E. Mudiay enters the game for W. Barton,,35,44
161,2,5:54.0,G. Harris enters the game for J. Nelson,,35,44
162,2,5:54.0,K. Faried enters the game for R. Foye,,35,44
163,2,5:40.0,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),,38,44
164,2,5:18.0,,S. Hill makes 2-pt layup from 1 ft (assist by G. Hill),38,46
165,2,5:08.0,Shooting foul by G. Robinson (drawn by D. Gallinari),,38,46
166,2,5:08.0,D. Gallinari makes free throw 1 of 2,,39,46
167,2,5:08.0,,J. Hill enters the game for S. Hill,39,46
168,2,5:08.0,D. Gallinari makes free throw 2 of 2,,40,46
169,2,4:54.0,,P. George misses 3-pt jump shot from 23 ft,40,46
170,2,4:53.0,Defensive rebound by G. Harris,,40,46
171,2,4:44.0,Personal foul by P. George (drawn by D. Gallinari),,40,46
172,2,4:44.0,,M. Ellis enters the game for G. Robinson,40,46
173,2,4:35.0,E. Mudiay misses 3-pt jump shot from 26 ft,,40,46
174,2,4:35.0,,Defensive rebound by M. Turner,40,46
175,2,4:24.0,,Shooting foul by K. Faried (drawn by M. Turner),40,46
176,2,4:24.0,,M. Turner makes free throw 1 of 2,40,47
177,2,4:24.0,,M. Turner makes free throw 2 of 2,40,48
178,2,4:12.0,Shooting foul by M. Turner (drawn by D. Gallinari),,40,48
179,2,4:12.0,D. Gallinari makes free throw 1 of 2,,41,48
180,2,4:12.0,D. Gallinari makes free throw 2 of 2,,42,48
181,2,3:57.0,,M. Turner misses 2-pt jump shot from 18 ft,42,48
182,2,3:56.0,Defensive rebound by K. Faried,,42,48
183,2,3:43.0,N. Jokić misses 2-pt jump shot from 11 ft,,42,48
184,2,3:43.0,,Defensive rebound by M. Turner,42,48
185,2,3:35.0,,M. Turner makes 2-pt layup from 3 ft (assist by P. George),42,50
186,2,3:35.0,,Shooting foul by N. Jokić (drawn by M. Turner),42,50
187,2,3:35.0,,M. Turner misses free throw 1 of 1,42,50
188,2,3:35.0,Defensive rebound by N. Jokić,,42,50
189,2,3:21.0,K. Faried makes 2-pt dunk from 1 ft (assist by D. Gallinari),,44,50
190,2,2:59.0,,Turnover by P. George (bad pass; steal by K. Faried),44,50
191,2,2:53.0,D. Gallinari misses 3-pt jump shot from 25 ft,,44,50
192,2,2:52.0,,Defensive rebound by M. Turner,44,50
193,2,2:41.0,,P. George misses 2-pt jump shot from 18 ft,44,50
194,2,2:40.0,Defensive rebound by N. Jokić,,44,50
195,2,2:26.0,K. Faried makes 2-pt hook shot from 4 ft,,46,50
196,2,2:26.0,,Indiana full timeout,46,50
197,2,2:26.0,Denver full timeout,,46,50
198,2,2:26.0,J. Nurkić enters the game for N. Jokić,,46,50
199,2,2:11.0,,P. George makes 2-pt layup at rim (assist by J. Hill),46,52
200,2,1:50.0,D. Gallinari misses 2-pt jump shot from 18 ft,,46,52
201,2,1:49.0,,Defensive rebound by P. George,46,52
202,2,1:25.0,,P. George makes 3-pt jump shot from 24 ft (assist by M. Ellis),46,55
203,2,1:11.0,G. Harris makes 2-pt jump shot from 21 ft (assist by E. Mudiay),,48,55
204,2,1:03.0,,M. Ellis makes 2-pt layup from 1 ft (assist by G. Hill),48,57
205,2,0:51.0,Personal foul by G. Hill (drawn by E. Mudiay),,48,57
206,2,0:51.0,E. Mudiay misses free throw 1 of 2,,48,57
207,2,0:51.0,Offensive rebound by Team,,48,57
208,2,0:51.0,E. Mudiay makes free throw 2 of 2,,49,57
209,2,0:34.0,,M. Ellis misses 3-pt jump shot from 25 ft,49,57
210,2,0:34.0,Defensive rebound by K. Faried,,49,57
211,2,0:23.0,E. Mudiay makes 2-pt jump shot from 6 ft,,51,57
212,2,0:23.0,Shooting foul by G. Hill (drawn by E. Mudiay),,51,57
213,2,0:23.0,D. Arthur enters the game for K. Faried,,51,57
214,2,0:23.0,E. Mudiay misses free throw 1 of 1,,51,57
215,2,0:23.0,,Defensive rebound by M. Ellis,51,57
216,2,0:05.0,,M. Ellis makes 2-pt layup from 2 ft,51,59
217,2,0:00.0,D. Arthur misses 3-pt jump shot from 50 ft,,51,59
218,2,0:00.0,Offensive rebound by Team,,51,59
219,3,11:44.0,G. Harris misses 2-pt jump shot from 20 ft,,51,59
220,3,11:43.0,,Defensive rebound by J. Hill,51,59
221,3,11:34.0,,Turnover by M. Ellis (bad pass; steal by N. Jokić),51,59
222,3,11:31.0,K. Faried makes 2-pt dunk from 1 ft (assist by N. Jokić),,53,59
223,3,11:10.0,,M. Ellis makes 2-pt layup from 1 ft (assist by J. Hill),53,61
224,3,10:59.0,Personal foul by M. Turner (drawn by K. Faried),,53,61
225,3,10:48.0,D. Gallinari makes 2-pt jump shot from 20 ft (assist by G. Harris),,55,61
226,3,10:28.0,,Turnover by M. Ellis (discontinued dribble),55,61
227,3,10:12.0,E. Mudiay misses 2-pt jump shot from 3 ft,,55,61
228,3,10:11.0,Offensive rebound by Team,,55,61
229,3,10:00.0,Turnover by E. Mudiay (lost ball; steal by M. Ellis),,55,61
230,3,10:00.0,,Personal foul by E. Mudiay (drawn by G. Hill),55,61
231,3,9:47.0,Offensive charge foul by J. Hill (drawn by N. Jokić),,55,61
232,3,9:47.0,,Turnover by J. Hill (offensive foul),55,61
233,3,9:33.0,N. Jokić makes 2-pt hook shot from 6 ft (assist by G. Harris),,57,61
234,3,9:19.0,,M. Ellis misses 2-pt jump shot from 10 ft,57,61
235,3,9:19.0,Defensive rebound by N. Jokić,,57,61
236,3,9:04.0,D. Gallinari misses 3-pt jump shot from 24 ft,,57,61
237,3,9:03.0,Offensive rebound by K. Faried,,57,61
238,3,9:01.0,K. Faried misses 2-pt layup from 3 ft (block by M. Turner),,57,61
239,3,8:59.0,,Defensive rebound by J. Hill,57,61
240,3,8:57.0,,Turnover by P. George (bad pass; steal by N. Jokić),57,61
241,3,8:53.0,Shooting block foul by M. Turner (drawn by K. Faried),,57,61
242,3,8:53.0,K. Faried makes free throw 1 of 2,,58,61
243,3,8:53.0,,Indiana full timeout,58,61
244,3,8:53.0,K. Faried makes free throw 2 of 2,,59,61
245,3,8:39.0,,Shooting foul by N. Jokić (drawn by P. George),59,61
246,3,8:39.0,,P. George makes free throw 1 of 2,59,62
247,3,8:39.0,,P. George makes free throw 2 of 2,59,63
248,3,8:28.0,Offensive foul by G. Harris (drawn by M. Turner),,59,63
249,3,8:28.0,Turnover by G. Harris (offensive foul),,59,63
250,3,8:14.0,,M. Ellis misses 2-pt jump shot from 17 ft,59,63
251,3,8:13.0,,Offensive rebound by M. Turner,59,63
252,3,8:01.0,,J. Hill makes 2-pt hook shot from 4 ft,59,65
253,3,7:51.0,G. Harris makes 2-pt jump shot from 14 ft (assist by D. Gallinari),,61,65
254,3,7:36.0,,J. Hill makes 2-pt hook shot from 6 ft,61,67
255,3,7:11.0,E. Mudiay makes 2-pt jump shot from 18 ft,,63,67
256,3,6:56.0,,P. George makes 2-pt jump shot from 17 ft,63,69
257,3,6:37.0,D. Gallinari misses 2-pt layup from 2 ft (block by M. Turner),,63,69
258,3,6:37.0,Offensive rebound by Team,,63,69
259,3,6:30.0,N. Jokić misses 2-pt jump shot from 1 ft,,63,69
260,3,6:29.0,Offensive rebound by N. Jokić,,63,69
261,3,6:29.0,N. Jokić makes 2-pt layup from 1 ft,,65,69
262,3,6:13.0,,G. Hill misses 3-pt jump shot from 24 ft,65,69
263,3,6:12.0,Defensive rebound by N. Jokić,,65,69
264,3,6:01.0,D. Gallinari makes 2-pt layup from 2 ft,,67,69
265,3,5:43.0,,J. Hill misses 2-pt jump shot from 16 ft,67,69
266,3,5:43.0,Defensive rebound by K. Faried,,67,69
267,3,5:37.0,G. Harris makes 2-pt jump shot from 10 ft (assist by E. Mudiay),,69,69
268,3,5:37.0,Shooting block foul by P. George (drawn by G. Harris),,69,69
269,3,5:37.0,G. Harris makes free throw 1 of 1,,70,69
270,3,5:23.0,,M. Ellis misses 2-pt jump shot from 20 ft,70,69
271,3,5:23.0,,Offensive rebound by J. Hill,70,69
272,3,5:21.0,,J. Hill makes 2-pt layup from 1 ft,70,71
273,3,5:15.0,Turnover by E. Mudiay (bad pass),,70,71
274,3,4:59.0,,M. Ellis misses 2-pt layup from 4 ft,70,71
275,3,4:58.0,Defensive rebound by K. Faried,,70,71
276,3,4:55.0,Shooting foul by J. Hill (drawn by E. Mudiay),,70,71
277,3,4:55.0,E. Mudiay makes free throw 1 of 2,,71,71
278,3,4:55.0,,L. Allen enters the game for J. Hill,71,71
279,3,4:55.0,E. Mudiay makes free throw 2 of 2,,72,71
280,3,4:31.0,,G. Hill misses 3-pt jump shot from 24 ft,72,71
281,3,4:31.0,,Offensive rebound by L. Allen,72,71
282,3,4:22.0,,G. Hill misses 2-pt jump shot from 10 ft,72,71
283,3,4:21.0,,Offensive rebound by Team,72,71
284,3,4:12.0,,L. Allen makes 2-pt dunk from 2 ft (assist by P. George),72,73
285,3,3:53.0,D. Gallinari misses 2-pt layup from 1 ft,,72,73
286,3,3:51.0,,Defensive rebound by L. Allen,72,73
287,3,3:50.0,,Personal foul by G. Harris (drawn by M. Ellis),72,73
288,3,3:41.0,,M. Ellis misses 2-pt layup from 2 ft,72,73
289,3,3:39.0,,Offensive rebound by L. Allen,72,73
290,3,3:39.0,,L. Allen misses 2-pt layup from 1 ft,72,73
291,3,3:37.0,Defensive rebound by K. Faried,,72,73
292,3,3:29.0,G. Harris makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,75,73
293,3,3:16.0,,Personal foul by K. Faried (drawn by M. Turner),75,73
294,3,3:10.0,,Turnover by P. George (lost ball; steal by N. Jokić),75,73
295,3,3:06.0,D. Gallinari makes 2-pt dunk from 4 ft,,77,73
296,3,3:06.0,,Indiana full timeout,77,73
297,3,2:51.0,,M. Ellis makes 3-pt jump shot from 25 ft (assist by M. Turner),77,76
298,3,2:30.0,G. Harris misses 2-pt layup at rim,,77,76
299,3,2:29.0,Offensive rebound by N. Jokić,,77,76
300,3,2:29.0,N. Jokić makes 2-pt layup at rim,,79,76
301,3,2:11.0,,G. Hill misses 3-pt jump shot from 24 ft,79,76
302,3,2:11.0,Defensive rebound by K. Faried,,79,76
303,3,1:57.0,Turnover by E. Mudiay (bad pass; steal by M. Ellis),,79,76
304,3,1:39.0,,M. Ellis makes 2-pt jump shot from 18 ft,79,78
305,3,1:27.0,Denver full timeout,,79,78
306,3,1:27.0,,C. Miles enters the game for P. George,79,78
307,3,1:27.0,,S. Hill enters the game for M. Turner,79,78
308,3,1:27.0,J. Nelson enters the game for K. Faried,,79,78
309,3,1:27.0,W. Barton enters the game for G. Harris,,79,78
310,3,1:27.0,D. Arthur enters the game for E. Mudiay,,79,78
311,3,1:17.0,,J. Young enters the game for G. Hill,79,78
312,3,1:11.0,N. Jokić makes 2-pt jump shot from 17 ft (assist by J. Nelson),,81,78
313,3,1:00.0,,J. Young misses 2-pt jump shot from 9 ft,81,78
314,3,0:59.0,,Offensive rebound by J. Young,81,78
315,3,0:47.0,,Turnover by C. Miles (step out of bounds),81,78
316,3,0:32.0,D. Arthur misses 3-pt jump shot from 25 ft,,81,78
317,3,0:30.0,Offensive rebound by Team,,81,78
318,3,0:20.0,D. Gallinari makes 2-pt jump shot from 17 ft (assist by J. Nelson),,83,78
319,3,0:00.0,,M. Ellis makes 2-pt jump shot from 19 ft,83,80
320,4,11:43.0,,Shooting foul by J. Nurkić (drawn by S. Hill),83,80
321,4,11:43.0,,S. Hill makes free throw 1 of 2,83,81
322,4,11:43.0,,S. Hill makes free throw 2 of 2,83,82
323,4,11:22.0,J. Nurkić misses 2-pt jump shot from 5 ft,,83,82
324,4,11:20.0,Offensive rebound by D. Arthur,,83,82
325,4,11:20.0,D. Arthur misses 2-pt layup at rim,,83,82
326,4,11:20.0,,Defensive rebound by L. Allen,83,82
327,4,11:12.0,,J. Young misses 3-pt jump shot from 24 ft,83,82
328,4,11:11.0,Defensive rebound by W. Barton,,83,82
329,4,10:54.0,R. Foye makes 2-pt jump shot from 20 ft,,85,82
330,4,10:37.0,,J. Young makes 2-pt jump shot from 20 ft,85,84
331,4,10:18.0,,Offensive charge foul by W. Barton (drawn by G. Hill),85,84
332,4,10:18.0,Turnover by W. Barton (offensive foul),,85,84
333,4,10:02.0,,Turnover by S. Hill (lost ball; steal by D. Arthur),85,84
334,4,9:55.0,W. Barton misses 2-pt layup from 3 ft,,85,84
335,4,9:55.0,,Defensive rebound by S. Hill,85,84
336,4,9:36.0,,S. Hill misses 2-pt jump shot from 8 ft,85,84
337,4,9:35.0,Defensive rebound by J. Nelson,,85,84
338,4,9:29.0,Turnover by W. Barton (traveling),,85,84
339,4,9:29.0,,J. Hill enters the game for S. Hill,85,84
340,4,9:14.0,,J. Hill makes 2-pt dunk from 2 ft (assist by G. Hill),85,86
341,4,9:14.0,Denver full timeout,,85,86
342,4,8:52.0,J. Nelson misses 2-pt jump shot from 20 ft,,85,86
343,4,8:52.0,,Defensive rebound by C. Miles,85,86
344,4,8:29.0,,G. Hill misses 2-pt jump shot from 6 ft (block by J. Nurkić),85,86
345,4,8:27.0,Defensive rebound by J. Nurkić,,85,86
346,4,8:22.0,W. Barton makes 2-pt jump shot from 4 ft (assist by J. Nurkić),,87,86
347,4,7:55.0,,G. Hill misses 2-pt jump shot from 19 ft,87,86
348,4,7:55.0,Defensive rebound by J. Nelson,,87,86
349,4,7:44.0,Shooting foul by C. Miles (drawn by D. Arthur),,87,86
350,4,7:44.0,D. Arthur makes free throw 1 of 2,,88,86
351,4,7:44.0,,P. George enters the game for J. Young,88,86
352,4,7:44.0,,M. Ellis enters the game for C. Miles,88,86
353,4,7:44.0,D. Arthur makes free throw 2 of 2,,89,86
354,4,7:22.0,,M. Ellis misses 3-pt jump shot from 24 ft,89,86
355,4,7:19.0,,Offensive rebound by L. Allen,89,86
356,4,7:19.0,,L. Allen makes 2-pt layup from 1 ft,89,88
357,4,7:03.0,Turnover by D. Arthur (traveling),,89,88
358,4,6:47.0,,M. Ellis misses 2-pt jump shot from 17 ft,89,88
359,4,6:46.0,Defensive rebound by J. Nurkić,,89,88
360,4,6:33.0,D. Arthur misses 3-pt jump shot from 24 ft,,89,88
361,4,6:32.0,,Defensive rebound by M. Ellis,89,88
362,4,6:11.0,,J. Hill makes 2-pt hook shot from 11 ft (assist by M. Ellis),89,90
363,4,5:57.0,R. Foye misses 3-pt jump shot from 25 ft,,89,90
364,4,5:57.0,,Defensive rebound by P. George,89,90
365,4,5:54.0,,Shooting foul by J. Nelson (drawn by G. Hill),89,90
366,4,5:54.0,Official timeout,,89,90
367,4,5:54.0,,M. Turner enters the game for L. Allen,89,90
368,4,5:54.0,,G. Hill makes free throw 1 of 2,89,91
369,4,5:54.0,,G. Hill makes free throw 2 of 2,89,92
370,4,5:41.0,Shooting foul by G. Hill (drawn by J. Nurkić),,89,92
371,4,5:41.0,J. Nurkić misses free throw 1 of 2,,89,92
372,4,5:41.0,Offensive rebound by Team,,89,92
373,4,5:41.0,D. Gallinari enters the game for W. Barton,,89,92
374,4,5:41.0,G. Harris enters the game for J. Nelson,,89,92
375,4,5:41.0,E. Mudiay enters the game for R. Foye,,89,92
376,4,5:41.0,J. Nurkić makes free throw 2 of 2,,90,92
377,4,5:27.0,,Shooting foul by D. Arthur (drawn by J. Hill),90,92
378,4,5:27.0,,J. Hill makes free throw 1 of 2,90,93
379,4,5:27.0,K. Faried enters the game for D. Arthur,,90,93
380,4,5:27.0,,J. Hill makes free throw 2 of 2,90,94
381,4,5:10.0,Offensive foul by K. Faried (drawn by M. Turner),,90,94
382,4,5:10.0,Turnover by K. Faried (offensive foul),,90,94
383,4,5:10.0,N. Jokić enters the game for J. Nurkić,,90,94
384,4,4:57.0,,M. Ellis misses 2-pt jump shot from 10 ft,90,94
385,4,4:57.0,,Offensive rebound by Team,90,94
386,4,4:57.0,Loose ball foul by G. Harris (drawn by M. Turner),,90,94
387,4,4:54.0,,P. George misses 2-pt jump shot from 10 ft,90,94
388,4,4:54.0,Defensive rebound by D. Gallinari,,90,94
