,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW YORK_ACTION,ORLANDO_SCORE,NEW YORK_SCORE
0,1,11:34.0,,A. Afflalo misses 2-pt layup from 2 ft,0,0
1,1,11:33.0,,Offensive rebound by R. Lopez,0,0
2,1,11:33.0,,R. Lopez misses 2-pt layup from 1 ft,0,0
3,1,11:32.0,Defensive rebound by N. Vučević,,0,0
4,1,11:24.0,Shooting foul by K. Porziņģis (drawn by A. Gordon),,0,0
5,1,11:24.0,A. Gordon makes free throw 1 of 2,,1,0
6,1,11:24.0,A. Gordon misses free throw 2 of 2,,1,0
7,1,11:23.0,,Defensive rebound by A. Afflalo,1,0
8,1,11:10.0,,Personal foul by V. Oladipo (drawn by A. Afflalo),1,0
9,1,11:04.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,1,0
10,1,11:03.0,Defensive rebound by E. Payton,,1,0
11,1,10:52.0,N. Vučević makes 2-pt jump shot from 9 ft (assist by E. Payton),,3,0
12,1,10:40.0,,C. Anthony misses 2-pt jump shot from 13 ft,3,0
13,1,10:39.0,Defensive rebound by N. Vučević,,3,0
14,1,10:15.0,E. Payton makes 2-pt jump shot from 11 ft (assist by E. Fournier),,5,0
15,1,10:04.0,,J. Calderón makes 2-pt jump shot from 18 ft,5,2
16,1,9:51.0,A. Gordon misses 2-pt layup from 2 ft,,5,2
17,1,9:51.0,Offensive rebound by E. Fournier,,5,2
18,1,9:49.0,A. Gordon makes 2-pt layup at rim (assist by E. Fournier),,7,2
19,1,9:37.0,,J. Calderón makes 2-pt jump shot from 15 ft,7,4
20,1,9:26.0,E. Payton makes 2-pt layup from 2 ft,,9,4
21,1,9:06.0,,A. Afflalo misses 2-pt jump shot from 4 ft,9,4
22,1,9:05.0,Defensive rebound by A. Gordon,,9,4
23,1,8:55.0,V. Oladipo misses 3-pt jump shot from 25 ft,,9,4
24,1,8:54.0,,Defensive rebound by K. Porziņģis,9,4
25,1,8:46.0,,J. Calderón makes 2-pt jump shot from 16 ft,9,6
26,1,8:34.0,Turnover by E. Payton (bad pass),,9,6
27,1,8:21.0,,C. Anthony misses 2-pt layup from 2 ft,9,6
28,1,8:20.0,Defensive rebound by E. Payton,,9,6
29,1,8:06.0,E. Payton misses 2-pt layup from 1 ft,,9,6
30,1,8:05.0,,Defensive rebound by R. Lopez,9,6
31,1,7:56.0,,Shooting foul by E. Fournier (drawn by K. Porziņģis),9,6
32,1,7:56.0,,K. Porziņģis makes free throw 1 of 2,9,7
33,1,7:56.0,,K. Porziņģis makes free throw 2 of 2,9,8
34,1,7:41.0,V. Oladipo misses 3-pt jump shot from 23 ft,,9,8
35,1,7:40.0,Offensive rebound by N. Vučević,,9,8
36,1,7:37.0,N. Vučević misses 2-pt jump shot from 9 ft,,9,8
37,1,7:35.0,,Defensive rebound by A. Afflalo,9,8
38,1,7:23.0,,A. Afflalo makes 3-pt jump shot from 24 ft (assist by C. Anthony),9,11
39,1,7:08.0,Turnover by N. Vučević (3 sec),,9,11
40,1,6:54.0,,J. Calderón makes 2-pt jump shot from 19 ft (assist by K. Porziņģis),9,13
41,1,6:39.0,E. Fournier misses 2-pt layup from 1 ft,,9,13
42,1,6:38.0,Offensive rebound by A. Gordon,,9,13
43,1,6:38.0,A. Gordon makes 2-pt dunk at rim,,11,13
44,1,6:19.0,,C. Anthony misses 2-pt layup from 2 ft,11,13
45,1,6:18.0,,Offensive rebound by R. Lopez,11,13
46,1,6:18.0,,R. Lopez makes 2-pt layup from 2 ft,11,15
47,1,6:03.0,N. Vučević makes 2-pt jump shot from 7 ft (assist by V. Oladipo),,13,15
48,1,5:48.0,,J. Calderón makes 2-pt jump shot from 5 ft,13,17
49,1,5:33.0,V. Oladipo makes 2-pt jump shot from 22 ft,,15,17
50,1,5:17.0,,K. Porziņģis makes 2-pt layup from 1 ft (assist by C. Anthony),15,19
51,1,5:05.0,E. Fournier misses 3-pt jump shot from 26 ft,,15,19
52,1,5:04.0,,Defensive rebound by R. Lopez,15,19
53,1,4:58.0,,R. Lopez misses 2-pt jump shot from 19 ft,15,19
54,1,4:57.0,Defensive rebound by N. Vučević,,15,19
55,1,4:54.0,Orlando full timeout,,15,19
