,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BROOKLYN_ACTION,CHARLOTTE_SCORE,BROOKLYN_SCORE
182,2,1:01.0,Defensive rebound by F. Kaminsky,,44,34
183,2,0:52.0,K. Walker misses 2-pt layup from 2 ft,,44,34
184,2,0:51.0,,Defensive rebound by D. Sloan,44,34
185,2,0:44.0,,B. Lopez misses 2-pt jump shot from 6 ft,44,34
186,2,0:43.0,Defensive rebound by A. Jefferson,,44,34
187,2,0:35.0,C. Lee misses 2-pt jump shot from 19 ft,,44,34
188,2,0:34.0,Offensive rebound by Team,,44,34
189,2,0:34.0,,Loose ball foul by T. Young,44,34
190,2,0:13.0,A. Jefferson misses 2-pt jump shot from 13 ft,,44,34
191,2,0:12.0,,Defensive rebound by B. Lopez,44,34
192,2,0:08.0,,Shooting foul by N. Batum (drawn by B. Bogdanović),44,34
193,2,0:08.0,,B. Bogdanović makes free throw 1 of 2,44,35
194,2,0:08.0,,M. Brown enters the game for B. Lopez,44,35
195,2,0:08.0,,B. Bogdanović makes free throw 2 of 2,44,36
196,2,0:00.0,K. Walker makes 2-pt layup from 2 ft,,46,36
197,3,11:41.0,K. Walker makes 3-pt jump shot from 22 ft (assist by C. Zeller),,49,36
198,3,11:26.0,,D. Sloan misses 3-pt jump shot from 22 ft,49,36
199,3,11:25.0,Defensive rebound by F. Kaminsky,,49,36
200,3,11:16.0,F. Kaminsky misses 3-pt jump shot from 28 ft,,49,36
201,3,11:15.0,,Defensive rebound by W. Ellington,49,36
202,3,11:00.0,,Shooting foul by F. Kaminsky (drawn by B. Lopez),49,36
203,3,11:00.0,,B. Lopez makes free throw 1 of 2,49,37
204,3,11:00.0,,B. Lopez makes free throw 2 of 2,49,38
205,3,10:49.0,N. Batum misses 2-pt jump shot from 16 ft,,49,38
206,3,10:48.0,,Defensive rebound by B. Lopez,49,38
207,3,10:36.0,,B. Lopez makes 2-pt jump shot from 10 ft,49,40
208,3,10:26.0,F. Kaminsky makes 2-pt dunk at rim (assist by K. Walker),,51,40
209,3,10:06.0,,W. Ellington misses 2-pt jump shot from 18 ft,51,40
210,3,10:05.0,Defensive rebound by K. Walker,,51,40
211,3,10:04.0,Personal foul by W. Ellington,,51,40
212,3,9:52.0,K. Walker makes 2-pt jump shot from 8 ft,,53,40
213,3,9:32.0,,B. Lopez misses 2-pt jump shot from 6 ft (block by C. Zeller),53,40
214,3,9:30.0,Defensive rebound by F. Kaminsky,,53,40
215,3,9:24.0,K. Walker makes 2-pt layup from 1 ft,,55,40
216,3,9:24.0,,Brooklyn full timeout,55,40
217,3,9:08.0,,T. Young misses 2-pt jump shot from 9 ft,55,40
218,3,9:07.0,Defensive rebound by C. Zeller,,55,40
219,3,8:57.0,Personal foul by B. Bogdanović,,55,40
220,3,8:45.0,K. Walker misses 2-pt jump shot from 18 ft,,55,40
221,3,8:44.0,,Defensive rebound by T. Young,55,40
222,3,8:26.0,,B. Lopez misses 2-pt hook shot from 5 ft,55,40
223,3,8:25.0,Defensive rebound by C. Lee,,55,40
224,3,8:11.0,Shooting foul by D. Sloan (drawn by F. Kaminsky),,55,40
225,3,8:11.0,F. Kaminsky makes free throw 1 of 2,,56,40
226,3,8:11.0,,S. Kilpatrick enters the game for W. Ellington,56,40
227,3,8:11.0,,R. Hollis-Jefferson enters the game for B. Bogdanović,56,40
228,3,8:11.0,F. Kaminsky makes free throw 2 of 2,,57,40
229,3,7:48.0,,T. Young makes 2-pt hook shot from 4 ft (assist by D. Sloan),57,42
230,3,7:34.0,N. Batum misses 3-pt jump shot from 23 ft,,57,42
231,3,7:32.0,,Defensive rebound by T. Young,57,42
232,3,7:24.0,,T. Young makes 2-pt hook shot from 5 ft,57,44
233,3,7:04.0,Turnover by F. Kaminsky (bad pass; steal by R. Hollis-Jefferson),,57,44
234,3,6:53.0,,Shooting foul by N. Batum (drawn by R. Hollis-Jefferson),57,44
235,3,6:53.0,,R. Hollis-Jefferson misses free throw 1 of 2,57,44
236,3,6:53.0,,Offensive rebound by Team,57,44
237,3,6:53.0,,S. Larkin enters the game for D. Sloan,57,44
238,3,6:53.0,,R. Hollis-Jefferson makes free throw 2 of 2,57,45
239,3,6:46.0,Turnover by C. Zeller (offensive foul),,57,45
240,3,6:46.0,Offensive foul by C. Zeller (drawn by S. Larkin),,57,45
241,3,6:26.0,,T. Young misses 2-pt layup from 2 ft,57,45
242,3,6:25.0,Defensive rebound by C. Zeller,,57,45
243,3,6:13.0,K. Walker misses 3-pt jump shot from 27 ft,,57,45
244,3,6:12.0,,Defensive rebound by T. Young,57,45
245,3,6:08.0,Offensive charge foul by T. Young (drawn by C. Zeller),,57,45
246,3,6:08.0,,Turnover by T. Young (offensive foul),57,45
247,3,5:57.0,F. Kaminsky misses 3-pt jump shot from 22 ft,,57,45
248,3,5:56.0,Offensive rebound by Team,,57,45
249,3,5:56.0,,Loose ball foul by B. Lopez,57,45
250,3,5:50.0,N. Batum makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),,60,45
251,3,5:34.0,,B. Lopez misses 2-pt layup from 3 ft,60,45
252,3,5:33.0,,Offensive rebound by B. Lopez,60,45
253,3,5:32.0,,B. Lopez misses 2-pt layup from 2 ft,60,45
254,3,5:31.0,,Offensive rebound by B. Lopez,60,45
255,3,5:30.0,,B. Lopez makes 2-pt layup from 2 ft,60,47
256,3,5:30.0,,Violation by Team (jump ball),60,47
257,3,5:20.0,N. Batum misses 2-pt jump shot from 15 ft,,60,47
258,3,5:19.0,,Defensive rebound by R. Hollis-Jefferson,60,47
259,3,5:18.0,,Personal foul by C. Zeller,60,47
260,3,5:18.0,A. Jefferson enters the game for C. Zeller,,60,47
261,3,5:06.0,,Turnover by B. Lopez (lost ball),60,47
262,3,4:50.0,,Loose ball foul by B. Lopez,60,47
263,3,4:50.0,N. Batum makes free throw 1 of 2,,61,47
264,3,4:50.0,N. Batum makes free throw 2 of 2,,62,47
265,3,4:36.0,,T. Young makes 2-pt jump shot from 5 ft,62,49
266,3,4:17.0,N. Batum misses 3-pt jump shot from 23 ft,,62,49
267,3,4:16.0,,Defensive rebound by Team,62,49
268,3,4:16.0,,Personal foul by A. Jefferson,62,49
269,3,4:16.0,J. Lin enters the game for C. Lee,,62,49
270,3,3:54.0,,B. Lopez makes 2-pt jump shot from 4 ft (assist by S. Larkin),62,51
271,3,3:54.0,,Shooting foul by A. Jefferson (drawn by B. Lopez),62,51
272,3,3:54.0,,B. Lopez makes free throw 1 of 1,62,52
273,3,3:41.0,K. Walker misses 3-pt jump shot from 24 ft,,62,52
274,3,3:40.0,,Defensive rebound by R. Hollis-Jefferson,62,52
275,3,3:30.0,,S. Larkin makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),62,55
276,3,3:30.0,Charlotte full timeout,,62,55
277,3,3:30.0,S. Hawes enters the game for F. Kaminsky,,62,55
278,3,3:05.0,S. Hawes misses 2-pt jump shot from 19 ft,,62,55
279,3,3:04.0,,Defensive rebound by T. Young,62,55
280,3,2:47.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,62,55
281,3,2:46.0,Defensive rebound by S. Hawes,,62,55
282,3,2:38.0,Turnover by J. Lin (lost ball; steal by S. Larkin),,62,55
283,3,2:36.0,,S. Kilpatrick makes 2-pt layup at rim (assist by R. Hollis-Jefferson),62,57
284,3,2:36.0,,Shooting foul by S. Hawes (drawn by S. Kilpatrick),62,57
285,3,2:36.0,,B. Bogdanović enters the game for R. Hollis-Jefferson,62,57
286,3,2:36.0,,S. Kilpatrick makes free throw 1 of 1,62,58
287,3,2:12.0,S. Hawes misses 2-pt jump shot from 12 ft,,62,58
288,3,2:10.0,,Defensive rebound by S. Kilpatrick,62,58
289,3,1:48.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Lopez),62,61
290,3,1:25.0,J. Lin makes 2-pt layup from 1 ft,,64,61
291,3,1:14.0,,Shooting foul by S. Hawes (drawn by S. Larkin),64,61
292,3,1:14.0,Technical foul by S. Hawes,,64,61
293,3,1:14.0,,B. Bogdanović makes technical free throw,64,62
294,3,1:14.0,,S. Larkin makes free throw 1 of 2,64,63
295,3,1:14.0,C. Lee enters the game for N. Batum,,64,63
296,3,1:14.0,,S. Larkin makes free throw 2 of 2,64,64
297,3,0:54.0,Shooting foul by B. Lopez (drawn by J. Lin),,64,64
298,3,0:54.0,J. Lin makes free throw 1 of 2,,65,64
299,3,0:54.0,J. Lin misses free throw 2 of 2,,65,64
300,3,0:53.0,,Defensive rebound by T. Young,65,64
301,3,0:43.0,,Turnover by T. Young (bad pass; steal by J. Lin),65,64
302,3,0:35.0,C. Lee makes 2-pt layup from 2 ft (assist by J. Lin),,67,64
303,3,0:19.0,,Turnover by B. Bogdanović (bad pass),67,64
304,3,0:19.0,,T. Robinson enters the game for B. Lopez,67,64
305,3,0:03.0,K. Walker misses 2-pt layup from 3 ft (block by T. Robinson),,67,64
306,3,0:01.0,Offensive rebound by S. Hawes,,67,64
307,3,0:01.0,S. Hawes misses 2-pt jump shot from 11 ft,,67,64
308,3,0:00.0,Offensive rebound by Team,,67,64
309,4,11:44.0,,Shooting foul by N. Batum (drawn by B. Bogdanović),67,64
310,4,11:44.0,,B. Bogdanović makes free throw 1 of 2,67,65
311,4,11:44.0,,B. Bogdanović makes free throw 2 of 2,67,66
312,4,11:30.0,N. Batum misses 2-pt jump shot from 22 ft,,67,66
313,4,11:29.0,,Defensive rebound by S. Larkin,67,66
314,4,11:22.0,,S. Larkin makes 2-pt layup from 2 ft,67,68
315,4,11:07.0,J. Lin makes 2-pt jump shot from 22 ft,,69,68
316,4,10:54.0,,S. Kilpatrick makes 2-pt jump shot from 11 ft (assist by S. Larkin),69,70
317,4,10:45.0,Personal foul by S. Larkin,,69,70
318,4,10:31.0,J. Lin makes 2-pt layup from 3 ft (assist by A. Jefferson),,71,70
319,4,10:16.0,,S. Kilpatrick misses 2-pt jump shot from 10 ft (block by J. Lamb),71,70
320,4,10:14.0,Defensive rebound by J. Lin,,71,70
321,4,10:07.0,J. Lamb makes 3-pt jump shot from 24 ft (assist by J. Lin),,74,70
322,4,9:50.0,,S. Larkin misses 2-pt jump shot from 19 ft,74,70
323,4,9:49.0,Defensive rebound by S. Hawes,,74,70
324,4,9:28.0,A. Jefferson makes 2-pt layup from 2 ft (assist by S. Hawes),,76,70
325,4,9:28.0,,Brooklyn full timeout,76,70
326,4,9:28.0,,B. Lopez enters the game for H. Sims,76,70
327,4,9:28.0,,M. Brown enters the game for S. Kilpatrick,76,70
328,4,9:07.0,,B. Lopez misses 2-pt jump shot from 18 ft,76,70
329,4,9:06.0,Defensive rebound by N. Batum,,76,70
330,4,8:59.0,Personal foul by S. Larkin,,76,70
331,4,8:49.0,J. Lamb misses 3-pt jump shot from 22 ft,,76,70
332,4,8:48.0,,Defensive rebound by S. Larkin,76,70
333,4,8:41.0,,Turnover by M. Brown (traveling),76,70
334,4,8:27.0,Shooting foul by T. Robinson (drawn by J. Lin),,76,70
335,4,8:27.0,J. Lin makes free throw 1 of 2,,77,70
336,4,8:27.0,,T. Young enters the game for T. Robinson,77,70
337,4,8:27.0,,R. Hollis-Jefferson enters the game for B. Bogdanović,77,70
338,4,8:27.0,J. Lin misses free throw 2 of 2,,77,70
339,4,8:25.0,,Defensive rebound by B. Lopez,77,70
340,4,8:11.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by N. Batum),77,70
341,4,8:09.0,J. Lin makes 2-pt jump shot from 22 ft,,79,70
342,4,8:06.0,,Brooklyn full timeout,79,70
343,4,7:57.0,,B. Lopez makes 2-pt layup from 1 ft (assist by S. Larkin),79,72
344,4,7:41.0,Personal foul by R. Hollis-Jefferson,,79,72
345,4,7:41.0,K. Walker enters the game for J. Lamb,,79,72
346,4,7:36.0,Turnover by J. Lin (lost ball; steal by M. Brown),,79,72
347,4,7:32.0,,T. Young misses 2-pt layup from 2 ft (block by S. Hawes),79,72
348,4,7:31.0,,Offensive rebound by Team,79,72
349,4,7:25.0,,Turnover by M. Brown (bad pass; steal by K. Walker),79,72
350,4,7:25.0,,Loose ball foul by B. Lopez,79,72
351,4,7:25.0,K. Walker makes free throw 1 of 2,,80,72
352,4,7:25.0,,D. Sloan enters the game for S. Larkin,80,72
353,4,7:25.0,,S. Kilpatrick enters the game for M. Brown,80,72
354,4,7:25.0,K. Walker makes free throw 2 of 2,,81,72
355,4,7:01.0,,B. Lopez makes 2-pt jump shot from 5 ft,81,74
356,4,6:44.0,A. Jefferson makes 2-pt hook shot from 5 ft,,83,74
357,4,6:28.0,,R. Hollis-Jefferson misses 2-pt jump shot from 17 ft,83,74
358,4,6:27.0,Defensive rebound by A. Jefferson,,83,74
359,4,6:11.0,A. Jefferson makes 2-pt hook shot from 10 ft,,85,74
360,4,5:55.0,,B. Lopez makes 2-pt layup from 2 ft (assist by D. Sloan),85,76
361,4,5:32.0,A. Jefferson makes 2-pt jump shot from 9 ft,,87,76
362,4,5:14.0,,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by B. Lopez),87,79
363,4,5:14.0,Charlotte full timeout,,87,79
364,4,5:14.0,C. Zeller enters the game for S. Hawes,,87,79
365,4,5:14.0,F. Kaminsky enters the game for A. Jefferson,,87,79
366,4,5:04.0,Turnover by K. Walker (bad pass),,87,79
367,4,4:49.0,,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by B. Lopez),87,81
368,4,4:31.0,K. Walker misses 2-pt layup from 3 ft (block by S. Kilpatrick),,87,81
369,4,4:28.0,,Defensive rebound by R. Hollis-Jefferson,87,81
370,4,4:23.0,,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by T. Young),87,84
371,4,4:11.0,Shooting foul by R. Hollis-Jefferson (drawn by N. Batum),,87,84
372,4,4:11.0,N. Batum makes 3-pt jump shot from 24 ft (assist by C. Zeller),,90,84
373,4,4:11.0,,B. Bogdanović enters the game for R. Hollis-Jefferson,90,84
374,4,4:11.0,N. Batum makes free throw 1 of 1,,91,84
375,4,3:50.0,,Shooting foul by F. Kaminsky (drawn by B. Bogdanović),91,84
376,4,3:50.0,,B. Bogdanović makes free throw 1 of 2,91,85
377,4,3:50.0,,B. Bogdanović makes free throw 2 of 2,91,86
378,4,3:31.0,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),,93,86
379,4,3:13.0,,B. Lopez makes 2-pt dunk at rim (assist by D. Sloan),93,88
380,4,2:56.0,N. Batum makes 3-pt jump shot from 24 ft,,96,88
381,4,2:44.0,,Shooting foul by N. Batum (drawn by B. Bogdanović),96,88
382,4,2:44.0,Official timeout,,96,88
383,4,2:44.0,,B. Bogdanović makes free throw 1 of 2,96,89
384,4,2:44.0,,B. Bogdanović makes free throw 2 of 2,96,90
