,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA CLIPPERS_ACTION,PORTLAND_SCORE,LA CLIPPERS_SCORE
0,1,11:39.0,M. Plumlee misses 2-pt layup from 2 ft,,0,0
1,1,11:37.0,,Defensive rebound by D. Jordan,0,0
2,1,11:30.0,,J. Redick misses 2-pt jump shot from 16 ft,0,0
3,1,11:27.0,Defensive rebound by M. Harkless,,0,0
4,1,11:17.0,Shooting foul by P. Pierce (drawn by A. Aminu),,0,0
5,1,11:17.0,A. Aminu makes free throw 1 of 2,,1,0
6,1,11:17.0,A. Aminu makes free throw 2 of 2,,2,0
7,1,11:02.0,,J. Redick misses 2-pt jump shot from 9 ft,2,0
8,1,10:59.0,Defensive rebound by M. Harkless,,2,0
9,1,10:46.0,C. McCollum misses 3-pt jump shot from 23 ft,,2,0
10,1,10:45.0,,Defensive rebound by P. Pierce,2,0
11,1,10:36.0,,C. Paul misses 2-pt jump shot from 12 ft,2,0
12,1,10:35.0,,Offensive rebound by C. Paul,2,0
13,1,10:32.0,,C. Paul misses 2-pt jump shot from 5 ft,2,0
14,1,10:30.0,Defensive rebound by D. Lillard,,2,0
15,1,10:25.0,D. Lillard misses 2-pt jump shot from 8 ft,,2,0
16,1,10:22.0,Offensive rebound by D. Lillard,,2,0
17,1,10:18.0,C. McCollum misses 3-pt jump shot from 24 ft,,2,0
18,1,10:17.0,,Defensive rebound by C. Paul,2,0
19,1,10:00.0,,C. Paul misses 3-pt jump shot from 25 ft,2,0
20,1,9:59.0,Defensive rebound by M. Plumlee,,2,0
21,1,9:51.0,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),,4,0
22,1,9:51.0,,LA Clippers full timeout,4,0
23,1,9:40.0,,L. Mbah a Moute misses 2-pt layup from 2 ft (block by M. Plumlee),4,0
24,1,9:40.0,,Offensive rebound by D. Jordan,4,0
25,1,9:40.0,,Shooting foul by M. Harkless (drawn by D. Jordan),4,0
26,1,9:40.0,,D. Jordan misses free throw 1 of 2,4,0
27,1,9:40.0,,Offensive rebound by Team,4,0
28,1,9:40.0,,D. Jordan makes free throw 2 of 2,4,1
29,1,9:19.0,D. Lillard misses 3-pt jump shot from 24 ft,,4,1
30,1,9:18.0,,Defensive rebound by J. Redick,4,1
31,1,9:10.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by D. Jordan),4,4
32,1,8:55.0,Turnover by C. McCollum (bad pass; steal by P. Pierce),,4,4
33,1,8:37.0,,P. Pierce misses 3-pt jump shot from 25 ft,4,4
34,1,8:36.0,Defensive rebound by A. Aminu,,4,4
35,1,8:28.0,Turnover by C. McCollum (bad pass; steal by D. Jordan),,4,4
36,1,8:26.0,,Shooting foul by D. Lillard (drawn by D. Jordan),4,4
37,1,8:26.0,,D. Jordan misses free throw 1 of 2,4,4
38,1,8:26.0,,Offensive rebound by Team,4,4
39,1,8:26.0,,D. Jordan misses free throw 2 of 2,4,4
40,1,8:23.0,Defensive rebound by A. Aminu,,4,4
41,1,8:11.0,M. Harkless misses 3-pt jump shot from 25 ft,,4,4
42,1,8:10.0,,Defensive rebound by C. Paul,4,4
43,1,7:57.0,,D. Jordan makes 2-pt hook shot from 3 ft (assist by C. Paul),4,6
44,1,7:39.0,A. Aminu misses 3-pt jump shot from 25 ft,,4,6
45,1,7:39.0,,Defensive rebound by P. Pierce,4,6
46,1,7:28.0,Violation by M. Plumlee (def goaltending),,4,6
47,1,7:28.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by C. Paul),4,8
48,1,7:09.0,M. Harkless makes 2-pt layup from 1 ft,,6,8
49,1,7:02.0,Violation by M. Plumlee (def goaltending),,6,8
50,1,7:02.0,,J. Redick makes 2-pt layup at rim,6,10
51,1,6:34.0,C. McCollum misses 2-pt jump shot from 16 ft (block by P. Pierce),,6,10
52,1,6:32.0,,Defensive rebound by D. Jordan,6,10
53,1,6:24.0,,C. Paul makes 2-pt jump shot from 18 ft,6,12
54,1,6:08.0,D. Lillard makes 2-pt layup from 1 ft (assist by M. Harkless),,8,12
55,1,5:48.0,,Turnover by C. Paul (bad pass; steal by A. Aminu),8,12
56,1,5:46.0,Personal take foul by P. Pierce,,8,12
57,1,5:46.0,,W. Johnson enters the game for P. Pierce,8,12
58,1,5:27.0,M. Plumlee makes 2-pt dunk from 1 ft,,10,12
59,1,5:08.0,,J. Redick misses 2-pt jump shot from 20 ft,10,12
60,1,5:06.0,Defensive rebound by A. Aminu,,10,12
61,1,5:02.0,Personal foul by D. Jordan,,10,12
62,1,5:02.0,G. Henderson enters the game for C. McCollum,,10,12
63,1,5:02.0,A. Crabbe enters the game for A. Aminu,,10,12
64,1,5:02.0,,J. Green enters the game for L. Mbah a Moute,10,12
65,1,5:01.0,Turnover by G. Henderson (bad pass; steal by C. Paul),,10,12
66,1,4:53.0,,W. Johnson makes 2-pt layup from 1 ft (assist by C. Paul),10,14
67,1,4:32.0,A. Crabbe misses 2-pt jump shot from 20 ft,,10,14
68,1,4:31.0,,Defensive rebound by J. Redick,10,14
69,1,4:21.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by D. Jordan),10,16
70,1,4:03.0,Shooting foul by W. Johnson (drawn by D. Lillard),,10,16
71,1,4:03.0,D. Lillard makes free throw 1 of 2,,11,16
72,1,4:03.0,D. Lillard makes free throw 2 of 2,,12,16
73,1,3:50.0,,Turnover by D. Jordan (offensive goaltending),12,16
74,1,3:50.0,E. Davis enters the game for M. Plumlee,,12,16
75,1,3:34.0,Personal block foul by J. Redick,,12,16
76,1,3:34.0,D. Lillard misses free throw 1 of 2,,12,16
77,1,3:34.0,Offensive rebound by Team,,12,16
78,1,3:34.0,,J. Crawford enters the game for J. Redick,12,16
79,1,3:34.0,D. Lillard makes free throw 2 of 2,,13,16
80,1,3:15.0,,J. Green misses 3-pt jump shot from 24 ft,13,16
81,1,3:15.0,Defensive rebound by Team,,13,16
82,1,3:15.0,,A. Rivers enters the game for C. Paul,13,16
83,1,3:00.0,A. Crabbe misses 3-pt jump shot from 24 ft,,13,16
84,1,2:59.0,,Defensive rebound by W. Johnson,13,16
85,1,2:50.0,,J. Green misses 2-pt hook shot from 3 ft,13,16
86,1,2:49.0,,Offensive rebound by D. Jordan,13,16
87,1,2:48.0,,D. Jordan misses 2-pt layup from 2 ft,13,16
88,1,2:48.0,,Offensive rebound by D. Jordan,13,16
89,1,2:48.0,Loose ball foul by E. Davis,,13,16
90,1,2:48.0,Portland full timeout,,13,16
91,1,2:48.0,N. Vonleh enters the game for M. Harkless,,13,16
92,1,2:43.0,,D. Jordan misses 3-pt jump shot from 28 ft,13,16
93,1,2:40.0,Defensive rebound by N. Vonleh,,13,16
94,1,2:37.0,A. Crabbe misses 2-pt layup at rim (block by A. Rivers),,13,16
95,1,2:36.0,,Defensive rebound by J. Green,13,16
96,1,2:23.0,,D. Jordan misses 2-pt jump shot from 5 ft,13,16
97,1,2:20.0,Defensive rebound by E. Davis,,13,16
98,1,2:09.0,E. Davis makes 2-pt layup from 1 ft (assist by D. Lillard),,15,16
99,1,2:09.0,Shooting foul by J. Green (drawn by E. Davis),,15,16
100,1,2:09.0,E. Davis makes free throw 1 of 1,,16,16
101,1,1:56.0,,Turnover by A. Rivers (bad pass; steal by G. Henderson),16,16
102,1,1:39.0,G. Henderson makes 3-pt jump shot from 24 ft (assist by D. Lillard),,19,16
103,1,1:22.0,,J. Crawford makes 2-pt jump shot from 18 ft,19,18
104,1,1:00.0,D. Lillard misses 3-pt jump shot from 25 ft,,19,18
105,1,1:00.0,Offensive rebound by G. Henderson,,19,18
106,1,0:56.0,G. Henderson misses 3-pt jump shot from 23 ft,,19,18
107,1,0:56.0,Offensive rebound by N. Vonleh,,19,18
108,1,0:56.0,N. Vonleh makes 2-pt layup from 1 ft,,21,18
109,1,0:44.0,,J. Crawford misses 2-pt jump shot from 19 ft,21,18
110,1,0:42.0,Defensive rebound by E. Davis,,21,18
111,1,0:29.0,Shooting foul by W. Johnson (drawn by G. Henderson),,21,18
112,1,0:29.0,G. Henderson misses free throw 1 of 2,,21,18
113,1,0:29.0,Offensive rebound by Team,,21,18
114,1,0:29.0,G. Henderson misses free throw 2 of 2,,21,18
115,1,0:29.0,,Defensive rebound by D. Jordan,21,18
116,1,0:29.0,Loose ball foul by N. Vonleh,,21,18
117,1,0:29.0,,C. Aldrich enters the game for D. Jordan,21,18
118,1,0:08.0,,A. Rivers misses 3-pt jump shot from 24 ft,21,18
119,1,0:08.0,Defensive rebound by A. Crabbe,,21,18
120,1,0:02.0,D. Lillard misses 2-pt layup from 1 ft,,21,18
121,1,0:02.0,,Defensive rebound by Team,21,18
122,1,0:01.0,,J. Crawford misses 3-pt jump shot from 50 ft,21,18
123,1,0:00.0,,Offensive rebound by Team,21,18
124,2,11:44.0,,J. Crawford makes 2-pt jump shot from 21 ft (assist by J. Green),21,20
125,2,11:23.0,G. Henderson misses 2-pt jump shot from 20 ft,,21,20
126,2,11:23.0,Offensive rebound by Team,,21,20
127,2,11:23.0,Personal foul by J. Green,,21,20
128,2,11:18.0,Personal foul by J. Crawford,,21,20
129,2,11:09.0,G. Henderson misses 2-pt jump shot from 14 ft,,21,20
130,2,11:08.0,Offensive rebound by Team,,21,20
131,2,11:08.0,Personal foul by C. Aldrich,,21,20
132,2,10:54.0,E. Davis makes 2-pt jump shot from 7 ft (assist by A. Crabbe),,23,20
133,2,10:42.0,,J. Crawford misses 2-pt jump shot from 16 ft,23,20
134,2,10:42.0,Defensive rebound by E. Davis,,23,20
135,2,10:33.0,N. Vonleh makes 2-pt layup from 1 ft (assist by C. McCollum),,25,20
136,2,10:23.0,,Personal foul by N. Vonleh,25,20
137,2,10:16.0,,A. Rivers misses 2-pt jump shot from 12 ft,25,20
138,2,10:15.0,Defensive rebound by E. Davis,,25,20
139,2,10:03.0,E. Davis makes 2-pt jump shot from 6 ft (assist by C. McCollum),,27,20
140,2,9:40.0,,J. Green makes 2-pt layup from 1 ft,27,22
141,2,9:24.0,A. Crabbe misses 2-pt jump shot from 18 ft,,27,22
142,2,9:23.0,,Defensive rebound by A. Rivers,27,22
143,2,9:12.0,,J. Green makes 2-pt layup from 2 ft (assist by A. Rivers),27,24
144,2,8:54.0,Turnover by A. Crabbe (lost ball; steal by J. Crawford),,27,24
145,2,8:48.0,,J. Crawford makes 2-pt layup from 1 ft (assist by C. Aldrich),27,26
146,2,8:48.0,Portland full timeout,,27,26
147,2,8:33.0,Turnover by G. Henderson (step out of bounds),,27,26
148,2,8:15.0,,J. Crawford misses 2-pt jump shot from 18 ft,27,26
149,2,8:14.0,Defensive rebound by G. Henderson,,27,26
150,2,8:05.0,B. Roberts enters the game for A. Crabbe,,27,26
151,2,7:55.0,E. Davis makes 2-pt layup at rim (assist by C. McCollum),,29,26
152,2,7:37.0,,C. Aldrich makes 2-pt layup from 2 ft (assist by A. Rivers),29,28
153,2,7:09.0,G. Henderson misses 2-pt jump shot from 11 ft,,29,28
154,2,7:08.0,,Defensive rebound by C. Aldrich,29,28
155,2,6:58.0,,Turnover by A. Rivers (bad pass; steal by C. McCollum),29,28
156,2,6:53.0,C. McCollum makes 2-pt dunk from 1 ft,,31,28
157,2,6:41.0,,Personal foul by G. Henderson,31,28
158,2,6:41.0,,C. Paul enters the game for P. Prigioni,31,28
159,2,6:41.0,,D. Jordan enters the game for C. Aldrich,31,28
160,2,6:35.0,,D. Jordan misses 2-pt jump shot from 4 ft (block by E. Davis),31,28
161,2,6:34.0,Defensive rebound by B. Roberts,,31,28
162,2,6:27.0,B. Roberts misses 2-pt jump shot from 12 ft,,31,28
163,2,6:25.0,Offensive rebound by E. Davis,,31,28
164,2,6:25.0,E. Davis makes 2-pt dunk at rim,,33,28
165,2,6:03.0,,C. Paul makes 2-pt jump shot from 19 ft (assist by D. Jordan),33,30
166,2,5:40.0,B. Roberts misses 3-pt jump shot from 24 ft,,33,30
167,2,5:40.0,,Defensive rebound by D. Jordan,33,30
168,2,5:23.0,,A. Rivers makes 2-pt jump shot from 7 ft (assist by J. Green),33,32
169,2,4:58.0,C. McCollum makes 2-pt jump shot from 15 ft,,35,32
170,2,4:50.0,,C. Paul makes 2-pt layup from 1 ft,35,34
171,2,4:43.0,Turnover by C. McCollum (step out of bounds),,35,34
172,2,4:43.0,Official timeout,,35,34
173,2,4:43.0,M. Plumlee enters the game for G. Henderson,,35,34
174,2,4:43.0,A. Aminu enters the game for E. Davis,,35,34
175,2,4:43.0,D. Lillard enters the game for N. Vonleh,,35,34
176,2,4:43.0,,P. Pierce enters the game for J. Green,35,34
177,2,4:43.0,,J. Redick enters the game for A. Rivers,35,34
178,2,4:23.0,,D. Jordan makes 2-pt hook shot from 2 ft (assist by C. Paul),35,36
179,2,4:01.0,Turnover by M. Plumlee (bad pass; steal by D. Jordan),,35,36
180,2,3:47.0,,C. Paul makes 2-pt jump shot from 18 ft,35,38
181,2,3:26.0,D. Lillard misses 3-pt jump shot from 25 ft,,35,38
182,2,3:23.0,,Defensive rebound by C. Paul,35,38
183,2,3:13.0,,Turnover by C. Paul (bad pass; steal by M. Plumlee),35,38
184,2,3:04.0,D. Lillard misses 3-pt jump shot from 24 ft,,35,38
185,2,3:04.0,,Defensive rebound by Team,35,38
186,2,3:04.0,A. Crabbe enters the game for B. Roberts,,35,38
187,2,2:50.0,,P. Pierce misses 2-pt jump shot from 16 ft,35,38
188,2,2:50.0,,Offensive rebound by D. Jordan,35,38
189,2,2:50.0,,Personal foul by M. Plumlee,35,38
190,2,2:50.0,,LA Clippers full timeout,35,38
191,2,2:50.0,,Inbound foul by A. Crabbe,35,38
192,2,2:50.0,,D. Jordan misses free throw 1 of 2,35,38
193,2,2:50.0,,Offensive rebound by Team,35,38
194,2,2:50.0,,D. Jordan misses free throw 2 of 2,35,38
195,2,2:48.0,Defensive rebound by M. Plumlee,,35,38
196,2,2:32.0,Turnover by D. Lillard (bad pass; steal by P. Pierce),,35,38
197,2,2:19.0,,Shooting foul by C. McCollum (drawn by C. Paul),35,38
198,2,2:19.0,,C. Paul makes free throw 1 of 3,35,39
199,2,2:19.0,,C. Paul makes free throw 2 of 3,35,40
200,2,2:19.0,,C. Paul makes free throw 3 of 3,35,41
201,2,1:57.0,D. Lillard misses 2-pt jump shot from 19 ft,,35,41
202,2,1:55.0,,Defensive rebound by C. Paul,35,41
203,2,1:48.0,,Turnover by P. Pierce (bad pass),35,41
204,2,1:34.0,M. Plumlee makes 2-pt layup from 1 ft (assist by D. Lillard),,37,41
205,2,1:21.0,,Personal block foul by A. Aminu,37,41
206,2,1:21.0,,C. Paul makes free throw 1 of 2,37,42
207,2,1:21.0,,C. Paul makes free throw 2 of 2,37,43
208,2,1:04.0,A. Crabbe misses 2-pt jump shot from 6 ft,,37,43
209,2,1:02.0,,Defensive rebound by D. Jordan,37,43
210,2,1:00.0,,Turnover by D. Jordan (lost ball; steal by M. Plumlee),37,43
211,2,0:59.0,A. Aminu makes 2-pt layup at rim (assist by A. Crabbe),,39,43
212,2,0:58.0,,Personal take foul by A. Crabbe,39,43
213,2,0:58.0,,D. Jordan misses free throw 1 of 2,39,43
214,2,0:58.0,,Offensive rebound by Team,39,43
215,2,0:58.0,B. Roberts enters the game for A. Aminu,,39,43
216,2,0:58.0,,A. Rivers enters the game for P. Pierce,39,43
217,2,0:58.0,,D. Jordan misses free throw 2 of 2,39,43
218,2,0:56.0,Defensive rebound by M. Plumlee,,39,43
219,2,0:42.0,Turnover by C. McCollum (lost ball; steal by D. Jordan),,39,43
220,2,0:40.0,,Personal foul by B. Roberts,39,43
