,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
0,1,11:40.0,T. Ennis misses 2-pt jump shot from 14 ft,,0,0
1,1,11:39.0,,Defensive rebound by J. Crowder,0,0
2,1,11:19.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by I. Thomas),0,3
3,1,11:01.0,Personal foul by I. Thomas,,0,3
4,1,10:52.0,J. Parker makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,2,3
5,1,10:34.0,,J. Sullinger misses 2-pt jump shot from 13 ft,2,3
6,1,10:33.0,Defensive rebound by G. Monroe,,2,3
7,1,10:21.0,Personal foul by J. Sullinger,,2,3
8,1,10:17.0,G. Antetokounmpo makes 2-pt jump shot from 21 ft (assist by G. Monroe),,4,3
9,1,10:04.0,,A. Bradley misses 2-pt jump shot from 18 ft,4,3
10,1,10:03.0,Defensive rebound by G. Antetokounmpo,,4,3
11,1,10:00.0,G. Antetokounmpo makes 2-pt dunk at rim,,6,3
12,1,10:00.0,Shooting foul by J. Crowder (drawn by G. Antetokounmpo),,6,3
13,1,10:00.0,G. Antetokounmpo makes free throw 1 of 1,,7,3
14,1,9:49.0,,A. Bradley misses 3-pt jump shot from 26 ft,7,3
15,1,9:48.0,Defensive rebound by T. Ennis,,7,3
16,1,9:41.0,J. Parker makes 2-pt layup from 2 ft (assist by R. Vaughn),,9,3
17,1,9:41.0,,Boston full timeout,9,3
18,1,9:25.0,,J. Crowder misses 2-pt jump shot from 15 ft,9,3
19,1,9:22.0,,Offensive rebound by Team,9,3
20,1,9:14.0,,J. Sullinger makes 2-pt layup from 2 ft,9,5
21,1,8:58.0,J. Parker misses 2-pt jump shot from 4 ft,,9,5
22,1,8:57.0,,Defensive rebound by J. Sullinger,9,5
23,1,8:45.0,,A. Bradley makes 2-pt layup from 2 ft (assist by J. Sullinger),9,7
24,1,8:32.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,11,7
25,1,8:32.0,Shooting foul by J. Crowder (drawn by G. Antetokounmpo),,11,7
26,1,8:32.0,G. Antetokounmpo makes free throw 1 of 1,,12,7
27,1,8:16.0,,I. Thomas makes 2-pt jump shot from 4 ft,12,9
28,1,7:54.0,G. Antetokounmpo makes 3-pt jump shot from 24 ft (assist by T. Ennis),,15,9
29,1,7:42.0,,Turnover by A. Johnson (bad pass; steal by G. Antetokounmpo),15,9
