,QUARTER,TIME_REMAINING,BOSTON_ACTION,ATLANTA_ACTION,BOSTON_SCORE,ATLANTA_SCORE
0,1,11:44.0,A. Johnson misses 2-pt layup from 1 ft,,0,0
1,1,11:43.0,Offensive rebound by A. Johnson,,0,0
2,1,11:42.0,A. Johnson makes 2-pt hook shot from 3 ft,,2,0
3,1,11:22.0,,K. Bazemore misses 2-pt jump shot from 21 ft,2,0
4,1,11:19.0,Defensive rebound by J. Jerebko,,2,0
5,1,11:01.0,I. Thomas misses 3-pt jump shot from 25 ft,,2,0
6,1,10:59.0,,Defensive rebound by P. Millsap,2,0
7,1,10:39.0,,A. Horford misses 2-pt layup from 2 ft,2,0
8,1,10:38.0,Defensive rebound by A. Johnson,,2,0
9,1,10:32.0,J. Crowder misses 3-pt jump shot from 23 ft,,2,0
10,1,10:30.0,Offensive rebound by J. Jerebko,,2,0
11,1,10:15.0,E. Turner makes 2-pt jump shot from 16 ft (assist by I. Thomas),,4,0
12,1,10:00.0,,Personal foul by A. Johnson,4,0
13,1,9:55.0,,J. Teague misses 3-pt jump shot from 24 ft,4,0
14,1,9:54.0,Defensive rebound by A. Johnson,,4,0
15,1,9:42.0,E. Turner misses 2-pt jump shot from 20 ft,,4,0
16,1,9:41.0,,Defensive rebound by J. Teague,4,0
17,1,9:35.0,,J. Teague makes 2-pt jump shot from 20 ft,4,2
18,1,9:24.0,Turnover by A. Johnson (bad pass; steal by A. Horford),,4,2
19,1,9:18.0,,J. Teague misses 2-pt jump shot from 10 ft,4,2
20,1,9:17.0,Defensive rebound by A. Johnson,,4,2
21,1,9:09.0,J. Jerebko misses 3-pt jump shot from 25 ft,,4,2
22,1,9:07.0,,Defensive rebound by K. Bazemore,4,2
23,1,8:44.0,,A. Horford misses 3-pt jump shot from 23 ft,4,2
24,1,8:41.0,Defensive rebound by J. Jerebko,,4,2
25,1,8:30.0,A. Johnson misses 2-pt hook shot from 8 ft,,4,2
26,1,8:29.0,,Defensive rebound by K. Korver,4,2
27,1,8:20.0,,J. Teague misses 2-pt jump shot from 5 ft,4,2
28,1,8:19.0,Defensive rebound by A. Johnson,,4,2
29,1,8:09.0,E. Turner misses 3-pt jump shot from 23 ft,,4,2
30,1,8:08.0,,Defensive rebound by P. Millsap,4,2
31,1,7:59.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by A. Horford),4,5
32,1,7:41.0,Shooting foul by P. Millsap (drawn by A. Johnson),,4,5
33,1,7:41.0,A. Johnson makes free throw 1 of 2,,5,5
34,1,7:41.0,A. Johnson makes free throw 2 of 2,,6,5
35,1,7:27.0,,K. Korver misses 3-pt jump shot from 25 ft,6,5
36,1,7:26.0,,Offensive rebound by K. Bazemore,6,5
37,1,7:21.0,,P. Millsap misses 3-pt jump shot from 24 ft,6,5
38,1,7:20.0,,Offensive rebound by Team,6,5
39,1,7:19.0,,Shooting foul by I. Thomas (drawn by J. Teague),6,5
40,1,7:19.0,,J. Teague makes free throw 1 of 2,6,6
41,1,7:19.0,,J. Teague makes free throw 2 of 2,6,7
42,1,7:08.0,I. Thomas misses 2-pt jump shot from 19 ft,,6,7
43,1,7:06.0,,Defensive rebound by K. Bazemore,6,7
44,1,6:53.0,,A. Horford misses 2-pt hook shot from 8 ft,6,7
45,1,6:50.0,Defensive rebound by E. Turner,,6,7
46,1,6:45.0,Turnover by J. Crowder (offensive foul),,6,7
47,1,6:45.0,,Offensive charge foul by J. Crowder (drawn by K. Korver),6,7
48,1,6:45.0,,M. Scott enters the game for A. Horford,6,7
49,1,6:45.0,M. Smart enters the game for A. Johnson,,6,7
50,1,6:34.0,,J. Teague misses 2-pt jump shot from 6 ft,6,7
51,1,6:31.0,Defensive rebound by J. Crowder,,6,7
52,1,6:30.0,Shooting foul by J. Teague (drawn by M. Smart),,6,7
53,1,6:30.0,M. Smart makes free throw 1 of 2,,7,7
54,1,6:30.0,M. Smart misses free throw 2 of 2,,7,7
55,1,6:29.0,,Defensive rebound by M. Scott,7,7
56,1,6:19.0,,K. Bazemore makes 2-pt jump shot from 19 ft,7,9
57,1,6:07.0,Turnover by J. Jerebko (bad pass),,7,9
58,1,6:07.0,,Atlanta full timeout,7,9
59,1,5:55.0,,Turnover by J. Teague (lost ball),7,9
60,1,5:40.0,J. Crowder makes 2-pt dunk at rim (assist by I. Thomas),,9,9
61,1,5:23.0,,K. Bazemore misses 2-pt layup from 3 ft (block by J. Jerebko),9,9
62,1,5:21.0,Defensive rebound by J. Crowder,,9,9
63,1,5:11.0,M. Smart makes 3-pt jump shot from 24 ft (assist by I. Thomas),,12,9
64,1,4:57.0,,Shooting foul by J. Jerebko (drawn by P. Millsap),12,9
65,1,4:57.0,,P. Millsap misses free throw 1 of 2,12,9
66,1,4:57.0,,Offensive rebound by Team,12,9
67,1,4:57.0,K. Olynyk enters the game for J. Jerebko,,12,9
68,1,4:57.0,T. Rozier enters the game for E. Turner,,12,9
69,1,4:57.0,,T. Sefolosha enters the game for K. Bazemore,12,9
70,1,4:57.0,,D. Schröder enters the game for J. Teague,12,9
71,1,4:57.0,,P. Millsap misses free throw 2 of 2,12,9
72,1,4:56.0,,Offensive rebound by K. Korver,12,9
73,1,4:50.0,,Turnover by P. Millsap (lost ball),12,9
74,1,4:50.0,,A. Horford enters the game for P. Millsap,12,9
75,1,4:31.0,M. Smart misses 3-pt jump shot from 26 ft,,12,9
76,1,4:29.0,,Defensive rebound by M. Scott,12,9
77,1,4:15.0,,M. Scott misses 2-pt jump shot from 4 ft (block by T. Rozier),12,9
78,1,4:15.0,Defensive rebound by Team,,12,9
79,1,3:59.0,J. Crowder misses 3-pt jump shot from 24 ft,,12,9
80,1,3:57.0,Offensive rebound by M. Smart,,12,9
81,1,3:54.0,K. Olynyk misses 2-pt layup from 2 ft,,12,9
82,1,3:53.0,,Defensive rebound by A. Horford,12,9
83,1,3:36.0,,A. Horford misses 3-pt jump shot from 24 ft,12,9
84,1,3:34.0,Defensive rebound by T. Rozier,,12,9
85,1,3:19.0,T. Rozier misses 3-pt jump shot from 23 ft,,12,9
86,1,3:18.0,,Defensive rebound by A. Horford,12,9
87,1,3:04.0,,Shooting foul by M. Smart (drawn by T. Sefolosha),12,9
88,1,3:04.0,,T. Sefolosha makes free throw 1 of 2,12,10
89,1,3:04.0,,T. Hardaway enters the game for K. Korver,12,10
90,1,3:04.0,,T. Sefolosha makes free throw 2 of 2,12,11
91,1,2:51.0,Turnover by I. Thomas (bad pass; steal by T. Sefolosha),,12,11
92,1,2:41.0,,A. Horford misses 2-pt hook shot from 11 ft,12,11
93,1,2:41.0,Defensive rebound by Team,,12,11
94,1,2:41.0,,Loose ball foul by M. Scott,12,11
95,1,2:41.0,Boston full timeout,,12,11
96,1,2:41.0,J. Sullinger enters the game for I. Thomas,,12,11
97,1,2:17.0,J. Sullinger misses 2-pt jump shot from 13 ft,,12,11
98,1,2:15.0,,Defensive rebound by M. Scott,12,11
99,1,2:08.0,,D. Schröder makes 2-pt layup from 1 ft,12,13
100,1,1:46.0,M. Smart makes 3-pt jump shot from 27 ft (assist by K. Olynyk),,15,13
101,1,1:19.0,,A. Horford misses 2-pt jump shot from 19 ft,15,13
102,1,1:17.0,Defensive rebound by T. Rozier,,15,13
103,1,1:04.0,K. Olynyk misses 3-pt jump shot from 24 ft,,15,13
104,1,1:03.0,,Defensive rebound by T. Hardaway,15,13
105,1,0:52.0,,M. Scott makes 2-pt hook shot from 5 ft,15,15
106,1,0:31.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by T. Rozier),,18,15
107,1,0:20.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,18,15
108,1,0:18.0,Defensive rebound by M. Smart,,18,15
109,1,0:11.0,T. Rozier makes 2-pt jump shot from 11 ft,,20,15
110,1,0:03.0,,Offensive foul by A. Horford (drawn by T. Rozier),20,15
111,1,0:03.0,,Turnover by A. Horford (offensive foul),20,15
112,1,0:03.0,,M. Muscala enters the game for A. Horford,20,15
113,1,0:03.0,I. Thomas enters the game for J. Sullinger,,20,15
114,1,0:00.0,K. Olynyk misses 3-pt jump shot from 25 ft,,20,15
115,1,0:00.0,Offensive rebound by Team,,20,15
116,2,11:48.0,,M. Muscala misses 2-pt layup from 2 ft,20,15
117,2,11:48.0,Defensive rebound by Team,,20,15
118,2,11:39.0,J. Sullinger makes 2-pt jump shot from 21 ft (assist by M. Smart),,22,15
119,2,11:23.0,,Turnover by T. Hardaway (lost ball; steal by E. Turner),22,15
120,2,11:14.0,,K. Bazemore enters the game for T. Hardaway,22,15
121,2,11:01.0,Turnover by J. Sullinger (lost ball; steal by P. Millsap),,22,15
122,2,10:53.0,,K. Bazemore misses 3-pt jump shot from 22 ft,22,15
123,2,10:50.0,,Offensive rebound by M. Muscala,22,15
124,2,10:50.0,,M. Muscala misses 2-pt layup at rim,22,15
125,2,10:49.0,,Offensive rebound by M. Muscala,22,15
126,2,10:40.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by M. Muscala),22,18
127,2,10:20.0,E. Turner makes 2-pt jump shot from 3 ft,,24,18
128,2,10:04.0,,D. Schröder misses 2-pt jump shot from 21 ft,24,18
129,2,10:03.0,Defensive rebound by J. Jerebko,,24,18
130,2,9:49.0,M. Smart misses 3-pt jump shot from 26 ft,,24,18
131,2,9:48.0,,Defensive rebound by M. Muscala,24,18
132,2,9:41.0,,D. Schröder misses 2-pt layup from 2 ft,24,18
133,2,9:39.0,Defensive rebound by J. Jerebko,,24,18
134,2,9:30.0,J. Sullinger makes 3-pt jump shot from 24 ft (assist by M. Smart),,27,18
135,2,9:12.0,,P. Millsap misses 2-pt jump shot from 13 ft,27,18
136,2,9:10.0,Defensive rebound by J. Sullinger,,27,18
137,2,8:59.0,E. Turner misses 2-pt layup from 1 ft (block by K. Bazemore),,27,18
138,2,8:57.0,,Defensive rebound by M. Muscala,27,18
