,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MINNESOTA_ACTION,MEMPHIS_SCORE,MINNESOTA_SCORE
43,1,5:27.0,Defensive rebound by Z. Randolph,,12,13
44,1,5:14.0,Turnover by M. Gasol (lost ball; steal by A. Miller),,12,13
45,1,5:08.0,,A. Miller makes 2-pt layup from 1 ft (assist by T. Prince),12,15
46,1,4:51.0,Z. Randolph makes 2-pt hook shot from 4 ft (assist by M. Conley),,14,15
47,1,4:40.0,,A. Wiggins makes 2-pt jump shot from 1 ft (assist by A. Miller),14,17
48,1,4:19.0,Shooting foul by T. Prince (drawn by M. Gasol),,14,17
49,1,4:19.0,M. Gasol makes free throw 1 of 2,,15,17
50,1,4:19.0,J. Green enters the game for Z. Randolph,,15,17
51,1,4:19.0,,N. Bjelica enters the game for K. Garnett,15,17
52,1,4:19.0,M. Gasol makes free throw 2 of 2,,16,17
53,1,4:02.0,Offensive charge foul by K. Towns (drawn by M. Conley),,16,17
54,1,4:02.0,,Turnover by K. Towns (offensive foul),16,17
55,1,4:02.0,,G. Dieng enters the game for K. Towns,16,17
56,1,3:54.0,M. Conley makes 2-pt jump shot from 18 ft,,18,17
57,1,3:41.0,,G. Dieng makes 2-pt jump shot from 16 ft (assist by A. Miller),18,19
58,1,3:30.0,M. Conley misses 2-pt layup from 1 ft,,18,19
59,1,3:29.0,Offensive rebound by J. Green,,18,19
60,1,3:17.0,M. Conley misses 3-pt jump shot from 23 ft,,18,19
61,1,3:16.0,,Defensive rebound by A. Wiggins,18,19
62,1,2:59.0,,A. Wiggins misses 2-pt layup from 1 ft (block by M. Gasol),18,19
63,1,2:57.0,Defensive rebound by C. Lee,,18,19
64,1,2:44.0,M. Conley makes 2-pt layup at rim,,20,19
65,1,2:38.0,,Minnesota full timeout,20,19
66,1,2:38.0,,K. Martin enters the game for T. Prince,20,19
67,1,2:38.0,M. Chalmers enters the game for M. Conley,,20,19
68,1,2:29.0,,A. Wiggins misses 2-pt jump shot from 10 ft,20,19
69,1,2:28.0,Defensive rebound by J. Green,,20,19
70,1,2:07.0,J. Green misses 2-pt jump shot from 12 ft,,20,19
71,1,2:06.0,,Defensive rebound by G. Dieng,20,19
72,1,1:55.0,,G. Dieng misses 2-pt jump shot from 18 ft,20,19
73,1,1:53.0,,Offensive rebound by N. Bjelica,20,19
74,1,1:38.0,,N. Bjelica misses 2-pt layup at rim,20,19
75,1,1:37.0,Defensive rebound by J. Green,,20,19
76,1,1:29.0,C. Lee misses 2-pt jump shot from 20 ft,,20,19
77,1,1:27.0,,Defensive rebound by G. Dieng,20,19
78,1,1:19.0,,A. Miller makes 2-pt layup from 1 ft,20,21
79,1,1:05.0,Shooting foul by A. Miller (drawn by M. Chalmers),,20,21
80,1,1:05.0,M. Chalmers makes free throw 1 of 2,,21,21
81,1,1:05.0,,S. Muhammad enters the game for A. Wiggins,21,21
82,1,1:05.0,M. Barnes enters the game for J. Green,,21,21
83,1,1:05.0,M. Chalmers makes free throw 2 of 2,,22,21
84,1,0:55.0,,K. Martin misses 3-pt jump shot from 24 ft,22,21
85,1,0:54.0,Defensive rebound by J. Green,,22,21
86,1,0:33.0,M. Barnes misses 3-pt jump shot from 24 ft,,22,21
87,1,0:31.0,,Defensive rebound by G. Dieng,22,21
88,1,0:17.0,,S. Muhammad makes 2-pt jump shot from 10 ft (assist by K. Martin),22,23
89,1,0:03.0,Turnover by M. Chalmers (bad pass; steal by K. Martin),,22,23
90,2,11:49.0,,S. Muhammad makes 2-pt jump shot from 19 ft (assist by A. Miller),22,25
91,2,11:28.0,J. Green makes 2-pt jump shot at rim (assist by Z. Randolph),,24,25
92,2,11:06.0,,N. Bjelica misses 3-pt jump shot from 24 ft,24,25
93,2,11:04.0,,Offensive rebound by S. Muhammad,24,25
94,2,11:02.0,,S. Muhammad misses 2-pt layup from 2 ft (block by Z. Randolph),24,25
95,2,11:01.0,,Offensive rebound by S. Muhammad,24,25
96,2,11:00.0,,S. Muhammad makes 2-pt layup from 1 ft,24,27
97,2,10:40.0,Shooting foul by N. Bjelica (drawn by J. Green),,24,27
98,2,10:40.0,J. Green makes free throw 1 of 2,,25,27
99,2,10:40.0,J. Green makes free throw 2 of 2,,26,27
100,2,10:31.0,,K. Martin misses 2-pt jump shot from 3 ft,26,27
101,2,10:30.0,Defensive rebound by Z. Randolph,,26,27
102,2,10:22.0,M. Chalmers makes 3-pt jump shot from 24 ft,,29,27
103,2,10:08.0,,G. Dieng makes 2-pt jump shot from 19 ft (assist by A. Miller),29,29
104,2,9:53.0,Z. Randolph makes 2-pt jump shot from 20 ft (assist by M. Chalmers),,31,29
105,2,9:36.0,,Turnover by S. Muhammad (lost ball),31,29
106,2,9:36.0,,Z. LaVine enters the game for A. Miller,31,29
107,2,9:29.0,Turnover by M. Chalmers (bad pass; steal by K. Martin),,31,29
108,2,9:26.0,,K. Martin makes 2-pt layup from 1 ft,31,31
109,2,9:26.0,Memphis full timeout,,31,31
110,2,9:11.0,M. Barnes misses 2-pt jump shot from 4 ft,,31,31
111,2,9:10.0,Offensive rebound by Z. Randolph,,31,31
112,2,9:06.0,Turnover by J. Green (lost ball),,31,31
113,2,8:58.0,,N. Bjelica misses 3-pt jump shot from 25 ft,31,31
114,2,8:57.0,Defensive rebound by C. Lee,,31,31
115,2,8:46.0,Z. Randolph makes 2-pt jump shot from 16 ft,,33,31
116,2,8:31.0,,K. Martin misses 2-pt jump shot from 8 ft,33,31
117,2,8:30.0,,Offensive rebound by G. Dieng,33,31
118,2,8:28.0,,Shooting foul by J. Green (drawn by G. Dieng),33,31
119,2,8:28.0,,G. Dieng makes free throw 1 of 2,33,32
120,2,8:28.0,,G. Dieng makes free throw 2 of 2,33,33
121,2,8:13.0,Shooting foul by N. Bjelica (drawn by J. Green),,33,33
122,2,8:13.0,J. Green makes 2-pt layup at rim,,35,33
123,2,8:13.0,J. Green makes free throw 1 of 1,,36,33
124,2,8:00.0,,S. Muhammad misses 2-pt jump shot from 4 ft (block by M. Chalmers),36,33
125,2,7:58.0,Defensive rebound by C. Lee,,36,33
126,2,7:49.0,C. Lee makes 2-pt layup from 1 ft,,38,33
127,2,7:35.0,,K. Martin misses 2-pt jump shot from 12 ft,38,33
128,2,7:34.0,Defensive rebound by Z. Randolph,,38,33
129,2,7:29.0,C. Lee misses 2-pt jump shot from 17 ft,,38,33
130,2,7:28.0,,Defensive rebound by K. Martin,38,33
131,2,7:22.0,,K. Martin makes 2-pt layup from 1 ft,38,35
132,2,7:09.0,Personal foul by Z. LaVine (drawn by M. Chalmers),,38,35
133,2,7:09.0,,A. Miller enters the game for Z. LaVine,38,35
134,2,6:53.0,Z. Randolph makes 2-pt jump shot from 21 ft (assist by M. Chalmers),,40,35
135,2,6:40.0,,Personal foul by C. Lee (drawn by K. Martin),40,35
136,2,6:40.0,J. Green enters the game for J. Green,,40,35
137,2,6:40.0,,Minnesota full timeout,40,35
138,2,6:40.0,,K. Towns enters the game for G. Dieng,40,35
139,2,6:40.0,,A. Wiggins enters the game for S. Muhammad,40,35
140,2,6:30.0,,A. Miller makes 2-pt jump shot from 4 ft,40,37
141,2,6:11.0,Z. Randolph misses 2-pt hook shot from 6 ft,,40,37
142,2,6:09.0,,Defensive rebound by K. Towns,40,37
143,2,5:53.0,,K. Towns makes 2-pt jump shot from 16 ft,40,39
144,2,5:30.0,M. Barnes misses 2-pt jump shot from 5 ft,,40,39
145,2,5:28.0,,Defensive rebound by Team,40,39
146,2,5:28.0,,K. Garnett enters the game for N. Bjelica,40,39
147,2,5:28.0,M. Gasol enters the game for M. Barnes,,40,39
148,2,5:28.0,M. Conley enters the game for C. Lee,,40,39
149,2,5:11.0,,Shooting foul by M. Chalmers (drawn by K. Martin),40,39
150,2,5:11.0,,K. Martin makes free throw 1 of 2,40,40
151,2,5:11.0,,K. Martin makes free throw 2 of 2,40,41
152,2,4:48.0,M. Conley misses 2-pt jump shot from 7 ft (block by K. Towns),,40,41
153,2,4:46.0,Offensive rebound by Team,,40,41
154,2,4:46.0,Turnover by Team (shot clock),,40,41
155,2,4:46.0,,T. Prince enters the game for K. Martin,40,41
156,2,4:35.0,,Turnover by K. Towns (bad pass),40,41
157,2,4:12.0,J. Green misses 2-pt jump shot from 8 ft,,40,41
158,2,4:11.0,Offensive rebound by M. Gasol,,40,41
159,2,4:06.0,Shooting foul by T. Prince (drawn by M. Chalmers),,40,41
160,2,4:06.0,M. Chalmers makes free throw 1 of 2,,41,41
161,2,4:06.0,M. Chalmers makes free throw 2 of 2,,42,41
162,2,3:49.0,,T. Prince misses 2-pt jump shot from 5 ft,42,41
163,2,3:48.0,Defensive rebound by M. Gasol,,42,41
164,2,3:33.0,M. Conley makes 3-pt jump shot from 26 ft (assist by M. Gasol),,45,41
165,2,3:19.0,,A. Wiggins misses 2-pt jump shot from 18 ft,45,41
166,2,3:17.0,Defensive rebound by M. Gasol,,45,41
167,2,3:14.0,Personal foul by A. Wiggins (drawn by J. Green),,45,41
168,2,3:14.0,J. Green enters the game for Z. Randolph,,45,41
169,2,3:14.0,J. Green makes free throw 1 of 2,,46,41
170,2,3:14.0,T. Allen enters the game for M. Chalmers,,46,41
171,2,3:14.0,J. Green makes free throw 2 of 2,,47,41
172,2,2:50.0,,K. Garnett makes 2-pt jump shot from 14 ft (assist by A. Miller),47,43
173,2,2:31.0,M. Gasol makes 2-pt jump shot from 12 ft (assist by J. Green),,49,43
174,2,2:04.0,,Shooting foul by M. Gasol (drawn by K. Towns),49,43
175,2,2:04.0,,Minnesota full timeout,49,43
176,2,2:04.0,,K. Towns makes free throw 1 of 2,49,44
177,2,2:04.0,,K. Towns makes free throw 2 of 2,49,45
178,2,1:51.0,M. Gasol misses 2-pt jump shot from 3 ft,,49,45
179,2,1:50.0,,Defensive rebound by K. Garnett,49,45
180,2,1:43.0,,A. Miller misses 2-pt layup from 2 ft,49,45
181,2,1:42.0,,Offensive rebound by A. Miller,49,45
182,2,1:42.0,,A. Miller misses 2-pt jump shot from 2 ft,49,45
183,2,1:41.0,Defensive rebound by M. Gasol,,49,45
184,2,1:35.0,T. Allen makes 2-pt layup at rim (assist by M. Conley),,51,45
185,2,1:15.0,,A. Wiggins makes 2-pt jump shot from 18 ft (assist by A. Miller),51,47
186,2,0:57.0,J. Green makes 2-pt jump shot from 8 ft,,53,47
187,2,0:44.0,,K. Towns misses 2-pt jump shot from 6 ft (block by M. Gasol),53,47
188,2,0:42.0,Defensive rebound by J. Green,,53,47
189,2,0:37.0,J. Green makes 2-pt layup from 1 ft (assist by T. Allen),,55,47
190,2,0:18.0,,A. Wiggins makes 2-pt layup at rim (assist by K. Garnett),55,49
191,2,0:18.0,,Shooting foul by T. Allen (drawn by A. Wiggins),55,49
192,2,0:18.0,,A. Wiggins misses free throw 1 of 1,55,49
193,2,0:17.0,Defensive rebound by J. Green,,55,49
194,2,0:13.0,Memphis full timeout,,55,49
195,2,0:13.0,C. Lee enters the game for T. Allen,,55,49
196,2,0:03.0,C. Lee misses 2-pt jump shot from 15 ft,,55,49
197,2,0:02.0,,Defensive rebound by A. Miller,55,49
198,2,0:00.0,,A. Miller misses 3-pt jump shot from 73 ft,55,49
199,2,0:00.0,,Offensive rebound by Team,55,49
200,3,11:43.0,,K. Garnett makes 2-pt layup at rim (assist by Z. LaVine),55,51
201,3,11:20.0,Z. Randolph makes 2-pt jump shot from 20 ft (assist by M. Conley),,57,51
202,3,11:04.0,,K. Garnett makes 2-pt jump shot from 21 ft (assist by A. Wiggins),57,53
203,3,10:40.0,M. Gasol misses 2-pt jump shot from 12 ft,,57,53
204,3,10:39.0,,Defensive rebound by Z. LaVine,57,53
205,3,10:30.0,,Z. LaVine makes 2-pt jump shot from 12 ft,57,55
206,3,10:01.0,Z. Randolph misses 2-pt jump shot from 5 ft,,57,55
207,3,10:00.0,,Defensive rebound by K. Towns,57,55
208,3,9:54.0,,Turnover by A. Wiggins (bad pass; steal by T. Allen),57,55
209,3,9:51.0,Turnover by T. Allen (bad pass; steal by K. Garnett),,57,55
210,3,9:40.0,,Z. LaVine makes 3-pt jump shot from 23 ft,57,58
211,3,9:40.0,Memphis full timeout,,57,58
212,3,9:18.0,J. Green misses 2-pt jump shot from 5 ft,,57,58
213,3,9:17.0,Offensive rebound by J. Green,,57,58
214,3,9:17.0,,Violation by K. Garnett (def goaltending),57,58
215,3,9:17.0,J. Green makes 2-pt hook shot from 5 ft,,59,58
216,3,9:04.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by K. Garnett),59,61
217,3,8:53.0,Shooting foul by Z. LaVine (drawn by M. Conley),,59,61
218,3,8:53.0,M. Conley makes free throw 1 of 2,,60,61
219,3,8:53.0,M. Conley misses free throw 2 of 2,,60,61
220,3,8:52.0,,Defensive rebound by K. Towns,60,61
221,3,8:38.0,,K. Towns makes 2-pt jump shot from 19 ft,60,63
222,3,8:17.0,T. Allen makes 2-pt jump shot from 10 ft,,62,63
223,3,8:07.0,,Z. LaVine misses 3-pt jump shot from 25 ft,62,63
224,3,8:05.0,,Offensive rebound by K. Towns,62,63
225,3,7:54.0,,A. Wiggins makes 2-pt jump shot from 22 ft (assist by Z. LaVine),62,65
226,3,7:40.0,Offensive foul by M. Gasol (drawn by K. Towns),,62,65
227,3,7:40.0,Turnover by M. Gasol (offensive foul),,62,65
228,3,7:40.0,,A. Miller enters the game for Z. LaVine,62,65
229,3,7:19.0,,Turnover by A. Miller (bad pass; steal by T. Allen),62,65
230,3,7:18.0,Turnover by T. Allen (lost ball; steal by K. Garnett),,62,65
231,3,6:56.0,,K. Towns misses 2-pt jump shot from 15 ft,62,65
232,3,6:54.0,Defensive rebound by J. Green,,62,65
233,3,6:30.0,J. Green misses 3-pt jump shot from 26 ft,,62,65
234,3,6:29.0,,Defensive rebound by K. Garnett,62,65
235,3,6:17.0,,T. Prince makes 2-pt jump shot from 10 ft (assist by K. Garnett),62,67
236,3,6:17.0,Memphis full timeout,,62,67
237,3,6:17.0,C. Lee enters the game for T. Allen,,62,67
238,3,6:17.0,J. Green enters the game for Z. Randolph,,62,67
239,3,6:17.0,,N. Bjelica enters the game for K. Garnett,62,67
240,3,5:58.0,J. Green makes 3-pt jump shot from 24 ft (assist by M. Conley),,65,67
241,3,5:36.0,,A. Wiggins makes 2-pt jump shot from 6 ft,65,69
242,3,5:21.0,M. Gasol makes 2-pt jump shot from 6 ft,,67,69
243,3,5:08.0,,A. Wiggins misses 2-pt jump shot from 18 ft,67,69
244,3,5:06.0,Defensive rebound by C. Lee,,67,69
245,3,4:46.0,M. Gasol makes 2-pt jump shot from 20 ft (assist by J. Green),,69,69
246,3,4:30.0,,K. Towns misses 2-pt layup from 2 ft (block by J. Green),69,69
247,3,4:29.0,,Offensive rebound by Team,69,69
248,3,4:29.0,,K. Martin enters the game for T. Prince,69,69
249,3,4:29.0,,Minnesota full timeout,69,69
250,3,4:23.0,,A. Wiggins makes 2-pt jump shot from 16 ft,69,71
251,3,3:59.0,M. Gasol misses 2-pt hook shot from 4 ft,,69,71
252,3,3:58.0,,Defensive rebound by A. Miller,69,71
253,3,3:44.0,,K. Martin misses 2-pt jump shot from 11 ft (block by C. Lee),69,71
254,3,3:42.0,Defensive rebound by J. Green,,69,71
255,3,3:37.0,C. Lee makes 3-pt jump shot from 24 ft (assist by J. Green),,72,71
256,3,3:23.0,,K. Martin misses 2-pt layup at rim,72,71
257,3,3:22.0,Defensive rebound by J. Green,,72,71
258,3,3:10.0,J. Green misses 3-pt jump shot from 25 ft,,72,71
259,3,3:08.0,,Defensive rebound by K. Towns,72,71
260,3,2:50.0,,A. Miller makes 2-pt layup from 1 ft (assist by K. Towns),72,73
261,3,2:39.0,J. Green makes 2-pt jump shot at rim (assist by M. Gasol),,74,73
262,3,2:16.0,,K. Towns makes 2-pt hook shot from 8 ft,74,75
263,3,1:57.0,Turnover by M. Gasol (bad pass; steal by A. Miller),,74,75
264,3,1:48.0,,K. Martin misses 2-pt jump shot from 16 ft,74,75
265,3,1:47.0,,Offensive rebound by K. Towns,74,75
266,3,1:47.0,,K. Towns makes 2-pt jump shot from 1 ft,74,77
267,3,1:24.0,M. Gasol makes 2-pt layup from 2 ft,,76,77
268,3,1:11.0,,Turnover by K. Towns (lost ball; steal by M. Conley),76,77
269,3,1:08.0,Personal foul by N. Bjelica (drawn by M. Conley),,76,77
270,3,1:08.0,,G. Dieng enters the game for K. Towns,76,77
271,3,1:08.0,M. Chalmers enters the game for M. Conley,,76,77
272,3,1:08.0,M. Barnes enters the game for J. Green,,76,77
273,3,1:08.0,,S. Muhammad enters the game for A. Wiggins,76,77
274,3,0:55.0,C. Lee makes 2-pt jump shot from 20 ft,,78,77
275,3,0:43.0,,S. Muhammad misses 3-pt jump shot from 24 ft,78,77
276,3,0:42.0,Defensive rebound by M. Gasol,,78,77
277,3,0:27.0,M. Chalmers makes 3-pt jump shot from 24 ft (assist by M. Gasol),,81,77
278,3,0:07.0,,K. Martin makes 2-pt jump shot from 12 ft,81,79
279,3,0:00.0,M. Chalmers misses 3-pt jump shot from 23 ft,,81,79
280,3,0:00.0,Offensive rebound by Team,,81,79
281,4,11:39.0,J. Green misses 2-pt layup from 2 ft,,81,79
282,4,11:38.0,,Defensive rebound by K. Martin,81,79
283,4,11:33.0,,Turnover by K. Martin (lost ball; steal by J. Green),81,79
284,4,11:29.0,J. Green makes 2-pt dunk at rim (assist by M. Chalmers),,83,79
285,4,11:09.0,,K. Martin misses 3-pt jump shot from 24 ft,83,79
286,4,11:08.0,Defensive rebound by M. Barnes,,83,79
287,4,11:03.0,Personal foul by A. Miller (drawn by M. Chalmers),,83,79
288,4,10:47.0,Turnover by J. Green (lost ball; steal by A. Miller),,83,79
289,4,10:45.0,,Turnover by A. Miller (bad pass; steal by C. Lee),83,79
290,4,10:33.0,M. Barnes misses 3-pt jump shot from 24 ft,,83,79
291,4,10:29.0,Offensive rebound by Team,,83,79
292,4,10:22.0,M. Chalmers misses 2-pt layup from 1 ft,,83,79
293,4,10:21.0,,Defensive rebound by G. Dieng,83,79
294,4,9:56.0,,N. Bjelica makes 2-pt jump shot from 17 ft (assist by K. Martin),83,81
295,4,9:33.0,J. Green makes 2-pt layup from 1 ft,,85,81
296,4,9:09.0,,S. Muhammad misses 2-pt jump shot from 7 ft,85,81
297,4,9:08.0,Defensive rebound by J. Green,,85,81
298,4,8:56.0,C. Lee misses 2-pt jump shot from 19 ft,,85,81
299,4,8:55.0,,Defensive rebound by S. Muhammad,85,81
300,4,8:51.0,,Minnesota full timeout,85,81
301,4,8:51.0,,A. Wiggins enters the game for K. Martin,85,81
302,4,8:51.0,T. Allen enters the game for J. Green,,85,81
303,4,8:36.0,,N. Bjelica makes 2-pt dunk at rim (assist by A. Miller),85,83
304,4,8:18.0,T. Allen makes 2-pt jump shot from 15 ft (assist by M. Chalmers),,87,83
305,4,8:01.0,,Shooting foul by M. Barnes (drawn by G. Dieng),87,83
306,4,8:01.0,,G. Dieng makes free throw 1 of 2,87,84
307,4,8:01.0,,Z. LaVine enters the game for A. Miller,87,84
308,4,8:01.0,,G. Dieng makes free throw 2 of 2,87,85
309,4,7:49.0,J. Green misses 2-pt jump shot from 20 ft,,87,85
310,4,7:48.0,,Defensive rebound by S. Muhammad,87,85
311,4,7:48.0,,Personal foul by T. Allen (drawn by S. Muhammad),87,85
312,4,7:48.0,M. Gasol enters the game for M. Barnes,,87,85
313,4,7:35.0,,Z. LaVine misses 3-pt jump shot from 24 ft,87,85
314,4,7:33.0,Defensive rebound by C. Lee,,87,85
315,4,7:12.0,Turnover by M. Chalmers (bad pass),,87,85
316,4,7:07.0,,Offensive foul by G. Dieng (drawn by M. Chalmers),87,85
317,4,7:07.0,,Turnover by G. Dieng (offensive foul),87,85
318,4,7:07.0,M. Conley enters the game for M. Chalmers,,87,85
319,4,6:47.0,Turnover by J. Green (3 sec),,87,85
320,4,6:32.0,,Turnover by G. Dieng (traveling),87,85
321,4,6:32.0,Z. Randolph enters the game for J. Green,,87,85
322,4,6:19.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),,89,85
323,4,6:04.0,,Shooting foul by T. Allen (drawn by A. Wiggins),89,85
324,4,6:04.0,,A. Wiggins makes free throw 1 of 2,89,86
325,4,6:04.0,,K. Towns enters the game for N. Bjelica,89,86
326,4,6:04.0,,K. Garnett enters the game for G. Dieng,89,86
327,4,6:04.0,,A. Wiggins makes free throw 2 of 2,89,87
328,4,5:45.0,M. Conley misses 2-pt jump shot from 5 ft,,89,87
329,4,5:43.0,,Defensive rebound by K. Towns,89,87
330,4,5:39.0,,Turnover by Z. LaVine (lost ball; steal by M. Conley),89,87
331,4,5:34.0,T. Allen misses 2-pt layup from 1 ft,,89,87
332,4,5:33.0,,Defensive rebound by K. Garnett,89,87
333,4,5:27.0,,S. Muhammad makes 2-pt dunk at rim (assist by Z. LaVine),89,89
334,4,5:27.0,Memphis full timeout,,89,89
335,4,5:12.0,M. Conley makes 3-pt jump shot from 24 ft,,92,89
336,4,4:55.0,,Personal foul by C. Lee (drawn by S. Muhammad),92,89
337,4,4:39.0,,K. Towns misses 3-pt jump shot from 30 ft,92,89
338,4,4:38.0,Defensive rebound by C. Lee,,92,89
339,4,4:25.0,M. Conley misses 3-pt jump shot from 25 ft,,92,89
340,4,4:23.0,,Defensive rebound by Team,92,89
341,4,4:03.0,,K. Garnett makes 2-pt jump shot from 16 ft,92,91
342,4,3:38.0,M. Conley makes 2-pt jump shot from 10 ft,,94,91
343,4,3:31.0,,Minnesota full timeout,94,91
344,4,3:31.0,J. Green enters the game for C. Lee,,94,91
345,4,3:19.0,,Turnover by A. Wiggins (lost ball; steal by Z. Randolph),94,91
346,4,3:04.0,M. Conley misses 2-pt layup from 1 ft (block by A. Wiggins),,94,91
347,4,3:03.0,,Defensive rebound by K. Garnett,94,91
348,4,3:00.0,,Shooting foul by M. Gasol (drawn by Z. LaVine),94,91
349,4,3:00.0,,Z. LaVine makes free throw 1 of 2,94,92
350,4,3:00.0,,A. Miller enters the game for S. Muhammad,94,92
351,4,3:00.0,,Z. LaVine makes free throw 2 of 2,94,93
352,4,2:46.0,M. Gasol makes 2-pt jump shot from 12 ft (assist by M. Conley),,96,93
353,4,2:39.0,,Minnesota full timeout,96,93
354,4,2:33.0,,Z. LaVine misses 2-pt jump shot from 18 ft,96,93
355,4,2:32.0,Defensive rebound by Z. Randolph,,96,93
356,4,2:16.0,Z. Randolph makes 2-pt layup from 1 ft,,98,93
357,4,2:00.0,,A. Wiggins misses 3-pt jump shot from 25 ft,98,93
358,4,1:59.0,Defensive rebound by Z. Randolph,,98,93
359,4,1:38.0,J. Green makes 3-pt jump shot from 22 ft (assist by M. Gasol),,101,93
360,4,1:35.0,,Personal foul by J. Green (drawn by Z. LaVine),101,93
361,4,1:35.0,,Z. LaVine makes free throw 1 of 2,101,94
362,4,1:35.0,,Z. LaVine makes free throw 2 of 2,101,95
363,4,1:26.0,Personal foul by A. Miller (drawn by M. Conley),,101,95
364,4,1:14.0,Shooting foul by A. Wiggins (drawn by M. Conley),,101,95
365,4,1:14.0,M. Conley makes free throw 1 of 2,,102,95
366,4,1:14.0,M. Conley misses free throw 2 of 2,,102,95
367,4,1:12.0,,Defensive rebound by K. Towns,102,95
368,4,1:03.0,,Z. LaVine misses 2-pt jump shot from 19 ft,102,95
369,4,1:02.0,Defensive rebound by Z. Randolph,,102,95
370,4,1:02.0,Personal take foul by A. Miller (drawn by Z. Randolph),,102,95
371,4,1:02.0,Z. Randolph makes free throw 1 of 2,,103,95
372,4,1:02.0,,N. Bjelica enters the game for K. Garnett,103,95
373,4,1:02.0,Z. Randolph makes free throw 2 of 2,,104,95
374,4,0:47.0,,Z. LaVine makes 2-pt jump shot from 3 ft,104,97
375,4,0:45.0,Personal take foul by K. Towns (drawn by J. Green),,104,97
376,4,0:45.0,J. Green makes free throw 1 of 2,,105,97
377,4,0:45.0,M. Chalmers enters the game for Z. Randolph,,105,97
378,4,0:45.0,J. Green makes free throw 2 of 2,,106,97
379,4,0:37.0,,A. Miller misses 2-pt jump shot from 15 ft,106,97
380,4,0:36.0,,Offensive rebound by K. Towns,106,97
381,4,0:34.0,,K. Towns makes 2-pt dunk at rim,106,99
382,4,0:32.0,Personal take foul by K. Towns (drawn by M. Chalmers),,106,99
383,4,0:32.0,M. Chalmers makes free throw 1 of 2,,107,99
384,4,0:32.0,M. Chalmers makes free throw 2 of 2,,108,99
