,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DALLAS_ACTION,NEW ORLEANS_SCORE,DALLAS_SCORE
86,1,1:42.0,Defensive rebound by D. Cunningham,,17,19
87,1,1:31.0,Turnover by A. Davis (lost ball),,17,19
88,1,1:22.0,,D. Powell makes 2-pt dunk at rim (assist by R. Felton),17,21
89,1,1:03.0,T. Douglas misses 2-pt jump shot from 18 ft,,17,21
90,1,1:02.0,Offensive rebound by R. Anderson,,17,21
91,1,1:02.0,Personal foul by W. Matthews (drawn by R. Anderson),,17,21
92,1,1:02.0,,J. Anderson enters the game for W. Matthews,17,21
93,1,0:54.0,R. Anderson makes 2-pt jump shot from 14 ft (assist by E. Gordon),,19,21
94,1,0:36.0,,D. Powell makes 2-pt layup at rim (assist by D. Harris),19,23
95,1,0:23.0,A. Davis makes 2-pt jump shot from 16 ft (assist by D. Cunningham),,21,23
96,1,0:02.0,,D. Powell makes 2-pt layup from 1 ft (assist by D. Harris),21,25
97,1,0:02.0,,Shooting foul by T. Douglas (drawn by D. Powell),21,25
98,1,0:02.0,A. Gee enters the game for A. Davis,,21,25
99,1,0:02.0,,J. Evans enters the game for D. Nowitzki,21,25
100,1,0:02.0,,D. Powell makes free throw 1 of 1,21,26
101,1,0:00.0,T. Douglas misses 3-pt jump shot from 48 ft,,21,26
102,1,0:00.0,Offensive rebound by Team,,21,26
103,2,11:42.0,,D. Harris misses 2-pt layup from 3 ft,21,26
104,2,11:41.0,Defensive rebound by T. Douglas,,21,26
105,2,11:26.0,Turnover by A. Gee (bad pass),,21,26
106,2,11:13.0,,D. Harris makes 2-pt layup at rim (assist by J. Barea),21,28
107,2,10:50.0,R. Anderson makes 2-pt layup from 2 ft,,23,28
108,2,10:40.0,,J. Anderson misses 2-pt jump shot from 17 ft,23,28
109,2,10:38.0,Defensive rebound by R. Anderson,,23,28
110,2,10:26.0,Turnover by R. Anderson (lost ball; steal by D. Harris),,23,28
111,2,10:12.0,,D. Harris misses 3-pt jump shot from 23 ft,23,28
112,2,10:11.0,Defensive rebound by I. Smith,,23,28
113,2,10:02.0,I. Smith misses 2-pt jump shot from 6 ft,,23,28
114,2,10:01.0,,Defensive rebound by J. Evans,23,28
115,2,9:44.0,,D. Powell makes 2-pt layup from 1 ft,23,30
116,2,9:22.0,R. Anderson makes 2-pt jump shot from 19 ft,,25,30
117,2,9:08.0,,Shooting block foul by A. Gee (drawn by J. Evans),25,30
118,2,9:08.0,,J. Evans misses free throw 1 of 2,25,30
119,2,9:08.0,,Offensive rebound by Team,25,30
120,2,9:08.0,,J. Evans makes free throw 2 of 2,25,31
121,2,8:56.0,Shooting block foul by D. Powell (drawn by R. Anderson),,25,31
122,2,8:56.0,Official timeout,,25,31
123,2,8:56.0,,W. Matthews enters the game for J. Anderson,25,31
124,2,8:56.0,R. Anderson makes free throw 1 of 2,,26,31
125,2,8:56.0,R. Anderson makes free throw 2 of 2,,27,31
126,2,8:44.0,,J. Evans makes 2-pt dunk at rim (assist by D. Harris),27,33
127,2,8:26.0,L. Babbitt enters the game for A. Gee,,27,33
128,2,8:19.0,I. Smith makes 2-pt jump shot from 14 ft,,29,33
129,2,8:01.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by W. Matthews),29,36
130,2,7:48.0,T. Douglas misses 2-pt jump shot from 8 ft,,29,36
131,2,7:47.0,,Defensive rebound by J. Evans,29,36
132,2,7:25.0,,J. Barea misses 3-pt jump shot from 24 ft,29,36
133,2,7:24.0,Defensive rebound by D. Cunningham,,29,36
134,2,7:15.0,R. Anderson makes 2-pt jump shot from 4 ft,,31,36
135,2,7:00.0,,Personal foul by L. Babbitt (drawn by W. Matthews),31,36
136,2,7:00.0,,D. Nowitzki enters the game for D. Powell,31,36
137,2,7:00.0,,C. Parsons enters the game for W. Matthews,31,36
138,2,7:00.0,A. Davis enters the game for D. Cunningham,,31,36
139,2,7:00.0,E. Gordon enters the game for T. Douglas,,31,36
140,2,6:54.0,,J. Barea misses 2-pt jump shot from 6 ft,31,36
141,2,6:53.0,,Offensive rebound by J. Barea,31,36
142,2,6:47.0,,Personal foul by L. Babbitt (drawn by D. Nowitzki),31,36
143,2,6:40.0,,C. Parsons makes 2-pt dunk at rim (assist by D. Nowitzki),31,38
144,2,6:30.0,A. Davis makes 2-pt dunk at rim (assist by I. Smith),,33,38
145,2,6:09.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,33,38
146,2,6:08.0,Defensive rebound by A. Davis,,33,38
147,2,6:00.0,R. Anderson misses 3-pt jump shot from 24 ft,,33,38
148,2,5:59.0,,Defensive rebound by C. Parsons,33,38
149,2,5:53.0,,Shooting block foul by L. Babbitt (drawn by D. Harris),33,38
150,2,5:53.0,,Dallas full timeout,33,38
151,2,5:53.0,A. Gee enters the game for L. Babbitt,,33,38
152,2,5:53.0,,D. Harris makes free throw 1 of 2,33,39
153,2,5:53.0,,D. Harris makes free throw 2 of 2,33,40
154,2,5:39.0,A. Davis misses 2-pt hook shot from 9 ft,,33,40
155,2,5:38.0,,Defensive rebound by D. Nowitzki,33,40
156,2,5:29.0,,Turnover by J. Barea (bad pass; steal by A. Davis),33,40
157,2,5:17.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by A. Davis),,36,40
158,2,4:50.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,36,40
159,2,4:49.0,Defensive rebound by R. Anderson,,36,40
160,2,4:45.0,,Loose ball foul by D. Harris (drawn by A. Davis),36,40
161,2,4:45.0,,D. Williams enters the game for D. Harris,36,40
162,2,4:45.0,,Z. Pachulia enters the game for J. Evans,36,40
163,2,4:35.0,R. Anderson makes 2-pt jump shot from 18 ft,,38,40
164,2,4:23.0,,J. Barea misses 2-pt layup from 1 ft (block by A. Gee),38,40
165,2,4:22.0,,Offensive rebound by Team,38,40
166,2,4:15.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,38,40
167,2,4:14.0,Defensive rebound by R. Anderson,,38,40
168,2,4:06.0,Offensive foul by R. Anderson (drawn by J. Barea),,38,40
169,2,4:06.0,Turnover by R. Anderson (offensive foul),,38,40
170,2,4:00.0,,Turnover by D. Williams (offensive foul),38,40
171,2,4:00.0,,Offensive foul by D. Williams (drawn by E. Gordon),38,40
172,2,3:47.0,Shooting block foul by D. Williams (drawn by E. Gordon),,38,40
173,2,3:47.0,E. Gordon makes free throw 1 of 2,,39,40
174,2,3:47.0,E. Gordon makes free throw 2 of 2,,40,40
175,2,3:23.0,,D. Williams misses 3-pt jump shot from 23 ft,40,40
176,2,3:23.0,,Offensive rebound by Team,40,40
177,2,3:23.0,,Turnover by Team (shot clock),40,40
178,2,3:12.0,A. Davis misses 3-pt jump shot from 22 ft,,40,40
179,2,3:11.0,Offensive rebound by Team,,40,40
180,2,3:04.0,E. Gordon misses 3-pt jump shot from 24 ft,,40,40
181,2,3:03.0,,Defensive rebound by Z. Pachulia,40,40
182,2,2:53.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,40,40
183,2,2:53.0,Defensive rebound by R. Anderson,,40,40
184,2,2:46.0,A. Davis misses 2-pt hook shot from 8 ft,,40,40
185,2,2:45.0,,Defensive rebound by D. Nowitzki,40,40
186,2,2:36.0,,C. Parsons misses 3-pt jump shot from 22 ft,40,40
187,2,2:35.0,Defensive rebound by I. Smith,,40,40
188,2,2:25.0,A. Gee misses 3-pt jump shot from 22 ft,,40,40
189,2,2:24.0,,Defensive rebound by Z. Pachulia,40,40
190,2,2:19.0,,Shooting foul by E. Gordon (drawn by J. Barea),40,40
191,2,2:19.0,New Orleans full timeout,,40,40
192,2,2:19.0,A. Ajinça enters the game for R. Anderson,,40,40
193,2,2:19.0,,J. Barea makes free throw 1 of 2,40,41
194,2,2:19.0,,J. Barea makes free throw 2 of 2,40,42
195,2,2:06.0,A. Ajinça makes 2-pt jump shot from 18 ft (assist by I. Smith),,42,42
196,2,1:52.0,,Offensive foul by C. Parsons (drawn by A. Gee),42,42
197,2,1:52.0,,Turnover by C. Parsons (offensive foul),42,42
198,2,1:52.0,T. Douglas enters the game for I. Smith,,42,42
199,2,1:39.0,A. Davis makes 2-pt jump shot from 20 ft (assist by T. Douglas),,44,42
200,2,1:24.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,44,42
201,2,1:23.0,Defensive rebound by A. Gee,,44,42
202,2,1:13.0,T. Douglas makes 2-pt jump shot from 10 ft,,46,42
203,2,1:10.0,,Dallas full timeout,46,42
204,2,0:48.0,,J. Barea misses 3-pt jump shot from 25 ft,46,42
205,2,0:46.0,Defensive rebound by A. Ajinça,,46,42
206,2,0:32.0,A. Gee makes 2-pt dunk at rim (assist by T. Douglas),,48,42
207,2,0:13.0,,Turnover by D. Nowitzki (lost ball; steal by A. Gee),48,42
208,2,0:11.0,Personal foul by C. Parsons (drawn by A. Gee),,48,42
209,2,0:11.0,New Orleans full timeout,,48,42
210,2,0:11.0,,D. Harris enters the game for C. Parsons,48,42
211,2,0:11.0,,J. Evans enters the game for D. Nowitzki,48,42
212,2,0:11.0,,W. Matthews enters the game for J. Barea,48,42
213,3,11:41.0,,R. Felton misses 2-pt jump shot from 19 ft (block by I. Smith),48,42
214,3,11:39.0,Defensive rebound by A. Ajinça,,48,42
215,3,11:37.0,A. Davis makes 2-pt layup from 2 ft (assist by I. Smith),,50,42
216,3,11:37.0,Shooting foul by D. Williams (drawn by A. Davis),,50,42
217,3,11:37.0,A. Davis misses free throw 1 of 1,,50,42
218,3,11:37.0,,Defensive rebound by Z. Pachulia,50,42
219,3,11:27.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by D. Williams),50,44
220,3,11:04.0,L. Babbitt misses 3-pt jump shot from 25 ft,,50,44
221,3,11:02.0,,Defensive rebound by Z. Pachulia,50,44
222,3,10:55.0,,D. Williams makes 2-pt layup from 2 ft,50,46
223,3,10:46.0,A. Davis misses 3-pt jump shot from 24 ft,,50,46
224,3,10:45.0,,Defensive rebound by D. Nowitzki,50,46
225,3,10:34.0,,Z. Pachulia misses 2-pt jump shot from 13 ft,50,46
226,3,10:33.0,Defensive rebound by L. Babbitt,,50,46
227,3,10:16.0,L. Babbitt makes 3-pt jump shot from 24 ft (assist by A. Davis),,53,46
228,3,10:03.0,,Shooting foul by E. Gordon (drawn by D. Williams),53,46
229,3,10:03.0,,D. Williams makes free throw 1 of 2,53,47
230,3,10:03.0,,D. Williams makes free throw 2 of 2,53,48
231,3,9:55.0,Turnover by I. Smith (bad pass; steal by Z. Pachulia),,53,48
232,3,9:45.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by Z. Pachulia),53,51
233,3,9:25.0,Personal foul by R. Felton (drawn by E. Gordon),,53,51
234,3,9:16.0,I. Smith misses 2-pt jump shot from 17 ft,,53,51
235,3,9:14.0,,Defensive rebound by D. Williams,53,51
236,3,9:03.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by R. Felton),53,54
237,3,8:55.0,New Orleans full timeout,,53,54
238,3,8:36.0,I. Smith misses 2-pt layup at rim,,53,54
239,3,8:35.0,Offensive rebound by A. Ajinça,,53,54
240,3,8:35.0,A. Ajinça makes 2-pt layup at rim,,55,54
241,3,8:22.0,,Def 3 sec tech foul by A. Ajinça,55,54
242,3,8:22.0,,D. Nowitzki misses technical free throw,55,54
243,3,8:22.0,,Offensive rebound by Team,55,54
244,3,8:07.0,,W. Matthews misses 3-pt jump shot from 25 ft,55,54
245,3,8:06.0,Defensive rebound by A. Davis,,55,54
246,3,7:51.0,E. Gordon makes 2-pt layup from 2 ft,,57,54
247,3,7:40.0,,D. Williams misses 3-pt jump shot from 24 ft,57,54
248,3,7:39.0,Defensive rebound by A. Davis,,57,54
249,3,7:31.0,L. Babbitt misses 2-pt jump shot from 2 ft,,57,54
250,3,7:30.0,,Defensive rebound by Z. Pachulia,57,54
251,3,7:30.0,,Personal foul by L. Babbitt (drawn by Z. Pachulia),57,54
252,3,7:30.0,R. Anderson enters the game for A. Ajinça,,57,54
253,3,7:09.0,,D. Nowitzki makes 2-pt jump shot from 12 ft,57,56
254,3,6:56.0,E. Gordon misses 2-pt layup at rim,,57,56
255,3,6:55.0,,Defensive rebound by Z. Pachulia,57,56
256,3,6:51.0,,Z. Pachulia misses 2-pt layup from 1 ft (block by L. Babbitt),57,56
257,3,6:49.0,Defensive rebound by Team,,57,56
258,3,6:31.0,A. Davis makes 2-pt dunk at rim (assist by E. Gordon),,59,56
259,3,6:16.0,,Personal foul by L. Babbitt (drawn by D. Williams),59,56
260,3,6:16.0,D. Cunningham enters the game for L. Babbitt,,59,56
261,3,6:08.0,,R. Felton misses 3-pt jump shot from 24 ft,59,56
262,3,6:07.0,Defensive rebound by E. Gordon,,59,56
263,3,6:00.0,R. Anderson misses 3-pt jump shot from 25 ft,,59,56
264,3,5:59.0,,Defensive rebound by Z. Pachulia,59,56
265,3,5:53.0,,D. Williams makes 3-pt jump shot from 24 ft,59,59
266,3,5:40.0,E. Gordon misses 3-pt jump shot from 25 ft,,59,59
267,3,5:40.0,,Defensive rebound by Team,59,59
268,3,5:40.0,,D. Powell enters the game for D. Nowitzki,59,59
269,3,5:18.0,,R. Felton makes 2-pt layup at rim,59,61
270,3,5:02.0,Shooting foul by Z. Pachulia (drawn by R. Anderson),,59,61
271,3,5:02.0,R. Anderson makes free throw 1 of 2,,60,61
272,3,5:02.0,R. Anderson makes free throw 2 of 2,,61,61
273,3,4:55.0,,D. Williams misses 2-pt layup from 1 ft,61,61
274,3,4:54.0,Defensive rebound by A. Davis,,61,61
275,3,4:37.0,E. Gordon makes 2-pt jump shot from 19 ft,,63,61
276,3,4:27.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by R. Felton),63,64
277,3,4:07.0,I. Smith misses 2-pt jump shot from 6 ft,,63,64
278,3,4:06.0,,Defensive rebound by D. Powell,63,64
279,3,3:52.0,,D. Williams misses 2-pt jump shot from 12 ft,63,64
280,3,3:51.0,,Offensive rebound by Z. Pachulia,63,64
281,3,3:31.0,,R. Felton misses 2-pt layup from 1 ft (block by R. Anderson),63,64
282,3,3:29.0,,Offensive rebound by D. Powell,63,64
283,3,3:26.0,,W. Matthews misses 3-pt jump shot from 25 ft,63,64
284,3,3:25.0,Defensive rebound by I. Smith,,63,64
285,3,3:18.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by A. Davis),,66,64
286,3,3:17.0,,Dallas full timeout,66,64
287,3,3:17.0,,D. Harris enters the game for W. Matthews,66,64
288,3,3:17.0,T. Douglas enters the game for I. Smith,,66,64
289,3,2:58.0,,Z. Pachulia makes 2-pt layup at rim (assist by D. Powell),66,66
290,3,2:46.0,,Offensive charge foul by A. Davis (drawn by D. Harris),66,66
291,3,2:46.0,Turnover by A. Davis (offensive foul),,66,66
292,3,2:32.0,,D. Powell makes 2-pt layup at rim (assist by D. Harris),66,68
293,3,2:14.0,Personal foul by D. Harris (drawn by R. Anderson),,66,68
294,3,2:14.0,A. Ajinça enters the game for A. Davis,,66,68
295,3,2:06.0,R. Anderson misses 2-pt jump shot from 19 ft,,66,68
296,3,2:05.0,Offensive rebound by A. Ajinça,,66,68
297,3,2:01.0,Turnover by A. Ajinça (bad pass; steal by D. Harris),,66,68
298,3,1:43.0,,Z. Pachulia makes 2-pt jump shot from 10 ft,66,70
299,3,1:21.0,E. Gordon misses 3-pt jump shot from 25 ft,,66,70
300,3,1:20.0,,Defensive rebound by D. Harris,66,70
301,3,1:11.0,,Shooting block foul by A. Ajinça (drawn by Z. Pachulia),66,70
302,3,1:11.0,,Z. Pachulia makes free throw 1 of 2,66,71
303,3,1:11.0,,Z. Pachulia makes free throw 2 of 2,66,72
304,3,0:56.0,R. Anderson makes 2-pt jump shot from 10 ft,,68,72
305,3,0:37.0,,Turnover by D. Harris (bad pass; steal by T. Douglas),68,72
306,3,0:33.0,T. Douglas makes 2-pt layup from 3 ft,,70,72
307,3,0:19.0,,D. Williams misses 2-pt layup from 2 ft,70,72
308,3,0:18.0,Defensive rebound by D. Cunningham,,70,72
309,3,0:02.0,T. Douglas misses 2-pt jump shot from 16 ft,,70,72
310,3,0:01.0,,Defensive rebound by Z. Pachulia,70,72
311,4,11:50.0,A. Ajinça makes 2-pt jump shot from 18 ft (assist by T. Douglas),,72,72
312,4,11:30.0,,Shooting foul by D. Cunningham (drawn by W. Matthews),72,72
313,4,11:30.0,,W. Matthews makes free throw 1 of 2,72,73
314,4,11:30.0,,W. Matthews makes free throw 2 of 2,72,74
315,4,11:16.0,R. Anderson misses 2-pt jump shot from 17 ft,,72,74
316,4,11:15.0,Offensive rebound by D. Cunningham,,72,74
317,4,11:09.0,E. Gordon misses 2-pt jump shot from 19 ft,,72,74
318,4,11:08.0,,Defensive rebound by W. Matthews,72,74
319,4,10:57.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Harris),72,76
320,4,10:36.0,D. Cunningham misses 2-pt jump shot from 17 ft,,72,76
321,4,10:36.0,,Defensive rebound by Team,72,76
322,4,10:36.0,A. Davis enters the game for A. Ajinça,,72,76
323,4,10:20.0,,Turnover by J. Barea (bad pass; steal by E. Gordon),72,76
324,4,10:12.0,E. Gordon misses 3-pt jump shot from 24 ft,,72,76
325,4,10:11.0,,Defensive rebound by D. Harris,72,76
326,4,10:04.0,,W. Matthews makes 2-pt jump shot from 3 ft,72,78
327,4,10:04.0,,Shooting foul by A. Davis (drawn by W. Matthews),72,78
328,4,10:04.0,I. Smith enters the game for E. Gordon,,72,78
329,4,10:04.0,,W. Matthews makes free throw 1 of 1,72,79
330,4,9:43.0,T. Douglas makes 3-pt jump shot from 24 ft,,75,79
331,4,9:31.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Harris),75,82
332,4,9:14.0,D. Cunningham misses 3-pt jump shot from 23 ft,,75,82
333,4,9:13.0,,Defensive rebound by D. Powell,75,82
334,4,8:56.0,,D. Nowitzki makes 2-pt layup from 1 ft,75,84
335,4,8:50.0,New Orleans full timeout,,75,84
336,4,8:34.0,I. Smith misses 2-pt jump shot from 19 ft,,75,84
337,4,8:33.0,,Defensive rebound by D. Powell,75,84
338,4,8:15.0,,D. Harris makes 2-pt jump shot from 5 ft,75,86
339,4,8:15.0,,Shooting foul by R. Anderson (drawn by D. Harris),75,86
340,4,8:15.0,E. Gordon enters the game for I. Smith,,75,86
341,4,8:15.0,L. Babbitt enters the game for D. Cunningham,,75,86
342,4,8:15.0,,D. Harris misses free throw 1 of 1,75,86
343,4,8:14.0,Defensive rebound by L. Babbitt,,75,86
344,4,8:04.0,Shooting foul by D. Powell (drawn by A. Davis),,75,86
345,4,8:04.0,A. Davis misses free throw 1 of 2,,75,86
346,4,8:04.0,Offensive rebound by Team,,75,86
347,4,8:04.0,A. Davis makes free throw 2 of 2,,76,86
348,4,7:50.0,,J. Barea makes 2-pt jump shot from 3 ft,76,88
349,4,7:50.0,,Shooting block foul by T. Douglas (drawn by J. Barea),76,88
350,4,7:50.0,,J. Barea makes free throw 1 of 1,76,89
351,4,7:39.0,Shooting foul by D. Powell (drawn by A. Davis),,76,89
352,4,7:39.0,A. Davis makes free throw 1 of 2,,77,89
353,4,7:39.0,A. Davis makes free throw 2 of 2,,78,89
354,4,7:19.0,,D. Nowitzki makes 2-pt jump shot from 9 ft,78,91
355,4,7:07.0,A. Davis misses 2-pt jump shot from 4 ft (block by D. Powell),,78,91
356,4,7:06.0,,Defensive rebound by D. Nowitzki,78,91
357,4,7:00.0,,D. Powell makes 2-pt layup at rim (assist by D. Nowitzki),78,93
358,4,7:00.0,New Orleans full timeout,,78,93
359,4,7:00.0,,J. Evans enters the game for D. Nowitzki,78,93
360,4,6:48.0,A. Davis makes 2-pt jump shot from 6 ft,,80,93
361,4,6:29.0,,J. Barea misses 2-pt jump shot from 16 ft,80,93
362,4,6:28.0,Defensive rebound by R. Anderson,,80,93
363,4,6:24.0,Offensive foul by A. Davis (drawn by D. Powell),,80,93
364,4,6:24.0,Turnover by A. Davis (offensive foul),,80,93
365,4,6:05.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by W. Matthews),80,96
366,4,5:51.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by A. Davis),,83,96
367,4,5:38.0,,W. Matthews misses 2-pt jump shot from 18 ft,83,96
368,4,5:37.0,Defensive rebound by E. Gordon,,83,96
369,4,5:32.0,A. Davis misses 2-pt hook shot from 9 ft (block by J. Evans),,83,96
370,4,5:32.0,Offensive rebound by Team,,83,96
371,4,5:32.0,I. Smith enters the game for L. Babbitt,,83,96
372,4,5:29.0,I. Smith makes 2-pt layup from 1 ft (assist by R. Anderson),,85,96
373,4,5:10.0,,D. Powell makes 2-pt layup at rim (assist by J. Barea),85,98
374,4,4:59.0,R. Anderson misses 3-pt jump shot from 24 ft,,85,98
375,4,4:58.0,,Defensive rebound by D. Powell,85,98
376,4,4:53.0,,Dallas full timeout,85,98
377,4,4:53.0,,D. Williams enters the game for W. Matthews,85,98
378,4,4:38.0,,D. Harris misses 3-pt jump shot from 24 ft,85,98
379,4,4:38.0,Defensive rebound by R. Anderson,,85,98
380,4,4:27.0,Personal foul by D. Powell (drawn by A. Davis),,85,98
381,4,4:14.0,I. Smith misses 2-pt layup at rim,,85,98
382,4,4:13.0,Offensive rebound by A. Davis,,85,98
383,4,4:13.0,A. Davis makes 2-pt dunk at rim,,87,98
384,4,4:03.0,,J. Barea makes 2-pt jump shot from 7 ft,87,100
