,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW YORK_ACTION,LA LAKERS_SCORE,NEW YORK_SCORE
0,1,11:39.0,,J. Calderón makes 2-pt jump shot from 18 ft,0,2
1,1,11:12.0,J. Randle misses 2-pt jump shot from 15 ft,,0,2
2,1,11:11.0,,Defensive rebound by S. Vujačić,0,2
3,1,10:55.0,,K. Porziņģis misses 2-pt jump shot from 16 ft,0,2
4,1,10:54.0,Defensive rebound by K. Bryant,,0,2
5,1,10:46.0,K. Bryant misses 2-pt jump shot from 20 ft,,0,2
6,1,10:45.0,,Defensive rebound by S. Vujačić,0,2
7,1,10:29.0,,J. Calderón misses 3-pt jump shot from 22 ft,0,2
8,1,10:28.0,Defensive rebound by Team,,0,2
9,1,10:28.0,,Loose ball foul by K. Porziņģis (drawn by J. Randle),0,2
10,1,10:05.0,R. Hibbert makes 2-pt jump shot from 9 ft,,2,2
11,1,9:54.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by R. Lopez),2,5
12,1,9:40.0,R. Hibbert misses 2-pt jump shot from 18 ft,,2,5
13,1,9:39.0,,Defensive rebound by C. Anthony,2,5
14,1,9:23.0,,C. Anthony misses 2-pt jump shot from 19 ft,2,5
15,1,9:22.0,,Offensive rebound by K. Porziņģis,2,5
16,1,9:21.0,,Shooting foul by R. Hibbert (drawn by K. Porziņģis),2,5
17,1,9:21.0,,K. Porziņģis makes free throw 1 of 2,2,6
18,1,9:21.0,,K. Porziņģis makes free throw 2 of 2,2,7
19,1,9:12.0,K. Bryant misses 3-pt jump shot from 24 ft,,2,7
20,1,9:11.0,,Defensive rebound by C. Anthony,2,7
21,1,8:57.0,,S. Vujačić makes 3-pt jump shot from 23 ft (assist by K. Porziņģis),2,10
22,1,8:41.0,D. Russell makes 2-pt jump shot from 11 ft,,4,10
23,1,8:41.0,Shooting foul by J. Calderón (drawn by D. Russell),,4,10
24,1,8:41.0,D. Russell misses free throw 1 of 1,,4,10
25,1,8:41.0,,Defensive rebound by K. Porziņģis,4,10
26,1,8:33.0,,Personal foul by D. Russell (drawn by J. Calderón),4,10
27,1,8:27.0,,C. Anthony misses 2-pt jump shot from 11 ft,4,10
28,1,8:26.0,Defensive rebound by J. Randle,,4,10
29,1,8:18.0,J. Randle makes 2-pt jump shot from 15 ft,,6,10
30,1,8:00.0,,K. Porziņģis misses 2-pt jump shot from 9 ft,6,10
31,1,7:58.0,,Offensive rebound by Team,6,10
32,1,7:56.0,,S. Vujačić misses 2-pt jump shot from 19 ft,6,10
33,1,7:55.0,,Offensive rebound by J. Calderón,6,10
34,1,7:46.0,,Turnover by C. Anthony (lost ball; steal by K. Bryant),6,10
35,1,7:40.0,J. Clarkson makes 2-pt layup from 1 ft,,8,10
36,1,7:30.0,,C. Anthony makes 2-pt jump shot from 18 ft,8,12
37,1,7:18.0,D. Russell misses 2-pt jump shot from 15 ft,,8,12
38,1,7:17.0,,Defensive rebound by J. Calderón,8,12
39,1,7:05.0,,J. Calderón misses 2-pt jump shot from 19 ft,8,12
40,1,7:04.0,Defensive rebound by Team,,8,12
41,1,6:52.0,Personal foul by C. Anthony (drawn by K. Bryant),,8,12
42,1,6:41.0,J. Randle misses 2-pt jump shot from 11 ft,,8,12
43,1,6:40.0,,Defensive rebound by C. Anthony,8,12
44,1,6:35.0,,Shooting foul by J. Randle (drawn by K. Porziņģis),8,12
45,1,6:35.0,,K. Porziņģis misses free throw 1 of 2,8,12
46,1,6:35.0,,Offensive rebound by Team,8,12
47,1,6:35.0,,K. Porziņģis makes free throw 2 of 2,8,13
48,1,6:26.0,Turnover by J. Clarkson (bad pass; steal by S. Vujačić),,8,13
49,1,6:19.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,8,13
50,1,6:18.0,Defensive rebound by R. Hibbert,,8,13
51,1,6:07.0,Shooting foul by K. Porziņģis (drawn by R. Hibbert),,8,13
52,1,6:07.0,R. Hibbert makes free throw 1 of 2,,9,13
53,1,6:07.0,,K. O'Quinn enters the game for K. Porziņģis,9,13
54,1,6:07.0,R. Hibbert misses free throw 2 of 2,,9,13
55,1,6:05.0,Offensive rebound by Team,,9,13
56,1,6:02.0,J. Clarkson makes 2-pt jump shot from 20 ft (assist by K. Bryant),,11,13
57,1,5:43.0,,J. Calderón makes 3-pt jump shot from 23 ft (assist by R. Lopez),11,16
58,1,5:28.0,K. Bryant makes 2-pt jump shot from 22 ft (assist by D. Russell),,13,16
59,1,5:22.0,,New York full timeout,13,16
60,1,5:22.0,L. Williams enters the game for D. Russell,,13,16
61,1,5:11.0,,S. Vujačić misses 2-pt jump shot from 15 ft,13,16
62,1,5:10.0,Defensive rebound by J. Randle,,13,16
63,1,4:58.0,K. Bryant makes 2-pt jump shot from 17 ft,,15,16
64,1,4:42.0,,S. Vujačić misses 3-pt jump shot from 23 ft,15,16
65,1,4:41.0,,Offensive rebound by Team,15,16
66,1,4:41.0,,D. Williams enters the game for K. O'Quinn,15,16
67,1,4:41.0,,J. Grant enters the game for S. Vujačić,15,16
