,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
195,2,2:29.0,M. Belinelli enters the game for R. Gay,,35,42
196,2,2:29.0,,D. Nowitzki enters the game for C. Parsons,35,42
197,2,2:22.0,B. McLemore makes 2-pt layup from 2 ft (assist by D. Collison),,37,42
198,2,2:03.0,,Personal foul by M. Belinelli (drawn by D. Nowitzki),37,42
199,2,2:03.0,Q. Acy enters the game for B. McLemore,,37,42
200,2,1:57.0,,Personal foul by Q. Acy (drawn by D. Nowitzki),37,42
201,2,1:57.0,,D. Nowitzki makes free throw 1 of 2,37,43
202,2,1:57.0,,D. Nowitzki makes free throw 2 of 2,37,44
203,2,1:36.0,Q. Acy makes 2-pt jump shot from 4 ft (assist by D. Collison),,39,44
204,2,1:12.0,,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by D. Williams),39,46
205,2,0:47.0,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),,41,46
206,2,0:37.0,,D. Williams makes 3-pt jump shot from 24 ft,41,49
207,2,0:24.0,Shooting foul by D. Nowitzki (drawn by Q. Acy),,41,49
208,2,0:24.0,Q. Acy makes free throw 1 of 2,,42,49
209,2,0:24.0,J. Anderson enters the game for S. Curry,,42,49
210,2,0:24.0,Q. Acy makes free throw 2 of 2,,43,49
211,2,0:03.0,,J. Barea misses 2-pt hook shot from 9 ft,43,49
212,2,0:01.0,Defensive rebound by D. Cousins,,43,49
213,2,0:01.0,D. Cousins misses 3-pt jump shot from 41 ft,,43,49
214,2,0:00.0,Offensive rebound by Team,,43,49
215,3,11:38.0,,C. Parsons makes 3-pt jump shot from 22 ft (assist by W. Matthews),43,52
216,3,11:15.0,Turnover by D. Cousins (lost ball; steal by Z. Pachulia),,43,52
217,3,11:09.0,,D. Williams misses 3-pt jump shot from 24 ft,43,52
218,3,11:08.0,Defensive rebound by D. Cousins,,43,52
219,3,10:50.0,D. Cousins makes 2-pt layup from 1 ft,,45,52
220,3,10:37.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by W. Matthews),45,55
221,3,10:15.0,B. McLemore misses 3-pt jump shot from 22 ft,,45,55
222,3,10:13.0,,Defensive rebound by C. Parsons,45,55
223,3,10:02.0,,Z. Pachulia misses 2-pt jump shot from 18 ft,45,55
224,3,10:01.0,Defensive rebound by Q. Acy,,45,55
225,3,9:53.0,D. Cousins makes 2-pt jump shot from 5 ft,,47,55
226,3,9:53.0,Shooting foul by Z. Pachulia (drawn by D. Cousins),,47,55
227,3,9:53.0,D. Cousins misses free throw 1 of 1,,47,55
228,3,9:52.0,,Defensive rebound by Z. Pachulia,47,55
229,3,9:40.0,,Turnover by C. Parsons (bad pass; steal by R. Gay),47,55
230,3,9:37.0,R. Gay makes 2-pt layup at rim,,49,55
231,3,9:15.0,,Shooting foul by Q. Acy (drawn by C. Parsons),49,55
232,3,9:15.0,,C. Parsons makes free throw 1 of 2,49,56
233,3,9:15.0,,C. Parsons makes free throw 2 of 2,49,57
234,3,9:03.0,D. Cousins makes 2-pt jump shot from 10 ft,,51,57
235,3,8:51.0,,Turnover by D. Williams (bad pass; steal by Q. Acy),51,57
236,3,8:39.0,D. Cousins misses 3-pt jump shot from 25 ft,,51,57
237,3,8:39.0,,Defensive rebound by D. Nowitzki,51,57
238,3,8:22.0,,W. Matthews makes 2-pt jump shot from 14 ft,51,59
239,3,8:08.0,Q. Acy makes 2-pt dunk at rim (assist by B. McLemore),,53,59
240,3,8:08.0,Shooting foul by D. Williams (drawn by Q. Acy),,53,59
241,3,8:08.0,,R. Felton enters the game for C. Parsons,53,59
242,3,8:08.0,Q. Acy makes free throw 1 of 1,,54,59
243,3,7:54.0,,W. Matthews makes 2-pt hook shot from 5 ft,54,61
244,3,7:33.0,Turnover by D. Cousins (lost ball; steal by W. Matthews),,54,61
245,3,7:28.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by R. Felton),54,64
246,3,7:27.0,Sacramento full timeout,,54,64
247,3,7:27.0,M. Belinelli enters the game for Q. Acy,,54,64
248,3,7:08.0,R. Gay makes 2-pt jump shot from 11 ft,,56,64
249,3,6:41.0,,W. Matthews makes 2-pt jump shot from 20 ft,56,66
250,3,6:30.0,D. Collison makes 2-pt jump shot from 21 ft,,58,66
251,3,6:18.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,58,66
252,3,6:17.0,Defensive rebound by D. Cousins,,58,66
253,3,6:09.0,D. Collison misses 3-pt jump shot from 25 ft,,58,66
254,3,6:08.0,,Defensive rebound by R. Felton,58,66
255,3,5:55.0,,W. Matthews misses 2-pt jump shot from 7 ft,58,66
256,3,5:54.0,Defensive rebound by D. Cousins,,58,66
257,3,5:54.0,,Loose ball foul by Z. Pachulia (drawn by D. Cousins),58,66
258,3,5:54.0,,C. Parsons enters the game for D. Nowitzki,58,66
259,3,5:54.0,,J. McGee enters the game for Z. Pachulia,58,66
260,3,5:40.0,M. Belinelli misses 2-pt jump shot from 20 ft,,58,66
261,3,5:39.0,,Defensive rebound by J. McGee,58,66
262,3,5:30.0,,R. Felton misses 2-pt jump shot from 8 ft,58,66
263,3,5:29.0,,Offensive rebound by J. McGee,58,66
264,3,5:24.0,,Turnover by D. Williams (lost ball; steal by D. Collison),58,66
265,3,5:20.0,R. Gay makes 2-pt dunk at rim (assist by D. Collison),,60,66
266,3,5:04.0,,Def 3 sec tech foul by R. Gay,60,66
267,3,5:04.0,,D. Williams makes technical free throw,60,67
268,3,5:04.0,S. Curry enters the game for B. McLemore,,60,67
269,3,4:52.0,,Turnover by D. Williams (bad pass; steal by D. Cousins),60,67
270,3,4:47.0,R. Gay misses 2-pt layup from 1 ft,,60,67
271,3,4:46.0,,Defensive rebound by W. Matthews,60,67
272,3,4:38.0,,R. Felton makes 2-pt layup at rim,60,69
273,3,4:16.0,Shooting foul by C. Parsons (drawn by R. Gay),,60,69
274,3,4:16.0,R. Gay makes free throw 1 of 2,,61,69
275,3,4:16.0,R. Gay makes free throw 2 of 2,,62,69
276,3,3:57.0,,J. McGee misses 2-pt jump shot from 14 ft,62,69
277,3,3:56.0,Defensive rebound by M. Belinelli,,62,69
278,3,3:46.0,D. Cousins misses 2-pt jump shot from 4 ft,,62,69
279,3,3:45.0,Offensive rebound by D. Cousins,,62,69
280,3,3:44.0,D. Cousins makes 2-pt layup from 1 ft,,64,69
281,3,3:43.0,,Dallas full timeout,64,69
282,3,3:43.0,,D. Harris enters the game for D. Williams,64,69
283,3,3:43.0,J. Anderson enters the game for R. Gay,,64,69
284,3,3:30.0,,J. McGee makes 2-pt jump shot from 5 ft,64,71
285,3,3:14.0,D. Collison makes 2-pt jump shot from 9 ft,,66,71
286,3,3:14.0,Shooting foul by D. Harris (drawn by D. Collison),,66,71
287,3,3:14.0,D. Collison misses free throw 1 of 1,,66,71
288,3,3:13.0,,Defensive rebound by R. Felton,66,71
289,3,3:06.0,,J. McGee makes 2-pt dunk at rim (assist by D. Harris),66,73
290,3,2:50.0,M. Belinelli makes 2-pt jump shot from 17 ft,,68,73
291,3,2:35.0,,C. Parsons misses 2-pt layup from 3 ft,68,73
292,3,2:34.0,Defensive rebound by D. Cousins,,68,73
293,3,2:30.0,Turnover by D. Cousins (bad pass; steal by D. Harris),,68,73
294,3,2:14.0,K. Koufos enters the game for D. Cousins,,68,73
295,3,2:14.0,,J. Barea enters the game for W. Matthews,68,73
296,3,2:14.0,,D. Nowitzki enters the game for C. Parsons,68,73
297,3,2:08.0,,Turnover by R. Felton (lost ball; steal by S. Curry),68,73
298,3,2:02.0,M. Belinelli misses 3-pt jump shot from 24 ft,,68,73
299,3,2:01.0,,Defensive rebound by J. McGee,68,73
300,3,1:36.0,,D. Harris makes 3-pt jump shot from 22 ft (assist by J. Barea),68,76
301,3,1:14.0,M. Belinelli misses 3-pt jump shot from 24 ft,,68,76
302,3,1:13.0,,Defensive rebound by J. McGee,68,76
303,3,0:54.0,,D. Nowitzki misses 2-pt jump shot from 8 ft,68,76
304,3,0:53.0,Defensive rebound by M. Belinelli,,68,76
305,3,0:49.0,D. Collison makes 2-pt layup from 1 ft,,70,76
306,3,0:27.0,,J. McGee makes 2-pt dunk at rim (assist by J. Barea),70,78
307,3,0:06.0,D. Collison misses 2-pt jump shot from 14 ft,,70,78
308,3,0:05.0,Offensive rebound by S. Curry,,70,78
309,3,0:01.0,J. Anderson misses 2-pt jump shot from 16 ft,,70,78
310,3,0:00.0,,Defensive rebound by J. McGee,70,78
311,4,11:44.0,Offensive foul by S. Curry (drawn by J. Barea),,70,78
312,4,11:44.0,Turnover by S. Curry (offensive foul),,70,78
313,4,11:33.0,,Shooting foul by J. Anderson (drawn by D. Nowitzki),70,78
314,4,11:33.0,,D. Nowitzki makes free throw 1 of 2,70,79
315,4,11:33.0,,D. Nowitzki misses free throw 2 of 2,70,79
316,4,11:31.0,Defensive rebound by R. Gay,,70,79
317,4,11:10.0,R. Gay makes 2-pt jump shot from 13 ft (assist by J. Anderson),,72,79
318,4,10:57.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,72,79
319,4,10:56.0,,Offensive rebound by Team,72,79
320,4,10:56.0,D. Cousins enters the game for J. Anderson,,72,79
321,4,10:44.0,,D. Nowitzki misses 2-pt jump shot from 21 ft,72,79
322,4,10:43.0,Defensive rebound by M. Belinelli,,72,79
323,4,10:36.0,Offensive foul by K. Koufos (drawn by D. Nowitzki),,72,79
324,4,10:36.0,Turnover by K. Koufos (offensive foul),,72,79
325,4,10:24.0,,J. Barea misses 2-pt jump shot from 10 ft,72,79
326,4,10:23.0,Defensive rebound by M. Belinelli,,72,79
327,4,10:23.0,,Loose ball foul by J. McGee (drawn by D. Cousins),72,79
328,4,10:23.0,,Z. Pachulia enters the game for J. McGee,72,79
329,4,10:11.0,S. Curry misses 3-pt jump shot from 24 ft,,72,79
330,4,10:10.0,,Defensive rebound by Z. Pachulia,72,79
331,4,10:02.0,,Turnover by R. Felton (lost ball; steal by M. Belinelli),72,79
332,4,10:02.0,Personal foul by R. Felton (drawn by K. Koufos),,72,79
333,4,10:02.0,,D. Williams enters the game for R. Felton,72,79
334,4,9:46.0,R. Gay makes 2-pt layup at rim (assist by D. Cousins),,74,79
335,4,9:31.0,,Turnover by Z. Pachulia (bad pass; steal by D. Cousins),74,79
336,4,9:29.0,Personal foul by D. Nowitzki (drawn by M. Belinelli),,74,79
337,4,9:24.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by S. Curry),,77,79
338,4,9:03.0,,J. Barea makes 3-pt jump shot from 24 ft,77,82
339,4,8:43.0,Turnover by D. Cousins (lost ball),,77,82
340,4,8:43.0,Official timeout,,77,82
341,4,8:43.0,,C. Parsons enters the game for D. Harris,77,82
342,4,8:34.0,,Turnover by J. Barea (bad pass; steal by S. Curry),77,82
343,4,8:27.0,R. Gay makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,80,82
344,4,8:05.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,80,82
345,4,8:04.0,Defensive rebound by D. Cousins,,80,82
346,4,7:48.0,Offensive foul by D. Cousins (drawn by C. Parsons),,80,82
347,4,7:48.0,Turnover by D. Cousins (offensive foul),,80,82
348,4,7:35.0,,D. Williams misses 2-pt jump shot from 16 ft,80,82
349,4,7:34.0,Defensive rebound by K. Koufos,,80,82
350,4,7:19.0,S. Curry misses 2-pt layup from 2 ft,,80,82
351,4,7:18.0,,Defensive rebound by Z. Pachulia,80,82
352,4,7:09.0,,Turnover by J. Barea (bad pass; steal by D. Cousins),80,82
353,4,7:00.0,Personal foul by Z. Pachulia (drawn by R. Gay),,80,82
354,4,7:00.0,,W. Matthews enters the game for J. Barea,80,82
355,4,7:00.0,D. Collison enters the game for K. Koufos,,80,82
356,4,6:49.0,R. Gay misses 2-pt jump shot from 12 ft,,80,82
357,4,6:48.0,,Defensive rebound by C. Parsons,80,82
358,4,6:31.0,,Shooting foul by D. Collison (drawn by D. Williams),80,82
359,4,6:31.0,,D. Williams misses free throw 1 of 2,80,82
360,4,6:31.0,,Offensive rebound by Team,80,82
361,4,6:31.0,,D. Williams makes free throw 2 of 2,80,83
362,4,6:15.0,D. Cousins makes 2-pt layup at rim,,82,83
363,4,5:53.0,,D. Nowitzki misses 2-pt jump shot from 13 ft,82,83
364,4,5:53.0,,Offensive rebound by Z. Pachulia,82,83
365,4,5:53.0,,Shooting foul by S. Curry (drawn by Z. Pachulia),82,83
366,4,5:53.0,,Dallas full timeout,82,83
367,4,5:53.0,,R. Felton enters the game for D. Nowitzki,82,83
368,4,5:53.0,,Z. Pachulia misses free throw 1 of 2,82,83
369,4,5:53.0,,Offensive rebound by Team,82,83
370,4,5:53.0,,Z. Pachulia makes free throw 2 of 2,82,84
371,4,5:36.0,Turnover by D. Cousins (lost ball; steal by Z. Pachulia),,82,84
372,4,5:21.0,,W. Matthews misses 3-pt jump shot from 24 ft,82,84
373,4,5:20.0,Defensive rebound by M. Belinelli,,82,84
374,4,5:08.0,D. Cousins misses 3-pt jump shot from 24 ft,,82,84
375,4,5:07.0,,Defensive rebound by C. Parsons,82,84
376,4,4:42.0,,W. Matthews misses 2-pt jump shot from 22 ft,82,84
377,4,4:41.0,Defensive rebound by M. Belinelli,,82,84
378,4,4:21.0,R. Gay makes 2-pt jump shot from 13 ft,,84,84
379,4,4:05.0,,D. Williams misses 3-pt jump shot from 23 ft,84,84
380,4,4:04.0,Defensive rebound by D. Cousins,,84,84
381,4,3:47.0,D. Cousins makes 2-pt layup at rim,,86,84
382,4,3:46.0,,Dallas full timeout,86,84
383,4,3:46.0,,D. Nowitzki enters the game for C. Parsons,86,84
384,4,3:28.0,,W. Matthews makes 2-pt jump shot from 8 ft (assist by D. Nowitzki),86,86
