,QUARTER,TIME_REMAINING,DETROIT_ACTION,PORTLAND_ACTION,DETROIT_SCORE,PORTLAND_SCORE
311,4,10:55.0,,Turnover by M. Harkless (bad pass; steal by K. Caldwell-Pope),81,94
312,4,10:48.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,81,94
313,4,10:47.0,Offensive rebound by A. Baynes,,81,94
314,4,10:41.0,M. Morris misses 3-pt jump shot from 25 ft,,81,94
315,4,10:40.0,,Defensive rebound by C. McCollum,81,94
316,4,10:36.0,,Turnover by A. Aminu (bad pass; steal by K. Caldwell-Pope),81,94
317,4,10:28.0,M. Morris misses 3-pt jump shot from 24 ft,,81,94
318,4,10:26.0,,Defensive rebound by A. Aminu,81,94
319,4,10:06.0,,Turnover by A. Crabbe (lost ball; steal by M. Morris),81,94
320,4,10:02.0,Turnover by M. Morris (bad pass; steal by C. McCollum),,81,94
321,4,9:51.0,,Personal foul by S. Blake (drawn by C. McCollum),81,94
322,4,9:51.0,,M. Leonard enters the game for A. Aminu,81,94
323,4,9:45.0,,C. McCollum misses 3-pt jump shot from 25 ft,81,94
324,4,9:44.0,Defensive rebound by A. Baynes,,81,94
325,4,9:33.0,Shooting foul by M. Leonard (drawn by A. Baynes),,81,94
326,4,9:33.0,A. Baynes makes free throw 1 of 2,,82,94
327,4,9:33.0,A. Baynes makes free throw 2 of 2,,83,94
328,4,9:19.0,,Turnover by M. Harkless (lost ball; steal by M. Morris),83,94
329,4,9:15.0,M. Morris makes 2-pt dunk at rim,,85,94
330,4,9:15.0,,Portland full timeout,85,94
331,4,9:15.0,,D. Lillard enters the game for C. McCollum,85,94
332,4,9:15.0,R. Jackson enters the game for S. Blake,,85,94
333,4,9:04.0,,Turnover by D. Lillard (lost ball),85,94
334,4,8:46.0,R. Jackson misses 2-pt jump shot from 13 ft,,85,94
335,4,8:45.0,,Defensive rebound by D. Lillard,85,94
336,4,8:40.0,,D. Lillard misses 3-pt jump shot from 24 ft,85,94
337,4,8:37.0,,Offensive rebound by M. Harkless,85,94
338,4,8:37.0,,M. Harkless misses 2-pt layup at rim,85,94
339,4,8:37.0,,Offensive rebound by Team,85,94
340,4,8:33.0,,A. Crabbe makes 2-pt jump shot from 17 ft (assist by E. Davis),85,96
341,4,8:18.0,A. Tolliver misses 3-pt jump shot from 26 ft,,85,96
342,4,8:18.0,,Defensive rebound by A. Crabbe,85,96
343,4,8:09.0,,E. Davis misses 2-pt dunk at rim,85,96
344,4,8:08.0,Defensive rebound by A. Baynes,,85,96
345,4,8:01.0,R. Jackson makes 2-pt jump shot from 20 ft,,87,96
346,4,8:01.0,,Technical foul by E. Davis,87,96
347,4,8:01.0,,Technical foul by E. Davis,87,96
348,4,8:01.0,,M. Plumlee enters the game for E. Davis,87,96
349,4,8:01.0,R. Jackson makes technical free throw,,88,96
350,4,8:01.0,R. Jackson makes technical free throw,,89,96
351,4,8:01.0,A. Drummond enters the game for A. Baynes,,89,96
352,4,7:47.0,,D. Lillard misses 3-pt jump shot from 27 ft,89,96
353,4,7:46.0,,Offensive rebound by M. Plumlee,89,96
354,4,7:38.0,,Flagrant foul type 1 by M. Morris (drawn by M. Plumlee),89,96
355,4,7:38.0,,M. Plumlee misses flagrant free throw 1 of 2,89,96
356,4,7:38.0,,Offensive rebound by Team,89,96
357,4,7:38.0,,M. Plumlee misses flagrant free throw 2 of 2,89,96
358,4,7:38.0,,Offensive rebound by Team,89,96
359,4,7:33.0,,Shooting foul by K. Caldwell-Pope (drawn by D. Lillard),89,96
360,4,7:33.0,,D. Lillard makes free throw 1 of 2,89,97
361,4,7:33.0,,D. Lillard makes free throw 2 of 2,89,98
362,4,7:18.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by M. Morris),,92,98
363,4,7:02.0,,Turnover by D. Lillard (lost ball; steal by M. Morris),92,98
364,4,7:02.0,Detroit full timeout,,92,98
365,4,7:02.0,,C. McCollum enters the game for A. Crabbe,92,98
366,4,7:02.0,,A. Aminu enters the game for M. Harkless,92,98
367,4,6:46.0,R. Jackson makes 2-pt jump shot from 17 ft,,94,98
368,4,6:20.0,,Turnover by Team (shot clock),94,98
369,4,6:05.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,94,98
370,4,6:04.0,,Defensive rebound by A. Aminu,94,98
371,4,6:02.0,,Turnover by A. Aminu (bad pass; steal by K. Caldwell-Pope),94,98
372,4,5:58.0,K. Caldwell-Pope misses 2-pt layup at rim,,94,98
373,4,5:52.0,Offensive rebound by A. Drummond,,94,98
374,4,5:52.0,A. Drummond makes 2-pt layup at rim,,96,98
375,4,5:38.0,,Turnover by M. Plumlee (lost ball; steal by A. Drummond),96,98
376,4,5:28.0,Personal foul by C. McCollum (drawn by R. Jackson),,96,98
377,4,5:21.0,R. Jackson makes 2-pt jump shot from 6 ft,,98,98
378,4,4:57.0,,A. Aminu misses 3-pt jump shot from 28 ft,98,98
