,QUARTER,TIME_REMAINING,NEW YORK_ACTION,BROOKLYN_ACTION,NEW YORK_SCORE,BROOKLYN_SCORE
0,1,11:43.0,,J. Johnson misses 2-pt jump shot from 14 ft,0,0
1,1,11:42.0,Defensive rebound by K. Porziņģis,,0,0
2,1,11:20.0,K. Porziņģis misses 2-pt jump shot from 13 ft,,0,0
3,1,11:19.0,,Defensive rebound by D. Sloan,0,0
4,1,11:12.0,,B. Lopez makes 2-pt jump shot from 11 ft (assist by T. Young),0,2
5,1,10:53.0,R. Lopez misses 2-pt hook shot from 7 ft,,0,2
6,1,10:52.0,,Defensive rebound by D. Sloan,0,2
7,1,10:45.0,,W. Ellington misses 2-pt jump shot from 12 ft,0,2
8,1,10:44.0,Defensive rebound by J. Calderón,,0,2
9,1,10:35.0,J. Calderón makes 2-pt jump shot from 13 ft,,2,2
10,1,10:19.0,,D. Sloan misses 3-pt jump shot from 24 ft,2,2
11,1,10:18.0,Defensive rebound by A. Afflalo,,2,2
12,1,10:05.0,A. Afflalo makes 2-pt jump shot from 18 ft (assist by L. Thomas),,4,2
13,1,9:47.0,,B. Lopez misses 2-pt jump shot from 9 ft,4,2
14,1,9:46.0,Defensive rebound by A. Afflalo,,4,2
15,1,9:38.0,A. Afflalo makes 2-pt jump shot from 12 ft,,6,2
16,1,9:31.0,,Personal foul by J. Calderón (drawn by B. Lopez),6,2
17,1,9:11.0,,W. Ellington makes 2-pt jump shot from 16 ft (assist by B. Lopez),6,4
18,1,8:48.0,J. Calderón misses 3-pt jump shot from 24 ft,,6,4
19,1,8:47.0,,Defensive rebound by J. Johnson,6,4
20,1,8:37.0,,Shooting foul by R. Lopez (drawn by B. Lopez),6,4
21,1,8:37.0,,B. Lopez makes free throw 1 of 2,6,5
22,1,8:37.0,,B. Lopez makes free throw 2 of 2,6,6
23,1,8:19.0,A. Afflalo misses 2-pt jump shot from 16 ft,,6,6
24,1,8:18.0,,Defensive rebound by B. Lopez,6,6
25,1,8:11.0,,B. Lopez makes 2-pt jump shot from 20 ft (assist by D. Sloan),6,8
26,1,7:53.0,Turnover by L. Thomas (step out of bounds),,6,8
27,1,7:37.0,,W. Ellington makes 2-pt jump shot from 17 ft,6,10
28,1,7:24.0,Turnover by R. Lopez (bad pass; steal by B. Lopez),,6,10
29,1,7:17.0,,D. Sloan misses 2-pt layup from 2 ft,6,10
30,1,7:16.0,,Offensive rebound by T. Young,6,10
31,1,7:14.0,,T. Young makes 2-pt layup from 1 ft,6,12
32,1,6:47.0,J. Calderón makes 3-pt jump shot from 23 ft,,9,12
33,1,6:35.0,,W. Ellington makes 2-pt jump shot from 9 ft,9,14
34,1,6:28.0,New York full timeout,,9,14
35,1,6:28.0,L. Galloway enters the game for K. Porziņģis,,9,14
36,1,6:14.0,L. Thomas misses 3-pt jump shot from 22 ft,,9,14
37,1,6:13.0,,Defensive rebound by B. Lopez,9,14
38,1,6:00.0,,T. Young misses 2-pt hook shot from 6 ft,9,14
39,1,5:59.0,Defensive rebound by L. Thomas,,9,14
40,1,5:43.0,R. Lopez misses 2-pt hook shot from 9 ft,,9,14
41,1,5:42.0,,Defensive rebound by B. Lopez,9,14
42,1,5:30.0,,W. Ellington misses 3-pt jump shot from 25 ft,9,14
43,1,5:29.0,Defensive rebound by A. Afflalo,,9,14
44,1,5:20.0,A. Afflalo misses 2-pt jump shot from 20 ft,,9,14
45,1,5:19.0,Offensive rebound by L. Thomas,,9,14
46,1,5:05.0,,Violation by B. Lopez (kicked ball),9,14
47,1,5:05.0,,W. Reed enters the game for B. Lopez,9,14
48,1,5:05.0,,S. Larkin enters the game for D. Sloan,9,14
49,1,5:05.0,J. Grant enters the game for J. Calderón,,9,14
50,1,5:01.0,Turnover by L. Galloway (illegal screen),,9,14
51,1,4:47.0,,J. Johnson misses 2-pt jump shot from 12 ft,9,14
52,1,4:46.0,Defensive rebound by L. Galloway,,9,14
53,1,4:40.0,L. Galloway makes 2-pt layup from 2 ft,,11,14
54,1,4:26.0,,W. Reed misses 2-pt jump shot from 12 ft,11,14
55,1,4:25.0,Defensive rebound by L. Galloway,,11,14
56,1,4:19.0,Turnover by L. Galloway (lost ball; steal by T. Young),,11,14
57,1,4:08.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Johnson),11,16
58,1,3:52.0,L. Galloway makes 2-pt jump shot from 11 ft,,13,16
59,1,3:34.0,,S. Larkin makes 2-pt jump shot from 21 ft,13,18
60,1,3:18.0,L. Thomas makes 2-pt jump shot from 13 ft,,15,18
61,1,3:11.0,,Brooklyn full timeout,15,18
62,1,3:11.0,D. Williams enters the game for A. Afflalo,,15,18
63,1,3:11.0,K. Porziņģis enters the game for R. Lopez,,15,18
64,1,3:11.0,,S. Karasev enters the game for J. Johnson,15,18
65,1,3:11.0,,B. Bogdanović enters the game for W. Ellington,15,18
66,1,2:51.0,,W. Reed misses 2-pt jump shot from 5 ft,15,18
67,1,2:50.0,Defensive rebound by D. Williams,,15,18
68,1,2:43.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,15,18
69,1,2:42.0,,Defensive rebound by W. Reed,15,18
70,1,2:31.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Young),15,21
71,1,2:12.0,L. Thomas misses 2-pt hook shot from 7 ft,,15,21
72,1,2:11.0,,Defensive rebound by T. Young,15,21
73,1,1:55.0,,W. Reed makes 2-pt layup from 3 ft,15,23
74,1,1:38.0,L. Thomas makes 3-pt jump shot from 22 ft (assist by L. Galloway),,18,23
75,1,1:26.0,,T. Young misses 2-pt hook shot from 7 ft,18,23
76,1,1:25.0,Defensive rebound by D. Williams,,18,23
77,1,1:18.0,D. Williams makes 2-pt layup from 1 ft,,20,23
78,1,0:57.0,,B. Bogdanović makes 3-pt jump shot from 24 ft,20,26
79,1,0:48.0,J. Grant misses 2-pt layup from 1 ft,,20,26
80,1,0:46.0,,Defensive rebound by T. Young,20,26
81,1,0:27.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by S. Larkin),20,29
82,1,0:04.0,J. Grant misses 3-pt jump shot from 24 ft,,20,29
83,1,0:03.0,,Defensive rebound by Team,20,29
84,1,0:03.0,,A. Bargnani enters the game for T. Young,20,29
85,1,0:03.0,S. Vujačić enters the game for L. Thomas,,20,29
86,1,0:03.0,,Turnover by S. Karasev (bad pass; steal by D. Williams),20,29
87,1,0:01.0,D. Williams misses 3-pt jump shot from 28 ft,,20,29
88,1,0:00.0,Offensive rebound by Team,,20,29
89,2,11:42.0,Turnover by D. Williams (traveling),,20,29
90,2,11:29.0,,A. Bargnani makes 2-pt jump shot from 15 ft (assist by S. Larkin),20,31
91,2,11:11.0,S. Vujačić misses 3-pt jump shot from 25 ft,,20,31
92,2,11:10.0,Offensive rebound by D. Williams,,20,31
93,2,11:04.0,K. Porziņģis misses 2-pt jump shot from 8 ft,,20,31
94,2,11:03.0,,Defensive rebound by W. Reed,20,31
95,2,10:54.0,,A. Bargnani misses 3-pt jump shot from 25 ft,20,31
96,2,10:53.0,Defensive rebound by J. Grant,,20,31
97,2,10:45.0,Shooting foul by S. Larkin (drawn by J. Grant),,20,31
98,2,10:45.0,J. Grant misses free throw 1 of 2,,20,31
99,2,10:45.0,Offensive rebound by Team,,20,31
100,2,10:45.0,,T. Robinson enters the game for W. Reed,20,31
101,2,10:45.0,J. Grant misses free throw 2 of 2,,20,31
102,2,10:44.0,Offensive rebound by K. Porziņģis,,20,31
103,2,10:43.0,Shooting foul by S. Karasev (drawn by D. Williams),,20,31
104,2,10:43.0,D. Williams makes free throw 1 of 2,,21,31
105,2,10:43.0,D. Williams makes free throw 2 of 2,,22,31
106,2,10:34.0,,S. Larkin misses 3-pt jump shot from 24 ft,22,31
107,2,10:33.0,Defensive rebound by D. Williams,,22,31
108,2,10:28.0,D. Williams makes 2-pt layup from 1 ft,,24,31
109,2,10:28.0,,Violation by T. Robinson (def goaltending),24,31
