,QUARTER,TIME_REMAINING,MIAMI_ACTION,ORLANDO_ACTION,MIAMI_SCORE,ORLANDO_SCORE
0,1,11:41.0,,N. Vučević misses 2-pt hook shot from 7 ft,0,0
1,1,11:38.0,Defensive rebound by L. Deng,,0,0
2,1,11:18.0,A. Stoudemire makes 2-pt hook shot from 9 ft,,2,0
3,1,11:01.0,,V. Oladipo misses 2-pt jump shot from 13 ft,2,0
4,1,10:59.0,Defensive rebound by A. Stoudemire,,2,0
5,1,10:44.0,G. Dragić misses 2-pt layup from 2 ft,,2,0
6,1,10:44.0,Offensive rebound by G. Dragić,,2,0
7,1,10:44.0,Shooting foul by E. Payton (drawn by G. Dragić),,2,0
8,1,10:44.0,G. Dragić makes free throw 1 of 2,,3,0
9,1,10:44.0,G. Dragić makes free throw 2 of 2,,4,0
10,1,10:27.0,,N. Vučević misses 2-pt dunk at rim,4,0
11,1,10:26.0,Defensive rebound by G. Dragić,,4,0
12,1,10:21.0,G. Dragić misses 2-pt layup from 2 ft (block by V. Oladipo),,4,0
13,1,10:18.0,,Defensive rebound by E. Payton,4,0
14,1,10:16.0,,E. Fournier makes 2-pt layup from 2 ft (assist by E. Payton),4,2
15,1,10:16.0,,Shooting foul by D. Wade (drawn by E. Fournier),4,2
16,1,10:16.0,,E. Fournier makes free throw 1 of 1,4,3
17,1,10:05.0,Personal foul by E. Fournier,,4,3
18,1,9:58.0,Turnover by G. Dragić (traveling),,4,3
19,1,9:42.0,,Shooting foul by G. Dragić (drawn by E. Payton),4,3
20,1,9:42.0,,E. Payton misses free throw 1 of 2,4,3
21,1,9:42.0,,Offensive rebound by Team,4,3
22,1,9:42.0,,E. Payton misses free throw 2 of 2,4,3
23,1,9:41.0,Defensive rebound by L. Deng,,4,3
24,1,9:22.0,D. Wade misses 2-pt jump shot from 16 ft,,4,3
25,1,9:21.0,,Defensive rebound by E. Fournier,4,3
26,1,9:12.0,,E. İlyasova misses 3-pt jump shot from 25 ft,4,3
27,1,9:11.0,,Offensive rebound by N. Vučević,4,3
28,1,8:56.0,,E. İlyasova misses 2-pt jump shot from 16 ft,4,3
29,1,8:55.0,,Offensive rebound by Team,4,3
30,1,8:55.0,,Turnover by Team (shot clock),4,3
31,1,8:44.0,A. Stoudemire makes 2-pt dunk at rim (assist by D. Wade),,6,3
32,1,8:27.0,,N. Vučević makes 2-pt hook shot from 7 ft,6,5
33,1,8:07.0,J. Johnson misses 2-pt jump shot from 4 ft,,6,5
34,1,8:06.0,Offensive rebound by L. Deng,,6,5
35,1,8:06.0,L. Deng makes 2-pt layup from 1 ft,,8,5
36,1,7:59.0,,E. Payton makes 2-pt layup from 1 ft,8,7
37,1,7:36.0,G. Dragić makes 2-pt jump shot from 14 ft (assist by D. Wade),,10,7
38,1,7:22.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Payton),10,9
39,1,7:01.0,J. Johnson misses 3-pt jump shot from 24 ft,,10,9
40,1,7:00.0,Offensive rebound by L. Deng,,10,9
41,1,6:54.0,G. Dragić misses 3-pt jump shot from 25 ft,,10,9
42,1,6:52.0,,Defensive rebound by E. İlyasova,10,9
43,1,6:45.0,,Shooting foul by A. Stoudemire (drawn by N. Vučević),10,9
44,1,6:45.0,,N. Vučević makes free throw 1 of 2,10,10
45,1,6:45.0,J. Richardson enters the game for G. Dragić,,10,10
46,1,6:45.0,,N. Vučević makes free throw 2 of 2,10,11
47,1,6:34.0,D. Wade misses 2-pt jump shot from 10 ft,,10,11
48,1,6:32.0,Offensive rebound by A. Stoudemire,,10,11
49,1,6:27.0,Turnover by D. Wade (lost ball),,10,11
50,1,6:14.0,,V. Oladipo misses 2-pt jump shot from 18 ft,10,11
51,1,6:12.0,Defensive rebound by L. Deng,,10,11
52,1,6:04.0,A. Stoudemire misses 2-pt jump shot from 5 ft (block by N. Vučević),,10,11
53,1,6:03.0,Offensive rebound by A. Stoudemire,,10,11
54,1,5:48.0,L. Deng makes 3-pt jump shot from 23 ft (assist by J. Richardson),,13,11
55,1,5:38.0,,E. Payton misses 2-pt layup from 1 ft (block by J. Richardson),13,11
56,1,5:35.0,Defensive rebound by L. Deng,,13,11
57,1,5:32.0,Turnover by A. Stoudemire (offensive foul),,13,11
58,1,5:32.0,Offensive foul by A. Stoudemire (drawn by E. İlyasova),,13,11
59,1,5:32.0,,Orlando full timeout,13,11
60,1,5:32.0,H. Whiteside enters the game for A. Stoudemire,,13,11
61,1,5:18.0,,N. Vučević misses 2-pt hook shot from 6 ft,13,11
62,1,5:17.0,Defensive rebound by L. Deng,,13,11
63,1,5:11.0,Turnover by D. Wade (bad pass),,13,11
64,1,5:00.0,,Turnover by E. Payton (bad pass; steal by D. Wade),13,11
65,1,4:57.0,D. Wade makes 2-pt layup from 2 ft,,15,11
66,1,4:41.0,,N. Vučević makes 2-pt layup from 2 ft (assist by E. Fournier),15,13
67,1,4:24.0,H. Whiteside misses 2-pt jump shot from 8 ft,,15,13
68,1,4:22.0,,Defensive rebound by E. Fournier,15,13
69,1,4:14.0,,E. İlyasova makes 2-pt jump shot from 6 ft (assist by E. Fournier),15,15
70,1,4:08.0,Miami full timeout,,15,15
71,1,4:08.0,G. Green enters the game for L. Deng,,15,15
72,1,4:08.0,J. Winslow enters the game for D. Wade,,15,15
73,1,3:51.0,J. Johnson misses 3-pt jump shot from 23 ft,,15,15
74,1,3:50.0,,Defensive rebound by E. Payton,15,15
75,1,3:36.0,,E. Fournier misses 2-pt jump shot from 8 ft,15,15
76,1,3:35.0,Defensive rebound by J. Richardson,,15,15
77,1,3:17.0,J. Winslow makes 2-pt jump shot from 7 ft (assist by J. Richardson),,17,15
78,1,3:02.0,,N. Vučević misses 2-pt jump shot from 11 ft,17,15
79,1,3:01.0,Defensive rebound by J. Winslow,,17,15
80,1,2:50.0,H. Whiteside makes 2-pt jump shot from 20 ft,,19,15
81,1,2:36.0,,E. Payton makes 2-pt jump shot from 7 ft,19,17
82,1,2:15.0,H. Whiteside misses 2-pt hook shot from 7 ft,,19,17
83,1,2:13.0,,Defensive rebound by E. İlyasova,19,17
84,1,2:07.0,,V. Oladipo misses 2-pt layup from 1 ft,19,17
85,1,2:05.0,Defensive rebound by H. Whiteside,,19,17
86,1,2:00.0,J. Richardson misses 3-pt jump shot from 24 ft,,19,17
87,1,1:59.0,,Defensive rebound by N. Vučević,19,17
88,1,1:49.0,,E. İlyasova misses 3-pt jump shot from 25 ft,19,17
89,1,1:48.0,Defensive rebound by Team,,19,17
90,1,1:47.0,,M. Hezonja enters the game for E. Fournier,19,17
91,1,1:47.0,,J. Smith enters the game for N. Vučević,19,17
92,1,1:47.0,,C. Watson enters the game for E. Payton,19,17
93,1,1:47.0,G. Dragić enters the game for J. Johnson,,19,17
94,1,1:35.0,G. Green makes 3-pt jump shot from 25 ft (assist by G. Dragić),,22,17
95,1,1:15.0,,M. Hezonja makes 2-pt layup from 2 ft,22,19
