,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PHOENIX_ACTION,NEW ORLEANS_SCORE,PHOENIX_SCORE
0,1,11:44.0,Turnover by T. Evans (illegal screen),,0,0
1,1,11:35.0,,Turnover by E. Bledsoe (bad pass; steal by T. Evans),0,0
2,1,11:24.0,A. Gee makes 2-pt layup from 1 ft,,2,0
3,1,11:11.0,,T. Chandler misses 2-pt jump shot from 3 ft (block by T. Evans),2,0
4,1,11:09.0,,Offensive rebound by J. Leuer,2,0
5,1,11:09.0,,J. Leuer makes 2-pt layup from 1 ft,2,2
6,1,10:52.0,Personal foul by J. Leuer (drawn by A. Davis),,2,2
7,1,10:41.0,E. Gordon misses 3-pt jump shot from 25 ft,,2,2
8,1,10:39.0,,Defensive rebound by T. Chandler,2,2
9,1,10:33.0,,J. Leuer misses 3-pt jump shot from 25 ft,2,2
10,1,10:31.0,Defensive rebound by Ö. Aşık,,2,2
11,1,10:20.0,T. Evans makes 2-pt jump shot from 4 ft,,4,2
12,1,10:04.0,,P. Tucker misses 2-pt layup from 1 ft,4,2
13,1,10:01.0,Defensive rebound by A. Davis,,4,2
14,1,9:48.0,E. Gordon misses 2-pt jump shot from 18 ft,,4,2
15,1,9:46.0,,Defensive rebound by J. Leuer,4,2
16,1,9:42.0,,Personal foul by T. Evans (drawn by T. Chandler),4,2
17,1,9:34.0,,B. Knight misses 3-pt jump shot from 24 ft,4,2
18,1,9:32.0,Defensive rebound by A. Davis,,4,2
19,1,9:20.0,E. Gordon misses 2-pt jump shot from 3 ft,,4,2
20,1,9:18.0,Offensive rebound by Ö. Aşık,,4,2
21,1,9:18.0,Ö. Aşık misses 2-pt layup from 1 ft,,4,2
22,1,9:16.0,,Defensive rebound by J. Leuer,4,2
23,1,9:05.0,,E. Bledsoe makes 2-pt layup from 1 ft,4,4
24,1,8:50.0,A. Davis misses 2-pt jump shot from 19 ft,,4,4
25,1,8:48.0,,Defensive rebound by J. Leuer,4,4
26,1,8:33.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,4,4
27,1,8:32.0,Defensive rebound by A. Gee,,4,4
28,1,8:29.0,Turnover by T. Evans (bad pass),,4,4
29,1,8:20.0,,Turnover by B. Knight (bad pass),4,4
30,1,8:06.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by Ö. Aşık),,7,4
31,1,7:56.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,7,4
32,1,7:54.0,Defensive rebound by T. Evans,,7,4
33,1,7:50.0,E. Gordon misses 3-pt jump shot from 26 ft,,7,4
34,1,7:48.0,Offensive rebound by Ö. Aşık,,7,4
35,1,7:48.0,Ö. Aşık makes 2-pt layup from 1 ft,,9,4
36,1,7:48.0,,Phoenix full timeout,9,4
37,1,7:36.0,,Personal foul by T. Evans (drawn by J. Leuer),9,4
38,1,7:36.0,J. Holiday enters the game for T. Evans,,9,4
39,1,7:30.0,Violation by A. Davis (kicked ball),,9,4
40,1,7:25.0,,E. Bledsoe makes 2-pt jump shot from 11 ft,9,6
41,1,6:58.0,J. Holiday misses 2-pt jump shot from 14 ft,,9,6
42,1,6:56.0,,Defensive rebound by P. Tucker,9,6
43,1,6:41.0,,Turnover by B. Knight (bad pass; steal by Ö. Aşık),9,6
44,1,6:31.0,Turnover by A. Gee (bad pass; steal by E. Bledsoe),,9,6
45,1,6:26.0,,J. Leuer makes 2-pt layup from 1 ft (assist by E. Bledsoe),9,8
46,1,6:13.0,J. Holiday misses 3-pt jump shot from 24 ft,,9,8
47,1,6:11.0,,Defensive rebound by J. Leuer,9,8
48,1,6:08.0,,Personal foul by A. Davis (drawn by T. Chandler),9,8
49,1,6:08.0,,A. Len enters the game for T. Chandler,9,8
50,1,6:08.0,,M. Morris enters the game for J. Leuer,9,8
51,1,6:00.0,,Offensive foul by M. Morris (drawn by A. Gee),9,8
52,1,6:00.0,,Turnover by M. Morris (offensive foul),9,8
53,1,5:41.0,E. Gordon misses 3-pt jump shot from 25 ft,,9,8
54,1,5:39.0,,Defensive rebound by M. Morris,9,8
55,1,5:32.0,,B. Knight misses 2-pt jump shot from 16 ft,9,8
56,1,5:28.0,Defensive rebound by E. Gordon,,9,8
57,1,5:24.0,Shooting foul by P. Tucker (drawn by E. Gordon),,9,8
58,1,5:24.0,E. Gordon misses free throw 1 of 2,,9,8
59,1,5:24.0,Offensive rebound by Team,,9,8
60,1,5:24.0,,T. Warren enters the game for P. Tucker,9,8
61,1,5:24.0,E. Gordon makes free throw 2 of 2,,10,8
62,1,5:10.0,,T. Warren misses 2-pt jump shot from 15 ft,10,8
63,1,5:09.0,Defensive rebound by Ö. Aşık,,10,8
64,1,4:53.0,E. Gordon misses 3-pt jump shot from 24 ft,,10,8
65,1,4:51.0,,Defensive rebound by E. Bledsoe,10,8
66,1,4:36.0,,M. Morris misses 2-pt jump shot from 15 ft,10,8
67,1,4:33.0,,Offensive rebound by A. Len,10,8
68,1,4:33.0,,A. Len makes 2-pt layup from 1 ft,10,10
69,1,4:18.0,A. Gee makes 3-pt jump shot from 23 ft (assist by J. Holiday),,13,10
70,1,4:00.0,,E. Bledsoe makes 2-pt jump shot from 10 ft,13,12
71,1,3:48.0,E. Gordon misses 3-pt jump shot from 23 ft,,13,12
72,1,3:46.0,,Defensive rebound by A. Len,13,12
73,1,3:42.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by B. Knight),13,15
74,1,3:33.0,New Orleans full timeout,,13,15
75,1,3:33.0,,R. Price enters the game for B. Knight,13,15
76,1,3:33.0,R. Anderson enters the game for Ö. Aşık,,13,15
77,1,3:17.0,R. Anderson misses 2-pt jump shot from 21 ft,,13,15
78,1,3:15.0,,Defensive rebound by A. Len,13,15
79,1,3:01.0,,Turnover by R. Price (lost ball; steal by E. Gordon),13,15
80,1,2:50.0,J. Holiday misses 2-pt jump shot from 6 ft,,13,15
81,1,2:48.0,,Defensive rebound by A. Len,13,15
82,1,2:42.0,,A. Len makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),13,17
83,1,2:34.0,Turnover by J. Holiday (lost ball),,13,17
84,1,2:17.0,,A. Len misses 2-pt jump shot from 5 ft (block by A. Gee),13,17
85,1,2:14.0,,Offensive rebound by A. Len,13,17
86,1,2:14.0,,A. Len makes 2-pt layup from 1 ft,13,19
87,1,2:03.0,Turnover by E. Gordon (lost ball; steal by A. Len),,13,19
88,1,1:58.0,,E. Bledsoe makes 2-pt jump shot from 17 ft,13,21
89,1,1:40.0,Shooting foul by A. Len (drawn by A. Davis),,13,21
90,1,1:40.0,A. Davis makes free throw 1 of 2,,14,21
91,1,1:40.0,N. Cole enters the game for E. Gordon,,14,21
92,1,1:40.0,A. Davis makes free throw 2 of 2,,15,21
93,1,1:26.0,,Personal foul by J. Holiday (drawn by E. Bledsoe),15,21
94,1,1:16.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),15,23
95,1,1:12.0,N. Cole makes 2-pt jump shot from 16 ft (assist by J. Holiday),,17,23
96,1,0:57.0,,T. Warren makes 2-pt jump shot from 11 ft,17,25
97,1,0:40.0,R. Anderson misses 2-pt jump shot from 15 ft,,17,25
98,1,0:36.0,,Defensive rebound by T. Warren,17,25
