,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHARLOTTE_ACTION,MILWAUKEE_SCORE,CHARLOTTE_SCORE
42,1,6:01.0,J. Parker makes 2-pt dunk at rim (assist by G. Monroe),,12,18
43,1,5:44.0,,K. Walker misses 3-pt jump shot from 24 ft,12,18
44,1,5:43.0,Defensive rebound by M. Carter-Williams,,12,18
45,1,5:38.0,J. Henson enters the game for G. Monroe,,12,18
46,1,5:33.0,Turnover by G. Antetokounmpo (traveling),,12,18
47,1,5:19.0,,N. Batum makes 2-pt jump shot from 16 ft (assist by K. Walker),12,20
48,1,5:09.0,M. Carter-Williams makes 2-pt hook shot from 6 ft,,14,20
49,1,4:43.0,,P. Hairston misses 3-pt jump shot from 29 ft,14,20
50,1,4:43.0,Defensive rebound by Team,,14,20
51,1,4:43.0,J. Bayless enters the game for G. Antetokounmpo,,14,20
52,1,4:43.0,,F. Kaminsky enters the game for P. Hairston,14,20
53,1,4:26.0,Personal foul by C. Zeller (drawn by K. Middleton),,14,20
54,1,4:26.0,,J. Lin enters the game for M. Williams,14,20
55,1,4:20.0,Turnover by J. Parker (offensive goaltending),,14,20
56,1,4:04.0,,J. Lin makes 2-pt layup from 2 ft (assist by N. Batum),14,22
57,1,3:41.0,J. Henson makes 2-pt hook shot from 6 ft (assist by M. Carter-Williams),,16,22
58,1,3:29.0,,C. Zeller misses 2-pt layup from 1 ft (block by J. Henson),16,22
59,1,3:29.0,,Offensive rebound by Team,16,22
60,1,3:23.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by C. Zeller),16,24
61,1,3:19.0,Turnover by J. Parker (bad pass),,16,24
62,1,3:06.0,,F. Kaminsky misses 2-pt layup from 2 ft,16,24
63,1,3:05.0,Defensive rebound by J. Henson,,16,24
64,1,2:56.0,Turnover by J. Parker (bad pass; steal by F. Kaminsky),,16,24
65,1,2:46.0,,K. Walker misses 3-pt jump shot from 23 ft,16,24
66,1,2:45.0,Defensive rebound by K. Middleton,,16,24
67,1,2:34.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,16,24
68,1,2:33.0,,Defensive rebound by F. Kaminsky,16,24
69,1,2:24.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by N. Batum),16,26
70,1,2:11.0,Personal foul by C. Zeller (drawn by K. Middleton),,16,26
71,1,2:11.0,R. Vaughn enters the game for M. Carter-Williams,,16,26
72,1,2:11.0,,B. Roberts enters the game for K. Walker,16,26
73,1,2:11.0,,S. Hawes enters the game for C. Zeller,16,26
74,1,2:01.0,J. Bayless misses 2-pt jump shot from 6 ft,,16,26
75,1,2:00.0,,Defensive rebound by S. Hawes,16,26
76,1,1:41.0,,F. Kaminsky misses 2-pt jump shot from 21 ft (block by J. Henson),16,26
77,1,1:39.0,,Offensive rebound by S. Hawes,16,26
78,1,1:38.0,,Turnover by Team (shot clock),16,26
79,1,1:30.0,K. Middleton misses 2-pt jump shot from 18 ft,,16,26
80,1,1:28.0,,Defensive rebound by S. Hawes,16,26
81,1,1:15.0,,N. Batum misses 2-pt jump shot from 14 ft,16,26
82,1,1:14.0,Defensive rebound by J. Henson,,16,26
83,1,1:09.0,Shooting foul by B. Roberts (drawn by J. Parker),,16,26
84,1,1:09.0,J. Parker makes free throw 1 of 2,,17,26
85,1,1:09.0,J. Parker misses free throw 2 of 2,,17,26
86,1,1:08.0,,Defensive rebound by F. Kaminsky,17,26
87,1,0:57.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by N. Batum),17,29
88,1,0:46.0,K. Middleton makes 2-pt jump shot from 11 ft,,19,29
89,1,0:39.0,,S. Hawes misses 3-pt jump shot from 25 ft,19,29
90,1,0:36.0,,Offensive rebound by N. Batum,19,29
91,1,0:32.0,,B. Roberts misses 2-pt jump shot from 18 ft,19,29
92,1,0:31.0,Defensive rebound by R. Vaughn,,19,29
93,1,0:13.0,K. Middleton misses 3-pt jump shot from 25 ft,,19,29
94,1,0:12.0,Offensive rebound by J. Bayless,,19,29
95,1,0:01.0,R. Vaughn misses 3-pt jump shot from 23 ft,,19,29
96,1,0:00.0,,Defensive rebound by N. Batum,19,29
97,2,11:48.0,J. Bayless makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,22,29
98,2,11:30.0,,S. Hawes misses 3-pt jump shot from 24 ft,22,29
99,2,11:29.0,Defensive rebound by G. Antetokounmpo,,22,29
100,2,11:18.0,J. Henson misses 2-pt hook shot from 6 ft,,22,29
101,2,11:16.0,,Defensive rebound by F. Kaminsky,22,29
102,2,10:59.0,,P. Hairston misses 2-pt layup from 1 ft (block by J. Henson),22,29
103,2,10:57.0,Defensive rebound by J. Henson,,22,29
104,2,10:49.0,J. O'Bryant makes 2-pt jump shot from 20 ft (assist by J. Bayless),,24,29
105,2,10:31.0,,S. Hawes makes 2-pt dunk at rim (assist by B. Roberts),24,31
106,2,10:09.0,R. Vaughn makes 3-pt jump shot from 24 ft (assist by J. Bayless),,27,31
107,2,9:57.0,,J. Lin misses 3-pt jump shot from 25 ft,27,31
108,2,9:55.0,Defensive rebound by G. Antetokounmpo,,27,31
109,2,9:45.0,Personal foul by F. Kaminsky (drawn by J. O'Bryant),,27,31
110,2,9:45.0,G. Monroe enters the game for J. Henson,,27,31
111,2,9:43.0,Turnover by J. O'Bryant (bad pass; steal by J. Lin),,27,31
112,2,9:38.0,,J. Lin misses 2-pt layup from 1 ft (block by J. O'Bryant),27,31
113,2,9:38.0,,Offensive rebound by Team,27,31
114,2,9:29.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,27,31
115,2,9:27.0,Defensive rebound by J. Bayless,,27,31
116,2,9:17.0,R. Vaughn makes 3-pt jump shot from 25 ft (assist by J. Bayless),,30,31
117,2,9:06.0,,Charlotte full timeout,30,31
118,2,8:58.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,30,31
119,2,8:56.0,Defensive rebound by J. O'Bryant,,30,31
120,2,8:44.0,J. O'Bryant misses 2-pt hook shot from 5 ft,,30,31
121,2,8:42.0,,Defensive rebound by S. Hawes,30,31
122,2,8:32.0,,J. Lin misses 2-pt layup from 1 ft,30,31
123,2,8:31.0,Defensive rebound by G. Monroe,,30,31
124,2,8:22.0,Turnover by G. Antetokounmpo (lost ball),,30,31
125,2,8:03.0,,S. Hawes makes 2-pt jump shot from 17 ft (assist by P. Hairston),30,33
126,2,7:49.0,G. Antetokounmpo makes 2-pt hook shot from 4 ft (assist by J. Bayless),,32,33
127,2,7:31.0,,P. Hairston makes 2-pt jump shot from 17 ft (assist by S. Hawes),32,35
128,2,7:20.0,Shooting foul by B. Roberts (drawn by R. Vaughn),,32,35
129,2,7:20.0,R. Vaughn makes free throw 1 of 2,,33,35
130,2,7:20.0,R. Vaughn makes free throw 2 of 2,,34,35
131,2,7:07.0,,P. Hairston misses 3-pt jump shot from 28 ft,34,35
132,2,7:06.0,Defensive rebound by G. Monroe,,34,35
133,2,6:54.0,J. O'Bryant misses 2-pt jump shot from 19 ft,,34,35
134,2,6:53.0,,Defensive rebound by B. Roberts,34,35
135,2,6:45.0,,P. Hairston misses 2-pt layup from 2 ft,34,35
136,2,6:43.0,Defensive rebound by G. Antetokounmpo,,34,35
137,2,6:25.0,J. Bayless misses 3-pt jump shot from 25 ft,,34,35
138,2,6:23.0,,Defensive rebound by Team,34,35
139,2,6:23.0,Loose ball foul by G. Monroe (drawn by J. Lin),,34,35
140,2,6:23.0,,K. Walker enters the game for B. Roberts,34,35
141,2,6:23.0,,N. Batum enters the game for P. Hairston,34,35
142,2,6:09.0,,J. Lin misses 2-pt layup from 1 ft,34,35
143,2,6:08.0,,Offensive rebound by S. Hawes,34,35
144,2,6:08.0,,S. Hawes makes 2-pt layup at rim,34,37
145,2,5:47.0,G. Monroe makes 2-pt jump shot from 6 ft (assist by J. Bayless),,36,37
146,2,5:29.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,36,37
147,2,5:28.0,Defensive rebound by R. Vaughn,,36,37
148,2,5:13.0,Turnover by G. Monroe (bad pass; steal by J. Lin),,36,37
149,2,5:07.0,,J. Lin makes 2-pt layup from 1 ft,36,39
150,2,5:05.0,Milwaukee full timeout,,36,39
151,2,5:05.0,,C. Zeller enters the game for F. Kaminsky,36,39
152,2,5:05.0,,M. Williams enters the game for S. Hawes,36,39
153,2,5:05.0,M. Carter-Williams enters the game for J. Bayless,,36,39
154,2,5:05.0,J. Parker enters the game for J. O'Bryant,,36,39
155,2,4:53.0,G. Antetokounmpo makes 2-pt layup at rim,,38,39
156,2,4:38.0,,N. Batum misses 2-pt jump shot from 6 ft (block by G. Antetokounmpo),38,39
157,2,4:36.0,Defensive rebound by G. Antetokounmpo,,38,39
158,2,4:33.0,Offensive foul by G. Monroe (drawn by C. Zeller),,38,39
159,2,4:33.0,Turnover by G. Monroe (offensive foul),,38,39
160,2,4:18.0,,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),38,41
161,2,4:06.0,M. Carter-Williams misses 2-pt layup from 2 ft (block by M. Williams),,38,41
162,2,4:06.0,Offensive rebound by Team,,38,41
163,2,4:06.0,K. Middleton enters the game for R. Vaughn,,38,41
164,2,3:52.0,M. Carter-Williams misses 2-pt layup from 1 ft,,38,41
165,2,3:50.0,Offensive rebound by G. Monroe,,38,41
166,2,3:50.0,G. Monroe makes 2-pt layup from 1 ft,,40,41
167,2,3:40.0,,N. Batum misses 3-pt jump shot from 27 ft,40,41
168,2,3:39.0,Defensive rebound by M. Carter-Williams,,40,41
169,2,3:32.0,J. Parker makes 2-pt dunk at rim (assist by M. Carter-Williams),,42,41
170,2,3:18.0,,J. Lin makes 2-pt layup at rim (assist by N. Batum),42,43
171,2,3:10.0,J. Parker makes 2-pt jump shot from 8 ft (assist by M. Carter-Williams),,44,43
172,2,3:03.0,,Charlotte full timeout,44,43
173,2,3:03.0,J. Henson enters the game for G. Monroe,,44,43
174,2,2:55.0,,N. Batum misses 3-pt jump shot from 25 ft,44,43
175,2,2:53.0,Defensive rebound by J. Henson,,44,43
176,2,2:39.0,Personal foul by N. Batum (drawn by G. Antetokounmpo),,44,43
177,2,2:39.0,Official timeout,,44,43
178,2,2:31.0,K. Middleton makes 2-pt jump shot from 16 ft,,46,43
179,2,2:16.0,,Personal foul by M. Carter-Williams (drawn by C. Zeller),46,43
180,2,2:07.0,,Turnover by N. Batum (bad pass; steal by J. Henson),46,43
181,2,1:52.0,K. Middleton makes 2-pt jump shot from 16 ft,,48,43
182,2,1:26.0,,Shooting foul by K. Middleton (drawn by J. Lin),48,43
183,2,1:26.0,,J. Lin makes free throw 1 of 2,48,44
184,2,1:26.0,J. Bayless enters the game for M. Carter-Williams,,48,44
185,2,1:26.0,,J. Lin makes free throw 2 of 2,48,45
186,2,1:21.0,Personal foul by J. Lin (drawn by K. Middleton),,48,45
187,2,1:06.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft,,48,45
188,2,1:06.0,Offensive rebound by Team,,48,45
189,2,1:06.0,,S. Hawes enters the game for C. Zeller,48,45
190,2,0:53.0,K. Middleton makes 2-pt jump shot from 17 ft (assist by J. Bayless),,50,45
191,2,0:34.0,,J. Lin misses 3-pt jump shot from 25 ft,50,45
192,2,0:32.0,Defensive rebound by J. Parker,,50,45
193,2,0:29.0,K. Middleton makes 2-pt layup at rim (assist by J. Parker),,52,45
194,2,0:06.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by J. Lin),52,48
195,2,0:01.0,K. Middleton misses 2-pt jump shot from 19 ft,,52,48
196,2,0:00.0,Offensive rebound by Team,,52,48
197,3,11:42.0,Shooting foul by P. Hairston (drawn by G. Antetokounmpo),,52,48
198,3,11:42.0,G. Antetokounmpo makes free throw 1 of 2,,53,48
199,3,11:42.0,G. Antetokounmpo makes free throw 2 of 2,,54,48
200,3,11:20.0,,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),54,50
201,3,11:05.0,M. Carter-Williams misses 2-pt layup from 2 ft,,54,50
202,3,11:03.0,Offensive rebound by G. Monroe,,54,50
203,3,11:03.0,G. Monroe makes 2-pt layup from 1 ft,,56,50
204,3,10:44.0,,P. Hairston makes 2-pt layup from 1 ft (assist by K. Walker),56,52
205,3,10:33.0,Shooting foul by K. Walker (drawn by M. Carter-Williams),,56,52
206,3,10:33.0,M. Carter-Williams makes free throw 1 of 2,,57,52
207,3,10:33.0,M. Carter-Williams makes free throw 2 of 2,,58,52
208,3,10:12.0,,K. Walker makes 2-pt layup at rim (assist by M. Williams),58,54
209,3,9:56.0,Turnover by G. Monroe (3 sec),,58,54
210,3,9:44.0,,Shooting foul by G. Monroe (drawn by C. Zeller),58,54
211,3,9:44.0,,C. Zeller makes free throw 1 of 2,58,55
212,3,9:44.0,,C. Zeller makes free throw 2 of 2,58,56
213,3,9:31.0,M. Carter-Williams makes 2-pt jump shot from 6 ft (assist by G. Antetokounmpo),,60,56
214,3,9:13.0,,M. Williams misses 3-pt jump shot from 25 ft,60,56
215,3,9:12.0,Defensive rebound by G. Antetokounmpo,,60,56
216,3,9:04.0,G. Antetokounmpo misses 2-pt jump shot from 9 ft,,60,56
217,3,9:02.0,Offensive rebound by G. Monroe,,60,56
218,3,9:02.0,G. Monroe makes 2-pt layup at rim,,62,56
219,3,8:44.0,,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),62,58
220,3,8:19.0,M. Carter-Williams misses 2-pt layup from 1 ft,,62,58
221,3,8:18.0,,Defensive rebound by P. Hairston,62,58
222,3,8:17.0,,Personal foul by M. Carter-Williams (drawn by C. Zeller),62,58
223,3,8:12.0,,N. Batum misses 3-pt jump shot from 24 ft,62,58
224,3,8:09.0,Defensive rebound by G. Antetokounmpo,,62,58
225,3,7:58.0,Shooting foul by C. Zeller (drawn by G. Monroe),,62,58
226,3,7:58.0,G. Monroe misses free throw 1 of 2,,62,58
227,3,7:58.0,Offensive rebound by Team,,62,58
228,3,7:58.0,G. Monroe makes free throw 2 of 2,,63,58
229,3,7:34.0,,M. Williams misses 3-pt jump shot from 24 ft,63,58
230,3,7:33.0,Defensive rebound by G. Monroe,,63,58
231,3,7:20.0,Shooting foul by P. Hairston (drawn by G. Monroe),,63,58
232,3,7:20.0,G. Monroe makes free throw 1 of 2,,64,58
233,3,7:20.0,G. Monroe makes free throw 2 of 2,,65,58
234,3,7:06.0,,N. Batum misses 2-pt layup from 1 ft,65,58
235,3,7:05.0,,Offensive rebound by C. Zeller,65,58
236,3,7:05.0,,C. Zeller makes 2-pt dunk at rim,65,60
237,3,6:50.0,M. Carter-Williams makes 3-pt jump shot from 23 ft (assist by J. Parker),,68,60
238,3,6:37.0,,P. Hairston makes 3-pt jump shot from 25 ft (assist by N. Batum),68,63
239,3,6:12.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft (assist by J. Parker),,70,63
240,3,5:57.0,,Shooting foul by G. Antetokounmpo (drawn by N. Batum),70,63
241,3,5:57.0,,Charlotte full timeout,70,63
242,3,5:57.0,J. Henson enters the game for G. Monroe,,70,63
243,3,5:57.0,,F. Kaminsky enters the game for M. Williams,70,63
244,3,5:57.0,,N. Batum misses free throw 1 of 2,70,63
245,3,5:57.0,,Offensive rebound by Team,70,63
246,3,5:57.0,,N. Batum makes free throw 2 of 2,70,64
247,3,5:37.0,J. Parker makes 2-pt jump shot from 14 ft,,72,64
248,3,5:24.0,,P. Hairston misses 3-pt jump shot from 23 ft,72,64
249,3,5:22.0,Defensive rebound by G. Antetokounmpo,,72,64
250,3,5:22.0,Personal foul by C. Zeller (drawn by G. Antetokounmpo),,72,64
251,3,5:22.0,G. Antetokounmpo makes free throw 1 of 2,,73,64
252,3,5:22.0,,S. Hawes enters the game for C. Zeller,73,64
253,3,5:22.0,G. Antetokounmpo makes free throw 2 of 2,,74,64
254,3,4:59.0,,S. Hawes misses 2-pt jump shot from 18 ft,74,64
255,3,4:58.0,Defensive rebound by G. Antetokounmpo,,74,64
256,3,4:43.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,74,64
257,3,4:40.0,Offensive rebound by J. Parker,,74,64
258,3,4:40.0,J. Parker misses 2-pt layup from 1 ft,,74,64
259,3,4:39.0,,Defensive rebound by S. Hawes,74,64
260,3,4:24.0,,Shooting foul by M. Carter-Williams (drawn by P. Hairston),74,64
261,3,4:24.0,,P. Hairston misses free throw 1 of 2,74,64
262,3,4:24.0,,Offensive rebound by Team,74,64
263,3,4:24.0,J. Bayless enters the game for M. Carter-Williams,,74,64
264,3,4:24.0,,P. Hairston makes free throw 2 of 2,74,65
265,3,4:13.0,K. Middleton makes 2-pt jump shot from 17 ft,,76,65
266,3,4:00.0,,Turnover by N. Batum (bad pass),76,65
267,3,3:52.0,J. Henson makes 2-pt dunk at rim (assist by J. Parker),,78,65
268,3,3:52.0,,Charlotte full timeout,78,65
269,3,3:52.0,J. O'Bryant enters the game for G. Antetokounmpo,,78,65
270,3,3:52.0,,M. Williams enters the game for P. Hairston,78,65
271,3,3:40.0,,Turnover by M. Williams (bad pass; steal by J. Parker),78,65
272,3,3:17.0,J. Henson misses 2-pt layup from 2 ft,,78,65
273,3,3:16.0,,Defensive rebound by M. Williams,78,65
274,3,3:07.0,,M. Williams makes 2-pt jump shot from 21 ft (assist by N. Batum),78,67
275,3,2:48.0,Shooting foul by S. Hawes (drawn by K. Middleton),,78,67
276,3,2:48.0,K. Middleton makes free throw 1 of 2,,79,67
277,3,2:48.0,R. Vaughn enters the game for J. Parker,,79,67
278,3,2:48.0,K. Middleton makes free throw 2 of 2,,80,67
279,3,2:30.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,80,67
280,3,2:30.0,,Offensive rebound by Team,80,67
281,3,2:30.0,Loose ball foul by R. Vaughn (drawn by S. Hawes),,80,67
282,3,2:30.0,,S. Hawes makes free throw 1 of 2,80,68
283,3,2:30.0,,J. Lin enters the game for K. Walker,80,68
284,3,2:30.0,,S. Hawes misses free throw 2 of 2,80,68
285,3,2:28.0,Defensive rebound by J. Henson,,80,68
286,3,2:14.0,J. O'Bryant misses 2-pt jump shot from 15 ft,,80,68
287,3,2:13.0,,Defensive rebound by M. Williams,80,68
288,3,1:49.0,,J. Lin misses 3-pt jump shot from 27 ft,80,68
289,3,1:48.0,,Offensive rebound by M. Williams,80,68
290,3,1:48.0,,Turnover by Team (shot clock),80,68
291,3,1:34.0,Shooting foul by J. Lin (drawn by J. O'Bryant),,80,68
292,3,1:34.0,J. O'Bryant makes free throw 1 of 2,,81,68
293,3,1:34.0,J. O'Bryant makes free throw 2 of 2,,82,68
294,3,1:20.0,,Turnover by Team (back court),82,68
295,3,1:12.0,Personal foul by N. Batum (drawn by J. Henson),,82,68
296,3,1:12.0,J. Henson makes free throw 1 of 2,,83,68
297,3,1:12.0,J. Henson makes free throw 2 of 2,,84,68
298,3,0:59.0,,M. Williams misses 2-pt jump shot from 6 ft,84,68
299,3,0:57.0,,Offensive rebound by M. Williams,84,68
300,3,0:53.0,,M. Williams misses 3-pt jump shot from 22 ft,84,68
301,3,0:51.0,Defensive rebound by K. Middleton,,84,68
302,3,0:42.0,Shooting foul by S. Hawes (drawn by J. Henson),,84,68
303,3,0:42.0,J. Henson misses free throw 1 of 2,,84,68
304,3,0:42.0,Offensive rebound by Team,,84,68
305,3,0:42.0,J. Henson misses free throw 2 of 2,,84,68
306,3,0:41.0,,Defensive rebound by S. Hawes,84,68
307,3,0:30.0,,Personal foul by J. Bayless (drawn by J. Lin),84,68
308,3,0:30.0,,J. Lin makes free throw 1 of 2,84,69
309,3,0:30.0,,J. Lin misses free throw 2 of 2,84,69
310,3,0:30.0,Defensive rebound by J. Henson,,84,69
311,3,0:11.0,Turnover by K. Middleton (bad pass; steal by J. Lin),,84,69
312,3,0:07.0,,J. Lin makes 2-pt layup at rim,84,71
313,3,0:00.0,J. Bayless misses 2-pt layup from 2 ft,,84,71
314,3,0:00.0,Offensive rebound by Team,,84,71
315,4,11:49.0,,J. Lin makes 2-pt jump shot from 19 ft (assist by S. Hawes),84,73
316,4,11:32.0,Turnover by J. Bayless (bad pass; steal by K. Walker),,84,73
317,4,11:26.0,,J. Lin makes 2-pt layup at rim (assist by K. Walker),84,75
318,4,11:02.0,J. O'Bryant misses 2-pt hook shot from 5 ft,,84,75
319,4,11:01.0,,Defensive rebound by F. Kaminsky,84,75
320,4,10:48.0,,K. Walker misses 3-pt jump shot from 25 ft,84,75
321,4,10:47.0,Defensive rebound by J. Henson,,84,75
322,4,10:33.0,J. Bayless misses 3-pt jump shot from 25 ft,,84,75
323,4,10:32.0,,Defensive rebound by S. Hawes,84,75
324,4,10:14.0,,F. Kaminsky makes 3-pt jump shot from 23 ft (assist by K. Walker),84,78
325,4,10:14.0,Milwaukee full timeout,,84,78
326,4,10:14.0,G. Monroe enters the game for J. Henson,,84,78
327,4,10:14.0,K. Middleton enters the game for R. Vaughn,,84,78
328,4,9:58.0,K. Middleton makes 2-pt layup from 2 ft,,86,78
329,4,9:43.0,,J. Lin misses 2-pt jump shot from 6 ft (block by J. Bayless),86,78
330,4,9:41.0,Defensive rebound by G. Monroe,,86,78
331,4,9:32.0,,Violation by F. Kaminsky (def goaltending),86,78
332,4,9:32.0,K. Middleton makes 2-pt jump shot from 3 ft,,88,78
333,4,9:10.0,,S. Hawes misses 2-pt hook shot from 6 ft,88,78
334,4,9:07.0,Defensive rebound by G. Antetokounmpo,,88,78
335,4,9:02.0,Personal foul by J. Lin (drawn by K. Middleton),,88,78
336,4,9:02.0,,N. Batum enters the game for J. Lin,88,78
337,4,8:52.0,K. Middleton makes 2-pt jump shot from 11 ft,,90,78
338,4,8:33.0,,P. Hairston misses 3-pt jump shot from 26 ft,90,78
339,4,8:31.0,,Offensive rebound by S. Hawes,90,78
340,4,8:27.0,,K. Walker makes 2-pt jump shot from 12 ft (assist by S. Hawes),90,80
341,4,8:07.0,K. Middleton misses 2-pt jump shot from 11 ft (block by N. Batum),,90,80
342,4,8:05.0,,Defensive rebound by P. Hairston,90,80
343,4,7:54.0,,Shooting block foul by J. O'Bryant (drawn by P. Hairston),90,80
344,4,7:54.0,,P. Hairston makes free throw 1 of 2,90,81
345,4,7:54.0,M. Carter-Williams enters the game for J. Bayless,,90,81
346,4,7:54.0,,P. Hairston misses free throw 2 of 2,90,81
347,4,7:52.0,Defensive rebound by G. Monroe,,90,81
348,4,7:34.0,G. Monroe makes 2-pt hook shot from 7 ft,,92,81
349,4,7:17.0,,Turnover by P. Hairston (lost ball),92,81
350,4,7:05.0,G. Monroe misses 2-pt layup from 2 ft,,92,81
351,4,7:04.0,,Defensive rebound by F. Kaminsky,92,81
352,4,6:54.0,,N. Batum misses 2-pt jump shot from 15 ft,92,81
353,4,6:50.0,Defensive rebound by G. Antetokounmpo,,92,81
354,4,6:32.0,K. Middleton makes 2-pt jump shot from 19 ft,,94,81
355,4,6:32.0,,Charlotte full timeout,94,81
356,4,6:32.0,J. Parker enters the game for J. O'Bryant,,94,81
357,4,6:32.0,,M. Williams enters the game for P. Hairston,94,81
358,4,6:32.0,,C. Zeller enters the game for S. Hawes,94,81
359,4,6:13.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,94,81
360,4,6:11.0,,Offensive rebound by M. Williams,94,81
361,4,6:08.0,,K. Walker misses 3-pt jump shot from 25 ft (block by M. Carter-Williams),94,81
362,4,6:06.0,,Offensive rebound by N. Batum,94,81
363,4,6:04.0,,M. Williams misses 3-pt jump shot from 25 ft,94,81
364,4,6:01.0,Defensive rebound by G. Monroe,,94,81
365,4,5:52.0,J. Parker makes 2-pt jump shot from 19 ft (assist by K. Middleton),,96,81
366,4,5:35.0,,C. Zeller misses 2-pt hook shot from 7 ft,96,81
367,4,5:33.0,Defensive rebound by M. Carter-Williams,,96,81
368,4,5:18.0,Shooting foul by C. Zeller (drawn by G. Monroe),,96,81
369,4,5:18.0,G. Monroe makes free throw 1 of 2,,97,81
370,4,5:18.0,G. Monroe makes free throw 2 of 2,,98,81
371,4,5:05.0,,N. Batum misses 3-pt jump shot from 25 ft,98,81
372,4,5:04.0,Defensive rebound by K. Middleton,,98,81
373,4,4:48.0,Shooting foul by F. Kaminsky (drawn by G. Antetokounmpo),,98,81
374,4,4:48.0,G. Antetokounmpo makes free throw 1 of 2,,99,81
375,4,4:48.0,G. Antetokounmpo makes free throw 2 of 2,,100,81
376,4,4:32.0,,K. Walker misses 2-pt layup from 1 ft,100,81
377,4,4:30.0,Defensive rebound by M. Carter-Williams,,100,81
