,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHICAGO_ACTION,PORTLAND_SCORE,CHICAGO_SCORE
59,1,4:14.0,,Defensive rebound by T. Snell,12,15
60,1,4:07.0,,D. McDermott makes 2-pt dunk at rim (assist by P. Gasol),12,17
61,1,3:41.0,M. Plumlee makes 2-pt jump shot from 5 ft,,14,17
62,1,3:23.0,,Turnover by P. Gasol (lost ball),14,17
63,1,3:23.0,G. Henderson enters the game for M. Plumlee,,14,17
64,1,3:23.0,E. Davis enters the game for A. Aminu,,14,17
65,1,3:15.0,Personal foul by T. Snell (drawn by D. Lillard),,14,17
66,1,3:15.0,,J. Holiday enters the game for T. Snell,14,17
67,1,3:09.0,D. Lillard misses 2-pt layup from 1 ft,,14,17
68,1,3:08.0,,Defensive rebound by B. Portis,14,17
69,1,2:56.0,,Shooting foul by G. Henderson (drawn by D. McDermott),14,17
70,1,2:56.0,Portland full timeout,,14,17
71,1,2:56.0,,D. McDermott makes free throw 1 of 2,14,18
72,1,2:56.0,,D. McDermott misses free throw 2 of 2,14,18
73,1,2:54.0,Defensive rebound by E. Davis,,14,18
74,1,2:39.0,G. Henderson misses 2-pt jump shot from 15 ft,,14,18
75,1,2:38.0,,Defensive rebound by B. Portis,14,18
76,1,2:20.0,,E. Moore misses 2-pt layup from 1 ft,14,18
77,1,2:19.0,Defensive rebound by M. Leonard,,14,18
78,1,2:09.0,M. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lillard),,17,18
79,1,1:53.0,,D. McDermott misses 2-pt layup from 2 ft,17,18
80,1,1:51.0,Defensive rebound by G. Henderson,,17,18
81,1,1:45.0,D. Lillard misses 2-pt layup from 1 ft,,17,18
82,1,1:43.0,,Defensive rebound by B. Portis,17,18
83,1,1:27.0,,B. Portis misses 3-pt jump shot from 25 ft,17,18
84,1,1:26.0,Defensive rebound by D. Lillard,,17,18
85,1,1:17.0,D. Lillard makes 2-pt layup from 2 ft,,19,18
86,1,1:02.0,,E. Moore misses 2-pt jump shot from 5 ft,19,18
87,1,1:01.0,Defensive rebound by E. Davis,,19,18
88,1,0:49.0,E. Davis misses 2-pt hook shot from 5 ft,,19,18
89,1,0:48.0,,Defensive rebound by B. Portis,19,18
90,1,0:38.0,,P. Gasol makes 2-pt jump shot from 8 ft (assist by E. Moore),19,20
91,1,0:38.0,,Shooting foul by M. Leonard (drawn by P. Gasol),19,20
92,1,0:38.0,,P. Gasol makes free throw 1 of 1,19,21
93,1,0:33.0,D. Lillard misses 3-pt jump shot from 26 ft,,19,21
94,1,0:32.0,,Defensive rebound by Team,19,21
95,1,0:10.0,,E. Moore misses 3-pt jump shot from 22 ft,19,21
96,1,0:09.0,Defensive rebound by A. Crabbe,,19,21
97,1,0:01.0,D. Lillard makes 2-pt layup from 2 ft,,21,21
98,2,11:44.0,G. Henderson makes 2-pt jump shot from 16 ft (assist by C. McCollum),,23,21
99,2,11:27.0,,D. McDermott misses 2-pt jump shot from 22 ft,23,21
100,2,11:26.0,Defensive rebound by M. Leonard,,23,21
101,2,11:12.0,C. McCollum misses 2-pt jump shot from 16 ft,,23,21
102,2,11:11.0,,Defensive rebound by C. Felício,23,21
103,2,10:59.0,,A. Brooks misses 2-pt jump shot from 8 ft,23,21
104,2,10:57.0,Defensive rebound by E. Davis,,23,21
105,2,10:45.0,A. Crabbe misses 3-pt jump shot from 23 ft,,23,21
106,2,10:44.0,Offensive rebound by M. Leonard,,23,21
107,2,10:44.0,Shooting foul by B. Portis (drawn by E. Davis),,23,21
108,2,10:44.0,E. Davis misses free throw 1 of 2,,23,21
109,2,10:44.0,Offensive rebound by Team,,23,21
110,2,10:44.0,E. Davis makes free throw 2 of 2,,24,21
111,2,10:38.0,,Offensive foul by A. Brooks (drawn by G. Henderson),24,21
112,2,10:38.0,,Turnover by A. Brooks (offensive foul),24,21
113,2,10:25.0,G. Henderson makes 2-pt layup from 1 ft (assist by C. McCollum),,26,21
114,2,10:04.0,,A. Brooks makes 3-pt jump shot from 26 ft (assist by C. Felício),26,24
115,2,9:56.0,Personal foul by A. Brooks (drawn by G. Henderson),,26,24
116,2,9:51.0,E. Davis makes 2-pt layup from 1 ft (assist by G. Henderson),,28,24
117,2,9:40.0,,B. Portis makes 2-pt jump shot from 20 ft (assist by A. Brooks),28,26
118,2,9:33.0,Personal foul by A. Brooks (drawn by C. McCollum),,28,26
119,2,9:33.0,,E. Moore enters the game for A. Brooks,28,26
120,2,9:33.0,,T. Gibson enters the game for C. Felício,28,26
121,2,9:20.0,M. Leonard makes 2-pt jump shot from 13 ft (assist by C. McCollum),,30,26
122,2,9:10.0,,B. Portis misses 2-pt layup from 3 ft (block by E. Davis),30,26
123,2,9:08.0,Defensive rebound by C. McCollum,,30,26
124,2,9:03.0,A. Crabbe makes 3-pt jump shot from 22 ft (assist by C. McCollum),,33,26
125,2,9:03.0,,Chicago full timeout,33,26
126,2,9:03.0,,M. Dunleavy enters the game for D. McDermott,33,26
127,2,8:45.0,,E. Moore misses 2-pt jump shot from 18 ft,33,26
128,2,8:44.0,Defensive rebound by M. Leonard,,33,26
129,2,8:36.0,C. McCollum misses 2-pt jump shot from 19 ft,,33,26
130,2,8:35.0,,Defensive rebound by B. Portis,33,26
131,2,8:31.0,,Personal foul by M. Leonard (drawn by T. Gibson),33,26
132,2,8:23.0,,M. Dunleavy misses 3-pt jump shot from 26 ft,33,26
133,2,8:22.0,,Offensive rebound by B. Portis,33,26
134,2,8:12.0,,B. Portis misses 2-pt jump shot from 19 ft,33,26
135,2,8:11.0,Defensive rebound by E. Davis,,33,26
136,2,7:55.0,C. McCollum misses 2-pt jump shot from 3 ft (block by T. Gibson),,33,26
137,2,7:55.0,Offensive rebound by Team,,33,26
138,2,7:48.0,C. McCollum misses 3-pt jump shot from 25 ft,,33,26
139,2,7:47.0,,Defensive rebound by M. Dunleavy,33,26
140,2,7:37.0,,T. Gibson misses 2-pt layup from 2 ft (block by E. Davis),33,26
141,2,7:35.0,Defensive rebound by A. Crabbe,,33,26
142,2,7:29.0,Shooting foul by T. Gibson (drawn by C. McCollum),,33,26
143,2,7:29.0,C. McCollum makes free throw 1 of 2,,34,26
144,2,7:29.0,,P. Gasol enters the game for T. Gibson,34,26
145,2,7:29.0,,D. McDermott enters the game for B. Portis,34,26
146,2,7:29.0,M. Harkless enters the game for M. Leonard,,34,26
147,2,7:29.0,C. McCollum makes free throw 2 of 2,,35,26
148,2,7:26.0,,Turnover by P. Gasol (bad pass; steal by E. Davis),35,26
149,2,7:23.0,E. Davis makes 2-pt dunk at rim,,37,26
150,2,7:05.0,Violation by G. Henderson (def goaltending),,37,26
151,2,7:05.0,,P. Gasol makes 2-pt hook shot from 7 ft,37,28
152,2,6:49.0,G. Henderson misses 2-pt jump shot from 13 ft,,37,28
153,2,6:46.0,,Defensive rebound by M. Dunleavy,37,28
154,2,6:43.0,,Personal foul by C. McCollum (drawn by J. Holiday),37,28
155,2,6:36.0,,D. McDermott makes 2-pt layup from 1 ft (assist by P. Gasol),37,30
156,2,6:18.0,M. Harkless misses 3-pt jump shot from 22 ft,,37,30
157,2,6:17.0,Offensive rebound by E. Davis,,37,30
158,2,6:12.0,A. Crabbe makes 2-pt jump shot from 19 ft (assist by E. Davis),,39,30
159,2,6:01.0,,M. Dunleavy misses 3-pt jump shot from 26 ft,39,30
160,2,6:00.0,,Offensive rebound by P. Gasol,39,30
161,2,5:54.0,,E. Moore misses 2-pt jump shot from 7 ft,39,30
162,2,5:53.0,Defensive rebound by C. McCollum,,39,30
163,2,5:50.0,Turnover by C. McCollum (bad pass; steal by D. McDermott),,39,30
164,2,5:42.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,39,30
165,2,5:41.0,Defensive rebound by G. Henderson,,39,30
166,2,5:29.0,G. Henderson misses 2-pt jump shot from 16 ft,,39,30
167,2,5:28.0,,Defensive rebound by E. Moore,39,30
168,2,5:17.0,,D. McDermott misses 3-pt jump shot from 24 ft,39,30
169,2,5:16.0,Defensive rebound by M. Harkless,,39,30
170,2,5:10.0,C. McCollum misses 3-pt jump shot from 24 ft,,39,30
171,2,5:09.0,,Defensive rebound by J. Holiday,39,30
172,2,4:58.0,,Chicago full timeout,39,30
173,2,4:58.0,,T. Snell enters the game for J. Holiday,39,30
174,2,4:58.0,D. Lillard enters the game for C. McCollum,,39,30
175,2,4:58.0,M. Plumlee enters the game for G. Henderson,,39,30
176,2,4:58.0,A. Aminu enters the game for E. Davis,,39,30
177,2,4:53.0,,D. McDermott makes 2-pt jump shot from 7 ft (assist by P. Gasol),39,32
178,2,4:35.0,M. Harkless misses 3-pt jump shot from 23 ft,,39,32
179,2,4:33.0,,Defensive rebound by E. Moore,39,32
180,2,4:23.0,,Turnover by M. Dunleavy (bad pass; steal by A. Crabbe),39,32
181,2,4:19.0,A. Crabbe misses 2-pt layup from 1 ft,,39,32
182,2,4:18.0,Offensive rebound by M. Harkless,,39,32
183,2,4:18.0,M. Harkless makes 2-pt dunk at rim,,41,32
184,2,4:05.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by M. Dunleavy),41,34
185,2,3:49.0,A. Crabbe makes 2-pt jump shot from 19 ft (assist by M. Plumlee),,43,34
186,2,3:36.0,,T. Snell misses 2-pt jump shot from 10 ft,43,34
187,2,3:35.0,Defensive rebound by D. Lillard,,43,34
188,2,3:28.0,D. Lillard makes 2-pt jump shot from 8 ft,,45,34
189,2,3:09.0,,E. Moore misses 2-pt jump shot from 6 ft,45,34
190,2,3:08.0,Defensive rebound by M. Plumlee,,45,34
191,2,3:03.0,Personal foul by D. McDermott (drawn by M. Plumlee),,45,34
192,2,3:03.0,M. Plumlee makes free throw 1 of 2,,46,34
193,2,3:03.0,M. Plumlee makes free throw 2 of 2,,47,34
194,2,2:55.0,,Personal foul by D. Lillard (drawn by E. Moore),47,34
195,2,2:55.0,Portland full timeout,,47,34
196,2,2:51.0,,M. Dunleavy misses 3-pt jump shot from 24 ft,47,34
197,2,2:50.0,Defensive rebound by M. Plumlee,,47,34
198,2,2:39.0,M. Plumlee makes 2-pt jump shot from 17 ft (assist by M. Harkless),,49,34
199,2,2:21.0,,Turnover by P. Gasol (traveling),49,34
200,2,2:02.0,A. Crabbe misses 2-pt jump shot from 18 ft (block by P. Gasol),,49,34
201,2,2:01.0,,Defensive rebound by M. Dunleavy,49,34
202,2,1:55.0,,E. Moore makes 2-pt layup from 2 ft (assist by M. Dunleavy),49,36
203,2,1:40.0,D. Lillard makes 2-pt layup from 1 ft,,51,36
204,2,1:26.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by P. Gasol),51,39
205,2,1:01.0,,Offensive charge foul by M. Plumlee (drawn by M. Dunleavy),51,39
206,2,1:01.0,Turnover by M. Plumlee (offensive foul),,51,39
207,2,1:01.0,C. McCollum enters the game for A. Crabbe,,51,39
208,2,0:40.0,,P. Gasol misses 2-pt layup from 1 ft,51,39
209,2,0:38.0,Defensive rebound by A. Aminu,,51,39
210,2,0:30.0,D. Lillard misses 3-pt jump shot from 26 ft,,51,39
211,2,0:28.0,,Defensive rebound by P. Gasol,51,39
212,2,0:22.0,,Shooting foul by M. Plumlee (drawn by P. Gasol),51,39
213,2,0:22.0,,P. Gasol makes free throw 1 of 2,51,40
214,2,0:22.0,,T. Gibson enters the game for D. McDermott,51,40
215,2,0:22.0,,J. Holiday enters the game for M. Dunleavy,51,40
216,2,0:22.0,,P. Gasol makes free throw 2 of 2,51,41
217,2,0:22.0,Portland full timeout,,51,41
218,2,0:22.0,M. Leonard enters the game for M. Plumlee,,51,41
219,2,0:22.0,A. Crabbe enters the game for M. Harkless,,51,41
220,2,0:22.0,,B. Portis enters the game for P. Gasol,51,41
221,2,0:02.0,C. McCollum misses 2-pt layup from 2 ft,,51,41
222,2,0:01.0,,Defensive rebound by E. Moore,51,41
223,3,11:50.0,C. McCollum makes 2-pt jump shot from 16 ft,,53,41
224,3,11:50.0,Away from play foul by P. Gasol (drawn by M. Plumlee),,53,41
225,3,11:50.0,M. Plumlee misses free throw 1 of 1,,53,41
226,3,11:48.0,,Defensive rebound by P. Gasol,53,41
227,3,11:38.0,,Personal foul by A. Aminu (drawn by M. Dunleavy),53,41
228,3,11:24.0,,E. Moore makes 2-pt jump shot from 20 ft,53,43
229,3,10:59.0,A. Aminu misses 2-pt jump shot from 13 ft,,53,43
230,3,10:58.0,,Defensive rebound by P. Gasol,53,43
231,3,10:47.0,,T. Gibson makes 2-pt jump shot from 17 ft (assist by T. Snell),53,45
232,3,10:31.0,C. McCollum misses 2-pt layup from 1 ft,,53,45
233,3,10:30.0,Offensive rebound by C. McCollum,,53,45
234,3,10:30.0,Shooting foul by P. Gasol (drawn by C. McCollum),,53,45
235,3,10:30.0,C. McCollum makes free throw 1 of 2,,54,45
236,3,10:30.0,C. McCollum makes free throw 2 of 2,,55,45
237,3,10:14.0,,Personal foul by A. Aminu (drawn by M. Dunleavy),55,45
238,3,10:10.0,,E. Moore makes 2-pt jump shot from 7 ft (assist by M. Dunleavy),55,47
239,3,9:55.0,N. Vonleh misses 2-pt layup from 2 ft (block by T. Gibson),,55,47
240,3,9:53.0,Offensive rebound by A. Aminu,,55,47
241,3,9:50.0,A. Aminu makes 2-pt layup from 2 ft,,57,47
242,3,9:25.0,,E. Moore makes 2-pt jump shot from 15 ft,57,49
243,3,9:20.0,Shooting foul by T. Gibson (drawn by M. Plumlee),,57,49
244,3,9:20.0,M. Plumlee makes free throw 1 of 2,,58,49
245,3,9:20.0,M. Plumlee makes free throw 2 of 2,,59,49
246,3,9:08.0,,T. Gibson misses 2-pt layup from 3 ft,59,49
247,3,9:07.0,,Offensive rebound by T. Snell,59,49
248,3,9:03.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by T. Snell),59,51
249,3,8:38.0,N. Vonleh makes 3-pt jump shot from 23 ft (assist by D. Lillard),,62,51
250,3,8:17.0,,Turnover by M. Dunleavy (bad pass; steal by M. Plumlee),62,51
251,3,8:13.0,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),,64,51
252,3,7:52.0,,T. Snell misses 3-pt jump shot from 22 ft,64,51
253,3,7:52.0,Defensive rebound by Team,,64,51
254,3,7:38.0,A. Aminu misses 3-pt jump shot from 26 ft,,64,51
255,3,7:37.0,,Defensive rebound by P. Gasol,64,51
256,3,7:27.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by M. Dunleavy),64,53
257,3,7:09.0,D. Lillard misses 3-pt jump shot from 26 ft,,64,53
258,3,7:07.0,,Defensive rebound by M. Dunleavy,64,53
259,3,6:59.0,,E. Moore makes 2-pt layup from 1 ft,64,55
260,3,6:39.0,D. Lillard makes 2-pt layup from 1 ft (assist by M. Plumlee),,66,55
261,3,6:39.0,Shooting foul by E. Moore (drawn by D. Lillard),,66,55
262,3,6:39.0,D. Lillard makes free throw 1 of 1,,67,55
263,3,6:29.0,,M. Dunleavy makes 2-pt layup from 2 ft (assist by P. Gasol),67,57
264,3,6:14.0,N. Vonleh makes 2-pt dunk at rim (assist by D. Lillard),,69,57
265,3,6:14.0,Shooting foul by T. Gibson (drawn by N. Vonleh),,69,57
266,3,6:14.0,,B. Portis enters the game for T. Gibson,69,57
267,3,6:14.0,N. Vonleh misses free throw 1 of 1,,69,57
268,3,6:12.0,,Defensive rebound by P. Gasol,69,57
269,3,5:53.0,,E. Moore makes 2-pt jump shot from 5 ft (assist by P. Gasol),69,59
270,3,5:41.0,D. Lillard misses 2-pt jump shot from 5 ft (block by B. Portis),,69,59
271,3,5:39.0,,Defensive rebound by B. Portis,69,59
272,3,5:31.0,,E. Moore makes 2-pt layup from 2 ft (assist by P. Gasol),69,61
273,3,5:30.0,Portland full timeout,,69,61
274,3,5:30.0,,D. McDermott enters the game for M. Dunleavy,69,61
275,3,5:30.0,A. Crabbe enters the game for N. Vonleh,,69,61
276,3,5:29.0,M. Leonard enters the game for C. McCollum,,69,61
277,3,5:11.0,M. Leonard misses 2-pt jump shot from 15 ft,,69,61
278,3,5:08.0,,Defensive rebound by P. Gasol,69,61
279,3,4:58.0,,B. Portis makes 2-pt jump shot from 19 ft (assist by P. Gasol),69,63
280,3,4:41.0,D. Lillard misses 2-pt jump shot from 3 ft,,69,63
281,3,4:41.0,Offensive rebound by Team,,69,63
282,3,4:41.0,G. Henderson enters the game for A. Aminu,,69,63
283,3,4:35.0,G. Henderson makes 2-pt jump shot from 19 ft (assist by A. Crabbe),,71,63
284,3,4:18.0,,B. Portis misses 2-pt hook shot from 10 ft,71,63
285,3,4:17.0,Defensive rebound by M. Leonard,,71,63
286,3,4:02.0,G. Henderson misses 2-pt jump shot from 9 ft,,71,63
287,3,4:00.0,Offensive rebound by M. Plumlee,,71,63
288,3,3:58.0,M. Leonard misses 3-pt jump shot from 26 ft,,71,63
289,3,3:57.0,,Defensive rebound by D. McDermott,71,63
290,3,3:42.0,,E. Moore misses 2-pt jump shot from 22 ft,71,63
291,3,3:41.0,Defensive rebound by Team,,71,63
292,3,3:41.0,E. Davis enters the game for M. Plumlee,,71,63
293,3,3:21.0,D. Lillard misses 2-pt jump shot from 16 ft,,71,63
294,3,3:20.0,,Defensive rebound by B. Portis,71,63
295,3,3:07.0,,P. Gasol misses 2-pt jump shot from 16 ft,71,63
296,3,3:06.0,,Offensive rebound by B. Portis,71,63
297,3,3:06.0,,B. Portis misses 2-pt layup from 1 ft,71,63
298,3,3:05.0,,Offensive rebound by B. Portis,71,63
299,3,3:05.0,,B. Portis misses 2-pt layup from 1 ft,71,63
300,3,3:04.0,Defensive rebound by M. Leonard,,71,63
301,3,2:57.0,D. Lillard misses 2-pt jump shot from 4 ft,,71,63
302,3,2:56.0,,Defensive rebound by B. Portis,71,63
303,3,2:43.0,,D. McDermott makes 2-pt jump shot from 17 ft (assist by B. Portis),71,65
304,3,2:23.0,E. Davis misses 2-pt jump shot from 4 ft (block by P. Gasol),,71,65
305,3,2:21.0,,Defensive rebound by P. Gasol,71,65
306,3,2:13.0,,T. Snell misses 2-pt jump shot from 18 ft,71,65
307,3,2:12.0,,Offensive rebound by T. Snell,71,65
308,3,2:09.0,,E. Moore makes 3-pt jump shot from 22 ft (assist by T. Snell),71,68
309,3,1:49.0,D. Lillard makes 2-pt layup from 1 ft,,73,68
310,3,1:42.0,,Chicago full timeout,73,68
311,3,1:42.0,,A. Brooks enters the game for E. Moore,73,68
312,3,1:42.0,C. McCollum enters the game for D. Lillard,,73,68
313,3,1:35.0,,D. McDermott misses 3-pt jump shot from 26 ft,73,68
314,3,1:34.0,Defensive rebound by M. Leonard,,73,68
315,3,1:16.0,G. Henderson makes 2-pt jump shot from 15 ft,,75,68
316,3,1:03.0,,B. Portis makes 2-pt layup from 2 ft (assist by T. Snell),75,70
317,3,0:53.0,A. Crabbe misses 2-pt jump shot from 8 ft,,75,70
318,3,0:52.0,Offensive rebound by E. Davis,,75,70
319,3,0:51.0,E. Davis makes 2-pt layup from 2 ft,,77,70
320,3,0:31.0,,A. Brooks misses 2-pt layup from 1 ft,77,70
321,3,0:30.0,Defensive rebound by E. Davis,,77,70
322,3,0:15.0,A. Crabbe makes 2-pt layup from 1 ft (assist by C. McCollum),,79,70
323,3,0:03.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by A. Brooks),79,73
324,3,0:00.0,C. McCollum misses 3-pt jump shot from 41 ft,,79,73
325,3,0:00.0,Offensive rebound by Team,,79,73
326,4,11:43.0,,D. McDermott misses 2-pt layup from 3 ft,79,73
327,4,11:41.0,,Offensive rebound by B. Portis,79,73
328,4,11:39.0,,B. Portis makes 2-pt layup from 1 ft,79,75
329,4,11:26.0,G. Henderson misses 2-pt jump shot from 21 ft,,79,75
330,4,11:25.0,,Defensive rebound by T. Gibson,79,75
331,4,11:16.0,,A. Brooks misses 2-pt jump shot from 5 ft,79,75
332,4,11:15.0,Defensive rebound by G. Henderson,,79,75
333,4,11:10.0,G. Henderson makes 2-pt layup from 1 ft,,81,75
334,4,10:49.0,,A. Brooks misses 2-pt jump shot from 16 ft,81,75
335,4,10:49.0,Defensive rebound by Team,,81,75
336,4,10:36.0,G. Henderson misses 3-pt jump shot from 24 ft,,81,75
337,4,10:34.0,,Defensive rebound by T. Gibson,81,75
338,4,10:30.0,,D. McDermott misses 2-pt layup at rim (block by E. Davis),81,75
339,4,10:28.0,Defensive rebound by E. Davis,,81,75
340,4,10:20.0,M. Leonard makes 3-pt jump shot from 24 ft (assist by C. McCollum),,84,75
341,4,10:20.0,,Chicago full timeout,84,75
342,4,9:55.0,,Turnover by A. Brooks (bad pass; steal by E. Davis),84,75
343,4,9:40.0,Turnover by C. McCollum (bad pass; steal by A. Brooks),,84,75
344,4,9:29.0,,J. Holiday misses 3-pt jump shot from 25 ft,84,75
345,4,9:28.0,Defensive rebound by M. Leonard,,84,75
346,4,9:12.0,A. Crabbe makes 2-pt jump shot from 19 ft (assist by C. McCollum),,86,75
347,4,8:45.0,,A. Brooks makes 3-pt jump shot from 24 ft (assist by B. Portis),86,78
348,4,8:30.0,C. McCollum misses 3-pt jump shot from 24 ft,,86,78
349,4,8:29.0,,Defensive rebound by B. Portis,86,78
350,4,8:21.0,,A. Brooks misses 3-pt jump shot from 25 ft,86,78
351,4,8:20.0,Defensive rebound by E. Davis,,86,78
352,4,8:10.0,A. Crabbe misses 3-pt jump shot from 23 ft,,86,78
353,4,8:09.0,,Defensive rebound by B. Portis,86,78
354,4,7:59.0,,B. Portis makes 2-pt jump shot from 21 ft (assist by A. Brooks),86,80
355,4,7:37.0,Turnover by C. McCollum (3 sec),,86,80
356,4,7:18.0,,Personal foul by M. Leonard (drawn by B. Portis),86,80
357,4,7:18.0,D. Lillard enters the game for C. McCollum,,86,80
358,4,7:15.0,,Shooting foul by A. Crabbe (drawn by D. McDermott),86,80
359,4,7:15.0,,D. McDermott makes free throw 1 of 3,86,81
360,4,7:15.0,,D. McDermott makes free throw 2 of 3,86,82
361,4,7:15.0,,D. McDermott makes free throw 3 of 3,86,83
362,4,6:53.0,G. Henderson makes 3-pt jump shot from 23 ft,,89,83
363,4,6:40.0,,D. McDermott misses 2-pt layup from 1 ft,89,83
364,4,6:40.0,Defensive rebound by Team,,89,83
365,4,6:40.0,M. Plumlee enters the game for M. Leonard,,89,83
366,4,6:25.0,Personal foul by T. Gibson (drawn by M. Plumlee),,89,83
367,4,6:25.0,,P. Gasol enters the game for T. Gibson,89,83
368,4,6:25.0,,M. Dunleavy enters the game for D. McDermott,89,83
369,4,6:25.0,,T. Snell enters the game for J. Holiday,89,83
370,4,6:25.0,,E. Moore enters the game for A. Brooks,89,83
371,4,6:20.0,D. Lillard makes 2-pt jump shot from 12 ft,,91,83
372,4,6:20.0,Shooting foul by T. Snell (drawn by D. Lillard),,91,83
373,4,6:20.0,D. Lillard makes free throw 1 of 1,,92,83
374,4,6:02.0,,B. Portis misses 2-pt jump shot from 21 ft,92,83
375,4,6:01.0,Defensive rebound by A. Crabbe,,92,83
376,4,5:53.0,G. Henderson misses 2-pt jump shot from 21 ft,,92,83
377,4,5:52.0,,Defensive rebound by P. Gasol,92,83
378,4,5:46.0,,E. Moore misses 2-pt jump shot from 19 ft,92,83
379,4,5:43.0,Defensive rebound by G. Henderson,,92,83
