,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW ORLEANS_ACTION,MEMPHIS_SCORE,NEW ORLEANS_SCORE
0,1,11:46.0,Turnover by C. Lee (traveling),,0,0
1,1,11:37.0,,A. Davis misses 2-pt jump shot from 8 ft,0,0
2,1,11:36.0,Defensive rebound by M. Conley,,0,0
3,1,11:17.0,Z. Randolph makes 2-pt jump shot from 18 ft (assist by M. Conley),,2,0
4,1,10:58.0,,N. Cole makes 2-pt jump shot from 20 ft (assist by A. Davis),2,2
5,1,10:41.0,Z. Randolph makes 2-pt jump shot from 15 ft,,4,2
6,1,10:30.0,,N. Cole makes 2-pt layup from 1 ft (assist by A. Gee),4,4
7,1,10:14.0,Turnover by Z. Randolph (bad pass; steal by A. Davis),,4,4
8,1,10:10.0,,N. Cole makes 3-pt jump shot from 24 ft (assist by A. Davis),4,7
9,1,9:46.0,M. Gasol makes 2-pt jump shot from 14 ft,,6,7
10,1,9:37.0,,N. Cole misses 2-pt jump shot from 12 ft,6,7
11,1,9:33.0,Defensive rebound by T. Allen,,6,7
12,1,9:24.0,Shooting foul by N. Cole (drawn by M. Conley),,6,7
13,1,9:24.0,M. Conley makes free throw 1 of 2,,7,7
14,1,9:24.0,M. Conley makes free throw 2 of 2,,8,7
15,1,9:11.0,,A. Davis misses 2-pt dunk at rim,8,7
16,1,9:09.0,Defensive rebound by M. Conley,,8,7
17,1,9:08.0,T. Allen misses 2-pt layup from 1 ft,,8,7
18,1,9:03.0,,Defensive rebound by Ö. Aşık,8,7
19,1,8:48.0,,A. Davis misses 2-pt jump shot from 9 ft,8,7
20,1,8:47.0,Defensive rebound by T. Allen,,8,7
21,1,8:40.0,Shooting foul by Ö. Aşık (drawn by M. Gasol),,8,7
22,1,8:40.0,M. Gasol misses free throw 1 of 2,,8,7
23,1,8:40.0,Offensive rebound by Team,,8,7
24,1,8:40.0,M. Gasol misses free throw 2 of 2,,8,7
25,1,8:39.0,,Defensive rebound by Ö. Aşık,8,7
26,1,8:27.0,,A. Davis makes 2-pt jump shot from 17 ft,8,9
27,1,8:03.0,C. Lee makes 2-pt jump shot from 3 ft (assist by M. Gasol),,10,9
28,1,7:54.0,,Personal foul by Z. Randolph (drawn by A. Davis),10,9
29,1,7:46.0,,Ö. Aşık misses 2-pt layup from 2 ft (block by M. Gasol),10,9
30,1,7:45.0,,Offensive rebound by Ö. Aşık,10,9
31,1,7:42.0,,Ö. Aşık misses 2-pt layup from 1 ft,10,9
32,1,7:42.0,Defensive rebound by Z. Randolph,,10,9
33,1,7:25.0,M. Gasol makes 2-pt jump shot from 16 ft,,12,9
34,1,7:10.0,,A. Davis makes 2-pt jump shot from 18 ft (assist by N. Cole),12,11
35,1,6:52.0,M. Gasol makes 2-pt hook shot from 2 ft (assist by M. Conley),,14,11
36,1,6:38.0,,Def 3 sec tech foul by M. Gasol,14,11
37,1,6:38.0,,A. Davis makes technical free throw,14,12
38,1,6:30.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by N. Cole),14,14
39,1,6:16.0,Offensive foul by M. Gasol (drawn by A. Davis),,14,14
40,1,6:16.0,Turnover by M. Gasol (offensive foul),,14,14
41,1,6:08.0,,A. Davis makes 3-pt jump shot from 24 ft (assist by N. Cole),14,17
42,1,5:47.0,Z. Randolph makes 2-pt jump shot from 15 ft (assist by M. Gasol),,16,17
43,1,5:34.0,,New Orleans full timeout,16,17
44,1,5:34.0,J. Green enters the game for T. Allen,,16,17
45,1,5:28.0,,N. Cole misses 2-pt jump shot from 10 ft,16,17
46,1,5:26.0,Defensive rebound by J. Green,,16,17
47,1,5:03.0,M. Gasol makes 2-pt layup from 1 ft,,18,17
48,1,4:53.0,,A. Davis misses 2-pt jump shot from 16 ft,18,17
49,1,4:51.0,Defensive rebound by J. Green,,18,17
50,1,4:38.0,Z. Randolph makes 2-pt layup from 2 ft,,20,17
51,1,4:16.0,,Shooting foul by J. Green (drawn by Ö. Aşık),20,17
52,1,4:16.0,,Ö. Aşık misses free throw 1 of 2,20,17
53,1,4:16.0,,Offensive rebound by Team,20,17
54,1,4:16.0,,R. Anderson enters the game for A. Davis,20,17
55,1,4:16.0,M. Chalmers enters the game for M. Conley,,20,17
56,1,4:16.0,,Ö. Aşık misses free throw 2 of 2,20,17
57,1,4:15.0,,Offensive rebound by B. Dejean-Jones,20,17
58,1,4:12.0,,B. Dejean-Jones makes 2-pt dunk at rim,20,19
59,1,3:48.0,Turnover by M. Gasol (lost ball; steal by B. Dejean-Jones),,20,19
60,1,3:22.0,,B. Dejean-Jones misses 2-pt jump shot from 17 ft,20,19
61,1,3:22.0,,Offensive rebound by Team,20,19
62,1,3:22.0,Loose ball foul by M. Gasol (drawn by Ö. Aşık),,20,19
63,1,3:22.0,V. Carter enters the game for Z. Randolph,,20,19
64,1,3:10.0,,R. Anderson misses 2-pt jump shot from 17 ft,20,19
65,1,3:09.0,,Offensive rebound by B. Dejean-Jones,20,19
66,1,3:07.0,,B. Dejean-Jones makes 2-pt jump shot from 13 ft,20,21
67,1,2:57.0,Memphis full timeout,,20,21
68,1,2:57.0,,J. Holiday enters the game for B. Dejean-Jones,20,21
69,1,2:52.0,Personal block foul by Ö. Aşık (drawn by J. Green),,20,21
70,1,2:52.0,,A. Ajinça enters the game for Ö. Aşık,20,21
71,1,2:47.0,,Violation by A. Gee (kicked ball),20,21
72,1,2:36.0,M. Gasol misses 2-pt jump shot from 13 ft,,20,21
73,1,2:35.0,,Defensive rebound by A. Ajinça,20,21
74,1,2:24.0,,R. Anderson misses 2-pt layup from 1 ft (block by M. Gasol),20,21
75,1,2:22.0,,Offensive rebound by A. Ajinça,20,21
76,1,2:18.0,,N. Cole makes 3-pt jump shot from 24 ft (assist by A. Ajinça),20,24
77,1,2:00.0,J. Green makes 2-pt layup from 1 ft (assist by V. Carter),,22,24
78,1,1:51.0,,J. Holiday misses 3-pt jump shot from 24 ft,22,24
79,1,1:50.0,Defensive rebound by M. Gasol,,22,24
80,1,1:41.0,V. Carter misses 3-pt jump shot from 26 ft,,22,24
81,1,1:40.0,,Defensive rebound by J. Holiday,22,24
82,1,1:26.0,,Turnover by J. Holiday (bad pass; steal by M. Chalmers),22,24
83,1,1:11.0,M. Gasol misses 2-pt hook shot from 5 ft,,22,24
84,1,1:09.0,,Defensive rebound by A. Ajinça,22,24
85,1,1:03.0,,Turnover by J. Holiday (lost ball; steal by M. Chalmers),22,24
86,1,0:57.0,M. Chalmers misses 2-pt layup from 1 ft,,22,24
87,1,0:55.0,,Defensive rebound by N. Cole,22,24
88,1,0:49.0,,A. Gee makes 2-pt jump shot from 21 ft (assist by R. Anderson),22,26
89,1,0:49.0,Memphis full timeout,,22,26
90,1,0:49.0,R. Hollins enters the game for M. Gasol,,22,26
91,1,0:33.0,J. Green misses 2-pt layup from 1 ft,,22,26
92,1,0:33.0,,Defensive rebound by A. Ajinça,22,26
93,1,0:22.0,,Shooting foul by R. Hollins (drawn by A. Ajinça),22,26
94,1,0:22.0,,A. Ajinça misses free throw 1 of 2,22,26
95,1,0:22.0,,Offensive rebound by Team,22,26
96,1,0:22.0,,A. Ajinça makes free throw 2 of 2,22,27
97,1,0:00.0,J. Green misses 2-pt jump shot from 16 ft,,22,27
