,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SACRAMENTO_ACTION,NEW YORK_SCORE,SACRAMENTO_SCORE
55,1,4:22.0,,M. Belinelli enters the game for O. Casspi,12,11
56,1,4:22.0,,K. Koufos enters the game for B. McLemore,12,11
57,1,4:22.0,L. Thomas enters the game for K. Porziņģis,,12,11
58,1,4:22.0,L. Galloway enters the game for J. Calderón,,12,11
59,1,4:13.0,Turnover by A. Afflalo (lost ball),,12,11
60,1,4:13.0,Loose ball foul by A. Afflalo (drawn by R. Gay),,12,11
61,1,4:00.0,,M. Belinelli makes 2-pt jump shot from 11 ft (assist by R. Rondo),12,13
62,1,3:38.0,Turnover by L. Thomas (bad pass),,12,13
63,1,3:30.0,,Personal foul by A. Afflalo (drawn by M. Belinelli),12,13
64,1,3:30.0,,D. Collison enters the game for D. Cousins,12,13
65,1,3:30.0,S. Vujačić enters the game for A. Afflalo,,12,13
66,1,3:21.0,,R. Rondo makes 3-pt jump shot from 24 ft (assist by M. Belinelli),12,16
67,1,3:00.0,L. Galloway misses 2-pt jump shot from 19 ft,,12,16
68,1,2:58.0,Offensive rebound by R. Lopez,,12,16
69,1,2:55.0,Turnover by R. Lopez (lost ball),,12,16
70,1,2:55.0,,Sacramento full timeout,12,16
71,1,2:55.0,K. O'Quinn enters the game for C. Anthony,,12,16
72,1,2:55.0,D. Williams enters the game for R. Lopez,,12,16
73,1,2:41.0,,R. Gay misses 2-pt jump shot from 16 ft,12,16
74,1,2:41.0,Defensive rebound by S. Vujačić,,12,16
75,1,2:29.0,S. Vujačić misses 3-pt jump shot from 23 ft,,12,16
76,1,2:29.0,,Defensive rebound by M. Belinelli,12,16
77,1,2:22.0,,D. Collison misses 3-pt jump shot from 23 ft,12,16
78,1,2:21.0,Defensive rebound by K. O'Quinn,,12,16
79,1,2:14.0,D. Williams misses 2-pt layup from 3 ft,,12,16
80,1,2:13.0,,Defensive rebound by R. Rondo,12,16
81,1,2:05.0,,K. Koufos makes 2-pt jump shot from 6 ft (assist by M. Belinelli),12,18
82,1,1:57.0,Shooting foul by K. Koufos (drawn by L. Galloway),,12,18
83,1,1:57.0,L. Galloway makes free throw 1 of 2,,13,18
84,1,1:57.0,L. Galloway makes free throw 2 of 2,,14,18
85,1,1:44.0,,M. Belinelli misses 2-pt jump shot from 21 ft,14,18
86,1,1:44.0,Defensive rebound by D. Williams,,14,18
87,1,1:33.0,L. Galloway misses 3-pt jump shot from 25 ft,,14,18
88,1,1:32.0,,Defensive rebound by K. Koufos,14,18
89,1,1:19.0,,K. Koufos misses 2-pt jump shot from 9 ft,14,18
90,1,1:18.0,Defensive rebound by L. Galloway,,14,18
91,1,1:10.0,Shooting foul by K. Koufos (drawn by L. Thomas),,14,18
92,1,1:10.0,L. Thomas makes free throw 1 of 2,,15,18
93,1,1:10.0,,O. Casspi enters the game for R. Gay,15,18
94,1,1:10.0,,D. Cousins enters the game for K. Koufos,15,18
95,1,1:10.0,L. Thomas makes free throw 2 of 2,,16,18
96,1,1:02.0,,D. Collison makes 2-pt layup from 2 ft (assist by R. Rondo),16,20
97,1,1:00.0,Turnover by L. Thomas (offensive foul),,16,20
98,1,1:00.0,Offensive foul by L. Thomas (drawn by O. Casspi),,16,20
99,1,0:46.0,,R. Rondo makes 2-pt layup from 2 ft,16,22
100,1,0:40.0,S. Vujačić misses 3-pt jump shot from 23 ft,,16,22
101,1,0:39.0,,Defensive rebound by D. Cousins,16,22
102,1,0:34.0,,D. Collison makes 2-pt layup from 2 ft (assist by O. Casspi),16,24
103,1,0:19.0,D. Williams misses 3-pt jump shot from 25 ft,,16,24
104,1,0:18.0,,Defensive rebound by O. Casspi,16,24
105,1,0:01.0,,D. Cousins misses 2-pt jump shot from 3 ft (block by K. O'Quinn),16,24
106,1,0:01.0,,Offensive rebound by Team,16,24
107,2,11:35.0,,D. Collison misses 3-pt jump shot from 25 ft,16,24
108,2,11:35.0,Defensive rebound by K. O'Quinn,,16,24
109,2,11:13.0,L. Thomas misses 2-pt jump shot from 22 ft,,16,24
110,2,11:12.0,Offensive rebound by J. Grant,,16,24
111,2,11:10.0,Turnover by J. Grant (bad pass; steal by B. McLemore),,16,24
112,2,11:04.0,,D. Collison makes 2-pt layup from 2 ft,16,26
113,2,10:43.0,L. Thomas misses 2-pt jump shot from 13 ft,,16,26
114,2,10:42.0,,Defensive rebound by Team,16,26
115,2,10:21.0,Offensive charge foul by D. Cousins (drawn by D. Williams),,16,26
116,2,10:21.0,,Turnover by D. Cousins (offensive foul),16,26
117,2,10:21.0,C. Anthony enters the game for L. Thomas,,16,26
118,2,10:05.0,C. Anthony misses 2-pt jump shot from 13 ft,,16,26
119,2,10:04.0,,Defensive rebound by D. Collison,16,26
120,2,9:47.0,,M. Belinelli misses 3-pt jump shot from 24 ft,16,26
121,2,9:47.0,Defensive rebound by K. O'Quinn,,16,26
122,2,9:37.0,C. Anthony makes 2-pt layup from 3 ft (assist by K. O'Quinn),,18,26
123,2,9:21.0,,M. Belinelli makes 2-pt jump shot from 17 ft (assist by D. Collison),18,28
124,2,9:08.0,Offensive foul by C. Anthony (drawn by O. Casspi),,18,28
125,2,9:08.0,Turnover by C. Anthony (offensive foul),,18,28
126,2,8:57.0,,M. Belinelli misses 2-pt jump shot from 14 ft,18,28
127,2,8:56.0,Defensive rebound by L. Galloway,,18,28
128,2,8:46.0,Turnover by J. Grant (bad pass),,18,28
129,2,8:46.0,Official timeout,,18,28
130,2,8:46.0,J. Calderón enters the game for L. Galloway,,18,28
131,2,8:46.0,A. Afflalo enters the game for K. O'Quinn,,18,28
132,2,8:46.0,K. Porziņģis enters the game for D. Williams,,18,28
133,2,8:46.0,R. Lopez enters the game for J. Grant,,18,28
134,2,8:46.0,,R. Gay enters the game for B. McLemore,18,28
135,2,8:30.0,,D. Cousins misses 2-pt jump shot from 8 ft,18,28
136,2,8:30.0,Defensive rebound by C. Anthony,,18,28
137,2,8:19.0,C. Anthony makes 2-pt layup from 1 ft,,20,28
138,2,7:55.0,,O. Casspi makes 2-pt layup from 4 ft,20,30
139,2,7:33.0,R. Lopez misses 2-pt layup from 2 ft,,20,30
140,2,7:32.0,,Defensive rebound by O. Casspi,20,30
141,2,7:21.0,,R. Gay makes 2-pt jump shot from 4 ft (assist by O. Casspi),20,32
142,2,7:08.0,R. Lopez misses 2-pt hook shot from 6 ft,,20,32
143,2,7:07.0,,Defensive rebound by O. Casspi,20,32
144,2,7:02.0,,M. Belinelli misses 2-pt layup from 2 ft (block by K. Porziņģis),20,32
145,2,7:00.0,Defensive rebound by R. Lopez,,20,32
146,2,6:53.0,Turnover by K. Porziņģis (bad pass; steal by D. Cousins),,20,32
147,2,6:48.0,,D. Collison makes 2-pt layup from 2 ft (assist by D. Cousins),20,34
148,2,6:29.0,C. Anthony misses 2-pt layup from 2 ft,,20,34
149,2,6:28.0,Offensive rebound by C. Anthony,,20,34
150,2,6:27.0,C. Anthony misses 2-pt layup from 1 ft (block by R. Gay),,20,34
151,2,6:27.0,Offensive rebound by C. Anthony,,20,34
152,2,6:27.0,Shooting foul by D. Cousins (drawn by C. Anthony),,20,34
153,2,6:27.0,C. Anthony makes free throw 1 of 2,,21,34
154,2,6:27.0,C. Anthony misses free throw 2 of 2,,21,34
155,2,6:26.0,,Defensive rebound by R. Gay,21,34
156,2,6:14.0,,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),21,36
157,2,5:55.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by C. Anthony),,24,36
158,2,5:34.0,,M. Belinelli misses 3-pt jump shot from 24 ft,24,36
159,2,5:33.0,Defensive rebound by C. Anthony,,24,36
160,2,5:31.0,A. Afflalo makes 2-pt dunk at rim (assist by C. Anthony),,26,36
161,2,5:29.0,,Sacramento full timeout,26,36
162,2,5:29.0,,R. Rondo enters the game for D. Collison,26,36
163,2,5:21.0,,Shooting foul by R. Lopez (drawn by D. Cousins),26,36
164,2,5:21.0,,D. Cousins misses free throw 1 of 2,26,36
165,2,5:21.0,,Offensive rebound by Team,26,36
166,2,5:21.0,,D. Cousins makes free throw 2 of 2,26,37
167,2,5:03.0,Turnover by R. Lopez (traveling),,26,37
168,2,5:03.0,,K. Koufos enters the game for O. Casspi,26,37
169,2,4:49.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by R. Rondo),26,39
170,2,4:23.0,J. Calderón misses 3-pt jump shot from 24 ft (block by R. Gay),,26,39
171,2,4:23.0,Offensive rebound by Team,,26,39
172,2,4:23.0,Turnover by Team (shot clock),,26,39
173,2,4:06.0,,R. Gay misses 2-pt layup from 4 ft,26,39
174,2,4:06.0,Defensive rebound by R. Lopez,,26,39
175,2,3:51.0,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by J. Calderón),,29,39
176,2,3:31.0,,R. Gay misses 2-pt layup from 2 ft,29,39
177,2,3:30.0,Defensive rebound by R. Lopez,,29,39
178,2,3:26.0,Personal foul by K. Koufos (drawn by K. Porziņģis),,29,39
179,2,3:26.0,,Technical foul by K. Koufos,29,39
180,2,3:26.0,C. Anthony misses technical free throw,,29,39
181,2,3:26.0,Offensive rebound by Team,,29,39
182,2,3:26.0,,O. Casspi enters the game for M. Belinelli,29,39
183,2,3:26.0,,B. McLemore enters the game for K. Koufos,29,39
184,2,3:19.0,Personal foul by R. Rondo (drawn by C. Anthony),,29,39
185,2,3:17.0,Personal foul by D. Cousins (drawn by R. Lopez),,29,39
186,2,3:17.0,,K. Koufos enters the game for D. Cousins,29,39
187,2,3:17.0,L. Thomas enters the game for R. Lopez,,29,39
188,2,3:01.0,A. Afflalo misses 3-pt jump shot from 24 ft,,29,39
189,2,2:59.0,,Defensive rebound by R. Rondo,29,39
190,2,2:57.0,,O. Casspi makes 2-pt dunk at rim (assist by R. Rondo),29,41
191,2,2:40.0,J. Calderón makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),,32,41
192,2,2:32.0,,R. Rondo makes 2-pt layup from 1 ft,32,43
193,2,2:32.0,,Shooting foul by J. Calderón (drawn by R. Rondo),32,43
194,2,2:32.0,New York full timeout,,32,43
195,2,2:32.0,,R. Rondo makes free throw 1 of 1,32,44
196,2,2:15.0,K. Porziņģis misses 2-pt jump shot from 15 ft,,32,44
197,2,2:14.0,,Defensive rebound by R. Gay,32,44
198,2,2:05.0,,O. Casspi misses 2-pt jump shot from 8 ft,32,44
199,2,2:05.0,Defensive rebound by L. Thomas,,32,44
200,2,1:52.0,A. Afflalo makes 2-pt jump shot from 19 ft (assist by L. Thomas),,34,44
201,2,1:43.0,,Turnover by R. Rondo (bad pass; steal by J. Calderón),34,44
202,2,1:23.0,C. Anthony makes 2-pt jump shot from 13 ft,,36,44
203,2,1:11.0,,R. Rondo makes 2-pt jump shot from 17 ft,36,46
204,2,1:00.0,L. Thomas makes 3-pt jump shot from 23 ft (assist by J. Calderón),,39,46
205,2,0:53.0,,B. McLemore misses 2-pt jump shot from 12 ft,39,46
206,2,0:53.0,Defensive rebound by J. Calderón,,39,46
207,2,0:37.0,K. Porziņģis misses 2-pt layup from 2 ft,,39,46
208,2,0:36.0,,Defensive rebound by B. McLemore,39,46
209,2,0:31.0,,R. Gay misses 2-pt layup from 2 ft (block by C. Anthony),39,46
210,2,0:29.0,Defensive rebound by L. Thomas,,39,46
211,2,0:24.0,K. Porziņģis misses 2-pt layup from 2 ft,,39,46
212,2,0:23.0,,Defensive rebound by K. Koufos,39,46
213,2,0:00.0,,R. Rondo misses 2-pt jump shot from 21 ft,39,46
214,2,0:00.0,Defensive rebound by A. Afflalo,,39,46
215,3,11:45.0,,R. Gay makes 2-pt jump shot from 8 ft,39,48
216,3,11:29.0,K. Porziņģis makes 2-pt jump shot from 5 ft,,41,48
217,3,11:14.0,,Shooting foul by K. Porziņģis (drawn by O. Casspi),41,48
218,3,11:14.0,,O. Casspi makes free throw 1 of 2,41,49
219,3,11:14.0,,O. Casspi misses free throw 2 of 2,41,49
220,3,11:13.0,,Offensive rebound by O. Casspi,41,49
221,3,11:08.0,,O. Casspi misses 3-pt jump shot from 25 ft,41,49
222,3,11:07.0,Defensive rebound by C. Anthony,,41,49
223,3,10:55.0,K. Porziņģis misses 2-pt jump shot from 9 ft,,41,49
224,3,10:54.0,Offensive rebound by R. Lopez,,41,49
225,3,10:54.0,R. Lopez misses 2-pt layup from 4 ft,,41,49
226,3,10:53.0,,Defensive rebound by O. Casspi,41,49
227,3,10:42.0,,O. Casspi misses 2-pt layup from 4 ft,41,49
228,3,10:40.0,,Offensive rebound by R. Gay,41,49
229,3,10:40.0,,R. Gay misses 2-pt layup from 2 ft,41,49
230,3,10:39.0,Defensive rebound by R. Lopez,,41,49
231,3,10:23.0,Turnover by C. Anthony (lost ball),,41,49
232,3,10:10.0,,Personal foul by C. Anthony (drawn by D. Cousins),41,49
233,3,10:10.0,Technical foul by Team,,41,49
234,3,10:10.0,,R. Gay makes technical free throw,41,50
235,3,10:02.0,,D. Cousins misses 2-pt layup from 4 ft,41,50
236,3,10:02.0,Defensive rebound by K. Porziņģis,,41,50
237,3,9:57.0,Shooting foul by R. Rondo (drawn by R. Lopez),,41,50
238,3,9:57.0,R. Lopez makes free throw 1 of 2,,42,50
239,3,9:57.0,R. Lopez makes free throw 2 of 2,,43,50
240,3,9:42.0,,D. Cousins makes 2-pt layup from 3 ft (assist by R. Rondo),43,52
241,3,9:31.0,Shooting foul by O. Casspi (drawn by A. Afflalo),,43,52
242,3,9:31.0,A. Afflalo makes free throw 1 of 2,,44,52
243,3,9:31.0,A. Afflalo makes free throw 2 of 2,,45,52
244,3,9:14.0,,D. Cousins misses 2-pt jump shot from 15 ft,45,52
245,3,9:13.0,,Offensive rebound by R. Gay,45,52
246,3,9:13.0,,R. Gay misses 2-pt layup from 2 ft,45,52
247,3,9:11.0,,Offensive rebound by R. Rondo,45,52
248,3,9:09.0,,D. Cousins makes 2-pt jump shot from 8 ft (assist by R. Rondo),45,54
249,3,9:09.0,,Shooting foul by R. Lopez (drawn by D. Cousins),45,54
250,3,9:09.0,,D. Cousins makes free throw 1 of 1,45,55
251,3,8:53.0,C. Anthony misses 2-pt jump shot from 21 ft,,45,55
252,3,8:53.0,,Defensive rebound by B. McLemore,45,55
253,3,8:47.0,,O. Casspi makes 2-pt layup from 3 ft (assist by R. Rondo),45,57
254,3,8:35.0,C. Anthony makes 2-pt jump shot from 15 ft,,47,57
255,3,8:24.0,,R. Gay misses 3-pt jump shot from 24 ft,47,57
256,3,8:24.0,Defensive rebound by A. Afflalo,,47,57
257,3,8:19.0,Turnover by C. Anthony (bad pass),,47,57
258,3,8:04.0,,R. Gay makes 2-pt jump shot from 11 ft,47,59
259,3,7:51.0,A. Afflalo misses 3-pt jump shot from 22 ft,,47,59
260,3,7:51.0,,Defensive rebound by D. Cousins,47,59
261,3,7:42.0,,D. Cousins misses 3-pt jump shot from 24 ft,47,59
262,3,7:41.0,Defensive rebound by C. Anthony,,47,59
263,3,7:24.0,K. Porziņģis makes 2-pt layup from 2 ft (assist by R. Lopez),,49,59
264,3,7:03.0,,Shooting foul by R. Lopez (drawn by B. McLemore),49,59
265,3,7:03.0,,B. McLemore makes free throw 1 of 2,49,60
266,3,7:03.0,,B. McLemore makes free throw 2 of 2,49,61
267,3,6:39.0,J. Calderón misses 3-pt jump shot from 23 ft,,49,61
268,3,6:36.0,,Defensive rebound by Team,49,61
269,3,6:36.0,L. Thomas enters the game for R. Lopez,,49,61
270,3,6:19.0,,D. Cousins makes 2-pt jump shot from 18 ft (assist by R. Rondo),49,63
271,3,6:19.0,New York full timeout,,49,63
272,3,5:54.0,A. Afflalo misses 3-pt jump shot from 24 ft,,49,63
273,3,5:54.0,,Defensive rebound by D. Cousins,49,63
274,3,5:48.0,,R. Rondo makes 2-pt layup from 2 ft,49,65
275,3,5:25.0,L. Thomas makes 2-pt jump shot from 10 ft,,51,65
276,3,5:08.0,,R. Rondo makes 2-pt layup from 1 ft,51,67
277,3,4:54.0,C. Anthony misses 2-pt jump shot from 18 ft,,51,67
278,3,4:54.0,,Defensive rebound by D. Cousins,51,67
279,3,4:47.0,,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),51,69
280,3,4:47.0,,Shooting foul by A. Afflalo (drawn by D. Cousins),51,69
281,3,4:47.0,L. Galloway enters the game for A. Afflalo,,51,69
282,3,4:47.0,K. O'Quinn enters the game for K. Porziņģis,,51,69
283,3,4:47.0,,D. Cousins makes free throw 1 of 1,51,70
284,3,4:32.0,K. O'Quinn makes 2-pt jump shot from 16 ft,,53,70
285,3,4:20.0,,D. Cousins makes 2-pt hook shot from 3 ft,53,72
286,3,4:04.0,K. O'Quinn misses 2-pt jump shot from 21 ft,,53,72
287,3,4:03.0,,Defensive rebound by R. Rondo,53,72
288,3,3:55.0,,D. Cousins misses 2-pt jump shot from 19 ft,53,72
289,3,3:54.0,,Offensive rebound by R. Rondo,53,72
290,3,3:47.0,,B. McLemore misses 2-pt jump shot from 15 ft,53,72
291,3,3:46.0,,Offensive rebound by R. Gay,53,72
292,3,3:46.0,,R. Gay misses 2-pt layup from 1 ft,53,72
293,3,3:45.0,,Offensive rebound by R. Gay,53,72
294,3,3:45.0,,R. Gay misses 2-pt layup from 1 ft,53,72
295,3,3:44.0,Defensive rebound by C. Anthony,,53,72
296,3,3:34.0,L. Thomas misses 3-pt jump shot from 23 ft,,53,72
297,3,3:33.0,Offensive rebound by K. O'Quinn,,53,72
298,3,3:31.0,K. O'Quinn makes 2-pt layup from 2 ft,,55,72
299,3,3:11.0,,B. McLemore makes 2-pt layup from 2 ft (assist by R. Gay),55,74
300,3,2:55.0,C. Anthony makes 2-pt layup from 2 ft (assist by K. O'Quinn),,57,74
301,3,2:54.0,,Sacramento full timeout,57,74
302,3,2:54.0,,D. Collison enters the game for O. Casspi,57,74
303,3,2:54.0,,M. Belinelli enters the game for D. Cousins,57,74
304,3,2:54.0,,K. Koufos enters the game for B. McLemore,57,74
305,3,2:54.0,S. Vujačić enters the game for J. Calderón,,57,74
306,3,2:38.0,,K. Koufos misses 2-pt jump shot from 10 ft,57,74
307,3,2:38.0,Defensive rebound by C. Anthony,,57,74
308,3,2:32.0,Shooting foul by M. Belinelli (drawn by K. O'Quinn),,57,74
309,3,2:32.0,K. O'Quinn makes free throw 1 of 2,,58,74
310,3,2:32.0,K. O'Quinn makes free throw 2 of 2,,59,74
311,3,2:10.0,,R. Rondo misses 2-pt layup from 4 ft,59,74
312,3,2:09.0,Defensive rebound by K. O'Quinn,,59,74
313,3,2:04.0,L. Galloway misses 2-pt jump shot from 16 ft,,59,74
314,3,2:03.0,Offensive rebound by C. Anthony,,59,74
315,3,2:02.0,Shooting foul by R. Gay (drawn by C. Anthony),,59,74
316,3,2:02.0,C. Anthony misses free throw 1 of 2,,59,74
317,3,2:02.0,Offensive rebound by Team,,59,74
318,3,2:02.0,C. Anthony makes free throw 2 of 2,,60,74
319,3,1:49.0,,R. Gay misses 3-pt jump shot from 23 ft,60,74
320,3,1:48.0,Defensive rebound by K. O'Quinn,,60,74
321,3,1:41.0,Personal foul by R. Gay (drawn by C. Anthony),,60,74
322,3,1:41.0,C. Anthony makes free throw 1 of 2,,61,74
323,3,1:41.0,C. Anthony makes free throw 2 of 2,,62,74
324,3,1:27.0,,R. Gay misses 2-pt jump shot from 5 ft,62,74
325,3,1:26.0,Defensive rebound by L. Galloway,,62,74
326,3,1:19.0,S. Vujačić makes 3-pt jump shot from 22 ft (assist by C. Anthony),,65,74
327,3,1:03.0,,M. Belinelli misses 2-pt jump shot from 19 ft,65,74
328,3,1:02.0,Defensive rebound by S. Vujačić,,65,74
329,3,0:44.0,Turnover by C. Anthony (lost ball; steal by R. Gay),,65,74
330,3,0:29.0,,D. Collison makes 2-pt jump shot from 12 ft,65,76
331,3,0:09.0,,Offensive charge foul by C. Anthony (drawn by R. Gay),65,76
332,3,0:09.0,Turnover by C. Anthony (offensive foul),,65,76
333,3,0:09.0,,B. McLemore enters the game for K. Koufos,65,76
334,3,0:09.0,A. Afflalo enters the game for K. O'Quinn,,65,76
335,3,0:01.0,,Turnover by D. Collison (bad pass; steal by L. Thomas),65,76
336,3,0:00.0,L. Thomas misses 3-pt jump shot from 41 ft,,65,76
337,3,0:00.0,Offensive rebound by Team,,65,76
338,4,11:42.0,S. Vujačić makes 2-pt jump shot from 22 ft (assist by K. O'Quinn),,67,76
339,4,11:29.0,,D. Collison makes 2-pt jump shot from 20 ft,67,78
340,4,11:12.0,A. Afflalo misses 2-pt layup from 2 ft,,67,78
341,4,11:11.0,,Defensive rebound by K. Koufos,67,78
342,4,10:56.0,,K. Koufos makes 2-pt jump shot from 5 ft (assist by O. Casspi),67,80
343,4,10:39.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by A. Afflalo),,70,80
344,4,10:23.0,,D. Collison misses 2-pt jump shot from 5 ft,70,80
345,4,10:22.0,Defensive rebound by L. Galloway,,70,80
346,4,10:18.0,Shooting foul by M. Belinelli (drawn by L. Galloway),,70,80
347,4,10:18.0,L. Galloway makes free throw 1 of 2,,71,80
348,4,10:18.0,K. Porziņģis enters the game for K. O'Quinn,,71,80
349,4,10:18.0,L. Galloway makes free throw 2 of 2,,72,80
350,4,10:04.0,,K. Koufos makes 2-pt jump shot from 7 ft (assist by R. Rondo),72,82
351,4,9:48.0,K. Porziņģis misses 2-pt jump shot from 16 ft,,72,82
352,4,9:48.0,,Defensive rebound by R. Rondo,72,82
353,4,9:39.0,,O. Casspi misses 2-pt jump shot from 6 ft (block by K. Porziņģis),72,82
354,4,9:37.0,Defensive rebound by L. Thomas,,72,82
355,4,9:30.0,S. Vujačić misses 3-pt jump shot from 24 ft,,72,82
356,4,9:30.0,Offensive rebound by L. Thomas,,72,82
357,4,9:25.0,L. Thomas makes 3-pt jump shot from 23 ft,,75,82
358,4,9:11.0,,Turnover by R. Rondo (bad pass; steal by L. Thomas),75,82
359,4,9:10.0,Personal foul by O. Casspi (drawn by S. Vujačić),,75,82
360,4,9:10.0,,Sacramento full timeout,75,82
361,4,9:10.0,,D. Cousins enters the game for R. Rondo,75,82
362,4,8:57.0,L. Galloway misses 2-pt jump shot from 16 ft,,75,82
363,4,8:56.0,,Defensive rebound by K. Koufos,75,82
364,4,8:40.0,,Turnover by M. Belinelli (bad pass),75,82
365,4,8:21.0,A. Afflalo makes 2-pt jump shot from 8 ft,,77,82
366,4,8:07.0,,M. Belinelli misses 2-pt jump shot from 20 ft,77,82
367,4,8:06.0,Defensive rebound by L. Thomas,,77,82
368,4,7:56.0,,Offensive charge foul by A. Afflalo (drawn by D. Cousins),77,82
369,4,7:56.0,Turnover by A. Afflalo (offensive foul),,77,82
370,4,7:56.0,,R. Gay enters the game for M. Belinelli,77,82
371,4,7:56.0,,R. Rondo enters the game for K. Koufos,77,82
372,4,7:56.0,C. Anthony enters the game for A. Afflalo,,77,82
373,4,7:49.0,,Personal foul by S. Vujačić (drawn by D. Cousins),77,82
374,4,7:40.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),77,84
375,4,7:29.0,,Offensive charge foul by L. Galloway (drawn by D. Collison),77,84
376,4,7:29.0,Turnover by L. Galloway (offensive foul),,77,84
377,4,7:19.0,,Personal foul by S. Vujačić (drawn by D. Collison),77,84
378,4,7:12.0,,Turnover by R. Rondo (bad pass; steal by L. Galloway),77,84
379,4,7:07.0,L. Galloway makes 2-pt layup from 2 ft,,79,84
380,4,6:48.0,,D. Cousins misses 2-pt dunk at rim,79,84
381,4,6:47.0,Defensive rebound by L. Thomas,,79,84
