,QUARTER,TIME_REMAINING,INDIANA_ACTION,SACRAMENTO_ACTION,INDIANA_SCORE,SACRAMENTO_SCORE
391,4,6:33.0,,D. Cousins makes 2-pt hook shot from 5 ft,84,92
392,4,6:17.0,Personal foul by M. Belinelli,,84,92
393,4,6:17.0,Indiana full timeout,,84,92
394,4,6:17.0,,W. Cauley-Stein enters the game for K. Koufos,84,92
395,4,6:17.0,G. Hill enters the game for J. Young,,84,92
396,4,6:09.0,P. George misses 3-pt jump shot from 22 ft,,84,92
397,4,6:09.0,,Defensive rebound by Team,84,92
398,4,6:01.0,,Personal foul by M. Turner (drawn by D. Cousins),84,92
399,4,5:50.0,,Personal foul by M. Turner (drawn by D. Cousins),84,92
400,4,5:50.0,J. Hill enters the game for M. Turner,,84,92
401,4,5:41.0,,M. Belinelli misses 3-pt jump shot from 23 ft,84,92
402,4,5:40.0,Defensive rebound by J. Hill,,84,92
403,4,5:33.0,Personal foul by O. Casspi (drawn by P. George),,84,92
404,4,5:22.0,P. George makes 2-pt jump shot from 16 ft,,86,92
405,4,5:06.0,,D. Cousins makes 2-pt jump shot from 8 ft (assist by R. Rondo),86,94
406,4,4:46.0,G. Hill misses 3-pt jump shot from 22 ft,,86,94
407,4,4:46.0,,Defensive rebound by R. Rondo,86,94
408,4,4:37.0,,Shooting foul by J. Hill (drawn by D. Cousins),86,94
409,4,4:37.0,,D. Cousins makes free throw 1 of 2,86,95
410,4,4:37.0,,D. Collison enters the game for M. Belinelli,86,95
411,4,4:37.0,,D. Cousins misses free throw 2 of 2,86,95
412,4,4:36.0,Defensive rebound by J. Hill,,86,95
413,4,4:23.0,P. George makes 3-pt jump shot from 24 ft,,89,95
414,4,4:04.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),89,97
415,4,3:49.0,Shooting foul by O. Casspi (drawn by P. George),,89,97
416,4,3:49.0,P. George makes free throw 1 of 2,,90,97
417,4,3:49.0,,J. Anderson enters the game for O. Casspi,90,97
418,4,3:49.0,P. George makes free throw 2 of 2,,91,97
419,4,3:27.0,,D. Collison misses 2-pt jump shot from 20 ft,91,97
420,4,3:26.0,Defensive rebound by L. Allen,,91,97
421,4,3:15.0,P. George misses 2-pt jump shot from 3 ft,,91,97
422,4,3:13.0,,Defensive rebound by R. Rondo,91,97
423,4,3:08.0,,D. Collison makes 2-pt layup from 2 ft (assist by R. Rondo),91,99
424,4,2:55.0,G. Hill misses 2-pt jump shot from 20 ft,,91,99
425,4,2:54.0,,Defensive rebound by D. Cousins,91,99
426,4,2:50.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,91,99
427,4,2:48.0,,Offensive rebound by D. Collison,91,99
428,4,2:48.0,,D. Collison makes 2-pt layup from 2 ft,91,101
429,4,2:48.0,Indiana full timeout,,91,101
430,4,2:48.0,Official timeout,,91,101
431,4,2:48.0,M. Turner enters the game for J. Hill,,91,101
432,4,2:33.0,M. Ellis misses 3-pt jump shot from 23 ft,,91,101
433,4,2:32.0,,Defensive rebound by W. Cauley-Stein,91,101
434,4,2:11.0,,D. Cousins misses 2-pt jump shot from 4 ft (block by M. Turner),91,101
435,4,2:10.0,Defensive rebound by L. Allen,,91,101
436,4,2:04.0,M. Turner misses 2-pt layup from 3 ft,,91,101
437,4,2:03.0,,Defensive rebound by R. Rondo,91,101
438,4,2:00.0,,Personal foul by L. Allen (drawn by D. Cousins),91,101
439,4,2:00.0,,D. Cousins makes free throw 1 of 2,91,102
440,4,2:00.0,,D. Cousins misses free throw 2 of 2,91,102
441,4,1:59.0,Defensive rebound by L. Allen,,91,102
442,4,1:38.0,M. Turner misses 3-pt jump shot from 24 ft,,91,102
443,4,1:37.0,,Defensive rebound by D. Cousins,91,102
444,4,1:23.0,,Turnover by D. Cousins (step out of bounds),91,102
445,4,1:23.0,,Technical foul by D. Cousins,91,102
446,4,1:23.0,P. George misses technical free throw,,91,102
447,4,1:23.0,Offensive rebound by Team,,91,102
448,4,1:09.0,Shooting block foul by D. Cousins (drawn by L. Allen),,91,102
449,4,1:09.0,L. Allen makes free throw 1 of 2,,92,102
450,4,1:09.0,L. Allen misses free throw 2 of 2,,92,102
451,4,1:07.0,,Defensive rebound by D. Cousins,92,102
452,4,0:45.0,,Turnover by Team (shot clock),92,102
453,4,0:45.0,Indiana full timeout,,92,102
454,4,0:37.0,Shooting foul by J. Anderson (drawn by P. George),,92,102
455,4,0:37.0,P. George makes free throw 1 of 3,,93,102
456,4,0:37.0,P. George makes free throw 2 of 3,,94,102
457,4,0:37.0,P. George misses free throw 3 of 3,,94,102
458,4,0:37.0,,Defensive rebound by R. Rondo,94,102
459,4,0:31.0,,Personal foul by M. Ellis (drawn by R. Rondo),94,102
460,4,0:31.0,,R. Rondo misses free throw 1 of 2,94,102
461,4,0:31.0,,Offensive rebound by Team,94,102
462,4,0:31.0,,R. Rondo makes free throw 2 of 2,94,103
463,4,0:31.0,Indiana full timeout,,94,103
464,4,0:31.0,J. Young enters the game for L. Allen,,94,103
465,4,0:28.0,P. George misses 3-pt jump shot from 23 ft,,94,103
466,4,0:28.0,,Defensive rebound by Team,94,103
467,4,0:28.0,Loose ball foul by P. George (drawn by D. Cousins),,94,103
468,4,0:28.0,,D. Cousins makes free throw 1 of 2,94,104
469,4,0:28.0,C. Miles enters the game for P. George,,94,104
470,4,0:28.0,L. Allen enters the game for M. Ellis,,94,104
471,4,0:28.0,,D. Cousins misses free throw 2 of 2,94,104
472,4,0:27.0,,Offensive rebound by W. Cauley-Stein,94,104
473,4,0:25.0,,Turnover by W. Cauley-Stein (bad pass; steal by C. Miles),94,104
474,4,0:21.0,G. Hill makes 3-pt jump shot from 25 ft (assist by C. Miles),,97,104
475,4,0:20.0,,Personal foul by J. Young,97,104
476,4,0:20.0,,D. Cousins makes free throw 1 of 2,97,105
477,4,0:20.0,J. Hill enters the game for L. Allen,,97,105
478,4,0:20.0,,D. Cousins makes free throw 2 of 2,97,106
479,4,0:19.0,Turnover by J. Hill (bad pass; steal by R. Rondo),,97,106
480,4,0:18.0,,Personal foul by G. Hill (drawn by R. Rondo),97,106
481,4,0:18.0,,R. Rondo makes free throw 1 of 2,97,107
482,4,0:18.0,,K. Koufos enters the game for D. Cousins,97,107
483,4,0:18.0,,B. McLemore enters the game for W. Cauley-Stein,97,107
484,4,0:18.0,,R. Rondo makes free throw 2 of 2,97,108
485,4,0:10.0,J. Young misses 2-pt jump shot from 20 ft,,97,108
486,4,0:10.0,,Defensive rebound by D. Collison,97,108
