,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW ORLEANS_ACTION,ORLANDO_SCORE,NEW ORLEANS_SCORE
0,1,11:38.0,V. Oladipo misses 2-pt jump shot from 12 ft,,0,0
1,1,11:37.0,,Defensive rebound by A. Ajinça,0,0
2,1,11:25.0,,A. Davis misses 3-pt jump shot from 24 ft,0,0
3,1,11:24.0,Defensive rebound by V. Oladipo,,0,0
4,1,11:14.0,E. Payton makes 2-pt layup from 1 ft,,2,0
5,1,11:03.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by J. Holiday),2,3
6,1,10:44.0,T. Harris misses 2-pt jump shot from 14 ft,,2,3
7,1,10:44.0,,Defensive rebound by A. Ajinça,2,3
8,1,10:30.0,,E. Gordon misses 3-pt jump shot from 24 ft,2,3
9,1,10:29.0,Defensive rebound by T. Harris,,2,3
10,1,10:22.0,V. Oladipo makes 2-pt layup from 2 ft (assist by E. Payton),,4,3
11,1,10:12.0,,J. Holiday misses 2-pt layup from 2 ft,4,3
12,1,10:11.0,Defensive rebound by N. Vučević,,4,3
13,1,9:52.0,E. Payton misses 2-pt jump shot from 18 ft,,4,3
14,1,9:50.0,,Defensive rebound by A. Davis,4,3
15,1,9:44.0,,A. Ajinça misses 2-pt layup from 1 ft (block by V. Oladipo),4,3
16,1,9:42.0,Defensive rebound by N. Vučević,,4,3
17,1,9:34.0,E. Fournier makes 2-pt jump shot from 13 ft (assist by E. Payton),,6,3
18,1,9:16.0,,E. Gordon misses 3-pt jump shot from 23 ft,6,3
19,1,9:16.0,Defensive rebound by E. Fournier,,6,3
20,1,9:15.0,Turnover by E. Fournier (step out of bounds),,6,3
21,1,9:10.0,,A. Ajinça makes 2-pt dunk at rim (assist by E. Gordon),6,5
22,1,8:53.0,N. Vučević misses 2-pt jump shot from 16 ft,,6,5
23,1,8:53.0,,Defensive rebound by A. Davis,6,5
24,1,8:45.0,,J. Holiday misses 2-pt jump shot from 6 ft,6,5
25,1,8:43.0,Defensive rebound by V. Oladipo,,6,5
26,1,8:36.0,T. Harris makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,9,5
27,1,8:19.0,,J. Holiday misses 2-pt layup from 2 ft (block by N. Vučević),9,5
28,1,8:19.0,,Offensive rebound by Team,9,5
29,1,8:16.0,,Turnover by A. Davis (lost ball; steal by T. Harris),9,5
30,1,7:57.0,Turnover by V. Oladipo (bad pass; steal by L. Babbitt),,9,5
31,1,7:48.0,,Turnover by J. Holiday (bad pass; steal by E. Payton),9,5
32,1,7:44.0,Turnover by E. Payton (lost ball; steal by J. Holiday),,9,5
33,1,7:41.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),9,7
34,1,7:41.0,Orlando full timeout,,9,7
35,1,7:26.0,N. Vučević misses 2-pt hook shot from 9 ft,,9,7
36,1,7:23.0,,Defensive rebound by L. Babbitt,9,7
37,1,7:08.0,,A. Ajinça makes 2-pt jump shot from 8 ft,9,9
38,1,6:49.0,Turnover by N. Vučević (lost ball; steal by J. Holiday),,9,9
39,1,6:45.0,,Shooting foul by V. Oladipo (drawn by E. Gordon),9,9
40,1,6:45.0,,E. Gordon misses free throw 1 of 2,9,9
41,1,6:45.0,,Offensive rebound by Team,9,9
42,1,6:45.0,,T. Douglas enters the game for J. Holiday,9,9
43,1,6:45.0,,R. Anderson enters the game for A. Ajinça,9,9
