,QUARTER,TIME_REMAINING,TORONTO_ACTION,HOUSTON_ACTION,TORONTO_SCORE,HOUSTON_SCORE
44,1,5:57.0,,Turnover by Team (shot clock),8,17
45,1,5:52.0,Personal foul by M. Beasley,,8,17
46,1,5:37.0,K. Lowry misses 3-pt jump shot from 25 ft,,8,17
47,1,5:37.0,,Defensive rebound by T. Ariza,8,17
48,1,5:21.0,,M. Beasley makes 2-pt jump shot from 9 ft,8,19
49,1,5:06.0,B. Biyombo makes 2-pt jump shot from 7 ft,,10,19
50,1,4:47.0,,M. Beasley misses 2-pt jump shot from 19 ft,10,19
51,1,4:46.0,Defensive rebound by B. Biyombo,,10,19
52,1,4:35.0,K. Lowry misses 2-pt jump shot from 7 ft (block by D. Howard),,10,19
53,1,4:34.0,,Defensive rebound by M. Beasley,10,19
54,1,4:29.0,,Turnover by J. Harden (traveling),10,19
55,1,4:29.0,,C. Capela enters the game for D. Howard,10,19
56,1,4:13.0,P. Patterson makes 2-pt hook shot from 4 ft (assist by B. Biyombo),,12,19
57,1,3:56.0,,M. Beasley makes 2-pt hook shot from 6 ft,12,21
58,1,3:34.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Patterson),,15,21
59,1,3:30.0,Loose ball foul by K. Lowry,,15,21
60,1,3:30.0,J. Valančiūnas enters the game for B. Biyombo,,15,21
61,1,3:30.0,Technical foul by K. Lowry,,15,21
62,1,3:30.0,,J. Harden misses technical free throw,15,21
63,1,3:30.0,,Offensive rebound by Team,15,21
64,1,3:20.0,,J. Harden misses 2-pt layup from 2 ft,15,21
65,1,3:19.0,Defensive rebound by J. Valančiūnas,,15,21
66,1,3:11.0,Turnover by N. Powell (lost ball),,15,21
67,1,3:02.0,,Turnover by M. Beasley (bad pass; steal by D. DeRozan),15,21
68,1,2:57.0,D. DeRozan misses 2-pt layup from 2 ft (block by T. Ariza),,15,21
69,1,2:57.0,Offensive rebound by Team,,15,21
70,1,2:57.0,,Houston full timeout,15,21
71,1,2:57.0,C. Joseph enters the game for K. Lowry,,15,21
72,1,2:57.0,,P. Beverley enters the game for J. Harden,15,21
73,1,2:54.0,D. DeRozan misses 2-pt jump shot from 16 ft,,15,21
74,1,2:53.0,,Defensive rebound by P. Beverley,15,21
75,1,2:31.0,,M. Beasley makes 2-pt jump shot from 21 ft,15,23
76,1,2:13.0,C. Joseph misses 2-pt jump shot from 5 ft,,15,23
77,1,2:11.0,Offensive rebound by J. Valančiūnas,,15,23
78,1,2:10.0,J. Valančiūnas misses 2-pt layup from 1 ft,,15,23
79,1,2:09.0,Offensive rebound by C. Joseph,,15,23
80,1,1:59.0,P. Patterson makes 2-pt jump shot from 5 ft,,17,23
81,1,1:37.0,,M. Beasley makes 2-pt jump shot from 16 ft,17,25
82,1,1:16.0,N. Powell misses 2-pt jump shot from 12 ft,,17,25
83,1,1:15.0,,Defensive rebound by C. Capela,17,25
84,1,1:00.0,,M. Beasley misses 2-pt layup from 4 ft,17,25
85,1,1:00.0,,Offensive rebound by C. Capela,17,25
86,1,1:00.0,,C. Capela misses 2-pt layup at rim,17,25
87,1,0:58.0,Defensive rebound by J. Valančiūnas,,17,25
88,1,0:51.0,N. Powell misses 2-pt jump shot from 17 ft,,17,25
89,1,0:50.0,,Defensive rebound by C. Capela,17,25
90,1,0:45.0,,P. Beverley misses 2-pt layup from 1 ft,17,25
91,1,0:44.0,,Offensive rebound by C. Capela,17,25
92,1,0:44.0,,C. Capela makes 2-pt layup from 2 ft,17,27
93,1,0:29.0,J. Valančiūnas makes 2-pt jump shot from 3 ft (assist by C. Joseph),,19,27
94,1,0:08.0,,M. Beasley makes 2-pt jump shot from 7 ft (assist by P. Beverley),19,29
95,1,0:01.0,C. Joseph makes 2-pt jump shot from 9 ft,,21,29
96,2,11:34.0,K. Lowry misses 3-pt jump shot from 25 ft,,21,29
97,2,11:32.0,Offensive rebound by Team,,21,29
98,2,11:19.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by C. Joseph),,23,29
99,2,11:01.0,,Turnover by D. Howard (3 sec),23,29
100,2,10:44.0,Personal foul by D. Howard,,23,29
101,2,10:31.0,Turnover by C. Joseph (lost ball; steal by M. Beasley),,23,29
102,2,10:24.0,,J. Terry misses 2-pt layup from 1 ft,23,29
103,2,10:23.0,Defensive rebound by J. Johnson,,23,29
104,2,10:16.0,J. Johnson misses 2-pt jump shot from 2 ft (block by C. Brewer),,23,29
105,2,10:15.0,,Defensive rebound by J. Terry,23,29
106,2,10:14.0,,Turnover by D. Howard (lost ball),23,29
107,2,10:05.0,C. Joseph misses 3-pt jump shot from 25 ft,,23,29
108,2,10:04.0,,Defensive rebound by M. Beasley,23,29
109,2,9:56.0,,C. Brewer makes 3-pt jump shot from 23 ft (assist by P. Beverley),23,32
110,2,9:37.0,J. Johnson misses 3-pt jump shot from 23 ft,,23,32
111,2,9:36.0,,Defensive rebound by P. Beverley,23,32
112,2,9:31.0,,Turnover by P. Beverley (bad pass),23,32
113,2,9:31.0,,D. Motiejūnas enters the game for M. Beasley,23,32
114,2,9:15.0,Personal foul by J. Terry,,23,32
115,2,9:06.0,P. Patterson misses 3-pt jump shot from 23 ft,,23,32
116,2,9:06.0,Offensive rebound by J. Valančiūnas,,23,32
117,2,9:05.0,,Violation by D. Howard (def goaltending),23,32
118,2,9:05.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,25,32
119,2,8:53.0,,Houston full timeout,25,32
120,2,8:53.0,L. Scola enters the game for P. Patterson,,25,32
121,2,8:53.0,,J. Harden enters the game for J. Terry,25,32
122,2,8:50.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by J. Harden),25,35
123,2,8:22.0,L. Scola makes 3-pt jump shot from 24 ft (assist by K. Lowry),,28,35
124,2,8:13.0,,Personal foul by L. Scola,28,35
125,2,8:02.0,,J. Harden makes 2-pt jump shot from 18 ft,28,37
126,2,7:52.0,L. Scola misses 3-pt jump shot from 22 ft,,28,37
127,2,7:51.0,,Defensive rebound by D. Howard,28,37
128,2,7:42.0,,D. Motiejūnas makes 2-pt jump shot from 4 ft (assist by P. Beverley),28,39
129,2,7:36.0,Toronto full timeout,,28,39
130,2,7:36.0,N. Powell enters the game for C. Joseph,,28,39
131,2,7:25.0,N. Powell makes 3-pt jump shot from 24 ft (assist by J. Johnson),,31,39
132,2,7:10.0,,D. Motiejūnas misses 2-pt jump shot from 4 ft,31,39
133,2,7:07.0,,Offensive rebound by D. Motiejūnas,31,39
134,2,7:04.0,,D. Motiejūnas misses 2-pt jump shot from 5 ft,31,39
135,2,7:04.0,Defensive rebound by K. Lowry,,31,39
136,2,7:03.0,Personal foul by P. Beverley,,31,39
137,2,6:57.0,,Offensive charge foul by N. Powell (drawn by D. Motiejūnas),31,39
138,2,6:57.0,Turnover by N. Powell (offensive foul),,31,39
139,2,6:46.0,,Shooting foul by J. Valančiūnas (drawn by D. Howard),31,39
140,2,6:46.0,,D. Howard misses free throw 1 of 2,31,39
141,2,6:46.0,,Offensive rebound by Team,31,39
142,2,6:46.0,,D. Howard misses free throw 2 of 2,31,39
143,2,6:46.0,Defensive rebound by J. Valančiūnas,,31,39
144,2,6:37.0,Turnover by Team (turnover),,31,39
145,2,6:27.0,,Turnover by J. Harden (bad pass; steal by J. Valančiūnas),31,39
146,2,6:21.0,J. Johnson makes 2-pt layup at rim,,33,39
147,2,6:10.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by P. Beverley),33,42
148,2,6:10.0,,Loose ball foul by D. Howard,33,42
149,2,6:10.0,,T. Ariza enters the game for C. Brewer,33,42
150,2,6:10.0,D. DeRozan enters the game for J. Johnson,,33,42
151,2,5:54.0,J. Valančiūnas misses 2-pt jump shot from 10 ft,,33,42
152,2,5:53.0,,Defensive rebound by D. Motiejūnas,33,42
153,2,5:46.0,,D. Howard makes 2-pt hook shot from 3 ft (assist by J. Harden),33,44
154,2,5:46.0,,Shooting foul by J. Valančiūnas (drawn by D. Howard),33,44
155,2,5:46.0,B. Biyombo enters the game for J. Valančiūnas,,33,44
156,2,5:46.0,,D. Howard misses free throw 1 of 1,33,44
157,2,5:46.0,Defensive rebound by D. DeRozan,,33,44
158,2,5:29.0,D. DeRozan makes 2-pt jump shot from 9 ft,,35,44
159,2,5:11.0,,P. Beverley misses 2-pt jump shot from 4 ft (block by B. Biyombo),35,44
160,2,5:10.0,Defensive rebound by B. Biyombo,,35,44
161,2,4:56.0,L. Scola makes 3-pt jump shot from 23 ft (assist by K. Lowry),,38,44
162,2,4:39.0,,P. Beverley misses 3-pt jump shot from 22 ft,38,44
163,2,4:38.0,Defensive rebound by N. Powell,,38,44
164,2,4:29.0,N. Powell makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,41,44
165,2,4:27.0,,Houston full timeout,41,44
166,2,4:27.0,,C. Capela enters the game for D. Motiejūnas,41,44
167,2,4:27.0,,J. Terry enters the game for D. Howard,41,44
168,2,4:27.0,,M. Beasley enters the game for P. Beverley,41,44
169,2,4:09.0,,J. Terry misses 2-pt jump shot from 10 ft,41,44
170,2,4:07.0,,Offensive rebound by J. Terry,41,44
171,2,4:02.0,,Turnover by T. Ariza (lost ball; steal by L. Scola),41,44
172,2,3:57.0,K. Lowry misses 3-pt jump shot from 22 ft,,41,44
173,2,3:55.0,Offensive rebound by L. Scola,,41,44
174,2,3:54.0,L. Scola makes 2-pt layup from 1 ft,,43,44
175,2,3:38.0,,T. Ariza misses 2-pt layup from 2 ft (block by B. Biyombo),43,44
176,2,3:37.0,,Offensive rebound by T. Ariza,43,44
177,2,3:36.0,,T. Ariza misses 2-pt layup from 1 ft,43,44
178,2,3:36.0,Defensive rebound by Team,,43,44
179,2,3:36.0,,Loose ball foul by C. Capela,43,44
180,2,3:36.0,B. Biyombo makes free throw 1 of 2,,44,44
181,2,3:36.0,B. Biyombo makes free throw 2 of 2,,45,44
182,2,3:26.0,,Turnover by J. Terry (bad pass; steal by B. Biyombo),45,44
183,2,3:18.0,L. Scola makes 3-pt jump shot from 22 ft (assist by K. Lowry),,48,44
184,2,3:06.0,,J. Harden misses 2-pt layup from 2 ft,48,44
185,2,3:05.0,,Offensive rebound by C. Capela,48,44
186,2,3:05.0,,C. Capela misses 2-pt layup from 1 ft,48,44
187,2,3:01.0,,Offensive rebound by Team,48,44
188,2,2:53.0,,Turnover by J. Harden (bad pass; steal by D. DeRozan),48,44
189,2,2:48.0,N. Powell misses 2-pt layup from 2 ft,,48,44
190,2,2:47.0,,Defensive rebound by J. Terry,48,44
191,2,2:41.0,,J. Harden makes 2-pt layup from 1 ft (assist by J. Terry),48,46
192,2,2:26.0,Shooting foul by C. Capela (drawn by K. Lowry),,48,46
193,2,2:26.0,K. Lowry makes free throw 1 of 2,,49,46
194,2,2:26.0,,D. Howard enters the game for C. Capela,49,46
195,2,2:26.0,,P. Beverley enters the game for J. Terry,49,46
196,2,2:26.0,K. Lowry misses free throw 2 of 2,,49,46
197,2,2:26.0,,Defensive rebound by J. Harden,49,46
198,2,2:16.0,,Turnover by J. Harden (bad pass),49,46
199,2,1:55.0,N. Powell makes 2-pt dunk at rim (assist by K. Lowry),,51,46
200,2,1:44.0,,M. Beasley makes 2-pt layup from 2 ft,51,48
201,2,1:26.0,L. Scola makes 2-pt jump shot from 20 ft (assist by N. Powell),,53,48
202,2,1:12.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Harden),53,51
203,2,0:51.0,L. Scola misses 2-pt jump shot from 11 ft,,53,51
204,2,0:49.0,Offensive rebound by L. Scola,,53,51
205,2,0:48.0,L. Scola misses 2-pt layup from 3 ft (block by M. Beasley),,53,51
206,2,0:45.0,Offensive rebound by Team,,53,51
207,2,0:45.0,C. Joseph enters the game for K. Lowry,,53,51
208,2,0:45.0,Toronto full timeout,,53,51
209,2,0:33.0,C. Joseph makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,56,51
210,2,0:27.0,,J. Harden misses 3-pt jump shot from 24 ft,56,51
211,2,0:26.0,Defensive rebound by D. DeRozan,,56,51
212,2,0:08.0,D. DeRozan makes 2-pt dunk at rim,,58,51
213,2,0:00.0,,J. Harden makes 3-pt jump shot from 24 ft,58,54
214,3,11:41.0,J. Valančiūnas misses 2-pt jump shot from 5 ft (block by D. Howard),,58,54
215,3,11:40.0,,Defensive rebound by T. Ariza,58,54
216,3,11:33.0,,Turnover by T. Ariza (bad pass),58,54
217,3,11:14.0,Personal foul by D. Howard,,58,54
218,3,11:08.0,Shooting foul by D. Howard (drawn by J. Valančiūnas),,58,54
219,3,11:08.0,J. Valančiūnas makes free throw 1 of 2,,59,54
220,3,11:08.0,,C. Capela enters the game for D. Howard,59,54
221,3,11:08.0,J. Valančiūnas misses free throw 2 of 2,,59,54
222,3,11:08.0,,Defensive rebound by J. Harden,59,54
223,3,10:55.0,,J. Harden makes 2-pt jump shot from 3 ft,59,56
224,3,10:37.0,Personal foul by T. Ariza,,59,56
225,3,10:27.0,Turnover by N. Powell (traveling),,59,56
226,3,10:16.0,,D. Motiejūnas makes 2-pt jump shot from 8 ft (assist by J. Harden),59,58
227,3,10:11.0,,Offensive charge foul by L. Scola (drawn by D. Motiejūnas),59,58
228,3,10:11.0,Turnover by L. Scola (offensive foul),,59,58
229,3,9:55.0,,T. Ariza misses 3-pt jump shot from 24 ft,59,58
230,3,9:55.0,Defensive rebound by L. Scola,,59,58
231,3,9:43.0,J. Valančiūnas misses 2-pt layup from 2 ft (block by C. Capela),,59,58
232,3,9:42.0,Offensive rebound by J. Valančiūnas,,59,58
233,3,9:41.0,J. Valančiūnas makes 2-pt layup from 1 ft,,61,58
234,3,9:33.0,,Shooting foul by N. Powell (drawn by J. Harden),61,58
235,3,9:33.0,,J. Harden makes free throw 1 of 3,61,59
236,3,9:33.0,,J. Harden makes free throw 2 of 3,61,60
237,3,9:33.0,,J. Harden makes free throw 3 of 3,61,61
238,3,9:14.0,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by K. Lowry),,63,61
239,3,9:01.0,,C. Capela misses 2-pt layup from 1 ft,63,61
240,3,8:59.0,,Offensive rebound by C. Capela,63,61
241,3,8:59.0,,C. Capela misses 2-pt layup from 1 ft (block by K. Lowry),63,61
242,3,8:57.0,Defensive rebound by L. Scola,,63,61
243,3,8:42.0,N. Powell misses 3-pt jump shot from 24 ft,,63,61
244,3,8:39.0,,Defensive rebound by C. Capela,63,61
245,3,8:30.0,,D. Motiejūnas makes 3-pt jump shot from 25 ft (assist by J. Harden),63,64
246,3,8:16.0,L. Scola makes 3-pt jump shot from 23 ft (assist by K. Lowry),,66,64
247,3,7:51.0,,J. Harden makes 2-pt jump shot from 5 ft,66,66
248,3,7:37.0,Turnover by D. DeRozan (offensive foul),,66,66
249,3,7:37.0,,Offensive charge foul by D. DeRozan (drawn by C. Capela),66,66
250,3,7:26.0,,Shooting foul by D. DeRozan (drawn by C. Capela),66,66
251,3,7:26.0,,C. Capela misses free throw 1 of 2,66,66
252,3,7:26.0,,Offensive rebound by Team,66,66
253,3,7:26.0,,M. Beasley enters the game for D. Motiejūnas,66,66
254,3,7:26.0,,C. Capela misses free throw 2 of 2,66,66
255,3,7:25.0,Defensive rebound by J. Valančiūnas,,66,66
256,3,7:06.0,Turnover by L. Scola (bad pass),,66,66
257,3,6:54.0,,Turnover by J. Harden (bad pass; steal by N. Powell),66,66
258,3,6:50.0,D. DeRozan makes 2-pt dunk at rim (assist by N. Powell),,68,66
259,3,6:31.0,,M. Beasley misses 2-pt layup from 2 ft (block by J. Valančiūnas),68,66
260,3,6:30.0,Defensive rebound by J. Valančiūnas,,68,66
261,3,6:20.0,Personal foul by M. Beasley,,68,66
262,3,6:06.0,K. Lowry misses 2-pt jump shot from 7 ft,,68,66
263,3,6:05.0,,Defensive rebound by M. Beasley,68,66
264,3,5:54.0,,T. Ariza misses 3-pt jump shot from 23 ft,68,66
265,3,5:54.0,Defensive rebound by Team,,68,66
266,3,5:54.0,,Houston full timeout,68,66
267,3,5:54.0,,J. Terry enters the game for P. Beverley,68,66
268,3,5:32.0,K. Lowry misses 2-pt jump shot from 9 ft,,68,66
269,3,5:32.0,Offensive rebound by J. Valančiūnas,,68,66
270,3,5:32.0,J. Valančiūnas misses 2-pt layup from 2 ft,,68,66
271,3,5:31.0,,Defensive rebound by Team,68,66
272,3,5:31.0,Loose ball foul by J. Valančiūnas,,68,66
273,3,5:23.0,,Shooting foul by J. Valančiūnas (drawn by M. Beasley),68,66
274,3,5:23.0,,M. Beasley makes free throw 1 of 2,68,67
275,3,5:23.0,B. Biyombo enters the game for J. Valančiūnas,,68,67
276,3,5:23.0,,M. Beasley misses free throw 2 of 2,68,67
277,3,5:23.0,Defensive rebound by B. Biyombo,,68,67
278,3,5:08.0,,Violation by T. Ariza (kicked ball),68,67
279,3,4:58.0,Shooting foul by M. Beasley (drawn by D. DeRozan),,68,67
280,3,4:58.0,D. DeRozan makes free throw 1 of 2,,69,67
281,3,4:58.0,D. DeRozan makes free throw 2 of 2,,70,67
282,3,4:44.0,,T. Ariza misses 2-pt jump shot from 7 ft,70,67
283,3,4:43.0,,Offensive rebound by C. Capela,70,67
284,3,4:42.0,,C. Capela makes 2-pt hook shot from 5 ft,70,69
285,3,4:20.0,Shooting foul by C. Capela (drawn by K. Lowry),,70,69
286,3,4:20.0,K. Lowry makes free throw 1 of 3,,71,69
287,3,4:20.0,K. Lowry misses free throw 2 of 3,,71,69
288,3,4:20.0,Offensive rebound by Team,,71,69
289,3,4:20.0,K. Lowry makes free throw 3 of 3,,72,69
290,3,4:17.0,,Personal take foul by B. Biyombo,72,69
291,3,4:17.0,,C. Capela misses free throw 1 of 2,72,69
292,3,4:17.0,,Offensive rebound by Team,72,69
293,3,4:17.0,,C. Capela makes free throw 2 of 2,72,70
294,3,3:51.0,K. Lowry misses 2-pt jump shot from 21 ft,,72,70
295,3,3:50.0,,Defensive rebound by J. Harden,72,70
296,3,3:40.0,,M. Beasley makes 2-pt hook shot from 4 ft (assist by J. Harden),72,72
297,3,3:16.0,D. DeRozan makes 3-pt jump shot from 25 ft (assist by L. Scola),,75,72
298,3,3:05.0,,Personal take foul by B. Biyombo,75,72
299,3,3:05.0,,C. Capela misses free throw 1 of 2,75,72
300,3,3:05.0,,Offensive rebound by Team,75,72
301,3,3:05.0,P. Patterson enters the game for L. Scola,,75,72
302,3,3:05.0,,C. Capela misses free throw 2 of 2,75,72
303,3,3:05.0,Defensive rebound by N. Powell,,75,72
304,3,2:42.0,K. Lowry misses 3-pt jump shot from 28 ft,,75,72
305,3,2:41.0,,Defensive rebound by J. Harden,75,72
306,3,2:35.0,,J. Harden misses 3-pt jump shot from 24 ft,75,72
307,3,2:34.0,,Offensive rebound by C. Capela,75,72
308,3,2:29.0,,J. Terry misses 3-pt jump shot from 25 ft,75,72
309,3,2:28.0,Defensive rebound by N. Powell,,75,72
310,3,2:22.0,B. Biyombo makes 2-pt dunk at rim (assist by K. Lowry),,77,72
311,3,2:15.0,,Personal take foul by K. Lowry,77,72
312,3,2:15.0,Toronto full timeout,,77,72
313,3,2:15.0,C. Joseph enters the game for K. Lowry,,77,72
314,3,2:15.0,,C. Capela misses free throw 1 of 2,77,72
315,3,2:15.0,,Offensive rebound by Team,77,72
316,3,2:15.0,,C. Capela makes free throw 2 of 2,77,73
317,3,2:03.0,Turnover by C. Joseph (bad pass; steal by T. Ariza),,77,73
318,3,1:58.0,,J. Harden misses 2-pt layup from 2 ft,77,73
319,3,1:57.0,,Offensive rebound by C. Capela,77,73
320,3,1:57.0,,C. Capela makes 2-pt layup from 1 ft,77,75
321,3,1:43.0,Shooting block foul by C. Capela (drawn by D. DeRozan),,77,75
322,3,1:43.0,D. DeRozan makes free throw 1 of 2,,78,75
323,3,1:43.0,,C. Brewer enters the game for C. Capela,78,75
324,3,1:43.0,D. DeRozan misses free throw 2 of 2,,78,75
325,3,1:43.0,,Defensive rebound by J. Harden,78,75
326,3,1:32.0,,J. Harden makes 2-pt layup from 3 ft,78,77
327,3,1:07.0,P. Patterson misses 3-pt jump shot from 23 ft,,78,77
328,3,1:06.0,,Defensive rebound by J. Harden,78,77
329,3,1:00.0,,C. Brewer misses 2-pt layup from 1 ft,78,77
330,3,0:59.0,Defensive rebound by C. Joseph,,78,77
331,3,0:46.0,B. Biyombo misses 2-pt layup from 2 ft (block by M. Beasley),,78,77
332,3,0:45.0,,Defensive rebound by T. Ariza,78,77
333,3,0:37.0,,T. Ariza misses 3-pt jump shot from 25 ft,78,77
334,3,0:36.0,Defensive rebound by C. Joseph,,78,77
335,3,0:14.0,N. Powell misses 3-pt jump shot from 23 ft,,78,77
336,3,0:13.0,,Defensive rebound by J. Terry,78,77
337,3,0:00.0,,J. Harden makes 2-pt jump shot from 12 ft,78,79
338,4,11:45.0,,J. Terry misses 2-pt jump shot from 16 ft,78,79
339,4,11:44.0,Defensive rebound by P. Patterson,,78,79
340,4,11:29.0,Turnover by C. Joseph (bad pass; steal by J. Harden),,78,79
341,4,11:23.0,,J. Terry makes 2-pt jump shot from 21 ft (assist by J. Harden),78,81
342,4,10:54.0,C. Joseph misses 2-pt jump shot from 15 ft,,78,81
343,4,10:53.0,,Defensive rebound by J. Harden,78,81
344,4,10:43.0,,M. Beasley makes 2-pt jump shot from 19 ft (assist by J. Terry),78,83
345,4,10:43.0,Toronto full timeout,,78,83
346,4,10:30.0,Offensive foul by C. Joseph (drawn by P. Beverley),,78,83
347,4,10:30.0,Turnover by C. Joseph (offensive foul),,78,83
348,4,10:17.0,,J. Harden makes 3-pt jump shot from 24 ft,78,86
349,4,10:03.0,P. Patterson makes 2-pt layup from 1 ft (assist by K. Lowry),,80,86
350,4,9:47.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),80,89
351,4,9:25.0,K. Lowry misses 2-pt jump shot from 19 ft,,80,89
352,4,9:24.0,,Defensive rebound by M. Beasley,80,89
353,4,9:18.0,,C. Brewer makes 2-pt layup from 3 ft (assist by J. Harden),80,91
354,4,9:18.0,,Shooting foul by J. Johnson (drawn by C. Brewer),80,91
355,4,9:18.0,D. DeRozan enters the game for B. Biyombo,,80,91
356,4,9:18.0,J. Valančiūnas enters the game for J. Johnson,,80,91
357,4,9:18.0,,C. Brewer makes free throw 1 of 1,80,92
358,4,8:54.0,C. Joseph makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),,83,92
359,4,8:33.0,,J. Harden misses 3-pt jump shot from 25 ft,83,92
360,4,8:32.0,Defensive rebound by J. Valančiūnas,,83,92
361,4,8:24.0,Shooting foul by J. Harden (drawn by J. Valančiūnas),,83,92
362,4,8:24.0,J. Valančiūnas makes free throw 1 of 2,,84,92
363,4,8:24.0,J. Valančiūnas makes free throw 2 of 2,,85,92
364,4,8:10.0,,Shooting foul by J. Valančiūnas (drawn by M. Beasley),85,92
365,4,8:10.0,,M. Beasley makes free throw 1 of 2,85,93
366,4,8:10.0,,M. Beasley misses free throw 2 of 2,85,93
367,4,8:10.0,Defensive rebound by P. Patterson,,85,93
368,4,7:43.0,D. DeRozan makes 2-pt jump shot from 20 ft,,87,93
369,4,7:38.0,,D. Howard enters the game for M. Beasley,87,93
370,4,7:34.0,,C. Brewer makes 2-pt jump shot from 19 ft (assist by J. Terry),87,95
371,4,7:22.0,K. Lowry makes 2-pt layup from 1 ft,,89,95
372,4,7:22.0,Shooting foul by D. Howard (drawn by K. Lowry),,89,95
373,4,7:22.0,N. Powell enters the game for P. Patterson,,89,95
374,4,7:22.0,K. Lowry misses free throw 1 of 1,,89,95
375,4,7:22.0,,Defensive rebound by J. Harden,89,95
376,4,7:03.0,,J. Terry misses 2-pt jump shot from 14 ft,89,95
377,4,7:02.0,Defensive rebound by K. Lowry,,89,95
378,4,6:52.0,D. DeRozan misses 3-pt jump shot from 25 ft,,89,95
379,4,6:51.0,,Defensive rebound by J. Harden,89,95
380,4,6:45.0,,Turnover by J. Harden (lost ball; steal by K. Lowry),89,95
381,4,6:39.0,C. Joseph misses 2-pt layup from 2 ft (block by P. Beverley),,89,95
382,4,6:39.0,Offensive rebound by D. DeRozan,,89,95
383,4,6:39.0,Shooting foul by C. Brewer (drawn by D. DeRozan),,89,95
384,4,6:39.0,D. DeRozan makes free throw 1 of 2,,90,95
385,4,6:39.0,,T. Ariza enters the game for J. Terry,90,95
386,4,6:39.0,D. DeRozan makes free throw 2 of 2,,91,95
387,4,6:18.0,,C. Brewer makes 2-pt layup from 2 ft (assist by D. Howard),91,97
