,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,HOUSTON_ACTION,MILWAUKEE_SCORE,HOUSTON_SCORE
83,1,3:26.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by T. Jones),,17,26
84,1,3:25.0,,Defensive rebound by T. Jones,17,26
85,1,3:16.0,,T. Ariza misses 3-pt jump shot from 22 ft,17,26
86,1,3:15.0,Defensive rebound by G. Antetokounmpo,,17,26
87,1,3:04.0,K. Middleton misses 2-pt layup from 1 ft,,17,26
88,1,3:04.0,,Defensive rebound by Team,17,26
89,1,3:04.0,,C. Brewer enters the game for T. Ariza,17,26
90,1,2:59.0,,Turnover by T. Lawson (traveling),17,26
91,1,2:49.0,K. Middleton makes 2-pt jump shot from 21 ft,,19,26
92,1,2:34.0,,J. Smith misses 3-pt jump shot from 24 ft,19,26
93,1,2:34.0,Defensive rebound by Team,,19,26
94,1,2:34.0,,Loose ball foul by J. Harden (drawn by J. O'Bryant),19,26
95,1,2:34.0,,M. Thornton enters the game for J. Harden,19,26
96,1,2:34.0,J. Parker enters the game for G. Antetokounmpo,,19,26
97,1,2:24.0,K. Middleton makes 2-pt jump shot from 21 ft (assist by J. Bayless),,21,26
98,1,2:11.0,,M. Thornton makes 3-pt jump shot from 24 ft (assist by C. Brewer),21,29
99,1,1:54.0,K. Middleton misses 2-pt jump shot from 5 ft (block by J. Smith),,21,29
100,1,1:53.0,,Defensive rebound by Team,21,29
101,1,1:42.0,,J. Smith misses 2-pt jump shot from 7 ft (block by J. Henson),21,29
102,1,1:41.0,Defensive rebound by J. O'Bryant,,21,29
103,1,1:28.0,J. Henson makes 2-pt dunk at rim (assist by J. Parker),,23,29
104,1,1:16.0,Offensive charge foul by J. Smith (drawn by J. O'Bryant),,23,29
105,1,1:16.0,,Turnover by J. Smith (offensive foul),23,29
106,1,1:05.0,K. Middleton makes 2-pt jump shot from 8 ft,,25,29
107,1,1:05.0,Shooting foul by T. Lawson (drawn by K. Middleton),,25,29
108,1,1:05.0,K. Middleton makes free throw 1 of 1,,26,29
109,1,0:51.0,,M. Thornton misses 3-pt jump shot from 25 ft,26,29
110,1,0:51.0,,Offensive rebound by T. Lawson,26,29
111,1,0:46.0,,T. Jones makes 2-pt dunk at rim (assist by C. Brewer),26,31
112,1,0:37.0,K. Middleton makes 2-pt jump shot from 19 ft (assist by J. Bayless),,28,31
113,1,0:26.0,,T. Lawson misses 2-pt jump shot from 20 ft,28,31
114,1,0:25.0,Defensive rebound by J. Parker,,28,31
115,1,0:10.0,Turnover by K. Middleton (lost ball; steal by C. Brewer),,28,31
116,1,0:06.0,,M. Thornton misses 2-pt layup from 2 ft (block by J. Parker),28,31
117,1,0:06.0,,Offensive rebound by Team,28,31
118,1,0:00.0,,J. Smith misses 2-pt jump shot from 20 ft,28,31
119,1,0:00.0,,Offensive rebound by Team,28,31
120,2,11:42.0,Turnover by J. Bayless (bad pass; steal by J. Smith),,28,31
121,2,11:33.0,,M. Thornton misses 2-pt layup from 2 ft,28,31
122,2,11:32.0,Defensive rebound by J. Parker,,28,31
123,2,11:18.0,J. O'Bryant makes 2-pt dunk at rim (assist by J. Henson),,30,31
124,2,10:55.0,,Turnover by T. Jones (lost ball; steal by J. Bayless),30,31
125,2,10:49.0,R. Vaughn makes 3-pt jump shot from 25 ft (assist by J. Bayless),,33,31
126,2,10:40.0,,C. Brewer makes 2-pt layup from 2 ft (assist by T. Lawson),33,33
127,2,10:18.0,J. Henson misses 2-pt jump shot from 8 ft,,33,33
128,2,10:17.0,,Defensive rebound by C. Brewer,33,33
129,2,10:08.0,,J. Smith misses 2-pt layup from 3 ft,33,33
130,2,10:07.0,,Offensive rebound by J. Smith,33,33
131,2,10:07.0,,Shooting foul by J. Bayless (drawn by J. Smith),33,33
132,2,10:07.0,,J. Smith misses free throw 1 of 2,33,33
133,2,10:07.0,,Offensive rebound by Team,33,33
134,2,10:07.0,,C. Capela enters the game for T. Jones,33,33
135,2,10:07.0,,J. Smith misses free throw 2 of 2,33,33
136,2,10:07.0,Defensive rebound by J. O'Bryant,,33,33
137,2,9:45.0,J. Bayless misses 2-pt jump shot from 21 ft,,33,33
138,2,9:44.0,,Defensive rebound by C. Brewer,33,33
139,2,9:31.0,,T. Lawson makes 3-pt jump shot from 24 ft (assist by J. Smith),33,36
140,2,9:11.0,J. O'Bryant misses 2-pt hook shot from 4 ft,,33,36
141,2,9:10.0,,Defensive rebound by J. Smith,33,36
142,2,9:10.0,,Personal foul by J. Henson (drawn by J. Smith),33,36
143,2,9:10.0,,T. Ariza enters the game for J. Smith,33,36
144,2,9:10.0,M. Carter-Williams enters the game for J. Bayless,,33,36
145,2,9:10.0,G. Monroe enters the game for J. Henson,,33,36
146,2,8:55.0,,M. Thornton misses 2-pt jump shot from 9 ft,33,36
147,2,8:54.0,Defensive rebound by M. Carter-Williams,,33,36
148,2,8:45.0,M. Carter-Williams misses 2-pt jump shot from 2 ft,,33,36
149,2,8:44.0,Offensive rebound by M. Carter-Williams,,33,36
150,2,8:44.0,M. Carter-Williams misses 2-pt layup from 2 ft,,33,36
151,2,8:42.0,Offensive rebound by J. O'Bryant,,33,36
152,2,8:42.0,J. O'Bryant misses 2-pt layup from 1 ft,,33,36
153,2,8:40.0,Offensive rebound by G. Monroe,,33,36
154,2,8:32.0,,Offensive charge foul by J. Parker (drawn by C. Brewer),33,36
155,2,8:32.0,Turnover by J. Parker (offensive foul),,33,36
156,2,8:32.0,Official timeout,,33,36
157,2,8:32.0,,J. Harden enters the game for C. Brewer,33,36
158,2,8:32.0,,T. Jones enters the game for M. Thornton,33,36
159,2,8:17.0,,T. Jones makes 2-pt layup from 1 ft (assist by T. Ariza),33,38
160,2,7:57.0,J. O'Bryant misses 2-pt jump shot from 16 ft,,33,38
161,2,7:56.0,,Defensive rebound by C. Capela,33,38
162,2,7:35.0,,T. Lawson makes 2-pt jump shot from 17 ft (assist by C. Capela),33,40
163,2,7:22.0,M. Carter-Williams misses 2-pt jump shot from 3 ft (block by C. Capela),,33,40
164,2,7:20.0,,Defensive rebound by T. Jones,33,40
165,2,7:10.0,,T. Lawson misses 3-pt jump shot from 25 ft,33,40
166,2,7:10.0,Defensive rebound by J. Parker,,33,40
167,2,6:57.0,G. Monroe misses 2-pt layup from 2 ft,,33,40
168,2,6:56.0,Offensive rebound by M. Carter-Williams,,33,40
169,2,6:52.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,33,40
170,2,6:51.0,,Defensive rebound by J. Harden,33,40
171,2,6:45.0,,J. Harden makes 2-pt layup from 2 ft,33,42
172,2,6:43.0,Milwaukee full timeout,,33,42
173,2,6:43.0,K. Middleton enters the game for J. O'Bryant,,33,42
174,2,6:43.0,G. Antetokounmpo enters the game for R. Vaughn,,33,42
175,2,6:43.0,,J. Terry enters the game for T. Lawson,33,42
176,2,6:28.0,K. Middleton misses 2-pt jump shot from 16 ft,,33,42
177,2,6:28.0,Offensive rebound by M. Carter-Williams,,33,42
178,2,6:26.0,G. Monroe misses 2-pt jump shot from 4 ft (block by T. Jones),,33,42
179,2,6:25.0,,Defensive rebound by J. Harden,33,42
180,2,6:22.0,,Shooting foul by M. Carter-Williams (drawn by J. Harden),33,42
181,2,6:22.0,,J. Harden makes free throw 1 of 2,33,43
182,2,6:22.0,,J. Harden makes free throw 2 of 2,33,44
183,2,6:07.0,K. Middleton makes 2-pt layup from 2 ft (assist by G. Monroe),,35,44
184,2,5:55.0,,T. Ariza misses 3-pt jump shot from 25 ft,35,44
185,2,5:54.0,Defensive rebound by G. Monroe,,35,44
186,2,5:40.0,G. Monroe misses 2-pt layup from 2 ft (block by T. Jones),,35,44
187,2,5:39.0,,Defensive rebound by C. Capela,35,44
188,2,5:33.0,,T. Jones makes 2-pt jump shot from 4 ft (assist by T. Ariza),35,46
189,2,5:19.0,Personal foul by T. Jones (drawn by G. Antetokounmpo),,35,46
190,2,5:13.0,G. Monroe makes 2-pt layup from 2 ft (assist by K. Middleton),,37,46
191,2,4:47.0,,J. Terry misses 3-pt jump shot from 23 ft,37,46
192,2,4:46.0,Defensive rebound by M. Carter-Williams,,37,46
193,2,4:40.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,39,46
194,2,4:23.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Harden),39,49
195,2,4:00.0,K. Middleton misses 3-pt jump shot from 24 ft,,39,49
196,2,4:00.0,,Defensive rebound by C. Capela,39,49
197,2,3:36.0,,J. Harden makes 3-pt jump shot from 25 ft,39,52
198,2,3:19.0,G. Monroe misses 2-pt jump shot from 3 ft (block by T. Ariza),,39,52
199,2,3:19.0,Offensive rebound by Team,,39,52
200,2,3:19.0,J. Henson enters the game for G. Monroe,,39,52
201,2,3:14.0,Turnover by K. Middleton (lost ball; steal by J. Harden),,39,52
202,2,3:01.0,,T. Ariza misses 3-pt jump shot from 23 ft,39,52
203,2,3:00.0,Defensive rebound by J. Henson,,39,52
204,2,2:38.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,41,52
205,2,2:31.0,,Houston full timeout,41,52
206,2,2:31.0,,J. Smith enters the game for C. Capela,41,52
207,2,2:31.0,,T. Lawson enters the game for J. Terry,41,52
208,2,2:20.0,,J. Smith misses 2-pt layup from 2 ft,41,52
209,2,2:19.0,,Offensive rebound by J. Smith,41,52
210,2,2:19.0,,J. Smith misses 2-pt layup from 2 ft,41,52
211,2,2:19.0,,Offensive rebound by Team,41,52
212,2,2:13.0,,Personal foul by K. Middleton (drawn by T. Jones),41,52
213,2,1:54.0,,T. Lawson misses 2-pt jump shot from 9 ft (block by J. Parker),41,52
214,2,1:53.0,Defensive rebound by J. Henson,,41,52
215,2,1:49.0,K. Middleton makes 2-pt layup from 2 ft (assist by J. Henson),,43,52
216,2,1:39.0,,J. Smith misses 3-pt jump shot from 23 ft,43,52
217,2,1:38.0,Defensive rebound by G. Antetokounmpo,,43,52
218,2,1:33.0,K. Middleton misses 3-pt jump shot from 24 ft,,43,52
219,2,1:32.0,Offensive rebound by J. Henson,,43,52
220,2,1:32.0,Shooting foul by J. Smith (drawn by J. Henson),,43,52
221,2,1:32.0,J. Henson makes free throw 1 of 2,,44,52
222,2,1:32.0,J. Henson makes free throw 2 of 2,,45,52
223,2,1:18.0,,J. Harden makes 3-pt jump shot from 23 ft (assist by J. Smith),45,55
224,2,0:51.0,J. Parker misses 2-pt jump shot from 19 ft,,45,55
225,2,0:49.0,,Defensive rebound by J. Smith,45,55
226,2,0:39.0,,Turnover by J. Harden (bad pass; steal by G. Antetokounmpo),45,55
227,2,0:35.0,,C. Brewer enters the game for T. Lawson,45,55
228,2,0:31.0,K. Middleton misses 2-pt jump shot from 17 ft,,45,55
229,2,0:30.0,,Defensive rebound by J. Harden,45,55
230,2,0:07.0,,T. Jones makes 2-pt layup from 2 ft,45,57
231,2,0:00.0,J. Parker misses 2-pt jump shot from 6 ft,,45,57
232,2,0:00.0,Offensive rebound by Team,,45,57
233,3,11:41.0,Turnover by M. Carter-Williams (bad pass; steal by J. Terry),,45,57
234,3,11:21.0,,J. Terry misses 3-pt jump shot from 23 ft,45,57
235,3,11:21.0,Defensive rebound by G. Monroe,,45,57
236,3,10:57.0,K. Middleton misses 3-pt jump shot from 25 ft,,45,57
237,3,10:57.0,Offensive rebound by J. Parker,,45,57
238,3,10:52.0,G. Monroe makes 2-pt layup from 2 ft (assist by J. Parker),,47,57
239,3,10:39.0,,Turnover by C. Capela (lost ball; steal by M. Carter-Williams),47,57
240,3,10:37.0,Shooting foul by C. Capela (drawn by M. Carter-Williams),,47,57
241,3,10:37.0,M. Carter-Williams makes free throw 1 of 2,,48,57
242,3,10:37.0,M. Carter-Williams makes free throw 2 of 2,,49,57
243,3,10:15.0,,J. Terry misses 2-pt jump shot from 21 ft,49,57
244,3,10:14.0,Defensive rebound by M. Carter-Williams,,49,57
245,3,10:07.0,Turnover by M. Carter-Williams (bad pass; steal by J. Terry),,49,57
246,3,10:01.0,,T. Ariza misses 2-pt layup at rim (block by G. Monroe),49,57
247,3,10:00.0,Defensive rebound by M. Carter-Williams,,49,57
248,3,9:42.0,,Offensive charge foul by G. Antetokounmpo (drawn by C. Brewer),49,57
249,3,9:42.0,Turnover by G. Antetokounmpo (offensive foul),,49,57
250,3,9:20.0,,J. Harden misses 3-pt jump shot from 24 ft,49,57
251,3,9:19.0,Defensive rebound by Team,,49,57
252,3,8:59.0,J. Parker makes 2-pt jump shot from 16 ft (assist by G. Antetokounmpo),,51,57
253,3,8:35.0,,T. Ariza makes 2-pt dunk at rim (assist by J. Harden),51,59
254,3,8:23.0,Shooting foul by C. Capela (drawn by M. Carter-Williams),,51,59
255,3,8:23.0,M. Carter-Williams misses free throw 1 of 2,,51,59
256,3,8:23.0,Offensive rebound by Team,,51,59
257,3,8:23.0,M. Carter-Williams makes free throw 2 of 2,,52,59
258,3,8:04.0,,C. Brewer misses 3-pt jump shot from 24 ft,52,59
259,3,8:04.0,,Offensive rebound by C. Capela,52,59
260,3,8:02.0,Violation by K. Middleton (kicked ball),,52,59
261,3,7:56.0,,J. Terry misses 3-pt jump shot from 23 ft,52,59
262,3,7:55.0,Defensive rebound by J. Parker,,52,59
263,3,7:49.0,M. Carter-Williams makes 2-pt dunk at rim (assist by J. Parker),,54,59
264,3,7:35.0,,J. Harden misses 2-pt layup from 2 ft (block by G. Monroe),54,59
265,3,7:35.0,,Offensive rebound by Team,54,59
266,3,7:26.0,,C. Capela makes 2-pt hook shot from 2 ft (assist by J. Harden),54,61
267,3,7:20.0,J. Parker makes 2-pt dunk at rim (assist by K. Middleton),,56,61
268,3,7:20.0,,Houston full timeout,56,61
269,3,7:20.0,,T. Jones enters the game for C. Capela,56,61
270,3,7:20.0,,T. Lawson enters the game for J. Terry,56,61
271,3,7:08.0,,Turnover by J. Harden (bad pass; steal by M. Carter-Williams),56,61
272,3,7:05.0,Personal foul by T. Lawson (drawn by M. Carter-Williams),,56,61
273,3,6:56.0,G. Monroe misses 2-pt layup from 2 ft,,56,61
274,3,6:55.0,Offensive rebound by G. Antetokounmpo,,56,61
275,3,6:55.0,Shooting foul by T. Jones (drawn by G. Antetokounmpo),,56,61
276,3,6:55.0,G. Antetokounmpo makes free throw 1 of 2,,57,61
277,3,6:55.0,J. Henson enters the game for G. Monroe,,57,61
278,3,6:55.0,G. Antetokounmpo makes free throw 2 of 2,,58,61
279,3,6:47.0,,Personal foul by J. Henson (drawn by T. Jones),58,61
280,3,6:37.0,,C. Brewer misses 3-pt jump shot from 25 ft,58,61
281,3,6:37.0,Defensive rebound by J. Parker,,58,61
282,3,6:29.0,J. Parker makes 2-pt layup from 1 ft,,60,61
283,3,6:12.0,,T. Ariza misses 2-pt layup from 2 ft,60,61
284,3,6:12.0,Defensive rebound by M. Carter-Williams,,60,61
285,3,6:08.0,Turnover by M. Carter-Williams (bad pass),,60,61
286,3,5:44.0,,T. Lawson makes 2-pt jump shot from 18 ft (assist by J. Harden),60,63
287,3,5:33.0,M. Carter-Williams misses 2-pt jump shot from 6 ft (block by T. Jones),,60,63
288,3,5:32.0,,Defensive rebound by T. Ariza,60,63
289,3,5:28.0,,T. Jones makes 2-pt dunk at rim (assist by J. Harden),60,65
290,3,5:28.0,Milwaukee full timeout,,60,65
291,3,5:28.0,,J. Smith enters the game for C. Brewer,60,65
292,3,5:14.0,Personal foul by T. Jones (drawn by J. Henson),,60,65
293,3,5:14.0,J. Henson makes free throw 1 of 2,,61,65
294,3,5:14.0,J. Henson makes free throw 2 of 2,,62,65
295,3,5:02.0,,Turnover by T. Ariza (bad pass),62,65
296,3,4:49.0,G. Antetokounmpo makes 2-pt jump shot from 15 ft (assist by J. Parker),,64,65
297,3,4:27.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Smith),64,68
298,3,4:14.0,K. Middleton misses 3-pt jump shot from 24 ft,,64,68
299,3,4:13.0,,Defensive rebound by T. Ariza,64,68
300,3,4:04.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Smith),64,71
301,3,3:46.0,M. Carter-Williams misses 3-pt jump shot from 23 ft,,64,71
302,3,3:44.0,Offensive rebound by J. Henson,,64,71
303,3,3:39.0,J. Parker misses 2-pt jump shot from 5 ft,,64,71
304,3,3:38.0,Offensive rebound by M. Carter-Williams,,64,71
305,3,3:36.0,Shooting foul by J. Smith (drawn by G. Antetokounmpo),,64,71
306,3,3:36.0,G. Antetokounmpo makes free throw 1 of 2,,65,71
307,3,3:36.0,J. O'Bryant enters the game for M. Carter-Williams,,65,71
308,3,3:36.0,J. Bayless enters the game for J. Parker,,65,71
309,3,3:36.0,G. Antetokounmpo makes free throw 2 of 2,,66,71
310,3,3:24.0,,J. Harden misses 3-pt jump shot from 25 ft,66,71
311,3,3:23.0,,Offensive rebound by T. Ariza,66,71
312,3,3:18.0,,J. Smith misses 3-pt jump shot from 25 ft,66,71
313,3,3:17.0,,Offensive rebound by T. Jones,66,71
314,3,3:10.0,,T. Lawson makes 2-pt layup from 1 ft,66,73
315,3,2:49.0,Turnover by J. Henson (lost ball; steal by J. Harden),,66,73
316,3,2:44.0,,J. Harden makes 2-pt layup from 1 ft,66,75
317,3,2:36.0,Milwaukee full timeout,,66,75
318,3,2:36.0,,M. Thornton enters the game for J. Harden,66,75
319,3,2:19.0,G. Antetokounmpo misses 2-pt jump shot from 7 ft (block by J. Smith),,66,75
320,3,2:18.0,Offensive rebound by Team,,66,75
321,3,2:12.0,K. Middleton misses 2-pt jump shot from 11 ft,,66,75
322,3,2:11.0,,Defensive rebound by T. Lawson,66,75
323,3,2:05.0,,T. Lawson makes 2-pt layup from 3 ft,66,77
324,3,1:46.0,Turnover by K. Middleton (bad pass; steal by J. Smith),,66,77
325,3,1:24.0,,M. Thornton misses 2-pt jump shot from 21 ft,66,77
326,3,1:23.0,,Offensive rebound by Team,66,77
327,3,1:23.0,J. Parker enters the game for G. Antetokounmpo,,66,77
328,3,1:15.0,,T. Ariza misses 2-pt layup from 2 ft,66,77
329,3,1:14.0,,Offensive rebound by Team,66,77
330,3,1:07.0,,M. Thornton makes 2-pt layup from 1 ft (assist by J. Smith),66,79
331,3,0:44.0,J. Henson misses 2-pt dunk at rim (block by J. Smith),,66,79
332,3,0:44.0,,Defensive rebound by Team,66,79
333,3,0:44.0,G. Monroe enters the game for J. Henson,,66,79
334,3,0:34.0,,T. Jones misses 3-pt jump shot from 25 ft,66,79
335,3,0:33.0,Defensive rebound by G. Monroe,,66,79
336,3,0:10.0,J. Bayless misses 2-pt jump shot from 7 ft,,66,79
337,3,0:07.0,,Defensive rebound by T. Jones,66,79
338,3,0:00.0,,T. Lawson misses 3-pt jump shot from 25 ft,66,79
339,3,0:00.0,,Offensive rebound by Team,66,79
340,4,11:48.0,,J. Smith makes 2-pt layup from 2 ft,66,81
341,4,11:24.0,G. Monroe makes 2-pt layup from 3 ft (assist by J. Bayless),,68,81
342,4,11:15.0,,C. Brewer misses 2-pt jump shot from 6 ft (block by G. Monroe),68,81
343,4,11:15.0,,Offensive rebound by C. Brewer,68,81
344,4,11:15.0,,Personal foul by J. O'Bryant (drawn by C. Brewer),68,81
345,4,11:04.0,,Turnover by T. Lawson (bad pass; steal by K. Middleton),68,81
346,4,11:02.0,Personal foul by M. Thornton (drawn by J. Parker),,68,81
347,4,10:49.0,G. Monroe makes 2-pt hook shot from 4 ft (assist by J. O'Bryant),,70,81
348,4,10:34.0,,T. Lawson misses 3-pt jump shot from 24 ft,70,81
349,4,10:32.0,,Offensive rebound by C. Capela,70,81
350,4,10:20.0,,M. Thornton misses 3-pt jump shot from 25 ft,70,81
351,4,10:20.0,,Offensive rebound by J. Smith,70,81
352,4,10:11.0,,M. Thornton makes 2-pt layup from 2 ft,70,83
353,4,9:48.0,K. Middleton misses 3-pt jump shot from 23 ft,,70,83
354,4,9:48.0,Offensive rebound by J. Parker,,70,83
355,4,9:41.0,Personal foul by C. Capela (drawn by J. Bayless),,70,83
356,4,9:33.0,Personal foul by J. Smith (drawn by G. Monroe),,70,83
357,4,9:33.0,M. Carter-Williams enters the game for J. O'Bryant,,70,83
358,4,9:27.0,G. Monroe makes 2-pt dunk at rim (assist by K. Middleton),,72,83
359,4,9:07.0,,Turnover by J. Smith (bad pass; steal by J. Parker),72,83
360,4,9:00.0,Turnover by J. Bayless (bad pass),,72,83
361,4,8:44.0,,M. Thornton misses 2-pt jump shot from 16 ft,72,83
362,4,8:42.0,,Offensive rebound by C. Brewer,72,83
363,4,8:37.0,,M. Thornton makes 3-pt jump shot from 23 ft (assist by C. Brewer),72,86
364,4,8:24.0,Shooting block foul by C. Capela (drawn by K. Middleton),,72,86
365,4,8:24.0,Official timeout,,72,86
366,4,8:24.0,,T. Jones enters the game for C. Capela,72,86
367,4,8:24.0,K. Middleton makes free throw 1 of 2,,73,86
368,4,8:24.0,K. Middleton makes free throw 2 of 2,,74,86
369,4,8:17.0,,Personal foul by M. Carter-Williams (drawn by T. Lawson),74,86
370,4,8:08.0,,M. Thornton misses 2-pt jump shot from 6 ft,74,86
371,4,8:07.0,Defensive rebound by G. Monroe,,74,86
372,4,7:53.0,J. Bayless misses 3-pt jump shot from 23 ft,,74,86
373,4,7:52.0,Offensive rebound by J. Parker,,74,86
374,4,7:48.0,J. Parker makes 2-pt jump shot from 7 ft,,76,86
375,4,7:33.0,,J. Smith misses 3-pt jump shot from 24 ft,76,86
376,4,7:32.0,Defensive rebound by M. Carter-Williams,,76,86
377,4,7:17.0,J. Bayless makes 3-pt jump shot from 23 ft (assist by G. Monroe),,79,86
