,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHICAGO_ACTION,PHILADELPHIA_SCORE,CHICAGO_SCORE
123,2,8:57.0,Turnover by H. Thompson (lost ball; steal by B. Portis),,42,21
124,2,8:42.0,Turnover by T. McConnell (lost ball),,42,21
125,2,8:42.0,,Turnover by B. Portis (bad pass),42,21
126,2,8:27.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by J. Butler),42,24
127,2,8:02.0,K. Marshall makes 3-pt jump shot from 24 ft (assist by T. McConnell),,45,24
128,2,7:44.0,,Personal foul by T. McConnell,45,24
129,2,7:44.0,I. Smith enters the game for T. McConnell,,45,24
130,2,7:44.0,N. Noel enters the game for H. Thompson,,45,24
131,2,7:33.0,,J. Butler misses 2-pt layup from 1 ft,45,24
132,2,7:31.0,,Offensive rebound by C. Felício,45,24
133,2,7:30.0,,C. Felício makes 2-pt dunk at rim,45,26
134,2,7:21.0,R. Covington misses 3-pt jump shot from 26 ft,,45,26
135,2,7:20.0,,Defensive rebound by B. Portis,45,26
136,2,7:09.0,,J. Butler misses 2-pt layup from 2 ft (block by N. Noel),45,26
137,2,7:07.0,Defensive rebound by I. Smith,,45,26
138,2,7:02.0,Shooting foul by J. Butler (drawn by J. Grant),,45,26
139,2,7:02.0,J. Grant makes free throw 1 of 2,,46,26
140,2,7:02.0,J. Grant makes free throw 2 of 2,,47,26
141,2,6:54.0,,Personal foul by R. Covington,47,26
142,2,6:45.0,,T. Snell misses 2-pt jump shot from 9 ft,47,26
143,2,6:44.0,Defensive rebound by J. Grant,,47,26
144,2,6:19.0,J. Grant misses 3-pt jump shot from 26 ft,,47,26
145,2,6:18.0,,Defensive rebound by J. Butler,47,26
146,2,6:07.0,,Shooting foul by J. Grant (drawn by T. Snell),47,26
147,2,6:07.0,,T. Snell makes free throw 1 of 3,47,27
148,2,6:07.0,,T. Snell makes free throw 2 of 3,47,28
149,2,6:07.0,,J. Holiday enters the game for J. Butler,47,28
150,2,6:07.0,,N. Mirotić enters the game for B. Portis,47,28
151,2,6:07.0,,T. Snell makes free throw 3 of 3,47,29
152,2,5:55.0,R. Covington misses 2-pt layup from 3 ft,,47,29
153,2,5:54.0,,Defensive rebound by T. Snell,47,29
154,2,5:47.0,,C. Felício misses 2-pt layup from 2 ft (block by J. Grant),47,29
155,2,5:47.0,Defensive rebound by Team,,47,29
156,2,5:28.0,Turnover by K. Marshall (bad pass; steal by N. Mirotić),,47,29
157,2,5:23.0,,Personal foul by J. Grant,47,29
158,2,5:23.0,,N. Mirotić makes free throw 1 of 2,47,30
159,2,5:23.0,H. Thompson enters the game for J. Grant,,47,30
160,2,5:23.0,,N. Mirotić makes free throw 2 of 2,47,31
161,2,5:03.0,K. Marshall makes 2-pt jump shot from 7 ft,,49,31
162,2,4:55.0,,Shooting foul by N. Noel (drawn by C. Felício),49,31
163,2,4:55.0,,C. Felício makes free throw 1 of 2,49,32
164,2,4:55.0,,C. Felício makes free throw 2 of 2,49,33
165,2,4:43.0,R. Covington makes 3-pt jump shot from 24 ft (assist by I. Smith),,52,33
166,2,4:34.0,,Shooting foul by N. Noel (drawn by J. Holiday),52,33
167,2,4:34.0,,J. Holiday makes free throw 1 of 2,52,34
168,2,4:34.0,,J. Holiday makes free throw 2 of 2,52,35
169,2,4:14.0,I. Smith misses 3-pt jump shot from 24 ft,,52,35
170,2,4:13.0,,Defensive rebound by J. Holiday,52,35
171,2,4:06.0,,D. McDermott makes 2-pt layup from 2 ft (assist by J. Holiday),52,37
172,2,3:47.0,R. Covington makes 3-pt jump shot from 26 ft (assist by K. Marshall),,55,37
173,2,3:37.0,,Turnover by J. Holiday (bad pass; steal by H. Thompson),55,37
174,2,3:28.0,H. Thompson misses 3-pt jump shot from 24 ft,,55,37
175,2,3:27.0,,Defensive rebound by Team,55,37
176,2,3:11.0,,Turnover by C. Felício (lost ball; steal by N. Noel),55,37
177,2,3:07.0,Shooting foul by C. Felício (drawn by R. Covington),,55,37
178,2,3:07.0,R. Covington makes free throw 1 of 2,,56,37
179,2,3:07.0,T. McConnell enters the game for K. Marshall,,56,37
180,2,3:07.0,R. Covington makes free throw 2 of 2,,57,37
181,2,2:48.0,,C. Felício makes 2-pt dunk at rim (assist by J. Holiday),57,39
182,2,2:27.0,I. Smith makes 3-pt jump shot from 23 ft (assist by T. McConnell),,60,39
183,2,2:17.0,,Shooting foul by H. Thompson (drawn by J. Holiday),60,39
184,2,2:17.0,,Chicago full timeout,60,39
185,2,2:17.0,,J. Holiday makes free throw 1 of 2,60,40
186,2,2:17.0,,J. Holiday makes free throw 2 of 2,60,41
187,2,1:55.0,R. Covington misses 3-pt jump shot from 25 ft,,60,41
188,2,1:53.0,,Defensive rebound by C. Felício,60,41
189,2,1:39.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by C. Felício),60,44
190,2,1:21.0,,Offensive charge foul by R. Covington (drawn by N. Mirotić),60,44
191,2,1:21.0,Turnover by R. Covington (offensive foul),,60,44
192,2,1:05.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by D. McDermott),60,47
193,2,0:50.0,Turnover by T. McConnell (lost ball),,60,47
194,2,0:37.0,,C. Felício misses 2-pt jump shot from 16 ft,60,47
195,2,0:35.0,Defensive rebound by I. Smith,,60,47
196,2,0:24.0,R. Covington misses 3-pt jump shot from 24 ft,,60,47
197,2,0:23.0,,Defensive rebound by C. Felício,60,47
198,2,0:17.0,,J. Holiday makes 2-pt layup from 1 ft (assist by C. Felício),60,49
199,2,0:04.0,Turnover by T. McConnell (lost ball; steal by J. Holiday),,60,49
200,2,0:01.0,,J. Holiday makes 2-pt dunk at rim,60,51
201,2,0:00.0,N. Noel misses 3-pt jump shot from 44 ft,,60,51
202,2,0:00.0,Offensive rebound by Team,,60,51
203,3,11:43.0,,J. Holiday makes 3-pt jump shot from 22 ft (assist by J. Butler),60,54
204,3,11:31.0,Turnover by I. Smith (bad pass; steal by N. Mirotić),,60,54
205,3,11:27.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by J. Butler),60,56
206,3,11:11.0,N. Noel misses 2-pt jump shot from 10 ft,,60,56
207,3,11:09.0,,Defensive rebound by T. Snell,60,56
208,3,10:59.0,,J. Butler misses 2-pt hook shot from 8 ft,60,56
209,3,10:58.0,,Offensive rebound by C. Felício,60,56
210,3,10:46.0,Offensive charge foul by C. Felício (drawn by R. Covington),,60,56
211,3,10:46.0,,Turnover by C. Felício (offensive foul),60,56
212,3,10:31.0,Turnover by I. Smith (bad pass; steal by N. Mirotić),,60,56
213,3,10:26.0,,J. Butler makes 2-pt dunk at rim (assist by N. Mirotić),60,58
214,3,10:25.0,Philadelphia full timeout,,60,58
215,3,10:05.0,K. Marshall misses 2-pt jump shot from 9 ft,,60,58
216,3,10:04.0,,Defensive rebound by N. Mirotić,60,58
217,3,10:03.0,,Turnover by N. Mirotić (lost ball; steal by N. Noel),60,58
218,3,10:03.0,Shooting foul by N. Mirotić (drawn by N. Noel),,60,58
219,3,10:03.0,N. Noel makes free throw 1 of 2,,61,58
220,3,10:03.0,N. Noel misses free throw 2 of 2,,61,58
221,3,10:02.0,,Defensive rebound by N. Mirotić,61,58
222,3,9:44.0,,T. Snell misses 3-pt jump shot from 24 ft,61,58
223,3,9:44.0,,Offensive rebound by C. Felício,61,58
224,3,9:44.0,,Personal foul by R. Covington,61,58
225,3,9:39.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Butler),61,61
226,3,9:28.0,J. Grant misses 2-pt layup from 2 ft,,61,61
227,3,9:27.0,,Defensive rebound by J. Butler,61,61
228,3,9:20.0,,Turnover by J. Butler (bad pass; steal by J. Grant),61,61
229,3,9:07.0,I. Smith misses 2-pt layup from 2 ft,,61,61
230,3,9:06.0,,Defensive rebound by N. Mirotić,61,61
231,3,8:57.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by C. Felício),61,64
232,3,8:55.0,Philadelphia full timeout,,61,64
233,3,8:37.0,Shooting foul by N. Mirotić (drawn by J. Grant),,61,64
234,3,8:37.0,J. Grant makes free throw 1 of 2,,62,64
235,3,8:37.0,T. McConnell enters the game for K. Marshall,,62,64
236,3,8:37.0,J. Grant misses free throw 2 of 2,,62,64
237,3,8:36.0,,Defensive rebound by J. Butler,62,64
238,3,8:23.0,,Shooting foul by N. Noel (drawn by J. Butler),62,64
239,3,8:23.0,,J. Butler makes free throw 1 of 2,62,65
240,3,8:23.0,,J. Butler misses free throw 2 of 2,62,65
241,3,8:21.0,,Offensive rebound by J. Butler,62,65
242,3,8:15.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),62,68
243,3,7:59.0,N. Noel makes 2-pt jump shot from 14 ft (assist by T. McConnell),,64,68
244,3,7:43.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by J. Butler),64,71
245,3,7:25.0,J. Grant misses 2-pt jump shot from 7 ft,,64,71
246,3,7:24.0,,Defensive rebound by C. Felício,64,71
247,3,7:04.0,,N. Mirotić misses 3-pt jump shot from 25 ft,64,71
248,3,7:01.0,Defensive rebound by N. Noel,,64,71
249,3,6:55.0,J. Grant makes 2-pt dunk at rim (assist by I. Smith),,66,71
250,3,6:34.0,H. Thompson enters the game for N. Noel,,66,71
251,3,6:26.0,,C. Felício misses 3-pt jump shot from 26 ft,66,71
252,3,6:25.0,Defensive rebound by R. Covington,,66,71
253,3,6:09.0,J. Grant misses 2-pt layup from 3 ft,,66,71
254,3,6:08.0,,Defensive rebound by C. Felício,66,71
255,3,5:59.0,,Personal foul by I. Smith,66,71
256,3,5:59.0,,D. McDermott enters the game for N. Mirotić,66,71
257,3,5:59.0,,B. Portis enters the game for J. Butler,66,71
258,3,5:55.0,,J. Holiday makes 2-pt jump shot from 17 ft,66,73
259,3,5:34.0,H. Thompson misses 3-pt jump shot from 24 ft,,66,73
260,3,5:33.0,,Defensive rebound by D. McDermott,66,73
261,3,5:21.0,,T. Snell misses 2-pt jump shot from 21 ft,66,73
262,3,5:20.0,Defensive rebound by T. McConnell,,66,73
263,3,5:13.0,Shooting foul by T. Snell (drawn by R. Covington),,66,73
264,3,5:13.0,R. Covington makes free throw 1 of 2,,67,73
265,3,5:13.0,N. Noel enters the game for J. Grant,,67,73
266,3,5:13.0,R. Covington makes free throw 2 of 2,,68,73
267,3,4:59.0,,D. McDermott makes 2-pt layup from 2 ft (assist by C. Felício),68,75
268,3,4:38.0,T. McConnell misses 2-pt jump shot from 15 ft,,68,75
269,3,4:37.0,,Defensive rebound by B. Portis,68,75
270,3,4:29.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by D. McDermott),68,78
271,3,4:27.0,Philadelphia full timeout,,68,78
272,3,4:27.0,K. Marshall enters the game for I. Smith,,68,78
273,3,4:08.0,R. Covington misses 3-pt jump shot from 24 ft,,68,78
274,3,4:07.0,,Defensive rebound by T. Snell,68,78
275,3,4:00.0,,Turnover by J. Holiday (bad pass; steal by N. Noel),68,78
276,3,3:54.0,N. Noel misses 2-pt layup from 2 ft (block by C. Felício),,68,78
277,3,3:54.0,,Defensive rebound by Team,68,78
278,3,3:30.0,,D. McDermott misses 2-pt jump shot from 14 ft,68,78
279,3,3:29.0,Defensive rebound by R. Covington,,68,78
280,3,3:08.0,R. Covington misses 2-pt layup from 2 ft (block by C. Felício),,68,78
281,3,3:07.0,,Defensive rebound by B. Portis,68,78
282,3,3:02.0,,Turnover by B. Portis (bad pass),68,78
283,3,3:02.0,J. Grant enters the game for R. Covington,,68,78
284,3,2:52.0,Shooting foul by D. McDermott (drawn by H. Thompson),,68,78
285,3,2:52.0,H. Thompson makes free throw 1 of 3,,69,78
286,3,2:52.0,H. Thompson misses free throw 2 of 3,,69,78
287,3,2:52.0,Offensive rebound by Team,,69,78
288,3,2:52.0,,N. Mirotić enters the game for C. Felício,69,78
289,3,2:52.0,H. Thompson makes free throw 3 of 3,,70,78
290,3,2:36.0,,J. Holiday misses 2-pt layup from 1 ft (block by N. Noel),70,78
291,3,2:34.0,,Offensive rebound by B. Portis,70,78
292,3,2:34.0,,B. Portis makes 2-pt dunk at rim,70,80
293,3,2:13.0,H. Thompson misses 3-pt jump shot from 24 ft,,70,80
294,3,2:12.0,,Defensive rebound by T. Snell,70,80
295,3,2:04.0,,T. Snell makes 2-pt jump shot from 3 ft,70,82
296,3,1:40.0,K. Marshall makes 3-pt jump shot from 23 ft (assist by T. McConnell),,73,82
297,3,1:40.0,,Chicago full timeout,73,82
298,3,1:40.0,,J. Butler enters the game for J. Holiday,73,82
299,3,1:28.0,,Personal foul by H. Thompson,73,82
300,3,1:21.0,,D. McDermott misses 2-pt jump shot from 5 ft (block by N. Noel),73,82
301,3,1:21.0,,Offensive rebound by Team,73,82
302,3,1:20.0,,Personal foul by N. Noel,73,82
303,3,1:20.0,,D. McDermott misses free throw 1 of 2,73,82
304,3,1:20.0,,Offensive rebound by Team,73,82
305,3,1:20.0,,D. McDermott makes free throw 2 of 2,73,83
306,3,1:01.0,H. Thompson misses 2-pt jump shot from 7 ft,,73,83
307,3,1:01.0,,Defensive rebound by Team,73,83
308,3,1:01.0,R. Covington enters the game for N. Noel,,73,83
309,3,0:43.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by D. McDermott),73,86
310,3,0:24.0,T. McConnell misses 2-pt jump shot from 15 ft,,73,86
311,3,0:23.0,,Defensive rebound by B. Portis,73,86
312,3,0:01.0,,T. Snell misses 2-pt jump shot from 4 ft,73,86
313,3,0:00.0,,Offensive rebound by B. Portis,73,86
314,4,11:49.0,R. Covington misses 3-pt jump shot from 24 ft (block by N. Mirotić),,73,86
315,4,11:48.0,Offensive rebound by R. Covington,,73,86
316,4,11:38.0,Turnover by J. Grant (bad pass; steal by N. Mirotić),,73,86
317,4,11:27.0,,B. Portis misses 2-pt jump shot from 10 ft,73,86
318,4,11:26.0,Defensive rebound by I. Smith,,73,86
319,4,11:18.0,H. Thompson misses 2-pt jump shot from 21 ft,,73,86
320,4,11:17.0,,Defensive rebound by J. Butler,73,86
321,4,10:54.0,,J. Butler misses 2-pt jump shot from 18 ft,73,86
322,4,10:53.0,,Offensive rebound by N. Mirotić,73,86
323,4,10:50.0,,N. Mirotić makes 3-pt jump shot from 23 ft,73,89
324,4,10:37.0,I. Smith makes 2-pt layup at rim,,75,89
325,4,10:21.0,,D. McDermott misses 2-pt jump shot from 19 ft,75,89
326,4,10:20.0,Defensive rebound by H. Thompson,,75,89
327,4,10:15.0,I. Smith misses 2-pt layup from 1 ft (block by J. Butler),,75,89
328,4,10:13.0,,Defensive rebound by B. Portis,75,89
329,4,10:04.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by J. Butler),75,92
330,4,9:59.0,I. Smith misses 2-pt layup from 1 ft (block by T. Snell),,75,92
331,4,9:59.0,Offensive rebound by Team,,75,92
332,4,9:59.0,N. Noel enters the game for H. Thompson,,75,92
333,4,9:56.0,R. Covington misses 2-pt layup from 1 ft,,75,92
334,4,9:55.0,,Defensive rebound by J. Butler,75,92
335,4,9:42.0,,Shooting foul by R. Covington (drawn by B. Portis),75,92
336,4,9:42.0,,B. Portis makes free throw 1 of 2,75,93
337,4,9:42.0,,B. Portis makes free throw 2 of 2,75,94
338,4,9:25.0,R. Covington makes 2-pt layup at rim,,77,94
339,4,9:04.0,,N. Mirotić misses 3-pt jump shot from 23 ft,77,94
340,4,9:03.0,,Offensive rebound by J. Butler,77,94
341,4,9:01.0,,J. Butler makes 2-pt hook shot from 5 ft,77,96
342,4,8:44.0,Personal foul by N. Mirotić,,77,96
343,4,8:44.0,Philadelphia full timeout,,77,96
344,4,8:44.0,,J. Holiday enters the game for J. Butler,77,96
345,4,8:28.0,I. Smith makes 2-pt jump shot from 20 ft,,79,96
346,4,8:06.0,,B. Portis makes 2-pt dunk at rim (assist by N. Mirotić),79,98
347,4,7:53.0,J. Grant makes 2-pt layup from 1 ft (assist by I. Smith),,81,98
348,4,7:39.0,,B. Portis misses 2-pt jump shot from 21 ft,81,98
349,4,7:38.0,Defensive rebound by N. Noel,,81,98
350,4,7:23.0,Turnover by N. Noel (bad pass; steal by J. Holiday),,81,98
351,4,7:21.0,,Turnover by N. Mirotić (bad pass),81,98
352,4,7:06.0,K. Marshall makes 3-pt jump shot from 24 ft (assist by N. Noel),,84,98
353,4,6:44.0,,Shooting foul by N. Noel (drawn by J. Holiday),84,98
354,4,6:44.0,,J. Holiday misses free throw 1 of 2,84,98
355,4,6:44.0,,Offensive rebound by Team,84,98
356,4,6:44.0,H. Thompson enters the game for N. Noel,,84,98
357,4,6:44.0,,J. Holiday makes free throw 2 of 2,84,99
358,4,6:34.0,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Grant),,87,99
359,4,6:27.0,,Personal foul by I. Smith,87,99
360,4,6:27.0,,Chicago full timeout,87,99
361,4,6:18.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Holiday),87,102
362,4,6:02.0,J. Grant makes 2-pt dunk at rim (assist by K. Marshall),,89,102
363,4,5:43.0,,J. Holiday misses 2-pt jump shot from 14 ft (block by I. Smith),89,102
364,4,5:41.0,Defensive rebound by I. Smith,,89,102
365,4,5:33.0,I. Smith makes 3-pt jump shot from 23 ft (assist by H. Thompson),,92,102
366,4,5:18.0,,N. Mirotić misses 2-pt layup from 1 ft (block by J. Grant),92,102
367,4,5:16.0,Defensive rebound by H. Thompson,,92,102
368,4,5:10.0,H. Thompson makes 3-pt jump shot from 22 ft (assist by K. Marshall),,95,102
369,4,4:54.0,,D. McDermott makes 2-pt layup from 2 ft (assist by J. Holiday),95,104
370,4,4:44.0,H. Thompson makes 2-pt layup from 2 ft (assist by I. Smith),,97,104
371,4,4:28.0,,J. Holiday misses 3-pt jump shot from 24 ft,97,104
372,4,4:27.0,,Offensive rebound by N. Mirotić,97,104
373,4,4:27.0,,N. Mirotić makes 2-pt layup from 1 ft,97,106
374,4,4:27.0,Philadelphia full timeout,,97,106
375,4,4:05.0,I. Smith misses 2-pt jump shot from 20 ft,,97,106
376,4,4:04.0,,Defensive rebound by B. Portis,97,106
377,4,3:54.0,,D. McDermott makes 2-pt jump shot from 16 ft (assist by J. Holiday),97,108
378,4,3:39.0,I. Smith misses 3-pt jump shot from 27 ft,,97,108
379,4,3:37.0,,Defensive rebound by B. Portis,97,108
380,4,3:20.0,,Personal foul by H. Thompson,97,108
381,4,3:11.0,,Turnover by B. Portis (bad pass; steal by K. Marshall),97,108
382,4,2:57.0,I. Smith misses 3-pt jump shot from 23 ft,,97,108
383,4,2:56.0,,Defensive rebound by N. Mirotić,97,108
384,4,2:47.0,,Shooting foul by I. Smith (drawn by J. Holiday),97,108
385,4,2:47.0,,J. Holiday makes free throw 1 of 2,97,109
386,4,2:47.0,,J. Holiday misses free throw 2 of 2,97,109
387,4,2:44.0,Defensive rebound by J. Grant,,97,109
388,4,2:33.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by I. Smith),,100,109
