,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHICAGO_ACTION,PHILADELPHIA_SCORE,CHICAGO_SCORE
0,1,11:36.0,J. Grant misses 3-pt jump shot from 24 ft,,0,0
1,1,11:35.0,,Defensive rebound by J. Butler,0,0
2,1,11:17.0,,T. Snell misses 2-pt layup at rim,0,0
3,1,11:16.0,Defensive rebound by J. Grant,,0,0
4,1,11:07.0,N. Noel misses 2-pt jump shot from 8 ft,,0,0
5,1,11:06.0,Offensive rebound by K. Marshall,,0,0
6,1,11:04.0,N. Noel makes 2-pt layup from 2 ft (assist by K. Marshall),,2,0
7,1,10:50.0,,N. Mirotić misses 3-pt jump shot from 24 ft,2,0
8,1,10:48.0,,Offensive rebound by C. Felício,2,0
9,1,10:48.0,,C. Felício misses 2-pt layup at rim,2,0
10,1,10:46.0,Defensive rebound by R. Covington,,2,0
11,1,10:31.0,K. Marshall misses 2-pt jump shot from 18 ft,,2,0
12,1,10:29.0,Offensive rebound by J. Grant,,2,0
13,1,10:26.0,R. Covington makes 3-pt jump shot from 24 ft (assist by N. Noel),,5,0
14,1,10:08.0,,J. Holiday misses 2-pt jump shot from 17 ft,5,0
15,1,10:07.0,,Offensive rebound by J. Butler,5,0
16,1,10:07.0,,J. Butler misses 2-pt layup from 1 ft,5,0
17,1,10:06.0,Defensive rebound by I. Smith,,5,0
18,1,9:57.0,K. Marshall misses 3-pt jump shot from 23 ft,,5,0
19,1,9:56.0,,Defensive rebound by T. Snell,5,0
20,1,9:43.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by J. Butler),5,3
21,1,9:30.0,,Violation by J. Holiday (kicked ball),5,3
22,1,9:13.0,J. Grant makes 3-pt jump shot from 24 ft (assist by R. Covington),,8,3
23,1,9:01.0,,J. Holiday misses 3-pt jump shot from 24 ft,8,3
24,1,9:00.0,Defensive rebound by Team,,8,3
25,1,8:44.0,N. Noel misses 2-pt layup from 1 ft (block by N. Mirotić),,8,3
26,1,8:43.0,,Defensive rebound by T. Snell,8,3
27,1,8:34.0,,T. Snell misses 2-pt jump shot from 15 ft,8,3
28,1,8:32.0,,Offensive rebound by J. Butler,8,3
29,1,8:32.0,,J. Butler misses 2-pt layup at rim,8,3
30,1,8:31.0,Defensive rebound by J. Grant,,8,3
31,1,8:23.0,R. Covington misses 3-pt jump shot from 26 ft,,8,3
32,1,8:23.0,,Defensive rebound by J. Butler,8,3
33,1,8:10.0,,C. Felício misses 2-pt jump shot from 18 ft,8,3
34,1,8:09.0,Defensive rebound by N. Noel,,8,3
35,1,7:59.0,Turnover by I. Smith (bad pass; steal by N. Mirotić),,8,3
36,1,7:57.0,,Shooting foul by J. Grant (drawn by N. Mirotić),8,3
37,1,7:57.0,,N. Mirotić misses free throw 1 of 2,8,3
38,1,7:57.0,,Offensive rebound by Team,8,3
39,1,7:57.0,,N. Mirotić makes free throw 2 of 2,8,4
40,1,7:39.0,I. Smith misses 2-pt jump shot from 20 ft,,8,4
41,1,7:38.0,,Defensive rebound by T. Snell,8,4
42,1,7:23.0,,N. Mirotić misses 3-pt jump shot from 25 ft,8,4
43,1,7:22.0,,Offensive rebound by J. Holiday,8,4
44,1,7:17.0,,C. Felício misses 2-pt layup from 2 ft,8,4
45,1,7:15.0,Defensive rebound by K. Marshall,,8,4
46,1,7:12.0,Personal foul by J. Holiday,,8,4
47,1,7:01.0,J. Grant misses 2-pt layup from 1 ft (block by N. Mirotić),,8,4
48,1,7:00.0,,Defensive rebound by C. Felício,8,4
49,1,6:45.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by J. Butler),8,7
50,1,6:32.0,N. Noel misses 2-pt jump shot from 21 ft,,8,7
51,1,6:31.0,,Defensive rebound by J. Holiday,8,7
52,1,6:21.0,,Personal foul by I. Smith,8,7
53,1,6:21.0,,Chicago full timeout,8,7
54,1,6:21.0,H. Thompson enters the game for R. Covington,,8,7
55,1,6:17.0,,J. Butler makes 2-pt dunk at rim (assist by N. Mirotić),8,9
56,1,6:00.0,J. Grant makes 2-pt layup at rim (assist by I. Smith),,10,9
57,1,5:45.0,,J. Butler misses 2-pt jump shot from 10 ft,10,9
58,1,5:45.0,,Offensive rebound by J. Butler,10,9
59,1,5:45.0,,Personal foul by K. Marshall,10,9
60,1,5:45.0,T. McConnell enters the game for K. Marshall,,10,9
61,1,5:38.0,,J. Holiday misses 2-pt jump shot from 14 ft,10,9
62,1,5:37.0,Defensive rebound by T. McConnell,,10,9
63,1,5:25.0,H. Thompson makes 2-pt jump shot from 15 ft,,12,9
64,1,5:05.0,,J. Holiday makes 2-pt jump shot from 18 ft (assist by J. Butler),12,11
65,1,4:40.0,J. Grant makes 3-pt jump shot from 25 ft (assist by I. Smith),,15,11
66,1,4:30.0,,Turnover by J. Holiday (bad pass),15,11
67,1,4:30.0,,D. McDermott enters the game for T. Snell,15,11
68,1,4:30.0,,B. Portis enters the game for C. Felício,15,11
69,1,4:11.0,T. McConnell makes 3-pt jump shot from 25 ft (assist by I. Smith),,18,11
70,1,3:53.0,,J. Butler misses 2-pt layup from 2 ft (block by H. Thompson),18,11
71,1,3:51.0,Defensive rebound by J. Grant,,18,11
72,1,3:43.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by T. McConnell),,21,11
73,1,3:28.0,,N. Mirotić makes 2-pt hook shot from 4 ft (assist by B. Portis),21,13
74,1,3:11.0,Personal foul by D. McDermott,,21,13
75,1,3:11.0,,A. Brooks enters the game for J. Butler,21,13
76,1,3:11.0,Philadelphia full timeout,,21,13
77,1,2:58.0,N. Noel misses 2-pt jump shot from 17 ft,,21,13
78,1,2:57.0,,Defensive rebound by B. Portis,21,13
79,1,2:49.0,,N. Mirotić misses 2-pt jump shot from 21 ft,21,13
80,1,2:48.0,Defensive rebound by T. McConnell,,21,13
81,1,2:41.0,Personal foul by N. Mirotić,,21,13
82,1,2:41.0,J. Grant misses free throw 1 of 2,,21,13
83,1,2:41.0,Offensive rebound by Team,,21,13
84,1,2:41.0,J. Grant makes free throw 2 of 2,,22,13
85,1,2:28.0,,Turnover by J. Holiday (bad pass; steal by T. McConnell),22,13
86,1,2:14.0,R. Covington enters the game for J. Grant,,22,13
87,1,2:13.0,Personal foul by A. Brooks,,22,13
88,1,2:04.0,T. McConnell makes 2-pt jump shot from 5 ft,,24,13
89,1,1:54.0,,B. Portis misses 2-pt jump shot from 20 ft,24,13
90,1,1:53.0,Defensive rebound by R. Covington,,24,13
91,1,1:43.0,Turnover by T. McConnell (bad pass),,24,13
92,1,1:43.0,K. Marshall enters the game for I. Smith,,24,13
93,1,1:40.0,,D. McDermott makes 2-pt layup from 1 ft (assist by N. Mirotić),24,15
94,1,1:40.0,,Shooting foul by H. Thompson (drawn by D. McDermott),24,15
95,1,1:40.0,,D. McDermott makes free throw 1 of 1,24,16
96,1,1:30.0,H. Thompson makes 2-pt layup from 1 ft (assist by T. McConnell),,26,16
97,1,1:09.0,,B. Portis misses 2-pt jump shot from 15 ft,26,16
98,1,1:08.0,Defensive rebound by N. Noel,,26,16
99,1,0:52.0,K. Marshall misses 2-pt layup from 1 ft (block by J. Holiday),,26,16
100,1,0:51.0,Offensive rebound by N. Noel,,26,16
101,1,0:51.0,N. Noel makes 2-pt dunk at rim,,28,16
102,1,0:42.0,,Turnover by B. Portis (bad pass),28,16
103,1,0:37.0,T. McConnell makes 2-pt layup at rim,,30,16
104,1,0:20.0,,N. Mirotić misses 2-pt hook shot from 3 ft,30,16
105,1,0:18.0,Defensive rebound by N. Noel,,30,16
106,1,0:03.0,T. McConnell makes 2-pt jump shot from 4 ft,,32,16
107,2,11:41.0,,D. McDermott makes 2-pt jump shot from 14 ft,32,18
108,2,11:22.0,J. Grant misses 2-pt layup from 1 ft,,32,18
109,2,11:21.0,,Defensive rebound by B. Portis,32,18
110,2,11:19.0,,Turnover by B. Portis (bad pass; steal by T. McConnell),32,18
111,2,10:57.0,J. Grant makes 2-pt layup from 1 ft (assist by R. Covington),,34,18
112,2,10:40.0,,Turnover by T. Snell (bad pass; steal by T. McConnell),34,18
113,2,10:31.0,R. Covington makes 3-pt jump shot from 24 ft (assist by T. McConnell),,37,18
114,2,10:31.0,,Chicago full timeout,37,18
115,2,10:10.0,,Turnover by J. Butler (bad pass),37,18
116,2,10:01.0,H. Thompson makes 2-pt jump shot from 9 ft (assist by T. McConnell),,39,18
117,2,9:40.0,,Turnover by J. Butler (bad pass; steal by R. Covington),39,18
118,2,9:27.0,R. Covington makes 3-pt jump shot from 24 ft (assist by T. McConnell),,42,18
119,2,9:15.0,,J. Butler makes 2-pt jump shot from 9 ft,42,20
120,2,9:15.0,,Shooting foul by K. Marshall (drawn by J. Butler),42,20
121,2,9:15.0,,J. Butler makes free throw 1 of 1,42,21
122,2,9:15.0,Philadelphia full timeout,,42,21
