,QUARTER,TIME_REMAINING,NEW YORK_ACTION,BROOKLYN_ACTION,NEW YORK_SCORE,BROOKLYN_SCORE
49,1,5:04.0,,Offensive rebound by J. Johnson,16,14
50,1,4:59.0,,D. Sloan makes 2-pt layup from 2 ft,16,16
51,1,4:34.0,C. Anthony makes 2-pt jump shot from 15 ft,,18,16
52,1,4:17.0,,W. Ellington misses 3-pt jump shot from 23 ft,18,16
53,1,4:15.0,Defensive rebound by J. Calderón,,18,16
54,1,4:04.0,K. Porziņģis makes 2-pt jump shot from 9 ft (assist by J. Calderón),,20,16
55,1,3:53.0,,Turnover by D. Sloan (bad pass; steal by C. Anthony),20,16
56,1,3:49.0,J. Calderón misses 2-pt layup from 2 ft (block by B. Lopez),,20,16
57,1,3:47.0,,Defensive rebound by W. Ellington,20,16
58,1,3:41.0,,J. Johnson misses 3-pt jump shot from 25 ft,20,16
59,1,3:40.0,Defensive rebound by R. Lopez,,20,16
60,1,3:34.0,Personal foul by T. Young,,20,16
61,1,3:34.0,,B. Bogdanović enters the game for W. Ellington,20,16
62,1,3:34.0,,S. Larkin enters the game for D. Sloan,20,16
63,1,3:34.0,,T. Robinson enters the game for B. Lopez,20,16
64,1,3:34.0,L. Galloway enters the game for J. Calderón,,20,16
65,1,3:34.0,K. Séraphin enters the game for R. Lopez,,20,16
66,1,3:23.0,Turnover by K. Porziņģis (traveling),,20,16
67,1,3:09.0,,S. Larkin misses 3-pt jump shot from 23 ft,20,16
68,1,3:08.0,Defensive rebound by K. Séraphin,,20,16
69,1,2:58.0,C. Anthony misses 2-pt jump shot from 17 ft,,20,16
70,1,2:57.0,,Defensive rebound by T. Young,20,16
71,1,2:45.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by T. Robinson),20,18
72,1,2:25.0,K. Séraphin misses 2-pt hook shot from 11 ft,,20,18
73,1,2:23.0,,Defensive rebound by T. Robinson,20,18
74,1,2:11.0,,J. Johnson misses 3-pt jump shot from 25 ft,20,18
75,1,2:10.0,Defensive rebound by L. Galloway,,20,18
76,1,2:02.0,K. Porziņģis makes 3-pt jump shot from 28 ft (assist by L. Galloway),,23,18
77,1,1:38.0,,Turnover by J. Johnson (lost ball; steal by C. Anthony),23,18
78,1,1:35.0,New York full timeout,,23,18
79,1,1:35.0,,M. Brown enters the game for J. Johnson,23,18
80,1,1:35.0,D. Williams enters the game for K. Porziņģis,,23,18
81,1,1:31.0,A. Afflalo makes 2-pt jump shot from 18 ft (assist by C. Anthony),,25,18
82,1,1:09.0,,T. Young misses 2-pt layup from 3 ft,25,18
83,1,1:08.0,Defensive rebound by C. Anthony,,25,18
84,1,1:00.0,C. Anthony makes 2-pt jump shot from 19 ft,,27,18
85,1,0:41.0,,B. Bogdanović makes 3-pt jump shot from 28 ft,27,21
86,1,0:31.0,D. Williams makes 3-pt jump shot from 25 ft (assist by L. Galloway),,30,21
87,1,0:11.0,,S. Larkin misses 2-pt jump shot from 8 ft,30,21
88,1,0:09.0,,Offensive rebound by T. Robinson,30,21
89,1,0:07.0,,T. Robinson makes 2-pt hook shot from 5 ft,30,23
90,1,0:00.0,C. Anthony makes 2-pt jump shot from 5 ft,,32,23
91,2,11:50.0,Turnover by J. Grant (lost ball; steal by M. Brown),,32,23
92,2,11:47.0,,M. Brown makes 2-pt dunk at rim,32,25
93,2,11:34.0,Turnover by K. Séraphin (lost ball; steal by T. Robinson),,32,25
94,2,11:26.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Robinson),32,28
95,2,11:10.0,Def 3 sec tech foul by C. McCullough,,32,28
96,2,11:10.0,L. Galloway misses technical free throw,,32,28
97,2,11:10.0,Offensive rebound by Team,,32,28
98,2,11:03.0,J. Grant makes 2-pt layup from 2 ft,,34,28
99,2,10:36.0,,M. Brown misses 3-pt jump shot from 24 ft,34,28
100,2,10:35.0,Defensive rebound by D. Williams,,34,28
101,2,10:31.0,Turnover by D. Williams (bad pass; steal by B. Bogdanović),,34,28
102,2,10:24.0,Loose ball foul by L. Galloway,,34,28
103,2,10:24.0,K. O'Quinn enters the game for K. Séraphin,,34,28
104,2,10:22.0,,Personal foul by L. Thomas,34,28
105,2,10:12.0,,T. Robinson misses 2-pt jump shot from 5 ft (block by K. O'Quinn),34,28
106,2,10:10.0,Defensive rebound by K. O'Quinn,,34,28
107,2,10:07.0,D. Williams misses 2-pt layup from 1 ft,,34,28
108,2,10:06.0,Offensive rebound by L. Thomas,,34,28
109,2,10:05.0,L. Thomas misses 2-pt layup from 1 ft,,34,28
110,2,10:03.0,Offensive rebound by J. Grant,,34,28
111,2,9:43.0,D. Williams misses 2-pt jump shot from 15 ft,,34,28
112,2,9:42.0,,Defensive rebound by T. Robinson,34,28
113,2,9:37.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by S. Larkin),34,31
114,2,9:18.0,Turnover by L. Thomas (lost ball; steal by C. McCullough),,34,31
115,2,9:14.0,,T. Robinson makes 2-pt dunk at rim (assist by B. Bogdanović),34,33
116,2,9:05.0,New York full timeout,,34,33
117,2,9:05.0,C. Anthony enters the game for D. Williams,,34,33
118,2,8:51.0,K. O'Quinn makes 2-pt layup from 1 ft,,36,33
119,2,8:33.0,,C. McCullough misses 2-pt jump shot from 20 ft,36,33
120,2,8:32.0,Defensive rebound by J. Grant,,36,33
121,2,8:26.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by J. Grant),,39,33
122,2,8:12.0,,M. Brown misses 2-pt jump shot from 17 ft,39,33
123,2,8:11.0,Defensive rebound by L. Galloway,,39,33
124,2,8:05.0,L. Thomas misses 3-pt jump shot from 22 ft,,39,33
125,2,8:04.0,,Defensive rebound by S. Larkin,39,33
126,2,7:51.0,,C. McCullough makes 2-pt jump shot from 18 ft (assist by S. Larkin),39,35
127,2,7:35.0,L. Thomas misses 2-pt jump shot from 4 ft (block by T. Robinson),,39,35
128,2,7:34.0,Offensive rebound by Team,,39,35
129,2,7:34.0,,B. Lopez enters the game for T. Robinson,39,35
130,2,7:34.0,R. Lopez enters the game for K. O'Quinn,,39,35
131,2,7:31.0,R. Lopez misses 2-pt dunk at rim (block by B. Lopez),,39,35
132,2,7:30.0,Offensive rebound by R. Lopez,,39,35
133,2,7:28.0,R. Lopez makes 2-pt dunk at rim,,41,35
134,2,7:06.0,,S. Larkin misses 2-pt layup from 2 ft,41,35
135,2,7:05.0,Defensive rebound by L. Galloway,,41,35
136,2,7:01.0,Turnover by L. Thomas (lost ball; steal by S. Larkin),,41,35
137,2,6:54.0,,C. McCullough misses 2-pt jump shot from 19 ft,41,35
138,2,6:53.0,Defensive rebound by J. Grant,,41,35
139,2,6:48.0,Personal foul by B. Bogdanović,,41,35
140,2,6:48.0,,T. Young enters the game for C. McCullough,41,35
141,2,6:48.0,,J. Johnson enters the game for M. Brown,41,35
142,2,6:44.0,Personal foul by J. Johnson,,41,35
143,2,6:38.0,C. Anthony misses 2-pt jump shot from 19 ft,,41,35
144,2,6:36.0,,Defensive rebound by T. Young,41,35
145,2,6:15.0,,B. Bogdanović misses 3-pt jump shot from 22 ft,41,35
146,2,6:14.0,Defensive rebound by L. Thomas,,41,35
147,2,6:04.0,L. Thomas misses 3-pt jump shot from 24 ft,,41,35
148,2,6:03.0,Offensive rebound by C. Anthony,,41,35
149,2,6:02.0,Shooting foul by B. Bogdanović (drawn by C. Anthony),,41,35
150,2,6:02.0,C. Anthony makes free throw 1 of 2,,42,35
151,2,6:02.0,A. Afflalo enters the game for L. Galloway,,42,35
152,2,6:02.0,J. Calderón enters the game for J. Grant,,42,35
153,2,6:02.0,,W. Ellington enters the game for B. Bogdanović,42,35
154,2,6:02.0,C. Anthony makes free throw 2 of 2,,43,35
155,2,5:49.0,,B. Lopez makes 2-pt jump shot from 8 ft,43,37
156,2,5:49.0,,Shooting foul by R. Lopez (drawn by B. Lopez),43,37
157,2,5:49.0,Official timeout,,43,37
158,2,5:49.0,K. Porziņģis enters the game for L. Thomas,,43,37
159,2,5:49.0,,B. Lopez makes free throw 1 of 1,43,38
160,2,5:35.0,R. Lopez makes 2-pt hook shot from 8 ft (assist by A. Afflalo),,45,38
161,2,5:20.0,,T. Young misses 2-pt layup from 2 ft,45,38
162,2,5:19.0,,Offensive rebound by B. Lopez,45,38
163,2,5:18.0,,B. Lopez makes 2-pt dunk at rim,45,40
164,2,5:00.0,Turnover by C. Anthony (bad pass),,45,40
165,2,4:43.0,,B. Lopez makes 2-pt jump shot from 15 ft,45,42
166,2,4:30.0,Personal foul by T. Young,,45,42
167,2,4:30.0,,D. Sloan enters the game for S. Larkin,45,42
168,2,4:14.0,R. Lopez misses 2-pt jump shot from 5 ft,,45,42
169,2,4:13.0,,Defensive rebound by D. Sloan,45,42
170,2,4:05.0,,B. Lopez misses 2-pt jump shot from 19 ft,45,42
171,2,4:04.0,Defensive rebound by J. Calderón,,45,42
172,2,3:55.0,J. Calderón misses 3-pt jump shot from 25 ft,,45,42
173,2,3:54.0,,Defensive rebound by T. Young,45,42
174,2,3:44.0,,W. Ellington misses 2-pt jump shot from 17 ft (block by J. Calderón),45,42
175,2,3:43.0,Defensive rebound by R. Lopez,,45,42
176,2,3:29.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,45,42
177,2,3:28.0,,Defensive rebound by D. Sloan,45,42
178,2,3:19.0,,Personal foul by A. Afflalo,45,42
179,2,3:07.0,,B. Lopez makes 2-pt jump shot from 10 ft (assist by W. Ellington),45,44
180,2,2:38.0,C. Anthony misses 2-pt jump shot from 22 ft,,45,44
181,2,2:37.0,,Defensive rebound by B. Lopez,45,44
182,2,2:29.0,,B. Lopez makes 2-pt jump shot from 10 ft (assist by T. Young),45,46
183,2,2:13.0,Turnover by A. Afflalo (bad pass; steal by W. Ellington),,45,46
184,2,2:06.0,,W. Ellington makes 2-pt layup from 2 ft (assist by T. Young),45,48
185,2,2:05.0,New York full timeout,,45,48
186,2,2:05.0,,Brooklyn full timeout,45,48
187,2,1:39.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,45,48
188,2,1:38.0,Offensive rebound by R. Lopez,,45,48
189,2,1:37.0,R. Lopez makes 2-pt layup from 2 ft,,47,48
190,2,1:20.0,,B. Lopez makes 2-pt hook shot from 8 ft (assist by J. Johnson),47,50
191,2,1:05.0,A. Afflalo makes 2-pt jump shot from 5 ft (assist by C. Anthony),,49,50
192,2,0:49.0,,Turnover by J. Johnson (traveling),49,50
193,2,0:49.0,,T. Robinson enters the game for T. Young,49,50
194,2,0:38.0,Turnover by J. Calderón (bad pass; steal by T. Robinson),,49,50
195,2,0:33.0,,D. Sloan misses 2-pt layup from 2 ft,49,50
196,2,0:32.0,Defensive rebound by C. Anthony,,49,50
197,2,0:24.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),,52,50
198,2,0:02.0,,B. Lopez misses 2-pt jump shot from 20 ft,52,50
199,2,0:01.0,Defensive rebound by K. Porziņģis,,52,50
200,3,11:43.0,K. Porziņģis makes 2-pt dunk at rim (assist by J. Calderón),,54,50
201,3,11:23.0,,B. Lopez makes 2-pt hook shot from 4 ft,54,52
202,3,11:23.0,,Shooting foul by C. Anthony (drawn by B. Lopez),54,52
203,3,11:23.0,,B. Lopez makes free throw 1 of 1,54,53
204,3,11:10.0,C. Anthony makes 2-pt jump shot from 18 ft,,56,53
205,3,10:56.0,,Shooting foul by K. Porziņģis (drawn by T. Young),56,53
206,3,10:56.0,,T. Young misses free throw 1 of 2,56,53
207,3,10:56.0,,Offensive rebound by Team,56,53
208,3,10:56.0,,T. Young makes free throw 2 of 2,56,54
209,3,10:48.0,Personal foul by J. Johnson,,56,54
210,3,10:34.0,Shooting foul by T. Young (drawn by K. Porziņģis),,56,54
211,3,10:34.0,K. Porziņģis makes 2-pt jump shot from 8 ft (assist by C. Anthony),,58,54
212,3,10:34.0,K. Porziņģis makes free throw 1 of 1,,59,54
213,3,10:21.0,,Shooting foul by C. Anthony (drawn by J. Johnson),59,54
214,3,10:21.0,,J. Johnson makes free throw 1 of 2,59,55
215,3,10:21.0,,J. Johnson makes free throw 2 of 2,59,56
216,3,9:55.0,R. Lopez misses 3-pt jump shot from 22 ft,,59,56
217,3,9:54.0,,Defensive rebound by T. Young,59,56
218,3,9:45.0,,T. Young makes 2-pt jump shot from 17 ft (assist by D. Sloan),59,58
219,3,9:23.0,K. Porziņģis misses 3-pt jump shot from 23 ft,,59,58
220,3,9:22.0,,Defensive rebound by B. Lopez,59,58
221,3,9:19.0,,Personal foul by J. Calderón,59,58
222,3,9:12.0,,D. Sloan makes 2-pt jump shot from 18 ft,59,60
223,3,8:48.0,K. Porziņģis misses 2-pt jump shot from 16 ft,,59,60
224,3,8:47.0,,Defensive rebound by J. Johnson,59,60
225,3,8:37.0,,B. Lopez makes 2-pt layup from 2 ft,59,62
226,3,8:24.0,Turnover by C. Anthony (lost ball; steal by D. Sloan),,59,62
227,3,8:20.0,,D. Sloan makes 2-pt layup from 2 ft (assist by T. Young),59,64
228,3,8:20.0,New York full timeout,,59,64
229,3,8:01.0,J. Calderón misses 2-pt jump shot from 19 ft,,59,64
230,3,7:59.0,,Defensive rebound by T. Young,59,64
231,3,7:51.0,,W. Ellington misses 3-pt jump shot from 24 ft,59,64
232,3,7:50.0,,Offensive rebound by D. Sloan,59,64
233,3,7:42.0,,B. Lopez misses 2-pt jump shot from 19 ft,59,64
234,3,7:41.0,Defensive rebound by J. Calderón,,59,64
235,3,7:32.0,J. Calderón makes 2-pt jump shot from 19 ft,,61,64
236,3,7:11.0,,D. Sloan makes 3-pt jump shot from 24 ft (assist by J. Johnson),61,67
237,3,6:57.0,J. Calderón misses 2-pt jump shot from 15 ft (block by D. Sloan),,61,67
238,3,6:55.0,,Defensive rebound by D. Sloan,61,67
239,3,6:51.0,,T. Young misses 2-pt layup from 2 ft,61,67
240,3,6:50.0,Defensive rebound by C. Anthony,,61,67
241,3,6:45.0,C. Anthony misses 3-pt jump shot from 24 ft,,61,67
242,3,6:44.0,,Defensive rebound by B. Lopez,61,67
243,3,6:34.0,,Turnover by B. Lopez (lost ball; steal by C. Anthony),61,67
244,3,6:33.0,,Loose ball foul by B. Lopez,61,67
245,3,6:33.0,K. O'Quinn enters the game for R. Lopez,,61,67
246,3,6:10.0,Turnover by K. Porziņģis (bad pass; steal by B. Lopez),,61,67
247,3,5:59.0,,T. Young misses 2-pt jump shot from 18 ft,61,67
248,3,5:58.0,Defensive rebound by A. Afflalo,,61,67
249,3,5:46.0,Turnover by K. O'Quinn (lost ball; steal by T. Young),,61,67
250,3,5:29.0,,T. Young makes 2-pt jump shot from 17 ft (assist by D. Sloan),61,69
251,3,5:14.0,C. Anthony misses 2-pt layup from 2 ft (block by B. Lopez),,61,69
252,3,5:12.0,,Defensive rebound by J. Johnson,61,69
253,3,5:06.0,,D. Sloan makes 3-pt jump shot from 24 ft (assist by W. Ellington),61,72
254,3,4:46.0,K. Porziņģis misses 2-pt layup from 2 ft,,61,72
255,3,4:45.0,,Defensive rebound by T. Young,61,72
256,3,4:42.0,,W. Ellington makes 2-pt dunk at rim (assist by J. Johnson),61,74
257,3,4:42.0,New York full timeout,,61,74
258,3,4:42.0,L. Thomas enters the game for J. Calderón,,61,74
259,3,4:42.0,J. Grant enters the game for A. Afflalo,,61,74
260,3,4:42.0,L. Galloway enters the game for K. Porziņģis,,61,74
261,3,4:22.0,Shooting foul by J. Johnson (drawn by C. Anthony),,61,74
262,3,4:22.0,C. Anthony makes free throw 1 of 2,,62,74
263,3,4:22.0,C. Anthony makes free throw 2 of 2,,63,74
264,3,4:10.0,,Personal foul by K. O'Quinn,63,74
265,3,4:10.0,,B. Lopez makes free throw 1 of 2,63,75
266,3,4:10.0,,T. Robinson enters the game for T. Young,63,75
267,3,4:10.0,,B. Lopez makes free throw 2 of 2,63,76
268,3,3:47.0,L. Thomas misses 2-pt layup from 2 ft,,63,76
269,3,3:46.0,Offensive rebound by Team,,63,76
270,3,3:43.0,L. Galloway misses 2-pt jump shot from 18 ft,,63,76
271,3,3:42.0,,Defensive rebound by T. Robinson,63,76
272,3,3:25.0,,D. Sloan misses 2-pt jump shot from 20 ft,63,76
273,3,3:24.0,Defensive rebound by J. Grant,,63,76
274,3,3:13.0,Shooting foul by B. Lopez (drawn by K. O'Quinn),,63,76
275,3,3:13.0,K. O'Quinn misses free throw 1 of 2,,63,76
276,3,3:13.0,Offensive rebound by Team,,63,76
277,3,3:13.0,,B. Bogdanović enters the game for B. Lopez,63,76
278,3,3:13.0,K. O'Quinn makes free throw 2 of 2,,64,76
279,3,2:50.0,,J. Johnson makes 2-pt jump shot from 18 ft,64,78
280,3,2:25.0,J. Grant makes 2-pt layup from 1 ft,,66,78
281,3,2:13.0,,Personal foul by J. Grant,66,78
282,3,2:13.0,,Brooklyn full timeout,66,78
283,3,2:13.0,K. Porziņģis enters the game for K. O'Quinn,,66,78
284,3,2:13.0,A. Afflalo enters the game for C. Anthony,,66,78
285,3,2:13.0,,W. Ellington makes free throw 1 of 2,66,79
286,3,2:13.0,,W. Ellington makes free throw 2 of 2,66,80
287,3,1:58.0,J. Grant misses 2-pt jump shot from 6 ft,,66,80
288,3,1:57.0,,Defensive rebound by D. Sloan,66,80
289,3,1:42.0,,T. Robinson misses 2-pt dunk at rim,66,80
290,3,1:40.0,Defensive rebound by J. Grant,,66,80
291,3,1:34.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by J. Grant),,69,80
292,3,1:13.0,,W. Ellington makes 2-pt jump shot from 19 ft,69,82
293,3,0:53.0,Personal foul by D. Sloan,,69,82
294,3,0:53.0,J. Grant makes free throw 1 of 2,,70,82
295,3,0:53.0,,S. Larkin enters the game for D. Sloan,70,82
296,3,0:53.0,,M. Brown enters the game for W. Ellington,70,82
297,3,0:53.0,,C. McCullough enters the game for J. Johnson,70,82
298,3,0:53.0,D. Williams enters the game for L. Thomas,,70,82
299,3,0:53.0,J. Grant makes free throw 2 of 2,,71,82
300,3,0:37.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by S. Larkin),71,84
301,3,0:23.0,D. Williams makes 3-pt jump shot from 22 ft (assist by J. Grant),,74,84
302,3,0:04.0,,S. Larkin misses 2-pt jump shot from 19 ft,74,84
303,3,0:03.0,Defensive rebound by K. Porziņģis,,74,84
304,3,0:02.0,Personal foul by T. Robinson,,74,84
305,3,0:02.0,K. Porziņģis makes free throw 1 of 2,,75,84
306,3,0:02.0,K. Porziņģis makes free throw 2 of 2,,76,84
307,4,11:48.0,,Personal foul by J. Grant,76,84
308,4,11:37.0,,B. Bogdanović misses 2-pt jump shot from 19 ft,76,84
309,4,11:36.0,Defensive rebound by L. Galloway,,76,84
310,4,11:18.0,L. Galloway makes 2-pt jump shot from 5 ft,,78,84
311,4,10:50.0,,Turnover by B. Bogdanović (lost ball; steal by A. Afflalo),78,84
312,4,10:46.0,L. Galloway makes 2-pt layup from 1 ft (assist by D. Williams),,80,84
313,4,10:46.0,,Brooklyn full timeout,80,84
314,4,10:46.0,,J. Johnson enters the game for M. Brown,80,84
315,4,10:31.0,,Shooting foul by K. Porziņģis (drawn by B. Lopez),80,84
316,4,10:31.0,,B. Lopez makes free throw 1 of 2,80,85
317,4,10:31.0,,B. Lopez makes free throw 2 of 2,80,86
318,4,10:07.0,Turnover by K. Porziņģis (lost ball; steal by S. Larkin),,80,86
319,4,10:01.0,,J. Johnson misses 3-pt jump shot from 24 ft,80,86
320,4,10:00.0,Defensive rebound by D. Williams,,80,86
321,4,9:52.0,Personal foul by S. Larkin,,80,86
322,4,9:36.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),,83,86
323,4,9:16.0,,Shooting foul by K. Porziņģis (drawn by J. Johnson),83,86
324,4,9:16.0,,J. Johnson misses free throw 1 of 2,83,86
325,4,9:16.0,,Offensive rebound by Team,83,86
326,4,9:16.0,R. Lopez enters the game for K. Porziņģis,,83,86
327,4,9:16.0,,J. Johnson makes free throw 2 of 2,83,87
328,4,9:04.0,L. Galloway misses 3-pt jump shot from 25 ft,,83,87
329,4,9:02.0,,Defensive rebound by T. Young,83,87
330,4,8:45.0,,B. Lopez makes 2-pt dunk at rim (assist by J. Johnson),83,89
331,4,8:26.0,A. Afflalo makes 2-pt jump shot from 19 ft (assist by L. Galloway),,85,89
332,4,8:01.0,,T. Young makes 2-pt dunk at rim (assist by B. Lopez),85,91
333,4,7:41.0,Turnover by J. Grant (bad pass; steal by S. Larkin),,85,91
334,4,7:38.0,,Shooting foul by L. Galloway (drawn by S. Larkin),85,91
335,4,7:38.0,,S. Larkin makes free throw 1 of 2,85,92
336,4,7:38.0,C. Anthony enters the game for J. Grant,,85,92
337,4,7:38.0,,S. Larkin makes free throw 2 of 2,85,93
338,4,7:22.0,D. Williams misses 3-pt jump shot from 23 ft,,85,93
339,4,7:21.0,,Defensive rebound by J. Johnson,85,93
340,4,7:08.0,,T. Young makes 2-pt hook shot from 8 ft (assist by J. Johnson),85,95
341,4,6:50.0,C. Anthony misses 2-pt jump shot from 7 ft,,85,95
342,4,6:49.0,,Defensive rebound by B. Lopez,85,95
343,4,6:44.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by S. Larkin),85,98
344,4,6:44.0,New York full timeout,,85,98
345,4,6:26.0,R. Lopez misses 2-pt hook shot from 3 ft,,85,98
346,4,6:25.0,,Defensive rebound by B. Bogdanović,85,98
347,4,6:14.0,,B. Lopez misses 2-pt layup from 2 ft,85,98
348,4,6:13.0,,Offensive rebound by B. Lopez,85,98
349,4,6:11.0,,B. Lopez makes 2-pt layup from 2 ft,85,100
350,4,6:02.0,Personal foul by B. Lopez,,85,100
351,4,6:02.0,,D. Sloan enters the game for S. Larkin,85,100
352,4,6:02.0,K. Porziņģis enters the game for D. Williams,,85,100
353,4,5:52.0,C. Anthony misses 3-pt jump shot from 23 ft,,85,100
354,4,5:51.0,,Defensive rebound by D. Sloan,85,100
355,4,5:38.0,,J. Johnson makes 2-pt jump shot from 6 ft,85,102
356,4,5:20.0,L. Galloway misses 3-pt jump shot from 25 ft,,85,102
357,4,5:19.0,Offensive rebound by C. Anthony,,85,102
358,4,5:16.0,K. Porziņģis makes 2-pt dunk at rim (assist by C. Anthony),,87,102
359,4,4:51.0,,J. Johnson misses 2-pt jump shot from 18 ft,87,102
360,4,4:50.0,Defensive rebound by L. Galloway,,87,102
361,4,4:39.0,L. Galloway misses 3-pt jump shot from 24 ft,,87,102
362,4,4:38.0,Offensive rebound by R. Lopez,,87,102
363,4,4:33.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by L. Galloway),,90,102
364,4,4:11.0,,B. Lopez misses 2-pt jump shot from 17 ft,90,102
365,4,4:10.0,Defensive rebound by K. Porziņģis,,90,102
366,4,4:00.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,90,102
367,4,3:59.0,,Defensive rebound by D. Sloan,90,102
368,4,3:59.0,,Personal foul by L. Galloway,90,102
369,4,3:59.0,,Brooklyn full timeout,90,102
370,4,3:59.0,,D. Sloan makes free throw 1 of 2,90,103
371,4,3:59.0,,D. Sloan makes free throw 2 of 2,90,104
372,4,3:43.0,C. Anthony misses 2-pt jump shot from 18 ft,,90,104
373,4,3:42.0,Offensive rebound by K. Porziņģis,,90,104
374,4,3:40.0,K. Porziņģis misses 2-pt layup from 2 ft (block by B. Lopez),,90,104
375,4,3:39.0,,Defensive rebound by D. Sloan,90,104
376,4,3:24.0,,Turnover by B. Lopez (bad pass; steal by L. Galloway),90,104
377,4,3:21.0,L. Galloway makes 2-pt layup from 2 ft (assist by A. Afflalo),,92,104
378,4,2:58.0,,B. Lopez misses 2-pt hook shot from 6 ft,92,104
379,4,2:57.0,Defensive rebound by K. Porziņģis,,92,104
380,4,2:46.0,R. Lopez misses 2-pt layup from 2 ft,,92,104
381,4,2:44.0,,Defensive rebound by B. Lopez,92,104
382,4,2:28.0,,T. Young misses 2-pt jump shot from 16 ft,92,104
383,4,2:27.0,Defensive rebound by A. Afflalo,,92,104
