,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DETROIT_ACTION,PHILADELPHIA_SCORE,DETROIT_SCORE
0,1,11:45.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by M. Morris),0,2
1,1,11:17.0,J. Okafor makes 3-pt jump shot from 26 ft (assist by N. Stauskas),,3,2
2,1,11:02.0,,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,3,2
3,1,11:01.0,Defensive rebound by J. Okafor,,3,2
4,1,10:46.0,N. Stauskas makes 2-pt jump shot from 16 ft,,5,2
5,1,10:32.0,,R. Jackson makes 2-pt jump shot from 13 ft,5,4
6,1,10:09.0,Turnover by N. Stauskas (bad pass; steal by M. Morris),,5,4
7,1,9:57.0,,M. Morris makes 2-pt layup from 1 ft (assist by T. Harris),5,6
8,1,9:56.0,,Violation by Team (delay of game),5,6
9,1,9:40.0,I. Smith misses 2-pt jump shot from 13 ft,,5,6
10,1,9:38.0,,Defensive rebound by A. Drummond,5,6
11,1,9:31.0,,T. Harris makes 2-pt layup from 2 ft (assist by R. Jackson),5,8
12,1,9:29.0,Philadelphia full timeout,,5,8
13,1,9:15.0,R. Covington misses 3-pt jump shot from 25 ft,,5,8
14,1,9:14.0,,Defensive rebound by T. Harris,5,8
15,1,8:56.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by R. Jackson),5,11
16,1,8:31.0,N. Noel misses 2-pt jump shot from 6 ft,,5,11
17,1,8:29.0,,Defensive rebound by T. Harris,5,11
18,1,8:22.0,,Turnover by R. Jackson (bad pass),5,11
19,1,8:11.0,I. Smith misses 2-pt layup at rim,,5,11
20,1,8:11.0,Offensive rebound by I. Smith,,5,11
21,1,8:10.0,I. Smith misses 2-pt layup at rim,,5,11
22,1,8:09.0,,Defensive rebound by A. Drummond,5,11
23,1,7:48.0,,M. Morris misses 2-pt jump shot from 8 ft,5,11
24,1,7:47.0,Defensive rebound by Team,,5,11
25,1,7:47.0,J. Grant enters the game for N. Noel,,5,11
26,1,7:34.0,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Grant),,8,11
27,1,7:14.0,,Shooting foul by J. Grant (drawn by A. Drummond),8,11
28,1,7:14.0,,A. Drummond makes free throw 1 of 2,8,12
29,1,7:14.0,,A. Drummond misses free throw 2 of 2,8,12
30,1,7:13.0,Defensive rebound by R. Covington,,8,12
31,1,6:51.0,J. Okafor misses 2-pt jump shot from 12 ft,,8,12
32,1,6:50.0,,Defensive rebound by T. Harris,8,12
33,1,6:33.0,,A. Drummond makes 2-pt hook shot from 6 ft,8,14
34,1,6:18.0,J. Okafor misses 2-pt jump shot from 8 ft,,8,14
35,1,6:17.0,,Defensive rebound by T. Harris,8,14
36,1,6:03.0,,Shooting foul by J. Okafor (drawn by A. Drummond),8,14
37,1,6:03.0,,A. Drummond makes free throw 1 of 2,8,15
38,1,6:03.0,H. Thompson enters the game for N. Stauskas,,8,15
39,1,6:03.0,,A. Drummond misses free throw 2 of 2,8,15
40,1,5:46.0,,Offensive rebound by A. Drummond,8,15
41,1,5:37.0,,T. Harris makes 3-pt jump shot from 25 ft,8,18
42,1,5:11.0,Turnover by Team (shot clock),,8,18
43,1,4:56.0,,M. Morris misses 2-pt jump shot from 18 ft,8,18
44,1,4:55.0,Defensive rebound by J. Okafor,,8,18
45,1,4:41.0,J. Grant makes 2-pt jump shot from 6 ft,,10,18
46,1,4:35.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,10,18
47,1,4:35.0,,Offensive rebound by Team,10,18
48,1,4:35.0,,Personal foul by J. Okafor (drawn by A. Drummond),10,18
49,1,4:35.0,N. Noel enters the game for J. Okafor,,10,18
50,1,4:32.0,,R. Jackson misses 2-pt jump shot from 4 ft (block by N. Noel),10,18
51,1,4:31.0,,Offensive rebound by Team,10,18
52,1,4:31.0,,Personal foul by N. Noel (drawn by A. Drummond),10,18
53,1,4:17.0,,A. Drummond misses 2-pt layup at rim,10,18
54,1,4:15.0,,Offensive rebound by A. Drummond,10,18
55,1,4:13.0,,A. Drummond misses 2-pt layup at rim,10,18
56,1,4:12.0,,Offensive rebound by A. Drummond,10,18
57,1,4:09.0,,A. Drummond makes 2-pt layup at rim,10,20
58,1,4:02.0,I. Smith misses 2-pt layup at rim,,10,20
59,1,3:57.0,,Defensive rebound by A. Drummond,10,20
60,1,3:53.0,,T. Harris makes 2-pt dunk at rim (assist by M. Morris),10,22
61,1,3:38.0,I. Smith misses 2-pt jump shot from 19 ft,,10,22
62,1,3:38.0,,Defensive rebound by A. Drummond,10,22
63,1,3:30.0,,M. Morris misses 3-pt jump shot from 22 ft,10,22
64,1,3:30.0,Defensive rebound by I. Smith,,10,22
65,1,3:28.0,Shooting foul by R. Jackson (drawn by I. Smith),,10,22
66,1,3:28.0,I. Smith misses free throw 1 of 2,,10,22
67,1,3:28.0,Offensive rebound by Team,,10,22
68,1,3:28.0,,R. Bullock enters the game for M. Morris,10,22
69,1,3:28.0,I. Smith misses free throw 2 of 2,,10,22
70,1,3:25.0,,Defensive rebound by A. Drummond,10,22
71,1,3:10.0,,R. Jackson misses 2-pt jump shot from 6 ft,10,22
72,1,3:10.0,,Offensive rebound by A. Drummond,10,22
73,1,3:08.0,,A. Drummond makes 2-pt layup at rim,10,24
74,1,2:55.0,Shooting foul by A. Drummond (drawn by J. Grant),,10,24
75,1,2:55.0,,Detroit full timeout,10,24
76,1,2:55.0,,S. Blake enters the game for R. Jackson,10,24
77,1,2:55.0,K. Marshall enters the game for I. Smith,,10,24
78,1,2:55.0,J. Grant makes free throw 1 of 2,,11,24
79,1,2:55.0,I. Canaan enters the game for R. Covington,,11,24
80,1,2:55.0,J. Grant makes free throw 2 of 2,,12,24
81,1,2:42.0,,T. Harris makes 2-pt layup from 3 ft,12,26
82,1,2:29.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by J. Grant),,15,26
83,1,2:09.0,,A. Drummond misses 2-pt layup from 2 ft,15,26
84,1,2:07.0,,Offensive rebound by T. Harris,15,26
85,1,2:07.0,,Shooting foul by J. Grant (drawn by T. Harris),15,26
86,1,2:07.0,,T. Harris makes free throw 1 of 2,15,27
87,1,2:07.0,,D. Hilliard enters the game for K. Caldwell-Pope,15,27
88,1,2:07.0,,T. Harris makes free throw 2 of 2,15,28
89,1,1:54.0,N. Noel misses 2-pt layup from 1 ft,,15,28
90,1,1:52.0,,Defensive rebound by A. Drummond,15,28
91,1,1:43.0,,R. Bullock misses 3-pt jump shot from 26 ft,15,28
92,1,1:42.0,Defensive rebound by H. Thompson,,15,28
93,1,1:35.0,H. Thompson misses 2-pt jump shot from 6 ft (block by A. Drummond),,15,28
94,1,1:35.0,Offensive rebound by Team,,15,28
95,1,1:26.0,Turnover by J. Grant (lost ball; steal by R. Bullock),,15,28
96,1,1:24.0,,R. Bullock makes 2-pt layup from 1 ft,15,30
97,1,1:24.0,,Shooting foul by K. Marshall (drawn by R. Bullock),15,30
98,1,1:24.0,,R. Bullock makes free throw 1 of 1,15,31
99,1,1:08.0,K. Marshall misses 3-pt jump shot from 26 ft,,15,31
100,1,1:07.0,,Defensive rebound by T. Harris,15,31
101,1,1:01.0,,Turnover by S. Blake (traveling),15,31
102,1,0:49.0,J. Grant misses 2-pt jump shot from 15 ft,,15,31
103,1,0:47.0,,Defensive rebound by S. Blake,15,31
104,1,0:40.0,,Turnover by S. Blake (bad pass; steal by N. Noel),15,31
105,1,0:31.0,Shooting foul by R. Bullock (drawn by I. Canaan),,15,31
106,1,0:31.0,I. Canaan misses free throw 1 of 3,,15,31
107,1,0:31.0,Offensive rebound by Team,,15,31
108,1,0:31.0,I. Canaan makes free throw 2 of 3,,16,31
109,1,0:31.0,R. Covington enters the game for J. Grant,,16,31
110,1,0:31.0,I. Canaan makes free throw 3 of 3,,17,31
111,1,0:14.0,,D. Hilliard misses 3-pt jump shot from 23 ft,17,31
112,1,0:13.0,,Offensive rebound by Team,17,31
113,1,0:03.0,,T. Harris makes 2-pt layup at rim (assist by S. Blake),17,33
114,1,0:00.0,R. Covington makes 3-pt jump shot from 50 ft,,20,33
115,2,11:39.0,K. Marshall makes 2-pt layup at rim,,22,33
116,2,11:25.0,,M. Morris misses 2-pt jump shot from 19 ft,22,33
117,2,11:24.0,Defensive rebound by J. Grant,,22,33
118,2,11:14.0,N. Noel misses 2-pt jump shot from 18 ft,,22,33
119,2,11:14.0,Offensive rebound by J. Grant,,22,33
120,2,11:12.0,Shooting foul by R. Bullock (drawn by J. Grant),,22,33
121,2,11:12.0,J. Grant makes free throw 1 of 2,,23,33
122,2,11:12.0,J. Grant makes free throw 2 of 2,,24,33
