,QUARTER,TIME_REMAINING,DALLAS_ACTION,HOUSTON_ACTION,DALLAS_SCORE,HOUSTON_SCORE
64,1,4:38.0,C. Villanueva makes 2-pt jump shot from 7 ft (assist by D. Powell),,22,13
65,1,4:26.0,,M. Thornton misses 2-pt jump shot from 7 ft,22,13
66,1,4:25.0,Defensive rebound by D. Powell,,22,13
67,1,4:16.0,C. Villanueva misses 3-pt jump shot from 22 ft,,22,13
68,1,4:15.0,,Defensive rebound by M. Thornton,22,13
69,1,4:06.0,,Personal foul by D. Harris (drawn by T. Lawson),22,13
70,1,4:06.0,J. Barea enters the game for D. Williams,,22,13
71,1,4:06.0,J. Jenkins enters the game for J. Anderson,,22,13
72,1,3:57.0,,M. Thornton misses 3-pt jump shot from 24 ft,22,13
73,1,3:56.0,Defensive rebound by C. Villanueva,,22,13
74,1,3:48.0,D. Harris makes 2-pt jump shot from 19 ft (assist by J. Barea),,24,13
75,1,3:30.0,,T. Jones makes 2-pt layup from 1 ft (assist by J. Harden),24,15
76,1,3:11.0,J. Jenkins misses 2-pt jump shot from 9 ft,,24,15
77,1,3:09.0,Offensive rebound by J. Jenkins,,24,15
78,1,3:06.0,J. Jenkins misses 2-pt layup at rim (block by T. Jones),,24,15
79,1,3:03.0,,Defensive rebound by C. Brewer,24,15
80,1,2:59.0,,M. Thornton misses 2-pt jump shot from 3 ft,24,15
81,1,2:58.0,Defensive rebound by D. Harris,,24,15
82,1,2:51.0,D. Harris makes 2-pt layup from 3 ft,,26,15
83,1,2:51.0,,Houston full timeout,26,15
84,1,2:51.0,Dallas full timeout,,26,15
85,1,2:51.0,,J. Terry enters the game for T. Jones,26,15
86,1,2:51.0,,M. Harrell enters the game for T. Lawson,26,15
87,1,2:51.0,J. Evans enters the game for C. Villanueva,,26,15
88,1,2:39.0,,J. Harden misses 3-pt jump shot from 24 ft,26,15
89,1,2:39.0,Defensive rebound by Team,,26,15
90,1,2:26.0,Turnover by J. Jenkins (lost ball; steal by M. Harrell),,26,15
91,1,2:19.0,,M. Thornton misses 3-pt jump shot from 24 ft,26,15
92,1,2:18.0,Defensive rebound by D. Powell,,26,15
93,1,2:08.0,J. Jenkins makes 3-pt jump shot from 24 ft (assist by J. Barea),,29,15
94,1,1:55.0,,J. Harden misses 2-pt jump shot from 5 ft,29,15
95,1,1:54.0,,Offensive rebound by J. Harden,29,15
96,1,1:52.0,,J. Harden misses 2-pt jump shot from 4 ft,29,15
97,1,1:52.0,,Offensive rebound by M. Harrell,29,15
98,1,1:52.0,,Shooting foul by J. Evans (drawn by M. Harrell),29,15
99,1,1:52.0,,M. Harrell makes free throw 1 of 2,29,16
100,1,1:52.0,,M. Harrell misses free throw 2 of 2,29,16
101,1,1:52.0,Defensive rebound by D. Powell,,29,16
102,1,1:36.0,J. Barea misses 2-pt jump shot from 19 ft,,29,16
103,1,1:35.0,,Defensive rebound by M. Harrell,29,16
104,1,1:24.0,,Shooting foul by J. Evans (drawn by J. Harden),29,16
105,1,1:24.0,,J. Harden makes free throw 1 of 2,29,17
106,1,1:24.0,,J. Harden makes free throw 2 of 2,29,18
107,1,1:07.0,J. Jenkins misses 3-pt jump shot from 25 ft,,29,18
108,1,1:07.0,,Defensive rebound by M. Thornton,29,18
109,1,1:00.0,,M. Thornton makes 2-pt layup from 2 ft (assist by M. Harrell),29,20
110,1,0:47.0,J. Jenkins misses 3-pt jump shot from 22 ft,,29,20
111,1,0:47.0,,Defensive rebound by Team,29,20
112,1,0:37.0,,Turnover by J. Harden (lost ball; steal by J. Barea),29,20
113,1,0:34.0,Shooting foul by J. Terry (drawn by D. Harris),,29,20
114,1,0:34.0,D. Harris makes 2-pt layup from 4 ft (assist by J. Barea),,31,20
115,1,0:34.0,D. Harris makes free throw 1 of 1,,32,20
116,1,0:26.0,,J. Terry misses 3-pt jump shot from 23 ft,32,20
117,1,0:26.0,,Offensive rebound by J. Harden,32,20
118,1,0:01.0,,Turnover by Team (shot clock),32,20
119,2,11:44.0,J. Evans makes 2-pt dunk at rim (assist by D. Harris),,34,20
120,2,11:27.0,,C. Brewer misses 3-pt jump shot from 23 ft,34,20
121,2,11:26.0,Defensive rebound by D. Harris,,34,20
122,2,11:19.0,Personal foul by T. Ariza (drawn by J. Evans),,34,20
123,2,11:19.0,,J. Harden enters the game for T. Ariza,34,20
124,2,11:09.0,Turnover by J. Barea (lost ball; steal by T. Lawson),,34,20
125,2,11:05.0,,C. Brewer makes 2-pt layup from 1 ft (assist by T. Lawson),34,22
126,2,10:49.0,D. Powell makes 2-pt jump shot from 21 ft (assist by J. Evans),,36,22
127,2,10:40.0,,T. Lawson misses 2-pt jump shot from 19 ft,36,22
128,2,10:40.0,Defensive rebound by J. Evans,,36,22
129,2,10:23.0,D. Powell makes 2-pt jump shot from 14 ft (assist by J. Barea),,38,22
130,2,10:14.0,,C. Brewer misses 2-pt layup from 3 ft,38,22
131,2,10:14.0,,Offensive rebound by C. Brewer,38,22
132,2,10:13.0,,C. Brewer misses 2-pt layup from 3 ft,38,22
133,2,10:12.0,Defensive rebound by J. Evans,,38,22
134,2,10:08.0,D. Harris makes 2-pt layup from 2 ft (assist by J. Barea),,40,22
135,2,9:50.0,,J. Harden misses 2-pt jump shot from 7 ft,40,22
136,2,9:50.0,Defensive rebound by J. Barea,,40,22
137,2,9:36.0,J. Barea misses 3-pt jump shot from 25 ft,,40,22
138,2,9:35.0,,Defensive rebound by M. Thornton,40,22
139,2,9:28.0,,T. Lawson makes 3-pt jump shot from 24 ft (assist by C. Brewer),40,25
140,2,9:13.0,D. Powell makes 2-pt layup from 2 ft (assist by J. Barea),,42,25
141,2,9:12.0,,Houston full timeout,42,25
142,2,9:03.0,,Turnover by T. Lawson (bad pass; steal by D. Harris),42,25
143,2,8:59.0,D. Harris makes 2-pt layup at rim,,44,25
144,2,8:38.0,,T. Jones misses 2-pt jump shot from 3 ft,44,25
145,2,8:38.0,Defensive rebound by D. Harris,,44,25
146,2,8:38.0,Personal foul by T. Jones (drawn by D. Harris),,44,25
147,2,8:38.0,,C. Capela enters the game for M. Thornton,44,25
148,2,8:20.0,J. Evans makes 2-pt dunk at rim (assist by J. Barea),,46,25
149,2,8:05.0,,T. Jones misses 3-pt jump shot from 24 ft,46,25
150,2,8:04.0,,Offensive rebound by T. Lawson,46,25
151,2,8:02.0,,T. Lawson misses 2-pt layup from 2 ft (block by J. Barea),46,25
152,2,8:00.0,Defensive rebound by D. Powell,,46,25
153,2,7:48.0,J. Jenkins misses 3-pt jump shot from 26 ft,,46,25
154,2,7:47.0,,Defensive rebound by J. Harden,46,25
155,2,7:41.0,D. Williams enters the game for D. Harris,,46,25
156,2,7:34.0,,J. Harden misses 2-pt jump shot from 5 ft (block by J. Evans),46,25
157,2,7:34.0,,Offensive rebound by Team,46,25
158,2,7:27.0,,J. Harden misses 2-pt jump shot from 14 ft,46,25
159,2,7:27.0,,Offensive rebound by C. Capela,46,25
160,2,7:25.0,,C. Capela misses 2-pt layup from 1 ft,46,25
161,2,7:24.0,Defensive rebound by D. Powell,,46,25
162,2,7:13.0,D. Williams misses 3-pt jump shot from 24 ft,,46,25
163,2,7:12.0,,Defensive rebound by C. Capela,46,25
164,2,7:01.0,,Turnover by J. Harden (bad pass; steal by J. Barea),46,25
165,2,6:56.0,J. Barea makes 2-pt layup from 3 ft,,48,25
166,2,6:56.0,,Houston full timeout,48,25
167,2,6:34.0,,C. Brewer misses 2-pt jump shot from 17 ft,48,25
168,2,6:33.0,Defensive rebound by D. Powell,,48,25
169,2,6:15.0,J. Jenkins makes 2-pt jump shot from 19 ft (assist by D. Powell),,50,25
170,2,6:03.0,,J. Harden misses 2-pt jump shot from 16 ft,50,25
171,2,6:01.0,Defensive rebound by J. Jenkins,,50,25
172,2,5:45.0,D. Powell misses 2-pt jump shot from 20 ft,,50,25
173,2,5:43.0,,Defensive rebound by T. Jones,50,25
174,2,5:39.0,,C. Brewer misses 2-pt layup at rim (block by D. Powell),50,25
175,2,5:39.0,,Offensive rebound by Team,50,25
176,2,5:39.0,Z. Pachulia enters the game for D. Powell,,50,25
177,2,5:39.0,,M. Thornton enters the game for C. Brewer,50,25
178,2,5:39.0,,J. Terry enters the game for J. Harden,50,25
179,2,5:39.0,R. Felton enters the game for J. Barea,,50,25
180,2,5:34.0,,Turnover by T. Jones (lost ball),50,25
181,2,5:13.0,R. Felton misses 3-pt jump shot from 22 ft,,50,25
182,2,5:12.0,Offensive rebound by J. Evans,,50,25
183,2,5:00.0,R. Felton misses 2-pt jump shot from 9 ft,,50,25
184,2,4:59.0,,Defensive rebound by M. Thornton,50,25
185,2,4:41.0,,T. Lawson misses 3-pt jump shot from 25 ft,50,25
186,2,4:40.0,,Offensive rebound by C. Capela,50,25
187,2,4:32.0,,T. Jones misses 2-pt jump shot from 5 ft,50,25
188,2,4:32.0,Defensive rebound by R. Felton,,50,25
189,2,4:29.0,Personal foul by J. Terry (drawn by R. Felton),,50,25
190,2,4:29.0,,M. Harrell enters the game for T. Jones,50,25
191,2,4:11.0,J. Jenkins misses 2-pt jump shot from 7 ft,,50,25
192,2,4:10.0,,Defensive rebound by C. Capela,50,25
193,2,3:56.0,,M. Thornton misses 2-pt jump shot from 14 ft,50,25
194,2,3:54.0,,Offensive rebound by C. Capela,50,25
195,2,3:54.0,,Shooting foul by J. Evans (drawn by C. Capela),50,25
196,2,3:54.0,,C. Capela makes free throw 1 of 2,50,26
197,2,3:54.0,J. Anderson enters the game for J. Jenkins,,50,26
198,2,3:54.0,C. Villanueva enters the game for J. Evans,,50,26
199,2,3:54.0,,C. Capela misses free throw 2 of 2,50,26
200,2,3:54.0,Defensive rebound by C. Villanueva,,50,26
201,2,3:33.0,R. Felton makes 2-pt layup from 2 ft,,52,26
202,2,3:25.0,,J. Terry makes 3-pt jump shot from 25 ft (assist by T. Lawson),52,29
203,2,3:05.0,C. Villanueva misses 3-pt jump shot from 22 ft,,52,29
204,2,3:04.0,Offensive rebound by C. Villanueva,,52,29
205,2,3:01.0,C. Villanueva makes 2-pt dunk at rim,,54,29
206,2,2:50.0,,M. Thornton misses 3-pt jump shot from 24 ft,54,29
207,2,2:50.0,,Offensive rebound by Team,54,29
208,2,2:50.0,,Houston full timeout,54,29
209,2,2:50.0,,T. Jones enters the game for C. Capela,54,29
210,2,2:34.0,,T. Jones makes 2-pt layup from 2 ft,54,31
211,2,2:20.0,Def 3 sec tech foul by T. Jones,,54,31
212,2,2:20.0,D. Williams makes technical free throw,,55,31
213,2,2:03.0,R. Felton misses 2-pt jump shot from 14 ft,,55,31
214,2,2:03.0,Offensive rebound by Team,,55,31
215,2,2:03.0,,Loose ball foul by T. Jones (drawn by Z. Pachulia),55,31
216,2,1:47.0,J. Anderson misses 3-pt jump shot from 24 ft,,55,31
217,2,1:46.0,,Defensive rebound by T. Lawson,55,31
218,2,1:31.0,,J. Terry misses 3-pt jump shot from 25 ft,55,31
219,2,1:30.0,Defensive rebound by Z. Pachulia,,55,31
220,2,1:30.0,D. Harris enters the game for J. Anderson,,55,31
221,2,1:18.0,D. Harris misses 3-pt jump shot from 25 ft,,55,31
222,2,1:17.0,,Defensive rebound by M. Thornton,55,31
223,2,1:09.0,,C. Capela enters the game for T. Jones,55,31
224,2,1:05.0,,Shooting foul by C. Villanueva (drawn by C. Capela),55,31
225,2,1:05.0,,C. Capela misses free throw 1 of 2,55,31
226,2,1:05.0,,Offensive rebound by Team,55,31
227,2,1:05.0,,C. Capela makes free throw 2 of 2,55,32
228,2,0:50.0,C. Villanueva misses 3-pt jump shot from 24 ft,,55,32
229,2,0:49.0,,Defensive rebound by M. Harrell,55,32
230,2,0:40.0,,Turnover by J. Terry (bad pass),55,32
231,2,0:34.0,C. Villanueva makes 2-pt layup from 1 ft (assist by Z. Pachulia),,57,32
232,2,0:15.0,,M. Harrell makes 2-pt hook shot from 5 ft,57,34
233,2,0:02.0,D. Williams misses 2-pt layup from 3 ft (block by M. Harrell),,57,34
234,2,0:01.0,Offensive rebound by Z. Pachulia,,57,34
235,3,11:35.0,C. Villanueva makes 2-pt jump shot from 7 ft (assist by D. Williams),,59,34
236,3,11:16.0,,Shooting foul by C. Villanueva (drawn by C. Capela),59,34
237,3,11:16.0,,C. Capela misses free throw 1 of 2,59,34
238,3,11:16.0,,Offensive rebound by Team,59,34
239,3,11:16.0,,C. Capela makes free throw 2 of 2,59,35
240,3,11:04.0,J. Anderson misses 3-pt jump shot from 24 ft,,59,35
241,3,11:02.0,,Defensive rebound by C. Capela,59,35
242,3,10:55.0,,T. Lawson makes 2-pt jump shot from 14 ft,59,37
243,3,10:38.0,Turnover by C. Villanueva (bad pass; steal by T. Ariza),,59,37
244,3,10:29.0,,T. Ariza misses 3-pt jump shot from 24 ft,59,37
245,3,10:28.0,Defensive rebound by R. Felton,,59,37
246,3,10:16.0,R. Felton misses 3-pt jump shot from 24 ft,,59,37
247,3,10:15.0,,Defensive rebound by T. Ariza,59,37
248,3,10:02.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),59,40
249,3,9:54.0,Dallas full timeout,,59,40
250,3,9:54.0,D. Harris enters the game for J. Anderson,,59,40
251,3,9:36.0,R. Felton misses 2-pt jump shot from 12 ft,,59,40
252,3,9:35.0,,Defensive rebound by Team,59,40
253,3,9:24.0,,T. Jones misses 2-pt layup from 2 ft (block by C. Villanueva),59,40
254,3,9:23.0,,Offensive rebound by C. Capela,59,40
255,3,9:20.0,,J. Harden misses 2-pt layup from 4 ft (block by C. Villanueva),59,40
256,3,9:19.0,,Offensive rebound by J. Harden,59,40
257,3,9:12.0,,T. Ariza misses 3-pt jump shot from 26 ft,59,40
258,3,9:12.0,Defensive rebound by Z. Pachulia,,59,40
259,3,8:54.0,Shooting foul by T. Ariza (drawn by D. Williams),,59,40
260,3,8:54.0,D. Williams makes free throw 1 of 2,,60,40
261,3,8:54.0,D. Williams makes free throw 2 of 2,,61,40
262,3,8:38.0,,T. Lawson misses 3-pt jump shot from 24 ft,61,40
263,3,8:38.0,Defensive rebound by R. Felton,,61,40
264,3,8:19.0,Z. Pachulia makes 2-pt layup from 2 ft,,63,40
265,3,8:08.0,,J. Harden makes 2-pt jump shot from 5 ft,63,42
266,3,7:57.0,C. Villanueva makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),,66,42
267,3,7:38.0,,T. Jones makes 2-pt jump shot from 17 ft (assist by J. Harden),66,44
268,3,7:22.0,Z. Pachulia misses 2-pt jump shot from 3 ft,,66,44
269,3,7:21.0,,Defensive rebound by J. Harden,66,44
270,3,7:15.0,,Shooting foul by D. Williams (drawn by J. Harden),66,44
271,3,7:15.0,,J. Harden makes free throw 1 of 2,66,45
272,3,7:15.0,,J. Harden makes free throw 2 of 2,66,46
273,3,7:00.0,D. Harris misses 2-pt layup from 2 ft,,66,46
274,3,6:58.0,,Defensive rebound by T. Jones,66,46
275,3,6:44.0,,Turnover by T. Jones (bad pass; steal by D. Williams),66,46
276,3,6:25.0,Z. Pachulia makes 2-pt layup at rim (assist by D. Williams),,68,46
277,3,6:15.0,,T. Jones makes 2-pt layup from 2 ft (assist by T. Lawson),68,48
278,3,6:15.0,,Shooting foul by C. Villanueva (drawn by T. Jones),68,48
279,3,6:15.0,,T. Jones misses free throw 1 of 1,68,48
280,3,6:15.0,Defensive rebound by Z. Pachulia,,68,48
281,3,5:55.0,C. Villanueva misses 3-pt jump shot from 24 ft,,68,48
282,3,5:54.0,,Defensive rebound by T. Ariza,68,48
283,3,5:48.0,,Shooting foul by R. Felton (drawn by J. Harden),68,48
284,3,5:48.0,,J. Harden makes free throw 1 of 2,68,49
285,3,5:48.0,,M. Harrell enters the game for C. Capela,68,49
286,3,5:48.0,,J. Terry enters the game for T. Ariza,68,49
287,3,5:48.0,,J. Harden makes free throw 2 of 2,68,50
288,3,5:29.0,D. Williams misses 3-pt jump shot from 28 ft,,68,50
289,3,5:27.0,,Defensive rebound by T. Lawson,68,50
290,3,5:19.0,,T. Jones makes 2-pt layup from 1 ft (assist by T. Lawson),68,52
291,3,5:19.0,,Shooting foul by C. Villanueva (drawn by T. Jones),68,52
292,3,5:19.0,D. Powell enters the game for C. Villanueva,,68,52
293,3,5:19.0,,T. Jones makes free throw 1 of 1,68,53
294,3,5:05.0,Personal foul by M. Harrell (drawn by D. Powell),,68,53
295,3,4:53.0,D. Harris makes 2-pt layup from 1 ft (assist by D. Williams),,70,53
296,3,4:35.0,,T. Jones makes 2-pt dunk at rim (assist by T. Lawson),70,55
297,3,4:18.0,Turnover by D. Williams (traveling),,70,55
298,3,4:07.0,,J. Harden misses 2-pt jump shot from 18 ft,70,55
299,3,4:06.0,,Offensive rebound by M. Harrell,70,55
300,3,4:06.0,,M. Harrell misses 2-pt layup from 1 ft (block by D. Powell),70,55
301,3,4:06.0,,Offensive rebound by Team,70,55
302,3,4:02.0,,J. Harden misses 2-pt layup from 3 ft,70,55
303,3,4:02.0,Defensive rebound by Team,,70,55
304,3,3:39.0,Z. Pachulia makes 2-pt layup from 2 ft,,72,55
305,3,3:28.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Harden),72,58
306,3,3:07.0,Z. Pachulia makes 2-pt jump shot from 8 ft (assist by D. Harris),,74,58
307,3,2:55.0,,M. Harrell makes 2-pt dunk at rim (assist by J. Terry),74,60
308,3,2:47.0,Dallas full timeout,,74,60
309,3,2:47.0,,M. Thornton enters the game for T. Jones,74,60
310,3,2:47.0,,C. Capela enters the game for T. Lawson,74,60
311,3,2:47.0,J. Barea enters the game for D. Williams,,74,60
312,3,2:36.0,D. Powell misses 2-pt jump shot from 18 ft,,74,60
313,3,2:35.0,Offensive rebound by Z. Pachulia,,74,60
314,3,2:32.0,Flagrant foul type 1 by J. Terry (drawn by D. Powell),,74,60
315,3,2:32.0,D. Powell makes flagrant free throw 1 of 2,,75,60
316,3,2:32.0,D. Powell makes flagrant free throw 2 of 2,,76,60
317,3,2:20.0,D. Harris makes 2-pt layup from 2 ft (assist by D. Powell),,78,60
318,3,2:08.0,,J. Harden makes 2-pt layup from 1 ft,78,62
319,3,2:05.0,Personal take foul by J. Harden (drawn by R. Felton),,78,62
320,3,2:05.0,,T. Jones enters the game for M. Harrell,78,62
321,3,1:46.0,D. Harris misses 3-pt jump shot from 24 ft,,78,62
322,3,1:46.0,,Defensive rebound by T. Jones,78,62
323,3,1:37.0,,J. Harden makes 3-pt jump shot from 25 ft,78,65
324,3,1:12.0,J. Barea makes 2-pt jump shot from 12 ft,,80,65
325,3,1:00.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),80,67
326,3,0:53.0,Turnover by J. Barea (bad pass; steal by C. Capela),,80,67
327,3,0:46.0,,M. Thornton misses 3-pt jump shot from 25 ft,80,67
328,3,0:45.0,Defensive rebound by Team,,80,67
329,3,0:29.0,D. Powell makes 2-pt jump shot from 12 ft (assist by R. Felton),,82,67
330,3,0:05.0,,Turnover by Team (shot clock),82,67
331,3,0:05.0,J. Jenkins enters the game for Z. Pachulia,,82,67
332,3,0:00.0,D. Harris misses 3-pt jump shot from 29 ft,,82,67
333,3,0:00.0,Offensive rebound by Team,,82,67
334,4,11:47.0,,Personal foul by D. Harris (drawn by J. Harden),82,67
335,4,11:33.0,,M. Thornton misses 2-pt jump shot from 20 ft,82,67
336,4,11:32.0,Defensive rebound by J. Evans,,82,67
337,4,11:21.0,D. Powell misses 2-pt jump shot from 17 ft,,82,67
338,4,11:21.0,,Defensive rebound by Team,82,67
339,4,11:13.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),82,70
340,4,10:46.0,D. Williams makes 3-pt jump shot from 26 ft (assist by J. Barea),,85,70
341,4,10:35.0,,Shooting foul by D. Harris (drawn by J. Harden),85,70
342,4,10:35.0,,J. Harden makes free throw 1 of 2,85,71
343,4,10:35.0,,T. Ariza enters the game for M. Thornton,85,71
344,4,10:35.0,,J. Harden makes free throw 2 of 2,85,72
345,4,10:16.0,J. Evans misses 2-pt jump shot from 2 ft (block by T. Jones),,85,72
346,4,10:15.0,,Defensive rebound by T. Jones,85,72
347,4,10:01.0,,J. Harden misses 3-pt jump shot from 26 ft,85,72
348,4,10:00.0,,Offensive rebound by T. Ariza,85,72
349,4,9:50.0,,T. Ariza misses 3-pt jump shot from 25 ft,85,72
350,4,9:49.0,Defensive rebound by J. Evans,,85,72
351,4,9:32.0,J. Barea misses 3-pt jump shot from 24 ft,,85,72
352,4,9:31.0,,Defensive rebound by T. Jones,85,72
353,4,9:22.0,,Shooting foul by D. Williams (drawn by T. Jones),85,72
354,4,9:22.0,,T. Jones makes free throw 1 of 2,85,73
355,4,9:22.0,R. Felton enters the game for D. Harris,,85,73
356,4,9:22.0,,T. Jones misses free throw 2 of 2,85,73
357,4,9:22.0,Defensive rebound by D. Powell,,85,73
358,4,9:09.0,J. Evans misses 2-pt jump shot from 5 ft,,85,73
359,4,9:08.0,Offensive rebound by D. Powell,,85,73
360,4,9:08.0,D. Powell makes 2-pt dunk at rim,,87,73
361,4,8:47.0,,C. Brewer makes 2-pt layup from 1 ft (assist by T. Jones),87,75
362,4,8:37.0,Personal foul by C. Brewer (drawn by R. Felton),,87,75
363,4,8:37.0,Dallas full timeout,,87,75
364,4,8:37.0,C. Villanueva enters the game for J. Evans,,87,75
365,4,8:36.0,Turnover by C. Villanueva (step out of bounds),,87,75
366,4,8:27.0,,T. Ariza misses 3-pt jump shot from 24 ft,87,75
367,4,8:26.0,Defensive rebound by R. Felton,,87,75
368,4,8:08.0,D. Williams misses 2-pt jump shot from 17 ft,,87,75
369,4,8:06.0,,Defensive rebound by T. Ariza,87,75
370,4,7:52.0,,J. Terry makes 2-pt jump shot from 6 ft (assist by J. Harden),87,77
371,4,7:26.0,C. Villanueva makes 2-pt hook shot from 8 ft,,89,77
372,4,7:18.0,,Personal foul by J. Barea,89,77
373,4,7:14.0,,Offensive foul by J. Harden (drawn by R. Felton),89,77
374,4,7:14.0,,Turnover by J. Harden (offensive foul),89,77
375,4,6:56.0,R. Felton makes 2-pt jump shot from 11 ft,,91,77
376,4,6:44.0,Flagrant foul type 1 by J. Harden (drawn by R. Felton),,91,77
377,4,6:44.0,,Turnover by J. Harden (offensive foul),91,77
378,4,6:44.0,R. Felton makes flagrant free throw 1 of 2,,92,77
379,4,6:44.0,R. Felton makes flagrant free throw 2 of 2,,93,77
380,4,6:36.0,J. Barea makes 2-pt jump shot from 6 ft,,95,77
381,4,6:36.0,Shooting foul by J. Terry (drawn by J. Barea),,95,77
382,4,6:36.0,J. Barea makes free throw 1 of 1,,96,77
383,4,6:24.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),96,80
384,4,6:10.0,J. Barea misses 2-pt jump shot from 9 ft,,96,80
385,4,6:10.0,,Defensive rebound by Team,96,80
386,4,6:07.0,,Personal block foul by J. Barea,96,80
387,4,6:07.0,,J. Harden makes free throw 1 of 2,96,81
388,4,6:07.0,,J. Harden makes free throw 2 of 2,96,82
