,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
74,1,2:10.0,,Defensive rebound by Team,11,13
75,1,1:59.0,,Personal foul by J. Martin,11,13
76,1,1:59.0,L. Stephenson enters the game for M. Barnes,,11,13
77,1,1:51.0,,D. West makes 2-pt layup from 1 ft (assist by P. Mills),11,15
78,1,1:32.0,Z. Randolph misses 2-pt layup from 3 ft (block by L. Aldridge),,11,15
79,1,1:31.0,,Defensive rebound by M. Ginóbili,11,15
80,1,1:29.0,,Personal take foul by T. Allen,11,15
81,1,1:29.0,,M. Ginóbili makes free throw 1 of 2,11,16
82,1,1:29.0,,M. Ginóbili makes free throw 2 of 2,11,17
83,1,1:17.0,X. Munford misses 2-pt jump shot from 16 ft,,11,17
84,1,1:15.0,,Defensive rebound by K. Anderson,11,17
85,1,1:14.0,,Turnover by K. Anderson (lost ball; steal by X. Munford),11,17
86,1,1:12.0,Turnover by X. Munford (lost ball; steal by M. Ginóbili),,11,17
87,1,1:00.0,,M. Ginóbili makes 2-pt jump shot from 10 ft,11,19
88,1,0:41.0,L. Stephenson misses 2-pt jump shot from 15 ft,,11,19
89,1,0:39.0,Offensive rebound by T. Allen,,11,19
90,1,0:36.0,T. Allen misses 2-pt layup from 1 ft,,11,19
91,1,0:36.0,Offensive rebound by Z. Randolph,,11,19
92,1,0:35.0,Personal foul by D. West,,11,19
93,1,0:35.0,,B. Diaw enters the game for L. Aldridge,11,19
94,1,0:35.0,V. Carter enters the game for T. Allen,,11,19
95,1,0:26.0,L. Stephenson misses 2-pt jump shot from 18 ft,,11,19
96,1,0:25.0,,Defensive rebound by Team,11,19
97,1,0:24.0,T. Allen enters the game for V. Carter,,11,19
98,1,0:24.0,J. Green enters the game for Z. Randolph,,11,19
99,1,0:01.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),11,22
100,1,0:00.0,X. Munford misses 3-pt jump shot from 49 ft,,11,22
101,1,0:00.0,Offensive rebound by Team,,11,22
102,2,11:49.0,J. Martin makes 2-pt dunk at rim (assist by X. Munford),,13,22
103,2,11:42.0,,Personal foul by J. Martin,13,22
104,2,11:34.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by B. Diaw),13,25
105,2,11:19.0,J. Green misses 2-pt jump shot from 19 ft,,13,25
106,2,11:18.0,,Defensive rebound by K. Anderson,13,25
107,2,11:11.0,,P. Mills misses 3-pt jump shot from 25 ft,13,25
108,2,11:10.0,Defensive rebound by J. Green,,13,25
109,2,10:57.0,T. Allen makes 2-pt jump shot from 6 ft (assist by X. Munford),,15,25
110,2,10:44.0,,Turnover by P. Mills (bad pass; steal by T. Allen),15,25
111,2,10:42.0,Shooting foul by M. Ginóbili (drawn by T. Allen),,15,25
112,2,10:42.0,T. Allen misses free throw 1 of 2,,15,25
113,2,10:42.0,Offensive rebound by Team,,15,25
114,2,10:42.0,,T. Duncan enters the game for D. West,15,25
115,2,10:42.0,T. Allen misses free throw 2 of 2,,15,25
116,2,10:41.0,,Defensive rebound by K. Anderson,15,25
117,2,10:24.0,,K. Anderson misses 2-pt jump shot from 8 ft (block by J. Green),15,25
118,2,10:23.0,Defensive rebound by Team,,15,25
119,2,10:05.0,L. Stephenson misses 2-pt jump shot from 17 ft,,15,25
120,2,10:04.0,,Defensive rebound by B. Diaw,15,25
121,2,9:51.0,,Turnover by B. Diaw (lost ball; steal by J. Green),15,25
122,2,9:45.0,J. Green makes 2-pt dunk at rim (assist by T. Allen),,17,25
123,2,9:45.0,,San Antonio full timeout,17,25
124,2,9:45.0,,D. Green enters the game for M. Ginóbili,17,25
125,2,9:45.0,,K. Leonard enters the game for K. Anderson,17,25
126,2,9:39.0,,B. Diaw makes 2-pt layup at rim (assist by D. Green),17,27
127,2,9:21.0,J. Green misses 2-pt jump shot from 7 ft (block by B. Diaw),,17,27
128,2,9:20.0,Offensive rebound by J. Green,,17,27
129,2,9:14.0,L. Stephenson makes 2-pt jump shot from 20 ft,,19,27
130,2,8:51.0,,Turnover by T. Duncan (lost ball; steal by J. Green),19,27
131,2,8:45.0,T. Allen makes 2-pt layup at rim (assist by L. Stephenson),,21,27
132,2,8:25.0,,P. Mills makes 2-pt jump shot from 20 ft (assist by T. Duncan),21,29
133,2,8:09.0,T. Allen misses 2-pt jump shot from 8 ft,,21,29
134,2,8:07.0,,Defensive rebound by T. Duncan,21,29
135,2,7:59.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by B. Diaw),21,32
136,2,7:57.0,Memphis full timeout,,21,32
137,2,7:57.0,C. Andersen enters the game for J. Green,,21,32
138,2,7:57.0,M. Barnes enters the game for T. Allen,,21,32
139,2,7:36.0,L. Stephenson makes 2-pt layup at rim (assist by M. Barnes),,23,32
140,2,7:20.0,,K. Leonard misses 2-pt jump shot from 9 ft,23,32
141,2,7:19.0,Defensive rebound by C. Andersen,,23,32
142,2,7:04.0,Shooting block foul by B. Diaw (drawn by J. Martin),,23,32
143,2,7:04.0,J. Martin misses free throw 1 of 2,,23,32
144,2,7:04.0,Offensive rebound by Team,,23,32
145,2,7:04.0,V. Carter enters the game for L. Stephenson,,23,32
146,2,7:04.0,,T. Parker enters the game for P. Mills,23,32
147,2,7:04.0,,K. Martin enters the game for D. Green,23,32
148,2,7:04.0,J. Martin makes free throw 2 of 2,,24,32
149,2,6:46.0,,B. Diaw makes 2-pt layup from 1 ft,24,34
150,2,6:36.0,X. Munford misses 2-pt jump shot from 10 ft,,24,34
151,2,6:33.0,,Defensive rebound by T. Duncan,24,34
152,2,6:15.0,,K. Leonard makes 2-pt jump shot from 16 ft (assist by T. Duncan),24,36
153,2,5:58.0,Personal foul by K. Martin,,24,36
154,2,5:58.0,J. Farmar enters the game for X. Munford,,24,36
155,2,5:58.0,Z. Randolph enters the game for J. Martin,,24,36
156,2,5:58.0,,L. Aldridge enters the game for T. Duncan,24,36
157,2,5:49.0,M. Barnes misses 2-pt layup from 3 ft,,24,36
158,2,5:48.0,Offensive rebound by Z. Randolph,,24,36
159,2,5:38.0,Z. Randolph misses 2-pt jump shot from 18 ft,,24,36
160,2,5:37.0,,Defensive rebound by T. Parker,24,36
161,2,5:28.0,,K. Martin misses 3-pt jump shot from 25 ft,24,36
162,2,5:27.0,Defensive rebound by M. Barnes,,24,36
163,2,5:18.0,J. Farmar misses 3-pt jump shot from 25 ft,,24,36
164,2,5:17.0,,Defensive rebound by L. Aldridge,24,36
165,2,5:03.0,,K. Martin makes 2-pt layup from 3 ft,24,38
166,2,5:03.0,,Shooting foul by V. Carter (drawn by K. Martin),24,38
167,2,5:03.0,,K. Martin makes free throw 1 of 1,24,39
168,2,4:46.0,V. Carter misses 2-pt jump shot from 20 ft,,24,39
169,2,4:46.0,,Defensive rebound by L. Aldridge,24,39
170,2,4:31.0,,K. Leonard misses 2-pt jump shot from 21 ft,24,39
171,2,4:29.0,Defensive rebound by M. Barnes,,24,39
172,2,4:23.0,M. Barnes misses 2-pt jump shot from 8 ft,,24,39
173,2,4:20.0,,Defensive rebound by K. Leonard,24,39
174,2,4:11.0,,K. Leonard misses 2-pt jump shot from 9 ft,24,39
175,2,4:10.0,Defensive rebound by M. Barnes,,24,39
176,2,3:54.0,Turnover by Z. Randolph (lost ball),,24,39
177,2,3:54.0,,T. Duncan enters the game for B. Diaw,24,39
178,2,3:43.0,,T. Parker makes 2-pt jump shot from 18 ft,24,41
179,2,3:27.0,M. Barnes makes 2-pt jump shot from 11 ft,,26,41
180,2,3:12.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by T. Parker),26,44
181,2,3:05.0,Personal foul by K. Martin,,26,44
182,2,3:05.0,J. Green enters the game for C. Andersen,,26,44
183,2,2:52.0,J. Green makes 2-pt dunk at rim (assist by V. Carter),,28,44
184,2,2:26.0,,T. Parker misses 2-pt jump shot from 6 ft,28,44
185,2,2:25.0,,Offensive rebound by Team,28,44
186,2,2:25.0,Loose ball foul by V. Carter,,28,44
187,2,2:25.0,Official timeout,,28,44
188,2,2:25.0,T. Allen enters the game for V. Carter,,28,44
189,2,2:15.0,,K. Leonard makes 2-pt dunk at rim,28,46
190,2,1:53.0,Shooting foul by K. Leonard (drawn by Z. Randolph),,28,46
191,2,1:53.0,Z. Randolph makes free throw 1 of 2,,29,46
192,2,1:53.0,Z. Randolph misses free throw 2 of 2,,29,46
193,2,1:52.0,,Defensive rebound by L. Aldridge,29,46
194,2,1:43.0,Loose ball foul by J. Farmar,,29,46
195,2,1:43.0,Technical foul by J. Farmar,,29,46
196,2,1:43.0,,K. Leonard makes technical free throw,29,47
197,2,1:31.0,,L. Aldridge misses 2-pt jump shot from 15 ft,29,47
198,2,1:31.0,Defensive rebound by T. Allen,,29,47
199,2,1:19.0,Z. Randolph misses 2-pt jump shot from 8 ft,,29,47
200,2,1:17.0,Offensive rebound by J. Green,,29,47
201,2,1:12.0,J. Farmar misses 2-pt jump shot from 19 ft,,29,47
202,2,1:11.0,,Defensive rebound by K. Leonard,29,47
203,2,1:09.0,,Turnover by K. Leonard (lost ball; steal by Z. Randolph),29,47
204,2,1:05.0,Z. Randolph makes 2-pt layup from 2 ft,,31,47
205,2,0:49.0,,T. Parker makes 2-pt jump shot from 15 ft,31,49
206,2,0:38.0,T. Allen misses 3-pt jump shot from 25 ft,,31,49
207,2,0:38.0,Offensive rebound by J. Green,,31,49
208,2,0:38.0,J. Green makes 2-pt dunk at rim,,33,49
209,2,0:38.0,,San Antonio full timeout,33,49
210,2,0:32.0,,Turnover by T. Parker (lost ball; steal by J. Farmar),33,49
211,2,0:10.0,Shooting foul by K. Leonard (drawn by T. Allen),,33,49
212,2,0:10.0,T. Allen misses free throw 1 of 3,,33,49
213,2,0:10.0,Offensive rebound by Team,,33,49
214,2,0:10.0,T. Allen makes free throw 2 of 3,,34,49
215,2,0:10.0,X. Munford enters the game for J. Farmar,,34,49
216,2,0:10.0,J. Martin enters the game for Z. Randolph,,34,49
217,2,0:10.0,T. Allen makes free throw 3 of 3,,35,49
218,2,0:01.0,,Turnover by K. Martin (step out of bounds),35,49
219,2,0:01.0,Memphis full timeout,,35,49
220,2,0:01.0,,B. Marjanović enters the game for T. Duncan,35,49
221,2,0:01.0,,D. Green enters the game for K. Leonard,35,49
222,2,0:01.0,J. Farmar enters the game for T. Allen,,35,49
223,2,0:01.0,V. Carter enters the game for J. Martin,,35,49
224,2,0:01.0,Z. Randolph enters the game for J. Green,,35,49
225,2,0:01.0,Turnover by M. Barnes (bad pass; steal by D. Green),,35,49
226,3,11:34.0,M. Barnes misses 3-pt jump shot from 27 ft,,35,49
227,3,11:34.0,,Defensive rebound by D. Green,35,49
228,3,11:10.0,,D. Green misses 3-pt jump shot from 25 ft,35,49
229,3,11:10.0,,Offensive rebound by Team,35,49
230,3,11:10.0,,Turnover by Team (shot clock),35,49
231,3,10:54.0,Z. Randolph misses 2-pt jump shot from 12 ft,,35,49
232,3,10:53.0,,Defensive rebound by T. Duncan,35,49
233,3,10:47.0,,T. Parker makes 2-pt layup from 1 ft,35,51
234,3,10:24.0,M. Barnes misses 2-pt layup from 4 ft,,35,51
235,3,10:22.0,,Defensive rebound by D. Green,35,51
236,3,10:10.0,,T. Parker misses 2-pt jump shot from 20 ft,35,51
237,3,10:09.0,Defensive rebound by Z. Randolph,,35,51
238,3,9:54.0,J. Farmar misses 3-pt jump shot from 25 ft,,35,51
239,3,9:53.0,,Defensive rebound by K. Leonard,35,51
240,3,9:44.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Duncan),35,54
241,3,9:30.0,Def 3 sec tech foul by T. Duncan,,35,54
242,3,9:30.0,J. Farmar makes technical free throw,,36,54
243,3,9:15.0,V. Carter makes 2-pt jump shot from 19 ft (assist by Z. Randolph),,38,54
244,3,9:04.0,,T. Parker misses 2-pt jump shot from 17 ft,38,54
245,3,9:04.0,Defensive rebound by Team,,38,54
246,3,8:43.0,V. Carter misses 2-pt jump shot from 17 ft,,38,54
247,3,8:41.0,,Defensive rebound by T. Duncan,38,54
248,3,8:25.0,,L. Aldridge misses 2-pt jump shot from 19 ft,38,54
249,3,8:24.0,Defensive rebound by J. Farmar,,38,54
250,3,8:17.0,M. Barnes misses 3-pt jump shot from 25 ft,,38,54
251,3,8:16.0,,Defensive rebound by Team,38,54
252,3,7:58.0,,Turnover by D. Green (bad pass; steal by V. Carter),38,54
253,3,7:51.0,M. Barnes misses 2-pt layup from 2 ft,,38,54
254,3,7:51.0,Offensive rebound by C. Andersen,,38,54
255,3,7:51.0,C. Andersen makes 2-pt layup from 1 ft,,40,54
256,3,7:33.0,,K. Leonard makes 2-pt dunk at rim (assist by D. Green),40,56
257,3,7:10.0,M. Barnes makes 2-pt layup from 1 ft (assist by Z. Randolph),,42,56
258,3,7:09.0,,San Antonio full timeout,42,56
259,3,6:51.0,,Turnover by L. Aldridge (lost ball; steal by V. Carter),42,56
260,3,6:47.0,M. Barnes misses 2-pt layup from 2 ft,,42,56
261,3,6:46.0,Offensive rebound by V. Carter,,42,56
262,3,6:45.0,V. Carter misses 2-pt layup at rim (block by K. Leonard),,42,56
263,3,6:38.0,,Defensive rebound by T. Duncan,42,56
264,3,6:24.0,,Shooting foul by M. Barnes (drawn by K. Leonard),42,56
265,3,6:24.0,,K. Leonard makes free throw 1 of 2,42,57
266,3,6:24.0,T. Allen enters the game for V. Carter,,42,57
267,3,6:24.0,,K. Leonard makes free throw 2 of 2,42,58
268,3,6:04.0,Z. Randolph misses 2-pt jump shot from 6 ft (block by L. Aldridge),,42,58
269,3,6:01.0,Offensive rebound by Z. Randolph,,42,58
270,3,6:01.0,Z. Randolph misses 2-pt layup from 1 ft,,42,58
271,3,6:01.0,Offensive rebound by T. Allen,,42,58
272,3,6:01.0,Turnover by T. Allen (lost ball),,42,58
273,3,5:41.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by T. Parker),42,60
274,3,5:28.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by J. Farmar),,45,60
275,3,5:08.0,,L. Aldridge makes 2-pt jump shot from 14 ft,45,62
276,3,4:59.0,Turnover by T. Allen (bad pass; steal by D. Green),,45,62
277,3,4:58.0,,M. Ginóbili enters the game for D. Green,45,62
278,3,4:58.0,,B. Diaw enters the game for T. Duncan,45,62
279,3,4:58.0,J. Martin enters the game for C. Andersen,,45,62
280,3,4:44.0,,T. Parker misses 3-pt jump shot from 25 ft,45,62
281,3,4:43.0,Defensive rebound by Z. Randolph,,45,62
282,3,4:21.0,Z. Randolph misses 2-pt layup from 1 ft,,45,62
283,3,4:21.0,Offensive rebound by J. Martin,,45,62
284,3,4:18.0,Turnover by J. Martin (lost ball; steal by T. Parker),,45,62
285,3,4:14.0,,Shooting foul by M. Barnes (drawn by M. Ginóbili),45,62
286,3,4:14.0,,M. Ginóbili makes free throw 1 of 2,45,63
287,3,4:14.0,X. Munford enters the game for J. Farmar,,45,63
288,3,4:14.0,,M. Ginóbili misses free throw 2 of 2,45,63
289,3,4:13.0,Defensive rebound by X. Munford,,45,63
290,3,4:10.0,Memphis full timeout,,45,63
291,3,4:10.0,,K. Anderson enters the game for K. Leonard,45,63
292,3,4:10.0,,P. Mills enters the game for T. Parker,45,63
293,3,4:03.0,X. Munford misses 2-pt jump shot from 9 ft,,45,63
294,3,4:01.0,,Defensive rebound by L. Aldridge,45,63
295,3,3:35.0,,M. Ginóbili misses 2-pt jump shot from 23 ft,45,63
296,3,3:35.0,,Offensive rebound by Team,45,63
297,3,3:35.0,,Turnover by Team (shot clock),45,63
298,3,3:32.0,Personal foul by P. Mills,,45,63
299,3,3:22.0,Z. Randolph misses 2-pt layup at rim (block by L. Aldridge),,45,63
300,3,3:21.0,Offensive rebound by Z. Randolph,,45,63
301,3,3:16.0,J. Martin misses 2-pt layup from 2 ft,,45,63
302,3,3:16.0,,Defensive rebound by K. Anderson,45,63
303,3,3:01.0,,P. Mills misses 3-pt jump shot from 24 ft,45,63
304,3,3:01.0,,Offensive rebound by L. Aldridge,45,63
305,3,2:56.0,,L. Aldridge misses 2-pt layup from 1 ft,45,63
306,3,2:55.0,Defensive rebound by J. Martin,,45,63
307,3,2:52.0,Personal foul by M. Ginóbili,,45,63
308,3,2:52.0,J. Green enters the game for Z. Randolph,,45,63
309,3,2:52.0,,T. Duncan enters the game for L. Aldridge,45,63
310,3,2:40.0,T. Allen makes 2-pt jump shot from 20 ft (assist by J. Green),,47,63
311,3,2:30.0,,Personal foul by T. Allen,47,63
312,3,2:18.0,,T. Duncan misses 2-pt jump shot from 10 ft (block by J. Green),47,63
313,3,2:17.0,Defensive rebound by J. Green,,47,63
314,3,2:14.0,X. Munford misses 2-pt jump shot from 8 ft,,47,63
315,3,2:13.0,,Defensive rebound by B. Diaw,47,63
316,3,2:07.0,,Personal foul by T. Allen,47,63
317,3,2:01.0,,Personal foul by X. Munford,47,63
318,3,2:01.0,,P. Mills misses free throw 1 of 2,47,63
319,3,2:01.0,,Offensive rebound by Team,47,63
320,3,2:01.0,,P. Mills makes free throw 2 of 2,47,64
321,3,1:52.0,Shooting foul by T. Duncan (drawn by M. Barnes),,47,64
322,3,1:52.0,M. Barnes makes free throw 1 of 2,,48,64
323,3,1:52.0,M. Barnes makes free throw 2 of 2,,49,64
324,3,1:38.0,,Shooting foul by J. Green (drawn by T. Duncan),49,64
325,3,1:38.0,,T. Duncan makes free throw 1 of 2,49,65
326,3,1:38.0,,T. Duncan makes free throw 2 of 2,49,66
327,3,1:22.0,J. Martin misses 2-pt layup from 1 ft,,49,66
328,3,1:21.0,,Defensive rebound by T. Duncan,49,66
329,3,1:10.0,,Turnover by P. Mills (lost ball; steal by J. Martin),49,66
330,3,1:07.0,Shooting foul by M. Ginóbili (drawn by T. Allen),,49,66
331,3,1:07.0,T. Allen makes free throw 1 of 2,,50,66
332,3,1:07.0,T. Allen makes free throw 2 of 2,,51,66
333,3,0:53.0,,Turnover by M. Ginóbili (bad pass; steal by T. Allen),51,66
334,3,0:46.0,Turnover by J. Martin (bad pass),,51,66
335,3,0:36.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by B. Diaw),51,69
336,3,0:24.0,X. Munford makes 2-pt jump shot from 18 ft,,53,69
337,3,0:03.0,,Shooting foul by J. Green (drawn by T. Duncan),53,69
338,3,0:03.0,,T. Duncan makes free throw 1 of 2,53,70
339,3,0:03.0,V. Carter enters the game for T. Allen,,53,70
340,3,0:03.0,,T. Duncan misses free throw 2 of 2,53,70
341,3,0:02.0,Defensive rebound by M. Barnes,,53,70
342,4,11:42.0,,Turnover by T. Duncan (bad pass; steal by J. Martin),53,70
343,4,11:36.0,J. Martin misses 2-pt layup at rim (block by B. Diaw),,53,70
344,4,11:36.0,,Defensive rebound by K. Anderson,53,70
345,4,11:36.0,,Personal foul by T. Allen,53,70
346,4,11:21.0,,P. Mills misses 2-pt jump shot from 19 ft,53,70
347,4,11:19.0,,Offensive rebound by T. Duncan,53,70
348,4,11:04.0,,Shooting foul by L. Stephenson (drawn by K. Anderson),53,70
349,4,11:04.0,,K. Anderson makes free throw 1 of 2,53,71
350,4,11:04.0,,D. West enters the game for T. Duncan,53,71
351,4,11:04.0,,K. Anderson makes free throw 2 of 2,53,72
352,4,10:46.0,L. Stephenson misses 2-pt jump shot from 5 ft (block by K. Anderson),,53,72
353,4,10:45.0,,Defensive rebound by K. Anderson,53,72
354,4,10:39.0,,Personal foul by J. Martin,53,72
355,4,10:29.0,,B. Diaw misses 2-pt layup from 2 ft,53,72
356,4,10:28.0,Defensive rebound by J. Green,,53,72
357,4,10:20.0,L. Stephenson misses 2-pt jump shot from 19 ft,,53,72
358,4,10:18.0,,Defensive rebound by D. West,53,72
359,4,10:11.0,,Personal foul by L. Stephenson,53,72
360,4,10:11.0,P. Hairston enters the game for L. Stephenson,,53,72
361,4,10:02.0,,Personal block foul by T. Allen,53,72
362,4,10:02.0,,K. Anderson makes free throw 1 of 2,53,73
363,4,10:02.0,,K. Martin enters the game for M. Ginóbili,53,73
364,4,10:02.0,,K. Anderson makes free throw 2 of 2,53,74
365,4,9:45.0,J. Green misses 3-pt jump shot from 24 ft,,53,74
366,4,9:44.0,Offensive rebound by J. Martin,,53,74
367,4,9:39.0,P. Hairston misses 2-pt layup from 1 ft,,53,74
368,4,9:38.0,,Defensive rebound by D. West,53,74
369,4,9:20.0,,K. Anderson misses 2-pt jump shot from 22 ft,53,74
370,4,9:19.0,Defensive rebound by J. Green,,53,74
371,4,9:19.0,Memphis full timeout,,53,74
372,4,9:19.0,J. Farmar enters the game for T. Allen,,53,74
373,4,9:19.0,Z. Randolph enters the game for J. Martin,,53,74
374,4,9:19.0,C. Andersen enters the game for J. Green,,53,74
375,4,9:03.0,Personal foul by B. Diaw,,53,74
376,4,8:54.0,Z. Randolph makes 2-pt jump shot from 21 ft (assist by J. Farmar),,55,74
377,4,8:39.0,,Turnover by K. Martin (lost ball; steal by X. Munford),55,74
378,4,8:35.0,X. Munford misses 2-pt layup from 1 ft,,55,74
379,4,8:34.0,Offensive rebound by C. Andersen,,55,74
380,4,8:34.0,C. Andersen makes 2-pt layup from 1 ft,,57,74
381,4,8:13.0,,B. Diaw makes 2-pt layup from 1 ft (assist by P. Mills),57,76
382,4,7:45.0,J. Farmar makes 2-pt jump shot from 12 ft,,59,76
383,4,7:15.0,,P. Mills makes 3-pt jump shot from 24 ft,59,79
384,4,6:48.0,J. Farmar misses 2-pt layup from 1 ft,,59,79
385,4,6:47.0,Offensive rebound by Z. Randolph,,59,79
386,4,6:45.0,Z. Randolph makes 2-pt layup at rim,,61,79
387,4,6:35.0,,Personal foul by J. Farmar,61,79
388,4,6:35.0,,P. Mills makes free throw 1 of 2,61,80
389,4,6:35.0,,D. Green enters the game for K. Anderson,61,80
390,4,6:35.0,,B. Marjanović enters the game for B. Diaw,61,80
391,4,6:35.0,,P. Mills misses free throw 2 of 2,61,80
392,4,6:34.0,Defensive rebound by Z. Randolph,,61,80
393,4,6:15.0,J. Farmar misses 3-pt jump shot from 24 ft,,61,80
394,4,6:14.0,,Defensive rebound by K. Martin,61,80
395,4,6:06.0,,Offensive foul by K. Martin (drawn by J. Farmar),61,80
396,4,6:06.0,,Turnover by K. Martin (offensive foul),61,80
397,4,6:06.0,,A. Miller enters the game for P. Mills,61,80
398,4,6:06.0,J. Martin enters the game for C. Andersen,,61,80
