,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA CLIPPERS_ACTION,PORTLAND_SCORE,LA CLIPPERS_SCORE
0,1,12:00.0,,Loose ball foul by D. Jordan (drawn by M. Plumlee),0,0
1,1,11:44.0,C. McCollum makes 2-pt layup from 2 ft,,2,0
2,1,11:30.0,,Def 3 sec tech foul by M. Plumlee,2,0
3,1,11:30.0,,C. Paul makes technical free throw,2,1
4,1,11:20.0,,Personal foul by A. Aminu,2,1
5,1,11:11.0,,Turnover by B. Griffin (lost ball; steal by M. Harkless),2,1
6,1,11:03.0,D. Lillard misses 2-pt jump shot from 19 ft,,2,1
7,1,11:03.0,,Defensive rebound by Team,2,1
8,1,11:03.0,Loose ball foul by M. Plumlee,,2,1
9,1,10:55.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by C. Paul),2,4
10,1,10:55.0,,Shooting foul by C. McCollum (drawn by J. Redick),2,4
11,1,10:55.0,,J. Redick misses free throw 1 of 1,2,4
12,1,10:52.0,Defensive rebound by M. Harkless,,2,4
13,1,10:38.0,D. Lillard misses 2-pt jump shot from 15 ft,,2,4
14,1,10:37.0,Offensive rebound by M. Harkless,,2,4
15,1,10:35.0,M. Harkless misses 2-pt layup at rim,,2,4
16,1,10:34.0,,Defensive rebound by D. Jordan,2,4
17,1,10:34.0,Loose ball foul by M. Harkless,,2,4
18,1,10:24.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by C. Paul),2,6
19,1,10:06.0,D. Lillard misses 2-pt layup from 2 ft,,2,6
20,1,10:05.0,,Defensive rebound by B. Griffin,2,6
21,1,9:58.0,,C. Paul makes 2-pt jump shot from 6 ft (assist by D. Jordan),2,8
22,1,9:57.0,Portland full timeout,,2,8
23,1,9:50.0,M. Plumlee makes 2-pt layup from 2 ft,,4,8
24,1,9:30.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Griffin),4,11
25,1,9:11.0,A. Aminu misses 3-pt jump shot from 25 ft,,4,11
26,1,9:10.0,,Defensive rebound by B. Griffin,4,11
27,1,9:05.0,,C. Paul misses 3-pt jump shot from 28 ft,4,11
28,1,9:01.0,Defensive rebound by A. Aminu,,4,11
29,1,8:53.0,A. Aminu misses 3-pt jump shot from 29 ft,,4,11
30,1,8:52.0,,Defensive rebound by D. Jordan,4,11
31,1,8:39.0,,J. Redick misses 3-pt jump shot from 25 ft,4,11
32,1,8:37.0,Defensive rebound by D. Lillard,,4,11
33,1,8:30.0,Turnover by D. Lillard (bad pass; steal by L. Mbah a Moute),,4,11
34,1,8:06.0,,C. Paul misses 2-pt jump shot from 12 ft,4,11
35,1,8:05.0,,Offensive rebound by D. Jordan,4,11
36,1,8:05.0,,D. Jordan misses 2-pt layup from 3 ft,4,11
37,1,8:04.0,Defensive rebound by M. Plumlee,,4,11
38,1,7:58.0,C. McCollum misses 2-pt layup from 2 ft,,4,11
39,1,7:57.0,,Defensive rebound by Team,4,11
40,1,7:49.0,,C. Paul makes 2-pt jump shot from 16 ft,4,13
41,1,7:28.0,C. McCollum misses 3-pt jump shot from 26 ft,,4,13
42,1,7:26.0,,Defensive rebound by C. Paul,4,13
43,1,7:15.0,,D. Jordan misses 2-pt layup from 3 ft,4,13
44,1,7:13.0,Defensive rebound by A. Aminu,,4,13
45,1,7:09.0,M. Plumlee misses 2-pt layup from 4 ft,,4,13
46,1,7:08.0,Offensive rebound by M. Plumlee,,4,13
47,1,7:08.0,M. Plumlee misses 2-pt layup from 4 ft,,4,13
48,1,7:07.0,Offensive rebound by M. Harkless,,4,13
