,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DALLAS_ACTION,SAN ANTONIO_SCORE,DALLAS_SCORE
0,1,11:37.0,,D. Williams makes 2-pt jump shot from 11 ft,0,2
1,1,11:26.0,Offensive foul by D. West (drawn by W. Matthews),,0,2
2,1,11:26.0,Turnover by D. West (offensive foul),,0,2
3,1,11:12.0,,C. Parsons misses 3-pt jump shot from 24 ft,0,2
4,1,11:10.0,Defensive rebound by D. Green,,0,2
5,1,11:05.0,Personal foul by D. Williams (drawn by K. Leonard),,0,2
6,1,10:58.0,K. Leonard makes 2-pt jump shot from 18 ft (assist by L. Aldridge),,2,2
7,1,10:46.0,,W. Matthews makes 2-pt jump shot from 19 ft (assist by Z. Pachulia),2,4
8,1,10:30.0,D. West makes 2-pt hook shot from 5 ft,,4,4
9,1,10:12.0,,Turnover by W. Matthews (bad pass),4,4
10,1,10:02.0,L. Aldridge misses 2-pt jump shot from 16 ft,,4,4
11,1,10:01.0,,Defensive rebound by D. Nowitzki,4,4
12,1,9:52.0,,Z. Pachulia misses 2-pt jump shot from 10 ft,4,4
13,1,9:51.0,Defensive rebound by T. Parker,,4,4
14,1,9:40.0,L. Aldridge makes 2-pt hook shot from 3 ft (assist by D. West),,6,4
15,1,9:23.0,,Turnover by D. Nowitzki (bad pass; steal by L. Aldridge),6,4
16,1,9:15.0,K. Leonard misses 2-pt jump shot from 12 ft,,6,4
17,1,9:14.0,,Defensive rebound by D. Nowitzki,6,4
18,1,9:04.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by D. Williams),6,6
19,1,8:45.0,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),,9,6
20,1,8:31.0,,W. Matthews misses 2-pt jump shot from 17 ft,9,6
21,1,8:30.0,Defensive rebound by D. West,,9,6
22,1,8:17.0,L. Aldridge misses 2-pt jump shot from 7 ft,,9,6
23,1,8:16.0,,Defensive rebound by D. Nowitzki,9,6
24,1,8:06.0,,C. Parsons makes 2-pt jump shot from 13 ft,9,8
25,1,7:47.0,D. Green misses 2-pt jump shot from 14 ft,,9,8
26,1,7:46.0,,Defensive rebound by C. Parsons,9,8
27,1,7:29.0,,C. Parsons misses 2-pt jump shot from 7 ft,9,8
28,1,7:28.0,Defensive rebound by D. Green,,9,8
29,1,7:21.0,Turnover by L. Aldridge (lost ball; steal by D. Nowitzki),,9,8
30,1,7:00.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,9,8
31,1,6:59.0,Defensive rebound by L. Aldridge,,9,8
32,1,6:44.0,K. Leonard makes 2-pt jump shot from 12 ft,,11,8
33,1,6:31.0,,D. Williams misses 3-pt jump shot from 24 ft,11,8
34,1,6:30.0,Defensive rebound by L. Aldridge,,11,8
35,1,6:16.0,Turnover by K. Leonard (lost ball; steal by C. Parsons),,11,8
36,1,6:14.0,,Turnover by C. Parsons (bad pass),11,8
37,1,6:12.0,,R. Felton enters the game for C. Parsons,11,8
38,1,6:03.0,Personal foul by W. Matthews (drawn by K. Leonard),,11,8
39,1,5:49.0,L. Aldridge makes 2-pt jump shot from 7 ft,,13,8
40,1,5:48.0,,Dallas full timeout,13,8
41,1,5:48.0,,C. Villanueva enters the game for D. Nowitzki,13,8
42,1,5:38.0,,Shooting foul by D. West (drawn by Z. Pachulia),13,8
43,1,5:38.0,,Z. Pachulia makes free throw 1 of 2,13,9
44,1,5:38.0,B. Diaw enters the game for D. West,,13,9
45,1,5:38.0,,Z. Pachulia misses free throw 2 of 2,13,9
46,1,5:37.0,Defensive rebound by B. Diaw,,13,9
47,1,5:16.0,B. Diaw makes 2-pt jump shot from 7 ft,,15,9
48,1,5:04.0,,D. Williams misses 2-pt jump shot from 17 ft,15,9
49,1,5:03.0,Defensive rebound by B. Diaw,,15,9
50,1,4:55.0,T. Parker misses 2-pt jump shot from 19 ft,,15,9
51,1,4:54.0,,Defensive rebound by C. Villanueva,15,9
52,1,4:41.0,,Turnover by R. Felton (bad pass; steal by L. Aldridge),15,9
53,1,4:20.0,D. Green misses 3-pt jump shot from 25 ft,,15,9
54,1,4:19.0,,Defensive rebound by D. Williams,15,9
55,1,4:02.0,,Personal foul by B. Diaw (drawn by R. Felton),15,9
56,1,4:02.0,P. Mills enters the game for T. Parker,,15,9
57,1,3:57.0,,Shooting foul by L. Aldridge (drawn by Z. Pachulia),15,9
58,1,3:57.0,,Z. Pachulia makes free throw 1 of 2,15,10
59,1,3:57.0,San Antonio full timeout,,15,10
60,1,3:57.0,J. Simmons enters the game for D. Green,,15,10
61,1,3:57.0,,Z. Pachulia misses free throw 2 of 2,15,10
62,1,3:56.0,Defensive rebound by K. Leonard,,15,10
63,1,3:44.0,K. Leonard makes 2-pt jump shot from 19 ft,,17,10
64,1,3:25.0,,Z. Pachulia misses 2-pt jump shot from 16 ft,17,10
65,1,3:25.0,Defensive rebound by P. Mills,,17,10
66,1,3:11.0,K. Leonard misses 2-pt jump shot from 3 ft,,17,10
67,1,3:10.0,,Defensive rebound by C. Villanueva,17,10
68,1,3:00.0,,Offensive foul by C. Villanueva (drawn by J. Simmons),17,10
69,1,3:00.0,,Turnover by C. Villanueva (offensive foul),17,10
70,1,3:00.0,,D. Nowitzki enters the game for Z. Pachulia,17,10
71,1,3:00.0,,C. Parsons enters the game for W. Matthews,17,10
72,1,2:40.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by B. Diaw),,20,10
73,1,2:28.0,,Turnover by D. Williams (bad pass),20,10
74,1,2:28.0,,J. Barea enters the game for D. Williams,20,10
75,1,2:16.0,Shooting foul by D. Nowitzki (drawn by L. Aldridge),,20,10
76,1,2:16.0,L. Aldridge makes free throw 1 of 2,,21,10
77,1,2:16.0,L. Aldridge makes free throw 2 of 2,,22,10
78,1,2:01.0,,C. Parsons makes 2-pt jump shot from 13 ft (assist by C. Villanueva),22,12
79,1,1:46.0,L. Aldridge misses 2-pt hook shot from 4 ft,,22,12
80,1,1:45.0,,Defensive rebound by D. Nowitzki,22,12
81,1,1:34.0,,C. Villanueva misses 2-pt jump shot from 9 ft,22,12
82,1,1:33.0,Defensive rebound by L. Aldridge,,22,12
83,1,1:25.0,J. Simmons makes 3-pt jump shot from 22 ft (assist by B. Diaw),,25,12
84,1,1:24.0,,Dallas full timeout,25,12
85,1,1:24.0,,S. Mejri enters the game for C. Villanueva,25,12
86,1,1:24.0,K. Anderson enters the game for L. Aldridge,,25,12
87,1,1:12.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,25,12
88,1,1:12.0,Defensive rebound by P. Mills,,25,12
89,1,1:02.0,K. Leonard makes 2-pt jump shot from 14 ft,,27,12
90,1,0:58.0,,Personal foul by J. Simmons (drawn by R. Felton),27,12
91,1,0:58.0,B. Marjanović enters the game for K. Leonard,,27,12
92,1,0:46.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,27,12
93,1,0:45.0,Defensive rebound by P. Mills,,27,12
94,1,0:38.0,P. Mills misses 2-pt jump shot from 19 ft,,27,12
95,1,0:37.0,,Defensive rebound by D. Nowitzki,27,12
96,1,0:24.0,Offensive charge foul by R. Felton (drawn by J. Simmons),,27,12
97,1,0:24.0,,Turnover by R. Felton (offensive foul),27,12
98,1,0:09.0,Personal take foul by J. Barea,,27,12
99,1,0:02.0,K. Anderson misses 3-pt jump shot from 23 ft,,27,12
100,1,0:01.0,,Defensive rebound by S. Mejri,27,12
101,2,11:40.0,B. Diaw misses 2-pt jump shot from 19 ft,,27,12
102,2,11:39.0,Offensive rebound by B. Marjanović,,27,12
103,2,11:30.0,B. Marjanović makes 2-pt hook shot from 6 ft,,29,12
104,2,11:08.0,,C. Parsons misses 2-pt hook shot from 5 ft,29,12
105,2,11:07.0,Defensive rebound by B. Diaw,,29,12
106,2,10:57.0,Offensive foul by B. Marjanović (drawn by S. Mejri),,29,12
107,2,10:57.0,Turnover by B. Marjanović (offensive foul),,29,12
108,2,10:50.0,,J. Barea makes 2-pt jump shot from 12 ft,29,14
109,2,10:23.0,Shooting foul by S. Mejri (drawn by P. Mills),,29,14
110,2,10:23.0,P. Mills makes 2-pt jump shot from 12 ft,,31,14
111,2,10:23.0,P. Mills makes free throw 1 of 1,,32,14
112,2,10:09.0,,Personal foul by J. Simmons (drawn by D. Nowitzki),32,14
113,2,10:01.0,,R. Felton misses 3-pt jump shot from 22 ft,32,14
114,2,10:00.0,Defensive rebound by P. Mills,,32,14
115,2,9:54.0,Turnover by D. Green (bad pass; steal by S. Mejri),,32,14
