,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHICAGO_ACTION,MINNESOTA_SCORE,CHICAGO_SCORE
76,1,3:56.0,Turnover by G. Dieng (traveling),,23,16
77,1,3:45.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by J. Noah),23,19
78,1,3:33.0,S. Muhammad misses 2-pt layup from 1 ft,,23,19
79,1,3:32.0,,Defensive rebound by P. Gasol,23,19
80,1,3:25.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by A. Brooks),23,22
81,1,3:08.0,R. Rubio misses 2-pt layup from 1 ft,,23,22
82,1,3:07.0,,Defensive rebound by J. Noah,23,22
83,1,2:59.0,,A. Brooks makes 3-pt jump shot from 24 ft (assist by J. Noah),23,25
84,1,2:37.0,A. Wiggins misses 2-pt dunk at rim (block by P. Gasol),,23,25
85,1,2:36.0,,Defensive rebound by T. Snell,23,25
86,1,2:25.0,,A. Brooks misses 2-pt layup from 3 ft (block by A. Wiggins),23,25
87,1,2:24.0,Defensive rebound by R. Rubio,,23,25
88,1,2:18.0,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),,25,25
89,1,2:07.0,,Turnover by J. Butler (bad pass; steal by G. Dieng),25,25
90,1,1:54.0,,Offensive charge foul by S. Muhammad (drawn by J. Noah),25,25
91,1,1:54.0,Turnover by S. Muhammad (offensive foul),,25,25
92,1,1:54.0,,T. Gibson enters the game for P. Gasol,25,25
93,1,1:54.0,Z. LaVine enters the game for R. Rubio,,25,25
94,1,1:54.0,T. Prince enters the game for A. Wiggins,,25,25
95,1,1:54.0,,D. Rose enters the game for J. Butler,25,25
96,1,1:38.0,,J. Noah misses 2-pt hook shot from 6 ft,25,25
97,1,1:37.0,Defensive rebound by S. Muhammad,,25,25
98,1,1:26.0,S. Muhammad misses 2-pt jump shot from 11 ft,,25,25
99,1,1:25.0,Offensive rebound by G. Dieng,,25,25
100,1,1:09.0,N. Bjelica makes 2-pt layup from 2 ft,,27,25
101,1,1:00.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by J. Noah),27,28
102,1,0:42.0,Z. LaVine makes 3-pt jump shot from 24 ft (assist by S. Muhammad),,30,28
103,1,0:19.0,,T. Snell misses 3-pt jump shot from 24 ft,30,28
104,1,0:17.0,Defensive rebound by T. Prince,,30,28
105,1,0:01.0,Z. LaVine misses 3-pt jump shot from 23 ft,,30,28
106,1,0:00.0,Offensive rebound by Team,,30,28
107,2,11:46.0,Turnover by G. Dieng (3 sec),,30,28
108,2,11:37.0,Violation by G. Dieng (def goaltending),,30,28
109,2,11:37.0,,D. Rose makes 2-pt layup from 1 ft,30,30
110,2,11:18.0,N. Bjelica makes 3-pt jump shot from 25 ft,,33,30
111,2,11:03.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by T. Gibson),33,32
112,2,10:36.0,G. Dieng makes 2-pt hook shot from 9 ft (assist by N. Bjelica),,35,32
113,2,10:18.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by D. Rose),35,35
114,2,10:00.0,Personal foul by T. Snell (drawn by S. Muhammad),,35,35
115,2,10:00.0,A. Payne enters the game for G. Dieng,,35,35
116,2,9:49.0,Turnover by Z. LaVine (lost ball; steal by N. Mirotić),,35,35
117,2,9:39.0,,T. Gibson makes 2-pt dunk at rim (assist by D. Rose),35,37
118,2,9:13.0,A. Payne misses 2-pt jump shot from 13 ft,,35,37
119,2,9:13.0,,Defensive rebound by T. Snell,35,37
120,2,9:13.0,,Personal foul by A. Payne (drawn by T. Snell),35,37
121,2,9:08.0,,Shooting foul by Z. LaVine (drawn by D. Rose),35,37
122,2,9:08.0,,D. Rose makes free throw 1 of 2,35,38
123,2,9:08.0,,D. Rose makes free throw 2 of 2,35,39
124,2,8:54.0,Z. LaVine misses 2-pt jump shot from 20 ft,,35,39
125,2,8:51.0,,Defensive rebound by N. Mirotić,35,39
126,2,8:31.0,,N. Mirotić misses 3-pt jump shot from 25 ft,35,39
127,2,8:30.0,Defensive rebound by T. Prince,,35,39
128,2,8:18.0,Turnover by T. Prince (lost ball; steal by D. Rose),,35,39
129,2,8:15.0,,Shooting foul by N. Bjelica (drawn by N. Mirotić),35,39
130,2,8:15.0,,Chicago full timeout,35,39
131,2,8:15.0,,D. McDermott enters the game for T. Snell,35,39
132,2,8:15.0,R. Rubio enters the game for T. Prince,,35,39
133,2,8:15.0,A. Wiggins enters the game for S. Muhammad,,35,39
134,2,8:15.0,,N. Mirotić makes free throw 1 of 2,35,40
135,2,8:15.0,,N. Mirotić makes free throw 2 of 2,35,41
136,2,8:03.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by Z. LaVine),,38,41
137,2,7:48.0,,N. Mirotić misses 3-pt jump shot from 24 ft,38,41
138,2,7:47.0,Defensive rebound by Z. LaVine,,38,41
139,2,7:18.0,R. Rubio makes 2-pt jump shot from 19 ft,,40,41
140,2,7:16.0,,Turnover by D. Rose (bad pass; steal by N. Bjelica),40,41
141,2,7:13.0,A. Wiggins misses 2-pt jump shot from 12 ft,,40,41
142,2,7:13.0,Offensive rebound by Z. LaVine,,40,41
143,2,7:13.0,Z. LaVine makes 2-pt layup from 1 ft,,42,41
144,2,7:13.0,Shooting foul by N. Mirotić (drawn by Z. LaVine),,42,41
145,2,7:13.0,,P. Gasol enters the game for D. McDermott,42,41
146,2,7:13.0,,J. Butler enters the game for N. Mirotić,42,41
147,2,7:13.0,Z. LaVine makes free throw 1 of 1,,43,41
148,2,7:02.0,,D. Rose misses 2-pt layup from 2 ft,43,41
149,2,7:01.0,Defensive rebound by N. Bjelica,,43,41
150,2,6:57.0,A. Payne makes 2-pt layup from 2 ft (assist by N. Bjelica),,45,41
151,2,6:45.0,,J. Butler misses 3-pt jump shot from 24 ft,45,41
152,2,6:44.0,Defensive rebound by R. Rubio,,45,41
153,2,6:41.0,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),,47,41
154,2,6:38.0,,Chicago full timeout,47,41
155,2,6:38.0,K. Towns enters the game for N. Bjelica,,47,41
156,2,6:26.0,,P. Gasol makes 2-pt layup from 2 ft (assist by J. Butler),47,43
157,2,6:26.0,,Shooting foul by A. Payne (drawn by P. Gasol),47,43
158,2,6:26.0,,P. Gasol makes free throw 1 of 1,47,44
159,2,6:15.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,49,44
160,2,6:01.0,,Personal foul by A. Payne (drawn by T. Gibson),49,44
161,2,6:01.0,,T. Gibson misses free throw 1 of 2,49,44
162,2,6:01.0,,Offensive rebound by Team,49,44
163,2,6:01.0,N. Bjelica enters the game for A. Payne,,49,44
164,2,6:01.0,,T. Gibson makes free throw 2 of 2,49,45
165,2,5:46.0,K. Towns misses 2-pt jump shot from 5 ft,,49,45
166,2,5:44.0,,Defensive rebound by P. Gasol,49,45
167,2,5:29.0,,T. Gibson misses 2-pt layup from 2 ft (block by N. Bjelica),49,45
168,2,5:27.0,Defensive rebound by Z. LaVine,,49,45
169,2,5:21.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by R. Rubio),,52,45
170,2,5:08.0,,P. Gasol misses 2-pt jump shot from 14 ft,52,45
171,2,5:07.0,,Offensive rebound by T. Gibson,52,45
172,2,5:06.0,,Turnover by T. Gibson (lost ball; steal by R. Rubio),52,45
173,2,4:52.0,K. Towns makes 2-pt layup from 1 ft,,54,45
174,2,4:35.0,,D. Rose makes 2-pt layup from 2 ft (assist by T. Gibson),54,47
175,2,4:17.0,Turnover by R. Rubio (bad pass),,54,47
176,2,4:17.0,,J. Noah enters the game for T. Gibson,54,47
177,2,4:17.0,,A. Brooks enters the game for E. Moore,54,47
178,2,4:05.0,,P. Gasol makes 2-pt hook shot from 8 ft,54,49
179,2,3:51.0,R. Rubio makes 2-pt jump shot from 14 ft,,56,49
180,2,3:29.0,,J. Noah misses 2-pt hook shot from 4 ft,56,49
181,2,3:28.0,Defensive rebound by N. Bjelica,,56,49
182,2,3:22.0,Z. LaVine misses 3-pt jump shot from 23 ft,,56,49
183,2,3:21.0,,Defensive rebound by J. Butler,56,49
184,2,3:07.0,,Turnover by D. Rose (traveling),56,49
185,2,3:07.0,Minnesota full timeout,,56,49
186,2,3:07.0,,T. Snell enters the game for D. Rose,56,49
187,2,3:07.0,G. Dieng enters the game for K. Towns,,56,49
188,2,3:07.0,S. Muhammad enters the game for Z. LaVine,,56,49
189,2,2:53.0,S. Muhammad misses 2-pt layup from 2 ft (block by T. Snell),,56,49
190,2,2:52.0,,Defensive rebound by J. Butler,56,49
191,2,2:44.0,,Shooting foul by A. Wiggins (drawn by J. Butler),56,49
192,2,2:44.0,,J. Butler makes 2-pt layup from 1 ft,56,51
193,2,2:44.0,,J. Butler makes free throw 1 of 1,56,52
194,2,2:37.0,Shooting foul by P. Gasol (drawn by A. Wiggins),,56,52
195,2,2:37.0,A. Wiggins makes free throw 1 of 2,,57,52
196,2,2:37.0,A. Wiggins makes free throw 2 of 2,,58,52
197,2,2:27.0,Offensive charge foul by J. Butler (drawn by A. Wiggins),,58,52
198,2,2:27.0,,Turnover by J. Butler (offensive foul),58,52
199,2,2:12.0,A. Wiggins misses 2-pt jump shot from 12 ft,,58,52
200,2,2:11.0,,Defensive rebound by T. Snell,58,52
201,2,1:54.0,,P. Gasol misses 2-pt jump shot from 4 ft,58,52
202,2,1:53.0,,Offensive rebound by J. Noah,58,52
203,2,1:53.0,,Personal foul by R. Rubio (drawn by J. Noah),58,52
204,2,1:53.0,,J. Noah misses free throw 1 of 2,58,52
205,2,1:53.0,,Offensive rebound by Team,58,52
206,2,1:53.0,,J. Noah makes free throw 2 of 2,58,53
207,2,1:37.0,R. Rubio misses 2-pt jump shot from 20 ft (block by A. Brooks),,58,53
208,2,1:35.0,,Defensive rebound by P. Gasol,58,53
209,2,1:30.0,,Offensive foul by J. Noah (drawn by R. Rubio),58,53
210,2,1:30.0,,Turnover by J. Noah (offensive foul),58,53
211,2,1:30.0,,T. Gibson enters the game for J. Noah,58,53
212,2,1:07.0,R. Rubio misses 2-pt jump shot from 22 ft,,58,53
213,2,1:06.0,,Defensive rebound by T. Snell,58,53
214,2,0:56.0,,T. Gibson misses 2-pt layup from 2 ft,58,53
215,2,0:56.0,,Offensive rebound by P. Gasol,58,53
216,2,0:56.0,,P. Gasol makes 2-pt layup from 4 ft,58,55
217,2,0:41.0,A. Wiggins misses 3-pt jump shot from 24 ft,,58,55
218,2,0:40.0,,Defensive rebound by P. Gasol,58,55
219,2,0:35.0,,A. Brooks misses 3-pt jump shot from 25 ft,58,55
220,2,0:34.0,Defensive rebound by R. Rubio,,58,55
221,2,0:34.0,Personal foul by A. Brooks (drawn by R. Rubio),,58,55
222,2,0:21.0,Turnover by N. Bjelica (lost ball; steal by T. Gibson),,58,55
223,2,0:02.0,,T. Snell misses 2-pt jump shot from 21 ft,58,55
224,2,0:01.0,,Offensive rebound by P. Gasol,58,55
225,2,0:01.0,,P. Gasol makes 2-pt layup from 1 ft,58,57
226,3,11:39.0,K. Towns misses 2-pt jump shot from 6 ft,,58,57
227,3,11:38.0,,Defensive rebound by D. Rose,58,57
228,3,11:18.0,,J. Butler misses 2-pt layup from 2 ft,58,57
229,3,11:16.0,Defensive rebound by R. Rubio,,58,57
230,3,11:03.0,T. Prince misses 3-pt jump shot from 24 ft,,58,57
231,3,11:02.0,Offensive rebound by K. Towns,,58,57
232,3,11:02.0,K. Towns misses 2-pt layup from 1 ft,,58,57
233,3,11:02.0,,Defensive rebound by Team,58,57
234,3,10:48.0,,D. Rose makes 3-pt jump shot from 23 ft (assist by J. Butler),58,60
235,3,10:36.0,A. Wiggins misses 2-pt layup from 2 ft,,58,60
236,3,10:36.0,,Defensive rebound by Team,58,60
237,3,10:18.0,,N. Mirotić misses 3-pt jump shot from 26 ft,58,60
238,3,10:17.0,Defensive rebound by K. Towns,,58,60
239,3,10:09.0,Turnover by R. Rubio (bad pass; steal by J. Butler),,58,60
240,3,10:04.0,,N. Mirotić misses 2-pt layup from 1 ft,58,60
241,3,10:03.0,Defensive rebound by K. Garnett,,58,60
242,3,9:50.0,K. Towns misses 2-pt jump shot from 17 ft,,58,60
243,3,9:48.0,,Defensive rebound by P. Gasol,58,60
244,3,9:48.0,,Personal foul by K. Garnett (drawn by N. Mirotić),58,60
245,3,9:32.0,,P. Gasol misses 2-pt jump shot from 4 ft,58,60
246,3,9:32.0,,Offensive rebound by Team,58,60
247,3,9:29.0,,J. Butler misses 2-pt jump shot from 10 ft,58,60
248,3,9:28.0,Defensive rebound by K. Garnett,,58,60
249,3,9:21.0,Shooting foul by N. Mirotić (drawn by R. Rubio),,58,60
250,3,9:21.0,R. Rubio makes free throw 1 of 2,,59,60
251,3,9:21.0,,J. Noah enters the game for N. Mirotić,59,60
252,3,9:21.0,R. Rubio makes free throw 2 of 2,,60,60
253,3,9:21.0,Technical foul by K. Garnett,,60,60
254,3,9:21.0,,J. Butler misses technical free throw,60,60
255,3,9:21.0,,Offensive rebound by Team,60,60
256,3,9:21.0,Z. LaVine enters the game for R. Rubio,,60,60
257,3,9:07.0,,Offensive foul by D. Rose (drawn by K. Towns),60,60
258,3,9:07.0,,Turnover by D. Rose (offensive foul),60,60
259,3,8:52.0,A. Wiggins makes 2-pt jump shot from 12 ft,,62,60
260,3,8:33.0,,D. Rose misses 3-pt jump shot from 24 ft,62,60
261,3,8:32.0,,Offensive rebound by J. Noah,62,60
262,3,8:29.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by J. Noah),62,62
263,3,8:13.0,A. Wiggins misses 2-pt jump shot from 21 ft,,62,62
264,3,8:12.0,,Defensive rebound by D. McDermott,62,62
265,3,8:03.0,,J. Butler misses 3-pt jump shot from 23 ft,62,62
266,3,8:02.0,Defensive rebound by K. Garnett,,62,62
267,3,7:53.0,Z. LaVine makes 2-pt jump shot from 19 ft,,64,62
268,3,7:40.0,,J. Noah misses 2-pt layup from 1 ft (block by K. Towns),64,62
269,3,7:38.0,Defensive rebound by Z. LaVine,,64,62
270,3,7:33.0,Turnover by Z. LaVine (bad pass; steal by J. Noah),,64,62
271,3,7:33.0,,Personal foul by A. Wiggins (drawn by J. Noah),64,62
272,3,7:20.0,,Turnover by J. Noah (bad pass; steal by K. Towns),64,62
273,3,7:10.0,K. Towns makes 2-pt layup from 1 ft (assist by K. Garnett),,66,62
274,3,7:10.0,Shooting foul by D. McDermott (drawn by K. Towns),,66,62
275,3,7:10.0,R. Rubio enters the game for Z. LaVine,,66,62
276,3,7:10.0,N. Bjelica enters the game for K. Garnett,,66,62
277,3,7:10.0,K. Towns makes free throw 1 of 1,,67,62
278,3,7:00.0,,Personal foul by K. Towns (drawn by P. Gasol),67,62
279,3,6:50.0,,J. Butler makes 2-pt jump shot from 12 ft (assist by P. Gasol),67,64
280,3,6:38.0,Turnover by N. Bjelica (traveling),,67,64
281,3,6:23.0,,Turnover by J. Noah (3 sec),67,64
282,3,6:13.0,Shooting foul by J. Noah (drawn by A. Wiggins),,67,64
283,3,6:13.0,A. Wiggins misses free throw 1 of 2,,67,64
284,3,6:13.0,Offensive rebound by Team,,67,64
285,3,6:13.0,A. Wiggins makes free throw 2 of 2,,68,64
286,3,5:56.0,,J. Butler makes 2-pt layup from 2 ft,68,66
287,3,5:42.0,K. Towns misses 2-pt hook shot from 4 ft,,68,66
288,3,5:41.0,,Defensive rebound by J. Butler,68,66
289,3,5:28.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by J. Noah),68,69
290,3,5:07.0,N. Bjelica misses 3-pt jump shot from 25 ft,,68,69
291,3,5:05.0,Offensive rebound by K. Towns,,68,69
292,3,5:00.0,K. Towns makes 2-pt jump shot from 6 ft,,70,69
293,3,4:53.0,,P. Gasol misses 2-pt jump shot from 13 ft,70,69
294,3,4:52.0,Defensive rebound by R. Rubio,,70,69
295,3,4:33.0,K. Towns makes 2-pt hook shot from 3 ft (assist by R. Rubio),,72,69
296,3,4:32.0,,Chicago full timeout,72,69
297,3,4:32.0,S. Muhammad enters the game for T. Prince,,72,69
298,3,4:08.0,,P. Gasol misses 2-pt jump shot from 14 ft (block by K. Towns),72,69
299,3,4:07.0,Defensive rebound by N. Bjelica,,72,69
300,3,4:04.0,Turnover by R. Rubio (bad pass; steal by P. Gasol),,72,69
301,3,3:59.0,,Personal foul by R. Rubio (drawn by J. Butler),72,69
302,3,3:48.0,,J. Butler makes 2-pt layup from 1 ft (assist by P. Gasol),72,71
303,3,3:30.0,A. Wiggins misses 2-pt jump shot from 18 ft (block by J. Butler),,72,71
304,3,3:26.0,,Defensive rebound by J. Noah,72,71
305,3,3:17.0,,P. Gasol misses 2-pt layup at rim,72,71
306,3,3:16.0,,Offensive rebound by J. Noah,72,71
307,3,3:16.0,,J. Noah misses 2-pt layup from 1 ft,72,71
308,3,3:15.0,Defensive rebound by N. Bjelica,,72,71
309,3,3:00.0,K. Towns makes 2-pt layup at rim (assist by R. Rubio),,74,71
310,3,2:43.0,,D. Rose misses 2-pt jump shot from 18 ft,74,71
311,3,2:42.0,Defensive rebound by K. Towns,,74,71
312,3,2:28.0,N. Bjelica misses 3-pt jump shot from 25 ft,,74,71
313,3,2:28.0,,Defensive rebound by Team,74,71
314,3,2:28.0,Minnesota full timeout,,74,71
315,3,2:28.0,,E. Moore enters the game for D. Rose,74,71
316,3,2:28.0,Z. LaVine enters the game for K. Towns,,74,71
317,3,2:28.0,T. Prince enters the game for A. Wiggins,,74,71
318,3,2:28.0,G. Dieng enters the game for R. Rubio,,74,71
319,3,2:07.0,,E. Moore misses 2-pt jump shot from 9 ft,74,71
320,3,2:06.0,,Offensive rebound by J. Noah,74,71
321,3,2:06.0,,J. Noah misses 2-pt layup at rim,74,71
322,3,2:05.0,,Offensive rebound by J. Noah,74,71
323,3,2:05.0,,J. Noah makes 2-pt layup at rim,74,73
324,3,1:42.0,G. Dieng misses 2-pt jump shot from 9 ft (block by J. Noah),,74,73
325,3,1:40.0,,Defensive rebound by J. Butler,74,73
326,3,1:26.0,,Shooting foul by S. Muhammad (drawn by J. Butler),74,73
327,3,1:26.0,,J. Butler misses free throw 1 of 2,74,73
328,3,1:26.0,,Offensive rebound by Team,74,73
329,3,1:26.0,,T. Snell enters the game for D. McDermott,74,73
330,3,1:26.0,,J. Butler misses free throw 2 of 2,74,73
331,3,1:24.0,Defensive rebound by N. Bjelica,,74,73
332,3,1:12.0,T. Prince makes 2-pt jump shot from 20 ft (assist by Z. LaVine),,76,73
333,3,0:47.0,,T. Snell makes 2-pt jump shot from 4 ft (assist by E. Moore),76,75
334,3,0:37.0,Z. LaVine misses 2-pt jump shot from 18 ft,,76,75
335,3,0:37.0,,Defensive rebound by Team,76,75
336,3,0:37.0,Loose ball foul by G. Dieng (drawn by P. Gasol),,76,75
337,3,0:37.0,,P. Gasol makes free throw 1 of 2,76,76
338,3,0:37.0,,P. Gasol makes free throw 2 of 2,76,77
339,3,0:16.0,N. Bjelica misses 3-pt jump shot from 25 ft,,76,77
340,3,0:15.0,,Defensive rebound by J. Noah,76,77
341,3,0:05.0,,T. Snell misses 3-pt jump shot from 24 ft,76,77
342,3,0:04.0,Defensive rebound by G. Dieng,,76,77
343,3,0:02.0,,T. Gibson enters the game for P. Gasol,76,77
344,3,0:00.0,G. Dieng misses 2-pt jump shot from 15 ft,,76,77
345,3,0:00.0,,Defensive rebound by J. Butler,76,77
346,4,11:41.0,,T. Snell misses 2-pt jump shot from 19 ft,76,77
347,4,11:40.0,Defensive rebound by N. Bjelica,,76,77
348,4,11:23.0,N. Bjelica makes 2-pt layup from 2 ft (assist by Z. LaVine),,78,77
349,4,11:10.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by J. Noah),78,80
350,4,10:48.0,Z. LaVine misses 2-pt jump shot from 21 ft,,78,80
351,4,10:47.0,,Defensive rebound by J. Noah,78,80
352,4,10:41.0,,Personal foul by Z. LaVine (drawn by T. Gibson),78,80
353,4,10:31.0,,Turnover by T. Snell (bad pass; steal by G. Dieng),78,80
354,4,10:28.0,,Offensive charge foul by Z. LaVine (drawn by A. Brooks),78,80
355,4,10:28.0,Turnover by Z. LaVine (offensive foul),,78,80
356,4,10:14.0,,A. Brooks misses 3-pt jump shot from 24 ft,78,80
357,4,10:14.0,Defensive rebound by Team,,78,80
358,4,10:14.0,,Loose ball foul by T. Gibson (drawn by G. Dieng),78,80
359,4,9:59.0,Z. LaVine misses 2-pt layup at rim,,78,80
360,4,9:58.0,,Defensive rebound by J. Noah,78,80
361,4,9:49.0,,A. Brooks misses 2-pt jump shot from 6 ft,78,80
362,4,9:48.0,Defensive rebound by S. Muhammad,,78,80
363,4,9:45.0,Shooting foul by T. Gibson (drawn by S. Muhammad),,78,80
364,4,9:45.0,S. Muhammad makes free throw 1 of 2,,79,80
365,4,9:45.0,,N. Mirotić enters the game for J. Noah,79,80
366,4,9:45.0,S. Muhammad makes free throw 2 of 2,,80,80
367,4,9:29.0,,E. Moore misses 2-pt jump shot from 8 ft,80,80
368,4,9:28.0,Defensive rebound by N. Bjelica,,80,80
369,4,9:15.0,Turnover by S. Muhammad (offensive foul),,80,80
370,4,9:15.0,,Offensive charge foul by S. Muhammad (drawn by T. Snell),80,80
371,4,9:03.0,,A. Brooks makes 2-pt layup at rim,80,82
372,4,8:41.0,G. Dieng makes 2-pt layup from 1 ft (assist by Z. LaVine),,82,82
373,4,8:15.0,,E. Moore makes 2-pt jump shot from 6 ft,82,84
374,4,8:08.0,Minnesota full timeout,,82,84
375,4,8:08.0,R. Rubio enters the game for S. Muhammad,,82,84
376,4,8:08.0,A. Wiggins enters the game for Z. LaVine,,82,84
377,4,7:58.0,T. Prince misses 2-pt hook shot from 9 ft,,82,84
378,4,7:57.0,Offensive rebound by T. Prince,,82,84
379,4,7:57.0,Turnover by A. Wiggins (traveling),,82,84
380,4,7:46.0,,A. Brooks misses 3-pt jump shot from 24 ft,82,84
381,4,7:44.0,Defensive rebound by G. Dieng,,82,84
382,4,7:24.0,G. Dieng misses 2-pt jump shot from 6 ft,,82,84
383,4,7:23.0,,Defensive rebound by N. Mirotić,82,84
384,4,7:04.0,,A. Brooks makes 2-pt layup from 2 ft,82,86
