,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SACRAMENTO_ACTION,CLEVELAND_SCORE,SACRAMENTO_SCORE
29,1,7:58.0,K. Love misses 3-pt jump shot from 24 ft,,10,8
30,1,7:57.0,,Defensive rebound by Team,10,8
31,1,7:41.0,,R. Gay makes 2-pt layup from 2 ft (assist by D. Collison),10,10
32,1,7:26.0,K. Irving makes 2-pt jump shot from 9 ft,,12,10
33,1,7:11.0,,R. Gay misses 2-pt jump shot from 17 ft,12,10
34,1,7:10.0,Defensive rebound by L. James,,12,10
35,1,7:06.0,Shooting foul by R. Gay (drawn by K. Love),,12,10
36,1,7:06.0,K. Love makes free throw 1 of 2,,13,10
37,1,7:06.0,K. Love makes free throw 2 of 2,,14,10
38,1,6:48.0,,Turnover by D. Cousins (lost ball; steal by J. Smith),14,10
39,1,6:35.0,Turnover by K. Love (bad pass; steal by R. Gay),,14,10
40,1,6:30.0,,R. Rondo misses 2-pt layup from 2 ft,14,10
41,1,6:29.0,Defensive rebound by K. Love,,14,10
42,1,6:19.0,K. Irving misses 3-pt jump shot from 23 ft,,14,10
43,1,6:19.0,,Defensive rebound by D. Cousins,14,10
44,1,6:11.0,,Turnover by D. Cousins (bad pass; steal by K. Irving),14,10
45,1,6:02.0,Turnover by K. Love (bad pass; steal by D. Cousins),,14,10
46,1,5:56.0,,Q. Acy makes 2-pt dunk at rim (assist by R. Gay),14,12
47,1,5:56.0,Cleveland full timeout,,14,12
48,1,5:56.0,,W. Cauley-Stein enters the game for Q. Acy,14,12
49,1,5:42.0,T. Thompson misses 2-pt jump shot from 18 ft,,14,12
50,1,5:40.0,,Defensive rebound by R. Gay,14,12
51,1,5:37.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),14,14
52,1,5:22.0,I. Shumpert enters the game for J. Smith,,14,14
53,1,5:13.0,I. Shumpert misses 3-pt jump shot from 23 ft,,14,14
54,1,5:12.0,Offensive rebound by L. James,,14,14
55,1,5:08.0,L. James makes 2-pt jump shot from 10 ft,,16,14
56,1,4:52.0,,D. Collison misses 3-pt jump shot from 24 ft,16,14
57,1,4:52.0,Defensive rebound by T. Thompson,,16,14
58,1,4:41.0,L. James makes 2-pt jump shot from 15 ft,,18,14
59,1,4:30.0,,Shooting foul by I. Shumpert (drawn by D. Cousins),18,14
60,1,4:30.0,,D. Cousins makes free throw 1 of 2,18,15
61,1,4:30.0,,J. Anderson enters the game for R. Gay,18,15
62,1,4:30.0,,O. Casspi enters the game for D. Collison,18,15
63,1,4:30.0,,D. Cousins makes free throw 2 of 2,18,16
64,1,4:18.0,Personal foul by J. Anderson,,18,16
65,1,4:18.0,M. Dellavedova enters the game for K. Irving,,18,16
66,1,4:04.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by I. Shumpert),,21,16
67,1,3:50.0,,R. Rondo misses 2-pt jump shot from 21 ft,21,16
68,1,3:48.0,,Offensive rebound by D. Cousins,21,16
69,1,3:48.0,,D. Cousins makes 2-pt layup from 2 ft,21,18
70,1,3:35.0,K. Love misses 2-pt jump shot from 10 ft,,21,18
71,1,3:32.0,Offensive rebound by T. Thompson,,21,18
72,1,3:31.0,T. Thompson makes 2-pt jump shot from 4 ft,,23,18
73,1,3:13.0,,D. Cousins makes 2-pt jump shot from 20 ft (assist by R. Rondo),23,20
74,1,2:53.0,Personal foul by W. Cauley-Stein,,23,20
75,1,2:53.0,,Sacramento full timeout,23,20
76,1,2:47.0,M. Dellavedova misses 2-pt jump shot from 9 ft,,23,20
77,1,2:46.0,Offensive rebound by T. Thompson,,23,20
78,1,2:46.0,T. Thompson misses 2-pt layup at rim,,23,20
79,1,2:46.0,,Defensive rebound by Team,23,20
80,1,2:27.0,,Turnover by O. Casspi (lost ball; steal by K. Love),23,20
81,1,2:19.0,L. James misses 2-pt jump shot from 15 ft,,23,20
82,1,2:18.0,,Defensive rebound by O. Casspi,23,20
83,1,2:07.0,,D. Cousins misses 3-pt jump shot from 24 ft,23,20
84,1,2:07.0,Defensive rebound by K. Love,,23,20
85,1,1:48.0,K. Love makes 2-pt jump shot from 10 ft,,25,20
86,1,1:35.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by D. Cousins),25,22
87,1,1:14.0,I. Shumpert misses 2-pt jump shot from 7 ft,,25,22
88,1,1:14.0,Offensive rebound by T. Thompson,,25,22
89,1,1:13.0,Shooting foul by O. Casspi (drawn by T. Thompson),,25,22
90,1,1:13.0,T. Thompson makes free throw 1 of 2,,26,22
91,1,1:13.0,J. Smith enters the game for L. James,,26,22
92,1,1:13.0,R. Jefferson enters the game for K. Love,,26,22
93,1,1:13.0,,K. Koufos enters the game for D. Cousins,26,22
94,1,1:13.0,T. Thompson misses free throw 2 of 2,,26,22
95,1,1:12.0,,Defensive rebound by K. Koufos,26,22
96,1,0:59.0,,J. Anderson misses 3-pt jump shot from 24 ft,26,22
97,1,0:59.0,Defensive rebound by R. Jefferson,,26,22
98,1,0:42.0,T. Thompson makes 2-pt hook shot from 4 ft (assist by R. Jefferson),,28,22
99,1,0:34.0,,R. Rondo makes 3-pt jump shot from 24 ft,28,25
100,1,0:18.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,28,25
101,1,0:17.0,,Defensive rebound by W. Cauley-Stein,28,25
102,1,0:02.0,,R. Rondo misses 2-pt jump shot from 8 ft,28,25
103,1,0:02.0,Defensive rebound by I. Shumpert,,28,25
104,1,0:00.0,I. Shumpert misses 3-pt jump shot from 51 ft,,28,25
105,1,0:00.0,Offensive rebound by Team,,28,25
106,2,11:45.0,,R. Gay misses 2-pt jump shot from 20 ft,28,25
107,2,11:44.0,Defensive rebound by C. Frye,,28,25
108,2,11:31.0,J. Smith misses 3-pt jump shot from 25 ft,,28,25
109,2,11:30.0,,Defensive rebound by K. Koufos,28,25
110,2,11:17.0,,Shooting foul by C. Frye (drawn by K. Koufos),28,25
111,2,11:17.0,,K. Koufos misses free throw 1 of 2,28,25
112,2,11:17.0,,Offensive rebound by Team,28,25
113,2,11:17.0,K. Irving enters the game for M. Dellavedova,,28,25
114,2,11:17.0,,K. Koufos makes free throw 2 of 2,28,26
115,2,10:55.0,C. Frye makes 3-pt jump shot from 24 ft (assist by K. Irving),,31,26
116,2,10:40.0,,R. Gay makes 2-pt layup from 2 ft,31,28
117,2,10:25.0,R. Jefferson misses 3-pt jump shot from 23 ft,,31,28
118,2,10:25.0,,Defensive rebound by R. Gay,31,28
119,2,10:07.0,,R. Gay makes 3-pt jump shot from 24 ft,31,31
120,2,9:59.0,Personal foul by D. Collison,,31,31
121,2,9:48.0,Turnover by K. Irving (bad pass; steal by K. Koufos),,31,31
122,2,9:38.0,,D. Collison makes 2-pt layup from 3 ft,31,33
123,2,9:33.0,Cleveland full timeout,,31,33
124,2,9:21.0,K. Irving misses 3-pt jump shot from 22 ft,,31,33
125,2,9:19.0,,Defensive rebound by D. Collison,31,33
126,2,9:11.0,,K. Koufos makes 2-pt jump shot from 8 ft (assist by D. Collison),31,35
127,2,8:56.0,Shooting foul by K. Koufos (drawn by I. Shumpert),,31,35
128,2,8:56.0,I. Shumpert misses free throw 1 of 2,,31,35
129,2,8:56.0,Offensive rebound by Team,,31,35
130,2,8:56.0,,C. Butler enters the game for K. Koufos,31,35
131,2,8:56.0,I. Shumpert makes free throw 2 of 2,,32,35
132,2,8:32.0,,R. Gay makes 3-pt jump shot from 22 ft (assist by C. Butler),32,38
133,2,8:23.0,K. Irving makes 2-pt layup from 3 ft,,34,38
134,2,8:23.0,Shooting foul by W. Cauley-Stein (drawn by K. Irving),,34,38
135,2,8:23.0,K. Irving makes free throw 1 of 1,,35,38
136,2,8:05.0,,C. Butler makes 2-pt jump shot from 20 ft (assist by R. Gay),35,40
137,2,7:53.0,Shooting foul by W. Cauley-Stein (drawn by K. Irving),,35,40
138,2,7:53.0,K. Irving makes 2-pt layup from 2 ft,,37,40
139,2,7:53.0,T. Thompson enters the game for C. Frye,,37,40
140,2,7:53.0,,D. Cousins enters the game for W. Cauley-Stein,37,40
141,2,7:53.0,K. Irving makes free throw 1 of 1,,38,40
142,2,7:39.0,,O. Casspi makes 2-pt layup from 1 ft,38,42
143,2,7:29.0,J. Smith misses 2-pt layup from 2 ft,,38,42
144,2,7:27.0,,Defensive rebound by R. Gay,38,42
145,2,7:19.0,,O. Casspi misses 3-pt jump shot from 24 ft,38,42
146,2,7:19.0,Defensive rebound by Team,,38,42
147,2,7:19.0,M. Dellavedova enters the game for I. Shumpert,,38,42
148,2,6:56.0,R. Jefferson misses 3-pt jump shot from 24 ft,,38,42
149,2,6:55.0,,Defensive rebound by D. Cousins,38,42
150,2,6:45.0,,Shooting foul by R. Jefferson (drawn by C. Butler),38,42
151,2,6:45.0,,C. Butler makes free throw 1 of 2,38,43
152,2,6:45.0,L. James enters the game for R. Jefferson,,38,43
153,2,6:45.0,,C. Butler makes free throw 2 of 2,38,44
154,2,6:26.0,J. Smith misses 3-pt jump shot from 25 ft,,38,44
155,2,6:25.0,,Defensive rebound by D. Cousins,38,44
156,2,6:16.0,Violation by T. Thompson (def goaltending),,38,44
157,2,6:16.0,,O. Casspi makes 2-pt jump shot from 8 ft (assist by D. Collison),38,46
158,2,5:58.0,J. Smith makes 2-pt layup from 2 ft,,40,46
159,2,5:48.0,,Personal foul by J. Smith,40,46
160,2,5:48.0,Official timeout,,40,46
161,2,5:48.0,K. Love enters the game for K. Irving,,40,46
162,2,5:48.0,,R. Rondo enters the game for O. Casspi,40,46
163,2,5:36.0,,D. Collison misses 2-pt jump shot from 11 ft,40,46
164,2,5:36.0,Defensive rebound by T. Thompson,,40,46
165,2,5:13.0,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),,43,46
166,2,4:56.0,,Personal foul by M. Dellavedova,43,46
167,2,4:47.0,,Shooting foul by K. Love (drawn by R. Gay),43,46
168,2,4:47.0,,R. Gay makes free throw 1 of 2,43,47
169,2,4:47.0,,R. Gay makes free throw 2 of 2,43,48
170,2,4:33.0,K. Love misses 3-pt jump shot from 24 ft,,43,48
171,2,4:32.0,Offensive rebound by K. Love,,43,48
172,2,4:23.0,J. Smith makes 2-pt jump shot from 10 ft (assist by K. Love),,45,48
173,2,4:06.0,,D. Cousins misses 2-pt layup from 1 ft,45,48
174,2,4:05.0,Defensive rebound by K. Love,,45,48
175,2,4:03.0,Shooting foul by C. Butler (drawn by L. James),,45,48
176,2,4:03.0,L. James makes free throw 1 of 2,,46,48
177,2,4:03.0,L. James makes free throw 2 of 2,,47,48
178,2,3:40.0,,C. Butler makes 3-pt jump shot from 24 ft (assist by D. Collison),47,51
179,2,3:40.0,,Shooting foul by J. Smith (drawn by C. Butler),47,51
180,2,3:40.0,K. Irving enters the game for J. Smith,,47,51
181,2,3:40.0,,C. Butler misses free throw 1 of 1,47,51
182,2,3:40.0,Defensive rebound by K. Love,,47,51
183,2,3:26.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,47,51
184,2,3:25.0,,Defensive rebound by D. Collison,47,51
185,2,3:19.0,,R. Gay misses 2-pt layup from 3 ft,47,51
186,2,3:18.0,Defensive rebound by T. Thompson,,47,51
187,2,3:12.0,L. James misses 2-pt layup from 4 ft,,47,51
188,2,3:12.0,,Defensive rebound by Team,47,51
189,2,2:54.0,,C. Butler misses 2-pt jump shot from 20 ft,47,51
190,2,2:54.0,Defensive rebound by L. James,,47,51
191,2,2:39.0,Personal foul by C. Butler,,47,51
192,2,2:39.0,,Sacramento full timeout,47,51
193,2,2:39.0,,Q. Acy enters the game for C. Butler,47,51
194,2,2:39.0,K. Love makes free throw 1 of 2,,48,51
195,2,2:39.0,K. Love makes free throw 2 of 2,,49,51
196,2,2:25.0,,R. Rondo makes 2-pt layup from 2 ft,49,53
197,2,2:10.0,Shooting foul by Q. Acy (drawn by K. Irving),,49,53
198,2,2:10.0,K. Irving makes free throw 1 of 2,,50,53
199,2,2:10.0,K. Irving misses free throw 2 of 2,,50,53
200,2,2:09.0,,Defensive rebound by D. Cousins,50,53
201,2,1:55.0,,Personal foul by M. Dellavedova,50,53
202,2,1:55.0,,D. Cousins makes free throw 1 of 2,50,54
203,2,1:55.0,,D. Cousins makes free throw 2 of 2,50,55
204,2,1:38.0,K. Love misses 3-pt jump shot from 23 ft,,50,55
205,2,1:37.0,,Defensive rebound by Q. Acy,50,55
206,2,1:28.0,,D. Collison makes 2-pt layup from 2 ft (assist by R. Rondo),50,57
207,2,1:00.0,K. Irving misses 3-pt jump shot from 23 ft,,50,57
208,2,1:00.0,,Defensive rebound by R. Rondo,50,57
209,2,0:53.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by R. Gay),50,60
210,2,0:39.0,Shooting foul by D. Cousins (drawn by L. James),,50,60
211,2,0:39.0,L. James misses free throw 1 of 2,,50,60
212,2,0:39.0,Offensive rebound by Team,,50,60
213,2,0:39.0,I. Shumpert enters the game for M. Dellavedova,,50,60
214,2,0:39.0,L. James makes free throw 2 of 2,,51,60
215,2,0:29.0,,D. Cousins misses 3-pt jump shot from 24 ft,51,60
216,2,0:29.0,Defensive rebound by I. Shumpert,,51,60
217,2,0:10.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by L. James),,54,60
218,2,0:05.0,,Turnover by D. Cousins (offensive foul),54,60
219,2,0:05.0,,Offensive foul by D. Cousins (drawn by L. James),54,60
220,2,0:05.0,M. Dellavedova enters the game for T. Thompson,,54,60
221,2,0:05.0,,J. Anderson enters the game for D. Cousins,54,60
222,2,0:01.0,Turnover by L. James (lost ball),,54,60
223,3,11:46.0,,Q. Acy makes 2-pt dunk at rim,54,62
224,3,11:21.0,Turnover by L. James (bad pass; steal by R. Gay),,54,62
225,3,11:07.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by R. Rondo),54,65
226,3,11:07.0,Cleveland full timeout,,54,65
227,3,10:52.0,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),,57,65
228,3,10:35.0,,D. Collison misses 2-pt layup from 2 ft,57,65
229,3,10:34.0,Defensive rebound by K. Love,,57,65
230,3,10:18.0,L. James misses 2-pt jump shot from 21 ft,,57,65
231,3,10:17.0,,Defensive rebound by Q. Acy,57,65
232,3,9:54.0,,D. Cousins misses 3-pt jump shot from 24 ft,57,65
233,3,9:53.0,Defensive rebound by L. James,,57,65
234,3,9:40.0,K. Irving misses 3-pt jump shot from 26 ft,,57,65
235,3,9:39.0,Offensive rebound by J. Smith,,57,65
236,3,9:35.0,J. Smith makes 3-pt jump shot from 25 ft,,60,65
237,3,9:17.0,,Turnover by R. Gay (bad pass),60,65
238,3,9:08.0,Turnover by L. James (bad pass; steal by D. Cousins),,60,65
239,3,9:05.0,,Personal foul by T. Thompson,60,65
240,3,8:53.0,,D. Cousins misses 2-pt layup from 2 ft,60,65
241,3,8:52.0,Defensive rebound by T. Thompson,,60,65
242,3,8:50.0,Shooting foul by R. Gay (drawn by L. James),,60,65
243,3,8:50.0,L. James makes free throw 1 of 2,,61,65
244,3,8:50.0,L. James makes free throw 2 of 2,,62,65
245,3,8:35.0,,D. Cousins misses 2-pt layup from 2 ft,62,65
246,3,8:35.0,,Offensive rebound by Team,62,65
247,3,8:35.0,,Inbound foul by J. Smith,62,65
248,3,8:35.0,,D. Cousins misses free throw 1 of 2,62,65
249,3,8:35.0,,Offensive rebound by Team,62,65
250,3,8:35.0,,D. Cousins makes free throw 2 of 2,62,66
251,3,8:24.0,J. Smith misses 3-pt jump shot from 24 ft,,62,66
252,3,8:24.0,,Defensive rebound by D. Cousins,62,66
253,3,8:19.0,,Turnover by D. Cousins (bad pass; steal by T. Thompson),62,66
254,3,8:14.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,64,66
255,3,8:12.0,,Sacramento full timeout,64,66
256,3,8:02.0,,Shooting block foul by J. Smith (drawn by D. Cousins),64,66
257,3,8:02.0,,D. Cousins misses free throw 1 of 2,64,66
258,3,8:02.0,,Offensive rebound by Team,64,66
259,3,8:02.0,,D. Cousins makes free throw 2 of 2,64,67
260,3,7:50.0,Turnover by L. James (traveling),,64,67
261,3,7:34.0,,Q. Acy misses 3-pt jump shot from 23 ft,64,67
262,3,7:34.0,,Offensive rebound by Team,64,67
263,3,7:34.0,Loose ball foul by K. Love,,64,67
264,3,7:34.0,M. Dellavedova enters the game for J. Smith,,64,67
265,3,7:17.0,,D. Cousins misses 2-pt layup from 2 ft,64,67
266,3,7:17.0,,Offensive rebound by D. Cousins,64,67
267,3,7:17.0,,D. Cousins misses 2-pt layup from 2 ft,64,67
268,3,7:17.0,,Offensive rebound by Team,64,67
269,3,7:16.0,,Shooting foul by T. Thompson (drawn by D. Cousins),64,67
270,3,7:16.0,,D. Cousins misses free throw 1 of 2,64,67
271,3,7:16.0,,Offensive rebound by Team,64,67
272,3,7:16.0,,D. Cousins makes free throw 2 of 2,64,68
273,3,7:06.0,K. Irving misses 2-pt jump shot from 15 ft,,64,68
274,3,7:05.0,,Defensive rebound by Q. Acy,64,68
275,3,6:58.0,,Turnover by D. Collison (lost ball; steal by K. Love),64,68
276,3,6:51.0,L. James misses 3-pt jump shot from 23 ft,,64,68
277,3,6:49.0,Offensive rebound by T. Thompson,,64,68
278,3,6:47.0,Turnover by T. Thompson (bad pass; steal by D. Collison),,64,68
279,3,6:40.0,,R. Rondo misses 3-pt jump shot from 25 ft,64,68
280,3,6:39.0,Defensive rebound by K. Love,,64,68
281,3,6:39.0,,Loose ball foul by D. Cousins,64,68
282,3,6:16.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by K. Irving),,67,68
283,3,5:52.0,,D. Cousins makes 2-pt jump shot from 17 ft (assist by R. Rondo),67,70
284,3,5:45.0,K. Irving makes 2-pt layup from 2 ft (assist by L. James),,69,70
285,3,5:30.0,,D. Cousins makes 2-pt layup from 1 ft (assist by D. Collison),69,72
286,3,5:20.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,71,72
287,3,5:05.0,,D. Cousins makes 2-pt jump shot from 8 ft,71,74
288,3,4:54.0,L. James makes 2-pt layup from 2 ft,,73,74
289,3,4:31.0,,D. Collison misses 2-pt layup from 2 ft,73,74
290,3,4:29.0,Defensive rebound by K. Love,,73,74
291,3,4:28.0,L. James makes 2-pt jump shot from 7 ft,,75,74
292,3,4:28.0,Shooting foul by Q. Acy (drawn by L. James),,75,74
293,3,4:28.0,,W. Cauley-Stein enters the game for R. Gay,75,74
294,3,4:28.0,,J. Anderson enters the game for Q. Acy,75,74
295,3,4:28.0,,O. Casspi enters the game for D. Collison,75,74
296,3,4:28.0,L. James makes free throw 1 of 1,,76,74
297,3,4:09.0,,R. Rondo makes 2-pt jump shot from 8 ft,76,76
298,3,3:54.0,Turnover by K. Love (traveling),,76,76
299,3,3:29.0,,R. Rondo misses 3-pt jump shot from 26 ft,76,76
300,3,3:29.0,,Offensive rebound by Team,76,76
301,3,3:29.0,,Turnover by Team (shot clock),76,76
302,3,3:29.0,,K. Koufos enters the game for D. Cousins,76,76
303,3,3:18.0,L. James misses 2-pt hook shot from 6 ft,,76,76
304,3,3:17.0,Offensive rebound by T. Thompson,,76,76
305,3,3:17.0,T. Thompson makes 2-pt layup from 2 ft,,78,76
306,3,3:17.0,Shooting foul by W. Cauley-Stein (drawn by T. Thompson),,78,76
307,3,3:17.0,T. Thompson makes free throw 1 of 1,,79,76
308,3,2:58.0,,R. Rondo misses 2-pt jump shot from 4 ft (block by K. Love),79,76
309,3,2:56.0,Defensive rebound by K. Irving,,79,76
310,3,2:54.0,L. James makes 2-pt layup from 1 ft (assist by K. Irving),,81,76
311,3,2:53.0,,Sacramento full timeout,81,76
312,3,2:53.0,,R. Gay enters the game for W. Cauley-Stein,81,76
313,3,2:53.0,C. Frye enters the game for T. Thompson,,81,76
314,3,2:39.0,,R. Gay makes 2-pt jump shot from 14 ft (assist by R. Rondo),81,78
315,3,2:22.0,K. Irving misses 2-pt jump shot from 19 ft,,81,78
316,3,2:21.0,,Defensive rebound by J. Anderson,81,78
317,3,2:06.0,,O. Casspi makes 2-pt jump shot from 7 ft,81,80
318,3,1:54.0,Turnover by K. Irving (traveling),,81,80
319,3,1:49.0,I. Shumpert enters the game for L. James,,81,80
320,3,1:40.0,,R. Gay misses 2-pt layup at rim,81,80
321,3,1:38.0,Defensive rebound by K. Love,,81,80
322,3,1:31.0,Turnover by K. Love (traveling),,81,80
323,3,1:16.0,,R. Rondo misses 2-pt jump shot from 7 ft,81,80
324,3,1:15.0,Defensive rebound by I. Shumpert,,81,80
325,3,1:06.0,K. Irving makes 2-pt layup from 3 ft,,83,80
326,3,0:46.0,,O. Casspi makes 2-pt jump shot from 6 ft,83,82
327,3,0:30.0,K. Irving makes 3-pt jump shot from 26 ft (assist by K. Love),,86,82
328,3,0:13.0,,O. Casspi misses 2-pt jump shot from 6 ft,86,82
329,3,0:13.0,,Offensive rebound by K. Koufos,86,82
330,3,0:13.0,,K. Koufos makes 2-pt layup at rim,86,84
331,3,0:00.0,K. Irving makes 3-pt jump shot from 27 ft,,89,84
332,4,11:45.0,M. Dellavedova misses 2-pt jump shot from 10 ft,,89,84
333,4,11:44.0,,Defensive rebound by C. Butler,89,84
334,4,11:29.0,,O. Casspi makes 2-pt layup from 2 ft,89,86
335,4,11:00.0,C. Frye misses 3-pt jump shot from 24 ft,,89,86
336,4,11:00.0,,Defensive rebound by R. Gay,89,86
337,4,10:53.0,,D. Collison makes 2-pt jump shot from 5 ft,89,88
338,4,10:43.0,Personal foul by O. Casspi,,89,88
339,4,10:34.0,K. Irving makes 2-pt layup from 2 ft,,91,88
340,4,10:24.0,,D. Collison misses 2-pt jump shot from 16 ft,91,88
341,4,10:23.0,Defensive rebound by I. Shumpert,,91,88
342,4,10:22.0,Personal foul by D. Collison,,91,88
343,4,10:13.0,Shooting foul by C. Butler (drawn by R. Jefferson),,91,88
344,4,10:13.0,R. Jefferson makes free throw 1 of 2,,92,88
345,4,10:13.0,R. Jefferson misses free throw 2 of 2,,92,88
346,4,10:11.0,,Defensive rebound by K. Koufos,92,88
347,4,9:56.0,,Shooting foul by I. Shumpert (drawn by R. Gay),92,88
348,4,9:56.0,,R. Gay makes free throw 1 of 2,92,89
349,4,9:56.0,,R. Gay misses free throw 2 of 2,92,89
350,4,9:55.0,Defensive rebound by I. Shumpert,,92,89
351,4,9:41.0,K. Irving misses 3-pt jump shot from 28 ft,,92,89
352,4,9:40.0,,Defensive rebound by R. Gay,92,89
353,4,9:28.0,,O. Casspi makes 3-pt jump shot from 26 ft (assist by D. Collison),92,92
354,4,9:19.0,K. Irving misses 2-pt jump shot from 12 ft,,92,92
355,4,9:17.0,Offensive rebound by R. Jefferson,,92,92
356,4,9:13.0,C. Frye misses 3-pt jump shot from 25 ft,,92,92
357,4,9:13.0,,Defensive rebound by C. Butler,92,92
358,4,9:08.0,,D. Collison misses 2-pt layup from 2 ft,92,92
359,4,9:07.0,Defensive rebound by C. Frye,,92,92
360,4,8:57.0,K. Irving makes 2-pt layup from 3 ft (assist by M. Dellavedova),,94,92
361,4,8:57.0,Shooting foul by K. Koufos (drawn by K. Irving),,94,92
362,4,8:57.0,Official timeout,,94,92
363,4,8:57.0,,Technical foul by K. Koufos,94,92
364,4,8:57.0,,D. Cousins enters the game for K. Koufos,94,92
365,4,8:57.0,K. Irving makes technical free throw,,95,92
366,4,8:57.0,T. Thompson enters the game for C. Frye,,95,92
367,4,8:57.0,K. Irving makes free throw 1 of 1,,96,92
368,4,8:50.0,,Personal foul by R. Jefferson,96,92
369,4,8:50.0,L. James enters the game for K. Irving,,96,92
370,4,8:37.0,,Shooting foul by L. James (drawn by D. Cousins),96,92
371,4,8:37.0,,D. Cousins makes free throw 1 of 2,96,93
372,4,8:37.0,,D. Cousins makes free throw 2 of 2,96,94
373,4,8:15.0,Technical foul by Team,,96,94
374,4,8:15.0,,D. Collison makes technical free throw,96,95
375,4,8:13.0,L. James misses 3-pt jump shot from 33 ft,,96,95
376,4,8:13.0,Offensive rebound by Team,,96,95
377,4,8:13.0,Turnover by Team (shot clock),,96,95
378,4,8:08.0,,Shooting foul by T. Thompson (drawn by D. Cousins),96,95
379,4,8:08.0,,D. Cousins misses free throw 1 of 2,96,95
380,4,8:08.0,,Offensive rebound by Team,96,95
381,4,8:08.0,,D. Cousins makes free throw 2 of 2,96,96
382,4,7:53.0,Turnover by L. James (bad pass; steal by R. Gay),,96,96
383,4,7:49.0,,O. Casspi misses 2-pt jump shot from 4 ft,96,96
384,4,7:48.0,Defensive rebound by T. Thompson,,96,96
385,4,7:46.0,Turnover by T. Thompson (bad pass; steal by D. Collison),,96,96
386,4,7:42.0,,C. Butler misses 3-pt jump shot from 23 ft,96,96
387,4,7:41.0,Defensive rebound by L. James,,96,96
388,4,7:36.0,L. James makes 3-pt jump shot from 25 ft,,99,96
389,4,7:24.0,,D. Cousins misses 2-pt layup from 4 ft,99,96
390,4,7:24.0,Defensive rebound by T. Thompson,,99,96
391,4,7:24.0,Personal foul by D. Cousins,,99,96
392,4,7:24.0,,Technical foul by D. Cousins,99,96
393,4,7:24.0,M. Dellavedova makes technical free throw,,100,96
394,4,7:24.0,T. Thompson makes free throw 1 of 2,,101,96
395,4,7:24.0,K. Love enters the game for I. Shumpert,,101,96
396,4,7:24.0,K. Irving enters the game for M. Dellavedova,,101,96
397,4,7:24.0,J. Smith enters the game for R. Jefferson,,101,96
398,4,7:24.0,,R. Rondo enters the game for C. Butler,101,96
399,4,7:24.0,T. Thompson makes free throw 2 of 2,,102,96
400,4,7:08.0,,D. Cousins makes 2-pt hook shot from 6 ft,102,98
