,QUARTER,TIME_REMAINING,UTAH_ACTION,DALLAS_ACTION,UTAH_SCORE,DALLAS_SCORE
135,2,7:44.0,R. Hood misses 3-pt jump shot from 24 ft,,32,33
136,2,7:43.0,Offensive rebound by R. Gobert,,32,33
137,2,7:41.0,Offensive foul by R. Gobert (drawn by D. Nowitzki),,32,33
138,2,7:41.0,Turnover by R. Gobert (offensive foul),,32,33
139,2,7:41.0,G. Hayward enters the game for A. Burks,,32,33
140,2,7:41.0,,D. Williams enters the game for D. Nowitzki,32,33
141,2,7:41.0,,C. Villanueva enters the game for D. Powell,32,33
142,2,7:41.0,,Z. Pachulia enters the game for R. Felton,32,33
143,2,7:41.0,T. Booker enters the game for R. Gobert,,32,33
144,2,7:32.0,,Personal block foul by R. Neto,32,33
145,2,7:24.0,,Z. Pachulia makes 2-pt layup from 1 ft,32,35
146,2,7:10.0,Turnover by R. Neto (step out of bounds),,32,35
147,2,6:55.0,,C. Parsons misses 3-pt jump shot from 24 ft,32,35
148,2,6:54.0,Defensive rebound by T. Booker,,32,35
149,2,6:37.0,D. Favors misses 2-pt layup from 1 ft,,32,35
150,2,6:36.0,,Defensive rebound by C. Parsons,32,35
151,2,6:36.0,,Personal foul by D. Favors (drawn by Z. Pachulia),32,35
152,2,6:36.0,A. Burks enters the game for R. Neto,,32,35
153,2,6:22.0,,C. Villanueva misses 3-pt jump shot from 23 ft,32,35
154,2,6:21.0,Defensive rebound by D. Favors,,32,35
155,2,6:02.0,T. Booker misses 2-pt hook shot from 7 ft,,32,35
156,2,6:02.0,,Defensive rebound by Z. Pachulia,32,35
157,2,5:45.0,,Shooting foul by T. Booker (drawn by Z. Pachulia),32,35
158,2,5:45.0,Official timeout,,32,35
159,2,5:45.0,Technical foul by D. Favors,,32,35
160,2,5:45.0,C. Johnson enters the game for T. Booker,,32,35
161,2,5:45.0,,D. Williams makes technical free throw,32,36
162,2,5:45.0,,Z. Pachulia makes free throw 1 of 2,32,37
163,2,5:45.0,,Z. Pachulia makes free throw 2 of 2,32,38
164,2,5:28.0,A. Burks misses 2-pt jump shot from 18 ft,,32,38
165,2,5:27.0,Offensive rebound by D. Favors,,32,38
166,2,5:26.0,Personal foul by Z. Pachulia (drawn by D. Favors),,32,38
167,2,5:21.0,Shooting foul by D. Williams (drawn by R. Hood),,32,38
168,2,5:21.0,R. Hood makes free throw 1 of 2,,33,38
169,2,5:21.0,R. Hood misses free throw 2 of 2,,33,38
170,2,5:20.0,,Defensive rebound by Z. Pachulia,33,38
171,2,5:01.0,,Z. Pachulia misses 2-pt jump shot from 20 ft,33,38
172,2,5:00.0,Defensive rebound by A. Burks,,33,38
173,2,4:51.0,G. Hayward misses 2-pt jump shot from 8 ft,,33,38
174,2,4:50.0,Offensive rebound by D. Favors,,33,38
175,2,4:47.0,,D. Nowitzki enters the game for C. Villanueva,33,38
176,2,4:47.0,,W. Matthews enters the game for C. Parsons,33,38
177,2,4:42.0,R. Hood misses 3-pt jump shot from 24 ft,,33,38
178,2,4:40.0,Offensive rebound by G. Hayward,,33,38
179,2,4:38.0,Turnover by G. Hayward (lost ball; steal by D. Williams),,33,38
180,2,4:37.0,,Personal take foul by A. Burks (drawn by D. Williams),33,38
181,2,4:37.0,,D. Williams makes free throw 1 of 2,33,39
182,2,4:37.0,T. Burke enters the game for C. Johnson,,33,39
183,2,4:37.0,,D. Williams makes free throw 2 of 2,33,40
184,2,4:17.0,G. Hayward makes 2-pt jump shot from 12 ft (assist by D. Favors),,35,40
185,2,4:03.0,,J. Barea makes 2-pt jump shot from 10 ft,35,42
186,2,3:38.0,R. Hood misses 2-pt jump shot from 14 ft,,35,42
187,2,3:37.0,,Defensive rebound by D. Williams,35,42
188,2,3:16.0,,W. Matthews misses 3-pt jump shot from 22 ft,35,42
189,2,3:15.0,,Offensive rebound by Z. Pachulia,35,42
190,2,3:03.0,,W. Matthews makes 2-pt layup at rim (assist by Z. Pachulia),35,44
191,2,2:45.0,A. Burks misses 3-pt jump shot from 24 ft,,35,44
192,2,2:45.0,,Defensive rebound by Z. Pachulia,35,44
193,2,2:33.0,,Z. Pachulia makes 2-pt jump shot at rim (assist by D. Williams),35,46
194,2,2:33.0,Utah full timeout,,35,46
195,2,2:33.0,R. Gobert enters the game for T. Burke,,35,46
196,2,2:21.0,G. Hayward makes 2-pt jump shot from 14 ft,,37,46
197,2,2:21.0,Away from play foul by W. Matthews (drawn by R. Gobert),,37,46
198,2,2:21.0,R. Gobert makes free throw 1 of 1,,38,46
199,2,2:06.0,,J. Barea makes 2-pt jump shot from 11 ft,38,48
200,2,1:41.0,R. Hood misses 2-pt jump shot from 15 ft,,38,48
201,2,1:39.0,Offensive rebound by R. Gobert,,38,48
202,2,1:39.0,R. Gobert makes 2-pt layup at rim,,40,48
203,2,1:15.0,,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by J. Barea),40,50
204,2,1:05.0,A. Burks misses 2-pt jump shot from 5 ft,,40,50
205,2,1:03.0,,Defensive rebound by D. Williams,40,50
206,2,0:59.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Williams),40,53
207,2,0:43.0,D. Favors makes 2-pt jump shot from 3 ft (assist by R. Hood),,42,53
208,2,0:30.0,,D. Williams makes 3-pt jump shot from 24 ft,42,56
209,2,0:08.0,Shooting foul by D. Nowitzki (drawn by R. Gobert),,42,56
210,2,0:08.0,R. Gobert makes free throw 1 of 2,,43,56
211,2,0:08.0,R. Gobert misses free throw 2 of 2,,43,56
212,2,0:08.0,,Defensive rebound by Z. Pachulia,43,56
213,2,0:00.0,,D. Williams misses 2-pt jump shot from 16 ft (block by R. Gobert),43,56
214,2,0:00.0,,Offensive rebound by Team,43,56
215,3,11:39.0,D. Favors makes 2-pt layup from 1 ft,,45,56
216,3,11:23.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by Z. Pachulia),45,58
217,3,11:01.0,D. Favors makes 2-pt jump shot from 16 ft (assist by R. Hood),,47,58
218,3,10:43.0,,D. Williams misses 2-pt jump shot from 18 ft,47,58
219,3,10:42.0,Defensive rebound by R. Neto,,47,58
220,3,10:41.0,Personal foul by C. Parsons (drawn by R. Neto),,47,58
221,3,10:27.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,49,58
222,3,10:03.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Williams),49,61
223,3,9:48.0,R. Gobert misses 2-pt jump shot from 4 ft,,49,61
224,3,9:47.0,,Defensive rebound by D. Williams,49,61
225,3,9:41.0,,C. Parsons misses 3-pt jump shot from 24 ft,49,61
226,3,9:40.0,,Offensive rebound by Team,49,61
227,3,9:37.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Williams),49,64
228,3,9:18.0,D. Favors misses 2-pt jump shot from 16 ft,,49,64
229,3,9:17.0,,Defensive rebound by C. Parsons,49,64
230,3,9:10.0,,D. Williams makes 2-pt layup at rim,49,66
231,3,9:06.0,Offensive foul by R. Neto (drawn by D. Williams),,49,66
232,3,9:06.0,Turnover by R. Neto (offensive foul),,49,66
233,3,8:50.0,,Z. Pachulia misses 2-pt jump shot from 15 ft,49,66
234,3,8:49.0,Defensive rebound by Team,,49,66
235,3,8:39.0,G. Hayward misses 3-pt jump shot from 24 ft,,49,66
236,3,8:38.0,,Defensive rebound by Z. Pachulia,49,66
237,3,8:26.0,,Shooting foul by R. Hood (drawn by Z. Pachulia),49,66
238,3,8:26.0,,Z. Pachulia misses free throw 1 of 2,49,66
239,3,8:26.0,,Offensive rebound by Team,49,66
240,3,8:26.0,,Z. Pachulia makes free throw 2 of 2,49,67
241,3,8:08.0,R. Neto misses 3-pt jump shot from 22 ft,,49,67
242,3,8:06.0,,Defensive rebound by W. Matthews,49,67
243,3,7:57.0,,D. Williams makes 2-pt jump shot from 7 ft,49,69
244,3,7:39.0,D. Favors makes 2-pt layup from 1 ft,,51,69
245,3,7:25.0,,W. Matthews makes 2-pt jump shot from 11 ft,51,71
246,3,7:05.0,R. Neto makes 3-pt jump shot from 25 ft (assist by G. Hayward),,54,71
247,3,6:54.0,,C. Parsons makes 2-pt layup from 1 ft (assist by D. Nowitzki),54,73
248,3,6:41.0,Offensive foul by G. Hayward (drawn by D. Williams),,54,73
249,3,6:41.0,Turnover by G. Hayward (offensive foul),,54,73
250,3,6:41.0,,D. Powell enters the game for D. Nowitzki,54,73
251,3,6:41.0,,D. Harris enters the game for W. Matthews,54,73
252,3,6:33.0,,Personal block foul by R. Neto (drawn by D. Williams),54,73
253,3,6:33.0,T. Burke enters the game for R. Neto,,54,73
254,3,6:23.0,,Turnover by Z. Pachulia (lost ball; steal by G. Hayward),54,73
255,3,6:17.0,R. Hood makes 2-pt layup from 1 ft,,56,73
256,3,6:13.0,,Dallas full timeout,56,73
257,3,6:13.0,T. Booker enters the game for D. Favors,,56,73
258,3,6:08.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),56,76
259,3,5:56.0,Personal foul by D. Williams (drawn by G. Hayward),,56,76
260,3,5:45.0,R. Hood misses 3-pt jump shot from 23 ft,,56,76
261,3,5:43.0,Offensive rebound by T. Booker,,56,76
262,3,5:42.0,Offensive foul by T. Booker (drawn by D. Harris),,56,76
263,3,5:42.0,Turnover by T. Booker (offensive foul),,56,76
264,3,5:34.0,,Turnover by C. Parsons (bad pass; steal by R. Gobert),56,76
265,3,5:30.0,Personal take foul by Z. Pachulia (drawn by T. Burke),,56,76
266,3,5:25.0,Turnover by G. Hayward (lost ball; steal by D. Harris),,56,76
267,3,5:20.0,,D. Williams misses 3-pt jump shot from 24 ft,56,76
268,3,5:20.0,Defensive rebound by R. Gobert,,56,76
269,3,5:19.0,,Loose ball foul by D. Powell (drawn by R. Gobert),56,76
270,3,5:04.0,T. Burke makes 3-pt jump shot from 24 ft (assist by R. Gobert),,59,76
271,3,4:39.0,,Turnover by D. Williams (bad pass),59,76
272,3,4:22.0,Turnover by R. Hood (bad pass),,59,76
273,3,4:22.0,,W. Matthews enters the game for C. Parsons,59,76
274,3,4:14.0,,Personal foul by T. Burke (drawn by D. Harris),59,76
275,3,4:14.0,A. Burks enters the game for R. Hood,,59,76
276,3,3:58.0,,Z. Pachulia misses 2-pt jump shot from 1 ft,59,76
277,3,3:57.0,Defensive rebound by T. Booker,,59,76
278,3,3:45.0,T. Burke misses 3-pt jump shot from 24 ft,,59,76
279,3,3:45.0,Offensive rebound by R. Gobert,,59,76
280,3,3:45.0,,Loose ball foul by D. Powell (drawn by R. Gobert),59,76
281,3,3:45.0,R. Gobert makes free throw 1 of 2,,60,76
282,3,3:45.0,,D. Nowitzki enters the game for Z. Pachulia,60,76
283,3,3:45.0,R. Gobert makes free throw 2 of 2,,61,76
284,3,3:27.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,61,76
285,3,3:26.0,Defensive rebound by T. Burke,,61,76
286,3,3:09.0,Turnover by T. Burke (lost ball; steal by D. Harris),,61,76
287,3,3:01.0,,D. Harris misses 2-pt jump shot from 18 ft,61,76
288,3,3:00.0,Defensive rebound by G. Hayward,,61,76
289,3,2:55.0,T. Burke misses 2-pt jump shot from 10 ft,,61,76
290,3,2:54.0,,Defensive rebound by D. Powell,61,76
291,3,2:31.0,,W. Matthews misses 3-pt jump shot from 23 ft,61,76
292,3,2:30.0,Defensive rebound by R. Gobert,,61,76
293,3,2:26.0,Shooting foul by D. Nowitzki (drawn by A. Burks),,61,76
294,3,2:26.0,Utah full timeout,,61,76
295,3,2:26.0,,J. Barea enters the game for D. Williams,61,76
296,3,2:26.0,A. Burks makes free throw 1 of 2,,62,76
297,3,2:26.0,A. Burks makes free throw 2 of 2,,63,76
298,3,2:14.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by J. Barea),63,78
299,3,2:05.0,A. Burks misses 2-pt jump shot from 17 ft,,63,78
300,3,2:04.0,Offensive rebound by T. Booker,,63,78
301,3,2:04.0,T. Booker makes 2-pt dunk at rim,,65,78
302,3,1:40.0,,W. Matthews misses 3-pt jump shot from 23 ft,65,78
303,3,1:38.0,,Offensive rebound by Team,65,78
304,3,1:38.0,,Turnover by Team (shot clock),65,78
305,3,1:28.0,G. Hayward makes 2-pt jump shot from 16 ft,,67,78
306,3,1:12.0,,J. Barea misses 2-pt jump shot from 12 ft,67,78
307,3,1:10.0,,Offensive rebound by D. Powell,67,78
308,3,1:10.0,,D. Powell misses 2-pt jump shot from 2 ft,67,78
309,3,1:10.0,Defensive rebound by T. Burke,,67,78
310,3,1:07.0,G. Hayward makes 2-pt dunk at rim (assist by T. Burke),,69,78
311,3,0:49.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,69,78
312,3,0:48.0,Defensive rebound by T. Burke,,69,78
313,3,0:44.0,Shooting foul by D. Harris (drawn by A. Burks),,69,78
314,3,0:44.0,A. Burks makes free throw 1 of 2,,70,78
315,3,0:44.0,A. Burks makes free throw 2 of 2,,71,78
316,3,0:33.0,,J. Barea misses 2-pt jump shot from 17 ft,71,78
317,3,0:32.0,,Offensive rebound by D. Harris,71,78
318,3,0:09.0,,D. Harris misses 3-pt jump shot from 24 ft,71,78
319,3,0:08.0,,Offensive rebound by J. Barea,71,78
320,3,0:08.0,,J. Barea makes 2-pt layup from 1 ft,71,80
321,3,0:02.0,A. Burks misses 2-pt jump shot from 7 ft,,71,80
322,3,0:01.0,Offensive rebound by G. Hayward,,71,80
323,3,0:00.0,G. Hayward misses 2-pt jump shot from 8 ft (block by W. Matthews),,71,80
324,3,0:00.0,Offensive rebound by Team,,71,80
325,4,11:48.0,,Z. Pachulia makes 2-pt jump shot from 17 ft (assist by D. Powell),71,82
326,4,11:27.0,R. Hood misses 2-pt jump shot from 8 ft,,71,82
327,4,11:26.0,Offensive rebound by T. Booker,,71,82
328,4,11:08.0,A. Burks makes 2-pt layup at rim,,73,82
329,4,10:52.0,,J. Barea makes 2-pt layup from 2 ft,73,84
330,4,10:37.0,T. Burke makes 2-pt jump shot from 15 ft,,75,84
331,4,10:16.0,,J. Barea misses 2-pt jump shot from 14 ft,75,84
332,4,10:15.0,Defensive rebound by T. Booker,,75,84
333,4,10:06.0,Turnover by T. Burke (bad pass),,75,84
334,4,9:50.0,,D. Powell misses 2-pt jump shot from 19 ft,75,84
335,4,9:49.0,Defensive rebound by T. Burke,,75,84
336,4,9:35.0,R. Hood makes 2-pt jump shot from 6 ft,,77,84
337,4,9:19.0,,Personal block foul by A. Burks,77,84
338,4,9:19.0,D. Favors enters the game for R. Gobert,,77,84
339,4,9:19.0,,D. Nowitzki enters the game for D. Powell,77,84
340,4,9:19.0,,D. Williams enters the game for W. Matthews,77,84
341,4,9:10.0,,J. Barea misses 2-pt jump shot from 3 ft (block by A. Burks),77,84
342,4,9:09.0,Defensive rebound by D. Favors,,77,84
343,4,9:00.0,T. Booker misses 2-pt jump shot from 5 ft,,77,84
344,4,8:59.0,,Defensive rebound by Team,77,84
345,4,8:57.0,Official timeout,,77,84
346,4,8:57.0,,W. Matthews enters the game for D. Harris,77,84
347,4,8:41.0,,W. Matthews misses 3-pt jump shot from 24 ft,77,84
348,4,8:39.0,,Offensive rebound by Z. Pachulia,77,84
349,4,8:39.0,,Z. Pachulia misses 2-pt jump shot from 1 ft,77,84
350,4,8:38.0,,Offensive rebound by Z. Pachulia,77,84
351,4,8:29.0,,W. Matthews misses 3-pt jump shot from 23 ft,77,84
352,4,8:28.0,Defensive rebound by T. Burke,,77,84
353,4,8:07.0,A. Burks misses 2-pt jump shot from 19 ft,,77,84
354,4,8:06.0,,Defensive rebound by D. Williams,77,84
355,4,7:57.0,,Offensive foul by D. Nowitzki (drawn by A. Burks),77,84
356,4,7:57.0,,Turnover by D. Nowitzki (offensive foul),77,84
357,4,7:57.0,,R. Felton enters the game for W. Matthews,77,84
358,4,7:39.0,T. Burke misses 2-pt jump shot from 4 ft,,77,84
359,4,7:38.0,,Defensive rebound by D. Nowitzki,77,84
360,4,7:24.0,,Personal foul by T. Booker (drawn by D. Nowitzki),77,84
361,4,7:24.0,G. Hayward enters the game for A. Burks,,77,84
362,4,7:24.0,R. Gobert enters the game for T. Booker,,77,84
363,4,7:16.0,,Turnover by D. Williams (bad pass; steal by R. Hood),77,84
364,4,7:12.0,R. Hood makes 2-pt dunk at rim,,79,84
365,4,6:47.0,,J. Barea misses 3-pt jump shot from 24 ft,79,84
366,4,6:46.0,Defensive rebound by T. Burke,,79,84
367,4,6:38.0,Turnover by D. Favors (lost ball; steal by Z. Pachulia),,79,84
368,4,6:34.0,,Personal block foul by T. Burke (drawn by D. Williams),79,84
369,4,6:26.0,,Z. Pachulia makes 2-pt dunk at rim (assist by D. Williams),79,86
370,4,5:59.0,Turnover by R. Hood (bad pass; steal by D. Nowitzki),,79,86
371,4,5:51.0,Violation by D. Favors (def goaltending),,79,86
372,4,5:51.0,,J. Barea makes 2-pt layup from 1 ft,79,88
373,4,5:51.0,Utah full timeout,,79,88
374,4,5:51.0,,D. Powell enters the game for D. Nowitzki,79,88
375,4,5:51.0,A. Burks enters the game for T. Burke,,79,88
376,4,5:33.0,D. Favors makes 2-pt layup from 2 ft (assist by G. Hayward),,81,88
377,4,5:13.0,,D. Powell misses 2-pt jump shot from 18 ft,81,88
378,4,5:12.0,Defensive rebound by R. Gobert,,81,88
379,4,5:00.0,Shooting block foul by D. Powell (drawn by G. Hayward),,81,88
380,4,5:00.0,G. Hayward misses free throw 1 of 2,,81,88
381,4,5:00.0,Offensive rebound by Team,,81,88
382,4,5:00.0,G. Hayward makes free throw 2 of 2,,82,88
383,4,4:50.0,,D. Williams misses 2-pt jump shot from 21 ft,82,88
384,4,4:48.0,Defensive rebound by A. Burks,,82,88
385,4,4:37.0,D. Favors misses 2-pt hook shot from 5 ft,,82,88
386,4,4:36.0,Offensive rebound by R. Gobert,,82,88
387,4,4:26.0,G. Hayward misses 2-pt jump shot from 13 ft,,82,88
388,4,4:25.0,,Defensive rebound by J. Barea,82,88
389,4,4:21.0,,Turnover by J. Barea (bad pass),82,88
