,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SACRAMENTO_ACTION,BROOKLYN_SCORE,SACRAMENTO_SCORE
379,4,8:29.0,B. Lopez enters the game for A. Bargnani,,87,89
380,4,8:29.0,T. Young enters the game for W. Ellington,,87,89
381,4,8:18.0,Violation by B. Lopez (kicked ball),,87,89
382,4,8:15.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by D. Cousins),87,91
383,4,8:15.0,,Shooting foul by B. Bogdanović (drawn by M. Belinelli),87,91
384,4,8:15.0,,M. Belinelli makes free throw 1 of 1,87,92
385,4,7:53.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,87,92
386,4,7:52.0,Offensive rebound by B. Lopez,,87,92
387,4,7:50.0,B. Lopez makes 2-pt layup from 2 ft,,89,92
388,4,7:28.0,Offensive charge foul by D. Cousins (drawn by T. Young),,89,92
389,4,7:28.0,,Turnover by D. Cousins (offensive foul),89,92
390,4,7:14.0,Turnover by B. Lopez (lost ball; steal by B. McLemore),,89,92
391,4,7:07.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by B. McLemore),89,95
392,4,7:07.0,Brooklyn full timeout,,89,95
393,4,6:48.0,Turnover by B. Lopez (offensive foul),,89,95
394,4,6:48.0,Offensive foul by B. Lopez (drawn by B. McLemore),,89,95
395,4,6:33.0,,D. Cousins makes 2-pt jump shot from 10 ft,89,97
396,4,6:17.0,J. Johnson misses 3-pt jump shot from 23 ft,,89,97
397,4,6:16.0,,Defensive rebound by D. Cousins,89,97
398,4,5:54.0,,R. Rondo misses 2-pt jump shot from 19 ft,89,97
399,4,5:54.0,Defensive rebound by J. Johnson,,89,97
400,4,5:42.0,J. Johnson makes 2-pt jump shot from 14 ft,,91,97
401,4,5:24.0,Violation by J. Jack (kicked ball),,91,97
402,4,5:19.0,,M. Belinelli misses 3-pt jump shot from 26 ft,91,97
403,4,5:18.0,Defensive rebound by T. Young,,91,97
404,4,5:01.0,Turnover by B. Bogdanović (lost ball; steal by M. Belinelli),,91,97
405,4,4:49.0,,D. Cousins misses 2-pt layup from 4 ft,91,97
406,4,4:48.0,Defensive rebound by T. Young,,91,97
407,4,4:28.0,Shooting block foul by D. Cousins (drawn by J. Jack),,91,97
408,4,4:28.0,J. Jack makes free throw 1 of 2,,92,97
409,4,4:28.0,J. Jack makes free throw 2 of 2,,93,97
410,4,4:13.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Rondo),93,100
411,4,4:00.0,,Offensive charge foul by T. Young (drawn by Q. Acy),93,100
412,4,4:00.0,Turnover by T. Young (offensive foul),,93,100
413,4,4:00.0,,Sacramento full timeout,93,100
414,4,3:49.0,,D. Cousins misses 2-pt hook shot from 5 ft,93,100
415,4,3:48.0,,Offensive rebound by D. Cousins,93,100
416,4,3:46.0,,D. Cousins makes 2-pt hook shot from 5 ft,93,102
417,4,3:34.0,Personal foul by B. McLemore (drawn by J. Johnson),,93,102
418,4,3:24.0,J. Johnson makes 2-pt jump shot from 8 ft,,95,102
419,4,3:24.0,Shooting foul by M. Belinelli (drawn by J. Johnson),,95,102
420,4,3:24.0,J. Johnson misses free throw 1 of 1,,95,102
421,4,3:23.0,,Defensive rebound by D. Cousins,95,102
422,4,3:08.0,,D. Cousins makes 2-pt jump shot from 21 ft (assist by R. Rondo),95,104
423,4,2:52.0,J. Johnson makes 3-pt jump shot from 27 ft (assist by J. Jack),,98,104
424,4,2:37.0,,R. Rondo misses 2-pt jump shot from 6 ft,98,104
425,4,2:36.0,Defensive rebound by T. Young,,98,104
426,4,2:28.0,J. Johnson misses 3-pt jump shot from 24 ft,,98,104
427,4,2:25.0,Offensive rebound by Team,,98,104
428,4,2:15.0,Turnover by J. Johnson (traveling),,98,104
429,4,2:03.0,,B. McLemore misses 2-pt jump shot from 17 ft,98,104
430,4,2:03.0,Defensive rebound by B. Bogdanović,,98,104
431,4,1:48.0,T. Young makes 2-pt jump shot from 7 ft,,100,104
432,4,1:34.0,,D. Cousins makes 2-pt jump shot from 2 ft (assist by R. Rondo),100,106
433,4,1:34.0,,Shooting foul by B. Lopez (drawn by D. Cousins),100,106
434,4,1:34.0,,D. Cousins makes free throw 1 of 1,100,107
435,4,1:22.0,J. Jack misses 3-pt jump shot from 24 ft,,100,107
436,4,1:21.0,Offensive rebound by B. Lopez,,100,107
437,4,1:18.0,Turnover by B. Lopez (bad pass; steal by M. Belinelli),,100,107
438,4,0:56.0,,R. Rondo misses 2-pt jump shot from 19 ft,100,107
439,4,0:56.0,Defensive rebound by J. Johnson,,100,107
440,4,0:49.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,100,107
441,4,0:48.0,Offensive rebound by B. Lopez,,100,107
442,4,0:44.0,Shooting foul by D. Cousins (drawn by B. Lopez),,100,107
443,4,0:44.0,,K. Koufos enters the game for D. Cousins,100,107
444,4,0:44.0,B. Lopez misses free throw 1 of 2,,100,107
445,4,0:44.0,Offensive rebound by Team,,100,107
446,4,0:44.0,B. Lopez makes free throw 2 of 2,,101,107
447,4,0:40.0,,Personal take foul by B. Bogdanović (drawn by R. Rondo),101,107
448,4,0:40.0,,R. Rondo misses free throw 1 of 2,101,107
449,4,0:40.0,,Offensive rebound by Team,101,107
450,4,0:40.0,W. Ellington enters the game for T. Young,,101,107
451,4,0:40.0,,R. Rondo makes free throw 2 of 2,101,108
452,4,0:33.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Jack),,104,108
453,4,0:25.0,,Personal take foul by W. Ellington (drawn by Q. Acy),104,108
454,4,0:25.0,,Q. Acy misses free throw 1 of 2,104,108
455,4,0:25.0,,Offensive rebound by Team,104,108
456,4,0:25.0,T. Robinson enters the game for W. Ellington,,104,108
457,4,0:25.0,,Q. Acy makes free throw 2 of 2,104,109
458,4,0:25.0,Brooklyn full timeout,,104,109
459,4,0:25.0,W. Ellington enters the game for T. Robinson,,104,109
460,4,0:22.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by W. Ellington),,107,109
461,4,0:22.0,,Sacramento full timeout,107,109
462,4,0:22.0,,S. Curry enters the game for K. Koufos,107,109
463,4,0:22.0,,C. Butler enters the game for Q. Acy,107,109
464,4,0:22.0,R. Hollis-Jefferson enters the game for B. Lopez,,107,109
465,4,0:15.0,,Personal foul by J. Jack (drawn by B. McLemore),107,109
466,4,0:15.0,,B. McLemore makes free throw 1 of 2,107,110
467,4,0:15.0,,K. Koufos enters the game for S. Curry,107,110
468,4,0:15.0,B. Lopez enters the game for R. Hollis-Jefferson,,107,110
469,4,0:15.0,T. Robinson enters the game for W. Ellington,,107,110
470,4,0:15.0,,B. McLemore makes free throw 2 of 2,107,111
471,4,0:15.0,Brooklyn full timeout,,107,111
472,4,0:15.0,,Q. Acy enters the game for C. Butler,107,111
473,4,0:15.0,W. Ellington enters the game for T. Robinson,,107,111
474,4,0:11.0,J. Johnson misses 3-pt jump shot from 26 ft,,107,111
475,4,0:11.0,,Defensive rebound by R. Rondo,107,111
476,4,0:11.0,,Personal take foul by B. Bogdanović (drawn by R. Rondo),107,111
477,4,0:11.0,,R. Rondo misses free throw 1 of 2,107,111
478,4,0:11.0,,Offensive rebound by Team,107,111
479,4,0:11.0,,C. Butler enters the game for K. Koufos,107,111
480,4,0:11.0,,R. Rondo misses free throw 2 of 2,107,111
481,4,0:09.0,Defensive rebound by B. Lopez,,107,111
482,4,0:02.0,B. Bogdanović makes 2-pt jump shot from 22 ft (assist by J. Jack),,109,111
483,4,0:02.0,,Sacramento full timeout,109,111
484,4,0:02.0,,O. Casspi enters the game for Q. Acy,109,111
485,4,0:02.0,S. Larkin enters the game for B. Lopez,,109,111
486,4,0:02.0,R. Hollis-Jefferson enters the game for W. Ellington,,109,111
487,4,0:02.0,,Turnover by R. Rondo (step out of bounds),109,111
488,4,0:02.0,,K. Koufos enters the game for C. Butler,109,111
489,4,0:02.0,B. Lopez enters the game for R. Hollis-Jefferson,,109,111
490,4,0:02.0,W. Ellington enters the game for S. Larkin,,109,111
491,4,0:01.0,,W. Cauley-Stein enters the game for O. Casspi,109,111
492,4,0:00.0,Turnover by W. Ellington (bad pass; steal by R. Rondo),,109,111
