,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,NEW YORK_ACTION,CHARLOTTE_SCORE,NEW YORK_SCORE
97,1,0:59.0,,L. Thomas enters the game for C. Anthony,17,24
98,1,0:47.0,S. Hawes misses 2-pt jump shot from 10 ft,,17,24
99,1,0:46.0,,Defensive rebound by K. Séraphin,17,24
100,1,0:43.0,,Shooting foul by F. Kaminsky (drawn by D. Williams),17,24
101,1,0:43.0,,D. Williams makes free throw 1 of 2,17,25
102,1,0:43.0,,D. Williams makes free throw 2 of 2,17,26
103,1,0:36.0,Shooting foul by D. Williams (drawn by J. Lin),,17,26
104,1,0:36.0,J. Lin makes free throw 1 of 2,,18,26
105,1,0:36.0,J. Lin makes free throw 2 of 2,,19,26
106,1,0:31.0,,Offensive foul by K. Séraphin (drawn by J. Lin),19,26
107,1,0:31.0,,Turnover by K. Séraphin (offensive foul),19,26
108,1,0:13.0,J. Lin makes 2-pt jump shot from 4 ft,,21,26
109,1,0:03.0,,Turnover by K. Séraphin (traveling),21,26
110,1,0:00.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,21,26
111,1,0:00.0,Offensive rebound by Team,,21,26
112,2,11:44.0,J. Lamb makes 2-pt jump shot from 19 ft (assist by F. Kaminsky),,23,26
113,2,11:30.0,,D. Williams makes 2-pt jump shot from 10 ft (assist by K. Séraphin),23,28
114,2,11:14.0,J. Lin misses 2-pt layup from 2 ft (block by D. Williams),,23,28
115,2,11:13.0,Offensive rebound by S. Hawes,,23,28
116,2,11:07.0,M. Williams misses 3-pt jump shot from 25 ft,,23,28
117,2,11:07.0,Offensive rebound by F. Kaminsky,,23,28
118,2,11:06.0,F. Kaminsky makes 2-pt layup from 1 ft,,25,28
119,2,10:45.0,,L. Galloway misses 2-pt jump shot from 21 ft,25,28
120,2,10:44.0,Defensive rebound by M. Williams,,25,28
121,2,10:29.0,S. Hawes makes 3-pt jump shot from 24 ft (assist by J. Lin),,28,28
122,2,10:13.0,,L. Thomas misses 2-pt jump shot from 15 ft,28,28
123,2,10:13.0,,Offensive rebound by K. Séraphin,28,28
124,2,10:11.0,,K. Séraphin misses 2-pt layup at rim (block by F. Kaminsky),28,28
125,2,10:10.0,Defensive rebound by J. Lamb,,28,28
126,2,9:57.0,J. Lamb misses 3-pt jump shot from 25 ft,,28,28
127,2,9:57.0,Offensive rebound by S. Hawes,,28,28
128,2,9:55.0,S. Hawes misses 2-pt layup at rim,,28,28
129,2,9:53.0,,Defensive rebound by L. Galloway,28,28
130,2,9:49.0,,D. Williams misses 2-pt layup from 1 ft (block by M. Williams),28,28
131,2,9:44.0,Defensive rebound by J. Lamb,,28,28
132,2,9:35.0,J. Lamb makes 2-pt jump shot from 3 ft,,30,28
133,2,9:17.0,,K. Séraphin misses 2-pt jump shot from 9 ft (block by S. Hawes),30,28
134,2,9:16.0,Defensive rebound by S. Hawes,,30,28
135,2,9:04.0,S. Hawes makes 3-pt jump shot from 25 ft (assist by J. Lamb),,33,28
136,2,8:50.0,,Shooting foul by J. Lin (drawn by J. Grant),33,28
137,2,8:50.0,Official timeout,,33,28
138,2,8:50.0,,L. Amundson enters the game for K. Séraphin,33,28
139,2,8:50.0,,J. Grant makes free throw 1 of 2,33,29
140,2,8:50.0,,J. Grant makes free throw 2 of 2,33,30
141,2,8:36.0,J. Lamb makes 2-pt layup at rim (assist by J. Lin),,35,30
142,2,8:21.0,,J. Grant misses 2-pt jump shot from 9 ft,35,30
143,2,8:21.0,Defensive rebound by F. Kaminsky,,35,30
144,2,8:16.0,Personal foul by L. Amundson,,35,30
145,2,8:16.0,,S. Vujačić enters the game for J. Grant,35,30
146,2,8:16.0,,J. Calderón enters the game for L. Galloway,35,30
147,2,8:09.0,Shooting foul by L. Amundson (drawn by J. Lin),,35,30
148,2,8:09.0,J. Lin makes free throw 1 of 2,,36,30
149,2,8:09.0,J. Lin misses free throw 2 of 2,,36,30
150,2,8:07.0,Offensive rebound by J. Lin,,36,30
151,2,7:59.0,Turnover by S. Hawes (lost ball; steal by S. Vujačić),,36,30
152,2,7:48.0,,S. Vujačić misses 3-pt jump shot from 24 ft,36,30
153,2,7:47.0,Defensive rebound by S. Hawes,,36,30
154,2,7:40.0,J. Lin makes 2-pt layup from 1 ft,,38,30
155,2,7:17.0,,D. Williams misses 2-pt jump shot from 4 ft (block by F. Kaminsky),38,30
156,2,7:17.0,,Offensive rebound by Team,38,30
157,2,7:17.0,,K. Porziņģis enters the game for D. Williams,38,30
158,2,7:17.0,,C. Anthony enters the game for L. Thomas,38,30
159,2,7:15.0,,Turnover by Team (shot clock),38,30
160,2,7:03.0,S. Hawes misses 3-pt jump shot from 26 ft,,38,30
161,2,7:03.0,,Defensive rebound by J. Calderón,38,30
162,2,6:53.0,,C. Anthony misses 3-pt jump shot from 23 ft,38,30
163,2,6:52.0,Defensive rebound by J. Lin,,38,30
164,2,6:43.0,S. Hawes misses 2-pt jump shot from 5 ft,,38,30
165,2,6:42.0,,Defensive rebound by C. Anthony,38,30
166,2,6:25.0,,J. Calderón misses 2-pt jump shot from 19 ft,38,30
167,2,6:24.0,,Offensive rebound by Team,38,30
168,2,6:24.0,,R. Lopez enters the game for L. Amundson,38,30
169,2,6:24.0,K. Walker enters the game for J. Lamb,,38,30
170,2,6:24.0,A. Jefferson enters the game for S. Hawes,,38,30
171,2,6:19.0,,K. Porziņģis makes 2-pt jump shot from 18 ft,38,32
172,2,6:02.0,A. Jefferson makes 2-pt layup from 1 ft (assist by J. Lin),,40,32
173,2,5:46.0,,K. Porziņģis misses 2-pt jump shot from 11 ft,40,32
174,2,5:46.0,Defensive rebound by A. Jefferson,,40,32
175,2,5:35.0,J. Lin misses 3-pt jump shot from 26 ft,,40,32
176,2,5:34.0,,Defensive rebound by K. Porziņģis,40,32
177,2,5:30.0,,Personal foul by M. Williams (drawn by C. Anthony),40,32
178,2,5:30.0,,New York full timeout,40,32
179,2,5:30.0,N. Batum enters the game for M. Williams,,40,32
180,2,5:30.0,,A. Afflalo enters the game for S. Vujačić,40,32
181,2,5:21.0,Violation by F. Kaminsky (kicked ball),,40,32
182,2,5:16.0,,Turnover by J. Calderón (bad pass; steal by A. Jefferson),40,32
183,2,5:02.0,Shooting foul by R. Lopez (drawn by A. Jefferson),,40,32
184,2,5:02.0,A. Jefferson misses free throw 1 of 2,,40,32
185,2,5:02.0,Offensive rebound by Team,,40,32
186,2,5:02.0,A. Jefferson misses free throw 2 of 2,,40,32
187,2,5:01.0,,Defensive rebound by R. Lopez,40,32
188,2,4:42.0,,K. Porziņģis misses 2-pt jump shot from 7 ft (block by A. Jefferson),40,32
189,2,4:41.0,,Offensive rebound by Team,40,32
190,2,4:41.0,,Inbound foul by N. Batum,40,32
191,2,4:41.0,,C. Anthony makes free throw 1 of 2,40,33
192,2,4:41.0,,C. Anthony misses free throw 2 of 2,40,33
193,2,4:40.0,Defensive rebound by A. Jefferson,,40,33
194,2,4:28.0,Shooting foul by K. Porziņģis (drawn by K. Walker),,40,33
195,2,4:28.0,K. Walker misses free throw 1 of 2,,40,33
196,2,4:28.0,Offensive rebound by Team,,40,33
197,2,4:28.0,K. Walker makes free throw 2 of 2,,41,33
198,2,4:07.0,,R. Lopez makes 2-pt layup from 2 ft (assist by J. Calderón),41,35
199,2,3:51.0,K. Walker makes 2-pt jump shot from 20 ft (assist by A. Jefferson),,43,35
200,2,3:39.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by C. Anthony),43,38
201,2,3:25.0,K. Walker misses 2-pt jump shot from 20 ft,,43,38
202,2,3:24.0,,Defensive rebound by C. Anthony,43,38
203,2,3:16.0,,Turnover by K. Porziņģis (lost ball; steal by K. Walker),43,38
204,2,3:05.0,Personal foul by J. Calderón (drawn by K. Walker),,43,38
205,2,3:05.0,K. Walker misses free throw 1 of 2,,43,38
206,2,3:05.0,Offensive rebound by Team,,43,38
207,2,3:05.0,K. Walker makes free throw 2 of 2,,44,38
208,2,2:43.0,,C. Anthony misses 2-pt layup from 1 ft,44,38
209,2,2:43.0,Defensive rebound by F. Kaminsky,,44,38
210,2,2:34.0,J. Lin makes 2-pt jump shot from 15 ft,,46,38
211,2,2:17.0,,C. Anthony makes 2-pt layup from 2 ft,46,40
212,2,2:12.0,Shooting foul by R. Lopez (drawn by J. Lin),,46,40
213,2,2:12.0,Charlotte full timeout,,46,40
214,2,2:12.0,,K. Séraphin enters the game for R. Lopez,46,40
215,2,2:12.0,J. Lin makes free throw 1 of 2,,47,40
216,2,2:12.0,J. Lin makes free throw 2 of 2,,48,40
217,2,2:00.0,,K. Porziņģis makes 2-pt layup from 1 ft (assist by C. Anthony),48,42
218,2,1:41.0,A. Jefferson misses 2-pt jump shot from 6 ft,,48,42
219,2,1:40.0,,Defensive rebound by K. Porziņģis,48,42
220,2,1:32.0,,Shooting foul by F. Kaminsky (drawn by K. Porziņģis),48,42
221,2,1:32.0,,K. Porziņģis makes free throw 1 of 2,48,43
222,2,1:32.0,,L. Galloway enters the game for J. Calderón,48,43
223,2,1:32.0,M. Williams enters the game for F. Kaminsky,,48,43
224,2,1:32.0,,K. Porziņģis makes free throw 2 of 2,48,44
225,2,1:11.0,M. Williams misses 3-pt jump shot from 25 ft,,48,44
226,2,1:08.0,,Defensive rebound by C. Anthony,48,44
227,2,1:00.0,,K. Séraphin makes 2-pt jump shot from 6 ft (assist by A. Afflalo),48,46
228,2,0:43.0,A. Jefferson misses 2-pt layup from 2 ft (block by K. Séraphin),,48,46
229,2,0:42.0,,Defensive rebound by K. Séraphin,48,46
230,2,0:41.0,,Offensive foul by L. Galloway (drawn by K. Walker),48,46
231,2,0:41.0,,Turnover by L. Galloway (offensive foul),48,46
232,2,0:32.0,K. Walker misses 3-pt jump shot from 24 ft,,48,46
233,2,0:31.0,,Defensive rebound by Team,48,46
234,2,0:29.0,,New York full timeout,48,46
235,2,0:12.0,,C. Anthony misses 2-pt layup from 1 ft,48,46
236,2,0:11.0,,Offensive rebound by C. Anthony,48,46
237,2,0:09.0,,Turnover by C. Anthony (lost ball; steal by K. Walker),48,46
238,2,0:03.0,J. Lin misses 3-pt jump shot from 25 ft,,48,46
239,2,0:02.0,,Defensive rebound by K. Porziņģis,48,46
240,3,11:47.0,N. Batum misses 2-pt jump shot from 20 ft,,48,46
241,3,11:47.0,,Defensive rebound by A. Afflalo,48,46
242,3,11:28.0,,K. Porziņģis misses 2-pt layup at rim,48,46
243,3,11:27.0,Defensive rebound by A. Jefferson,,48,46
244,3,11:15.0,A. Jefferson misses 2-pt jump shot from 16 ft,,48,46
245,3,11:14.0,,Defensive rebound by J. Calderón,48,46
246,3,11:00.0,,Shooting foul by A. Jefferson (drawn by K. Porziņģis),48,46
247,3,11:00.0,,K. Porziņģis makes free throw 1 of 2,48,47
248,3,11:00.0,,K. Porziņģis makes free throw 2 of 2,48,48
249,3,10:48.0,K. Walker makes 2-pt jump shot from 16 ft,,50,48
250,3,10:30.0,,A. Afflalo makes 2-pt jump shot from 15 ft,50,50
251,3,10:14.0,A. Jefferson makes 2-pt jump shot from 6 ft,,52,50
252,3,9:51.0,,C. Anthony makes 2-pt layup from 1 ft,52,52
253,3,9:38.0,M. Williams makes 2-pt jump shot from 22 ft (assist by C. Zeller),,54,52
254,3,9:25.0,,C. Anthony makes 2-pt jump shot from 15 ft,54,54
255,3,9:06.0,Turnover by C. Zeller (3 sec),,54,54
256,3,8:47.0,,A. Afflalo makes 2-pt layup from 1 ft,54,56
257,3,8:27.0,C. Zeller misses 2-pt jump shot from 8 ft,,54,56
258,3,8:27.0,,Defensive rebound by J. Calderón,54,56
259,3,8:17.0,,R. Lopez misses 2-pt layup from 1 ft,54,56
260,3,8:16.0,,Offensive rebound by R. Lopez,54,56
261,3,8:15.0,,Turnover by R. Lopez (lost ball; steal by M. Williams),54,56
262,3,8:02.0,K. Walker makes 2-pt layup from 1 ft (assist by A. Jefferson),,56,56
263,3,7:50.0,,Turnover by R. Lopez (lost ball; steal by A. Jefferson),56,56
264,3,7:44.0,K. Walker misses 2-pt layup from 1 ft,,56,56
265,3,7:44.0,Offensive rebound by C. Zeller,,56,56
266,3,7:43.0,C. Zeller makes 2-pt layup at rim,,58,56
267,3,7:19.0,,C. Anthony misses 2-pt jump shot from 18 ft,58,56
268,3,7:18.0,Defensive rebound by A. Jefferson,,58,56
269,3,7:10.0,K. Walker makes 3-pt jump shot from 25 ft,,61,56
270,3,7:10.0,,New York full timeout,61,56
271,3,7:10.0,,K. Séraphin enters the game for R. Lopez,61,56
272,3,7:10.0,,L. Galloway enters the game for J. Calderón,61,56
273,3,6:49.0,,K. Séraphin makes 2-pt jump shot from 17 ft (assist by L. Galloway),61,58
274,3,6:27.0,A. Jefferson makes 2-pt hook shot from 9 ft,,63,58
275,3,6:12.0,,A. Afflalo misses 2-pt layup from 2 ft,63,58
276,3,6:11.0,,Offensive rebound by Team,63,58
277,3,6:03.0,,New York full timeout,63,58
278,3,5:48.0,,K. Porziņģis makes 2-pt layup at rim (assist by K. Séraphin),63,60
279,3,5:30.0,Turnover by N. Batum (bad pass),,63,60
280,3,5:16.0,,C. Anthony makes 2-pt jump shot from 15 ft,63,62
281,3,4:53.0,A. Jefferson misses 2-pt jump shot from 4 ft (block by K. Séraphin),,63,62
282,3,4:52.0,,Defensive rebound by L. Galloway,63,62
283,3,4:45.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by L. Galloway),63,65
284,3,4:30.0,K. Walker makes 2-pt layup from 1 ft,,65,65
285,3,4:13.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by L. Galloway),65,68
286,3,4:05.0,Charlotte full timeout,,65,68
287,3,4:05.0,S. Hawes enters the game for C. Zeller,,65,68
288,3,4:05.0,F. Kaminsky enters the game for A. Jefferson,,65,68
289,3,4:05.0,,J. Grant enters the game for K. Porziņģis,65,68
290,3,4:05.0,,L. Thomas enters the game for A. Afflalo,65,68
291,3,3:46.0,K. Walker misses 2-pt jump shot from 12 ft,,65,68
292,3,3:46.0,,Defensive rebound by C. Anthony,65,68
293,3,3:37.0,,C. Anthony misses 3-pt jump shot from 25 ft,65,68
294,3,3:36.0,Defensive rebound by F. Kaminsky,,65,68
295,3,3:31.0,Shooting foul by L. Thomas (drawn by K. Walker),,65,68
296,3,3:31.0,K. Walker misses free throw 1 of 2,,65,68
297,3,3:31.0,Offensive rebound by Team,,65,68
298,3,3:31.0,K. Walker makes free throw 2 of 2,,66,68
299,3,3:17.0,,Shooting foul by S. Hawes (drawn by C. Anthony),66,68
300,3,3:17.0,,C. Anthony makes free throw 1 of 2,66,69
301,3,3:17.0,J. Lamb enters the game for N. Batum,,66,69
302,3,3:17.0,,C. Anthony makes free throw 2 of 2,66,70
303,3,2:57.0,F. Kaminsky misses 2-pt jump shot from 9 ft,,66,70
304,3,2:56.0,Offensive rebound by J. Lamb,,66,70
305,3,2:51.0,J. Lamb makes 2-pt jump shot from 5 ft,,68,70
306,3,2:24.0,,J. Grant misses 2-pt jump shot from 21 ft,68,70
307,3,2:24.0,,Offensive rebound by C. Anthony,68,70
308,3,2:10.0,,J. Grant makes 2-pt layup from 2 ft (assist by K. Séraphin),68,72
309,3,1:57.0,Shooting foul by C. Anthony (drawn by S. Hawes),,68,72
310,3,1:57.0,S. Hawes makes free throw 1 of 2,,69,72
311,3,1:57.0,,A. Afflalo enters the game for C. Anthony,69,72
312,3,1:57.0,J. Lin enters the game for K. Walker,,69,72
313,3,1:57.0,S. Hawes makes free throw 2 of 2,,70,72
314,3,1:32.0,,K. Séraphin makes 2-pt jump shot from 13 ft,70,74
315,3,1:12.0,F. Kaminsky misses 2-pt jump shot from 6 ft,,70,74
316,3,1:11.0,Offensive rebound by Team,,70,74
317,3,1:10.0,Personal foul by J. Grant (drawn by J. Lamb),,70,74
318,3,1:10.0,J. Lamb makes free throw 1 of 2,,71,74
319,3,1:10.0,J. Lamb makes free throw 2 of 2,,72,74
320,3,0:56.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by A. Afflalo),72,77
321,3,0:47.0,Turnover by J. Lin (lost ball),,72,77
322,3,0:47.0,,L. Amundson enters the game for L. Thomas,72,77
323,3,0:30.0,,L. Amundson misses 2-pt layup from 1 ft,72,77
324,3,0:30.0,Defensive rebound by Team,,72,77
325,3,0:15.0,S. Hawes misses 3-pt jump shot from 24 ft,,72,77
326,3,0:14.0,,Defensive rebound by L. Amundson,72,77
327,3,0:06.0,,Personal foul by J. Lamb (drawn by J. Grant),72,77
328,3,0:06.0,,C. Anthony enters the game for L. Amundson,72,77
329,3,0:06.0,N. Batum enters the game for F. Kaminsky,,72,77
330,3,0:00.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by C. Anthony),72,80
331,4,11:40.0,,L. Galloway misses 3-pt jump shot from 25 ft,72,80
332,4,11:39.0,Defensive rebound by K. Walker,,72,80
333,4,11:26.0,Shooting foul by K. Séraphin (drawn by S. Hawes),,72,80
334,4,11:26.0,S. Hawes makes free throw 1 of 2,,73,80
335,4,11:26.0,S. Hawes makes free throw 2 of 2,,74,80
336,4,11:06.0,,K. Séraphin makes 2-pt hook shot from 7 ft (assist by L. Galloway),74,82
337,4,10:49.0,J. Lin misses 2-pt jump shot from 22 ft,,74,82
338,4,10:48.0,Offensive rebound by S. Hawes,,74,82
339,4,10:44.0,K. Walker makes 3-pt jump shot from 24 ft (assist by S. Hawes),,77,82
340,4,10:28.0,,Personal foul by J. Lamb (drawn by A. Afflalo),77,82
341,4,10:23.0,,J. Grant misses 2-pt jump shot from 12 ft (block by K. Walker),77,82
342,4,10:22.0,,Offensive rebound by Team,77,82
343,4,10:22.0,,J. Calderón enters the game for J. Grant,77,82
344,4,10:18.0,,K. Séraphin misses 2-pt jump shot from 19 ft,77,82
345,4,10:16.0,Defensive rebound by Team,,77,82
346,4,10:06.0,Personal foul by L. Amundson,,77,82
347,4,10:00.0,K. Walker makes 2-pt jump shot from 14 ft,,79,82
348,4,9:43.0,,L. Galloway misses 2-pt layup from 2 ft,79,82
349,4,9:43.0,,Offensive rebound by Team,79,82
350,4,9:43.0,,L. Thomas enters the game for K. Séraphin,79,82
351,4,9:40.0,,L. Thomas misses 2-pt jump shot from 18 ft,79,82
352,4,9:39.0,Defensive rebound by J. Lin,,79,82
353,4,9:32.0,Turnover by J. Lin (lost ball; steal by J. Calderón),,79,82
354,4,9:22.0,,A. Afflalo makes 3-pt jump shot from 23 ft (assist by L. Amundson),79,85
355,4,8:59.0,Turnover by K. Walker (bad pass; steal by L. Galloway),,79,85
356,4,8:52.0,,J. Calderón makes 3-pt jump shot from 25 ft (assist by L. Galloway),79,88
357,4,8:52.0,Charlotte full timeout,,79,88
358,4,8:52.0,,C. Anthony enters the game for L. Amundson,79,88
359,4,8:52.0,,L. Amundson enters the game for L. Thomas,79,88
360,4,8:52.0,M. Williams enters the game for J. Lamb,,79,88
361,4,8:52.0,N. Batum enters the game for F. Kaminsky,,79,88
362,4,8:35.0,S. Hawes misses 2-pt jump shot from 19 ft,,79,88
363,4,8:34.0,,Defensive rebound by Team,79,88
364,4,8:21.0,,C. Anthony misses 2-pt jump shot from 13 ft,79,88
365,4,8:20.0,Defensive rebound by J. Lin,,79,88
366,4,8:09.0,S. Hawes makes 2-pt hook shot from 9 ft,,81,88
367,4,7:45.0,,Flagrant foul type 1 by M. Williams,81,88
368,4,7:45.0,C. Zeller enters the game for M. Williams,,81,88
369,4,7:45.0,,J. Calderón makes flagrant free throw 1 of 2,81,89
370,4,7:45.0,,J. Calderón makes flagrant free throw 2 of 2,81,90
371,4,7:45.0,,K. Porziņģis enters the game for L. Amundson,81,90
372,4,7:45.0,J. Lamb enters the game for S. Hawes,,81,90
373,4,7:38.0,,A. Afflalo misses 2-pt jump shot from 20 ft,81,90
374,4,7:37.0,,Offensive rebound by K. Porziņģis,81,90
375,4,7:36.0,,K. Porziņģis makes 2-pt layup at rim,81,92
376,4,7:36.0,,Shooting foul by C. Zeller (drawn by K. Porziņģis),81,92
377,4,7:36.0,,K. Porziņģis makes free throw 1 of 1,81,93
378,4,7:24.0,K. Walker misses 2-pt jump shot from 18 ft,,81,93
379,4,7:24.0,,Defensive rebound by A. Afflalo,81,93
380,4,7:00.0,,J. Calderón misses 3-pt jump shot from 23 ft,81,93
381,4,6:59.0,Defensive rebound by N. Batum,,81,93
382,4,6:41.0,J. Lamb makes 2-pt jump shot from 20 ft,,83,93
383,4,6:25.0,,K. Porziņģis misses 2-pt jump shot from 18 ft,83,93
384,4,6:23.0,,Offensive rebound by Team,83,93
