,QUARTER,TIME_REMAINING,ORLANDO_ACTION,GOLDEN STATE_ACTION,ORLANDO_SCORE,GOLDEN STATE_SCORE
383,4,8:34.0,,Offensive rebound by Team,91,98
384,4,8:34.0,E. Fournier enters the game for M. Hezonja,,91,98
385,4,8:34.0,,H. Barnes misses free throw 2 of 2,91,98
386,4,8:33.0,Defensive rebound by V. Oladipo,,91,98
387,4,8:20.0,Def 3 sec tech foul by S. Livingston,,91,98
388,4,8:20.0,V. Oladipo makes technical free throw,,92,98
389,4,8:20.0,,D. Green enters the game for J. McAdoo,92,98
390,4,8:20.0,,S. Curry enters the game for L. Barbosa,92,98
391,4,8:13.0,E. İlyasova misses 3-pt jump shot from 27 ft,,92,98
392,4,8:12.0,Offensive rebound by V. Oladipo,,92,98
393,4,8:10.0,B. Jennings misses 3-pt jump shot from 25 ft,,92,98
394,4,8:09.0,,Defensive rebound by S. Livingston,92,98
395,4,8:04.0,,Shooting foul by E. Fournier (drawn by S. Livingston),92,98
396,4,8:04.0,,S. Livingston makes free throw 1 of 2,92,99
397,4,8:04.0,,S. Livingston makes free throw 2 of 2,92,100
398,4,7:49.0,E. İlyasova misses 2-pt jump shot from 3 ft (block by S. Livingston),,92,100
399,4,7:48.0,,Defensive rebound by S. Curry,92,100
400,4,7:42.0,,Turnover by S. Curry (bad pass; steal by E. İlyasova),92,100
401,4,7:41.0,Personal foul by D. Green (drawn by E. İlyasova),,92,100
402,4,7:25.0,E. İlyasova misses 2-pt jump shot from 3 ft (block by D. Green),,92,100
403,4,7:24.0,,Defensive rebound by S. Curry,92,100
404,4,7:16.0,,S. Livingston makes 2-pt jump shot from 3 ft,92,102
405,4,6:59.0,V. Oladipo makes 2-pt jump shot from 17 ft,,94,102
406,4,6:48.0,,H. Barnes misses 3-pt jump shot from 23 ft,94,102
407,4,6:47.0,Defensive rebound by V. Oladipo,,94,102
408,4,6:44.0,Personal foul by S. Curry (drawn by V. Oladipo),,94,102
409,4,6:44.0,A. Gordon enters the game for E. İlyasova,,94,102
410,4,6:44.0,,B. Rush enters the game for S. Livingston,94,102
411,4,6:32.0,A. Gordon makes 2-pt jump shot from 12 ft (assist by E. Fournier),,96,102
412,4,6:17.0,,D. Green misses 2-pt jump shot from 4 ft,96,102
413,4,6:17.0,,Offensive rebound by D. Green,96,102
414,4,6:17.0,,Personal foul by E. Fournier (drawn by D. Green),96,102
415,4,6:07.0,,Turnover by D. Green (bad pass),96,102
416,4,6:07.0,,A. Bogut enters the game for H. Barnes,96,102
417,4,5:53.0,Turnover by B. Jennings (traveling),,96,102
418,4,5:32.0,,S. Curry makes 2-pt jump shot from 6 ft (assist by A. Bogut),96,104
419,4,5:27.0,Personal foul by K. Thompson (drawn by B. Jennings),,96,104
420,4,5:15.0,V. Oladipo misses 2-pt jump shot from 16 ft,,96,104
421,4,5:14.0,,Defensive rebound by B. Rush,96,104
422,4,5:00.0,,Turnover by D. Green (bad pass; steal by A. Gordon),96,104
423,4,4:57.0,Personal foul by B. Rush (drawn by A. Gordon),,96,104
424,4,4:57.0,A. Gordon makes free throw 1 of 2,,97,104
425,4,4:57.0,A. Gordon makes free throw 2 of 2,,98,104
426,4,4:37.0,,S. Curry makes 2-pt dunk from 1 ft (assist by A. Bogut),98,106
427,4,4:13.0,B. Jennings makes 2-pt jump shot from 8 ft (assist by V. Oladipo),,100,106
428,4,3:58.0,,S. Curry makes 3-pt jump shot from 28 ft,100,109
429,4,3:47.0,B. Jennings makes 2-pt jump shot from 20 ft,,102,109
430,4,3:46.0,,Golden State full timeout,102,109
431,4,3:46.0,,S. Livingston enters the game for B. Rush,102,109
432,4,3:36.0,,K. Thompson misses 2-pt jump shot from 10 ft,102,109
433,4,3:34.0,,Offensive rebound by K. Thompson,102,109
434,4,3:31.0,,K. Thompson makes 2-pt jump shot from 5 ft,102,111
435,4,3:20.0,B. Jennings misses 3-pt jump shot from 25 ft,,102,111
436,4,3:19.0,,Defensive rebound by S. Curry,102,111
437,4,3:05.0,,S. Curry misses 3-pt jump shot from 25 ft,102,111
438,4,3:03.0,,Offensive rebound by A. Bogut,102,111
439,4,2:52.0,,S. Curry misses 2-pt jump shot from 3 ft,102,111
440,4,2:51.0,Defensive rebound by V. Oladipo,,102,111
441,4,2:40.0,E. Fournier makes 2-pt layup from 1 ft (assist by V. Oladipo),,104,111
442,4,2:26.0,,K. Thompson misses 3-pt jump shot from 25 ft,104,111
443,4,2:25.0,Defensive rebound by A. Gordon,,104,111
444,4,2:17.0,C. Watson misses 2-pt jump shot from 14 ft,,104,111
445,4,2:16.0,,Defensive rebound by A. Bogut,104,111
446,4,2:02.0,,Turnover by A. Bogut (lost ball),104,111
447,4,1:58.0,Shooting foul by S. Curry (drawn by B. Jennings),,104,111
448,4,1:58.0,B. Jennings misses free throw 1 of 2,,104,111
449,4,1:58.0,Offensive rebound by Team,,104,111
450,4,1:58.0,B. Jennings makes free throw 2 of 2,,105,111
451,4,1:48.0,,Turnover by D. Green (bad pass; steal by C. Watson),105,111
452,4,1:43.0,V. Oladipo makes 2-pt layup from 1 ft (assist by C. Watson),,107,111
453,4,1:26.0,,S. Curry misses 2-pt jump shot from 3 ft,107,111
454,4,1:26.0,,Offensive rebound by D. Green,107,111
455,4,1:24.0,,D. Green misses 2-pt layup from 1 ft,107,111
456,4,1:22.0,Defensive rebound by A. Gordon,,107,111
457,4,1:13.0,Shooting foul by A. Bogut (drawn by V. Oladipo),,107,111
458,4,1:13.0,V. Oladipo makes free throw 1 of 2,,108,111
459,4,1:13.0,V. Oladipo makes free throw 2 of 2,,109,111
460,4,1:13.0,,Golden State full timeout,109,111
461,4,0:53.0,,K. Thompson makes 3-pt jump shot from 22 ft,109,114
462,4,0:53.0,Orlando full timeout,,109,114
463,4,0:49.0,Turnover by V. Oladipo (lost ball; steal by A. Bogut),,109,114
464,4,0:44.0,,S. Curry makes 2-pt layup from 1 ft,109,116
465,4,0:40.0,Personal foul by A. Bogut (drawn by E. Fournier),,109,116
466,4,0:40.0,,H. Barnes enters the game for A. Bogut,109,116
467,4,0:40.0,E. Fournier makes free throw 1 of 2,,110,116
468,4,0:40.0,E. Fournier makes free throw 2 of 2,,111,116
469,4,0:34.0,,Personal foul by E. Fournier (drawn by S. Curry),111,116
470,4,0:33.0,,Personal foul by C. Watson (drawn by S. Curry),111,116
471,4,0:33.0,,S. Curry makes free throw 1 of 2,111,117
472,4,0:33.0,,S. Curry makes free throw 2 of 2,111,118
473,4,0:33.0,Orlando full timeout,,111,118
474,4,0:25.0,E. Fournier misses 3-pt jump shot from 26 ft,,111,118
475,4,0:25.0,,Defensive rebound by S. Curry,111,118
476,4,0:10.0,,Personal foul by B. Jennings (drawn by S. Livingston),111,118
477,4,0:10.0,,S. Livingston makes free throw 1 of 2,111,119
478,4,0:10.0,,S. Livingston misses free throw 2 of 2,111,119
479,4,0:09.0,Defensive rebound by A. Gordon,,111,119
480,4,0:03.0,A. Gordon makes 2-pt layup from 1 ft,,113,119
