,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW YORK_ACTION,CHICAGO_SCORE,NEW YORK_SCORE
167,2,4:00.0,,R. Lopez enters the game for D. Williams,30,39
168,2,3:37.0,,C. Anthony makes 2-pt jump shot from 16 ft,30,41
169,2,3:22.0,D. Rose makes 2-pt layup from 2 ft,,32,41
170,2,3:16.0,,A. Afflalo makes 2-pt layup from 2 ft (assist by J. Calderón),32,43
171,2,3:16.0,,Shooting foul by T. Snell (drawn by A. Afflalo),32,43
172,2,3:16.0,,A. Afflalo misses free throw 1 of 1,32,43
173,2,3:15.0,,Offensive rebound by K. Porziņģis,32,43
174,2,3:08.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,32,43
175,2,3:06.0,,Offensive rebound by R. Lopez,32,43
176,2,3:05.0,,R. Lopez makes 2-pt layup from 2 ft,32,45
177,2,2:45.0,Turnover by D. Rose (bad pass),,32,45
178,2,2:30.0,,K. Porziņģis makes 2-pt jump shot from 20 ft,32,47
179,2,2:19.0,J. Butler makes 3-pt jump shot from 24 ft,,35,47
180,2,2:03.0,,C. Anthony makes 2-pt dunk at rim (assist by A. Afflalo),35,49
181,2,1:48.0,J. Butler misses 2-pt jump shot from 11 ft,,35,49
182,2,1:46.0,,Defensive rebound by J. Calderón,35,49
183,2,1:38.0,,A. Afflalo misses 2-pt layup from 1 ft,35,49
184,2,1:37.0,Defensive rebound by J. Butler,,35,49
185,2,1:31.0,Personal foul by K. Porziņģis (drawn by T. Gibson),,35,49
186,2,1:31.0,B. Portis enters the game for T. Gibson,,35,49
187,2,1:31.0,,K. O'Quinn enters the game for K. Porziņģis,35,49
188,2,1:22.0,Turnover by B. Portis (lost ball; steal by K. O'Quinn),,35,49
189,2,1:14.0,,Turnover by C. Anthony (bad pass; steal by B. Portis),35,49
190,2,1:10.0,Shooting foul by C. Anthony (drawn by B. Portis),,35,49
191,2,1:10.0,B. Portis misses free throw 1 of 2,,35,49
192,2,1:10.0,Offensive rebound by Team,,35,49
193,2,1:10.0,B. Portis misses free throw 2 of 2,,35,49
194,2,1:09.0,Offensive rebound by T. Snell,,35,49
195,2,1:00.0,T. Snell misses 2-pt jump shot from 3 ft,,35,49
196,2,0:59.0,Offensive rebound by B. Portis,,35,49
197,2,0:58.0,B. Portis misses 2-pt jump shot from 3 ft,,35,49
198,2,0:57.0,Offensive rebound by B. Portis,,35,49
199,2,0:57.0,B. Portis makes 2-pt layup from 1 ft,,37,49
200,2,0:38.0,,C. Anthony misses 2-pt jump shot from 11 ft,37,49
201,2,0:36.0,Defensive rebound by T. Snell,,37,49
202,2,0:22.0,T. Snell makes 2-pt jump shot from 13 ft,,39,49
203,2,0:05.0,,J. Calderón misses 3-pt jump shot from 24 ft,39,49
204,2,0:03.0,,Offensive rebound by R. Lopez,39,49
205,2,0:03.0,,R. Lopez misses 2-pt layup at rim,39,49
206,2,0:02.0,,Offensive rebound by K. O'Quinn,39,49
207,2,0:01.0,,K. O'Quinn misses 2-pt layup at rim,39,49
208,2,0:01.0,Defensive rebound by Team,,39,49
209,2,0:00.0,D. Rose misses 3-pt jump shot from 83 ft,,39,49
210,2,0:00.0,Offensive rebound by Team,,39,49
211,3,11:38.0,,Turnover by R. Lopez (3 sec),39,49
212,3,11:28.0,D. Rose misses 3-pt jump shot from 24 ft,,39,49
213,3,11:26.0,,Defensive rebound by K. Porziņģis,39,49
214,3,11:20.0,,A. Afflalo makes 2-pt jump shot from 7 ft,39,51
215,3,11:09.0,J. Noah misses 2-pt jump shot from 3 ft,,39,51
216,3,11:06.0,,Defensive rebound by C. Anthony,39,51
217,3,10:49.0,,K. Porziņģis misses 2-pt jump shot from 13 ft,39,51
218,3,10:47.0,Defensive rebound by T. Snell,,39,51
219,3,10:36.0,J. Noah misses 2-pt jump shot from 3 ft,,39,51
220,3,10:34.0,Offensive rebound by J. Noah,,39,51
221,3,10:33.0,J. Noah makes 2-pt layup from 1 ft,,41,51
222,3,10:15.0,,A. Afflalo makes 2-pt jump shot from 16 ft (assist by K. Porziņģis),41,53
223,3,9:58.0,J. Noah misses 2-pt hook shot from 4 ft,,41,53
224,3,9:56.0,,Defensive rebound by K. Porziņģis,41,53
225,3,9:50.0,,Shooting foul by J. Butler (drawn by R. Lopez),41,53
226,3,9:50.0,,R. Lopez makes free throw 1 of 2,41,54
227,3,9:50.0,,R. Lopez makes free throw 2 of 2,41,55
228,3,9:35.0,T. Snell misses 3-pt jump shot from 25 ft,,41,55
229,3,9:34.0,,Defensive rebound by Team,41,55
230,3,9:21.0,,Turnover by C. Anthony (bad pass),41,55
231,3,9:16.0,D. Rose makes 2-pt layup from 1 ft,,43,55
232,3,9:16.0,Shooting foul by J. Calderón (drawn by D. Rose),,43,55
233,3,9:16.0,D. Rose misses free throw 1 of 1,,43,55
234,3,9:13.0,Offensive rebound by T. Gibson,,43,55
235,3,9:08.0,J. Noah makes 2-pt dunk at rim (assist by T. Snell),,45,55
236,3,8:51.0,,R. Lopez makes 2-pt jump shot from 15 ft (assist by J. Calderón),45,57
237,3,8:36.0,J. Butler misses 2-pt jump shot from 7 ft,,45,57
238,3,8:34.0,Offensive rebound by D. Rose,,45,57
239,3,8:30.0,D. Rose misses 2-pt layup from 1 ft,,45,57
240,3,8:28.0,Offensive rebound by J. Noah,,45,57
241,3,8:28.0,J. Noah misses 2-pt layup at rim,,45,57
242,3,8:24.0,Offensive rebound by Team,,45,57
243,3,8:10.0,J. Noah makes 2-pt dunk at rim (assist by T. Gibson),,47,57
244,3,7:46.0,,A. Afflalo makes 2-pt jump shot from 21 ft (assist by J. Calderón),47,59
245,3,7:32.0,T. Snell makes 2-pt jump shot from 15 ft,,49,59
246,3,7:19.0,,A. Afflalo makes 2-pt jump shot from 8 ft (assist by J. Calderón),49,61
247,3,7:01.0,Personal foul by J. Calderón (drawn by T. Snell),,49,61
248,3,6:56.0,J. Butler misses 2-pt jump shot from 4 ft,,49,61
249,3,6:54.0,,Defensive rebound by Team,49,61
250,3,6:39.0,,C. Anthony makes 2-pt jump shot from 10 ft,49,63
251,3,6:27.0,J. Noah makes 2-pt jump shot from 13 ft (assist by J. Butler),,51,63
252,3,6:02.0,,C. Anthony makes 2-pt jump shot from 20 ft,51,65
253,3,5:51.0,T. Gibson makes 2-pt hook shot from 4 ft (assist by T. Snell),,53,65
254,3,5:26.0,,R. Lopez misses 2-pt hook shot from 3 ft,53,65
255,3,5:25.0,Defensive rebound by J. Noah,,53,65
256,3,5:17.0,J. Butler misses 3-pt jump shot from 24 ft,,53,65
257,3,5:15.0,,Defensive rebound by A. Afflalo,53,65
258,3,5:11.0,,A. Afflalo makes 2-pt jump shot from 3 ft,53,67
259,3,5:11.0,,Shooting foul by J. Butler (drawn by A. Afflalo),53,67
260,3,5:11.0,,New York full timeout,53,67
261,3,5:11.0,N. Mirotić enters the game for T. Gibson,,53,67
262,3,5:11.0,K. Hinrich enters the game for T. Snell,,53,67
263,3,5:11.0,,K. O'Quinn enters the game for R. Lopez,53,67
264,3,5:11.0,,A. Afflalo makes free throw 1 of 1,53,68
265,3,5:00.0,J. Butler makes 2-pt jump shot from 18 ft,,55,68
266,3,4:44.0,,K. Porziņģis makes 2-pt jump shot from 21 ft,55,70
267,3,4:33.0,Shooting foul by K. O'Quinn (drawn by J. Butler),,55,70
268,3,4:33.0,J. Butler misses free throw 1 of 2,,55,70
269,3,4:33.0,Offensive rebound by Team,,55,70
270,3,4:33.0,A. Brooks enters the game for D. Rose,,55,70
271,3,4:33.0,J. Butler makes free throw 2 of 2,,56,70
272,3,4:11.0,,C. Anthony makes 2-pt layup from 2 ft,56,72
273,3,3:59.0,A. Brooks makes 2-pt jump shot from 10 ft,,58,72
274,3,3:40.0,,K. Porziņģis misses 2-pt hook shot from 4 ft,58,72
275,3,3:39.0,Defensive rebound by Team,,58,72
276,3,3:39.0,B. Portis enters the game for J. Noah,,58,72
277,3,3:27.0,B. Portis misses 2-pt jump shot from 12 ft,,58,72
278,3,3:25.0,,Defensive rebound by C. Anthony,58,72
279,3,3:17.0,,Personal foul by K. Hinrich (drawn by A. Afflalo),58,72
280,3,3:17.0,,L. Galloway enters the game for J. Calderón,58,72
281,3,3:17.0,,L. Thomas enters the game for K. Porziņģis,58,72
282,3,3:06.0,,A. Afflalo misses 2-pt jump shot from 19 ft,58,72
283,3,3:04.0,Defensive rebound by K. Hinrich,,58,72
284,3,2:57.0,A. Brooks misses 3-pt jump shot from 25 ft,,58,72
285,3,2:55.0,,Defensive rebound by C. Anthony,58,72
286,3,2:42.0,,L. Thomas makes 2-pt layup from 2 ft (assist by C. Anthony),58,74
287,3,2:42.0,,Shooting foul by A. Brooks (drawn by L. Thomas),58,74
288,3,2:42.0,Chicago full timeout,,58,74
289,3,2:42.0,,L. Thomas makes free throw 1 of 1,58,75
290,3,2:25.0,B. Portis makes 2-pt layup at rim,,60,75
291,3,1:58.0,,C. Anthony misses 2-pt jump shot from 13 ft,60,75
292,3,1:56.0,,Offensive rebound by Team,60,75
293,3,1:56.0,,Turnover by Team (5 sec inbounds),60,75
294,3,1:44.0,J. Butler makes 2-pt layup from 2 ft,,62,75
295,3,1:27.0,,Shooting foul by J. Butler (drawn by C. Anthony),62,75
296,3,1:27.0,,C. Anthony makes free throw 1 of 2,62,76
297,3,1:27.0,,J. Grant enters the game for A. Afflalo,62,76
298,3,1:27.0,,C. Anthony makes free throw 2 of 2,62,77
299,3,1:10.0,B. Portis makes 3-pt jump shot from 25 ft (assist by J. Butler),,65,77
300,3,0:53.0,,K. O'Quinn misses 2-pt jump shot from 15 ft,65,77
301,3,0:51.0,Defensive rebound by K. Hinrich,,65,77
302,3,0:40.0,B. Portis misses 2-pt jump shot from 17 ft,,65,77
303,3,0:38.0,,Defensive rebound by C. Anthony,65,77
304,3,0:24.0,,J. Grant misses 2-pt jump shot from 17 ft,65,77
305,3,0:22.0,Defensive rebound by N. Mirotić,,65,77
306,3,0:01.0,B. Portis makes 3-pt jump shot from 24 ft (assist by J. Butler),,68,77
307,4,11:48.0,A. Brooks misses 3-pt jump shot from 25 ft,,68,77
308,4,11:46.0,,Defensive rebound by K. O'Quinn,68,77
309,4,11:28.0,,J. Grant makes 2-pt jump shot from 3 ft (assist by L. Galloway),68,79
310,4,11:11.0,B. Portis misses 3-pt jump shot from 24 ft,,68,79
311,4,11:09.0,,Defensive rebound by D. Williams,68,79
312,4,10:57.0,,K. O'Quinn makes 2-pt layup from 1 ft,68,81
313,4,10:34.0,B. Portis misses 2-pt jump shot from 10 ft,,68,81
314,4,10:33.0,,Defensive rebound by K. O'Quinn,68,81
315,4,10:32.0,,Personal foul by B. Portis (drawn by K. O'Quinn),68,81
316,4,10:24.0,,Shooting foul by K. Hinrich (drawn by J. Grant),68,81
317,4,10:24.0,,J. Grant makes free throw 1 of 2,68,82
318,4,10:24.0,,J. Grant makes free throw 2 of 2,68,83
319,4,10:09.0,E. Moore misses 2-pt jump shot from 7 ft (block by K. O'Quinn),,68,83
320,4,10:09.0,Offensive rebound by Team,,68,83
321,4,10:06.0,N. Mirotić misses 3-pt jump shot from 23 ft,,68,83
322,4,10:04.0,Offensive rebound by B. Portis,,68,83
323,4,10:02.0,B. Portis misses 2-pt layup from 1 ft,,68,83
324,4,10:00.0,,Defensive rebound by L. Galloway,68,83
325,4,9:56.0,,L. Galloway makes 2-pt layup from 1 ft,68,85
326,4,9:49.0,Chicago full timeout,,68,85
327,4,9:36.0,A. Brooks misses 2-pt layup from 1 ft,,68,85
328,4,9:35.0,Offensive rebound by Team,,68,85
329,4,9:27.0,Shooting foul by K. O'Quinn (drawn by B. Portis),,68,85
330,4,9:27.0,B. Portis makes free throw 1 of 2,,69,85
331,4,9:27.0,B. Portis makes free throw 2 of 2,,70,85
332,4,9:10.0,,Shooting foul by N. Mirotić (drawn by D. Williams),70,85
333,4,9:10.0,,D. Williams makes free throw 1 of 2,70,86
334,4,9:10.0,,D. Williams makes free throw 2 of 2,70,87
335,4,8:54.0,A. Brooks makes 3-pt jump shot from 25 ft,,73,87
336,4,8:35.0,,Turnover by K. O'Quinn (bad pass; steal by E. Moore),73,87
337,4,8:29.0,Turnover by B. Portis (bad pass; steal by L. Thomas),,73,87
338,4,8:25.0,,Shooting foul by A. Brooks (drawn by D. Williams),73,87
339,4,8:25.0,,D. Williams misses free throw 1 of 2,73,87
340,4,8:25.0,,Offensive rebound by Team,73,87
341,4,8:25.0,,K. Porziņģis enters the game for K. O'Quinn,73,87
342,4,8:25.0,,D. Williams misses free throw 2 of 2,73,87
343,4,8:24.0,,Offensive rebound by Team,73,87
344,4,8:22.0,,J. Grant makes 2-pt layup from 2 ft (assist by L. Thomas),73,89
345,4,8:10.0,Shooting foul by K. Porziņģis (drawn by A. Brooks),,73,89
346,4,8:10.0,A. Brooks makes free throw 1 of 2,,74,89
347,4,8:10.0,A. Brooks makes free throw 2 of 2,,75,89
348,4,7:58.0,,L. Galloway makes 2-pt layup from 1 ft (assist by L. Thomas),75,91
349,4,7:47.0,A. Brooks makes 2-pt hook shot from 2 ft,,77,91
350,4,7:30.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,77,91
351,4,7:28.0,Defensive rebound by E. Moore,,77,91
352,4,7:20.0,B. Portis makes 2-pt layup from 1 ft (assist by A. Brooks),,79,91
353,4,7:18.0,,New York full timeout,79,91
354,4,7:18.0,J. Noah enters the game for K. Hinrich,,79,91
355,4,7:18.0,J. Butler enters the game for N. Mirotić,,79,91
356,4,7:18.0,,C. Anthony enters the game for D. Williams,79,91
357,4,7:18.0,,A. Afflalo enters the game for J. Grant,79,91
358,4,7:03.0,,Personal foul by J. Noah (drawn by K. Porziņģis),79,91
359,4,7:03.0,,K. Porziņģis makes free throw 1 of 2,79,92
360,4,7:03.0,,K. Porziņģis misses free throw 2 of 2,79,92
361,4,7:02.0,Defensive rebound by E. Moore,,79,92
362,4,6:51.0,B. Portis misses 2-pt jump shot from 12 ft,,79,92
363,4,6:49.0,Offensive rebound by B. Portis,,79,92
364,4,6:48.0,B. Portis misses 2-pt layup from 2 ft,,79,92
365,4,6:46.0,Offensive rebound by J. Noah,,79,92
366,4,6:46.0,J. Noah misses 2-pt layup from 2 ft,,79,92
367,4,6:44.0,,Defensive rebound by C. Anthony,79,92
368,4,6:23.0,,C. Anthony misses 3-pt jump shot from 25 ft,79,92
369,4,6:21.0,Defensive rebound by A. Brooks,,79,92
370,4,6:18.0,A. Brooks misses 3-pt jump shot from 25 ft,,79,92
371,4,6:16.0,,Defensive rebound by L. Galloway,79,92
372,4,6:06.0,,L. Thomas makes 3-pt jump shot from 24 ft,79,95
373,4,5:53.0,E. Moore misses 2-pt jump shot from 15 ft,,79,95
374,4,5:51.0,,Defensive rebound by K. Porziņģis,79,95
375,4,5:33.0,,A. Afflalo makes 2-pt jump shot from 18 ft,79,97
376,4,5:31.0,Chicago full timeout,,79,97
377,4,5:31.0,C. Bairstow enters the game for J. Noah,,79,97
378,4,5:31.0,N. Mirotić enters the game for J. Butler,,79,97
379,4,5:14.0,Turnover by B. Portis (lost ball; steal by C. Anthony),,79,97
380,4,5:00.0,,A. Afflalo misses 2-pt jump shot from 9 ft (block by E. Moore),79,97
381,4,4:57.0,Defensive rebound by B. Portis,,79,97
382,4,4:45.0,Turnover by N. Mirotić (bad pass),,79,97
383,4,4:27.0,,C. Anthony misses 2-pt jump shot from 15 ft,79,97
384,4,4:26.0,Defensive rebound by Team,,79,97
385,4,4:14.0,Shooting foul by K. Porziņģis (drawn by A. Brooks),,79,97
386,4,4:14.0,A. Brooks makes free throw 1 of 2,,80,97
387,4,4:14.0,A. Brooks makes free throw 2 of 2,,81,97
