,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MIAMI_ACTION,LA LAKERS_SCORE,MIAMI_SCORE
138,2,7:44.0,,J. McRoberts misses 2-pt dunk at rim (block by R. Hibbert),39,33
139,2,7:43.0,,Offensive rebound by H. Whiteside,39,33
140,2,7:43.0,,Shooting foul by R. Hibbert (drawn by H. Whiteside),39,33
141,2,7:43.0,,H. Whiteside makes free throw 1 of 2,39,34
142,2,7:43.0,,H. Whiteside makes free throw 2 of 2,39,35
143,2,7:20.0,M. Huertas misses 2-pt jump shot from 21 ft (block by T. Johnson),,39,35
144,2,7:19.0,Offensive rebound by M. Huertas,,39,35
145,2,7:19.0,Turnover by Team (shot clock),,39,35
146,2,7:03.0,,D. Wade misses 2-pt jump shot from 12 ft,39,35
147,2,7:02.0,,Offensive rebound by H. Whiteside,39,35
148,2,7:00.0,D. Russell enters the game for M. Huertas,,39,35
149,2,6:50.0,,D. Wade makes 2-pt jump shot from 18 ft,39,37
150,2,6:37.0,L. Williams misses 2-pt jump shot from 18 ft,,39,37
151,2,6:36.0,,Defensive rebound by H. Whiteside,39,37
152,2,6:14.0,,D. Wade misses 2-pt jump shot from 13 ft,39,37
153,2,6:13.0,Defensive rebound by L. Nance,,39,37
154,2,6:05.0,N. Young misses 2-pt jump shot from 14 ft,,39,37
155,2,6:04.0,,Defensive rebound by H. Whiteside,39,37
156,2,5:52.0,,J. Winslow misses 2-pt layup from 1 ft (block by N. Young),39,37
157,2,5:51.0,,Offensive rebound by J. Winslow,39,37
158,2,5:48.0,,Personal foul by D. Russell (drawn by T. Johnson),39,37
159,2,5:48.0,Official timeout,,39,37
160,2,5:48.0,J. Randle enters the game for L. Nance,,39,37
161,2,5:48.0,,G. Dragić enters the game for J. Winslow,39,37
162,2,5:48.0,,L. Deng enters the game for J. McRoberts,39,37
163,2,5:48.0,,T. Johnson makes free throw 1 of 2,39,38
164,2,5:48.0,,T. Johnson makes free throw 2 of 2,39,39
165,2,5:36.0,N. Young misses 2-pt layup from 2 ft (block by T. Johnson),,39,39
166,2,5:34.0,Offensive rebound by Team,,39,39
167,2,5:27.0,D. Russell misses 2-pt jump shot from 15 ft,,39,39
168,2,5:26.0,,Defensive rebound by D. Wade,39,39
169,2,5:17.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),39,41
170,2,4:57.0,J. Randle makes 2-pt layup from 1 ft,,41,41
171,2,4:57.0,Shooting foul by L. Deng (drawn by J. Randle),,41,41
172,2,4:57.0,M. World Peace enters the game for L. Williams,,41,41
173,2,4:57.0,J. Clarkson enters the game for N. Young,,41,41
174,2,4:57.0,J. Randle misses free throw 1 of 1,,41,41
175,2,4:56.0,,Defensive rebound by D. Wade,41,41
176,2,4:40.0,,D. Wade misses 2-pt jump shot from 18 ft,41,41
177,2,4:39.0,Defensive rebound by J. Randle,,41,41
178,2,4:30.0,M. World Peace makes 3-pt jump shot from 24 ft (assist by J. Randle),,44,41
179,2,4:05.0,,H. Whiteside misses 2-pt jump shot from 18 ft,44,41
180,2,4:04.0,Defensive rebound by J. Randle,,44,41
181,2,4:01.0,Turnover by J. Randle (bad pass),,44,41
182,2,4:01.0,,C. Bosh enters the game for T. Johnson,44,41
183,2,3:53.0,,G. Dragić misses 2-pt layup from 1 ft (block by R. Hibbert),44,41
184,2,3:52.0,Defensive rebound by D. Russell,,44,41
185,2,3:51.0,Turnover by D. Russell (bad pass),,44,41
186,2,3:35.0,,C. Bosh makes 3-pt jump shot from 24 ft (assist by D. Wade),44,44
187,2,3:13.0,J. Randle misses 2-pt jump shot from 11 ft,,44,44
188,2,3:12.0,,Defensive rebound by C. Bosh,44,44
189,2,3:08.0,,G. Dragić misses 2-pt layup from 2 ft,44,44
190,2,3:07.0,Defensive rebound by J. Clarkson,,44,44
191,2,2:56.0,D. Russell misses 2-pt jump shot from 19 ft,,44,44
192,2,2:55.0,,Defensive rebound by H. Whiteside,44,44
193,2,2:42.0,,H. Whiteside makes 2-pt hook shot from 3 ft (assist by D. Wade),44,46
194,2,2:21.0,Personal foul by D. Wade (drawn by M. World Peace),,44,46
195,2,2:21.0,LA Lakers full timeout,,44,46
196,2,2:12.0,J. Clarkson misses 2-pt layup from 1 ft (block by D. Wade),,44,46
197,2,2:11.0,,Defensive rebound by G. Dragić,44,46
198,2,1:55.0,,H. Whiteside misses 2-pt hook shot from 10 ft,44,46
199,2,1:53.0,,Offensive rebound by H. Whiteside,44,46
200,2,1:48.0,,H. Whiteside misses 2-pt hook shot from 8 ft,44,46
201,2,1:47.0,Defensive rebound by J. Randle,,44,46
202,2,1:42.0,J. Clarkson misses 2-pt jump shot from 18 ft,,44,46
203,2,1:41.0,Offensive rebound by J. Clarkson,,44,46
204,2,1:38.0,J. Clarkson misses 2-pt jump shot from 7 ft,,44,46
205,2,1:37.0,,Defensive rebound by H. Whiteside,44,46
206,2,1:34.0,,D. Wade makes 2-pt layup from 1 ft,44,48
207,2,1:34.0,,Shooting foul by M. World Peace (drawn by D. Wade),44,48
208,2,1:34.0,,T. Johnson enters the game for G. Dragić,44,48
209,2,1:34.0,,D. Wade misses free throw 1 of 1,44,48
210,2,1:33.0,,Offensive rebound by H. Whiteside,44,48
211,2,1:27.0,,L. Deng misses 3-pt jump shot from 25 ft,44,48
212,2,1:26.0,Defensive rebound by J. Randle,,44,48
213,2,1:12.0,M. World Peace makes 3-pt jump shot from 24 ft (assist by R. Hibbert),,47,48
214,2,0:48.0,,L. Deng misses 2-pt layup from 2 ft,47,48
215,2,0:47.0,Defensive rebound by J. Randle,,47,48
216,2,0:42.0,J. Clarkson makes 2-pt layup from 1 ft (assist by D. Russell),,49,48
217,2,0:18.0,,C. Bosh makes 2-pt jump shot from 19 ft (assist by D. Wade),49,50
218,2,0:03.0,J. Randle misses 3-pt jump shot from 25 ft,,49,50
219,2,0:01.0,,Defensive rebound by C. Bosh,49,50
220,3,12:00.0,J. Randle makes 2-pt jump shot from 17 ft (assist by D. Russell),,51,50
221,3,11:07.0,,C. Bosh makes 2-pt jump shot from 12 ft,51,52
222,3,10:44.0,M. World Peace misses 2-pt jump shot from 21 ft,,51,52
223,3,10:43.0,,Defensive rebound by H. Whiteside,51,52
224,3,10:26.0,,Shooting foul by J. Randle (drawn by C. Bosh),51,52
225,3,10:26.0,,C. Bosh makes free throw 1 of 2,51,53
226,3,10:26.0,,C. Bosh makes free throw 2 of 2,51,54
227,3,10:12.0,J. Randle misses 2-pt jump shot from 16 ft,,51,54
228,3,10:11.0,,Defensive rebound by H. Whiteside,51,54
229,3,9:56.0,,C. Bosh makes 2-pt jump shot from 11 ft,51,56
230,3,9:44.0,J. Clarkson makes 2-pt layup from 2 ft (assist by D. Russell),,53,56
231,3,9:22.0,,D. Wade misses 3-pt jump shot from 24 ft,53,56
232,3,9:21.0,Defensive rebound by D. Russell,,53,56
233,3,9:03.0,D. Russell makes 2-pt jump shot from 10 ft,,55,56
234,3,8:37.0,,D. Wade makes 2-pt jump shot from 20 ft,55,58
235,3,8:21.0,J. Clarkson makes 2-pt jump shot from 20 ft (assist by J. Randle),,57,58
236,3,8:05.0,,Turnover by C. Bosh (bad pass; steal by M. World Peace),57,58
237,3,8:04.0,Personal foul by C. Bosh (drawn by M. World Peace),,57,58
238,3,7:47.0,R. Hibbert misses 2-pt jump shot from 9 ft,,57,58
239,3,7:46.0,,Defensive rebound by H. Whiteside,57,58
240,3,7:34.0,,H. Whiteside misses 2-pt hook shot from 5 ft,57,58
241,3,7:33.0,,Offensive rebound by Team,57,58
242,3,7:26.0,,Shooting foul by J. Clarkson (drawn by D. Wade),57,58
243,3,7:26.0,,D. Wade makes free throw 1 of 2,57,59
244,3,7:26.0,,D. Wade makes free throw 2 of 2,57,60
245,3,7:22.0,Personal foul by D. Wade (drawn by J. Clarkson),,57,60
246,3,7:18.0,Turnover by R. Hibbert (bad pass; steal by L. Deng),,57,60
247,3,7:04.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by G. Dragić),57,63
248,3,6:45.0,J. Clarkson misses 2-pt layup from 3 ft,,57,63
249,3,6:44.0,,Defensive rebound by Team,57,63
250,3,6:28.0,,Turnover by D. Wade (bad pass),57,63
251,3,6:28.0,,J. Winslow enters the game for C. Bosh,57,63
252,3,6:17.0,M. World Peace makes 3-pt jump shot from 25 ft (assist by D. Russell),,60,63
253,3,6:00.0,,D. Wade misses 2-pt jump shot from 17 ft,60,63
254,3,5:59.0,Defensive rebound by Team,,60,63
255,3,5:58.0,,Loose ball foul by H. Whiteside (drawn by R. Hibbert),60,63
256,3,5:58.0,,Miami full timeout,60,63
257,3,5:44.0,Turnover by M. World Peace (step out of bounds),,60,63
258,3,5:26.0,,D. Wade misses 2-pt jump shot from 5 ft,60,63
259,3,5:25.0,Defensive rebound by D. Russell,,60,63
260,3,5:22.0,Turnover by D. Russell (bad pass),,60,63
261,3,5:04.0,,H. Whiteside makes 2-pt hook shot from 8 ft (assist by L. Deng),60,65
262,3,4:54.0,Turnover by J. Clarkson (lost ball),,60,65
263,3,4:53.0,L. Williams enters the game for D. Russell,,60,65
264,3,4:33.0,,D. Wade makes 2-pt jump shot from 12 ft,60,67
265,3,4:14.0,J. Clarkson misses 2-pt layup from 1 ft (block by H. Whiteside),,60,67
266,3,4:13.0,,Defensive rebound by G. Dragić,60,67
267,3,4:02.0,,H. Whiteside makes 2-pt hook shot from 3 ft (assist by D. Wade),60,69
268,3,4:01.0,LA Lakers full timeout,,60,69
269,3,3:55.0,Turnover by J. Randle (bad pass),,60,69
270,3,3:36.0,,D. Wade makes 2-pt jump shot from 5 ft (assist by G. Dragić),60,71
271,3,3:14.0,M. World Peace makes 3-pt jump shot from 24 ft (assist by J. Randle),,63,71
272,3,2:57.0,,Personal foul by M. World Peace (drawn by D. Wade),63,71
273,3,2:57.0,,T. Johnson enters the game for D. Wade,63,71
274,3,2:57.0,T. Black enters the game for M. World Peace,,63,71
275,3,2:57.0,L. Nance enters the game for J. Randle,,63,71
276,3,2:57.0,N. Young enters the game for R. Hibbert,,63,71
277,3,2:49.0,,Personal foul by T. Black (drawn by H. Whiteside),63,71
278,3,2:42.0,,Turnover by G. Dragić (bad pass),63,71
279,3,2:25.0,L. Williams misses 2-pt jump shot from 11 ft,,63,71
280,3,2:24.0,,Defensive rebound by Team,63,71
281,3,2:24.0,Loose ball foul by T. Black (drawn by H. Whiteside),,63,71
282,3,2:24.0,,H. Whiteside misses free throw 1 of 2,63,71
283,3,2:24.0,,Offensive rebound by Team,63,71
284,3,2:24.0,,J. McRoberts enters the game for L. Deng,63,71
285,3,2:24.0,,H. Whiteside misses free throw 2 of 2,63,71
286,3,2:23.0,Defensive rebound by T. Black,,63,71
287,3,2:10.0,Turnover by L. Williams (step out of bounds),,63,71
288,3,2:10.0,M. Huertas enters the game for J. Clarkson,,63,71
289,3,1:59.0,,J. Winslow makes 2-pt layup at rim (assist by J. McRoberts),63,73
290,3,1:38.0,N. Young makes 3-pt jump shot from 23 ft (assist by L. Williams),,66,73
291,3,1:25.0,,C. Bosh enters the game for H. Whiteside,66,73
292,3,1:16.0,,G. Dragić misses 2-pt jump shot from 17 ft,66,73
293,3,1:15.0,Defensive rebound by L. Williams,,66,73
294,3,1:06.0,L. Williams misses 3-pt jump shot from 26 ft,,66,73
295,3,1:05.0,,Defensive rebound by C. Bosh,66,73
296,3,0:55.0,,T. Johnson misses 2-pt jump shot from 22 ft,66,73
297,3,0:54.0,Defensive rebound by T. Black,,66,73
298,3,0:46.0,Turnover by L. Nance (bad pass; steal by J. Winslow),,66,73
299,3,0:40.0,,T. Johnson misses 2-pt layup from 2 ft,66,73
300,3,0:36.0,Defensive rebound by T. Black,,66,73
301,3,0:30.0,N. Young misses 3-pt jump shot from 24 ft,,66,73
302,3,0:29.0,,Defensive rebound by G. Dragić,66,73
303,3,0:05.0,,G. Dragić misses 3-pt jump shot from 25 ft,66,73
304,3,0:04.0,,Offensive rebound by J. McRoberts,66,73
305,3,0:03.0,,Shooting foul by L. Williams (drawn by C. Bosh),66,73
306,3,0:03.0,,C. Bosh makes free throw 1 of 2,66,74
307,3,0:03.0,,J. Richardson enters the game for G. Dragić,66,74
308,3,0:03.0,,C. Bosh makes free throw 2 of 2,66,75
309,3,0:00.0,N. Young misses 3-pt jump shot from 26 ft,,66,75
310,3,0:00.0,Offensive rebound by Team,,66,75
311,4,11:45.0,,C. Bosh misses 2-pt hook shot from 5 ft (block by T. Black),66,75
312,4,11:44.0,Defensive rebound by T. Black,,66,75
313,4,11:35.0,L. Nance misses 2-pt jump shot from 20 ft,,66,75
314,4,11:34.0,Offensive rebound by Team,,66,75
315,4,11:34.0,LA Lakers full timeout,,66,75
316,4,11:27.0,N. Young misses 3-pt jump shot from 25 ft,,66,75
317,4,11:26.0,,Defensive rebound by J. McRoberts,66,75
318,4,11:12.0,,C. Bosh misses 2-pt jump shot from 16 ft,66,75
319,4,11:11.0,Defensive rebound by N. Young,,66,75
320,4,11:03.0,L. Williams misses 2-pt layup from 3 ft,,66,75
321,4,11:02.0,Offensive rebound by L. Williams,,66,75
322,4,11:01.0,L. Williams makes 2-pt layup at rim,,68,75
323,4,10:48.0,,C. Bosh makes 2-pt jump shot from 21 ft (assist by J. Winslow),68,77
324,4,10:30.0,M. Huertas misses 2-pt jump shot from 17 ft,,68,77
325,4,10:29.0,,Defensive rebound by Team,68,77
326,4,10:29.0,B. Bass enters the game for T. Black,,68,77
327,4,10:08.0,,J. Richardson misses 3-pt jump shot from 24 ft,68,77
328,4,10:07.0,Defensive rebound by N. Young,,68,77
329,4,10:01.0,L. Nance makes 2-pt dunk at rim,,70,77
330,4,9:48.0,,T. Johnson makes 2-pt layup from 1 ft,70,79
331,4,9:48.0,,Shooting foul by B. Bass (drawn by T. Johnson),70,79
332,4,9:48.0,,T. Johnson makes free throw 1 of 1,70,80
333,4,9:30.0,M. Huertas makes 2-pt jump shot from 19 ft,,72,80
334,4,9:07.0,,Shooting foul by B. Bass (drawn by C. Bosh),72,80
335,4,9:07.0,,C. Bosh makes free throw 1 of 2,72,81
336,4,9:07.0,,C. Bosh makes free throw 2 of 2,72,82
337,4,8:55.0,L. Williams misses 3-pt jump shot from 24 ft,,72,82
338,4,8:54.0,,Defensive rebound by T. Johnson,72,82
339,4,8:45.0,,C. Bosh misses 3-pt jump shot from 24 ft,72,82
340,4,8:44.0,,Offensive rebound by J. McRoberts,72,82
341,4,8:42.0,,Turnover by J. McRoberts (lost ball),72,82
342,4,8:30.0,L. Williams misses 2-pt layup from 2 ft,,72,82
343,4,8:29.0,,Defensive rebound by J. McRoberts,72,82
344,4,8:12.0,,T. Johnson misses 2-pt jump shot from 20 ft,72,82
345,4,8:11.0,Defensive rebound by B. Bass,,72,82
346,4,7:56.0,N. Young misses 2-pt jump shot from 20 ft,,72,82
347,4,7:55.0,,Defensive rebound by Team,72,82
348,4,7:55.0,Loose ball foul by L. Nance (drawn by C. Bosh),,72,82
349,4,7:36.0,,J. Winslow makes 2-pt layup from 1 ft (assist by J. McRoberts),72,84
350,4,7:35.0,LA Lakers full timeout,,72,84
351,4,7:25.0,Turnover by L. Williams (lost ball; steal by J. Richardson),,72,84
352,4,7:19.0,,J. McRoberts makes 2-pt dunk at rim (assist by T. Johnson),72,86
353,4,7:07.0,Turnover by M. Huertas (bad pass; steal by J. McRoberts),,72,86
354,4,7:06.0,,Personal foul by L. Williams,72,86
355,4,7:06.0,J. Clarkson enters the game for M. Huertas,,72,86
356,4,6:47.0,,C. Bosh makes 3-pt jump shot from 25 ft (assist by J. Richardson),72,89
357,4,6:29.0,N. Young misses 3-pt jump shot from 24 ft,,72,89
358,4,6:28.0,,Defensive rebound by C. Bosh,72,89
359,4,6:24.0,,Turnover by T. Johnson (bad pass; steal by J. Clarkson),72,89
360,4,6:11.0,Shooting foul by J. Richardson (drawn by L. Williams),,72,89
361,4,6:11.0,L. Williams makes free throw 1 of 2,,73,89
362,4,6:11.0,J. Randle enters the game for L. Nance,,73,89
363,4,6:11.0,L. Williams makes free throw 2 of 2,,74,89
364,4,5:52.0,,C. Bosh makes 2-pt dunk at rim (assist by J. Winslow),74,91
365,4,5:40.0,Personal foul by J. McRoberts,,74,91
366,4,5:40.0,Official timeout,,74,91
367,4,5:40.0,,L. Deng enters the game for J. McRoberts,74,91
368,4,5:25.0,L. Williams makes 3-pt jump shot from 24 ft (assist by N. Young),,77,91
369,4,4:58.0,,T. Johnson misses 3-pt jump shot from 24 ft,77,91
370,4,4:57.0,,Offensive rebound by C. Bosh,77,91
371,4,4:57.0,,Shooting foul by B. Bass (drawn by C. Bosh),77,91
372,4,4:57.0,,C. Bosh misses free throw 1 of 2,77,91
373,4,4:57.0,,Offensive rebound by Team,77,91
374,4,4:57.0,,G. Dragić enters the game for J. Richardson,77,91
375,4,4:57.0,,C. Bosh makes free throw 2 of 2,77,92
376,4,4:46.0,L. Williams misses 3-pt jump shot from 24 ft,,77,92
377,4,4:45.0,,Defensive rebound by L. Deng,77,92
378,4,4:33.0,,Turnover by T. Johnson (bad pass; steal by N. Young),77,92
379,4,4:31.0,Shooting foul by G. Dragić (drawn by L. Williams),,77,92
380,4,4:31.0,L. Williams makes free throw 1 of 2,,78,92
381,4,4:31.0,L. Williams makes free throw 2 of 2,,79,92
382,4,4:11.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by T. Johnson),79,95
383,4,3:58.0,J. Clarkson misses 2-pt jump shot from 11 ft,,79,95
384,4,3:57.0,,Defensive rebound by C. Bosh,79,95
385,4,3:49.0,,L. Deng makes 2-pt layup at rim,79,97
386,4,3:49.0,LA Lakers full timeout,,79,97
387,4,3:32.0,B. Bass makes 2-pt jump shot from 6 ft (assist by N. Young),,81,97
388,4,3:11.0,,G. Dragić makes 2-pt layup from 2 ft,81,99
