,QUARTER,TIME_REMAINING,INDIANA_ACTION,DETROIT_ACTION,INDIANA_SCORE,DETROIT_SCORE
172,2,3:06.0,,E. İlyasova misses 3-pt jump shot from 26 ft,48,36
173,2,3:05.0,,Offensive rebound by M. Morris,48,36
174,2,3:04.0,,Shooting foul by R. Stuckey (drawn by M. Morris),48,36
175,2,3:04.0,,M. Morris makes free throw 1 of 2,48,37
176,2,3:04.0,M. Ellis enters the game for R. Stuckey,,48,37
177,2,3:04.0,,M. Morris makes free throw 2 of 2,48,38
178,2,2:37.0,M. Ellis misses 3-pt jump shot from 26 ft,,48,38
179,2,2:36.0,,Defensive rebound by K. Caldwell-Pope,48,38
180,2,2:25.0,,R. Jackson makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),48,41
181,2,2:03.0,P. George makes 2-pt jump shot from 16 ft (assist by G. Hill),,50,41
182,2,1:48.0,,A. Drummond makes 2-pt layup at rim (assist by R. Jackson),50,43
183,2,1:48.0,Indiana full timeout,,50,43
184,2,1:48.0,Official timeout,,50,43
185,2,1:48.0,C. Miles enters the game for L. Allen,,50,43
186,2,1:36.0,M. Ellis makes 2-pt layup at rim (assist by J. Hill),,52,43
187,2,1:20.0,,R. Jackson misses 2-pt jump shot from 19 ft,52,43
188,2,1:20.0,,Offensive rebound by M. Morris,52,43
189,2,1:12.0,,M. Morris makes 2-pt jump shot from 16 ft,52,45
190,2,0:59.0,Personal foul by R. Jackson (drawn by P. George),,52,45
191,2,0:59.0,,Violation by Team (delay of game),52,45
192,2,0:59.0,P. George makes free throw 1 of 2,,53,45
193,2,0:59.0,P. George makes free throw 2 of 2,,54,45
194,2,0:48.0,,Turnover by R. Jackson (bad pass; steal by J. Hill),54,45
195,2,0:39.0,C. Miles makes 3-pt jump shot from 25 ft (assist by P. George),,57,45
196,2,0:28.0,,R. Jackson makes 2-pt layup at rim,57,47
197,2,0:02.0,C. Miles misses 2-pt jump shot from 16 ft,,57,47
198,2,0:02.0,Offensive rebound by J. Hill,,57,47
199,2,0:01.0,J. Hill makes 2-pt jump shot from 6 ft,,59,47
200,3,11:46.0,M. Ellis makes 2-pt jump shot from 18 ft,,61,47
201,3,11:34.0,,Turnover by R. Jackson (offensive foul),61,47
202,3,11:34.0,,Offensive foul by R. Jackson (drawn by G. Hill),61,47
203,3,11:18.0,J. Hill makes 2-pt jump shot from 17 ft (assist by M. Ellis),,63,47
204,3,10:58.0,,E. İlyasova makes 2-pt jump shot from 21 ft (assist by K. Caldwell-Pope),63,49
205,3,10:50.0,Personal foul by K. Caldwell-Pope (drawn by M. Ellis),,63,49
206,3,10:39.0,J. Hill makes 2-pt jump shot from 19 ft (assist by M. Ellis),,65,49
207,3,10:24.0,,Shooting foul by M. Ellis (drawn by K. Caldwell-Pope),65,49
208,3,10:24.0,,K. Caldwell-Pope makes free throw 1 of 2,65,50
209,3,10:24.0,,K. Caldwell-Pope misses free throw 2 of 2,65,50
210,3,10:23.0,,Offensive rebound by E. İlyasova,65,50
211,3,10:22.0,,E. İlyasova misses 2-pt layup at rim,65,50
212,3,10:21.0,Defensive rebound by M. Ellis,,65,50
213,3,10:09.0,M. Ellis misses 2-pt jump shot from 16 ft,,65,50
214,3,10:08.0,Offensive rebound by J. Hill,,65,50
215,3,10:07.0,J. Hill makes 2-pt layup at rim,,67,50
216,3,9:56.0,,Turnover by A. Drummond (offensive goaltending),67,50
217,3,9:43.0,Offensive foul by J. Hill (drawn by K. Caldwell-Pope),,67,50
218,3,9:43.0,Turnover by J. Hill (offensive foul),,67,50
219,3,9:27.0,,R. Jackson makes 3-pt jump shot from 25 ft,67,53
220,3,9:18.0,C. Miles makes 3-pt jump shot from 25 ft (assist by P. George),,70,53
221,3,9:12.0,,Detroit full timeout,70,53
222,3,8:56.0,,Offensive foul by M. Morris (drawn by P. George),70,53
223,3,8:56.0,,Turnover by M. Morris (offensive foul),70,53
224,3,8:49.0,Offensive foul by C. Miles (drawn by K. Caldwell-Pope),,70,53
225,3,8:49.0,Turnover by C. Miles (offensive foul),,70,53
226,3,8:30.0,,A. Drummond makes 2-pt layup at rim (assist by K. Caldwell-Pope),70,55
227,3,8:10.0,P. George misses 3-pt jump shot from 25 ft,,70,55
228,3,8:09.0,,Defensive rebound by M. Morris,70,55
229,3,7:59.0,,Violation by Team (jump ball),70,55
230,3,7:59.0,,Turnover by A. Drummond (jump ball violation.),70,55
231,3,7:45.0,M. Ellis misses 2-pt jump shot from 15 ft,,70,55
232,3,7:45.0,,Defensive rebound by Team,70,55
233,3,7:34.0,,M. Morris misses 3-pt jump shot from 25 ft,70,55
234,3,7:33.0,Defensive rebound by P. George,,70,55
235,3,7:25.0,Turnover by C. Miles (lost ball; steal by A. Drummond),,70,55
236,3,7:15.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by R. Jackson),70,58
237,3,7:15.0,Indiana full timeout,,70,58
238,3,6:56.0,P. George makes 2-pt layup at rim,,72,58
239,3,6:37.0,,A. Drummond misses 2-pt layup from 1 ft,72,58
240,3,6:36.0,Defensive rebound by P. George,,72,58
241,3,6:32.0,P. George misses 3-pt jump shot from 25 ft,,72,58
242,3,6:32.0,,Defensive rebound by Team,72,58
243,3,6:19.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,72,58
244,3,6:18.0,Defensive rebound by P. George,,72,58
245,3,5:53.0,C. Miles misses 3-pt jump shot from 25 ft,,72,58
246,3,5:53.0,,Defensive rebound by K. Caldwell-Pope,72,58
247,3,5:44.0,,E. İlyasova misses 2-pt layup at rim,72,58
248,3,5:43.0,,Offensive rebound by A. Drummond,72,58
249,3,5:39.0,,A. Drummond makes 2-pt dunk at rim,72,60
250,3,5:25.0,J. Hill misses 2-pt jump shot from 13 ft,,72,60
251,3,5:25.0,,Defensive rebound by K. Caldwell-Pope,72,60
252,3,5:16.0,,Turnover by R. Jackson (bad pass; steal by C. Miles),72,60
253,3,5:08.0,P. George makes 3-pt jump shot from 24 ft (assist by C. Miles),,75,60
254,3,4:56.0,,Shooting foul by J. Hill (drawn by K. Caldwell-Pope),75,60
255,3,4:56.0,,K. Caldwell-Pope makes free throw 1 of 2,75,61
256,3,4:56.0,R. Stuckey enters the game for G. Hill,,75,61
257,3,4:56.0,,K. Caldwell-Pope makes free throw 2 of 2,75,62
258,3,4:42.0,J. Hill makes 2-pt layup from 1 ft (assist by M. Ellis),,77,62
259,3,4:36.0,,Turnover by A. Drummond (lost ball; steal by M. Ellis),77,62
260,3,4:27.0,R. Stuckey misses 3-pt jump shot from 23 ft,,77,62
261,3,4:26.0,Offensive rebound by C. Miles,,77,62
262,3,4:19.0,M. Ellis makes 2-pt layup at rim,,79,62
263,3,4:11.0,,R. Jackson misses 2-pt jump shot from 16 ft,79,62
264,3,4:09.0,Defensive rebound by C. Miles,,79,62
265,3,3:54.0,P. George misses 2-pt layup from 2 ft (block by M. Morris),,79,62
266,3,3:53.0,,Defensive rebound by A. Drummond,79,62
267,3,3:48.0,,M. Morris makes 2-pt layup at rim (assist by R. Jackson),79,64
268,3,3:41.0,Indiana full timeout,,79,64
269,3,3:41.0,,S. Dinwiddie enters the game for R. Jackson,79,64
270,3,3:41.0,L. Allen enters the game for J. Hill,,79,64
271,3,3:29.0,R. Stuckey makes 2-pt jump shot from 18 ft,,81,64
272,3,3:29.0,Shooting foul by S. Dinwiddie (drawn by R. Stuckey),,81,64
273,3,3:29.0,R. Stuckey makes free throw 1 of 1,,82,64
274,3,3:14.0,,Turnover by S. Dinwiddie (bad pass; steal by P. George),82,64
275,3,3:03.0,L. Allen misses 2-pt jump shot from 4 ft,,82,64
276,3,3:03.0,Offensive rebound by L. Allen,,82,64
277,3,2:51.0,L. Allen misses 2-pt jump shot from 13 ft,,82,64
278,3,2:51.0,,Defensive rebound by M. Morris,82,64
279,3,2:33.0,,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,82,64
280,3,2:33.0,,Offensive rebound by A. Drummond,82,64
281,3,2:33.0,,Shooting foul by L. Allen (drawn by A. Drummond),82,64
282,3,2:33.0,,A. Drummond makes free throw 1 of 2,82,65
283,3,2:33.0,,S. Johnson enters the game for K. Caldwell-Pope,82,65
284,3,2:33.0,,A. Tolliver enters the game for E. İlyasova,82,65
285,3,2:33.0,,A. Drummond misses free throw 2 of 2,82,65
286,3,2:32.0,Defensive rebound by L. Allen,,82,65
287,3,2:13.0,Turnover by L. Allen (lost ball; steal by A. Drummond),,82,65
288,3,2:07.0,,Turnover by S. Dinwiddie (bad pass; steal by P. George),82,65
289,3,2:04.0,Shooting foul by S. Dinwiddie (drawn by R. Stuckey),,82,65
290,3,2:04.0,R. Stuckey makes 2-pt layup at rim (assist by P. George),,84,65
291,3,2:04.0,R. Stuckey makes free throw 1 of 1,,85,65
292,3,1:43.0,,M. Morris misses 3-pt jump shot from 23 ft,85,65
293,3,1:43.0,Defensive rebound by P. George,,85,65
294,3,1:35.0,Turnover by P. George (lost ball; steal by M. Morris),,85,65
295,3,1:27.0,,A. Drummond makes 2-pt hook shot from 4 ft (assist by S. Johnson),85,67
296,3,1:12.0,M. Ellis misses 2-pt jump shot from 17 ft,,85,67
297,3,1:12.0,,Defensive rebound by Team,85,67
298,3,0:51.0,,A. Tolliver misses 3-pt jump shot from 26 ft,85,67
299,3,0:50.0,Defensive rebound by P. George,,85,67
300,3,0:35.0,P. George misses 2-pt jump shot from 5 ft (block by A. Drummond),,85,67
301,3,0:34.0,,Defensive rebound by A. Drummond,85,67
302,3,0:30.0,,Shooting foul by M. Ellis (drawn by S. Dinwiddie),85,67
303,3,0:30.0,,S. Dinwiddie misses free throw 1 of 2,85,67
304,3,0:30.0,,Offensive rebound by Team,85,67
305,3,0:30.0,,S. Dinwiddie misses free throw 2 of 2,85,67
306,3,0:29.0,Defensive rebound by R. Stuckey,,85,67
307,3,0:29.0,Personal foul by A. Drummond (drawn by R. Stuckey),,85,67
308,3,0:07.0,R. Stuckey misses 2-pt jump shot from 17 ft,,85,67
309,3,0:05.0,,Defensive rebound by A. Tolliver,85,67
310,3,0:02.0,,M. Morris misses 3-pt jump shot from 29 ft,85,67
311,3,0:01.0,,Offensive rebound by A. Drummond,85,67
312,3,0:01.0,,A. Drummond misses 2-pt layup at rim,85,67
313,3,0:00.0,,Offensive rebound by Team,85,67
314,4,11:45.0,,S. Johnson misses 2-pt jump shot from 20 ft,85,67
315,4,11:42.0,,Offensive rebound by A. Drummond,85,67
316,4,11:26.0,,A. Drummond makes 2-pt layup at rim (assist by S. Johnson),85,69
317,4,11:09.0,L. Allen misses 2-pt hook shot from 7 ft,,85,69
318,4,11:07.0,,Defensive rebound by S. Dinwiddie,85,69
319,4,11:04.0,,Personal foul by M. Turner (drawn by S. Dinwiddie),85,69
320,4,10:55.0,,A. Drummond misses 2-pt hook shot from 6 ft,85,69
321,4,10:53.0,Defensive rebound by R. Stuckey,,85,69
322,4,10:48.0,Personal foul by A. Tolliver (drawn by R. Stuckey),,85,69
323,4,10:47.0,Personal foul by S. Johnson (drawn by R. Stuckey),,85,69
324,4,10:30.0,R. Stuckey makes 2-pt jump shot from 16 ft,,87,69
325,4,10:15.0,,S. Dinwiddie makes 2-pt layup at rim,87,71
326,4,10:01.0,G. Hill misses 2-pt jump shot from 16 ft,,87,71
327,4,10:01.0,Offensive rebound by L. Allen,,87,71
328,4,9:58.0,Turnover by L. Allen (bad pass; steal by K. Caldwell-Pope),,87,71
329,4,9:56.0,,K. Caldwell-Pope makes 2-pt layup at rim,87,73
330,4,9:56.0,,Shooting foul by M. Turner (drawn by K. Caldwell-Pope),87,73
331,4,9:56.0,,K. Caldwell-Pope makes free throw 1 of 1,87,74
332,4,9:41.0,M. Turner misses 2-pt jump shot from 14 ft,,87,74
333,4,9:40.0,,Defensive rebound by S. Johnson,87,74
334,4,9:36.0,Offensive charge foul by S. Johnson (drawn by R. Stuckey),,87,74
335,4,9:36.0,,Turnover by S. Johnson (offensive foul),87,74
336,4,9:21.0,Personal foul by S. Dinwiddie (drawn by G. Hill),,87,74
337,4,9:16.0,Turnover by R. Stuckey (bad pass; steal by A. Drummond),,87,74
338,4,9:13.0,,Flagrant foul type 1 by R. Stuckey (drawn by S. Johnson),87,74
339,4,9:13.0,,S. Johnson misses flagrant free throw 1 of 2,87,74
340,4,9:13.0,,Offensive rebound by Team,87,74
341,4,9:13.0,,S. Johnson misses flagrant free throw 2 of 2,87,74
342,4,9:13.0,,Offensive rebound by Team,87,74
343,4,9:00.0,,A. Tolliver misses 3-pt jump shot from 25 ft,87,74
344,4,9:00.0,Defensive rebound by C. Budinger,,87,74
345,4,8:51.0,R. Stuckey makes 2-pt jump shot from 7 ft,,89,74
346,4,8:37.0,,S. Johnson misses 2-pt layup at rim,89,74
347,4,8:37.0,,Offensive rebound by S. Johnson,89,74
348,4,8:37.0,,S. Johnson misses 2-pt layup at rim (block by L. Allen),89,74
349,4,8:37.0,,Offensive rebound by Team,89,74
350,4,8:37.0,,R. Jackson enters the game for S. Dinwiddie,89,74
351,4,8:37.0,Official timeout,,89,74
352,4,8:25.0,,Shooting foul by M. Turner (drawn by R. Jackson),89,74
353,4,8:25.0,,R. Jackson makes free throw 1 of 2,89,75
354,4,8:25.0,,M. Morris enters the game for A. Tolliver,89,75
355,4,8:25.0,,E. İlyasova enters the game for S. Johnson,89,75
356,4,8:25.0,P. George enters the game for C. Budinger,,89,75
357,4,8:25.0,,R. Jackson makes free throw 2 of 2,89,76
358,4,8:05.0,R. Stuckey misses 2-pt jump shot from 16 ft,,89,76
359,4,8:02.0,,Defensive rebound by A. Drummond,89,76
360,4,7:56.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,89,76
361,4,7:56.0,,Offensive rebound by E. İlyasova,89,76
362,4,7:51.0,,E. İlyasova misses 2-pt layup from 1 ft,89,76
363,4,7:50.0,,Offensive rebound by A. Drummond,89,76
364,4,7:47.0,,A. Drummond misses 2-pt layup at rim,89,76
365,4,7:44.0,,Offensive rebound by A. Drummond,89,76
366,4,7:40.0,,A. Drummond makes 2-pt layup from 1 ft,89,78
367,4,7:27.0,R. Stuckey makes 2-pt jump shot from 6 ft (assist by L. Allen),,91,78
368,4,7:04.0,,K. Caldwell-Pope misses 2-pt layup from 2 ft (block by M. Turner),91,78
369,4,7:02.0,Defensive rebound by M. Turner,,91,78
370,4,6:53.0,G. Hill misses 3-pt jump shot from 26 ft,,91,78
371,4,6:53.0,,Defensive rebound by A. Drummond,91,78
372,4,6:46.0,,R. Jackson misses 3-pt jump shot from 26 ft,91,78
373,4,6:45.0,Defensive rebound by M. Turner,,91,78
374,4,6:31.0,L. Allen misses 2-pt jump shot from 17 ft,,91,78
375,4,6:30.0,,Defensive rebound by A. Drummond,91,78
376,4,6:21.0,,R. Jackson misses 2-pt jump shot from 4 ft,91,78
377,4,6:21.0,Defensive rebound by Team,,91,78
378,4,6:21.0,,Loose ball foul by A. Drummond (drawn by G. Hill),91,78
379,4,6:21.0,M. Ellis enters the game for G. Hill,,91,78
380,4,6:09.0,Turnover by M. Ellis (bad pass),,91,78
381,4,6:00.0,,R. Jackson misses 2-pt layup at rim (block by M. Turner),91,78
382,4,5:58.0,,Offensive rebound by A. Drummond,91,78
383,4,5:54.0,,Turnover by M. Morris (bad pass; steal by R. Stuckey),91,78
