,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA LAKERS_ACTION,BROOKLYN_SCORE,LA LAKERS_SCORE
388,4,4:23.0,Defensive rebound by B. Bogdanović,,85,93
389,4,4:12.0,B. Bogdanović makes 2-pt jump shot from 19 ft (assist by B. Lopez),,87,93
390,4,4:05.0,,LA Lakers full timeout,87,93
391,4,4:05.0,,J. Clarkson enters the game for M. Huertas,87,93
392,4,3:51.0,,D. Russell makes 2-pt jump shot from 4 ft,87,95
393,4,3:34.0,B. Lopez misses 2-pt layup from 2 ft,,87,95
394,4,3:33.0,,Defensive rebound by J. Randle,87,95
395,4,3:25.0,,Personal foul by B. Lopez (drawn by R. Hibbert),87,95
396,4,3:13.0,,D. Russell misses 3-pt jump shot from 24 ft,87,95
397,4,3:11.0,Defensive rebound by B. Bogdanović,,87,95
398,4,3:04.0,D. Sloan misses 2-pt jump shot from 19 ft,,87,95
399,4,3:03.0,Offensive rebound by B. Lopez,,87,95
400,4,3:03.0,B. Lopez misses 2-pt layup from 2 ft,,87,95
401,4,3:03.0,Offensive rebound by Team,,87,95
402,4,3:03.0,,Loose ball foul by R. Hibbert (drawn by B. Lopez),87,95
403,4,3:03.0,B. Lopez makes free throw 1 of 2,,88,95
404,4,3:03.0,B. Lopez misses free throw 2 of 2,,88,95
405,4,3:02.0,Offensive rebound by B. Lopez,,88,95
406,4,2:59.0,B. Lopez makes 2-pt layup at rim,,90,95
407,4,2:43.0,,Personal foul by B. Lopez,90,95
408,4,2:43.0,Brooklyn full timeout,,90,95
409,4,2:43.0,S. Kilpatrick enters the game for B. Lopez,,90,95
410,4,2:43.0,,B. Bass enters the game for R. Hibbert,90,95
411,4,2:30.0,,J. Randle misses 2-pt jump shot from 3 ft,90,95
412,4,2:30.0,Defensive rebound by Team,,90,95
413,4,2:18.0,Shooting foul by B. Bass (drawn by T. Young),,90,95
414,4,2:18.0,T. Young makes free throw 1 of 2,,91,95
415,4,2:18.0,T. Young makes free throw 2 of 2,,92,95
416,4,1:55.0,,J. Clarkson misses 3-pt jump shot from 24 ft,92,95
417,4,1:54.0,Defensive rebound by T. Young,,92,95
418,4,1:50.0,T. Young makes 2-pt dunk at rim (assist by S. Kilpatrick),,94,95
419,4,1:28.0,,J. Clarkson makes 2-pt layup at rim,94,97
420,4,1:14.0,T. Young misses 2-pt jump shot from 10 ft,,94,97
421,4,1:11.0,,Defensive rebound by D. Russell,94,97
422,4,0:53.0,,D. Russell makes 3-pt jump shot from 24 ft,94,100
423,4,0:53.0,Brooklyn full timeout,,94,100
424,4,0:48.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,97,100
425,4,0:31.0,,D. Russell makes 3-pt jump shot from 26 ft,97,103
426,4,0:31.0,Brooklyn full timeout,,97,103
427,4,0:25.0,D. Sloan makes 2-pt layup from 1 ft (assist by B. Bogdanović),,99,103
428,4,0:25.0,,LA Lakers full timeout,99,103
429,4,0:23.0,,Personal take foul by D. Sloan (drawn by B. Bass),99,103
430,4,0:23.0,,B. Bass makes free throw 1 of 2,99,104
431,4,0:23.0,,B. Bass misses free throw 2 of 2,99,104
432,4,0:22.0,Defensive rebound by B. Bogdanović,,99,104
433,4,0:14.0,D. Sloan misses 2-pt layup from 2 ft (block by B. Bass),,99,104
434,4,0:14.0,,Defensive rebound by J. Randle,99,104
435,4,0:14.0,,Personal take foul by T. Young (drawn by J. Randle),99,104
436,4,0:14.0,,J. Randle misses free throw 1 of 2,99,104
437,4,0:14.0,,Offensive rebound by Team,99,104
438,4,0:14.0,,J. Randle makes free throw 2 of 2,99,105
439,4,0:07.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,99,105
440,4,0:07.0,Offensive rebound by Team,,99,105
441,4,0:02.0,D. Sloan misses 2-pt jump shot from 20 ft,,99,105
442,4,0:02.0,Offensive rebound by T. Young,,99,105
443,4,0:02.0,T. Young makes 2-pt layup from 1 ft,,101,105
444,4,0:01.0,,Personal take foul by D. Sloan (drawn by D. Russell),101,105
445,4,0:01.0,,D. Russell makes free throw 1 of 2,101,106
446,4,0:01.0,,D. Russell makes free throw 2 of 2,101,107
