,QUARTER,TIME_REMAINING,MIAMI_ACTION,MINNESOTA_ACTION,MIAMI_SCORE,MINNESOTA_SCORE
389,4,5:23.0,,A. Wiggins misses 2-pt layup from 2 ft (block by H. Whiteside),88,72
390,4,5:22.0,Defensive rebound by J. Winslow,,88,72
391,4,5:17.0,J. Winslow makes 2-pt layup from 1 ft,,90,72
392,4,5:17.0,Shooting foul by Z. LaVine (drawn by J. Winslow),,90,72
393,4,5:17.0,,Minnesota full timeout,90,72
394,4,5:17.0,G. Dragić enters the game for D. Wade,,90,72
395,4,5:17.0,L. Deng enters the game for J. McRoberts,,90,72
396,4,5:17.0,,R. Rubio enters the game for Z. LaVine,90,72
397,4,5:17.0,J. Winslow makes free throw 1 of 1,,91,72
398,4,5:06.0,Offensive charge foul by S. Muhammad (drawn by T. Johnson),,91,72
399,4,5:06.0,,Turnover by S. Muhammad (offensive foul),91,72
400,4,4:50.0,L. Deng misses 3-pt jump shot from 24 ft,,91,72
401,4,4:48.0,,Defensive rebound by G. Dieng,91,72
402,4,4:39.0,,S. Muhammad misses 3-pt jump shot from 24 ft,91,72
403,4,4:37.0,Defensive rebound by J. Winslow,,91,72
404,4,4:33.0,L. Deng misses 2-pt layup from 1 ft (block by S. Muhammad),,91,72
405,4,4:32.0,,Defensive rebound by Team,91,72
406,4,4:32.0,,A. Payne enters the game for N. Bjelica,91,72
407,4,4:15.0,,R. Rubio misses 2-pt jump shot from 19 ft,91,72
408,4,4:14.0,Defensive rebound by T. Johnson,,91,72
409,4,4:06.0,Personal block foul by A. Payne (drawn by G. Dragić),,91,72
410,4,4:06.0,G. Dragić makes free throw 1 of 2,,92,72
411,4,4:06.0,G. Dragić makes free throw 2 of 2,,93,72
412,4,3:59.0,,Personal foul by T. Johnson (drawn by R. Rubio),93,72
413,4,3:59.0,,A. Miller enters the game for R. Rubio,93,72
414,4,3:48.0,,A. Wiggins makes 2-pt dunk at rim,93,74
415,4,3:31.0,T. Johnson misses 3-pt jump shot from 24 ft,,93,74
416,4,3:30.0,,Defensive rebound by A. Payne,93,74
417,4,3:22.0,,Shooting foul by T. Johnson (drawn by S. Muhammad),93,74
418,4,3:22.0,,S. Muhammad misses free throw 1 of 2,93,74
419,4,3:22.0,,Offensive rebound by Team,93,74
420,4,3:22.0,,S. Muhammad makes free throw 2 of 2,93,75
421,4,3:03.0,Shooting foul by A. Payne (drawn by G. Dragić),,93,75
422,4,3:03.0,G. Dragić makes free throw 1 of 2,,94,75
423,4,3:03.0,G. Dragić misses free throw 2 of 2,,94,75
424,4,3:03.0,,Defensive rebound by A. Payne,94,75
425,4,2:46.0,,A. Wiggins misses 2-pt jump shot from 21 ft,94,75
426,4,2:44.0,,Offensive rebound by G. Dieng,94,75
427,4,2:42.0,,G. Dieng makes 2-pt layup from 1 ft,94,77
428,4,2:30.0,Turnover by L. Deng (bad pass; steal by A. Miller),,94,77
429,4,2:29.0,,Personal foul by H. Whiteside (drawn by A. Miller),94,77
430,4,2:29.0,Miami full timeout,,94,77
431,4,2:29.0,,D. Rudež enters the game for A. Wiggins,94,77
432,4,2:29.0,J. Richardson enters the game for G. Dragić,,94,77
433,4,2:29.0,C. Andersen enters the game for H. Whiteside,,94,77
434,4,2:29.0,J. Ennis enters the game for L. Deng,,94,77
435,4,2:09.0,,A. Payne makes 2-pt jump shot from 7 ft,94,79
436,4,1:45.0,Shooting foul by G. Dieng (drawn by T. Johnson),,94,79
437,4,1:45.0,T. Johnson makes free throw 1 of 2,,95,79
438,4,1:45.0,T. Johnson makes free throw 2 of 2,,96,79
439,4,1:22.0,,A. Payne makes 3-pt jump shot from 24 ft (assist by A. Miller),96,82
440,4,1:06.0,Turnover by J. Richardson (bad pass),,96,82
441,4,0:56.0,Offensive charge foul by D. Rudež (drawn by J. Richardson),,96,82
442,4,0:56.0,,Turnover by D. Rudež (offensive foul),96,82
443,4,0:40.0,Turnover by T. Johnson (lost ball),,96,82
444,4,0:23.0,,G. Dieng makes 2-pt jump shot from 10 ft (assist by A. Payne),96,84
