,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ORLANDO_ACTION,BROOKLYN_SCORE,ORLANDO_SCORE
100,1,0:26.0,W. Reed makes 2-pt jump shot from 6 ft (assist by B. Bogdanović),,24,26
101,1,0:03.0,,Turnover by V. Oladipo (bad pass; steal by T. Robinson),24,26
102,1,0:00.0,T. Robinson makes 2-pt jump shot from 13 ft,,26,26
103,2,11:57.0,,Turnover by A. Nicholson (bad pass; steal by S. Larkin),26,26
104,2,11:55.0,,C. Frye enters the game for A. Nicholson,26,26
105,2,11:46.0,Turnover by W. Ellington (step out of bounds),,26,26
106,2,11:35.0,,D. Dedmon misses 2-pt layup at rim (block by T. Robinson),26,26
107,2,11:34.0,,Offensive rebound by Team,26,26
108,2,11:24.0,,V. Oladipo misses 3-pt jump shot from 24 ft,26,26
109,2,11:23.0,Defensive rebound by B. Bogdanović,,26,26
110,2,11:15.0,W. Reed makes 2-pt dunk at rim (assist by S. Larkin),,28,26
111,2,11:09.0,,Personal foul by T. Robinson (drawn by C. Frye),28,26
112,2,11:09.0,A. Bargnani enters the game for T. Robinson,,28,26
113,2,11:02.0,,C. Frye misses 3-pt jump shot from 24 ft,28,26
114,2,11:01.0,Defensive rebound by B. Bogdanović,,28,26
115,2,10:50.0,B. Bogdanović makes 2-pt jump shot from 8 ft,,30,26
116,2,10:50.0,Shooting foul by V. Oladipo (drawn by B. Bogdanović),,30,26
117,2,10:50.0,B. Bogdanović makes free throw 1 of 1,,31,26
118,2,10:38.0,,V. Oladipo misses 2-pt jump shot from 20 ft,31,26
119,2,10:37.0,,Offensive rebound by D. Dedmon,31,26
120,2,10:33.0,,V. Oladipo misses 2-pt layup at rim,31,26
121,2,10:31.0,,Offensive rebound by A. Gordon,31,26
122,2,10:31.0,,Shooting foul by W. Reed (drawn by A. Gordon),31,26
123,2,10:31.0,,A. Gordon misses free throw 1 of 2,31,26
124,2,10:31.0,,Offensive rebound by Team,31,26
125,2,10:31.0,,A. Gordon makes free throw 2 of 2,31,27
126,2,10:12.0,W. Reed misses 2-pt hook shot from 5 ft,,31,27
127,2,10:10.0,,Defensive rebound by D. Dedmon,31,27
128,2,9:58.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by M. Hezonja),31,29
129,2,9:40.0,W. Ellington makes 2-pt jump shot from 15 ft,,33,29
130,2,9:26.0,B. Lopez enters the game for W. Reed,,33,29
131,2,9:17.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by V. Oladipo),33,32
132,2,8:58.0,A. Bargnani misses 2-pt jump shot from 21 ft,,33,32
133,2,8:56.0,Offensive rebound by B. Lopez,,33,32
134,2,8:52.0,B. Lopez misses 3-pt jump shot from 26 ft (block by A. Gordon),,33,32
135,2,8:50.0,,Defensive rebound by D. Dedmon,33,32
136,2,8:36.0,,M. Hezonja misses 3-pt jump shot from 26 ft,33,32
137,2,8:35.0,Defensive rebound by B. Lopez,,33,32
138,2,8:19.0,B. Bogdanović misses 2-pt jump shot from 12 ft (block by M. Hezonja),,33,32
139,2,8:17.0,Offensive rebound by B. Bogdanović,,33,32
140,2,8:15.0,B. Bogdanović makes 2-pt layup at rim,,35,32
141,2,7:59.0,,D. Dedmon misses 2-pt layup at rim,35,32
142,2,7:57.0,Defensive rebound by S. Larkin,,35,32
143,2,7:54.0,B. Bogdanović misses 2-pt layup from 2 ft,,35,32
144,2,7:53.0,,Defensive rebound by A. Gordon,35,32
145,2,7:47.0,,Turnover by V. Oladipo (bad pass),35,32
146,2,7:47.0,,E. Fournier enters the game for M. Hezonja,35,32
147,2,7:47.0,J. Jack enters the game for W. Ellington,,35,32
148,2,7:31.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by J. Jack),,37,32
149,2,7:16.0,,E. Fournier misses 2-pt layup from 2 ft (block by B. Lopez),37,32
150,2,7:13.0,Defensive rebound by B. Lopez,,37,32
151,2,7:04.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by J. Jack),,39,32
152,2,6:44.0,,A. Gordon makes 2-pt jump shot from 8 ft (assist by E. Fournier),39,34
153,2,6:29.0,A. Bargnani makes 2-pt jump shot from 19 ft (assist by S. Larkin),,41,34
154,2,6:01.0,,E. Fournier misses 3-pt jump shot from 27 ft,41,34
155,2,6:00.0,,Offensive rebound by C. Frye,41,34
156,2,5:49.0,,Turnover by V. Oladipo (bad pass; steal by A. Bargnani),41,34
157,2,5:42.0,Shooting foul by E. Fournier (drawn by B. Lopez),,41,34
158,2,5:42.0,,Orlando full timeout,41,34
159,2,5:42.0,J. Johnson enters the game for S. Larkin,,41,34
160,2,5:42.0,,N. Vučević enters the game for V. Oladipo,41,34
161,2,5:42.0,,T. Harris enters the game for A. Gordon,41,34
162,2,5:42.0,,S. Napier enters the game for D. Dedmon,41,34
163,2,5:42.0,B. Lopez makes free throw 1 of 2,,42,34
164,2,5:42.0,B. Lopez makes free throw 2 of 2,,43,34
165,2,5:21.0,,N. Vučević makes 2-pt layup from 1 ft,43,36
166,2,5:04.0,Personal foul by S. Napier (drawn by J. Jack),,43,36
167,2,4:56.0,B. Lopez makes 2-pt jump shot from 12 ft (assist by J. Jack),,45,36
168,2,4:39.0,,S. Napier misses 3-pt jump shot from 25 ft,45,36
169,2,4:38.0,Defensive rebound by B. Bogdanović,,45,36
170,2,4:26.0,A. Bargnani misses 2-pt jump shot from 16 ft,,45,36
171,2,4:24.0,,Defensive rebound by C. Frye,45,36
172,2,4:10.0,,T. Harris misses 3-pt jump shot from 26 ft,45,36
173,2,4:09.0,Defensive rebound by B. Lopez,,45,36
174,2,3:56.0,A. Bargnani misses 2-pt jump shot from 17 ft,,45,36
175,2,3:55.0,,Defensive rebound by C. Frye,45,36
176,2,3:34.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by C. Frye),45,39
177,2,3:16.0,B. Lopez makes 2-pt jump shot from 13 ft,,47,39
178,2,2:58.0,,Personal foul by B. Bogdanović (drawn by C. Frye),47,39
179,2,2:58.0,Brooklyn full timeout,,47,39
180,2,2:58.0,T. Young enters the game for A. Bargnani,,47,39
181,2,2:51.0,,Personal foul by T. Young (drawn by N. Vučević),47,39
182,2,2:48.0,,Turnover by T. Harris (lost ball; steal by J. Jack),47,39
183,2,2:43.0,B. Bogdanović makes 2-pt layup at rim (assist by J. Jack),,49,39
184,2,2:20.0,,N. Vučević misses 2-pt jump shot from 16 ft,49,39
185,2,2:19.0,Defensive rebound by B. Lopez,,49,39
186,2,1:57.0,J. Jack makes 2-pt jump shot from 6 ft,,51,39
187,2,1:57.0,Shooting foul by S. Napier (drawn by J. Jack),,51,39
188,2,1:57.0,,V. Oladipo enters the game for S. Napier,51,39
189,2,1:57.0,J. Jack makes free throw 1 of 1,,52,39
190,2,1:46.0,Violation by B. Lopez (def goaltending),,52,39
191,2,1:46.0,,T. Harris makes 2-pt jump shot from 3 ft,52,41
192,2,1:46.0,,Shooting foul by J. Johnson (drawn by T. Harris),52,41
193,2,1:46.0,,T. Harris misses free throw 1 of 1,52,41
194,2,1:44.0,Defensive rebound by J. Johnson,,52,41
195,2,1:22.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,52,41
196,2,1:21.0,Offensive rebound by B. Lopez,,52,41
197,2,1:20.0,B. Lopez misses 2-pt layup from 1 ft,,52,41
198,2,1:18.0,Offensive rebound by B. Lopez,,52,41
199,2,1:18.0,B. Lopez misses 2-pt layup at rim,,52,41
200,2,1:17.0,,Defensive rebound by N. Vučević,52,41
201,2,1:05.0,,T. Harris makes 2-pt layup from 2 ft (assist by N. Vučević),52,43
202,2,0:51.0,Turnover by B. Bogdanović (back court),,52,43
203,2,0:37.0,,Personal foul by T. Young (drawn by E. Fournier),52,43
204,2,0:37.0,,E. Fournier makes free throw 1 of 2,52,44
205,2,0:37.0,S. Larkin enters the game for T. Young,,52,44
206,2,0:37.0,,A. Gordon enters the game for C. Frye,52,44
207,2,0:37.0,,E. Fournier makes free throw 2 of 2,52,45
208,2,0:29.0,J. Jack misses 2-pt jump shot from 17 ft,,52,45
209,2,0:27.0,,Defensive rebound by T. Harris,52,45
210,2,0:06.0,,V. Oladipo misses 3-pt jump shot from 26 ft,52,45
211,2,0:05.0,Defensive rebound by B. Lopez,,52,45
212,2,0:00.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,52,45
213,2,0:00.0,Offensive rebound by Team,,52,45
214,3,11:42.0,,Turnover by S. Napier (bad pass; steal by B. Lopez),52,45
215,3,11:22.0,J. Johnson makes 2-pt jump shot from 15 ft,,54,45
216,3,10:55.0,,S. Napier makes 2-pt jump shot from 18 ft,54,47
217,3,10:33.0,J. Jack makes 2-pt jump shot from 16 ft (assist by B. Bogdanović),,56,47
218,3,10:18.0,,Turnover by E. Fournier (bad pass; steal by J. Johnson),56,47
219,3,10:14.0,B. Bogdanović makes 2-pt layup at rim (assist by J. Jack),,58,47
220,3,9:57.0,,Turnover by C. Frye (bad pass; steal by B. Lopez),58,47
221,3,9:51.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,58,47
222,3,9:50.0,,Defensive rebound by T. Harris,58,47
223,3,9:33.0,,N. Vučević makes 2-pt hook shot from 4 ft,58,49
224,3,9:26.0,Turnover by J. Jack (lost ball; steal by S. Napier),,58,49
225,3,9:19.0,,N. Vučević makes 2-pt dunk at rim (assist by E. Fournier),58,51
226,3,9:04.0,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by T. Young),,61,51
227,3,8:49.0,,N. Vučević makes 2-pt layup at rim (assist by S. Napier),61,53
228,3,8:35.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,61,53
229,3,8:34.0,,Defensive rebound by S. Napier,61,53
230,3,8:31.0,,Turnover by S. Napier (bad pass),61,53
231,3,8:22.0,Offensive foul by B. Lopez (drawn by N. Vučević),,61,53
232,3,8:22.0,Turnover by B. Lopez (offensive foul),,61,53
233,3,8:06.0,,C. Frye misses 3-pt jump shot from 25 ft,61,53
234,3,8:04.0,Defensive rebound by B. Bogdanović,,61,53
235,3,7:53.0,T. Young misses 2-pt jump shot from 10 ft,,61,53
236,3,7:52.0,,Defensive rebound by T. Harris,61,53
237,3,7:43.0,,C. Frye makes 2-pt dunk at rim (assist by T. Harris),61,55
238,3,7:41.0,Brooklyn full timeout,,61,55
239,3,7:19.0,T. Young makes 2-pt layup at rim (assist by B. Bogdanović),,63,55
240,3,6:53.0,,C. Frye misses 3-pt jump shot from 24 ft,63,55
241,3,6:52.0,Defensive rebound by B. Lopez,,63,55
242,3,6:42.0,J. Jack misses 2-pt jump shot from 17 ft,,63,55
243,3,6:41.0,,Defensive rebound by C. Frye,63,55
244,3,6:29.0,,T. Harris misses 3-pt jump shot from 26 ft,63,55
245,3,6:28.0,Defensive rebound by J. Jack,,63,55
246,3,6:16.0,J. Johnson makes 2-pt jump shot from 12 ft,,65,55
247,3,5:57.0,,C. Frye misses 2-pt hook shot from 7 ft,65,55
248,3,5:56.0,,Offensive rebound by N. Vučević,65,55
249,3,5:56.0,,N. Vučević misses 2-pt layup from 2 ft,65,55
250,3,5:55.0,,Offensive rebound by N. Vučević,65,55
251,3,5:55.0,,N. Vučević misses 2-pt layup from 2 ft,65,55
252,3,5:53.0,Defensive rebound by B. Lopez,,65,55
253,3,5:46.0,Shooting foul by C. Frye (drawn by T. Young),,65,55
254,3,5:46.0,T. Young makes free throw 1 of 2,,66,55
255,3,5:46.0,,V. Oladipo enters the game for S. Napier,66,55
256,3,5:46.0,,A. Gordon enters the game for C. Frye,66,55
257,3,5:46.0,T. Young makes free throw 2 of 2,,67,55
258,3,5:28.0,,V. Oladipo misses 3-pt jump shot from 24 ft,67,55
259,3,5:27.0,,Offensive rebound by T. Harris,67,55
260,3,5:27.0,,T. Harris makes 2-pt dunk at rim,67,57
261,3,5:07.0,J. Jack misses 3-pt jump shot from 22 ft,,67,57
262,3,5:05.0,,Defensive rebound by A. Gordon,67,57
263,3,4:47.0,,N. Vučević makes 2-pt jump shot from 16 ft,67,59
264,3,4:27.0,Turnover by J. Johnson (lost ball; steal by E. Fournier),,67,59
265,3,4:26.0,,Personal foul by B. Bogdanović (drawn by V. Oladipo),67,59
266,3,4:08.0,,E. Fournier makes 2-pt jump shot from 5 ft,67,61
267,3,4:00.0,Turnover by J. Jack (bad pass; steal by E. Fournier),,67,61
268,3,3:55.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by V. Oladipo),67,64
269,3,3:52.0,Brooklyn full timeout,,67,64
270,3,3:52.0,S. Larkin enters the game for B. Bogdanović,,67,64
271,3,3:52.0,W. Ellington enters the game for J. Jack,,67,64
272,3,3:52.0,Violation by Team (delay of game),,67,64
273,3,3:30.0,B. Lopez misses 2-pt jump shot from 12 ft,,67,64
274,3,3:28.0,,Defensive rebound by V. Oladipo,67,64
275,3,3:09.0,,N. Vučević misses 2-pt jump shot from 18 ft,67,64
276,3,3:07.0,Defensive rebound by B. Lopez,,67,64
277,3,3:04.0,Shooting foul by N. Vučević (drawn by T. Young),,67,64
278,3,3:04.0,T. Young makes free throw 1 of 2,,68,64
279,3,3:04.0,W. Reed enters the game for B. Lopez,,68,64
280,3,3:04.0,T. Young makes free throw 2 of 2,,69,64
281,3,2:49.0,,N. Vučević misses 2-pt jump shot from 10 ft,69,64
282,3,2:46.0,,Offensive rebound by A. Gordon,69,64
283,3,2:46.0,,A. Gordon makes 2-pt layup from 2 ft,69,66
284,3,2:34.0,Turnover by T. Young (bad pass; steal by V. Oladipo),,69,66
285,3,2:30.0,,V. Oladipo misses 2-pt layup at rim,69,66
286,3,2:30.0,Defensive rebound by Team,,69,66
287,3,2:30.0,,Loose ball foul by A. Gordon (drawn by W. Reed),69,66
288,3,2:30.0,,Orlando full timeout,69,66
289,3,2:11.0,Turnover by W. Ellington (lost ball; steal by T. Harris),,69,66
290,3,1:58.0,,Turnover by E. Fournier (bad pass; steal by T. Young),69,66
291,3,1:53.0,W. Ellington makes 2-pt jump shot from 19 ft (assist by T. Young),,71,66
292,3,1:37.0,,E. Fournier makes 2-pt jump shot from 18 ft,71,68
293,3,1:18.0,W. Reed makes 2-pt hook shot from 3 ft,,73,68
294,3,0:53.0,,E. Fournier misses 3-pt jump shot from 23 ft,73,68
295,3,0:52.0,,Offensive rebound by Team,73,68
296,3,0:51.0,,Turnover by Team (shot clock),73,68
297,3,0:51.0,,J. Smith enters the game for N. Vučević,73,68
298,3,0:39.0,J. Johnson misses 2-pt jump shot from 19 ft,,73,68
299,3,0:37.0,,Defensive rebound by V. Oladipo,73,68
300,3,0:16.0,,A. Gordon misses 2-pt jump shot from 10 ft,73,68
301,3,0:14.0,,Offensive rebound by T. Harris,73,68
302,3,0:14.0,,T. Harris misses 2-pt layup from 1 ft,73,68
303,3,0:11.0,Defensive rebound by T. Young,,73,68
304,3,0:09.0,W. Ellington misses 3-pt jump shot from 28 ft,,73,68
305,3,0:06.0,Offensive rebound by W. Reed,,73,68
306,3,0:06.0,W. Reed misses 2-pt layup from 2 ft,,73,68
307,3,0:05.0,,Defensive rebound by A. Gordon,73,68
308,3,0:03.0,,Turnover by T. Harris (bad pass; steal by S. Larkin),73,68
309,3,0:02.0,S. Larkin misses 2-pt layup at rim,,73,68
310,3,0:00.0,,Defensive rebound by J. Smith,73,68
311,4,11:37.0,W. Ellington misses 3-pt jump shot from 25 ft,,73,68
312,4,11:36.0,,Defensive rebound by J. Smith,73,68
313,4,11:18.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by E. Fournier),73,70
314,4,11:06.0,Turnover by S. Larkin (bad pass),,73,70
315,4,10:46.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by V. Oladipo),73,72
316,4,10:24.0,W. Ellington misses 3-pt jump shot from 23 ft,,73,72
317,4,10:23.0,,Defensive rebound by J. Smith,73,72
318,4,10:12.0,,Shooting foul by W. Reed (drawn by J. Smith),73,72
319,4,10:12.0,,J. Smith makes free throw 1 of 2,73,73
320,4,10:12.0,B. Lopez enters the game for W. Reed,,73,73
321,4,10:12.0,J. Jack enters the game for W. Ellington,,73,73
322,4,10:12.0,,J. Smith makes free throw 2 of 2,73,74
323,4,9:58.0,,Violation by J. Smith (def goaltending),73,74
324,4,9:58.0,B. Bogdanović makes 2-pt layup from 1 ft,,75,74
325,4,9:39.0,,E. Fournier makes 3-pt jump shot from 25 ft,75,77
326,4,9:16.0,B. Lopez misses 2-pt layup from 1 ft,,75,77
327,4,9:14.0,Offensive rebound by B. Lopez,,75,77
328,4,9:14.0,B. Lopez misses 2-pt layup from 1 ft,,75,77
329,4,9:12.0,,Defensive rebound by V. Oladipo,75,77
330,4,9:08.0,,Turnover by V. Oladipo (bad pass; steal by J. Jack),75,77
331,4,9:04.0,B. Lopez makes 2-pt dunk at rim (assist by J. Jack),,77,77
332,4,8:39.0,,V. Oladipo makes 3-pt jump shot from 27 ft,77,80
333,4,8:25.0,B. Bogdanović makes 2-pt dunk at rim (assist by S. Larkin),,79,80
334,4,8:13.0,,Shooting foul by S. Larkin (drawn by V. Oladipo),79,80
335,4,8:13.0,Official timeout,,79,80
336,4,8:13.0,,T. Harris enters the game for M. Hezonja,79,80
337,4,8:13.0,,Violation by Team (delay of game),79,80
338,4,8:13.0,,V. Oladipo makes free throw 1 of 2,79,81
339,4,8:13.0,,V. Oladipo makes free throw 2 of 2,79,82
340,4,8:00.0,S. Larkin misses 2-pt layup from 2 ft (block by J. Smith),,79,82
341,4,7:57.0,,Defensive rebound by V. Oladipo,79,82
342,4,7:43.0,,J. Smith misses 2-pt jump shot from 17 ft,79,82
343,4,7:42.0,Defensive rebound by J. Jack,,79,82
344,4,7:34.0,Personal foul by J. Smith (drawn by B. Lopez),,79,82
345,4,7:29.0,B. Lopez makes 2-pt layup from 1 ft (assist by S. Larkin),,81,82
346,4,7:29.0,Shooting foul by J. Smith (drawn by B. Lopez),,81,82
347,4,7:29.0,,N. Vučević enters the game for J. Smith,81,82
348,4,7:29.0,B. Lopez makes free throw 1 of 1,,82,82
349,4,7:17.0,,Shooting foul by J. Jack (drawn by E. Fournier),82,82
350,4,7:17.0,,E. Fournier makes free throw 1 of 2,82,83
351,4,7:17.0,,E. Fournier makes free throw 2 of 2,82,84
352,4,7:05.0,Personal foul by A. Gordon (drawn by B. Bogdanović),,82,84
353,4,6:54.0,B. Lopez misses 2-pt jump shot from 13 ft,,82,84
354,4,6:53.0,,Defensive rebound by V. Oladipo,82,84
355,4,6:32.0,,T. Harris misses 2-pt jump shot from 6 ft (block by B. Lopez),82,84
356,4,6:31.0,Defensive rebound by B. Lopez,,82,84
357,4,6:23.0,Shooting foul by N. Vučević (drawn by B. Lopez),,82,84
358,4,6:23.0,B. Lopez misses free throw 1 of 2,,82,84
359,4,6:23.0,Offensive rebound by Team,,82,84
360,4,6:23.0,B. Lopez misses free throw 2 of 2,,82,84
361,4,6:22.0,,Defensive rebound by T. Harris,82,84
362,4,6:08.0,,T. Harris misses 3-pt jump shot from 26 ft,82,84
363,4,6:06.0,Defensive rebound by S. Larkin,,82,84
364,4,5:57.0,Turnover by S. Larkin (bad pass),,82,84
365,4,5:57.0,,Orlando full timeout,82,84
366,4,5:57.0,J. Johnson enters the game for A. Bargnani,,82,84
367,4,5:42.0,,N. Vučević misses 2-pt jump shot from 19 ft,82,84
368,4,5:41.0,Defensive rebound by B. Bogdanović,,82,84
369,4,5:25.0,J. Jack misses 2-pt jump shot from 16 ft,,82,84
370,4,5:24.0,,Defensive rebound by N. Vučević,82,84
371,4,5:01.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by E. Fournier),82,86
372,4,4:42.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,82,86
373,4,4:41.0,Offensive rebound by B. Lopez,,82,86
374,4,4:25.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by B. Lopez),,85,86
375,4,4:06.0,,Personal foul by B. Lopez (drawn by N. Vučević),85,86
376,4,4:06.0,T. Young enters the game for S. Larkin,,85,86
377,4,4:00.0,,Turnover by V. Oladipo (bad pass),85,86
378,4,3:43.0,T. Young makes 2-pt jump shot from 17 ft,,87,86
379,4,3:21.0,,N. Vučević misses 2-pt hook shot from 6 ft,87,86
380,4,3:20.0,,Offensive rebound by A. Gordon,87,86
381,4,3:06.0,,A. Gordon misses 2-pt jump shot from 13 ft,87,86
382,4,3:04.0,,Offensive rebound by V. Oladipo,87,86
383,4,3:02.0,,V. Oladipo misses 2-pt layup at rim (block by B. Lopez),87,86
384,4,3:00.0,Defensive rebound by J. Jack,,87,86
385,4,2:55.0,J. Johnson misses 3-pt jump shot from 24 ft,,87,86
