,QUARTER,TIME_REMAINING,DENVER_ACTION,LA LAKERS_ACTION,DENVER_SCORE,LA LAKERS_SCORE
66,1,5:22.0,D. Gallinari misses 2-pt layup from 1 ft,,16,20
67,1,5:22.0,Offensive rebound by D. Gallinari,,16,20
68,1,5:22.0,Shooting foul by J. Clarkson (drawn by D. Gallinari),,16,20
69,1,5:22.0,D. Gallinari makes free throw 1 of 2,,17,20
70,1,5:22.0,D. Arthur enters the game for J. Hickson,,17,20
71,1,5:22.0,,L. Williams enters the game for D. Russell,17,20
72,1,5:22.0,D. Gallinari makes free throw 2 of 2,,18,20
73,1,5:05.0,,J. Randle makes 2-pt layup at rim,18,22
74,1,4:49.0,Turnover by K. Faried (bad pass; steal by J. Randle),,18,22
75,1,4:41.0,,K. Bryant misses 3-pt jump shot from 24 ft,18,22
76,1,4:41.0,,Offensive rebound by B. Bass,18,22
77,1,4:39.0,,Turnover by B. Bass (bad pass; steal by E. Mudiay),18,22
78,1,4:34.0,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),,20,22
79,1,4:12.0,,J. Clarkson makes 2-pt jump shot from 20 ft,20,24
80,1,3:51.0,K. Faried makes 2-pt dunk at rim (assist by D. Gallinari),,22,24
81,1,3:36.0,,K. Bryant makes 2-pt layup from 1 ft (assist by J. Clarkson),22,26
82,1,3:31.0,Personal foul by B. Bass (drawn by K. Faried),,22,26
83,1,3:31.0,,R. Kelly enters the game for J. Randle,22,26
84,1,3:31.0,,N. Young enters the game for K. Bryant,22,26
85,1,3:31.0,J. Nelson enters the game for G. Harris,,22,26
86,1,3:31.0,W. Barton enters the game for E. Mudiay,,22,26
87,1,3:31.0,M. Miller enters the game for K. Faried,,22,26
88,1,3:15.0,M. Miller makes 3-pt jump shot from 25 ft,,25,26
89,1,3:03.0,,Shooting foul by D. Arthur (drawn by B. Bass),25,26
90,1,3:03.0,,B. Bass makes free throw 1 of 2,25,27
91,1,3:03.0,R. Foye enters the game for D. Gallinari,,25,27
92,1,3:03.0,,B. Bass makes free throw 2 of 2,25,28
93,1,2:48.0,D. Arthur misses 2-pt jump shot from 9 ft,,25,28
94,1,2:47.0,,Defensive rebound by L. Williams,25,28
95,1,2:41.0,,Shooting foul by R. Foye (drawn by L. Williams),25,28
96,1,2:41.0,,LA Lakers full timeout,25,28
97,1,2:41.0,,L. Williams makes free throw 1 of 2,25,29
98,1,2:41.0,,L. Williams misses free throw 2 of 2,25,29
99,1,2:39.0,Defensive rebound by M. Miller,,25,29
100,1,2:25.0,R. Foye misses 3-pt jump shot from 25 ft (block by L. Williams),,25,29
101,1,2:25.0,,Defensive rebound by J. Clarkson,25,29
102,1,2:14.0,,J. Clarkson makes 2-pt jump shot from 7 ft,25,31
103,1,1:56.0,W. Barton misses 2-pt jump shot from 4 ft,,25,31
104,1,1:55.0,,Defensive rebound by R. Kelly,25,31
105,1,1:46.0,,R. Kelly misses 3-pt jump shot from 24 ft,25,31
106,1,1:45.0,,Offensive rebound by B. Bass,25,31
107,1,1:40.0,,R. Kelly makes 2-pt layup at rim,25,33
108,1,1:40.0,,Shooting foul by M. Miller (drawn by R. Kelly),25,33
109,1,1:40.0,,R. Kelly makes free throw 1 of 1,25,34
110,1,1:37.0,Denver full timeout,,25,34
111,1,1:26.0,D. Arthur misses 2-pt jump shot from 18 ft,,25,34
112,1,1:25.0,,Defensive rebound by N. Young,25,34
113,1,1:16.0,,Offensive foul by J. Clarkson (drawn by D. Arthur),25,34
114,1,1:16.0,,Turnover by B. Bass (offensive foul),25,34
115,1,1:03.0,M. Miller makes 3-pt jump shot from 22 ft (assist by J. Nelson),,28,34
116,1,0:50.0,,J. Clarkson makes 2-pt jump shot from 17 ft,28,36
117,1,0:38.0,W. Barton misses 3-pt jump shot from 24 ft,,28,36
118,1,0:37.0,,Defensive rebound by L. Williams,28,36
119,1,0:22.0,,N. Young misses 3-pt jump shot from 24 ft,28,36
120,1,0:22.0,Defensive rebound by M. Miller,,28,36
121,1,0:01.0,J. Nelson makes 2-pt jump shot from 20 ft,,30,36
122,2,11:44.0,J. Nelson misses 2-pt jump shot from 20 ft,,30,36
123,2,11:43.0,,Defensive rebound by R. Kelly,30,36
124,2,11:29.0,,N. Young misses 3-pt jump shot from 24 ft,30,36
125,2,11:29.0,Defensive rebound by D. Arthur,,30,36
126,2,11:19.0,Personal foul by R. Kelly (drawn by D. Arthur),,30,36
127,2,11:08.0,Shooting foul by M. Huertas (drawn by J. Nelson),,30,36
128,2,11:08.0,J. Nelson makes free throw 1 of 2,,31,36
129,2,11:08.0,J. Nelson makes free throw 2 of 2,,32,36
130,2,10:55.0,,Turnover by Team (back court),32,36
131,2,10:43.0,R. Foye makes 2-pt layup from 1 ft,,34,36
132,2,10:18.0,,R. Kelly misses 2-pt jump shot from 9 ft,34,36
133,2,10:18.0,,Offensive rebound by B. Bass,34,36
134,2,10:18.0,Loose ball foul by J. Nelson (drawn by B. Bass),,34,36
135,2,10:12.0,,M. Huertas misses 2-pt jump shot from 17 ft,34,36
136,2,10:11.0,Defensive rebound by D. Arthur,,34,36
137,2,10:04.0,Turnover by R. Foye (bad pass; steal by B. Bass),,34,36
138,2,9:58.0,,M. Huertas misses 2-pt layup from 1 ft (block by R. Foye),34,36
139,2,9:56.0,,Offensive rebound by B. Bass,34,36
140,2,9:53.0,,B. Bass misses 2-pt layup at rim,34,36
141,2,9:52.0,Defensive rebound by D. Arthur,,34,36
142,2,9:39.0,M. Miller makes 3-pt jump shot from 25 ft (assist by J. Nelson),,37,36
143,2,9:22.0,,L. Williams misses 2-pt layup from 2 ft (block by D. Arthur),37,36
144,2,9:21.0,,Offensive rebound by B. Bass,37,36
145,2,9:18.0,,B. Bass misses 2-pt layup from 1 ft,37,36
146,2,9:17.0,Defensive rebound by J. Nelson,,37,36
147,2,9:11.0,J. Nelson misses 3-pt jump shot from 25 ft,,37,36
148,2,9:09.0,,Defensive rebound by M. Huertas,37,36
149,2,9:03.0,,J. Randle enters the game for B. Bass,37,36
150,2,9:03.0,K. Faried enters the game for D. Arthur,,37,36
151,2,8:52.0,,L. Williams misses 3-pt jump shot from 24 ft,37,36
152,2,8:51.0,Defensive rebound by K. Faried,,37,36
153,2,8:32.0,Shooting foul by M. Huertas (drawn by W. Barton),,37,36
154,2,8:32.0,Official timeout,,37,36
155,2,8:32.0,W. Barton makes free throw 1 of 2,,38,36
156,2,8:32.0,W. Barton makes free throw 2 of 2,,39,36
157,2,8:19.0,,M. Huertas misses 3-pt jump shot from 22 ft,39,36
158,2,8:19.0,Defensive rebound by K. Faried,,39,36
159,2,8:06.0,Turnover by J. Nelson (bad pass; steal by L. Williams),,39,36
160,2,8:00.0,,L. Williams makes 2-pt layup at rim,39,38
161,2,7:52.0,R. Foye misses 2-pt jump shot from 23 ft,,39,38
162,2,7:50.0,,Defensive rebound by N. Young,39,38
163,2,7:33.0,,J. Randle makes 2-pt dunk at rim (assist by M. Huertas),39,40
164,2,7:18.0,M. Miller misses 3-pt jump shot from 25 ft,,39,40
165,2,7:17.0,Offensive rebound by K. Faried,,39,40
166,2,7:11.0,Shooting foul by J. Randle (drawn by K. Faried),,39,40
167,2,7:11.0,K. Faried makes free throw 1 of 2,,40,40
168,2,7:11.0,,D. Russell enters the game for N. Young,40,40
169,2,7:11.0,,K. Bryant enters the game for M. Huertas,40,40
170,2,7:11.0,D. Gallinari enters the game for M. Miller,,40,40
171,2,7:11.0,K. Faried makes free throw 2 of 2,,41,40
172,2,7:00.0,,L. Williams misses 2-pt jump shot from 13 ft,41,40
173,2,7:00.0,Defensive rebound by K. Faried,,41,40
174,2,6:49.0,J. Nelson misses 2-pt jump shot from 8 ft,,41,40
175,2,6:48.0,,Defensive rebound by L. Williams,41,40
176,2,6:36.0,,Personal foul by J. Nelson (drawn by R. Kelly),41,40
177,2,6:36.0,E. Mudiay enters the game for J. Nelson,,41,40
178,2,6:21.0,,J. Randle misses 2-pt layup from 1 ft (block by D. Gallinari),41,40
179,2,6:20.0,Defensive rebound by W. Barton,,41,40
180,2,6:09.0,Shooting foul by D. Russell (drawn by E. Mudiay),,41,40
181,2,6:09.0,E. Mudiay makes free throw 1 of 2,,42,40
182,2,6:09.0,G. Harris enters the game for R. Foye,,42,40
183,2,6:09.0,,T. Black enters the game for R. Kelly,42,40
184,2,6:09.0,E. Mudiay makes free throw 2 of 2,,43,40
185,2,5:59.0,,K. Bryant makes 2-pt jump shot from 16 ft (assist by D. Russell),43,42
186,2,5:49.0,K. Faried misses 2-pt jump shot from 16 ft,,43,42
187,2,5:48.0,,Defensive rebound by L. Williams,43,42
188,2,5:41.0,,D. Russell misses 3-pt jump shot from 25 ft,43,42
189,2,5:40.0,Defensive rebound by K. Faried,,43,42
190,2,5:30.0,D. Gallinari misses 2-pt layup at rim,,43,42
191,2,5:30.0,,Defensive rebound by L. Williams,43,42
192,2,5:24.0,,J. Randle makes 2-pt dunk at rim (assist by L. Williams),43,44
193,2,4:57.0,Shooting foul by L. Williams (drawn by D. Gallinari),,43,44
194,2,4:57.0,,LA Lakers full timeout,43,44
195,2,4:57.0,,J. Clarkson enters the game for L. Williams,43,44
196,2,4:57.0,D. Gallinari misses free throw 1 of 2,,43,44
197,2,4:57.0,Offensive rebound by Team,,43,44
198,2,4:57.0,D. Gallinari makes free throw 2 of 2,,44,44
199,2,4:40.0,,T. Black misses 2-pt jump shot from 8 ft,44,44
200,2,4:40.0,,Offensive rebound by K. Bryant,44,44
201,2,4:40.0,,K. Bryant misses 2-pt jump shot from 10 ft,44,44
202,2,4:40.0,Defensive rebound by K. Faried,,44,44
203,2,4:40.0,Personal foul by K. Bryant (drawn by K. Faried),,44,44
204,2,4:40.0,K. Faried makes free throw 1 of 2,,45,44
205,2,4:40.0,K. Faried makes free throw 2 of 2,,46,44
206,2,4:29.0,,D. Russell makes 2-pt jump shot from 18 ft,46,46
207,2,4:03.0,K. Faried makes 2-pt hook shot from 6 ft (assist by W. Barton),,48,46
208,2,3:46.0,,J. Randle misses 2-pt layup from 2 ft,48,46
209,2,3:45.0,,Offensive rebound by T. Black,48,46
210,2,3:42.0,,T. Black makes 2-pt layup at rim,48,48
211,2,3:38.0,Personal foul by K. Bryant (drawn by W. Barton),,48,48
212,2,3:38.0,W. Barton makes free throw 1 of 2,,49,48
213,2,3:38.0,,B. Bass enters the game for J. Randle,49,48
214,2,3:38.0,,L. Williams enters the game for K. Bryant,49,48
215,2,3:38.0,W. Barton makes free throw 2 of 2,,50,48
216,2,3:16.0,,Shooting foul by K. Faried (drawn by T. Black),50,48
217,2,3:16.0,,T. Black misses free throw 1 of 2,50,48
218,2,3:16.0,,Offensive rebound by Team,50,48
219,2,3:16.0,,T. Black makes free throw 2 of 2,50,49
220,2,3:07.0,Turnover by E. Mudiay (bad pass),,50,49
221,2,2:54.0,Violation by D. Gallinari (kicked ball),,50,49
222,2,2:54.0,Denver full timeout,,50,49
223,2,2:46.0,,L. Williams makes 2-pt layup from 1 ft,50,51
224,2,2:23.0,G. Harris misses 2-pt layup from 1 ft,,50,51
225,2,2:22.0,Offensive rebound by K. Faried,,50,51
226,2,2:22.0,Shooting foul by T. Black (drawn by K. Faried),,50,51
227,2,2:22.0,K. Faried makes free throw 1 of 2,,51,51
228,2,2:22.0,K. Faried makes free throw 2 of 2,,52,51
229,2,2:10.0,,J. Clarkson makes 3-pt jump shot from 23 ft (assist by D. Russell),52,54
230,2,2:00.0,Turnover by E. Mudiay (bad pass),,52,54
231,2,1:51.0,,D. Russell misses 2-pt jump shot from 14 ft,52,54
232,2,1:51.0,Defensive rebound by K. Faried,,52,54
233,2,1:34.0,G. Harris makes 2-pt layup from 2 ft (assist by E. Mudiay),,54,54
234,2,1:34.0,Shooting foul by D. Russell (drawn by G. Harris),,54,54
235,2,1:34.0,G. Harris misses free throw 1 of 1,,54,54
236,2,1:33.0,,Defensive rebound by B. Bass,54,54
237,2,1:12.0,,Turnover by D. Russell (bad pass),54,54
238,2,0:59.0,Shooting foul by T. Black (drawn by D. Gallinari),,54,54
239,2,0:59.0,D. Gallinari makes free throw 1 of 2,,55,54
240,2,0:59.0,D. Gallinari makes free throw 2 of 2,,56,54
241,2,0:48.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by D. Russell),56,57
242,2,0:41.0,Shooting foul by B. Bass (drawn by K. Faried),,56,57
243,2,0:41.0,K. Faried makes free throw 1 of 2,,57,57
244,2,0:41.0,K. Faried makes free throw 2 of 2,,58,57
245,2,0:28.0,,J. Clarkson misses 3-pt jump shot from 27 ft,58,57
246,2,0:27.0,Defensive rebound by W. Barton,,58,57
247,2,0:04.0,E. Mudiay misses 2-pt jump shot from 17 ft,,58,57
248,2,0:03.0,Offensive rebound by W. Barton,,58,57
249,2,0:02.0,W. Barton makes 2-pt layup at rim,,60,57
250,2,0:01.0,,D. Russell misses 3-pt jump shot from 55 ft (block by W. Barton),60,57
251,2,0:00.0,,Offensive rebound by Team,60,57
252,3,11:45.0,D. Gallinari makes 2-pt jump shot from 14 ft (assist by J. Hickson),,62,57
253,3,11:24.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by K. Bryant),62,60
254,3,11:06.0,G. Harris misses 3-pt jump shot from 25 ft,,62,60
255,3,11:06.0,,Defensive rebound by J. Randle,62,60
256,3,10:56.0,,K. Bryant makes 2-pt jump shot from 19 ft (assist by J. Randle),62,62
257,3,10:39.0,G. Harris makes 2-pt layup at rim,,64,62
258,3,10:28.0,,J. Clarkson makes 2-pt layup from 1 ft,64,64
259,3,10:18.0,Turnover by E. Mudiay (bad pass; steal by K. Bryant),,64,64
260,3,10:13.0,,D. Russell makes 2-pt layup from 1 ft (assist by K. Bryant),64,66
261,3,9:56.0,K. Faried misses 2-pt layup from 1 ft,,64,66
262,3,9:55.0,,Defensive rebound by J. Randle,64,66
263,3,9:47.0,,J. Randle makes 2-pt hook shot from 3 ft,64,68
264,3,9:47.0,Denver full timeout,,64,68
265,3,9:30.0,J. Hickson makes 2-pt jump shot from 16 ft (assist by E. Mudiay),,66,68
266,3,9:06.0,,J. Randle misses 2-pt jump shot from 5 ft,66,68
267,3,9:05.0,Defensive rebound by D. Gallinari,,66,68
268,3,9:03.0,Personal foul by J. Randle (drawn by K. Faried),,66,68
269,3,8:56.0,E. Mudiay misses 2-pt jump shot from 20 ft,,66,68
270,3,8:55.0,,Defensive rebound by K. Bryant,66,68
271,3,8:47.0,,Turnover by K. Bryant (bad pass; steal by G. Harris),66,68
272,3,8:36.0,E. Mudiay misses 2-pt jump shot from 19 ft,,66,68
273,3,8:35.0,,Defensive rebound by D. Russell,66,68
274,3,8:31.0,,Personal foul by J. Hickson (drawn by R. Hibbert),66,68
275,3,8:18.0,,J. Clarkson makes 2-pt jump shot from 17 ft,66,70
276,3,8:02.0,J. Hickson misses 2-pt jump shot from 8 ft,,66,70
277,3,8:01.0,,Defensive rebound by J. Randle,66,70
278,3,7:54.0,,R. Hibbert makes 2-pt dunk at rim (assist by D. Russell),66,72
279,3,7:39.0,G. Harris makes 3-pt jump shot from 24 ft (assist by K. Faried),,69,72
280,3,7:28.0,,D. Russell misses 2-pt jump shot from 4 ft (block by E. Mudiay),69,72
281,3,7:27.0,Defensive rebound by J. Hickson,,69,72
282,3,7:22.0,G. Harris makes 2-pt layup at rim (assist by E. Mudiay),,71,72
283,3,7:15.0,,J. Randle misses 2-pt layup from 2 ft,71,72
284,3,7:13.0,Defensive rebound by K. Faried,,71,72
285,3,7:10.0,D. Gallinari makes 2-pt dunk at rim (assist by E. Mudiay),,73,72
286,3,6:48.0,,K. Bryant misses 3-pt jump shot from 25 ft,73,72
287,3,6:48.0,Defensive rebound by G. Harris,,73,72
288,3,6:40.0,G. Harris misses 2-pt layup from 2 ft (block by R. Hibbert),,73,72
289,3,6:39.0,Offensive rebound by J. Hickson,,73,72
290,3,6:39.0,Personal foul by D. Russell (drawn by J. Hickson),,73,72
291,3,6:29.0,D. Gallinari makes 2-pt layup at rim (assist by G. Harris),,75,72
292,3,6:23.0,,Personal foul by G. Harris (drawn by J. Clarkson),75,72
293,3,6:13.0,,D. Russell misses 3-pt jump shot from 25 ft,75,72
294,3,6:11.0,,Offensive rebound by Team,75,72
295,3,6:03.0,,J. Clarkson misses 2-pt jump shot from 18 ft,75,72
296,3,6:03.0,,Offensive rebound by J. Clarkson,75,72
297,3,5:59.0,,R. Hibbert misses 2-pt jump shot from 18 ft,75,72
298,3,5:57.0,Defensive rebound by K. Faried,,75,72
299,3,5:51.0,E. Mudiay misses 2-pt layup from 1 ft (block by R. Hibbert),,75,72
300,3,5:48.0,,Defensive rebound by J. Clarkson,75,72
301,3,5:44.0,,R. Hibbert makes 2-pt dunk at rim (assist by J. Clarkson),75,74
302,3,5:24.0,E. Mudiay makes 3-pt jump shot from 24 ft (assist by J. Hickson),,78,74
303,3,5:24.0,Shooting foul by D. Russell (drawn by E. Mudiay),,78,74
304,3,5:24.0,,L. Williams enters the game for D. Russell,78,74
305,3,5:24.0,E. Mudiay makes free throw 1 of 1,,79,74
306,3,5:01.0,,K. Bryant misses 2-pt jump shot from 3 ft,79,74
307,3,5:01.0,Defensive rebound by G. Harris,,79,74
308,3,4:55.0,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),,81,74
309,3,4:55.0,,LA Lakers full timeout,81,74
310,3,4:55.0,J. Nelson enters the game for G. Harris,,81,74
311,3,4:41.0,,J. Randle makes 2-pt layup at rim (assist by K. Bryant),81,76
312,3,4:25.0,J. Hickson makes 2-pt dunk at rim (assist by D. Gallinari),,83,76
313,3,4:01.0,,K. Bryant misses 3-pt jump shot from 24 ft,83,76
314,3,4:00.0,Defensive rebound by D. Gallinari,,83,76
315,3,3:55.0,Personal foul by L. Williams,,83,76
316,3,3:43.0,Turnover by E. Mudiay (lost ball),,83,76
317,3,3:27.0,,J. Clarkson makes 2-pt jump shot from 3 ft,83,78
318,3,3:13.0,K. Faried makes 2-pt layup at rim (assist by E. Mudiay),,85,78
319,3,3:07.0,,Shooting foul by J. Hickson (drawn by L. Williams),85,78
320,3,3:07.0,,L. Williams makes free throw 1 of 2,85,79
321,3,3:07.0,,N. Young enters the game for K. Bryant,85,79
322,3,3:07.0,,L. Williams makes free throw 2 of 2,85,80
323,3,2:52.0,E. Mudiay makes 3-pt jump shot from 24 ft (assist by J. Nelson),,88,80
324,3,2:38.0,,Shooting foul by J. Nelson (drawn by L. Williams),88,80
325,3,2:38.0,,L. Williams misses free throw 1 of 2,88,80
326,3,2:38.0,,Offensive rebound by Team,88,80
327,3,2:38.0,,L. Williams makes free throw 2 of 2,88,81
328,3,2:25.0,Turnover by E. Mudiay (bad pass; steal by L. Williams),,88,81
329,3,2:18.0,,J. Clarkson misses 2-pt layup from 2 ft,88,81
330,3,2:17.0,Defensive rebound by K. Faried,,88,81
331,3,2:02.0,D. Gallinari misses 2-pt jump shot from 4 ft,,88,81
332,3,2:00.0,,Defensive rebound by J. Randle,88,81
333,3,1:52.0,,N. Young misses 3-pt jump shot from 24 ft,88,81
334,3,1:51.0,Defensive rebound by J. Hickson,,88,81
335,3,1:40.0,Shooting foul by R. Hibbert (drawn by J. Hickson),,88,81
336,3,1:40.0,J. Hickson makes 2-pt layup from 2 ft (assist by J. Nelson),,90,81
337,3,1:40.0,D. Arthur enters the game for K. Faried,,90,81
338,3,1:40.0,R. Foye enters the game for E. Mudiay,,90,81
339,3,1:40.0,J. Hickson makes free throw 1 of 1,,91,81
340,3,1:27.0,,Shooting foul by J. Hickson (drawn by L. Williams),91,81
341,3,1:27.0,,L. Williams makes free throw 1 of 2,91,82
342,3,1:27.0,,L. Williams makes free throw 2 of 2,91,83
343,3,1:10.0,Turnover by J. Nelson (bad pass; steal by N. Young),,91,83
344,3,0:53.0,,J. Randle misses 2-pt layup from 1 ft,91,83
345,3,0:52.0,Defensive rebound by J. Nelson,,91,83
346,3,0:43.0,R. Foye misses 3-pt jump shot from 24 ft,,91,83
347,3,0:42.0,Offensive rebound by D. Gallinari,,91,83
348,3,0:31.0,R. Foye makes 2-pt jump shot from 20 ft (assist by J. Nelson),,93,83
349,3,0:11.0,,J. Clarkson misses 2-pt layup from 2 ft (block by J. Hickson),93,83
350,3,0:10.0,Defensive rebound by J. Nelson,,93,83
351,3,0:02.0,Turnover by J. Nelson (traveling),,93,83
352,3,0:02.0,,B. Bass enters the game for R. Hibbert,93,83
353,4,11:48.0,,L. Williams misses 3-pt jump shot from 25 ft,93,83
354,4,11:48.0,,Offensive rebound by Team,93,83
355,4,11:48.0,Loose ball foul by J. Nelson (drawn by B. Bass),,93,83
356,4,11:45.0,,Offensive foul by T. Black (drawn by J. Nelson),93,83
357,4,11:45.0,,Turnover by T. Black (offensive foul),93,83
358,4,11:32.0,D. Arthur misses 3-pt jump shot from 25 ft,,93,83
359,4,11:31.0,Offensive rebound by K. Faried,,93,83
360,4,11:29.0,Turnover by K. Faried (lost ball; steal by L. Williams),,93,83
361,4,11:21.0,,B. Bass misses 2-pt layup from 1 ft,93,83
362,4,11:20.0,Defensive rebound by D. Arthur,,93,83
363,4,10:59.0,J. Nelson misses 3-pt jump shot from 24 ft,,93,83
364,4,10:59.0,,Defensive rebound by N. Young,93,83
365,4,10:53.0,,Shooting foul by W. Barton (drawn by N. Young),93,83
366,4,10:53.0,,N. Young makes free throw 1 of 3,93,84
367,4,10:53.0,,N. Young makes free throw 2 of 3,93,85
368,4,10:53.0,,N. Young makes free throw 3 of 3,93,86
369,4,10:28.0,R. Foye misses 3-pt jump shot from 23 ft,,93,86
370,4,10:27.0,,Defensive rebound by T. Black,93,86
371,4,10:23.0,,Shooting foul by W. Barton (drawn by L. Williams),93,86
372,4,10:23.0,,L. Williams makes free throw 1 of 3,93,87
373,4,10:23.0,,L. Williams misses free throw 2 of 3,93,87
374,4,10:23.0,,Offensive rebound by Team,93,87
375,4,10:23.0,,L. Williams makes free throw 3 of 3,93,88
376,4,10:18.0,Denver full timeout,,93,88
377,4,10:09.0,K. Faried makes 2-pt dunk at rim (assist by J. Nelson),,95,88
378,4,9:53.0,,Turnover by N. Young (step out of bounds),95,88
379,4,9:32.0,D. Arthur misses 2-pt jump shot from 20 ft,,95,88
380,4,9:31.0,Offensive rebound by Team,,95,88
381,4,9:25.0,Personal foul by T. Black (drawn by K. Faried),,95,88
382,4,9:13.0,Turnover by K. Faried (lost ball),,95,88
383,4,9:00.0,,Shooting foul by R. Foye (drawn by L. Williams),95,88
384,4,9:00.0,,L. Williams makes free throw 1 of 3,95,89
385,4,9:00.0,,L. Williams makes free throw 2 of 3,95,90
386,4,9:00.0,,L. Williams makes free throw 3 of 3,95,91
387,4,8:47.0,R. Foye makes 2-pt jump shot from 20 ft (assist by D. Arthur),,97,91
388,4,8:34.0,,L. Williams misses 3-pt jump shot from 24 ft,97,91
389,4,8:34.0,Defensive rebound by W. Barton,,97,91
390,4,8:22.0,J. Nelson misses 3-pt jump shot from 24 ft,,97,91
