,QUARTER,TIME_REMAINING,DALLAS_ACTION,OKLAHOMA CITY_ACTION,DALLAS_SCORE,OKLAHOMA CITY_SCORE
0,1,12:00.0,Violation by Team (jump ball),,0,0
1,1,11:48.0,,S. Ibaka makes 2-pt jump shot from 15 ft,0,2
2,1,11:36.0,C. Villanueva makes 2-pt layup from 1 ft (assist by J. Barea),,2,2
3,1,11:17.0,,Shooting foul by J. Evans (drawn by R. Westbrook),2,2
4,1,11:17.0,,R. Westbrook misses free throw 1 of 2,2,2
5,1,11:17.0,,Offensive rebound by Team,2,2
6,1,11:17.0,,R. Westbrook misses free throw 2 of 2,2,2
7,1,11:16.0,Defensive rebound by J. Evans,,2,2
8,1,11:00.0,J. Evans misses 3-pt jump shot from 23 ft,,2,2
9,1,10:59.0,,Defensive rebound by R. Westbrook,2,2
10,1,10:54.0,,R. Westbrook misses 2-pt jump shot from 18 ft,2,2
11,1,10:53.0,Defensive rebound by J. Barea,,2,2
12,1,10:37.0,J. Barea misses 2-pt layup from 2 ft,,2,2
13,1,10:36.0,,Defensive rebound by R. Westbrook,2,2
14,1,10:21.0,,K. Durant makes 2-pt layup from 1 ft,2,4
15,1,10:04.0,C. Villanueva misses 3-pt jump shot from 25 ft,,2,4
16,1,10:03.0,,Defensive rebound by R. Westbrook,2,4
17,1,9:53.0,,S. Ibaka misses 3-pt jump shot from 24 ft,2,4
18,1,9:53.0,Defensive rebound by J. McGee,,2,4
19,1,9:43.0,J. McGee makes 2-pt jump shot from 16 ft (assist by J. Barea),,4,4
20,1,9:19.0,,K. Durant misses 3-pt jump shot from 24 ft,4,4
21,1,9:18.0,,Offensive rebound by S. Ibaka,4,4
22,1,9:17.0,,Turnover by S. Ibaka (lost ball),4,4
23,1,9:08.0,R. Felton makes 3-pt jump shot from 24 ft (assist by J. Barea),,7,4
24,1,8:53.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),7,7
