,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BROOKLYN_ACTION,CHARLOTTE_SCORE,BROOKLYN_SCORE
111,2,9:40.0,,M. Brown makes 2-pt layup from 1 ft,35,30
112,2,9:40.0,,Shooting foul by F. Kaminsky (drawn by M. Brown),35,30
113,2,9:40.0,C. Zeller enters the game for A. Jefferson,,35,30
114,2,9:40.0,,M. Brown makes free throw 1 of 1,35,31
115,2,9:25.0,J. Lamb makes 3-pt jump shot from 25 ft,,38,31
116,2,9:10.0,,C. McCullough misses 3-pt jump shot from 25 ft,38,31
117,2,9:09.0,,Offensive rebound by C. McCullough,38,31
118,2,9:08.0,,C. McCullough misses 2-pt layup from 1 ft,38,31
119,2,9:07.0,,Offensive rebound by Team,38,31
120,2,9:07.0,Loose ball foul by F. Kaminsky (drawn by T. Robinson),,38,31
121,2,8:59.0,,Personal foul by J. Lamb (drawn by S. Larkin),38,31
122,2,8:59.0,,S. Larkin makes free throw 1 of 2,38,32
123,2,8:59.0,,S. Larkin makes free throw 2 of 2,38,33
124,2,8:35.0,J. Lamb misses 2-pt jump shot from 10 ft,,38,33
125,2,8:34.0,,Defensive rebound by T. Robinson,38,33
126,2,8:28.0,,M. Brown misses 3-pt jump shot from 24 ft,38,33
127,2,8:27.0,Defensive rebound by F. Kaminsky,,38,33
128,2,8:14.0,J. Lin makes 2-pt layup from 2 ft (assist by F. Kaminsky),,40,33
129,2,7:57.0,,T. Robinson misses 2-pt layup from 2 ft,40,33
130,2,7:56.0,Defensive rebound by F. Kaminsky,,40,33
131,2,7:48.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,40,33
132,2,7:47.0,Offensive rebound by J. Lamb,,40,33
133,2,7:45.0,J. Lamb makes 2-pt jump shot from 4 ft,,42,33
134,2,7:30.0,,T. Robinson misses 2-pt layup from 2 ft,42,33
135,2,7:29.0,Defensive rebound by J. Lin,,42,33
136,2,7:24.0,J. Lin makes 2-pt layup from 1 ft,,44,33
137,2,7:24.0,,Brooklyn full timeout,44,33
138,2,7:24.0,,B. Lopez enters the game for T. Robinson,44,33
139,2,7:24.0,,T. Young enters the game for C. McCullough,44,33
140,2,7:11.0,,B. Lopez misses 2-pt jump shot from 19 ft,44,33
141,2,7:10.0,Defensive rebound by N. Batum,,44,33
142,2,7:03.0,Offensive foul by C. Zeller (drawn by M. Brown),,44,33
143,2,7:03.0,Turnover by C. Zeller (offensive foul),,44,33
144,2,6:50.0,,M. Brown misses 2-pt jump shot from 13 ft,44,33
145,2,6:49.0,Defensive rebound by C. Zeller,,44,33
146,2,6:38.0,Offensive foul by C. Zeller (drawn by T. Young),,44,33
147,2,6:38.0,Turnover by C. Zeller (offensive foul),,44,33
148,2,6:38.0,,W. Ellington enters the game for M. Brown,44,33
149,2,6:38.0,A. Jefferson enters the game for C. Zeller,,44,33
150,2,6:26.0,,S. Larkin misses 2-pt jump shot from 9 ft,44,33
151,2,6:25.0,Defensive rebound by J. Lin,,44,33
152,2,6:19.0,J. Lin misses 2-pt layup from 1 ft (block by B. Lopez),,44,33
153,2,6:17.0,Offensive rebound by A. Jefferson,,44,33
154,2,6:10.0,Shooting foul by B. Lopez (drawn by J. Lin),,44,33
155,2,6:10.0,J. Lin makes free throw 1 of 2,,45,33
156,2,6:10.0,,D. Sloan enters the game for S. Larkin,45,33
157,2,6:10.0,C. Lee enters the game for J. Lamb,,45,33
158,2,6:10.0,J. Lin makes free throw 2 of 2,,46,33
159,2,5:53.0,,Offensive foul by B. Lopez (drawn by J. Lin),46,33
160,2,5:53.0,,Turnover by B. Lopez (offensive foul),46,33
161,2,5:53.0,Official timeout,,46,33
162,2,5:53.0,M. Williams enters the game for F. Kaminsky,,46,33
163,2,5:53.0,,J. Johnson enters the game for B. Bogdanović,46,33
164,2,5:53.0,,W. Reed enters the game for B. Lopez,46,33
165,2,5:36.0,A. Jefferson misses 2-pt jump shot from 19 ft,,46,33
166,2,5:35.0,,Defensive rebound by W. Ellington,46,33
167,2,5:11.0,,W. Ellington misses 2-pt jump shot from 21 ft,46,33
168,2,5:10.0,Defensive rebound by N. Batum,,46,33
169,2,4:57.0,C. Lee misses 2-pt layup from 2 ft (block by W. Reed),,46,33
170,2,4:55.0,,Defensive rebound by W. Ellington,46,33
171,2,4:50.0,Offensive charge foul by T. Young (drawn by J. Lin),,46,33
172,2,4:50.0,,Turnover by T. Young (offensive foul),46,33
173,2,4:50.0,K. Walker enters the game for J. Lin,,46,33
174,2,4:34.0,N. Batum makes 2-pt jump shot from 19 ft (assist by M. Williams),,48,33
175,2,4:21.0,,Turnover by T. Young (traveling),48,33
176,2,4:08.0,Personal foul by T. Young (drawn by N. Batum),,48,33
177,2,4:06.0,Offensive foul by N. Batum (drawn by J. Johnson),,48,33
178,2,4:06.0,Turnover by N. Batum (offensive foul),,48,33
179,2,4:06.0,Technical foul by N. Batum,,48,33
180,2,4:06.0,,J. Johnson misses technical free throw,48,33
181,2,4:06.0,,Offensive rebound by Team,48,33
182,2,3:45.0,,W. Ellington makes 2-pt layup from 1 ft (assist by T. Young),48,35
183,2,3:25.0,Turnover by C. Lee (bad pass; steal by T. Young),,48,35
184,2,3:17.0,,Shooting foul by A. Jefferson (drawn by D. Sloan),48,35
185,2,3:17.0,,D. Sloan makes free throw 1 of 2,48,36
186,2,3:17.0,,D. Sloan makes free throw 2 of 2,48,37
187,2,3:05.0,K. Walker makes 2-pt jump shot from 20 ft,,50,37
188,2,2:53.0,,W. Reed makes 2-pt jump shot from 3 ft (assist by D. Sloan),50,39
189,2,2:33.0,A. Jefferson misses 2-pt jump shot from 15 ft,,50,39
190,2,2:32.0,,Defensive rebound by T. Young,50,39
191,2,2:27.0,Charlotte full timeout,,50,39
192,2,2:27.0,T. Hansbrough enters the game for A. Jefferson,,50,39
193,2,2:27.0,,S. Larkin enters the game for W. Ellington,50,39
194,2,2:27.0,J. Lin enters the game for C. Lee,,50,39
195,2,2:18.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by S. Larkin),50,42
196,2,2:04.0,N. Batum makes 2-pt jump shot from 12 ft (assist by K. Walker),,52,42
197,2,1:39.0,,T. Young misses 2-pt layup from 1 ft,52,42
198,2,1:38.0,,Offensive rebound by T. Young,52,42
199,2,1:36.0,,T. Young misses 2-pt hook shot from 4 ft,52,42
200,2,1:35.0,,Offensive rebound by W. Reed,52,42
201,2,1:34.0,,W. Reed makes 2-pt layup from 1 ft,52,44
202,2,1:24.0,Turnover by K. Walker (bad pass; steal by J. Johnson),,52,44
203,2,1:21.0,,T. Young makes 2-pt dunk at rim (assist by J. Johnson),52,46
204,2,1:04.0,Turnover by N. Batum (bad pass; steal by J. Johnson),,52,46
205,2,0:56.0,,D. Sloan misses 2-pt layup from 1 ft,52,46
206,2,0:55.0,Defensive rebound by M. Williams,,52,46
207,2,0:36.0,C. Lee enters the game for N. Batum,,52,46
208,2,0:31.0,J. Lin misses 2-pt jump shot from 13 ft,,52,46
209,2,0:30.0,,Defensive rebound by W. Reed,52,46
210,2,0:21.0,,Personal foul by C. Lee (drawn by J. Johnson),52,46
211,2,0:21.0,,J. Johnson makes free throw 1 of 2,52,47
212,2,0:21.0,,W. Ellington enters the game for D. Sloan,52,47
213,2,0:21.0,,M. Brown enters the game for T. Young,52,47
214,2,0:21.0,,J. Johnson makes free throw 2 of 2,52,48
215,2,0:03.0,K. Walker misses 3-pt jump shot from 26 ft,,52,48
216,2,0:02.0,Offensive rebound by Team,,52,48
217,2,0:02.0,,Loose ball foul by S. Larkin (drawn by T. Hansbrough),52,48
218,2,0:02.0,N. Batum enters the game for C. Lee,,52,48
219,2,0:02.0,C. Zeller enters the game for T. Hansbrough,,52,48
220,2,0:02.0,,B. Bogdanović enters the game for W. Reed,52,48
221,2,0:00.0,N. Batum makes 3-pt jump shot from 27 ft (assist by M. Williams),,55,48
222,3,11:44.0,C. Zeller makes 2-pt jump shot from 17 ft (assist by M. Williams),,57,48
223,3,11:31.0,,J. Johnson makes 2-pt layup from 2 ft (assist by B. Lopez),57,50
224,3,11:04.0,M. Williams misses 2-pt jump shot from 12 ft,,57,50
225,3,11:03.0,,Defensive rebound by D. Sloan,57,50
226,3,10:53.0,,T. Young makes 2-pt layup from 1 ft (assist by B. Lopez),57,52
227,3,10:36.0,C. Lee makes 3-pt jump shot from 24 ft (assist by N. Batum),,60,52
228,3,10:17.0,,Turnover by T. Young (lost ball; steal by M. Williams),60,52
229,3,10:05.0,C. Zeller misses 2-pt jump shot from 8 ft,,60,52
230,3,10:04.0,Offensive rebound by M. Williams,,60,52
231,3,10:02.0,M. Williams misses 2-pt layup from 1 ft,,60,52
232,3,10:01.0,Offensive rebound by M. Williams,,60,52
233,3,10:00.0,M. Williams makes 2-pt layup from 1 ft,,62,52
234,3,9:42.0,,W. Ellington misses 2-pt jump shot from 19 ft,62,52
235,3,9:41.0,Defensive rebound by N. Batum,,62,52
236,3,9:20.0,N. Batum makes 3-pt jump shot from 24 ft (assist by M. Williams),,65,52
237,3,9:06.0,,D. Sloan misses 3-pt jump shot from 25 ft,65,52
238,3,9:05.0,Defensive rebound by M. Williams,,65,52
239,3,8:55.0,C. Lee misses 2-pt jump shot from 19 ft,,65,52
240,3,8:54.0,,Defensive rebound by W. Ellington,65,52
241,3,8:46.0,,Shooting foul by C. Lee (drawn by W. Ellington),65,52
242,3,8:46.0,,W. Ellington makes free throw 1 of 2,65,53
243,3,8:46.0,,W. Ellington makes free throw 2 of 2,65,54
244,3,8:31.0,Turnover by K. Walker (lost ball; steal by T. Young),,65,54
245,3,8:15.0,,W. Ellington makes 2-pt layup from 2 ft (assist by B. Lopez),65,56
246,3,7:57.0,N. Batum misses 3-pt jump shot from 23 ft,,65,56
247,3,7:56.0,,Defensive rebound by D. Sloan,65,56
248,3,7:52.0,,Turnover by J. Johnson (bad pass; steal by M. Williams),65,56
249,3,7:34.0,M. Williams misses 3-pt jump shot from 23 ft,,65,56
250,3,7:33.0,,Defensive rebound by B. Lopez,65,56
251,3,7:19.0,,Turnover by T. Young (bad pass; steal by N. Batum),65,56
252,3,7:02.0,K. Walker makes 3-pt jump shot from 27 ft (assist by C. Lee),,68,56
253,3,6:55.0,,Brooklyn full timeout,68,56
254,3,6:42.0,,B. Lopez makes 2-pt jump shot from 3 ft (assist by T. Young),68,58
255,3,6:27.0,C. Zeller misses 2-pt jump shot from 6 ft,,68,58
256,3,6:26.0,,Defensive rebound by T. Young,68,58
257,3,6:18.0,,T. Young makes 2-pt layup from 1 ft (assist by B. Lopez),68,60
258,3,5:57.0,K. Walker makes 2-pt jump shot from 8 ft,,70,60
259,3,5:43.0,,W. Ellington makes 2-pt jump shot from 18 ft,70,62
260,3,5:29.0,N. Batum makes 3-pt jump shot from 24 ft,,73,62
261,3,5:16.0,,D. Sloan misses 2-pt layup from 3 ft,73,62
262,3,5:15.0,Defensive rebound by M. Williams,,73,62
263,3,4:59.0,N. Batum misses 3-pt jump shot from 26 ft,,73,62
264,3,4:58.0,,Defensive rebound by J. Johnson,73,62
265,3,4:53.0,,Shooting foul by K. Walker (drawn by J. Johnson),73,62
266,3,4:53.0,,J. Johnson makes free throw 1 of 2,73,63
267,3,4:53.0,A. Jefferson enters the game for C. Zeller,,73,63
268,3,4:53.0,,J. Johnson makes free throw 2 of 2,73,64
269,3,4:35.0,Shooting foul by T. Young (drawn by M. Williams),,73,64
270,3,4:35.0,M. Williams makes free throw 1 of 2,,74,64
271,3,4:35.0,M. Williams makes free throw 2 of 2,,75,64
272,3,4:21.0,,B. Lopez makes 2-pt jump shot from 8 ft,75,66
273,3,4:21.0,,Shooting foul by A. Jefferson (drawn by B. Lopez),75,66
274,3,4:21.0,,B. Lopez misses free throw 1 of 1,75,66
275,3,4:20.0,Defensive rebound by M. Williams,,75,66
276,3,4:08.0,K. Walker makes 2-pt jump shot from 9 ft,,77,66
277,3,3:56.0,,Shooting foul by K. Walker (drawn by D. Sloan),77,66
278,3,3:56.0,,D. Sloan makes free throw 1 of 2,77,67
279,3,3:56.0,J. Lin enters the game for C. Lee,,77,67
280,3,3:56.0,,S. Larkin enters the game for W. Ellington,77,67
281,3,3:56.0,,D. Sloan makes free throw 2 of 2,77,68
282,3,3:41.0,K. Walker makes 3-pt jump shot from 26 ft,,80,68
283,3,3:25.0,,Turnover by B. Lopez (lost ball; steal by K. Walker),80,68
284,3,3:12.0,K. Walker makes 2-pt jump shot from 16 ft,,82,68
285,3,2:50.0,,D. Sloan misses 2-pt layup from 2 ft,82,68
286,3,2:49.0,Defensive rebound by N. Batum,,82,68
287,3,2:36.0,Turnover by A. Jefferson (traveling),,82,68
288,3,2:36.0,Charlotte full timeout,,82,68
289,3,2:36.0,F. Kaminsky enters the game for M. Williams,,82,68
290,3,2:36.0,J. Lamb enters the game for N. Batum,,82,68
291,3,2:36.0,,B. Bogdanović enters the game for J. Johnson,82,68
292,3,2:36.0,,M. Brown enters the game for D. Sloan,82,68
293,3,2:25.0,,T. Young misses 2-pt jump shot from 5 ft,82,68
294,3,2:24.0,Defensive rebound by A. Jefferson,,82,68
295,3,2:11.0,K. Walker misses 2-pt jump shot from 21 ft,,82,68
296,3,2:10.0,,Defensive rebound by T. Young,82,68
297,3,1:52.0,,S. Larkin misses 3-pt jump shot from 24 ft,82,68
298,3,1:51.0,Defensive rebound by J. Lamb,,82,68
299,3,1:33.0,Turnover by K. Walker (bad pass; steal by B. Lopez),,82,68
300,3,1:29.0,,B. Bogdanović misses 2-pt layup from 1 ft,82,68
301,3,1:28.0,,Offensive rebound by M. Brown,82,68
302,3,1:27.0,,M. Brown makes 2-pt layup from 2 ft,82,70
303,3,1:06.0,J. Lamb misses 2-pt jump shot from 11 ft,,82,70
304,3,1:05.0,,Defensive rebound by B. Lopez,82,70
305,3,0:55.0,,M. Brown misses 2-pt jump shot from 18 ft,82,70
306,3,0:53.0,Defensive rebound by A. Jefferson,,82,70
307,3,0:38.0,A. Jefferson makes 2-pt jump shot from 14 ft (assist by J. Lamb),,84,70
308,3,0:26.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,84,70
309,3,0:25.0,Defensive rebound by A. Jefferson,,84,70
310,3,0:02.0,A. Jefferson makes 2-pt jump shot from 17 ft (assist by K. Walker),,86,70
311,3,0:01.0,,B. Lopez makes 3-pt jump shot from 37 ft (assist by T. Young),86,73
312,4,11:41.0,,C. McCullough misses 2-pt hook shot from 5 ft,86,73
313,4,11:40.0,Defensive rebound by A. Jefferson,,86,73
314,4,11:35.0,Personal foul by B. Bogdanović (drawn by J. Lamb),,86,73
315,4,11:21.0,F. Kaminsky makes 2-pt jump shot from 18 ft (assist by J. Lamb),,88,73
316,4,11:01.0,,S. Larkin makes 2-pt layup from 3 ft (assist by M. Brown),88,75
317,4,10:45.0,J. Lin misses 2-pt layup from 2 ft,,88,75
318,4,10:44.0,,Defensive rebound by T. Robinson,88,75
319,4,10:34.0,,M. Brown misses 3-pt jump shot from 24 ft,88,75
320,4,10:33.0,Defensive rebound by J. Lamb,,88,75
321,4,10:19.0,J. Lin misses 3-pt jump shot from 23 ft,,88,75
322,4,10:18.0,,Defensive rebound by T. Robinson,88,75
323,4,10:05.0,,C. McCullough makes 2-pt jump shot from 19 ft (assist by S. Larkin),88,77
324,4,9:59.0,Personal foul by M. Brown (drawn by K. Walker),,88,77
325,4,9:45.0,J. Lamb misses 2-pt jump shot from 19 ft,,88,77
326,4,9:44.0,,Defensive rebound by T. Robinson,88,77
327,4,9:33.0,,B. Bogdanović misses 2-pt jump shot from 9 ft (block by J. Lin),88,77
328,4,9:32.0,,Offensive rebound by Team,88,77
329,4,9:28.0,,M. Brown makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),88,79
330,4,9:11.0,Shooting foul by M. Brown (drawn by K. Walker),,88,79
331,4,9:11.0,K. Walker makes free throw 1 of 2,,89,79
332,4,9:11.0,K. Walker makes free throw 2 of 2,,90,79
333,4,8:57.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by M. Brown),90,82
334,4,8:31.0,A. Jefferson makes 2-pt jump shot from 18 ft (assist by J. Lamb),,92,82
335,4,8:21.0,,Personal foul by J. Lin (drawn by M. Brown),92,82
336,4,8:21.0,Official timeout,,92,82
337,4,8:21.0,C. Lee enters the game for J. Lamb,,92,82
338,4,8:21.0,N. Batum enters the game for K. Walker,,92,82
339,4,8:09.0,,M. Brown misses 3-pt jump shot from 26 ft,92,82
340,4,8:08.0,Defensive rebound by J. Lin,,92,82
341,4,8:05.0,J. Lin misses 2-pt layup from 2 ft,,92,82
342,4,8:04.0,,Defensive rebound by T. Robinson,92,82
343,4,7:49.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,92,82
344,4,7:48.0,Defensive rebound by C. Lee,,92,82
345,4,7:31.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,92,82
346,4,7:30.0,,Defensive rebound by B. Bogdanović,92,82
347,4,7:22.0,,M. Brown makes 2-pt layup from 1 ft (assist by B. Bogdanović),92,84
348,4,7:03.0,N. Batum misses 3-pt jump shot from 22 ft,,92,84
349,4,7:02.0,,Defensive rebound by S. Larkin,92,84
350,4,6:55.0,,S. Larkin misses 2-pt jump shot from 8 ft,92,84
351,4,6:54.0,,Offensive rebound by B. Bogdanović,92,84
352,4,6:46.0,,Shooting foul by C. Lee (drawn by M. Brown),92,84
353,4,6:46.0,,M. Brown misses free throw 1 of 2,92,84
354,4,6:46.0,,Offensive rebound by Team,92,84
355,4,6:46.0,,J. Johnson enters the game for C. McCullough,92,84
356,4,6:46.0,M. Williams enters the game for F. Kaminsky,,92,84
357,4,6:46.0,,M. Brown makes free throw 2 of 2,92,85
358,4,6:31.0,Shooting foul by S. Larkin (drawn by J. Lin),,92,85
359,4,6:31.0,J. Lin makes free throw 1 of 2,,93,85
360,4,6:31.0,,B. Lopez enters the game for T. Robinson,93,85
361,4,6:31.0,,T. Young enters the game for M. Brown,93,85
362,4,6:31.0,J. Lin misses free throw 2 of 2,,93,85
363,4,6:30.0,,Defensive rebound by B. Bogdanović,93,85
364,4,6:20.0,,S. Larkin makes 2-pt layup from 2 ft (assist by B. Lopez),93,87
365,4,6:19.0,Charlotte full timeout,,93,87
366,4,6:19.0,K. Walker enters the game for C. Lee,,93,87
367,4,6:01.0,A. Jefferson makes 2-pt jump shot from 6 ft,,95,87
368,4,5:37.0,,S. Larkin misses 3-pt jump shot from 24 ft,95,87
369,4,5:36.0,,Offensive rebound by B. Lopez,95,87
370,4,5:35.0,,B. Lopez misses 2-pt layup from 2 ft,95,87
371,4,5:34.0,Defensive rebound by A. Jefferson,,95,87
372,4,5:34.0,,M. Brown enters the game for B. Bogdanović,95,87
373,4,5:33.0,Turnover by A. Jefferson (lost ball; steal by B. Lopez),,95,87
374,4,5:26.0,,T. Young makes 2-pt jump shot from 8 ft,95,89
375,4,4:59.0,N. Batum misses 3-pt jump shot from 28 ft,,95,89
376,4,4:56.0,Offensive rebound by M. Williams,,95,89
377,4,4:55.0,C. Zeller enters the game for A. Jefferson,,95,89
378,4,4:54.0,Turnover by M. Williams (lost ball; steal by T. Young),,95,89
379,4,4:42.0,,B. Lopez makes 2-pt dunk at rim (assist by M. Brown),95,91
380,4,4:25.0,K. Walker makes 2-pt layup from 2 ft,,97,91
381,4,4:05.0,,Personal foul by J. Lin (drawn by B. Lopez),97,91
382,4,3:53.0,,M. Brown misses 2-pt layup at rim,97,91
383,4,3:52.0,,Offensive rebound by B. Lopez,97,91
384,4,3:48.0,,Turnover by S. Larkin (bad pass; steal by J. Lin),97,91
385,4,3:34.0,K. Walker misses 3-pt jump shot from 26 ft,,97,91
386,4,3:33.0,,Defensive rebound by T. Young,97,91
