,QUARTER,TIME_REMAINING,DALLAS_ACTION,GOLDEN STATE_ACTION,DALLAS_SCORE,GOLDEN STATE_SCORE
0,1,11:41.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by S. Curry),0,3
1,1,11:27.0,Shooting foul by A. Bogut (drawn by C. Parsons),,0,3
2,1,11:27.0,C. Parsons makes free throw 1 of 2,,1,3
3,1,11:27.0,C. Parsons makes free throw 2 of 2,,2,3
4,1,11:17.0,,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),2,5
5,1,10:59.0,C. Parsons misses 3-pt jump shot from 26 ft,,2,5
6,1,10:58.0,,Defensive rebound by H. Barnes,2,5
7,1,10:45.0,,S. Curry misses 2-pt jump shot from 19 ft,2,5
8,1,10:44.0,Defensive rebound by S. Mejri,,2,5
9,1,10:28.0,D. Williams misses 2-pt jump shot from 6 ft,,2,5
10,1,10:27.0,,Defensive rebound by Team,2,5
11,1,10:19.0,,Def 3 sec tech foul by S. Mejri,2,5
12,1,10:19.0,,S. Curry makes technical free throw,2,6
13,1,10:14.0,,S. Curry misses 3-pt jump shot from 28 ft,2,6
14,1,10:13.0,Defensive rebound by D. Williams,,2,6
15,1,10:03.0,Personal foul by D. Green (drawn by C. Parsons),,2,6
16,1,9:52.0,Turnover by W. Matthews (lost ball; steal by S. Curry),,2,6
17,1,9:44.0,,Shooting foul by R. Felton (drawn by K. Thompson),2,6
18,1,9:44.0,,K. Thompson makes free throw 1 of 2,2,7
19,1,9:44.0,,K. Thompson makes free throw 2 of 2,2,8
20,1,9:32.0,W. Matthews misses 2-pt jump shot from 13 ft,,2,8
21,1,9:31.0,,Defensive rebound by A. Bogut,2,8
22,1,9:20.0,,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),2,10
23,1,9:00.0,R. Felton makes 2-pt layup from 2 ft,,4,10
24,1,8:49.0,,A. Bogut misses 2-pt layup from 2 ft,4,10
25,1,8:47.0,,Offensive rebound by A. Bogut,4,10
26,1,8:47.0,,A. Bogut makes 2-pt layup from 1 ft,4,12
27,1,8:31.0,R. Felton misses 2-pt jump shot from 13 ft,,4,12
28,1,8:31.0,,Defensive rebound by A. Bogut,4,12
29,1,8:22.0,,K. Thompson makes 3-pt jump shot from 22 ft (assist by A. Bogut),4,15
30,1,8:22.0,Dallas full timeout,,4,15
31,1,7:59.0,R. Felton misses 3-pt jump shot from 25 ft,,4,15
32,1,7:59.0,,Defensive rebound by A. Bogut,4,15
33,1,7:44.0,,Turnover by D. Green (3 sec),4,15
34,1,7:24.0,C. Parsons makes 2-pt layup from 2 ft,,6,15
35,1,7:11.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),6,18
36,1,6:50.0,W. Matthews misses 3-pt jump shot from 25 ft (block by S. Curry),,6,18
37,1,6:50.0,,Defensive rebound by A. Bogut,6,18
38,1,6:45.0,,Turnover by A. Bogut (bad pass; steal by W. Matthews),6,18
39,1,6:37.0,D. Williams misses 2-pt jump shot from 12 ft,,6,18
40,1,6:37.0,,Defensive rebound by A. Bogut,6,18
41,1,6:20.0,,H. Barnes makes 2-pt jump shot from 12 ft,6,20
42,1,6:08.0,C. Parsons misses 2-pt jump shot from 17 ft,,6,20
43,1,6:07.0,,Defensive rebound by K. Thompson,6,20
44,1,5:54.0,,S. Curry misses 3-pt jump shot from 23 ft,6,20
45,1,5:52.0,Defensive rebound by S. Mejri,,6,20
46,1,5:27.0,R. Felton makes 3-pt jump shot from 25 ft (assist by W. Matthews),,9,20
47,1,5:17.0,,H. Barnes misses 3-pt jump shot from 25 ft,9,20
48,1,5:16.0,Defensive rebound by C. Parsons,,9,20
49,1,4:55.0,S. Mejri makes 2-pt dunk at rim,,11,20
50,1,4:45.0,,S. Curry misses 3-pt jump shot from 23 ft,11,20
51,1,4:44.0,Defensive rebound by C. Parsons,,11,20
52,1,4:34.0,D. Williams misses 2-pt jump shot from 6 ft,,11,20
53,1,4:33.0,Offensive rebound by S. Mejri,,11,20
54,1,4:30.0,S. Mejri misses 2-pt layup from 2 ft (block by K. Thompson),,11,20
55,1,4:28.0,,Defensive rebound by A. Bogut,11,20
56,1,4:26.0,,Offensive foul by D. Green (drawn by C. Parsons),11,20
57,1,4:26.0,,Turnover by D. Green (offensive foul),11,20
58,1,4:26.0,,A. Iguodala enters the game for H. Barnes,11,20
59,1,4:26.0,,B. Rush enters the game for D. Green,11,20
60,1,4:26.0,,M. Speights enters the game for A. Bogut,11,20
61,1,4:26.0,C. Villanueva enters the game for C. Parsons,,11,20
62,1,4:26.0,J. Barea enters the game for W. Matthews,,11,20
63,1,4:26.0,D. Powell enters the game for S. Mejri,,11,20
64,1,4:13.0,D. Powell makes 2-pt dunk at rim (assist by C. Villanueva),,13,20
65,1,4:01.0,,K. Thompson misses 3-pt jump shot from 27 ft,13,20
66,1,4:00.0,Defensive rebound by C. Villanueva,,13,20
67,1,3:52.0,Turnover by D. Powell (bad pass),,13,20
68,1,3:48.0,,K. Thompson misses 3-pt jump shot from 26 ft,13,20
69,1,3:46.0,Defensive rebound by D. Powell,,13,20
70,1,3:36.0,J. Barea makes 2-pt jump shot from 11 ft,,15,20
71,1,3:36.0,,Golden State full timeout,15,20
72,1,3:36.0,,L. Barbosa enters the game for K. Thompson,15,20
73,1,3:36.0,,Violation by Team (jump ball),15,20
74,1,3:22.0,,M. Speights misses 2-pt jump shot from 3 ft,15,20
75,1,3:22.0,Defensive rebound by C. Villanueva,,15,20
76,1,3:14.0,R. Felton misses 2-pt jump shot from 16 ft,,15,20
77,1,3:13.0,,Defensive rebound by B. Rush,15,20
78,1,3:07.0,,L. Barbosa makes 2-pt layup at rim (assist by B. Rush),15,22
79,1,2:52.0,J. Barea misses 3-pt jump shot from 24 ft,,15,22
80,1,2:52.0,,Defensive rebound by M. Speights,15,22
81,1,2:45.0,,Shooting foul by C. Villanueva (drawn by L. Barbosa),15,22
82,1,2:45.0,,L. Barbosa makes free throw 1 of 2,15,23
83,1,2:45.0,,L. Barbosa makes free throw 2 of 2,15,24
84,1,2:26.0,C. Villanueva misses 2-pt hook shot from 6 ft,,15,24
85,1,2:25.0,,Defensive rebound by M. Speights,15,24
86,1,2:25.0,,Personal foul by C. Villanueva (drawn by M. Speights),15,24
87,1,2:04.0,,M. Speights makes 2-pt jump shot from 6 ft (assist by B. Rush),15,26
88,1,1:45.0,Shooting foul by S. Curry (drawn by D. Powell),,15,26
89,1,1:45.0,D. Powell makes free throw 1 of 2,,16,26
90,1,1:45.0,J. Anderson enters the game for D. Williams,,16,26
91,1,1:45.0,,S. Livingston enters the game for S. Curry,16,26
92,1,1:45.0,D. Powell makes free throw 2 of 2,,17,26
93,1,1:21.0,,B. Rush makes 2-pt layup from 2 ft (assist by A. Iguodala),17,28
94,1,1:05.0,C. Villanueva makes 3-pt jump shot from 23 ft (assist by D. Powell),,20,28
95,1,0:39.0,,L. Barbosa makes 2-pt layup from 1 ft,20,30
96,1,0:29.0,J. Barea makes 2-pt jump shot from 16 ft,,22,30
97,1,0:08.0,,M. Speights makes 2-pt hook shot from 8 ft,22,32
98,1,0:01.0,Shooting foul by M. Speights (drawn by D. Powell),,22,32
99,1,0:01.0,D. Powell misses free throw 1 of 2,,22,32
100,1,0:01.0,Offensive rebound by Team,,22,32
101,1,0:01.0,J. Evans enters the game for C. Villanueva,,22,32
102,1,0:01.0,D. Powell misses free throw 2 of 2,,22,32
103,1,0:01.0,,Defensive rebound by B. Rush,22,32
104,2,11:36.0,J. Barea misses 2-pt jump shot from 8 ft (block by B. Rush),,22,32
105,2,11:35.0,Offensive rebound by J. Barea,,22,32
106,2,11:32.0,D. Powell misses 2-pt jump shot from 11 ft,,22,32
107,2,11:31.0,,Defensive rebound by B. Rush,22,32
108,2,11:12.0,,S. Livingston misses 2-pt jump shot from 12 ft,22,32
109,2,11:12.0,Defensive rebound by J. Barea,,22,32
110,2,11:05.0,C. Parsons makes 2-pt layup from 2 ft (assist by J. Barea),,24,32
111,2,10:46.0,,B. Rush misses 3-pt jump shot from 26 ft,24,32
112,2,10:45.0,Defensive rebound by C. Parsons,,24,32
113,2,10:30.0,W. Matthews misses 3-pt jump shot from 25 ft,,24,32
114,2,10:30.0,,Defensive rebound by L. Barbosa,24,32
115,2,10:22.0,,A. Iguodala makes 2-pt layup from 2 ft (assist by L. Barbosa),24,34
116,2,10:04.0,W. Matthews makes 2-pt jump shot from 7 ft (assist by D. Powell),,26,34
117,2,9:40.0,,A. Iguodala misses 2-pt jump shot from 16 ft,26,34
118,2,9:40.0,Defensive rebound by J. Anderson,,26,34
119,2,9:32.0,D. Powell makes 2-pt layup at rim (assist by J. Barea),,28,34
120,2,9:11.0,,S. Livingston makes 2-pt jump shot from 9 ft,28,36
121,2,8:42.0,C. Parsons misses 2-pt jump shot from 21 ft,,28,36
122,2,8:42.0,,Defensive rebound by B. Rush,28,36
123,2,8:33.0,,H. Barnes misses 2-pt layup at rim,28,36
124,2,8:32.0,Defensive rebound by D. Powell,,28,36
125,2,8:22.0,J. Barea makes 2-pt jump shot from 10 ft,,30,36
126,2,8:15.0,,Golden State full timeout,30,36
127,2,8:15.0,,K. Thompson enters the game for L. Barbosa,30,36
128,2,8:08.0,,H. Barnes misses 2-pt layup from 2 ft,30,36
129,2,8:05.0,,Offensive rebound by S. Livingston,30,36
130,2,8:00.0,,H. Barnes makes 2-pt dunk at rim (assist by S. Livingston),30,38
131,2,7:53.0,Personal foul by S. Livingston,,30,38
132,2,7:35.0,J. Anderson makes 2-pt layup from 1 ft,,32,38
133,2,7:15.0,,K. Thompson misses 2-pt layup from 3 ft,32,38
134,2,7:14.0,Defensive rebound by C. Parsons,,32,38
135,2,7:02.0,Turnover by J. Barea (bad pass; steal by S. Livingston),,32,38
136,2,6:56.0,,Turnover by B. Rush (lost ball; steal by W. Matthews),32,38
137,2,6:40.0,J. Barea misses 2-pt hook shot from 8 ft,,32,38
138,2,6:39.0,,Defensive rebound by A. Iguodala,32,38
139,2,6:35.0,Violation by D. Powell (kicked ball),,32,38
140,2,6:35.0,,D. Green enters the game for A. Iguodala,32,38
141,2,6:35.0,,S. Curry enters the game for B. Rush,32,38
142,2,6:35.0,R. Felton enters the game for J. Barea,,32,38
143,2,6:35.0,D. Williams enters the game for J. Anderson,,32,38
144,2,6:23.0,,S. Livingston makes 2-pt layup at rim (assist by D. Green),32,40
145,2,6:02.0,D. Powell makes 2-pt layup from 1 ft (assist by R. Felton),,34,40
146,2,5:47.0,,Offensive foul by D. Green (drawn by W. Matthews),34,40
147,2,5:47.0,,Turnover by D. Green (offensive foul),34,40
148,2,5:47.0,Official timeout,,34,40
149,2,5:47.0,,L. Barbosa enters the game for D. Green,34,40
150,2,5:47.0,,K. Looney enters the game for S. Livingston,34,40
151,2,5:38.0,Turnover by R. Felton (bad pass; steal by H. Barnes),,34,40
152,2,5:29.0,,S. Curry makes 2-pt layup from 1 ft,34,42
153,2,5:16.0,Shooting foul by K. Looney (drawn by C. Parsons),,34,42
154,2,5:16.0,C. Parsons makes 2-pt layup from 1 ft,,36,42
155,2,5:16.0,C. Parsons makes free throw 1 of 1,,37,42
156,2,5:03.0,,Shooting foul by C. Parsons (drawn by K. Thompson),37,42
157,2,5:03.0,,K. Thompson makes free throw 1 of 2,37,43
158,2,5:03.0,J. Evans enters the game for D. Powell,,37,43
159,2,5:03.0,,K. Thompson makes free throw 2 of 2,37,44
160,2,4:55.0,J. Evans makes 2-pt hook shot from 1 ft (assist by C. Parsons),,39,44
161,2,4:36.0,,Shooting foul by J. Evans (drawn by K. Thompson),39,44
162,2,4:36.0,,K. Thompson makes free throw 1 of 2,39,45
163,2,4:36.0,,K. Thompson makes free throw 2 of 2,39,46
164,2,4:29.0,Turnover by C. Parsons (bad pass),,39,46
165,2,4:16.0,,S. Curry misses 2-pt jump shot from 17 ft,39,46
166,2,4:16.0,Defensive rebound by J. Evans,,39,46
167,2,4:04.0,W. Matthews makes 2-pt jump shot from 11 ft,,41,46
168,2,3:44.0,,S. Curry misses 3-pt jump shot from 23 ft,41,46
169,2,3:43.0,Defensive rebound by C. Parsons,,41,46
170,2,3:30.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by R. Felton),,44,46
171,2,3:03.0,,K. Thompson misses 3-pt jump shot from 23 ft,44,46
172,2,3:03.0,Defensive rebound by C. Parsons,,44,46
173,2,2:49.0,J. Evans misses 2-pt jump shot from 9 ft,,44,46
174,2,2:48.0,Offensive rebound by R. Felton,,44,46
175,2,2:48.0,R. Felton misses 2-pt layup from 2 ft,,44,46
176,2,2:46.0,,Defensive rebound by K. Looney,44,46
177,2,2:39.0,,L. Barbosa misses 2-pt layup from 2 ft,44,46
178,2,2:39.0,,Offensive rebound by H. Barnes,44,46
179,2,2:34.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by H. Barnes),44,49
180,2,2:33.0,Dallas full timeout,,44,49
181,2,2:33.0,,A. Bogut enters the game for K. Looney,44,49
182,2,2:20.0,Personal foul by S. Curry (drawn by R. Felton),,44,49
183,2,2:20.0,,A. Iguodala enters the game for H. Barnes,44,49
184,2,2:20.0,J. McGee enters the game for J. Evans,,44,49
185,2,2:07.0,R. Felton makes 2-pt layup from 1 ft,,46,49
186,2,1:48.0,,K. Thompson makes 3-pt jump shot from 27 ft,46,52
187,2,1:34.0,Offensive foul by J. McGee (drawn by A. Iguodala),,46,52
188,2,1:34.0,Turnover by J. McGee (offensive foul),,46,52
189,2,1:34.0,Dallas full timeout,,46,52
190,2,1:22.0,,K. Thompson makes 2-pt layup from 1 ft (assist by A. Bogut),46,54
191,2,1:00.0,R. Felton misses 2-pt jump shot from 19 ft,,46,54
192,2,0:59.0,,Defensive rebound by A. Bogut,46,54
193,2,0:47.0,,A. Bogut misses 2-pt jump shot from 7 ft,46,54
194,2,0:46.0,Defensive rebound by J. McGee,,46,54
195,2,0:40.0,D. Williams misses 3-pt jump shot from 26 ft,,46,54
196,2,0:39.0,,Defensive rebound by K. Thompson,46,54
197,2,0:32.0,,Personal foul by W. Matthews (drawn by A. Bogut),46,54
198,2,0:26.0,,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),46,56
199,2,0:13.0,J. McGee makes 2-pt dunk at rim (assist by R. Felton),,48,56
200,2,0:06.0,,K. Thompson misses 3-pt jump shot from 28 ft,48,56
201,2,0:04.0,,Offensive rebound by S. Curry,48,56
202,2,0:03.0,,S. Curry misses 2-pt jump shot from 21 ft,48,56
203,2,0:00.0,Defensive rebound by C. Parsons,,48,56
204,3,11:36.0,Turnover by S. Mejri (lost ball; steal by S. Curry),,48,56
205,3,11:19.0,,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),48,58
206,3,10:53.0,W. Matthews makes 2-pt jump shot from 18 ft,,50,58
207,3,10:37.0,,H. Barnes makes 2-pt jump shot from 8 ft,50,60
208,3,10:12.0,D. Williams makes 3-pt jump shot from 24 ft (assist by W. Matthews),,53,60
209,3,10:02.0,,S. Curry makes 3-pt jump shot from 25 ft,53,63
210,3,9:42.0,D. Williams makes 3-pt jump shot from 25 ft,,56,63
211,3,9:31.0,,H. Barnes misses 3-pt jump shot from 24 ft,56,63
212,3,9:30.0,Defensive rebound by D. Williams,,56,63
213,3,9:19.0,D. Williams misses 3-pt jump shot from 25 ft,,56,63
214,3,9:18.0,,Defensive rebound by K. Thompson,56,63
215,3,9:06.0,,Turnover by K. Thompson (bad pass; steal by C. Parsons),56,63
216,3,8:56.0,R. Felton makes 3-pt jump shot from 27 ft (assist by D. Williams),,59,63
217,3,8:42.0,,Personal foul by C. Parsons (drawn by D. Green),59,63
218,3,8:38.0,,Shooting foul by S. Mejri (drawn by K. Thompson),59,63
219,3,8:38.0,,K. Thompson makes free throw 1 of 2,59,64
220,3,8:38.0,,K. Thompson makes free throw 2 of 2,59,65
221,3,8:20.0,D. Williams makes 2-pt layup from 2 ft,,61,65
222,3,8:10.0,,Turnover by D. Green (lost ball; steal by D. Williams),61,65
223,3,8:02.0,D. Williams misses 3-pt jump shot from 26 ft,,61,65
224,3,8:02.0,,Defensive rebound by A. Bogut,61,65
225,3,7:41.0,,K. Thompson misses 3-pt jump shot from 22 ft,61,65
226,3,7:40.0,Defensive rebound by R. Felton,,61,65
227,3,7:35.0,C. Parsons makes 3-pt jump shot from 24 ft (assist by D. Williams),,64,65
228,3,7:13.0,,Personal foul by D. Williams (drawn by H. Barnes),64,65
229,3,7:09.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by H. Barnes),64,68
230,3,6:54.0,W. Matthews misses 2-pt jump shot from 3 ft (block by K. Thompson),,64,68
231,3,6:53.0,,Defensive rebound by K. Thompson,64,68
232,3,6:47.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by K. Thompson),64,71
233,3,6:47.0,Dallas full timeout,,64,71
234,3,6:29.0,C. Parsons makes 3-pt jump shot from 26 ft (assist by D. Williams),,67,71
235,3,6:11.0,,H. Barnes makes 2-pt jump shot from 16 ft (assist by S. Curry),67,73
236,3,5:48.0,Turnover by D. Williams (bad pass),,67,73
237,3,5:44.0,,Personal foul by D. Williams (drawn by H. Barnes),67,73
238,3,5:44.0,,A. Iguodala enters the game for H. Barnes,67,73
239,3,5:44.0,D. Powell enters the game for S. Mejri,,67,73
240,3,5:40.0,,A. Bogut misses 2-pt dunk at rim,67,73
241,3,5:40.0,Defensive rebound by D. Powell,,67,73
242,3,5:25.0,C. Parsons makes 3-pt jump shot from 25 ft,,70,73
243,3,5:07.0,,D. Green makes 3-pt jump shot from 25 ft (assist by A. Bogut),70,76
244,3,4:43.0,D. Williams makes 2-pt layup from 1 ft,,72,76
245,3,4:34.0,,D. Green makes 2-pt layup at rim (assist by S. Curry),72,78
246,3,4:20.0,D. Williams misses 3-pt jump shot from 27 ft,,72,78
247,3,4:20.0,,Defensive rebound by S. Curry,72,78
248,3,4:12.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),72,81
249,3,4:11.0,Dallas full timeout,,72,81
250,3,4:11.0,,B. Rush enters the game for A. Bogut,72,81
251,3,3:56.0,W. Matthews misses 2-pt layup from 2 ft,,72,81
252,3,3:55.0,,Defensive rebound by A. Iguodala,72,81
253,3,3:45.0,,D. Green makes 2-pt layup from 1 ft (assist by A. Iguodala),72,83
254,3,3:13.0,R. Felton misses 3-pt jump shot from 27 ft,,72,83
255,3,3:12.0,Offensive rebound by Team,,72,83
256,3,3:12.0,,Loose ball foul by K. Thompson (drawn by D. Powell),72,83
257,3,3:12.0,,L. Barbosa enters the game for K. Thompson,72,83
258,3,3:12.0,J. Barea enters the game for R. Felton,,72,83
259,3,3:12.0,C. Villanueva enters the game for C. Parsons,,72,83
260,3,2:51.0,D. Williams makes 2-pt jump shot from 17 ft,,74,83
261,3,2:37.0,,D. Green makes 3-pt jump shot from 25 ft (assist by A. Iguodala),74,86
262,3,2:24.0,Turnover by D. Powell (lost ball; steal by S. Curry),,74,86
263,3,2:23.0,,Personal foul by D. Williams (drawn by S. Curry),74,86
264,3,2:23.0,,S. Curry makes free throw 1 of 2,74,87
265,3,2:23.0,,S. Curry makes free throw 2 of 2,74,88
266,3,2:09.0,C. Villanueva misses 3-pt jump shot from 26 ft,,74,88
267,3,2:09.0,,Defensive rebound by D. Green,74,88
268,3,2:02.0,,B. Rush misses 3-pt jump shot from 25 ft,74,88
269,3,2:00.0,,Offensive rebound by A. Iguodala,74,88
270,3,1:58.0,,A. Iguodala makes 2-pt layup from 1 ft,74,90
271,3,1:45.0,Offensive foul by C. Villanueva (drawn by L. Barbosa),,74,90
272,3,1:45.0,Turnover by C. Villanueva (offensive foul),,74,90
273,3,1:32.0,,Shooting foul by W. Matthews (drawn by A. Iguodala),74,90
274,3,1:32.0,,A. Iguodala misses free throw 1 of 2,74,90
275,3,1:32.0,,Offensive rebound by Team,74,90
276,3,1:32.0,,A. Iguodala misses free throw 2 of 2,74,90
277,3,1:32.0,Defensive rebound by D. Powell,,74,90
278,3,1:12.0,D. Williams misses 3-pt jump shot from 25 ft,,74,90
279,3,1:11.0,,Defensive rebound by Team,74,90
280,3,1:09.0,,Personal take foul by J. Barea,74,90
281,3,1:09.0,,A. Iguodala makes free throw 1 of 2,74,91
282,3,1:09.0,,A. Iguodala makes free throw 2 of 2,74,92
283,3,0:59.0,W. Matthews misses 2-pt jump shot from 7 ft,,74,92
284,3,0:58.0,Offensive rebound by D. Powell,,74,92
285,3,0:58.0,D. Powell makes 2-pt jump shot from 4 ft,,76,92
