,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,UTAH_ACTION,GOLDEN STATE_SCORE,UTAH_SCORE
0,1,11:40.0,,R. Hood misses 2-pt jump shot from 18 ft,0,0
1,1,11:39.0,,Offensive rebound by Team,0,0
2,1,11:30.0,,R. Gobert makes 2-pt dunk at rim (assist by R. Hood),0,2
3,1,11:12.0,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Bogut),,3,2
4,1,10:51.0,,Shooting foul by A. Bogut (drawn by R. Gobert),3,2
5,1,10:51.0,,R. Gobert makes free throw 1 of 2,3,3
6,1,10:51.0,,R. Gobert makes free throw 2 of 2,3,4
7,1,10:30.0,D. Green misses 3-pt jump shot from 24 ft,,3,4
8,1,10:28.0,,Defensive rebound by R. Gobert,3,4
9,1,10:04.0,,R. Hood misses 2-pt jump shot from 22 ft,3,4
10,1,10:04.0,,Offensive rebound by D. Favors,3,4
11,1,9:58.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by D. Favors),3,7
12,1,9:49.0,D. Green misses 2-pt hook shot from 1 ft,,3,7
13,1,9:49.0,Offensive rebound by Team,,3,7
14,1,9:47.0,K. Thompson misses 2-pt layup from 2 ft,,3,7
15,1,9:46.0,,Defensive rebound by R. Gobert,3,7
16,1,9:39.0,,Turnover by R. Hood (traveling),3,7
17,1,9:29.0,K. Thompson misses 2-pt jump shot from 17 ft,,3,7
18,1,9:28.0,,Defensive rebound by D. Favors,3,7
19,1,9:19.0,,Turnover by R. Neto (bad pass),3,7
20,1,9:10.0,S. Curry makes 2-pt jump shot from 16 ft,,5,7
21,1,8:51.0,,G. Hayward misses 2-pt jump shot from 19 ft,5,7
22,1,8:50.0,Defensive rebound by A. Bogut,,5,7
23,1,8:36.0,K. Thompson makes 3-pt jump shot from 22 ft (assist by D. Green),,8,7
24,1,8:17.0,,D. Favors makes 2-pt jump shot from 14 ft (assist by R. Gobert),8,9
25,1,8:02.0,D. Green misses 2-pt jump shot from 9 ft,,8,9
26,1,8:02.0,Offensive rebound by D. Green,,8,9
27,1,7:59.0,D. Green misses 2-pt jump shot from 4 ft,,8,9
28,1,7:57.0,Offensive rebound by A. Bogut,,8,9
29,1,7:55.0,A. Bogut makes 2-pt layup from 1 ft,,10,9
30,1,7:37.0,,D. Favors makes 2-pt jump shot from 10 ft (assist by G. Hayward),10,11
31,1,7:27.0,S. Curry misses 3-pt jump shot from 23 ft,,10,11
32,1,7:26.0,,Defensive rebound by D. Favors,10,11
33,1,7:18.0,,R. Hood misses 3-pt jump shot from 23 ft,10,11
34,1,7:17.0,,Offensive rebound by R. Gobert,10,11
35,1,7:14.0,,R. Gobert misses 2-pt layup at rim,10,11
36,1,7:13.0,Defensive rebound by K. Thompson,,10,11
37,1,7:01.0,D. Green misses 3-pt jump shot from 24 ft,,10,11
38,1,7:01.0,Offensive rebound by Team,,10,11
39,1,6:50.0,B. Rush makes 3-pt jump shot from 24 ft (assist by A. Bogut),,13,11
40,1,6:24.0,,R. Neto misses 3-pt jump shot from 25 ft,13,11
41,1,6:23.0,Defensive rebound by D. Green,,13,11
42,1,6:06.0,B. Rush misses 2-pt jump shot from 14 ft,,13,11
43,1,6:06.0,,Defensive rebound by R. Gobert,13,11
44,1,6:00.0,,Utah full timeout,13,11
45,1,6:00.0,A. Iguodala enters the game for B. Rush,,13,11
46,1,5:43.0,,R. Hood misses 3-pt jump shot from 25 ft,13,11
47,1,5:43.0,,Offensive rebound by R. Gobert,13,11
48,1,5:25.0,,D. Favors makes 2-pt jump shot from 15 ft (assist by R. Neto),13,13
49,1,5:06.0,S. Curry makes 2-pt layup from 3 ft,,15,13
50,1,4:46.0,,G. Hayward makes 3-pt jump shot from 24 ft,15,16
51,1,4:32.0,Shooting foul by D. Favors (drawn by D. Green),,15,16
52,1,4:32.0,D. Green misses free throw 1 of 2,,15,16
53,1,4:32.0,Offensive rebound by Team,,15,16
54,1,4:32.0,,A. Burks enters the game for G. Hayward,15,16
55,1,4:32.0,,T. Booker enters the game for D. Favors,15,16
56,1,4:32.0,S. Livingston enters the game for K. Thompson,,15,16
57,1,4:32.0,D. Green makes free throw 2 of 2,,16,16
58,1,4:11.0,,A. Burks misses 3-pt jump shot from 24 ft,16,16
59,1,4:11.0,Defensive rebound by S. Curry,,16,16
60,1,4:01.0,Turnover by D. Green (bad pass),,16,16
61,1,4:01.0,F. Ezeli enters the game for A. Bogut,,16,16
62,1,3:36.0,,R. Neto misses 2-pt jump shot from 14 ft,16,16
63,1,3:35.0,,Offensive rebound by Team,16,16
64,1,3:23.0,,Personal foul by A. Iguodala (drawn by R. Hood),16,16
65,1,3:23.0,,J. Ingles enters the game for R. Hood,16,16
66,1,3:13.0,,T. Booker misses 2-pt hook shot from 3 ft,16,16
67,1,3:12.0,Defensive rebound by F. Ezeli,,16,16
68,1,3:01.0,S. Curry misses 2-pt layup from 3 ft,,16,16
69,1,3:01.0,,Defensive rebound by A. Burks,16,16
70,1,2:59.0,,Turnover by A. Burks (discontinued dribble),16,16
71,1,2:59.0,Golden State full timeout,,16,16
72,1,2:59.0,,T. Burke enters the game for R. Neto,16,16
73,1,2:45.0,Personal foul by A. Burks (drawn by S. Curry),,16,16
74,1,2:34.0,F. Ezeli makes 2-pt dunk at rim (assist by D. Green),,18,16
75,1,2:14.0,,Shooting foul by F. Ezeli (drawn by R. Gobert),18,16
76,1,2:14.0,,R. Gobert makes free throw 1 of 2,18,17
77,1,2:14.0,,R. Gobert misses free throw 2 of 2,18,17
78,1,2:14.0,Defensive rebound by S. Livingston,,18,17
79,1,2:00.0,S. Curry misses 2-pt jump shot from 3 ft,,18,17
80,1,1:59.0,Offensive rebound by F. Ezeli,,18,17
81,1,1:59.0,D. Green misses 2-pt layup at rim,,18,17
82,1,1:58.0,Offensive rebound by F. Ezeli,,18,17
83,1,1:58.0,D. Green misses 2-pt layup at rim,,18,17
84,1,1:54.0,Offensive rebound by D. Green,,18,17
85,1,1:54.0,D. Green makes 2-pt layup at rim,,20,17
86,1,1:41.0,,J. Ingles misses 2-pt jump shot from 21 ft,20,17
87,1,1:41.0,Defensive rebound by A. Iguodala,,20,17
88,1,1:35.0,Shooting foul by T. Burke (drawn by S. Livingston),,20,17
89,1,1:35.0,S. Livingston makes free throw 1 of 2,,21,17
90,1,1:35.0,,D. Favors enters the game for R. Gobert,21,17
91,1,1:35.0,S. Livingston makes free throw 2 of 2,,22,17
92,1,1:12.0,,J. Ingles makes 2-pt jump shot from 10 ft,22,19
93,1,1:04.0,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),,24,19
94,1,0:51.0,,Personal foul by A. Iguodala (drawn by A. Burks),24,19
95,1,0:51.0,L. Barbosa enters the game for A. Iguodala,,24,19
96,1,0:51.0,Technical foul by A. Iguodala,,24,19
97,1,0:51.0,,A. Burks makes technical free throw,24,20
98,1,0:44.0,,D. Favors misses 2-pt jump shot from 9 ft,24,20
99,1,0:43.0,,Offensive rebound by T. Booker,24,20
100,1,0:34.0,,A. Burks misses 2-pt layup from 2 ft,24,20
101,1,0:33.0,Defensive rebound by D. Green,,24,20
102,1,0:30.0,Turnover by D. Green (bad pass; steal by J. Ingles),,24,20
103,1,0:25.0,Violation by L. Barbosa (kicked ball),,24,20
104,1,0:12.0,,Shooting foul by S. Curry (drawn by T. Burke),24,20
105,1,0:12.0,,T. Burke misses free throw 1 of 2,24,20
106,1,0:12.0,,Offensive rebound by Team,24,20
107,1,0:12.0,,T. Burke misses free throw 2 of 2,24,20
108,1,0:12.0,Defensive rebound by F. Ezeli,,24,20
109,1,0:03.0,D. Green makes 2-pt jump shot from 3 ft,,26,20
110,1,0:00.0,,A. Burks misses 3-pt jump shot from 24 ft,26,20
111,1,0:00.0,,Offensive rebound by Team,26,20
112,2,11:43.0,L. Barbosa makes 2-pt layup from 2 ft,,28,20
113,2,11:24.0,,D. Favors makes 2-pt layup from 1 ft,28,22
114,2,11:02.0,L. Barbosa misses 2-pt jump shot from 17 ft,,28,22
115,2,11:01.0,Offensive rebound by L. Barbosa,,28,22
116,2,10:55.0,L. Barbosa misses 3-pt jump shot from 23 ft,,28,22
117,2,10:55.0,,Defensive rebound by D. Favors,28,22
118,2,10:33.0,,G. Hayward misses 2-pt jump shot from 17 ft,28,22
119,2,10:33.0,Defensive rebound by F. Ezeli,,28,22
120,2,10:25.0,S. Livingston misses 2-pt jump shot from 9 ft,,28,22
121,2,10:24.0,,Defensive rebound by G. Hayward,28,22
122,2,10:19.0,,G. Hayward makes 2-pt layup from 2 ft,28,24
123,2,9:57.0,S. Livingston misses 2-pt jump shot from 15 ft,,28,24
124,2,9:56.0,Offensive rebound by F. Ezeli,,28,24
125,2,9:56.0,Shooting foul by D. Favors (drawn by F. Ezeli),,28,24
126,2,9:56.0,F. Ezeli makes free throw 1 of 2,,29,24
127,2,9:56.0,,T. Lyles enters the game for T. Booker,29,24
128,2,9:56.0,,R. Gobert enters the game for D. Favors,29,24
129,2,9:56.0,F. Ezeli makes free throw 2 of 2,,30,24
130,2,9:40.0,,G. Hayward makes 2-pt jump shot from 6 ft,30,26
131,2,9:24.0,S. Livingston makes 2-pt jump shot from 8 ft,,32,26
132,2,9:00.0,,A. Burks misses 2-pt jump shot from 21 ft,32,26
133,2,9:00.0,Defensive rebound by L. Barbosa,,32,26
134,2,8:52.0,L. Barbosa misses 3-pt jump shot from 24 ft,,32,26
135,2,8:52.0,,Defensive rebound by T. Lyles,32,26
136,2,8:42.0,,A. Burks misses 2-pt jump shot from 12 ft,32,26
137,2,8:41.0,,Offensive rebound by Team,32,26
138,2,8:41.0,Official timeout,,32,26
139,2,8:41.0,K. Thompson enters the game for J. McAdoo,,32,26
140,2,8:41.0,,R. Hood enters the game for T. Burke,32,26
141,2,8:34.0,,G. Hayward misses 3-pt jump shot from 22 ft,32,26
142,2,8:33.0,,Offensive rebound by Team,32,26
143,2,8:31.0,,J. Ingles enters the game for R. Hood,32,26
144,2,8:31.0,,T. Burke enters the game for T. Lyles,32,26
145,2,8:31.0,,Utah full timeout,32,26
146,2,8:17.0,,G. Hayward makes 2-pt jump shot from 8 ft,32,28
147,2,8:01.0,Turnover by S. Livingston (bad pass),,32,28
148,2,7:40.0,,R. Gobert misses 2-pt jump shot from 3 ft,32,28
149,2,7:40.0,Defensive rebound by F. Ezeli,,32,28
150,2,7:30.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by A. Iguodala),,34,28
151,2,7:21.0,A. Bogut enters the game for F. Ezeli,,34,28
152,2,7:12.0,,T. Burke makes 2-pt layup from 3 ft,34,30
153,2,6:55.0,K. Thompson misses 2-pt jump shot from 3 ft,,34,30
154,2,6:54.0,Offensive rebound by K. Thompson,,34,30
155,2,6:53.0,K. Thompson makes 2-pt layup from 2 ft,,36,30
156,2,6:40.0,,T. Burke misses 2-pt jump shot from 3 ft (block by K. Thompson),36,30
157,2,6:40.0,,Offensive rebound by Team,36,30
158,2,6:40.0,D. Green enters the game for A. Iguodala,,36,30
159,2,6:40.0,S. Curry enters the game for S. Livingston,,36,30
160,2,6:40.0,,T. Booker enters the game for J. Ingles,36,30
161,2,6:27.0,,A. Burks makes 3-pt jump shot from 24 ft (assist by G. Hayward),36,33
162,2,6:21.0,L. Barbosa misses 2-pt layup from 2 ft,,36,33
163,2,6:19.0,,Defensive rebound by G. Hayward,36,33
