,QUARTER,TIME_REMAINING,PHOENIX_ACTION,OKLAHOMA CITY_ACTION,PHOENIX_SCORE,OKLAHOMA CITY_SCORE
0,1,11:45.0,,Turnover by S. Ibaka (traveling),0,0
1,1,11:30.0,T. Chandler misses 2-pt jump shot from 17 ft,,0,0
2,1,11:29.0,,Defensive rebound by A. Roberson,0,0
3,1,11:10.0,,K. Durant misses 3-pt jump shot from 24 ft,0,0
4,1,11:09.0,Defensive rebound by T. Chandler,,0,0
5,1,10:54.0,M. Morris misses 2-pt jump shot from 6 ft (block by S. Adams),,0,0
6,1,10:54.0,Offensive rebound by Team,,0,0
7,1,10:50.0,B. Knight makes 3-pt jump shot from 24 ft (assist by P. Tucker),,3,0
8,1,10:33.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by K. Durant),3,2
9,1,10:16.0,T. Chandler misses 2-pt layup at rim,,3,2
10,1,10:16.0,Offensive rebound by T. Chandler,,3,2
11,1,10:16.0,M. Morris misses 2-pt jump shot from 8 ft,,3,2
12,1,10:15.0,,Defensive rebound by S. Adams,3,2
13,1,10:08.0,,R. Westbrook misses 2-pt layup from 2 ft,3,2
14,1,10:08.0,Defensive rebound by T. Chandler,,3,2
15,1,10:02.0,E. Bledsoe makes 2-pt jump shot from 16 ft,,5,2
16,1,9:44.0,,S. Ibaka misses 2-pt jump shot from 12 ft,5,2
17,1,9:44.0,,Offensive rebound by S. Adams,5,2
18,1,9:43.0,,S. Adams makes 2-pt layup from 1 ft,5,4
19,1,9:43.0,,Shooting foul by M. Morris (drawn by S. Adams),5,4
20,1,9:43.0,,S. Adams makes free throw 1 of 1,5,5
21,1,9:33.0,Turnover by B. Knight (bad pass; steal by R. Westbrook),,5,5
22,1,9:29.0,,R. Westbrook misses 2-pt dunk at rim,5,5
23,1,9:28.0,Defensive rebound by Team,,5,5
24,1,9:19.0,B. Knight misses 3-pt jump shot from 24 ft,,5,5
25,1,9:18.0,,Defensive rebound by S. Ibaka,5,5
26,1,8:58.0,,A. Roberson misses 3-pt jump shot from 23 ft,5,5
27,1,8:57.0,Defensive rebound by B. Knight,,5,5
28,1,8:51.0,,Loose ball foul by S. Ibaka (drawn by B. Knight),5,5
29,1,8:45.0,Turnover by B. Knight (bad pass; steal by R. Westbrook),,5,5
30,1,8:40.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),5,7
31,1,8:27.0,M. Morris misses 2-pt layup from 2 ft,,5,7
32,1,8:26.0,Offensive rebound by E. Bledsoe,,5,7
33,1,8:26.0,E. Bledsoe makes 2-pt dunk at rim,,7,7
34,1,8:13.0,,K. Durant makes 2-pt jump shot from 10 ft (assist by R. Westbrook),7,9
35,1,7:50.0,T. Chandler misses 2-pt jump shot from 10 ft,,7,9
36,1,7:49.0,,Defensive rebound by K. Durant,7,9
37,1,7:38.0,,S. Ibaka misses 2-pt jump shot from 14 ft,7,9
38,1,7:38.0,Defensive rebound by T. Chandler,,7,9
39,1,7:28.0,B. Knight misses 2-pt jump shot from 18 ft,,7,9
40,1,7:28.0,,Defensive rebound by K. Durant,7,9
41,1,7:20.0,,R. Westbrook misses 3-pt jump shot from 24 ft,7,9
42,1,7:19.0,,Offensive rebound by S. Ibaka,7,9
43,1,7:12.0,,Def 3 sec tech foul by T. Chandler,7,9
44,1,7:12.0,,K. Durant misses technical free throw,7,9
45,1,7:12.0,,Offensive rebound by Team,7,9
46,1,7:06.0,,R. Westbrook makes 2-pt jump shot from 18 ft (assist by S. Adams),7,11
47,1,6:58.0,Shooting foul by A. Roberson (drawn by T. Chandler),,7,11
48,1,6:58.0,T. Chandler makes free throw 1 of 2,,8,11
49,1,6:58.0,T. Chandler misses free throw 2 of 2,,8,11
50,1,6:57.0,,Defensive rebound by S. Adams,8,11
51,1,6:35.0,,R. Westbrook makes 2-pt jump shot from 9 ft,8,13
52,1,6:15.0,M. Morris misses 2-pt layup from 1 ft,,8,13
53,1,6:15.0,Offensive rebound by Team,,8,13
54,1,6:15.0,,E. Freedom enters the game for S. Adams,8,13
55,1,6:10.0,B. Knight misses 2-pt layup from 2 ft,,8,13
56,1,6:10.0,,Defensive rebound by S. Ibaka,8,13
57,1,5:55.0,,Shooting foul by B. Knight (drawn by K. Durant),8,13
58,1,5:55.0,,Oklahoma City full timeout,8,13
59,1,5:55.0,A. Goodwin enters the game for B. Knight,,8,13
60,1,5:55.0,,K. Durant makes free throw 1 of 2,8,14
61,1,5:55.0,,K. Durant makes free throw 2 of 2,8,15
62,1,5:44.0,Turnover by M. Morris (lost ball; steal by R. Westbrook),,8,15
63,1,5:40.0,,R. Westbrook makes 2-pt dunk at rim,8,17
64,1,5:24.0,,D. Waiters enters the game for A. Roberson,8,17
65,1,5:24.0,A. Len enters the game for T. Chandler,,8,17
66,1,5:16.0,P. Tucker misses 2-pt layup from 1 ft,,8,17
67,1,5:14.0,Offensive rebound by P. Tucker,,8,17
68,1,5:13.0,P. Tucker misses 2-pt layup at rim,,8,17
69,1,5:11.0,,Defensive rebound by K. Durant,8,17
70,1,4:56.0,,K. Durant makes 2-pt jump shot from 14 ft (assist by R. Westbrook),8,19
71,1,4:47.0,E. Bledsoe makes 2-pt layup from 2 ft,,10,19
72,1,4:30.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by R. Westbrook),10,22
73,1,4:21.0,M. Morris misses 3-pt jump shot from 24 ft,,10,22
74,1,4:20.0,,Defensive rebound by K. Durant,10,22
75,1,4:07.0,,K. Durant makes 2-pt jump shot from 13 ft,10,24
76,1,3:53.0,E. Bledsoe makes 2-pt layup at rim,,12,24
77,1,3:40.0,,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),12,26
78,1,3:40.0,,Shooting foul by A. Goodwin (drawn by E. Freedom),12,26
79,1,3:40.0,T. Warren enters the game for P. Tucker,,12,26
80,1,3:40.0,,K. Singler enters the game for K. Durant,12,26
81,1,3:40.0,,E. Freedom makes free throw 1 of 1,12,27
82,1,3:30.0,Personal foul by R. Westbrook (drawn by E. Bledsoe),,12,27
83,1,3:22.0,M. Morris misses 2-pt layup from 1 ft,,12,27
84,1,3:22.0,Offensive rebound by Team,,12,27
85,1,3:19.0,Shooting foul by E. Freedom (drawn by M. Morris),,12,27
86,1,3:19.0,M. Morris makes free throw 1 of 2,,13,27
87,1,3:19.0,M. Morris makes free throw 2 of 2,,14,27
88,1,3:04.0,,D. Waiters misses 2-pt jump shot from 16 ft,14,27
89,1,3:03.0,,Offensive rebound by R. Westbrook,14,27
90,1,2:51.0,,E. Freedom makes 2-pt dunk at rim (assist by R. Westbrook),14,29
91,1,2:34.0,Shooting foul by S. Ibaka (drawn by M. Morris),,14,29
92,1,2:34.0,M. Morris makes 2-pt layup from 2 ft,,16,29
93,1,2:34.0,Phoenix full timeout,,16,29
94,1,2:34.0,,M. McGary enters the game for S. Ibaka,16,29
95,1,2:34.0,M. Morris misses free throw 1 of 1,,16,29
96,1,2:34.0,,Defensive rebound by E. Freedom,16,29
97,1,2:15.0,,Turnover by M. McGary (lost ball; steal by M. Morris),16,29
98,1,2:15.0,Personal foul by M. McGary (drawn by E. Bledsoe),,16,29
99,1,2:15.0,E. Bledsoe makes free throw 1 of 2,,17,29
100,1,2:15.0,E. Bledsoe makes free throw 2 of 2,,18,29
101,1,2:10.0,,Offensive foul by K. Singler (drawn by A. Goodwin),18,29
102,1,2:10.0,,Turnover by K. Singler (offensive foul),18,29
103,1,2:01.0,Shooting foul by M. McGary (drawn by A. Goodwin),,18,29
104,1,2:01.0,A. Goodwin misses free throw 1 of 2,,18,29
105,1,2:01.0,Offensive rebound by Team,,18,29
106,1,2:01.0,,D. Augustin enters the game for R. Westbrook,18,29
107,1,2:01.0,A. Goodwin misses free throw 2 of 2,,18,29
108,1,2:00.0,Offensive rebound by M. Morris,,18,29
109,1,1:45.0,T. Warren makes 2-pt jump shot from 11 ft (assist by E. Bledsoe),,20,29
110,1,1:28.0,,M. McGary misses 2-pt layup from 1 ft,20,29
111,1,1:27.0,Defensive rebound by A. Len,,20,29
