,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CLEVELAND_ACTION,CHICAGO_SCORE,CLEVELAND_SCORE
69,1,3:41.0,,Turnover by J. Smith (lost ball; steal by D. Rose),15,17
70,1,3:34.0,B. Portis misses 2-pt layup from 2 ft (block by T. Mozgov),,15,17
71,1,3:31.0,,Defensive rebound by T. Thompson,15,17
72,1,3:23.0,,L. James misses 2-pt layup at rim,15,17
73,1,3:22.0,,Offensive rebound by T. Thompson,15,17
74,1,3:18.0,,T. Thompson makes 2-pt layup from 1 ft,15,19
75,1,2:54.0,T. Snell misses 2-pt layup at rim (block by T. Mozgov),,15,19
76,1,2:52.0,Offensive rebound by B. Portis,,15,19
77,1,2:51.0,B. Portis makes 2-pt layup at rim,,17,19
78,1,2:51.0,,Cleveland full timeout,17,19
79,1,2:51.0,D. McDermott enters the game for E. Moore,,17,19
80,1,2:51.0,A. Brooks enters the game for D. Rose,,17,19
81,1,2:51.0,,K. Love enters the game for L. James,17,19
82,1,2:51.0,,I. Shumpert enters the game for T. Thompson,17,19
83,1,2:30.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by J. Smith),17,22
84,1,2:11.0,D. McDermott misses 3-pt jump shot from 25 ft,,17,22
85,1,2:11.0,,Defensive rebound by Team,17,22
86,1,1:55.0,,K. Love misses 2-pt layup from 3 ft,17,22
87,1,1:54.0,,Offensive rebound by T. Mozgov,17,22
88,1,1:54.0,,T. Mozgov makes 2-pt dunk at rim,17,24
89,1,1:32.0,A. Brooks misses 2-pt jump shot from 7 ft,,17,24
90,1,1:31.0,Offensive rebound by B. Portis,,17,24
91,1,1:28.0,B. Portis misses 2-pt hook shot from 4 ft,,17,24
92,1,1:27.0,,Defensive rebound by K. Love,17,24
93,1,1:12.0,,J. Smith misses 2-pt jump shot from 18 ft,17,24
94,1,1:12.0,Defensive rebound by Team,,17,24
95,1,1:00.0,B. Portis misses 2-pt jump shot from 11 ft,,17,24
96,1,0:59.0,,Defensive rebound by J. Smith,17,24
97,1,0:51.0,,M. Dellavedova misses 2-pt jump shot from 8 ft,17,24
98,1,0:49.0,,Offensive rebound by T. Mozgov,17,24
99,1,0:46.0,,K. Love makes 2-pt jump shot from 20 ft (assist by J. Smith),17,26
100,1,0:36.0,B. Portis makes 2-pt jump shot from 19 ft (assist by A. Brooks),,19,26
101,1,0:24.0,,Personal foul by T. Snell (drawn by J. Smith),19,26
102,1,0:24.0,,R. Jefferson enters the game for J. Smith,19,26
103,1,0:21.0,,Turnover by M. Dellavedova (lost ball; steal by A. Brooks),19,26
104,1,0:08.0,Personal foul by M. Dellavedova (drawn by A. Brooks),,19,26
105,1,0:00.0,P. Gasol misses 2-pt jump shot from 16 ft,,19,26
106,1,0:00.0,Offensive rebound by Team,,19,26
107,2,11:43.0,,I. Shumpert misses 2-pt jump shot from 6 ft (block by T. Snell),19,26
108,2,11:42.0,,Offensive rebound by T. Mozgov,19,26
109,2,11:36.0,,M. Dellavedova misses 2-pt jump shot from 6 ft,19,26
110,2,11:34.0,Defensive rebound by T. Snell,,19,26
111,2,11:28.0,T. Snell misses 2-pt jump shot from 16 ft,,19,26
112,2,11:27.0,Offensive rebound by T. Snell,,19,26
113,2,11:22.0,T. Snell makes 2-pt jump shot from 11 ft,,21,26
114,2,11:05.0,,R. Jefferson misses 3-pt jump shot from 26 ft,21,26
115,2,11:04.0,,Offensive rebound by M. Dellavedova,21,26
116,2,10:58.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,21,26
117,2,10:58.0,Defensive rebound by Team,,21,26
118,2,10:43.0,D. McDermott misses 3-pt jump shot from 24 ft,,21,26
119,2,10:43.0,,Defensive rebound by T. Mozgov,21,26
120,2,10:32.0,,T. Mozgov makes 2-pt layup at rim (assist by M. Dellavedova),21,28
121,2,10:12.0,T. Gibson makes 2-pt jump shot from 19 ft (assist by T. Snell),,23,28
122,2,9:57.0,,I. Shumpert misses 3-pt jump shot from 25 ft,23,28
123,2,9:57.0,Defensive rebound by B. Portis,,23,28
124,2,9:51.0,Turnover by A. Brooks (traveling),,23,28
125,2,9:51.0,,K. Irving enters the game for M. Dellavedova,23,28
126,2,9:39.0,,K. Irving misses 2-pt jump shot from 15 ft,23,28
127,2,9:38.0,Defensive rebound by D. McDermott,,23,28
128,2,9:25.0,T. Gibson misses 2-pt layup from 1 ft,,23,28
129,2,9:22.0,,Defensive rebound by K. Love,23,28
130,2,9:10.0,,T. Mozgov misses 2-pt jump shot from 11 ft,23,28
131,2,9:08.0,Defensive rebound by T. Gibson,,23,28
132,2,8:56.0,A. Brooks misses 2-pt jump shot from 11 ft,,23,28
133,2,8:54.0,,Defensive rebound by T. Mozgov,23,28
134,2,8:46.0,,R. Jefferson misses 3-pt jump shot from 23 ft,23,28
135,2,8:45.0,Defensive rebound by A. Brooks,,23,28
136,2,8:34.0,Official timeout,,23,28
137,2,8:34.0,D. Rose enters the game for A. Brooks,,23,28
138,2,8:34.0,,L. James enters the game for K. Love,23,28
139,2,8:34.0,,T. Thompson enters the game for T. Mozgov,23,28
140,2,8:27.0,Turnover by D. McDermott (lost ball; steal by I. Shumpert),,23,28
141,2,8:20.0,,T. Thompson makes 2-pt layup at rim (assist by L. James),23,30
142,2,8:03.0,Turnover by B. Portis (bad pass; steal by R. Jefferson),,23,30
143,2,7:58.0,,T. Thompson makes 2-pt layup at rim (assist by L. James),23,32
144,2,7:58.0,,Shooting foul by D. McDermott (drawn by T. Thompson),23,32
145,2,7:58.0,E. Moore enters the game for D. McDermott,,23,32
146,2,7:58.0,M. Dunleavy enters the game for T. Snell,,23,32
147,2,7:58.0,,T. Thompson misses free throw 1 of 1,23,32
148,2,7:57.0,Defensive rebound by T. Gibson,,23,32
149,2,7:43.0,D. Rose misses 2-pt jump shot from 18 ft,,23,32
150,2,7:42.0,,Defensive rebound by T. Thompson,23,32
151,2,7:41.0,,Personal foul by T. Gibson (drawn by T. Thompson),23,32
152,2,7:29.0,,T. Thompson misses 2-pt jump shot from 4 ft (block by E. Moore),23,32
153,2,7:27.0,Defensive rebound by M. Dunleavy,,23,32
154,2,7:14.0,T. Gibson misses 2-pt jump shot from 6 ft,,23,32
155,2,7:13.0,,Defensive rebound by L. James,23,32
156,2,7:11.0,,Personal block foul by T. Gibson (drawn by L. James),23,32
157,2,7:11.0,P. Gasol enters the game for B. Portis,,23,32
158,2,7:05.0,,R. Jefferson makes 3-pt jump shot from 23 ft (assist by I. Shumpert),23,35
159,2,7:03.0,Chicago full timeout,,23,35
160,2,6:52.0,M. Dunleavy misses 2-pt layup from 1 ft (block by L. James),,23,35
161,2,6:52.0,Offensive rebound by Team,,23,35
162,2,6:49.0,M. Dunleavy misses 2-pt jump shot from 14 ft,,23,35
163,2,6:48.0,,Defensive rebound by T. Thompson,23,35
164,2,6:35.0,,K. Irving makes 2-pt jump shot from 15 ft,23,37
165,2,6:12.0,D. Rose makes 3-pt jump shot from 25 ft (assist by P. Gasol),,26,37
166,2,5:56.0,,Turnover by R. Jefferson (bad pass),26,37
167,2,5:44.0,M. Dunleavy misses 2-pt jump shot from 15 ft,,26,37
168,2,5:43.0,,Defensive rebound by T. Thompson,26,37
169,2,5:29.0,,K. Irving misses 3-pt jump shot from 26 ft,26,37
170,2,5:29.0,Defensive rebound by D. Rose,,26,37
171,2,5:16.0,Turnover by E. Moore (bad pass),,26,37
172,2,5:16.0,,K. Love enters the game for R. Jefferson,26,37
173,2,5:16.0,,J. Smith enters the game for I. Shumpert,26,37
174,2,5:00.0,,K. Love makes 2-pt jump shot from 20 ft (assist by L. James),26,39
175,2,4:46.0,Turnover by M. Dunleavy (bad pass; steal by T. Thompson),,26,39
176,2,4:41.0,,T. Thompson makes 2-pt dunk at rim,26,41
177,2,4:41.0,Chicago full timeout,,26,41
178,2,4:31.0,Turnover by D. Rose (lost ball; steal by T. Thompson),,26,41
179,2,4:24.0,,T. Thompson makes 2-pt layup from 1 ft,26,43
180,2,4:16.0,D. Rose makes 2-pt layup from 1 ft,,28,43
181,2,4:16.0,Shooting foul by K. Love (drawn by D. Rose),,28,43
182,2,4:16.0,D. Rose makes free throw 1 of 1,,29,43
183,2,4:02.0,,K. Irving misses 2-pt jump shot from 10 ft,29,43
184,2,4:01.0,Defensive rebound by P. Gasol,,29,43
185,2,3:48.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by P. Gasol),,32,43
186,2,3:48.0,,Cleveland full timeout,32,43
187,2,3:48.0,T. Snell enters the game for E. Moore,,32,43
188,2,3:33.0,,L. James misses 2-pt jump shot from 18 ft,32,43
189,2,3:32.0,Defensive rebound by P. Gasol,,32,43
190,2,3:11.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,32,43
191,2,3:11.0,,Defensive rebound by T. Thompson,32,43
192,2,2:57.0,,J. Smith misses 2-pt jump shot from 13 ft,32,43
193,2,2:57.0,,Offensive rebound by K. Love,32,43
194,2,2:52.0,,J. Smith misses 3-pt jump shot from 26 ft,32,43
195,2,2:52.0,Defensive rebound by T. Gibson,,32,43
196,2,2:41.0,D. Rose makes 2-pt layup from 1 ft,,34,43
197,2,2:23.0,,Shooting foul by P. Gasol (drawn by K. Love),34,43
198,2,2:23.0,,K. Love misses free throw 1 of 2,34,43
199,2,2:23.0,,Offensive rebound by Team,34,43
200,2,2:23.0,B. Portis enters the game for T. Gibson,,34,43
201,2,2:23.0,D. McDermott enters the game for M. Dunleavy,,34,43
202,2,2:23.0,,K. Love makes free throw 2 of 2,34,44
203,2,2:05.0,P. Gasol makes 2-pt jump shot from 6 ft,,36,44
204,2,1:51.0,,J. Smith misses 3-pt jump shot from 23 ft,36,44
205,2,1:50.0,Defensive rebound by T. Snell,,36,44
206,2,1:36.0,D. Rose misses 2-pt jump shot from 14 ft,,36,44
207,2,1:35.0,,Defensive rebound by K. Love,36,44
208,2,1:19.0,,L. James makes 2-pt layup from 1 ft (assist by K. Irving),36,46
209,2,1:06.0,T. Snell misses 2-pt jump shot from 6 ft,,36,46
210,2,1:04.0,Offensive rebound by B. Portis,,36,46
211,2,1:04.0,B. Portis makes 2-pt layup from 1 ft,,38,46
212,2,0:46.0,,K. Irving misses 2-pt jump shot from 16 ft,38,46
213,2,0:46.0,Defensive rebound by B. Portis,,38,46
214,2,0:36.0,D. Rose makes 2-pt jump shot from 5 ft,,40,46
215,2,0:19.0,,Shooting foul by P. Gasol (drawn by K. Irving),40,46
216,2,0:19.0,,K. Irving makes free throw 1 of 2,40,47
217,2,0:19.0,M. Dunleavy enters the game for P. Gasol,,40,47
218,2,0:19.0,,T. Mozgov enters the game for T. Thompson,40,47
219,2,0:19.0,,I. Shumpert enters the game for K. Love,40,47
220,2,0:19.0,,K. Irving makes free throw 2 of 2,40,48
221,2,0:05.0,Personal foul by I. Shumpert (drawn by D. Rose),,40,48
222,2,0:00.0,M. Dunleavy makes 2-pt jump shot from 14 ft,,42,48
223,3,11:41.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),42,51
224,3,11:22.0,E. Moore misses 3-pt jump shot from 26 ft,,42,51
225,3,11:22.0,,Defensive rebound by T. Thompson,42,51
226,3,11:02.0,,K. Love misses 3-pt jump shot from 25 ft,42,51
227,3,11:02.0,Defensive rebound by D. Rose,,42,51
228,3,10:59.0,E. Moore makes 2-pt layup from 1 ft (assist by D. Rose),,44,51
229,3,10:59.0,Shooting foul by K. Love (drawn by E. Moore),,44,51
230,3,10:59.0,E. Moore misses free throw 1 of 1,,44,51
231,3,10:58.0,,Defensive rebound by J. Smith,44,51
232,3,10:45.0,,Personal foul by M. Dunleavy (drawn by L. James),44,51
233,3,10:33.0,,K. Love makes 3-pt jump shot from 23 ft (assist by L. James),44,54
234,3,10:17.0,D. Rose misses 2-pt jump shot from 14 ft,,44,54
235,3,10:17.0,Offensive rebound by T. Gibson,,44,54
236,3,10:11.0,D. Rose makes 2-pt jump shot from 6 ft,,46,54
237,3,10:03.0,,Shooting foul by M. Dunleavy (drawn by L. James),46,54
238,3,10:03.0,,L. James makes free throw 1 of 2,46,55
239,3,10:03.0,,L. James makes free throw 2 of 2,46,56
240,3,9:51.0,Turnover by D. Rose (bad pass; steal by K. Irving),,46,56
241,3,9:47.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),46,58
242,3,9:47.0,,Technical foul by J. Smith,46,58
243,3,9:47.0,Technical foul by T. Gibson,,46,58
244,3,9:27.0,E. Moore misses 2-pt jump shot from 7 ft,,46,58
245,3,9:26.0,,Defensive rebound by L. James,46,58
246,3,9:15.0,,K. Irving misses 2-pt jump shot from 16 ft,46,58
247,3,9:15.0,Defensive rebound by E. Moore,,46,58
248,3,9:09.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,46,58
249,3,9:08.0,Offensive rebound by Team,,46,58
250,3,9:08.0,,Loose ball foul by K. Irving (drawn by M. Dunleavy),46,58
251,3,8:59.0,P. Gasol misses 2-pt jump shot from 17 ft,,46,58
252,3,8:58.0,,Defensive rebound by L. James,46,58
253,3,8:51.0,,J. Smith misses 3-pt jump shot from 28 ft,46,58
254,3,8:51.0,,Offensive rebound by L. James,46,58
255,3,8:51.0,,L. James makes 2-pt layup at rim,46,60
256,3,8:51.0,,Shooting foul by E. Moore (drawn by L. James),46,60
257,3,8:51.0,,L. James makes free throw 1 of 1,46,61
258,3,8:37.0,D. Rose makes 2-pt layup from 1 ft,,48,61
259,3,8:17.0,,K. Irving makes 2-pt jump shot from 5 ft,48,63
260,3,7:57.0,Turnover by D. Rose (lost ball; steal by K. Irving),,48,63
261,3,7:52.0,,L. James makes 2-pt dunk at rim (assist by J. Smith),48,65
262,3,7:52.0,Chicago full timeout,,48,65
263,3,7:52.0,T. Snell enters the game for E. Moore,,48,65
264,3,7:52.0,A. Brooks enters the game for D. Rose,,48,65
265,3,7:34.0,P. Gasol makes 2-pt hook shot from 9 ft,,50,65
266,3,7:25.0,,Offensive foul by K. Irving (drawn by M. Dunleavy),50,65
267,3,7:25.0,,Turnover by K. Irving (offensive foul),50,65
268,3,7:15.0,Personal foul by T. Thompson (drawn by P. Gasol),,50,65
269,3,7:06.0,Turnover by T. Snell (illegal assist),,50,65
270,3,6:54.0,,Shooting foul by A. Brooks (drawn by K. Irving),50,65
271,3,6:54.0,,K. Irving makes free throw 1 of 2,50,66
272,3,6:54.0,E. Moore enters the game for M. Dunleavy,,50,66
273,3,6:54.0,,K. Irving makes free throw 2 of 2,50,67
274,3,6:31.0,P. Gasol misses 2-pt jump shot from 23 ft,,50,67
275,3,6:30.0,,Defensive rebound by K. Love,50,67
276,3,6:16.0,,L. James misses 2-pt hook shot from 5 ft,50,67
277,3,6:15.0,Defensive rebound by T. Snell,,50,67
278,3,6:14.0,Personal foul by L. James (drawn by T. Snell),,50,67
279,3,6:05.0,T. Snell makes 2-pt layup from 1 ft (assist by P. Gasol),,52,67
280,3,5:51.0,,K. Irving makes 2-pt jump shot from 17 ft,52,69
281,3,5:35.0,Shooting foul by T. Thompson (drawn by T. Gibson),,52,69
282,3,5:35.0,T. Gibson makes free throw 1 of 2,,53,69
283,3,5:35.0,T. Gibson misses free throw 2 of 2,,53,69
284,3,5:33.0,,Defensive rebound by K. Love,53,69
285,3,5:14.0,,K. Irving misses 3-pt jump shot from 24 ft,53,69
286,3,5:13.0,Defensive rebound by T. Gibson,,53,69
287,3,5:02.0,Offensive foul by A. Brooks (drawn by L. James),,53,69
288,3,5:02.0,Turnover by A. Brooks (offensive foul),,53,69
289,3,5:02.0,,T. Mozgov enters the game for T. Thompson,53,69
290,3,4:45.0,,J. Smith misses 2-pt layup from 1 ft (block by P. Gasol),53,69
291,3,4:44.0,Defensive rebound by P. Gasol,,53,69
292,3,4:35.0,Shooting foul by T. Mozgov (drawn by P. Gasol),,53,69
293,3,4:35.0,P. Gasol misses free throw 1 of 2,,53,69
294,3,4:35.0,Offensive rebound by Team,,53,69
295,3,4:35.0,B. Portis enters the game for T. Gibson,,53,69
296,3,4:35.0,P. Gasol makes free throw 2 of 2,,54,69
297,3,4:34.0,,Offensive foul by L. James (drawn by T. Snell),54,69
298,3,4:34.0,,Turnover by L. James (offensive foul),54,69
299,3,4:07.0,E. Moore misses 2-pt jump shot from 6 ft,,54,69
300,3,4:07.0,Offensive rebound by B. Portis,,54,69
301,3,3:56.0,A. Brooks misses 3-pt jump shot from 25 ft,,54,69
302,3,3:55.0,Offensive rebound by B. Portis,,54,69
303,3,3:50.0,B. Portis misses 2-pt jump shot from 4 ft,,54,69
304,3,3:48.0,,Defensive rebound by K. Love,54,69
305,3,3:39.0,,I. Shumpert enters the game for K. Love,54,69
306,3,3:27.0,,L. James makes 2-pt jump shot from 17 ft,54,71
307,3,3:09.0,P. Gasol makes 2-pt hook shot from 3 ft,,56,71
308,3,3:00.0,,K. Irving misses 2-pt jump shot from 22 ft,56,71
309,3,2:59.0,Defensive rebound by P. Gasol,,56,71
310,3,2:41.0,B. Portis misses 2-pt jump shot from 4 ft,,56,71
311,3,2:39.0,Offensive rebound by P. Gasol,,56,71
312,3,2:39.0,P. Gasol misses 2-pt layup from 1 ft,,56,71
313,3,2:37.0,Offensive rebound by P. Gasol,,56,71
314,3,2:37.0,P. Gasol makes 2-pt layup from 1 ft,,58,71
315,3,2:34.0,,Cleveland full timeout,58,71
316,3,2:34.0,D. McDermott enters the game for E. Moore,,58,71
317,3,2:34.0,,M. Dellavedova enters the game for K. Irving,58,71
318,3,2:16.0,,T. Mozgov makes 2-pt layup at rim (assist by L. James),58,73
319,3,2:06.0,Personal foul by T. Mozgov (drawn by P. Gasol),,58,73
320,3,2:06.0,P. Gasol makes free throw 1 of 2,,59,73
321,3,2:06.0,P. Gasol misses free throw 2 of 2,,59,73
322,3,2:05.0,,Defensive rebound by I. Shumpert,59,73
323,3,1:56.0,,Turnover by L. James (bad pass),59,73
324,3,1:41.0,P. Gasol makes 2-pt hook shot from 4 ft,,61,73
325,3,1:31.0,,M. Dellavedova makes 2-pt jump shot from 11 ft,61,75
326,3,1:12.0,B. Portis makes 2-pt jump shot from 7 ft,,63,75
327,3,0:57.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,63,75
328,3,0:57.0,Defensive rebound by T. Snell,,63,75
329,3,0:47.0,Personal foul by I. Shumpert (drawn by A. Brooks),,63,75
330,3,0:47.0,A. Brooks misses free throw 1 of 2,,63,75
331,3,0:47.0,Offensive rebound by Team,,63,75
332,3,0:47.0,A. Brooks makes free throw 2 of 2,,64,75
333,3,0:34.0,,T. Mozgov makes 2-pt layup from 1 ft (assist by J. Smith),64,77
334,3,0:34.0,,Shooting foul by D. McDermott (drawn by T. Mozgov),64,77
335,3,0:34.0,,T. Mozgov makes free throw 1 of 1,64,78
336,3,0:19.0,D. McDermott misses 2-pt jump shot from 4 ft,,64,78
337,3,0:19.0,,Defensive rebound by L. James,64,78
338,3,0:00.0,,L. James misses 2-pt jump shot from 22 ft,64,78
339,3,0:00.0,,Offensive rebound by Team,64,78
340,4,11:43.0,B. Portis makes 3-pt jump shot from 25 ft,,67,78
341,4,11:19.0,,K. Love misses 3-pt jump shot from 23 ft,67,78
342,4,11:19.0,Defensive rebound by D. Rose,,67,78
343,4,11:12.0,T. Snell misses 3-pt jump shot from 25 ft,,67,78
344,4,11:11.0,,Defensive rebound by R. Jefferson,67,78
345,4,11:00.0,,Shooting foul by B. Portis (drawn by K. Love),67,78
346,4,11:00.0,,K. Love makes free throw 1 of 2,67,79
347,4,11:00.0,,K. Love makes free throw 2 of 2,67,80
348,4,10:40.0,B. Portis misses 2-pt layup at rim (block by K. Love),,67,80
349,4,10:39.0,Offensive rebound by B. Portis,,67,80
350,4,10:38.0,Offensive foul by B. Portis (drawn by K. Love),,67,80
351,4,10:38.0,Turnover by B. Portis (offensive foul),,67,80
352,4,10:24.0,,K. Love misses 3-pt jump shot from 24 ft,67,80
353,4,10:22.0,,Offensive rebound by T. Mozgov,67,80
354,4,10:21.0,,Personal foul by T. Gibson (drawn by T. Mozgov),67,80
355,4,10:10.0,,K. Love makes 2-pt jump shot from 5 ft,67,82
356,4,9:51.0,D. McDermott misses 3-pt jump shot from 25 ft,,67,82
357,4,9:50.0,Offensive rebound by B. Portis,,67,82
358,4,9:44.0,B. Portis misses 2-pt jump shot from 16 ft,,67,82
359,4,9:43.0,,Defensive rebound by K. Love,67,82
360,4,9:38.0,,Turnover by M. Dellavedova (palming),67,82
361,4,9:28.0,D. Rose misses 2-pt jump shot from 7 ft,,67,82
362,4,9:28.0,Offensive rebound by Team,,67,82
363,4,9:25.0,B. Portis misses 2-pt jump shot from 16 ft,,67,82
364,4,9:24.0,,Defensive rebound by I. Shumpert,67,82
365,4,9:16.0,,I. Shumpert makes 2-pt layup at rim,67,84
366,4,9:07.0,T. Gibson misses 2-pt jump shot from 14 ft,,67,84
367,4,9:06.0,,Defensive rebound by I. Shumpert,67,84
368,4,9:01.0,,Shooting foul by D. McDermott (drawn by M. Dellavedova),67,84
369,4,9:01.0,,M. Dellavedova makes free throw 1 of 2,67,85
370,4,9:01.0,,T. Thompson enters the game for K. Love,67,85
371,4,9:01.0,,M. Dellavedova makes free throw 2 of 2,67,86
372,4,8:45.0,T. Snell makes 3-pt jump shot from 24 ft (assist by B. Portis),,70,86
373,4,8:20.0,,R. Jefferson makes 2-pt jump shot from 14 ft,70,88
374,4,8:08.0,D. Rose makes 2-pt jump shot from 17 ft,,72,88
375,4,7:49.0,,I. Shumpert misses 2-pt jump shot from 3 ft (block by D. McDermott),72,88
376,4,7:48.0,,Offensive rebound by I. Shumpert,72,88
377,4,7:40.0,,T. Mozgov misses 2-pt jump shot from 17 ft,72,88
378,4,7:39.0,Defensive rebound by D. Rose,,72,88
379,4,7:29.0,Shooting foul by R. Jefferson (drawn by T. Gibson),,72,88
380,4,7:29.0,Official timeout,,72,88
381,4,7:29.0,,K. Irving enters the game for M. Dellavedova,72,88
382,4,7:29.0,,L. James enters the game for R. Jefferson,72,88
383,4,7:29.0,T. Gibson misses free throw 1 of 2,,72,88
384,4,7:29.0,Offensive rebound by Team,,72,88
385,4,7:29.0,T. Gibson misses free throw 2 of 2,,72,88
386,4,7:28.0,,Defensive rebound by I. Shumpert,72,88
387,4,7:11.0,,K. Irving makes 2-pt layup from 1 ft,72,90
388,4,6:59.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by D. Rose),,75,90
389,4,6:42.0,,L. James makes 2-pt jump shot from 15 ft (assist by K. Irving),75,92
390,4,6:26.0,D. Rose misses 2-pt jump shot from 15 ft,,75,92
391,4,6:26.0,,Defensive rebound by L. James,75,92
392,4,6:17.0,,L. James misses 2-pt jump shot from 15 ft,75,92
393,4,6:17.0,Defensive rebound by D. Rose,,75,92
394,4,6:17.0,Shooting foul by I. Shumpert (drawn by D. Rose),,75,92
395,4,6:17.0,D. Rose makes free throw 1 of 2,,76,92
