,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SAN ANTONIO_ACTION,OKLAHOMA CITY_SCORE,SAN ANTONIO_SCORE
60,1,4:18.0,S. Adams misses 2-pt jump shot from 5 ft,,10,26
61,1,4:17.0,,Defensive rebound by D. Green,10,26
62,1,4:17.0,,Personal foul by R. Westbrook,10,26
63,1,4:17.0,K. Singler enters the game for K. Durant,,10,26
64,1,4:17.0,D. Waiters enters the game for A. Roberson,,10,26
65,1,4:15.0,,M. Ginóbili enters the game for D. Green,10,26
66,1,4:03.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by M. Ginóbili),10,28
67,1,3:50.0,R. Westbrook misses 3-pt jump shot from 25 ft,,10,28
68,1,3:48.0,,Defensive rebound by L. Aldridge,10,28
69,1,3:42.0,,K. Leonard makes 2-pt dunk at rim (assist by M. Ginóbili),10,30
70,1,3:27.0,Personal foul by K. Leonard,,10,30
71,1,3:27.0,E. Freedom enters the game for S. Adams,,10,30
72,1,3:27.0,,K. Anderson enters the game for K. Leonard,10,30
73,1,3:27.0,,D. West enters the game for T. Duncan,10,30
74,1,3:22.0,Shooting foul by M. Ginóbili (drawn by R. Westbrook),,10,30
75,1,3:22.0,R. Westbrook makes free throw 1 of 2,,11,30
76,1,3:22.0,R. Westbrook makes free throw 2 of 2,,12,30
77,1,3:05.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by K. Anderson),12,32
78,1,2:53.0,D. Waiters misses 3-pt jump shot from 24 ft,,12,32
79,1,2:51.0,Offensive rebound by S. Ibaka,,12,32
80,1,2:50.0,C. Payne enters the game for R. Westbrook,,12,32
81,1,2:50.0,,P. Mills enters the game for T. Parker,12,32
82,1,2:50.0,K. Durant enters the game for K. Singler,,12,32
83,1,2:50.0,,D. Green enters the game for K. Anderson,12,32
84,1,2:33.0,S. Ibaka makes 2-pt jump shot from 9 ft (assist by K. Durant),,14,32
85,1,2:22.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by M. Ginóbili),14,34
86,1,2:22.0,,Shooting foul by D. Waiters (drawn by L. Aldridge),14,34
87,1,2:22.0,N. Collison enters the game for S. Ibaka,,14,34
88,1,2:22.0,,L. Aldridge makes free throw 1 of 1,14,35
89,1,2:00.0,K. Durant misses 3-pt jump shot from 24 ft (block by D. Green),,14,35
90,1,1:58.0,Offensive rebound by K. Durant,,14,35
91,1,1:55.0,K. Durant makes 2-pt jump shot from 12 ft,,16,35
92,1,1:35.0,,Shooting foul by K. Durant (drawn by M. Ginóbili),16,35
93,1,1:35.0,,Technical foul by D. West,16,35
94,1,1:35.0,K. Durant makes technical free throw,,17,35
95,1,1:35.0,,M. Ginóbili makes free throw 1 of 3,17,36
96,1,1:35.0,,M. Ginóbili makes free throw 2 of 3,17,37
97,1,1:35.0,,M. Ginóbili makes free throw 3 of 3,17,38
98,1,1:19.0,C. Payne makes 3-pt jump shot from 23 ft (assist by D. Waiters),,20,38
99,1,1:05.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),20,40
100,1,0:50.0,K. Durant misses 2-pt layup from 1 ft,,20,40
101,1,0:49.0,Offensive rebound by N. Collison,,20,40
102,1,0:45.0,E. Freedom misses 3-pt jump shot from 23 ft,,20,40
103,1,0:44.0,,Defensive rebound by L. Aldridge,20,40
104,1,0:40.0,,M. Ginóbili makes 3-pt jump shot from 24 ft,20,43
105,1,0:23.0,E. Freedom misses 2-pt layup from 2 ft (block by D. West),,20,43
106,1,0:22.0,,Defensive rebound by P. Mills,20,43
107,1,0:00.0,,P. Mills misses 3-pt jump shot from 23 ft,20,43
108,1,0:00.0,,Offensive rebound by Team,20,43
109,2,11:44.0,Turnover by D. Waiters (offensive foul),,20,43
110,2,11:44.0,,Offensive charge foul by D. Waiters (drawn by M. Ginóbili),20,43
111,2,11:31.0,,Turnover by P. Mills (bad pass; steal by D. Waiters),20,43
112,2,11:25.0,K. Durant makes 2-pt layup from 3 ft (assist by C. Payne),,22,43
113,2,11:08.0,,Shooting foul by C. Payne (drawn by P. Mills),22,43
114,2,11:08.0,,P. Mills makes free throw 1 of 3,22,44
115,2,11:08.0,,P. Mills misses free throw 2 of 3,22,44
116,2,11:08.0,,Offensive rebound by Team,22,44
117,2,11:08.0,,P. Mills misses free throw 3 of 3,22,44
118,2,11:07.0,Defensive rebound by E. Freedom,,22,44
119,2,10:50.0,Turnover by C. Payne (bad pass; steal by P. Mills),,22,44
120,2,10:32.0,,D. West misses 2-pt jump shot from 15 ft,22,44
121,2,10:31.0,Defensive rebound by K. Durant,,22,44
122,2,10:19.0,D. Waiters misses 3-pt jump shot from 25 ft,,22,44
123,2,10:18.0,,Defensive rebound by D. West,22,44
124,2,10:09.0,,D. Green makes 3-pt jump shot from 25 ft (assist by B. Diaw),22,47
125,2,10:09.0,,Shooting foul by K. Durant (drawn by D. Green),22,47
126,2,10:09.0,R. Westbrook enters the game for C. Payne,,22,47
127,2,10:09.0,,K. Leonard enters the game for M. Ginóbili,22,47
128,2,10:09.0,,D. Green makes free throw 1 of 1,22,48
129,2,9:57.0,R. Westbrook makes 2-pt jump shot from 20 ft,,24,48
130,2,9:41.0,,D. West makes 2-pt jump shot from 19 ft (assist by K. Leonard),24,50
131,2,9:21.0,R. Westbrook misses 2-pt layup from 1 ft,,24,50
132,2,9:20.0,,Defensive rebound by K. Leonard,24,50
133,2,9:14.0,,D. Green makes 3-pt jump shot from 24 ft (assist by K. Leonard),24,53
134,2,9:14.0,Oklahoma City full timeout,,24,53
135,2,9:14.0,,K. Anderson enters the game for D. Green,24,53
136,2,9:14.0,R. Foye enters the game for D. Waiters,,24,53
137,2,9:14.0,S. Ibaka enters the game for N. Collison,,24,53
138,2,9:05.0,E. Freedom makes 2-pt jump shot from 4 ft (assist by R. Westbrook),,26,53
139,2,8:48.0,,P. Mills misses 3-pt jump shot from 24 ft,26,53
140,2,8:47.0,Defensive rebound by R. Foye,,26,53
141,2,8:34.0,K. Durant misses 2-pt jump shot from 17 ft,,26,53
142,2,8:33.0,,Defensive rebound by B. Diaw,26,53
143,2,8:28.0,,Turnover by K. Leonard (bad pass; steal by R. Westbrook),26,53
144,2,8:15.0,S. Ibaka makes 2-pt jump shot from 22 ft (assist by R. Foye),,28,53
145,2,7:56.0,,P. Mills misses 2-pt jump shot from 19 ft,28,53
146,2,7:55.0,Defensive rebound by K. Durant,,28,53
147,2,7:42.0,S. Ibaka misses 2-pt jump shot from 21 ft,,28,53
148,2,7:39.0,,Defensive rebound by K. Anderson,28,53
149,2,7:24.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by B. Diaw),28,56
150,2,7:10.0,Turnover by E. Freedom (lost ball),,28,56
151,2,7:10.0,,T. Parker enters the game for P. Mills,28,56
152,2,7:10.0,,L. Aldridge enters the game for D. West,28,56
153,2,6:58.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by T. Parker),28,58
154,2,6:41.0,R. Westbrook misses 2-pt jump shot from 17 ft,,28,58
155,2,6:39.0,,Defensive rebound by K. Leonard,28,58
156,2,6:28.0,,K. Leonard misses 2-pt jump shot from 17 ft,28,58
157,2,6:27.0,,Offensive rebound by K. Anderson,28,58
158,2,6:24.0,,K. Anderson misses 2-pt jump shot from 9 ft,28,58
159,2,6:22.0,Defensive rebound by R. Westbrook,,28,58
160,2,6:17.0,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),,30,58
161,2,6:17.0,,San Antonio full timeout,30,58
162,2,6:17.0,S. Adams enters the game for E. Freedom,,30,58
163,2,5:56.0,,L. Aldridge misses 2-pt jump shot from 17 ft,30,58
164,2,5:55.0,,Offensive rebound by Team,30,58
165,2,5:55.0,K. Singler enters the game for R. Foye,,30,58
166,2,5:52.0,,K. Leonard makes 2-pt jump shot from 18 ft (assist by T. Parker),30,60
167,2,5:38.0,R. Westbrook misses 2-pt layup from 2 ft,,30,60
168,2,5:37.0,,Defensive rebound by B. Diaw,30,60
169,2,5:26.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by B. Diaw),30,62
170,2,5:12.0,K. Durant makes 2-pt jump shot from 14 ft,,32,62
171,2,4:53.0,,L. Aldridge misses 2-pt jump shot from 5 ft,32,62
172,2,4:52.0,Defensive rebound by K. Singler,,32,62
173,2,4:39.0,K. Durant misses 2-pt jump shot from 16 ft,,32,62
174,2,4:38.0,,Defensive rebound by B. Diaw,32,62
175,2,4:21.0,,Turnover by L. Aldridge (bad pass; steal by S. Ibaka),32,62
176,2,4:16.0,R. Westbrook makes 2-pt layup at rim (assist by K. Durant),,34,62
177,2,3:54.0,,Shooting foul by K. Singler (drawn by K. Leonard),34,62
178,2,3:54.0,,K. Leonard makes free throw 1 of 3,34,63
179,2,3:54.0,,K. Leonard makes free throw 2 of 3,34,64
180,2,3:54.0,,K. Leonard makes free throw 3 of 3,34,65
181,2,3:40.0,K. Durant misses 2-pt dunk from 2 ft,,34,65
182,2,3:39.0,,Defensive rebound by T. Parker,34,65
183,2,3:20.0,,Turnover by L. Aldridge (bad pass; steal by R. Westbrook),34,65
184,2,3:16.0,R. Westbrook makes 2-pt dunk at rim,,36,65
185,2,2:54.0,,K. Leonard misses 2-pt jump shot from 22 ft,36,65
186,2,2:53.0,Defensive rebound by S. Ibaka,,36,65
187,2,2:36.0,S. Adams makes 2-pt jump shot from 6 ft (assist by K. Durant),,38,65
188,2,2:28.0,,San Antonio full timeout,38,65
189,2,2:28.0,Official timeout,,38,65
190,2,2:28.0,,T. Duncan enters the game for B. Diaw,38,65
191,2,2:28.0,,D. Green enters the game for K. Leonard,38,65
192,2,2:28.0,D. Waiters enters the game for K. Singler,,38,65
193,2,2:15.0,,L. Aldridge makes 2-pt hook shot from 12 ft,38,67
194,2,1:59.0,S. Ibaka misses 3-pt jump shot from 24 ft,,38,67
195,2,1:58.0,,Defensive rebound by K. Anderson,38,67
196,2,1:44.0,,L. Aldridge makes 2-pt jump shot from 6 ft,38,69
197,2,1:26.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,40,69
198,2,1:10.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),40,71
199,2,1:00.0,Turnover by R. Westbrook (bad pass; steal by K. Anderson),,40,71
200,2,0:45.0,,T. Duncan makes 2-pt jump shot from 5 ft (assist by K. Anderson),40,73
201,2,0:38.0,R. Westbrook misses 3-pt jump shot from 28 ft,,40,73
202,2,0:37.0,,Defensive rebound by K. Anderson,40,73
203,2,0:26.0,,T. Parker misses 2-pt jump shot from 15 ft,40,73
204,2,0:25.0,Defensive rebound by K. Durant,,40,73
205,2,0:01.0,S. Ibaka misses 2-pt jump shot from 11 ft,,40,73
206,2,0:01.0,Offensive rebound by R. Westbrook,,40,73
207,2,0:01.0,R. Westbrook misses 2-pt jump shot from 10 ft (block by K. Anderson),,40,73
208,2,0:01.0,,Defensive rebound by D. Green,40,73
209,3,11:43.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,43,73
210,3,11:21.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by K. Leonard),43,75
211,3,11:01.0,K. Durant makes 2-pt layup from 3 ft (assist by R. Westbrook),,45,75
212,3,10:37.0,,T. Duncan misses 2-pt layup from 1 ft,45,75
213,3,10:36.0,,Offensive rebound by L. Aldridge,45,75
214,3,10:33.0,,L. Aldridge misses 2-pt layup from 1 ft,45,75
215,3,10:33.0,Defensive rebound by A. Roberson,,45,75
216,3,10:22.0,R. Westbrook misses 3-pt jump shot from 23 ft,,45,75
217,3,10:22.0,,Defensive rebound by K. Leonard,45,75
218,3,10:12.0,,K. Leonard makes 2-pt layup from 1 ft,45,77
219,3,9:54.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Durant),,48,77
220,3,9:32.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by K. Leonard),48,79
221,3,9:11.0,R. Westbrook misses 2-pt layup from 1 ft,,48,79
222,3,9:10.0,,Defensive rebound by L. Aldridge,48,79
223,3,8:57.0,,D. Green misses 3-pt jump shot from 26 ft,48,79
224,3,8:57.0,Defensive rebound by S. Adams,,48,79
225,3,8:37.0,Turnover by S. Adams (3 sec),,48,79
226,3,8:24.0,,K. Leonard misses 3-pt jump shot from 26 ft,48,79
227,3,8:23.0,Defensive rebound by S. Adams,,48,79
228,3,8:13.0,Personal block foul by K. Leonard,,48,79
229,3,8:08.0,Shooting foul by D. Green (drawn by K. Durant),,48,79
230,3,8:08.0,K. Durant makes free throw 1 of 3,,49,79
231,3,8:08.0,K. Durant makes free throw 2 of 3,,50,79
232,3,8:08.0,K. Durant makes free throw 3 of 3,,51,79
233,3,7:43.0,,L. Aldridge makes 3-pt jump shot from 24 ft (assist by K. Leonard),51,82
234,3,7:32.0,R. Westbrook makes 2-pt layup from 2 ft,,53,82
235,3,7:26.0,Technical foul by R. Westbrook,,53,82
236,3,7:26.0,,K. Leonard makes technical free throw,53,83
237,3,7:19.0,,T. Duncan misses 2-pt layup from 2 ft (block by S. Adams),53,83
238,3,7:18.0,Defensive rebound by S. Adams,,53,83
239,3,7:17.0,Personal foul by T. Parker,,53,83
240,3,7:11.0,R. Westbrook misses 2-pt layup from 1 ft (block by T. Duncan),,53,83
241,3,7:09.0,,Defensive rebound by T. Duncan,53,83
242,3,6:52.0,,Personal foul by K. Durant,53,83
243,3,6:40.0,,K. Leonard makes 2-pt jump shot from 16 ft,53,85
244,3,6:40.0,Oklahoma City full timeout,,53,85
245,3,6:40.0,,M. Ginóbili enters the game for K. Leonard,53,85
246,3,6:30.0,R. Westbrook misses 2-pt layup at rim,,53,85
247,3,6:29.0,,Defensive rebound by M. Ginóbili,53,85
248,3,6:20.0,,T. Duncan makes 2-pt layup from 1 ft (assist by T. Parker),53,87
249,3,6:20.0,,Shooting foul by S. Adams (drawn by T. Duncan),53,87
250,3,6:20.0,,T. Duncan misses free throw 1 of 1,53,87
251,3,6:18.0,Defensive rebound by K. Durant,,53,87
252,3,6:07.0,Shooting foul by L. Aldridge (drawn by R. Westbrook),,53,87
253,3,6:07.0,R. Westbrook makes free throw 1 of 2,,54,87
254,3,6:07.0,R. Westbrook makes free throw 2 of 2,,55,87
255,3,5:48.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by M. Ginóbili),55,89
256,3,5:39.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,57,89
257,3,5:11.0,,T. Duncan makes 2-pt layup from 1 ft (assist by D. Green),57,91
258,3,5:00.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,60,91
259,3,4:43.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by T. Parker),60,93
260,3,4:27.0,A. Roberson misses 3-pt jump shot from 25 ft,,60,93
261,3,4:27.0,,Defensive rebound by D. Green,60,93
262,3,4:22.0,,Personal foul by S. Ibaka,60,93
263,3,4:11.0,,M. Ginóbili misses 2-pt jump shot from 16 ft,60,93
264,3,4:10.0,Defensive rebound by S. Adams,,60,93
265,3,4:04.0,Shooting foul by D. Green (drawn by S. Adams),,60,93
266,3,4:04.0,S. Adams misses free throw 1 of 2,,60,93
267,3,4:04.0,Offensive rebound by Team,,60,93
268,3,4:04.0,S. Adams makes free throw 2 of 2,,61,93
269,3,3:47.0,,T. Duncan misses 2-pt jump shot from 9 ft,61,93
270,3,3:44.0,Defensive rebound by S. Adams,,61,93
271,3,3:35.0,S. Ibaka misses 3-pt jump shot from 23 ft,,61,93
272,3,3:33.0,,Defensive rebound by T. Parker,61,93
273,3,3:25.0,,D. Green makes 2-pt layup from 1 ft (assist by T. Parker),61,95
274,3,3:02.0,R. Westbrook makes 2-pt jump shot from 18 ft,,63,95
275,3,2:42.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by T. Parker),63,97
276,3,2:21.0,S. Ibaka misses 2-pt jump shot from 18 ft,,63,97
277,3,2:21.0,,Defensive rebound by L. Aldridge,63,97
278,3,2:15.0,,D. Green makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),63,100
279,3,1:48.0,S. Ibaka makes 2-pt jump shot from 10 ft (assist by K. Durant),,65,100
280,3,1:38.0,,San Antonio full timeout,65,100
281,3,1:38.0,,P. Mills enters the game for L. Aldridge,65,100
282,3,1:38.0,,B. Diaw enters the game for T. Duncan,65,100
283,3,1:38.0,,D. West enters the game for T. Parker,65,100
284,3,1:38.0,,K. Anderson enters the game for M. Ginóbili,65,100
285,3,1:38.0,N. Collison enters the game for K. Durant,,65,100
286,3,1:38.0,E. Freedom enters the game for S. Ibaka,,65,100
287,3,1:38.0,C. Payne enters the game for S. Adams,,65,100
288,3,1:38.0,D. Waiters enters the game for R. Westbrook,,65,100
289,3,1:33.0,,Shooting foul by N. Collison (drawn by D. West),65,100
290,3,1:33.0,,D. West misses free throw 1 of 2,65,100
291,3,1:33.0,,Offensive rebound by Team,65,100
292,3,1:33.0,,K. Martin enters the game for D. Green,65,100
293,3,1:33.0,,D. West makes free throw 2 of 2,65,101
294,3,1:18.0,Shooting block foul by B. Diaw (drawn by D. Waiters),,65,101
295,3,1:18.0,D. Waiters misses free throw 1 of 2,,65,101
296,3,1:18.0,Offensive rebound by Team,,65,101
297,3,1:18.0,D. Waiters makes free throw 2 of 2,,66,101
298,3,0:59.0,,D. West makes 2-pt jump shot from 9 ft (assist by K. Martin),66,103
299,3,0:44.0,C. Payne misses 2-pt jump shot from 14 ft,,66,103
300,3,0:41.0,,Defensive rebound by K. Anderson,66,103
301,3,0:32.0,,B. Diaw makes 2-pt jump shot from 16 ft (assist by P. Mills),66,105
302,3,0:19.0,Turnover by C. Payne (bad pass; steal by K. Martin),,66,105
303,3,0:02.0,,Turnover by K. Martin (lost ball; steal by D. Waiters),66,105
304,4,11:47.0,,P. Mills makes 2-pt layup from 1 ft (assist by B. Diaw),66,107
305,4,11:23.0,C. Payne misses 2-pt jump shot from 8 ft,,66,107
306,4,11:22.0,,Defensive rebound by D. West,66,107
307,4,11:12.0,,B. Diaw makes 2-pt layup at rim (assist by D. West),66,109
308,4,10:58.0,D. Waiters makes 2-pt layup at rim (assist by C. Payne),,68,109
309,4,10:58.0,Shooting foul by K. Anderson (drawn by D. Waiters),,68,109
310,4,10:58.0,,A. Miller enters the game for P. Mills,68,109
311,4,10:58.0,D. Waiters makes free throw 1 of 1,,69,109
312,4,10:42.0,,Turnover by B. Diaw (lost ball; steal by N. Collison),69,109
313,4,10:28.0,Personal foul by K. Anderson,,69,109
314,4,10:21.0,D. Waiters makes 2-pt layup at rim,,71,109
315,4,10:00.0,,K. Martin misses 2-pt layup at rim,71,109
316,4,9:58.0,Defensive rebound by N. Collison,,71,109
317,4,9:49.0,E. Freedom misses 2-pt jump shot from 15 ft,,71,109
318,4,9:48.0,,Defensive rebound by B. Diaw,71,109
319,4,9:36.0,,K. Martin misses 3-pt jump shot from 25 ft,71,109
320,4,9:35.0,Defensive rebound by C. Payne,,71,109
321,4,9:27.0,Shooting foul by D. West (drawn by D. Waiters),,71,109
322,4,9:27.0,D. Waiters misses free throw 1 of 2,,71,109
323,4,9:27.0,Offensive rebound by Team,,71,109
324,4,9:27.0,D. Waiters makes free throw 2 of 2,,72,109
325,4,9:10.0,,K. Martin misses 2-pt jump shot from 7 ft,72,109
326,4,9:09.0,Defensive rebound by D. Waiters,,72,109
327,4,9:05.0,Shooting block foul by A. Miller (drawn by D. Waiters),,72,109
328,4,9:05.0,D. Waiters makes free throw 1 of 2,,73,109
329,4,9:05.0,D. Waiters makes free throw 2 of 2,,74,109
330,4,8:44.0,,B. Diaw makes 2-pt jump shot from 5 ft,74,111
331,4,8:32.0,D. Waiters misses 2-pt jump shot from 3 ft,,74,111
332,4,8:31.0,Offensive rebound by D. Waiters,,74,111
333,4,8:29.0,Turnover by D. Waiters (lost ball; steal by K. Anderson),,74,111
334,4,8:05.0,,Turnover by Team (shot clock),74,111
335,4,8:05.0,Official timeout,,74,111
336,4,8:05.0,,B. Marjanović enters the game for D. West,74,111
337,4,7:48.0,D. Waiters makes 2-pt jump shot from 18 ft,,76,111
338,4,7:31.0,,K. Martin misses 2-pt layup at rim,76,111
339,4,7:29.0,,Offensive rebound by B. Marjanović,76,111
340,4,7:26.0,,B. Marjanović makes 2-pt layup from 2 ft,76,113
341,4,7:09.0,K. Singler misses 3-pt jump shot from 25 ft,,76,113
342,4,7:08.0,Offensive rebound by E. Freedom,,76,113
343,4,7:06.0,E. Freedom misses 2-pt layup from 1 ft (block by B. Marjanović),,76,113
344,4,7:04.0,,Defensive rebound by B. Marjanović,76,113
345,4,6:53.0,R. Foye enters the game for D. Waiters,,76,113
346,4,6:44.0,,B. Diaw misses 2-pt layup from 1 ft,76,113
347,4,6:43.0,Defensive rebound by E. Freedom,,76,113
348,4,6:36.0,C. Payne misses 2-pt layup from 1 ft,,76,113
349,4,6:33.0,Offensive rebound by E. Freedom,,76,113
350,4,6:31.0,E. Freedom makes 2-pt layup from 1 ft,,78,113
351,4,6:11.0,,K. Anderson makes 2-pt jump shot from 10 ft (assist by B. Marjanović),78,115
352,4,5:53.0,R. Foye misses 3-pt jump shot from 25 ft,,78,115
353,4,5:53.0,,Defensive rebound by B. Marjanović,78,115
354,4,5:35.0,,K. Martin makes 2-pt jump shot from 17 ft (assist by B. Marjanović),78,117
355,4,5:16.0,N. Collison makes 2-pt layup from 1 ft (assist by R. Foye),,80,117
356,4,4:53.0,,K. Anderson misses 2-pt jump shot from 6 ft,80,117
357,4,4:53.0,,Offensive rebound by B. Marjanović,80,117
358,4,4:42.0,,K. Martin misses 2-pt jump shot from 16 ft,80,117
359,4,4:42.0,Defensive rebound by Team,,80,117
360,4,4:42.0,,Loose ball foul by B. Marjanović,80,117
361,4,4:42.0,,San Antonio full timeout,80,117
362,4,4:42.0,A. Morrow enters the game for K. Singler,,80,117
363,4,4:42.0,,D. West enters the game for B. Diaw,80,117
364,4,4:42.0,E. Freedom misses free throw 1 of 2,,80,117
365,4,4:42.0,Offensive rebound by Team,,80,117
366,4,4:42.0,E. Freedom misses free throw 2 of 2,,80,117
367,4,4:41.0,,Defensive rebound by K. Anderson,80,117
368,4,4:16.0,,K. Anderson misses 3-pt jump shot from 25 ft,80,117
369,4,4:15.0,Defensive rebound by R. Foye,,80,117
370,4,4:13.0,Personal foul by K. Martin,,80,117
371,4,4:13.0,A. Morrow makes free throw 1 of 2,,81,117
372,4,4:13.0,N. Mohammed enters the game for E. Freedom,,81,117
373,4,4:13.0,A. Morrow makes free throw 2 of 2,,82,117
374,4,3:55.0,,A. Miller makes 2-pt layup from 1 ft (assist by D. West),82,119
375,4,3:37.0,N. Mohammed makes 2-pt layup from 1 ft (assist by C. Payne),,84,119
376,4,3:16.0,,D. West misses 2-pt jump shot from 20 ft,84,119
377,4,3:15.0,Defensive rebound by R. Foye,,84,119
378,4,3:06.0,C. Payne misses 3-pt jump shot from 27 ft,,84,119
379,4,3:05.0,,Defensive rebound by A. Miller,84,119
380,4,2:44.0,,A. Miller misses 2-pt jump shot from 16 ft (block by N. Mohammed),84,119
381,4,2:44.0,,Offensive rebound by Team,84,119
382,4,2:44.0,Oklahoma City full timeout,,84,119
383,4,2:43.0,,Shooting foul by N. Collison (drawn by B. Marjanović),84,119
