,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHILADELPHIA_ACTION,LA LAKERS_SCORE,PHILADELPHIA_SCORE
74,1,2:39.0,J. Clarkson makes 2-pt jump shot from 7 ft,,25,26
75,1,2:28.0,,R. Covington misses 2-pt jump shot from 4 ft,25,26
76,1,2:27.0,,Offensive rebound by N. Noel,25,26
77,1,2:24.0,,Turnover by N. Noel (lost ball),25,26
78,1,2:24.0,LA Lakers full timeout,,25,26
79,1,2:20.0,Shooting foul by N. Stauskas (drawn by N. Young),,25,26
80,1,2:20.0,N. Young misses free throw 1 of 2,,25,26
81,1,2:20.0,Offensive rebound by Team,,25,26
82,1,2:20.0,N. Young makes free throw 2 of 2,,26,26
83,1,2:06.0,,N. Stauskas misses 2-pt jump shot from 17 ft,26,26
84,1,2:05.0,Defensive rebound by J. Clarkson,,26,26
85,1,1:56.0,Turnover by M. World Peace (bad pass; steal by N. Stauskas),,26,26
86,1,1:48.0,,H. Thompson misses 3-pt jump shot from 26 ft,26,26
87,1,1:46.0,Defensive rebound by M. World Peace,,26,26
88,1,1:32.0,L. Williams makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,29,26
89,1,1:18.0,,Turnover by N. Noel (offensive goaltending),29,26
90,1,1:05.0,B. Bass makes 2-pt jump shot from 15 ft (assist by L. Williams),,31,26
91,1,0:53.0,,T. McConnell misses 2-pt jump shot from 8 ft,31,26
92,1,0:51.0,Defensive rebound by J. Clarkson,,31,26
93,1,0:46.0,N. Young misses 3-pt jump shot from 26 ft,,31,26
94,1,0:44.0,,Defensive rebound by R. Covington,31,26
95,1,0:31.0,,Turnover by R. Covington (lost ball; steal by L. Williams),31,26
96,1,0:13.0,Shooting foul by R. Covington (drawn by M. World Peace),,31,26
97,1,0:13.0,M. World Peace makes free throw 1 of 2,,32,26
98,1,0:13.0,M. World Peace makes free throw 2 of 2,,33,26
99,1,0:02.0,,R. Covington misses 3-pt jump shot from 26 ft,33,26
100,1,0:00.0,,Offensive rebound by H. Thompson,33,26
101,1,0:00.0,,H. Thompson misses 2-pt jump shot from 17 ft,33,26
102,1,0:00.0,,Offensive rebound by Team,33,26
103,2,11:47.0,,Turnover by J. Sampson (traveling),33,26
104,2,11:27.0,K. Bryant misses 2-pt jump shot from 18 ft (block by R. Covington),,33,26
105,2,11:25.0,,Defensive rebound by J. Sampson,33,26
106,2,11:05.0,,I. Canaan misses 3-pt jump shot from 28 ft,33,26
107,2,11:04.0,Defensive rebound by K. Bryant,,33,26
108,2,11:01.0,Turnover by K. Bryant (bad pass; steal by I. Canaan),,33,26
109,2,10:59.0,,Personal foul by B. Bass (drawn by I. Canaan),33,26
110,2,10:35.0,,N. Noel makes 2-pt layup at rim (assist by P. Pressey),33,28
111,2,10:24.0,Personal foul by P. Pressey (drawn by D. Russell),,33,28
112,2,10:19.0,,Violation by P. Pressey (kicked ball),33,28
113,2,10:15.0,Shooting foul by P. Pressey (drawn by L. Williams),,33,28
114,2,10:15.0,L. Williams misses free throw 1 of 3,,33,28
115,2,10:15.0,Offensive rebound by Team,,33,28
116,2,10:15.0,L. Williams makes free throw 2 of 3,,34,28
117,2,10:15.0,L. Williams makes free throw 3 of 3,,35,28
118,2,9:57.0,,R. Covington makes 2-pt layup from 1 ft (assist by P. Pressey),35,30
119,2,9:46.0,N. Young misses 3-pt jump shot from 24 ft,,35,30
120,2,9:45.0,,Defensive rebound by N. Noel,35,30
121,2,9:31.0,,Turnover by J. Sampson (step out of bounds),35,30
122,2,9:31.0,,J. Okafor enters the game for N. Noel,35,30
123,2,9:20.0,K. Bryant misses 3-pt jump shot from 27 ft,,35,30
124,2,9:19.0,,Defensive rebound by R. Covington,35,30
125,2,9:10.0,,R. Covington misses 2-pt jump shot from 5 ft,35,30
126,2,9:09.0,,Offensive rebound by J. Sampson,35,30
127,2,9:09.0,,Shooting foul by K. Bryant (drawn by J. Sampson),35,30
128,2,9:09.0,,J. Sampson makes free throw 1 of 2,35,31
129,2,9:09.0,,J. Grant enters the game for R. Covington,35,31
130,2,9:09.0,,J. Sampson misses free throw 2 of 2,35,31
131,2,9:08.0,,Offensive rebound by J. Sampson,35,31
132,2,9:08.0,,Shooting foul by B. Bass (drawn by J. Sampson),35,31
133,2,9:08.0,,J. Sampson misses free throw 1 of 2,35,31
134,2,9:08.0,,Offensive rebound by Team,35,31
135,2,9:08.0,,J. Sampson makes free throw 2 of 2,35,32
136,2,8:50.0,N. Young makes 3-pt jump shot from 26 ft (assist by D. Russell),,38,32
137,2,8:32.0,,J. Okafor misses 2-pt jump shot from 19 ft,38,32
138,2,8:29.0,,Offensive rebound by J. Okafor,38,32
139,2,8:28.0,,J. Okafor misses 2-pt layup from 1 ft,38,32
140,2,8:26.0,Defensive rebound by N. Young,,38,32
141,2,8:22.0,Personal foul by J. Sampson,,38,32
142,2,8:22.0,Official timeout,,38,32
143,2,8:22.0,J. Randle enters the game for B. Bass,,38,32
144,2,8:22.0,R. Hibbert enters the game for N. Young,,38,32
145,2,8:17.0,D. Russell makes 2-pt jump shot from 13 ft,,40,32
146,2,8:01.0,,Personal foul by L. Williams,40,32
147,2,7:46.0,,J. Sampson misses 2-pt jump shot from 2 ft,40,32
148,2,7:43.0,,Offensive rebound by J. Okafor,40,32
149,2,7:43.0,,J. Okafor misses 2-pt layup from 2 ft,40,32
150,2,7:40.0,,Offensive rebound by J. Okafor,40,32
151,2,7:40.0,,J. Okafor makes 2-pt layup from 1 ft,40,34
152,2,7:25.0,R. Hibbert makes 2-pt dunk at rim (assist by K. Bryant),,42,34
153,2,7:04.0,,I. Canaan misses 2-pt layup from 2 ft,42,34
154,2,7:03.0,Defensive rebound by J. Randle,,42,34
155,2,6:54.0,K. Bryant misses 3-pt jump shot from 23 ft,,42,34
156,2,6:52.0,,Defensive rebound by J. Grant,42,34
157,2,6:49.0,,Personal foul by D. Russell (drawn by P. Pressey),42,34
158,2,6:49.0,,P. Pressey makes free throw 1 of 2,42,35
159,2,6:49.0,M. World Peace enters the game for K. Bryant,,42,35
160,2,6:49.0,,H. Thompson enters the game for J. Sampson,42,35
161,2,6:49.0,,P. Pressey misses free throw 2 of 2,42,35
162,2,6:48.0,Defensive rebound by R. Hibbert,,42,35
163,2,6:34.0,D. Russell misses 2-pt jump shot from 15 ft,,42,35
164,2,6:33.0,Offensive rebound by R. Hibbert,,42,35
165,2,6:15.0,J. Randle misses 2-pt jump shot from 3 ft (block by H. Thompson),,42,35
166,2,6:13.0,Offensive rebound by J. Randle,,42,35
167,2,6:12.0,J. Randle misses 2-pt jump shot from 3 ft (block by J. Okafor),,42,35
168,2,6:09.0,Offensive rebound by R. Hibbert,,42,35
169,2,6:09.0,Turnover by Team (shot clock),,42,35
170,2,6:09.0,,N. Noel enters the game for P. Pressey,42,35
171,2,5:47.0,,I. Canaan misses 3-pt jump shot from 24 ft,42,35
172,2,5:46.0,Defensive rebound by M. World Peace,,42,35
173,2,5:40.0,,Philadelphia full timeout,42,35
174,2,5:40.0,J. Clarkson enters the game for L. Williams,,42,35
175,2,5:26.0,M. World Peace misses 3-pt jump shot from 25 ft,,42,35
176,2,5:25.0,,Defensive rebound by N. Noel,42,35
177,2,5:05.0,,J. Okafor misses 2-pt jump shot from 15 ft (block by R. Hibbert),42,35
178,2,5:04.0,Defensive rebound by J. Clarkson,,42,35
179,2,4:57.0,J. Clarkson misses 2-pt jump shot from 11 ft,,42,35
180,2,4:56.0,Offensive rebound by D. Russell,,42,35
181,2,4:53.0,Shooting foul by J. Grant (drawn by J. Randle),,42,35
182,2,4:53.0,J. Randle makes free throw 1 of 2,,43,35
183,2,4:53.0,J. Randle makes free throw 2 of 2,,44,35
184,2,4:30.0,,Turnover by H. Thompson (lost ball),44,35
185,2,4:12.0,Shooting foul by H. Thompson (drawn by M. World Peace),,44,35
186,2,4:12.0,M. World Peace makes free throw 1 of 2,,45,35
187,2,4:12.0,,R. Covington enters the game for J. Grant,45,35
188,2,4:12.0,M. World Peace makes free throw 2 of 2,,46,35
189,2,4:02.0,,Personal foul by J. Randle (drawn by R. Covington),46,35
190,2,4:02.0,,R. Covington misses free throw 1 of 2,46,35
191,2,4:02.0,,Offensive rebound by Team,46,35
192,2,4:02.0,,R. Covington makes free throw 2 of 2,46,36
193,2,3:53.0,J. Randle makes 2-pt dunk at rim (assist by D. Russell),,48,36
194,2,3:38.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Okafor),48,39
195,2,3:27.0,D. Russell misses 3-pt jump shot from 25 ft,,48,39
196,2,3:27.0,,Defensive rebound by H. Thompson,48,39
197,2,3:27.0,Loose ball foul by J. Randle (drawn by H. Thompson),,48,39
198,2,3:27.0,,H. Thompson makes free throw 1 of 2,48,40
199,2,3:27.0,,T. McConnell enters the game for I. Canaan,48,40
200,2,3:27.0,,H. Thompson makes free throw 2 of 2,48,41
201,2,3:15.0,J. Clarkson makes 2-pt jump shot from 16 ft,,50,41
202,2,2:54.0,,Turnover by N. Noel (bad pass),50,41
203,2,2:54.0,LA Lakers full timeout,,50,41
204,2,2:54.0,K. Bryant enters the game for M. World Peace,,50,41
205,2,2:54.0,,J. Grant enters the game for J. Okafor,50,41
206,2,2:47.0,Shooting foul by J. Grant (drawn by R. Hibbert),,50,41
207,2,2:47.0,R. Hibbert makes free throw 1 of 2,,51,41
208,2,2:47.0,,N. Stauskas enters the game for J. Grant,51,41
209,2,2:47.0,R. Hibbert makes free throw 2 of 2,,52,41
210,2,2:28.0,,Shooting foul by J. Randle (drawn by N. Noel),52,41
211,2,2:28.0,,N. Noel makes free throw 1 of 2,52,42
212,2,2:28.0,M. World Peace enters the game for J. Randle,,52,42
213,2,2:28.0,,N. Noel misses free throw 2 of 2,52,42
214,2,2:24.0,Defensive rebound by R. Hibbert,,52,42
215,2,2:11.0,R. Hibbert makes 2-pt dunk at rim (assist by J. Clarkson),,54,42
216,2,1:59.0,,Personal foul by K. Bryant (drawn by N. Noel),54,42
217,2,1:59.0,,N. Noel makes free throw 1 of 2,54,43
218,2,1:59.0,,N. Noel misses free throw 2 of 2,54,43
219,2,1:57.0,Defensive rebound by M. World Peace,,54,43
220,2,1:47.0,K. Bryant makes 3-pt jump shot from 26 ft,,57,43
221,2,1:31.0,,R. Covington makes 2-pt layup from 1 ft (assist by N. Noel),57,45
222,2,1:07.0,K. Bryant misses 2-pt jump shot from 20 ft,,57,45
223,2,1:04.0,,Defensive rebound by N. Stauskas,57,45
224,2,0:58.0,,H. Thompson misses 3-pt jump shot from 23 ft,57,45
225,2,0:56.0,Defensive rebound by K. Bryant,,57,45
226,2,0:50.0,K. Bryant misses 3-pt jump shot from 25 ft,,57,45
227,2,0:47.0,,Defensive rebound by N. Noel,57,45
228,2,0:44.0,,Philadelphia full timeout,57,45
229,2,0:33.0,,R. Covington misses 3-pt jump shot from 27 ft,57,45
230,2,0:31.0,Defensive rebound by R. Hibbert,,57,45
231,2,0:12.0,Turnover by D. Russell (lost ball; steal by N. Noel),,57,45
232,2,0:08.0,,N. Stauskas makes 3-pt jump shot from 25 ft (assist by T. McConnell),57,48
233,2,0:07.0,Personal foul by N. Noel (drawn by M. World Peace),,57,48
234,2,0:07.0,M. World Peace misses free throw 1 of 2,,57,48
235,2,0:07.0,Offensive rebound by Team,,57,48
236,2,0:07.0,M. World Peace makes free throw 2 of 2,,58,48
237,2,0:03.0,,Shooting foul by R. Hibbert (drawn by H. Thompson),58,48
238,2,0:03.0,,H. Thompson makes free throw 1 of 2,58,49
239,2,0:03.0,,J. Sampson enters the game for N. Stauskas,58,49
240,2,0:03.0,,H. Thompson makes free throw 2 of 2,58,50
241,2,0:00.0,J. Clarkson misses 3-pt jump shot from 28 ft,,58,50
242,2,0:00.0,Offensive rebound by Team,,58,50
243,3,11:43.0,,J. Okafor makes 2-pt layup from 2 ft,58,52
244,3,11:26.0,J. Clarkson misses 2-pt layup from 2 ft,,58,52
245,3,11:24.0,,Defensive rebound by J. Okafor,58,52
246,3,11:19.0,,R. Covington misses 3-pt jump shot from 25 ft,58,52
247,3,11:17.0,Defensive rebound by J. Randle,,58,52
248,3,11:07.0,K. Bryant misses 3-pt jump shot from 25 ft,,58,52
249,3,11:05.0,,Defensive rebound by J. Grant,58,52
250,3,10:47.0,,Shooting foul by R. Hibbert (drawn by R. Covington),58,52
251,3,10:47.0,,R. Covington makes free throw 1 of 2,58,53
252,3,10:47.0,,R. Covington misses free throw 2 of 2,58,53
253,3,10:46.0,Defensive rebound by R. Hibbert,,58,53
254,3,10:34.0,Turnover by D. Russell (lost ball),,58,53
255,3,10:15.0,,J. Okafor misses 2-pt layup from 2 ft,58,53
256,3,10:14.0,Defensive rebound by D. Russell,,58,53
257,3,10:05.0,R. Hibbert misses 2-pt hook shot from 2 ft,,58,53
258,3,10:03.0,,Defensive rebound by J. Grant,58,53
259,3,9:54.0,,J. Okafor misses 2-pt jump shot from 7 ft,58,53
260,3,9:53.0,Defensive rebound by J. Randle,,58,53
261,3,9:47.0,J. Randle misses 2-pt jump shot from 6 ft (block by J. Grant),,58,53
262,3,9:46.0,,Offensive rebound by Team,58,53
263,3,9:40.0,,Personal foul by K. Bryant (drawn by I. Canaan),58,53
264,3,9:31.0,Violation by R. Hibbert (def goaltending),,58,53
265,3,9:31.0,,R. Covington makes 2-pt layup from 1 ft (assist by J. Grant),58,55
266,3,9:17.0,K. Bryant misses 3-pt jump shot from 25 ft,,58,55
267,3,9:15.0,,Defensive rebound by J. Sampson,58,55
268,3,9:03.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Sampson),58,58
269,3,9:00.0,LA Lakers full timeout,,58,58
270,3,8:48.0,J. Clarkson misses 2-pt jump shot from 18 ft,,58,58
271,3,8:47.0,,Defensive rebound by J. Grant,58,58
272,3,8:34.0,,Turnover by J. Sampson (bad pass; steal by R. Hibbert),58,58
273,3,8:25.0,J. Clarkson makes 2-pt jump shot from 18 ft,,60,58
274,3,8:14.0,,J. Grant makes 2-pt layup from 1 ft,60,60
275,3,8:02.0,J. Clarkson makes 2-pt layup from 2 ft,,62,60
276,3,7:48.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by I. Canaan),62,63
277,3,7:28.0,J. Clarkson makes 2-pt jump shot from 15 ft,,64,63
278,3,7:15.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by J. Okafor),64,66
279,3,6:54.0,Personal foul by I. Canaan (drawn by R. Hibbert),,64,66
280,3,6:54.0,,N. Noel enters the game for J. Grant,64,66
281,3,6:54.0,Technical foul by R. Hibbert,,64,66
282,3,6:54.0,,Technical foul by J. Grant,64,66
283,3,6:54.0,,Technical foul by J. Sampson,64,66
284,3,6:54.0,K. Bryant makes technical free throw,,65,66
285,3,6:45.0,K. Bryant misses 2-pt jump shot from 17 ft,,65,66
286,3,6:42.0,,Defensive rebound by I. Canaan,65,66
287,3,6:30.0,,R. Covington misses 3-pt jump shot from 22 ft,65,66
288,3,6:30.0,,Offensive rebound by Team,65,66
289,3,6:30.0,Loose ball foul by J. Randle (drawn by N. Noel),,65,66
290,3,6:15.0,,J. Sampson misses 2-pt jump shot from 5 ft,65,66
291,3,6:13.0,,Offensive rebound by R. Covington,65,66
292,3,6:09.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by R. Covington),65,69
293,3,5:51.0,D. Russell makes 2-pt layup from 2 ft (assist by J. Randle),,67,69
294,3,5:23.0,,J. Sampson misses 2-pt jump shot from 15 ft,67,69
295,3,5:21.0,Defensive rebound by J. Randle,,67,69
296,3,5:13.0,J. Randle misses 2-pt layup from 1 ft (block by R. Covington),,67,69
297,3,5:13.0,Offensive rebound by Team,,67,69
298,3,5:13.0,L. Nance enters the game for D. Russell,,67,69
299,3,5:13.0,L. Williams enters the game for J. Randle,,67,69
300,3,5:13.0,,T. McConnell enters the game for J. Okafor,67,69
301,3,5:13.0,,H. Thompson enters the game for J. Sampson,67,69
302,3,5:13.0,K. Bryant misses 3-pt jump shot from 26 ft,,67,69
303,3,5:09.0,,Defensive rebound by I. Canaan,67,69
304,3,4:45.0,,Turnover by Team (shot clock),67,69
305,3,4:45.0,,N. Stauskas enters the game for I. Canaan,67,69
306,3,4:32.0,L. Williams misses 2-pt jump shot from 14 ft,,67,69
307,3,4:30.0,,Defensive rebound by N. Noel,67,69
308,3,4:23.0,,N. Noel misses 2-pt jump shot from 8 ft (block by R. Hibbert),67,69
309,3,4:20.0,,Offensive rebound by N. Noel,67,69
310,3,4:20.0,,N. Noel misses 2-pt jump shot from 7 ft,67,69
311,3,4:20.0,Defensive rebound by K. Bryant,,67,69
312,3,4:20.0,Personal foul by H. Thompson (drawn by K. Bryant),,67,69
313,3,4:20.0,B. Bass enters the game for R. Hibbert,,67,69
314,3,4:06.0,Turnover by L. Nance (offensive goaltending),,67,69
315,3,4:06.0,M. World Peace enters the game for K. Bryant,,67,69
316,3,3:49.0,,T. McConnell makes 2-pt jump shot from 5 ft,67,71
317,3,3:28.0,,J. Grant enters the game for R. Covington,67,71
318,3,3:22.0,J. Clarkson makes 2-pt jump shot from 19 ft,,69,71
319,3,3:06.0,,Turnover by H. Thompson (bad pass),69,71
320,3,2:56.0,J. Clarkson makes 2-pt jump shot from 6 ft,,71,71
321,3,2:51.0,,Philadelphia full timeout,71,71
322,3,2:39.0,,J. Grant misses 3-pt jump shot from 23 ft,71,71
323,3,2:37.0,Defensive rebound by L. Nance,,71,71
324,3,2:24.0,L. Williams misses 3-pt jump shot from 25 ft,,71,71
325,3,2:22.0,Offensive rebound by L. Nance,,71,71
326,3,2:11.0,B. Bass makes 2-pt jump shot from 17 ft (assist by L. Nance),,73,71
327,3,1:57.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by H. Thompson),73,74
328,3,1:40.0,J. Clarkson makes 2-pt layup from 3 ft,,75,74
329,3,1:23.0,,T. McConnell misses 3-pt jump shot from 25 ft,75,74
330,3,1:22.0,,Offensive rebound by H. Thompson,75,74
331,3,1:15.0,,N. Stauskas misses 3-pt jump shot from 25 ft,75,74
332,3,1:13.0,Defensive rebound by B. Bass,,75,74
333,3,1:06.0,L. Williams misses 2-pt jump shot from 15 ft,,75,74
334,3,1:05.0,,Defensive rebound by T. McConnell,75,74
335,3,0:57.0,,Shooting foul by M. World Peace (drawn by N. Noel),75,74
336,3,0:57.0,,N. Noel makes free throw 1 of 2,75,75
337,3,0:57.0,,N. Noel makes free throw 2 of 2,75,76
338,3,0:43.0,Personal foul by H. Thompson,,75,76
339,3,0:37.0,Turnover by L. Williams (step out of bounds),,75,76
340,3,0:30.0,,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),75,78
341,3,0:08.0,J. Clarkson misses 2-pt jump shot from 17 ft,,75,78
342,3,0:06.0,,Defensive rebound by T. McConnell,75,78
343,3,0:03.0,,J. Grant makes 2-pt dunk at rim (assist by T. McConnell),75,80
344,3,0:00.0,J. Clarkson misses 3-pt jump shot from 43 ft,,75,80
345,3,0:00.0,Offensive rebound by Team,,75,80
346,4,11:50.0,L. Williams misses 3-pt jump shot from 25 ft,,75,80
347,4,11:48.0,,Defensive rebound by N. Noel,75,80
348,4,11:39.0,,T. McConnell makes 2-pt jump shot from 13 ft,75,82
349,4,11:16.0,K. Bryant makes 2-pt layup from 1 ft,,77,82
350,4,10:58.0,,J. Grant makes 2-pt dunk at rim (assist by N. Noel),77,84
351,4,10:46.0,Shooting foul by N. Stauskas (drawn by D. Russell),,77,84
352,4,10:46.0,D. Russell misses free throw 1 of 2,,77,84
353,4,10:46.0,Offensive rebound by Team,,77,84
354,4,10:46.0,D. Russell makes free throw 2 of 2,,78,84
355,4,10:29.0,,T. McConnell misses 3-pt jump shot from 24 ft,78,84
356,4,10:27.0,Defensive rebound by B. Bass,,78,84
357,4,10:17.0,Turnover by K. Bryant (bad pass; steal by T. McConnell),,78,84
358,4,10:11.0,,N. Stauskas misses 3-pt jump shot from 27 ft,78,84
359,4,10:09.0,Defensive rebound by B. Bass,,78,84
360,4,9:57.0,D. Russell misses 2-pt jump shot from 3 ft,,78,84
361,4,9:56.0,,Defensive rebound by N. Noel,78,84
362,4,9:43.0,,N. Noel makes 2-pt dunk at rim (assist by J. Grant),78,86
363,4,9:24.0,D. Russell makes 2-pt dunk at rim,,80,86
364,4,9:17.0,,Philadelphia full timeout,80,86
365,4,9:17.0,,J. Okafor enters the game for N. Noel,80,86
366,4,9:17.0,,I. Canaan enters the game for N. Stauskas,80,86
367,4,9:17.0,,R. Covington enters the game for T. McConnell,80,86
368,4,9:01.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by J. Grant),80,89
369,4,8:42.0,K. Bryant misses 2-pt layup from 2 ft (block by J. Grant),,80,89
370,4,8:42.0,Offensive rebound by Team,,80,89
371,4,8:38.0,K. Bryant misses 3-pt jump shot from 25 ft,,80,89
372,4,8:36.0,,Defensive rebound by H. Thompson,80,89
373,4,8:23.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by I. Canaan),80,92
374,4,8:04.0,Offensive foul by B. Bass (drawn by R. Covington),,80,92
375,4,8:04.0,Turnover by B. Bass (offensive foul),,80,92
376,4,8:04.0,M. World Peace enters the game for K. Bryant,,80,92
377,4,8:04.0,R. Hibbert enters the game for B. Bass,,80,92
378,4,8:04.0,J. Clarkson enters the game for L. Williams,,80,92
379,4,7:47.0,,H. Thompson misses 3-pt jump shot from 25 ft,80,92
380,4,7:46.0,Defensive rebound by M. World Peace,,80,92
381,4,7:35.0,D. Russell misses 2-pt jump shot from 18 ft,,80,92
382,4,7:33.0,Offensive rebound by Team,,80,92
383,4,7:26.0,M. World Peace misses 2-pt layup from 1 ft (block by J. Grant),,80,92
384,4,7:26.0,Offensive rebound by Team,,80,92
385,4,7:24.0,Turnover by N. Young (bad pass; steal by J. Grant),,80,92
386,4,7:20.0,,J. Okafor makes 2-pt layup at rim (assist by J. Grant),80,94
387,4,7:19.0,LA Lakers full timeout,,80,94
388,4,7:03.0,M. World Peace misses 3-pt jump shot from 26 ft,,80,94
389,4,7:02.0,,Defensive rebound by J. Grant,80,94
390,4,6:49.0,,Personal foul by D. Russell (drawn by R. Covington),80,94
391,4,6:49.0,J. Randle enters the game for N. Young,,80,94
392,4,6:41.0,,Personal foul by J. Clarkson (drawn by J. Grant),80,94
393,4,6:38.0,,Turnover by H. Thompson (bad pass),80,94
