,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BOSTON_ACTION,PHOENIX_SCORE,BOSTON_SCORE
0,1,11:41.0,Turnover by B. Knight (bad pass; steal by A. Bradley),,0,0
1,1,11:25.0,,A. Bradley misses 2-pt jump shot from 18 ft,0,0
2,1,11:24.0,Defensive rebound by M. Morris,,0,0
3,1,11:12.0,T. Chandler misses 2-pt jump shot from 16 ft,,0,0
4,1,11:11.0,,Defensive rebound by A. Bradley,0,0
5,1,10:53.0,,A. Johnson makes 2-pt layup from 1 ft (assist by I. Thomas),0,2
6,1,10:42.0,D. Booker misses 3-pt jump shot from 25 ft,,0,2
7,1,10:41.0,,Defensive rebound by A. Johnson,0,2
8,1,10:33.0,,A. Johnson makes 2-pt layup from 1 ft (assist by I. Thomas),0,4
9,1,10:33.0,,Shooting foul by D. Booker (drawn by A. Johnson),0,4
10,1,10:33.0,,A. Johnson makes free throw 1 of 1,0,5
11,1,10:20.0,D. Booker misses 3-pt jump shot from 24 ft,,0,5
12,1,10:19.0,,Defensive rebound by J. Crowder,0,5
13,1,10:06.0,,Shooting foul by D. Booker (drawn by A. Bradley),0,5
14,1,10:06.0,,A. Bradley makes free throw 1 of 2,0,6
15,1,10:06.0,A. Goodwin enters the game for D. Booker,,0,6
16,1,10:06.0,,A. Bradley misses free throw 2 of 2,0,6
17,1,10:06.0,Defensive rebound by T. Chandler,,0,6
18,1,9:48.0,Shooting foul by A. Johnson (drawn by M. Morris),,0,6
19,1,9:48.0,M. Morris makes free throw 1 of 2,,1,6
20,1,9:48.0,M. Morris makes free throw 2 of 2,,2,6
21,1,9:32.0,,A. Johnson makes 2-pt layup at rim (assist by A. Bradley),2,8
22,1,9:19.0,M. Morris misses 2-pt layup from 2 ft,,2,8
23,1,9:18.0,Offensive rebound by Team,,2,8
24,1,9:11.0,B. Knight makes 2-pt jump shot from 19 ft,,4,8
25,1,9:07.0,,Turnover by I. Thomas (bad pass),4,8
26,1,8:58.0,Shooting foul by J. Sullinger (drawn by T. Chandler),,4,8
27,1,8:58.0,T. Chandler makes free throw 1 of 2,,5,8
28,1,8:58.0,T. Chandler makes free throw 2 of 2,,6,8
29,1,8:44.0,,J. Crowder misses 3-pt jump shot from 24 ft,6,8
30,1,8:43.0,Defensive rebound by T. Chandler,,6,8
31,1,8:31.0,T. Chandler makes 2-pt dunk at rim (assist by P. Tucker),,8,8
32,1,8:16.0,,I. Thomas makes 2-pt jump shot from 15 ft (assist by J. Sullinger),8,10
33,1,8:01.0,P. Tucker makes 2-pt jump shot from 16 ft (assist by M. Morris),,10,10
34,1,7:51.0,,J. Sullinger makes 2-pt jump shot from 21 ft (assist by I. Thomas),10,12
35,1,7:37.0,T. Chandler makes 2-pt dunk at rim (assist by M. Morris),,12,12
36,1,7:18.0,,Personal foul by B. Knight (drawn by I. Thomas),12,12
37,1,7:13.0,,I. Thomas misses 2-pt jump shot from 22 ft,12,12
38,1,7:12.0,Defensive rebound by M. Morris,,12,12
39,1,6:48.0,P. Tucker misses 2-pt jump shot from 7 ft,,12,12
40,1,6:47.0,,Defensive rebound by J. Sullinger,12,12
41,1,6:41.0,,Personal block foul by P. Tucker (drawn by I. Thomas),12,12
42,1,6:41.0,L. Brown enters the game for B. Knight,,12,12
43,1,6:35.0,,J. Sullinger makes 2-pt jump shot from 14 ft (assist by A. Bradley),12,14
44,1,6:16.0,Turnover by T. Chandler (bad pass),,12,14
45,1,6:04.0,,J. Crowder makes 2-pt jump shot from 21 ft (assist by A. Johnson),12,16
46,1,5:51.0,Def 3 sec tech foul by A. Johnson,,12,16
47,1,5:51.0,,Boston full timeout,12,16
48,1,5:51.0,M. Morris makes technical free throw,,13,16
49,1,5:41.0,M. Morris makes 2-pt jump shot from 17 ft (assist by A. Goodwin),,15,16
50,1,5:24.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by J. Crowder),15,19
51,1,5:14.0,T. Chandler misses 2-pt layup from 1 ft,,15,19
52,1,5:13.0,,Defensive rebound by J. Sullinger,15,19
53,1,5:03.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by I. Thomas),15,22
54,1,4:50.0,L. Brown makes 2-pt jump shot from 16 ft (assist by T. Chandler),,17,22
55,1,4:35.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by J. Crowder),17,25
56,1,4:13.0,A. Goodwin misses 2-pt layup from 1 ft,,17,25
57,1,4:12.0,Offensive rebound by A. Goodwin,,17,25
58,1,4:12.0,A. Goodwin makes 2-pt layup from 1 ft,,19,25
59,1,3:59.0,,A. Johnson misses 2-pt layup from 2 ft,19,25
60,1,3:58.0,,Offensive rebound by A. Johnson,19,25
61,1,3:56.0,,A. Bradley makes 2-pt layup from 2 ft (assist by A. Johnson),19,27
62,1,3:33.0,M. Morris misses 2-pt jump shot from 13 ft,,19,27
63,1,3:32.0,,Defensive rebound by J. Sullinger,19,27
64,1,3:25.0,,I. Thomas misses 3-pt jump shot from 25 ft,19,27
65,1,3:24.0,,Offensive rebound by A. Bradley,19,27
66,1,3:19.0,,A. Bradley misses 2-pt jump shot from 18 ft,19,27
67,1,3:18.0,,Offensive rebound by Team,19,27
68,1,3:18.0,,E. Turner enters the game for A. Bradley,19,27
69,1,3:18.0,,M. Smart enters the game for J. Sullinger,19,27
70,1,3:18.0,B. Knight enters the game for P. Tucker,,19,27
71,1,3:18.0,T. Warren enters the game for A. Goodwin,,19,27
72,1,3:05.0,,M. Smart misses 2-pt layup from 3 ft,19,27
73,1,3:04.0,Defensive rebound by T. Warren,,19,27
74,1,2:55.0,Phoenix full timeout,,19,27
75,1,2:55.0,S. Weems enters the game for T. Chandler,,19,27
76,1,2:55.0,J. Leuer enters the game for L. Brown,,19,27
77,1,2:49.0,B. Knight misses 3-pt jump shot from 24 ft,,19,27
78,1,2:48.0,Offensive rebound by Team,,19,27
79,1,2:48.0,,Loose ball foul by J. Crowder (drawn by M. Morris),19,27
80,1,2:43.0,J. Leuer misses 2-pt jump shot from 19 ft,,19,27
81,1,2:43.0,,Defensive rebound by M. Smart,19,27
82,1,2:25.0,,Shooting foul by T. Warren (drawn by I. Thomas),19,27
83,1,2:25.0,,I. Thomas makes free throw 1 of 2,19,28
84,1,2:25.0,,I. Thomas makes free throw 2 of 2,19,29
85,1,2:12.0,M. Morris makes 2-pt layup from 1 ft (assist by S. Weems),,21,29
86,1,2:01.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by M. Smart),21,32
87,1,1:49.0,Turnover by S. Weems (bad pass; steal by M. Smart),,21,32
88,1,1:44.0,,I. Thomas misses 2-pt layup from 2 ft,21,32
89,1,1:42.0,,Offensive rebound by A. Johnson,21,32
90,1,1:42.0,,A. Johnson misses 2-pt layup from 1 ft,21,32
91,1,1:39.0,,Offensive rebound by J. Crowder,21,32
92,1,1:30.0,,Turnover by I. Thomas (bad pass; steal by M. Morris),21,32
93,1,1:24.0,T. Warren misses 2-pt jump shot from 3 ft,,21,32
94,1,1:23.0,Offensive rebound by M. Morris,,21,32
95,1,1:23.0,M. Morris misses 2-pt layup from 1 ft,,21,32
96,1,1:20.0,Offensive rebound by J. Leuer,,21,32
97,1,1:20.0,J. Leuer makes 2-pt layup from 1 ft,,23,32
98,1,1:17.0,,I. Thomas misses 2-pt layup from 2 ft,23,32
99,1,1:16.0,,Offensive rebound by Team,23,32
100,1,1:16.0,Loose ball foul by J. Leuer (drawn by A. Johnson),,23,32
101,1,1:16.0,,A. Johnson misses free throw 1 of 2,23,32
102,1,1:16.0,,Offensive rebound by Team,23,32
103,1,1:16.0,,J. Jerebko enters the game for J. Crowder,23,32
104,1,1:16.0,M. Teletović enters the game for M. Morris,,23,32
105,1,1:16.0,,A. Johnson misses free throw 2 of 2,23,32
106,1,1:16.0,Defensive rebound by T. Warren,,23,32
107,1,1:02.0,T. Warren makes 2-pt jump shot from 8 ft (assist by B. Knight),,25,32
108,1,0:53.0,,Turnover by I. Thomas (bad pass),25,32
109,1,0:43.0,B. Knight makes 2-pt layup from 1 ft,,27,32
110,1,0:29.0,,A. Johnson makes 2-pt layup from 2 ft,27,34
111,1,0:20.0,T. Warren makes 2-pt jump shot from 16 ft,,29,34
112,1,0:03.0,,I. Thomas makes 2-pt layup from 1 ft,29,36
113,1,0:00.0,M. Teletović misses 3-pt jump shot from 38 ft,,29,36
114,1,0:00.0,Offensive rebound by Team,,29,36
115,2,11:40.0,,A. Bradley misses 2-pt jump shot from 20 ft,29,36
116,2,11:39.0,,Offensive rebound by Team,29,36
117,2,11:24.0,,A. Bradley misses 2-pt layup from 2 ft (block by B. Knight),29,36
118,2,11:23.0,Defensive rebound by S. Weems,,29,36
119,2,11:18.0,T. Warren misses 3-pt jump shot from 25 ft,,29,36
120,2,11:16.0,,Defensive rebound by J. Jerebko,29,36
121,2,11:06.0,,Turnover by M. Smart (bad pass; steal by S. Weems),29,36
122,2,11:03.0,Turnover by S. Weems (bad pass; steal by K. Olynyk),,29,36
123,2,10:57.0,,M. Smart misses 2-pt jump shot from 3 ft,29,36
124,2,10:56.0,,Offensive rebound by A. Bradley,29,36
125,2,10:56.0,,A. Bradley makes 2-pt layup at rim,29,38
126,2,10:46.0,Turnover by B. Knight (bad pass; steal by M. Smart),,29,38
127,2,10:42.0,,A. Bradley makes 2-pt layup from 1 ft (assist by M. Smart),29,40
128,2,10:25.0,J. Leuer makes 2-pt jump shot from 13 ft (assist by B. Knight),,31,40
129,2,10:15.0,,Turnover by E. Turner (lost ball; steal by T. Warren),31,40
130,2,9:56.0,Turnover by J. Leuer (bad pass; steal by E. Turner),,31,40
131,2,9:47.0,,J. Jerebko misses 3-pt jump shot from 23 ft,31,40
132,2,9:46.0,Defensive rebound by J. Leuer,,31,40
133,2,9:35.0,B. Knight makes 2-pt layup at rim,,33,40
134,2,9:20.0,,Shooting foul by B. Knight (drawn by A. Bradley),33,40
135,2,9:20.0,,A. Bradley misses free throw 1 of 2,33,40
136,2,9:20.0,,Offensive rebound by Team,33,40
137,2,9:20.0,,A. Bradley makes free throw 2 of 2,33,41
138,2,9:10.0,B. Knight misses 2-pt jump shot from 14 ft,,33,41
139,2,9:09.0,,Defensive rebound by E. Turner,33,41
140,2,9:00.0,,K. Olynyk misses 3-pt jump shot from 24 ft,33,41
141,2,8:59.0,Defensive rebound by S. Weems,,33,41
142,2,8:43.0,M. Teletović makes 2-pt jump shot from 9 ft,,35,41
143,2,8:31.0,,M. Smart makes 2-pt jump shot from 4 ft (assist by K. Olynyk),35,43
144,2,8:22.0,Official timeout,,35,43
145,2,8:22.0,Turnover by Team (5 sec inbounds),,35,43
146,2,8:03.0,,Turnover by A. Bradley (bad pass; steal by J. Leuer),35,43
147,2,7:52.0,B. Knight makes 3-pt jump shot from 23 ft (assist by J. Leuer),,38,43
148,2,7:32.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by M. Smart),38,45
149,2,7:20.0,J. Leuer misses 3-pt jump shot from 24 ft,,38,45
150,2,7:19.0,,Defensive rebound by A. Bradley,38,45
151,2,7:12.0,,Shooting foul by T. Warren (drawn by J. Jerebko),38,45
152,2,7:12.0,,J. Jerebko makes free throw 1 of 2,38,46
153,2,7:12.0,P. Tucker enters the game for M. Teletović,,38,46
154,2,7:12.0,M. Morris enters the game for J. Leuer,,38,46
155,2,7:12.0,,J. Jerebko misses free throw 2 of 2,38,46
156,2,7:12.0,Defensive rebound by P. Tucker,,38,46
157,2,6:53.0,T. Warren makes 2-pt layup from 1 ft (assist by P. Tucker),,40,46
158,2,6:40.0,,K. Olynyk misses 2-pt jump shot from 18 ft,40,46
159,2,6:39.0,Defensive rebound by T. Warren,,40,46
160,2,6:28.0,M. Morris misses 2-pt jump shot from 13 ft,,40,46
161,2,6:26.0,Offensive rebound by S. Weems,,40,46
162,2,6:26.0,S. Weems makes 2-pt layup from 2 ft,,42,46
163,2,6:25.0,,Boston full timeout,42,46
164,2,6:25.0,,J. Crowder enters the game for E. Turner,42,46
165,2,6:13.0,,J. Crowder misses 3-pt jump shot from 24 ft,42,46
166,2,6:12.0,,Offensive rebound by J. Jerebko,42,46
167,2,5:59.0,,M. Smart misses 3-pt jump shot from 25 ft,42,46
168,2,5:58.0,Defensive rebound by M. Morris,,42,46
169,2,5:47.0,,J. Sullinger enters the game for J. Jerebko,42,46
170,2,5:44.0,T. Warren misses 2-pt layup from 1 ft (block by J. Crowder),,42,46
171,2,5:43.0,,Defensive rebound by J. Crowder,42,46
172,2,5:40.0,,Turnover by J. Crowder (bad pass; steal by B. Knight),42,46
173,2,5:39.0,Shooting foul by J. Sullinger (drawn by T. Warren),,42,46
