,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,HOUSTON_ACTION,SACRAMENTO_SCORE,HOUSTON_SCORE
112,1,0:39.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Smith),18,34
113,1,0:21.0,S. Curry misses 3-pt jump shot from 26 ft,,18,34
114,1,0:21.0,,Defensive rebound by J. Terry,18,34
115,1,0:04.0,,J. Harden misses 3-pt jump shot from 26 ft,18,34
116,1,0:02.0,Defensive rebound by Q. Acy,,18,34
117,2,11:45.0,,M. Beasley makes 2-pt jump shot from 20 ft (assist by P. Beverley),18,36
118,2,11:24.0,D. Dukan misses 2-pt jump shot from 20 ft,,18,36
119,2,11:22.0,,Defensive rebound by P. Beverley,18,36
120,2,11:18.0,,C. Brewer makes 2-pt dunk at rim (assist by P. Beverley),18,38
121,2,10:56.0,Turnover by B. McLemore (lost ball; steal by P. Beverley),,18,38
122,2,10:52.0,,P. Beverley makes 2-pt layup at rim,18,40
123,2,10:35.0,B. McLemore misses 2-pt layup from 2 ft,,18,40
124,2,10:34.0,Offensive rebound by W. Cauley-Stein,,18,40
125,2,10:34.0,W. Cauley-Stein makes 2-pt layup from 1 ft,,20,40
126,2,10:23.0,,J. Terry misses 3-pt jump shot from 26 ft,20,40
127,2,10:22.0,Defensive rebound by W. Cauley-Stein,,20,40
128,2,10:16.0,D. Dukan misses 3-pt jump shot from 22 ft,,20,40
129,2,10:16.0,,Defensive rebound by Team,20,40
130,2,10:16.0,K. Koufos enters the game for Q. Acy,,20,40
131,2,10:00.0,,M. Beasley misses 2-pt jump shot from 16 ft,20,40
132,2,9:59.0,Defensive rebound by S. Curry,,20,40
133,2,9:45.0,Q. Acy enters the game for D. Dukan,,20,40
134,2,9:45.0,J. Anderson enters the game for S. Curry,,20,40
135,2,9:39.0,Q. Acy misses 3-pt jump shot from 23 ft,,20,40
136,2,9:39.0,,Defensive rebound by M. Beasley,20,40
137,2,9:31.0,,J. Terry makes 3-pt jump shot from 25 ft (assist by C. Brewer),20,43
138,2,9:12.0,Q. Acy misses 2-pt layup from 2 ft,,20,43
139,2,9:11.0,,Defensive rebound by C. Capela,20,43
140,2,9:07.0,,Turnover by C. Brewer (bad pass; steal by J. Anderson),20,43
141,2,8:58.0,W. Cauley-Stein misses 2-pt jump shot from 16 ft,,20,43
142,2,8:57.0,Offensive rebound by K. Koufos,,20,43
143,2,8:57.0,K. Koufos makes 2-pt layup from 1 ft,,22,43
144,2,8:46.0,,P. Beverley misses 3-pt jump shot from 23 ft,22,43
145,2,8:45.0,,Offensive rebound by C. Capela,22,43
146,2,8:45.0,,C. Capela makes 2-pt dunk at rim,22,45
147,2,8:40.0,Sacramento full timeout,,22,45
148,2,8:26.0,B. McLemore misses 3-pt jump shot from 24 ft,,22,45
149,2,8:24.0,,Defensive rebound by C. Capela,22,45
150,2,8:17.0,,Shooting foul by K. Koufos (drawn by M. Beasley),22,45
151,2,8:17.0,,M. Beasley makes free throw 1 of 2,22,46
152,2,8:17.0,,M. Beasley makes free throw 2 of 2,22,47
153,2,7:59.0,J. Anderson misses 2-pt jump shot from 20 ft,,22,47
154,2,7:57.0,,Defensive rebound by Team,22,47
155,2,7:43.0,,M. Beasley makes 2-pt layup from 2 ft (assist by J. Terry),22,49
156,2,7:21.0,Turnover by J. Anderson (bad pass; steal by M. Beasley),,22,49
157,2,7:16.0,,M. Beasley misses 2-pt layup from 3 ft (block by Q. Acy),22,49
158,2,7:16.0,,Offensive rebound by Team,22,49
159,2,7:16.0,S. Curry enters the game for Q. Acy,,22,49
160,2,7:09.0,,J. Terry misses 3-pt jump shot from 23 ft,22,49
161,2,7:06.0,Defensive rebound by S. Curry,,22,49
162,2,7:05.0,Personal foul by P. Beverley,,22,49
163,2,6:50.0,K. Koufos makes 2-pt dunk at rim (assist by W. Cauley-Stein),,24,49
164,2,6:27.0,,M. Beasley misses 2-pt layup from 2 ft,24,49
165,2,6:26.0,Defensive rebound by J. Anderson,,24,49
166,2,6:17.0,J. Anderson misses 2-pt dunk at rim (block by M. Beasley),,24,49
167,2,6:15.0,Offensive rebound by K. Koufos,,24,49
168,2,6:15.0,K. Koufos makes 2-pt layup from 1 ft,,26,49
169,2,6:06.0,,M. Beasley makes 2-pt layup from 2 ft (assist by P. Beverley),26,51
170,2,6:00.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by S. Curry),,28,51
171,2,5:48.0,,J. Terry makes 3-pt jump shot from 25 ft,28,54
172,2,5:35.0,Personal foul by C. Capela,,28,54
173,2,5:35.0,Sacramento full timeout,,28,54
174,2,5:35.0,,T. Ariza enters the game for C. Capela,28,54
175,2,5:35.0,,D. Howard enters the game for J. Terry,28,54
176,2,5:35.0,,J. Harden enters the game for C. Brewer,28,54
177,2,5:21.0,Turnover by Team (shot clock),,28,54
178,2,5:03.0,,D. Howard makes 2-pt hook shot from 5 ft (assist by J. Harden),28,56
179,2,4:51.0,S. Curry misses 2-pt jump shot from 19 ft,,28,56
180,2,4:50.0,,Defensive rebound by M. Beasley,28,56
181,2,4:43.0,,T. Ariza misses 3-pt jump shot from 22 ft,28,56
182,2,4:42.0,,Offensive rebound by D. Howard,28,56
183,2,4:42.0,Loose ball foul by K. Koufos,,28,56
184,2,4:29.0,,P. Beverley misses 3-pt jump shot from 25 ft,28,56
185,2,4:29.0,Defensive rebound by K. Koufos,,28,56
186,2,4:19.0,J. Anderson misses 3-pt jump shot from 25 ft,,28,56
187,2,4:18.0,,Defensive rebound by P. Beverley,28,56
188,2,4:12.0,,P. Beverley makes 2-pt layup from 1 ft,28,58
189,2,3:55.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by J. Anderson),,31,58
190,2,3:45.0,,Turnover by J. Harden (bad pass; steal by W. Cauley-Stein),31,58
191,2,3:39.0,Turnover by S. Curry (bad pass; steal by P. Beverley),,31,58
192,2,3:35.0,,M. Beasley makes 2-pt dunk at rim (assist by P. Beverley),31,60
193,2,3:07.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by S. Curry),,34,60
194,2,2:51.0,,J. Harden misses 2-pt jump shot from 17 ft,34,60
195,2,2:50.0,Defensive rebound by J. Anderson,,34,60
196,2,2:37.0,Personal foul by J. Harden,,34,60
197,2,2:37.0,,Houston full timeout,34,60
198,2,2:37.0,Q. Acy enters the game for W. Cauley-Stein,,34,60
199,2,2:37.0,D. Dukan enters the game for S. Curry,,34,60
200,2,2:37.0,,D. Motiejūnas enters the game for M. Beasley,34,60
201,2,2:27.0,D. Dukan makes 3-pt jump shot from 25 ft (assist by Q. Acy),,37,60
202,2,2:14.0,,Turnover by D. Motiejūnas (bad pass; steal by J. Anderson),37,60
203,2,2:10.0,J. Anderson makes 2-pt dunk at rim,,39,60
204,2,2:00.0,,Turnover by D. Motiejūnas (bad pass; steal by D. Dukan),39,60
205,2,1:54.0,B. McLemore makes 2-pt layup from 1 ft (assist by D. Dukan),,41,60
206,2,1:52.0,,Houston full timeout,41,60
207,2,1:38.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),41,62
208,2,1:14.0,D. Dukan misses 3-pt jump shot from 24 ft,,41,62
209,2,1:14.0,,Defensive rebound by T. Ariza,41,62
210,2,1:11.0,,Turnover by T. Ariza (bad pass; steal by J. Anderson),41,62
211,2,1:07.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by J. Anderson),,44,62
212,2,0:50.0,,J. Harden makes 2-pt jump shot from 19 ft,44,64
213,2,0:43.0,Personal foul by J. Harden,,44,64
214,2,0:35.0,B. McLemore misses 3-pt jump shot from 24 ft,,44,64
215,2,0:34.0,Offensive rebound by B. McLemore,,44,64
216,2,0:27.0,Q. Acy misses 3-pt jump shot from 25 ft,,44,64
217,2,0:26.0,Offensive rebound by B. McLemore,,44,64
218,2,0:02.0,J. Anderson misses 2-pt jump shot from 10 ft,,44,64
219,2,0:01.0,Offensive rebound by D. Dukan,,44,64
220,2,0:00.0,D. Dukan misses 2-pt jump shot from 6 ft,,44,64
221,2,0:00.0,Offensive rebound by Team,,44,64
222,3,11:40.0,,P. Beverley misses 3-pt jump shot from 23 ft,44,64
223,3,11:39.0,Defensive rebound by K. Koufos,,44,64
224,3,11:23.0,Offensive foul by S. Curry (drawn by P. Beverley),,44,64
225,3,11:23.0,Turnover by S. Curry (offensive foul),,44,64
226,3,11:07.0,,D. Motiejūnas misses 2-pt hook shot from 6 ft,44,64
227,3,11:06.0,Defensive rebound by K. Koufos,,44,64
228,3,10:49.0,B. McLemore makes 2-pt jump shot from 17 ft (assist by W. Cauley-Stein),,46,64
229,3,10:34.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by D. Motiejūnas),46,67
230,3,10:17.0,Turnover by J. Anderson (lost ball; steal by P. Beverley),,46,67
231,3,10:13.0,,J. Harden makes 2-pt dunk at rim (assist by P. Beverley),46,69
232,3,9:54.0,K. Koufos misses 2-pt hook shot from 5 ft,,46,69
233,3,9:53.0,,Defensive rebound by D. Motiejūnas,46,69
234,3,9:47.0,,J. Harden misses 3-pt jump shot from 25 ft,46,69
235,3,9:46.0,Defensive rebound by K. Koufos,,46,69
236,3,9:43.0,Turnover by B. McLemore (bad pass),,46,69
237,3,9:23.0,,T. Ariza misses 2-pt layup from 2 ft,46,69
238,3,9:22.0,Defensive rebound by B. McLemore,,46,69
239,3,9:16.0,Turnover by J. Anderson (bad pass; steal by P. Beverley),,46,69
240,3,9:11.0,,T. Ariza misses 3-pt jump shot from 25 ft,46,69
241,3,9:10.0,Defensive rebound by Team,,46,69
242,3,8:55.0,S. Curry misses 2-pt jump shot from 15 ft,,46,69
243,3,8:55.0,,Defensive rebound by Team,46,69
244,3,8:46.0,,D. Motiejūnas misses 3-pt jump shot from 25 ft,46,69
245,3,8:45.0,Defensive rebound by K. Koufos,,46,69
246,3,8:30.0,Def 3 sec tech foul by D. Howard,,46,69
247,3,8:30.0,S. Curry makes technical free throw,,47,69
248,3,8:25.0,Turnover by B. McLemore (bad pass),,47,69
249,3,8:16.0,,J. Harden makes 2-pt layup from 1 ft (assist by P. Beverley),47,71
250,3,7:53.0,Turnover by J. Anderson (lost ball; steal by P. Beverley),,47,71
251,3,7:47.0,,T. Ariza makes 2-pt layup from 2 ft (assist by P. Beverley),47,73
252,3,7:26.0,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Koufos),,50,73
253,3,7:11.0,,J. Harden misses 2-pt jump shot from 10 ft,50,73
254,3,7:10.0,,Offensive rebound by J. Harden,50,73
255,3,7:09.0,,J. Harden misses 2-pt jump shot from 3 ft (block by K. Koufos),50,73
256,3,7:08.0,Defensive rebound by S. Curry,,50,73
257,3,7:02.0,S. Curry misses 3-pt jump shot from 24 ft,,50,73
258,3,7:01.0,Offensive rebound by S. Curry,,50,73
259,3,7:00.0,B. McLemore makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),,52,73
260,3,7:00.0,,Houston full timeout,52,73
261,3,7:00.0,Q. Acy enters the game for W. Cauley-Stein,,52,73
262,3,6:45.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),52,75
263,3,6:22.0,Q. Acy misses 2-pt jump shot from 6 ft,,52,75
264,3,6:22.0,,Defensive rebound by P. Beverley,52,75
265,3,6:16.0,,J. Harden misses 2-pt layup from 2 ft,52,75
266,3,6:15.0,Defensive rebound by B. McLemore,,52,75
267,3,6:11.0,J. Anderson makes 2-pt layup from 2 ft (assist by B. McLemore),,54,75
268,3,5:52.0,,J. Harden misses 2-pt jump shot from 12 ft,54,75
269,3,5:51.0,Defensive rebound by Q. Acy,,54,75
270,3,5:41.0,J. Anderson misses 3-pt jump shot from 26 ft,,54,75
271,3,5:40.0,,Defensive rebound by D. Howard,54,75
272,3,5:33.0,,Shooting foul by J. Anderson (drawn by D. Motiejūnas),54,75
273,3,5:33.0,,D. Motiejūnas misses free throw 1 of 2,54,75
274,3,5:33.0,,Offensive rebound by Team,54,75
275,3,5:33.0,,D. Motiejūnas makes free throw 2 of 2,54,76
276,3,5:12.0,B. McLemore misses 3-pt jump shot from 22 ft,,54,76
277,3,5:11.0,,Defensive rebound by D. Motiejūnas,54,76
278,3,5:07.0,,Turnover by T. Ariza (bad pass; steal by K. Koufos),54,76
279,3,5:01.0,,J. Smith enters the game for D. Motiejūnas,54,76
280,3,5:01.0,D. Dukan enters the game for J. Anderson,,54,76
281,3,4:48.0,Q. Acy makes 2-pt jump shot from 9 ft (assist by B. McLemore),,56,76
282,3,4:31.0,,J. Harden makes 2-pt layup from 2 ft (assist by P. Beverley),56,78
283,3,4:23.0,S. Curry misses 3-pt jump shot from 25 ft,,56,78
284,3,4:22.0,,Defensive rebound by D. Howard,56,78
285,3,4:10.0,,T. Ariza misses 2-pt jump shot from 19 ft,56,78
286,3,4:09.0,Defensive rebound by B. McLemore,,56,78
287,3,3:59.0,Shooting foul by J. Smith (drawn by Q. Acy),,56,78
288,3,3:59.0,Q. Acy makes free throw 1 of 2,,57,78
289,3,3:59.0,W. Cauley-Stein enters the game for K. Koufos,,57,78
290,3,3:59.0,,C. Brewer enters the game for T. Ariza,57,78
291,3,3:59.0,Q. Acy misses free throw 2 of 2,,57,78
292,3,3:59.0,,Defensive rebound by D. Howard,57,78
293,3,3:48.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by J. Smith),57,81
294,3,3:35.0,Turnover by Q. Acy (lost ball; steal by J. Smith),,57,81
295,3,3:30.0,,J. Harden misses 3-pt jump shot from 25 ft,57,81
296,3,3:30.0,,Offensive rebound by J. Harden,57,81
297,3,3:30.0,,Shooting foul by D. Dukan (drawn by J. Harden),57,81
298,3,3:30.0,,J. Harden makes free throw 1 of 2,57,82
299,3,3:30.0,,J. Harden makes free throw 2 of 2,57,83
300,3,3:16.0,B. McLemore misses 2-pt layup from 3 ft (block by D. Howard),,57,83
301,3,3:15.0,,Defensive rebound by J. Harden,57,83
302,3,3:11.0,,J. Harden makes 2-pt layup from 1 ft,57,85
303,3,2:52.0,S. Curry misses 2-pt hook shot from 8 ft,,57,85
304,3,2:51.0,Offensive rebound by W. Cauley-Stein,,57,85
305,3,2:51.0,W. Cauley-Stein misses 2-pt layup at rim,,57,85
306,3,2:49.0,,Defensive rebound by D. Howard,57,85
307,3,2:42.0,,J. Harden makes 3-pt jump shot from 24 ft,57,88
308,3,2:41.0,Sacramento full timeout,,57,88
309,3,2:41.0,J. Anderson enters the game for S. Curry,,57,88
310,3,2:28.0,Personal foul by P. Beverley,,57,88
311,3,2:17.0,Shooting foul by C. Brewer (drawn by J. Anderson),,57,88
312,3,2:17.0,J. Anderson misses free throw 1 of 2,,57,88
313,3,2:17.0,Offensive rebound by Team,,57,88
314,3,2:17.0,J. Anderson makes free throw 2 of 2,,58,88
315,3,2:10.0,,C. Brewer misses 3-pt jump shot from 23 ft,58,88
316,3,2:06.0,,Offensive rebound by P. Beverley,58,88
317,3,2:05.0,,Personal block foul by W. Cauley-Stein,58,88
318,3,1:50.0,,Turnover by C. Brewer (bad pass; steal by Q. Acy),58,88
319,3,1:44.0,J. Anderson makes 2-pt jump shot from 2 ft,,60,88
320,3,1:28.0,,J. Harden misses 3-pt jump shot from 27 ft,60,88
321,3,1:27.0,Defensive rebound by D. Dukan,,60,88
322,3,1:11.0,W. Cauley-Stein misses 2-pt jump shot from 19 ft,,60,88
323,3,1:10.0,,Defensive rebound by D. Howard,60,88
324,3,1:00.0,,D. Howard makes 2-pt layup from 2 ft (assist by P. Beverley),60,90
325,3,0:44.0,B. McLemore makes 2-pt jump shot from 8 ft,,62,90
326,3,0:27.0,,J. Smith makes 2-pt layup from 2 ft (assist by P. Beverley),62,92
327,3,0:05.0,J. Anderson makes 2-pt layup from 2 ft,,64,92
328,3,0:00.0,,D. Howard misses 3-pt jump shot from 24 ft,64,92
329,3,0:00.0,,Offensive rebound by Team,64,92
330,4,11:46.0,Q. Acy misses 2-pt jump shot from 17 ft,,64,92
331,4,11:45.0,,Defensive rebound by C. Capela,64,92
332,4,11:34.0,,K. McDaniels makes 3-pt jump shot from 24 ft (assist by J. Smith),64,95
333,4,11:09.0,Q. Acy misses 2-pt layup from 3 ft,,64,95
334,4,11:08.0,,Defensive rebound by C. Capela,64,95
335,4,11:00.0,,J. Terry misses 3-pt jump shot from 26 ft,64,95
336,4,10:59.0,Defensive rebound by W. Cauley-Stein,,64,95
337,4,10:49.0,W. Cauley-Stein makes 2-pt layup from 1 ft,,66,95
338,4,10:32.0,,C. Brewer misses 3-pt jump shot from 22 ft,66,95
339,4,10:31.0,Defensive rebound by Q. Acy,,66,95
340,4,10:23.0,Personal foul by C. Brewer,,66,95
341,4,10:23.0,K. Koufos enters the game for Q. Acy,,66,95
342,4,10:07.0,J. Anderson misses 3-pt jump shot from 25 ft,,66,95
343,4,10:05.0,Offensive rebound by K. Koufos,,66,95
344,4,9:56.0,W. Cauley-Stein misses 2-pt jump shot from 15 ft,,66,95
345,4,9:54.0,,Defensive rebound by C. Capela,66,95
346,4,9:49.0,,Turnover by C. Capela (lost ball),66,95
347,4,9:28.0,D. Dukan makes 3-pt jump shot from 24 ft (assist by S. Curry),,69,95
348,4,9:16.0,,J. Smith makes 2-pt jump shot from 10 ft (assist by J. Terry),69,97
349,4,9:07.0,W. Cauley-Stein misses 2-pt jump shot from 20 ft,,69,97
350,4,9:06.0,,Defensive rebound by K. McDaniels,69,97
351,4,8:58.0,,Shooting foul by W. Cauley-Stein (drawn by K. McDaniels),69,97
352,4,8:58.0,Official timeout,,69,97
353,4,8:58.0,,K. McDaniels misses free throw 1 of 2,69,97
354,4,8:58.0,,Offensive rebound by Team,69,97
355,4,8:58.0,,K. McDaniels makes free throw 2 of 2,69,98
356,4,8:44.0,W. Cauley-Stein misses 2-pt layup from 2 ft (block by C. Capela),,69,98
357,4,8:43.0,,Defensive rebound by K. McDaniels,69,98
358,4,8:42.0,,Personal foul by K. Koufos,69,98
359,4,8:34.0,Violation by W. Cauley-Stein (kicked ball),,69,98
360,4,8:28.0,,J. Terry misses 3-pt jump shot from 24 ft,69,98
361,4,8:27.0,Defensive rebound by K. Koufos,,69,98
362,4,8:16.0,K. Koufos makes 2-pt hook shot from 7 ft (assist by S. Curry),,71,98
363,4,8:04.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Smith),71,100
364,4,8:04.0,,Shooting foul by W. Cauley-Stein (drawn by C. Capela),71,100
365,4,8:04.0,B. McLemore enters the game for D. Dukan,,71,100
366,4,8:04.0,,C. Capela misses free throw 1 of 1,71,100
367,4,8:04.0,Defensive rebound by W. Cauley-Stein,,71,100
368,4,7:50.0,Shooting block foul by J. Smith (drawn by J. Anderson),,71,100
369,4,7:50.0,J. Anderson misses free throw 1 of 2,,71,100
370,4,7:50.0,Offensive rebound by Team,,71,100
371,4,7:50.0,,J. Harden enters the game for C. Brewer,71,100
372,4,7:50.0,J. Anderson misses free throw 2 of 2,,71,100
373,4,7:50.0,,Defensive rebound by C. Capela,71,100
374,4,7:31.0,,J. Harden misses 2-pt jump shot from 17 ft,71,100
375,4,7:30.0,Defensive rebound by J. Anderson,,71,100
376,4,7:19.0,Turnover by W. Cauley-Stein (lost ball; steal by J. Smith),,71,100
377,4,7:15.0,,J. Harden makes 2-pt layup from 1 ft (assist by J. Smith),71,102
378,4,7:15.0,,Shooting foul by J. Anderson (drawn by J. Harden),71,102
379,4,7:15.0,,M. Beasley enters the game for J. Terry,71,102
380,4,7:15.0,,M. Harrell enters the game for J. Smith,71,102
381,4,7:15.0,,J. Harden makes free throw 1 of 1,71,103
382,4,7:14.0,Personal foul by J. Harden,,71,103
383,4,7:09.0,,A. Goudelock enters the game for J. Harden,71,103
384,4,6:59.0,K. Koufos misses 2-pt hook shot from 9 ft,,71,103
