,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SACRAMENTO_ACTION,WASHINGTON_SCORE,SACRAMENTO_SCORE
29,1,8:55.0,,D. Cousins makes 2-pt hook shot from 5 ft (assist by R. Rondo),5,6
30,1,8:37.0,O. Porter makes 2-pt jump shot from 19 ft (assist by J. Wall),,7,6
31,1,8:08.0,,Q. Acy makes 3-pt jump shot from 26 ft (assist by R. Rondo),7,9
32,1,7:52.0,B. Beal misses 2-pt jump shot from 4 ft,,7,9
33,1,7:51.0,Offensive rebound by B. Beal,,7,9
34,1,7:36.0,M. Morris misses 2-pt jump shot from 3 ft,,7,9
35,1,7:35.0,,Defensive rebound by D. Cousins,7,9
36,1,7:24.0,,R. Gay makes 2-pt jump shot from 6 ft,7,11
37,1,7:12.0,M. Morris makes 2-pt dunk at rim (assist by J. Wall),,9,11
38,1,6:44.0,,D. Cousins makes 2-pt layup from 4 ft,9,13
39,1,6:32.0,M. Gortat misses 2-pt jump shot from 8 ft,,9,13
40,1,6:31.0,,Defensive rebound by Q. Acy,9,13
41,1,6:23.0,,S. Curry misses 3-pt jump shot from 25 ft,9,13
42,1,6:22.0,Defensive rebound by B. Beal,,9,13
43,1,6:18.0,O. Porter makes 2-pt dunk at rim (assist by J. Wall),,11,13
44,1,6:03.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),11,16
45,1,5:36.0,Turnover by B. Beal (lost ball; steal by D. Cousins),,11,16
46,1,5:32.0,,S. Curry makes 2-pt layup from 2 ft (assist by D. Cousins),11,18
47,1,5:23.0,O. Porter makes 3-pt jump shot from 23 ft (assist by B. Beal),,14,18
48,1,5:06.0,,D. Cousins misses 2-pt jump shot from 21 ft,14,18
49,1,5:04.0,Defensive rebound by J. Wall,,14,18
50,1,4:58.0,Shooting block foul by D. Cousins (drawn by J. Wall),,14,18
51,1,4:58.0,,Sacramento full timeout,14,18
52,1,4:58.0,,D. Collison enters the game for D. Cousins,14,18
53,1,4:58.0,,K. Koufos enters the game for S. Curry,14,18
54,1,4:58.0,,W. Cauley-Stein enters the game for Q. Acy,14,18
55,1,4:58.0,J. Wall makes free throw 1 of 2,,15,18
56,1,4:58.0,J. Wall makes free throw 2 of 2,,16,18
57,1,4:47.0,,R. Rondo misses 2-pt jump shot from 8 ft,16,18
58,1,4:46.0,Defensive rebound by M. Gortat,,16,18
59,1,4:28.0,M. Gortat misses 2-pt jump shot from 11 ft,,16,18
60,1,4:27.0,,Defensive rebound by R. Gay,16,18
61,1,4:19.0,,K. Koufos makes 2-pt hook shot from 10 ft (assist by D. Collison),16,20
62,1,4:09.0,Shooting foul by K. Koufos (drawn by M. Gortat),,16,20
63,1,4:09.0,M. Gortat makes free throw 1 of 2,,17,20
64,1,4:09.0,G. Temple enters the game for M. Morris,,17,20
65,1,4:09.0,N. Hilário enters the game for B. Beal,,17,20
66,1,4:09.0,M. Gortat makes free throw 2 of 2,,18,20
67,1,3:51.0,,Shooting foul by O. Porter (drawn by R. Gay),18,20
68,1,3:51.0,,R. Gay misses free throw 1 of 2,18,20
69,1,3:51.0,,Offensive rebound by Team,18,20
70,1,3:51.0,K. Oubre enters the game for O. Porter,,18,20
71,1,3:51.0,,R. Gay makes free throw 2 of 2,18,21
72,1,3:38.0,N. Hilário makes 2-pt jump shot from 16 ft (assist by G. Temple),,20,21
73,1,3:25.0,,W. Cauley-Stein makes 2-pt jump shot from 9 ft (assist by D. Collison),20,23
74,1,3:12.0,Turnover by N. Hilário (bad pass),,20,23
75,1,2:57.0,,Shooting foul by K. Oubre (drawn by R. Gay),20,23
76,1,2:57.0,Washington full timeout,,20,23
77,1,2:57.0,,R. Gay makes free throw 1 of 2,20,24
78,1,2:57.0,,R. Gay makes free throw 2 of 2,20,25
79,1,2:42.0,Turnover by K. Oubre (traveling),,20,25
80,1,2:31.0,,R. Gay misses 2-pt jump shot from 22 ft,20,25
81,1,2:30.0,Defensive rebound by M. Gortat,,20,25
82,1,2:23.0,J. Wall makes 2-pt jump shot from 22 ft,,22,25
83,1,2:09.0,,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),22,27
84,1,1:58.0,M. Gortat misses 2-pt layup from 1 ft (block by W. Cauley-Stein),,22,27
85,1,1:56.0,Offensive rebound by M. Gortat,,22,27
86,1,1:50.0,K. Oubre makes 2-pt hook shot from 9 ft,,24,27
87,1,1:43.0,,W. Cauley-Stein misses 2-pt jump shot from 16 ft,24,27
88,1,1:42.0,Defensive rebound by N. Hilário,,24,27
89,1,1:33.0,K. Oubre misses 3-pt jump shot from 24 ft,,24,27
90,1,1:32.0,,Defensive rebound by R. Gay,24,27
91,1,1:28.0,,Personal block foul by K. Oubre,24,27
92,1,1:28.0,,O. Casspi enters the game for R. Gay,24,27
93,1,1:28.0,J. Dudley enters the game for M. Gortat,,24,27
94,1,1:28.0,R. Sessions enters the game for K. Oubre,,24,27
95,1,1:23.0,,D. Collison misses 2-pt jump shot from 21 ft,24,27
96,1,1:22.0,Defensive rebound by J. Dudley,,24,27
97,1,1:02.0,G. Temple makes 3-pt jump shot from 25 ft (assist by J. Dudley),,27,27
98,1,0:48.0,,R. Rondo makes 3-pt jump shot from 25 ft,27,30
99,1,0:43.0,,Violation by K. Koufos (def goaltending),27,30
100,1,0:43.0,G. Temple makes 2-pt layup from 3 ft,,29,30
101,1,0:34.0,,R. Rondo misses 3-pt jump shot from 24 ft,29,30
102,1,0:32.0,Defensive rebound by J. Wall,,29,30
103,1,0:26.0,Personal foul by O. Casspi,,29,30
104,1,0:26.0,J. Dudley makes free throw 1 of 2,,30,30
105,1,0:26.0,J. Dudley makes free throw 2 of 2,,31,30
106,1,0:06.0,,D. Collison makes 2-pt jump shot from 17 ft,31,32
107,1,0:01.0,J. Wall makes 3-pt jump shot from 26 ft,,34,32
108,2,11:35.0,,D. Collison makes 3-pt jump shot from 24 ft,34,35
109,2,11:20.0,B. Beal misses 2-pt jump shot from 11 ft,,34,35
110,2,11:19.0,,Defensive rebound by O. Casspi,34,35
111,2,11:18.0,,Turnover by O. Casspi (traveling),34,35
112,2,11:18.0,,D. Cousins enters the game for K. Koufos,34,35
113,2,10:58.0,B. Beal makes 2-pt jump shot from 17 ft,,36,35
114,2,10:42.0,,B. McLemore misses 3-pt jump shot from 25 ft,36,35
115,2,10:41.0,Defensive rebound by N. Hilário,,36,35
116,2,10:40.0,Turnover by R. Sessions (offensive foul),,36,35
117,2,10:40.0,Offensive foul by R. Sessions (drawn by D. Cousins),,36,35
118,2,10:25.0,,D. Cousins misses 2-pt layup from 4 ft,36,35
119,2,10:24.0,Defensive rebound by B. Beal,,36,35
120,2,10:20.0,G. Temple makes 2-pt layup from 1 ft (assist by B. Beal),,38,35
121,2,10:12.0,,D. Collison makes 2-pt layup from 1 ft (assist by O. Casspi),38,37
122,2,10:06.0,R. Sessions makes 2-pt layup from 1 ft (assist by B. Beal),,40,37
123,2,9:54.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Cousins),40,39
124,2,9:45.0,N. Hilário misses 2-pt dunk at rim,,40,39
125,2,9:43.0,,Defensive rebound by B. McLemore,40,39
126,2,9:31.0,,Shooting foul by J. Dudley (drawn by D. Cousins),40,39
127,2,9:31.0,,D. Cousins makes free throw 1 of 2,40,40
128,2,9:31.0,,D. Cousins misses free throw 2 of 2,40,40
129,2,9:29.0,Defensive rebound by J. Dudley,,40,40
130,2,9:12.0,B. Beal misses 2-pt jump shot from 18 ft,,40,40
131,2,9:10.0,,Defensive rebound by O. Casspi,40,40
132,2,9:01.0,,R. Gay enters the game for W. Cauley-Stein,40,40
133,2,8:58.0,,Shooting foul by N. Hilário (drawn by D. Cousins),40,40
134,2,8:58.0,,D. Cousins makes 2-pt jump shot from 11 ft,40,42
135,2,8:58.0,Official timeout,,40,42
136,2,8:58.0,,D. Cousins makes free throw 1 of 1,40,43
137,2,8:42.0,N. Hilário makes 2-pt layup from 2 ft (assist by B. Beal),,42,43
138,2,8:20.0,,R. Gay makes 2-pt jump shot from 20 ft (assist by D. Collison),42,45
139,2,8:03.0,Turnover by B. Beal (lost ball; steal by B. McLemore),,42,45
140,2,7:58.0,,Turnover by B. McLemore (lost ball; steal by G. Temple),42,45
141,2,7:53.0,B. Beal misses 3-pt jump shot from 24 ft,,42,45
142,2,7:52.0,,Defensive rebound by D. Cousins,42,45
143,2,7:46.0,,D. Cousins makes 2-pt dunk at rim,42,47
144,2,7:30.0,N. Hilário makes 2-pt layup from 3 ft,,44,47
145,2,7:10.0,,O. Casspi makes 3-pt jump shot from 24 ft (assist by D. Collison),44,50
146,2,6:58.0,Turnover by R. Sessions (lost ball),,44,50
147,2,6:58.0,J. Wall enters the game for R. Sessions,,44,50
148,2,6:43.0,,D. Cousins misses 2-pt jump shot from 16 ft,44,50
149,2,6:43.0,Defensive rebound by N. Hilário,,44,50
150,2,6:33.0,Turnover by J. Wall (bad pass; steal by D. Collison),,44,50
151,2,6:27.0,,O. Casspi makes 2-pt dunk at rim (assist by D. Collison),44,52
152,2,6:09.0,B. Beal makes 2-pt jump shot from 8 ft,,46,52
153,2,5:56.0,,R. Gay misses 2-pt jump shot from 10 ft,46,52
154,2,5:55.0,Defensive rebound by N. Hilário,,46,52
155,2,5:44.0,J. Dudley misses 3-pt jump shot from 23 ft,,46,52
156,2,5:43.0,,Defensive rebound by O. Casspi,46,52
157,2,5:39.0,Offensive charge foul by D. Cousins (drawn by N. Hilário),,46,52
158,2,5:39.0,,Turnover by D. Cousins (offensive foul),46,52
159,2,5:39.0,,Sacramento full timeout,46,52
160,2,5:39.0,M. Morris enters the game for N. Hilário,,46,52
161,2,5:39.0,M. Gortat enters the game for J. Dudley,,46,52
162,2,5:24.0,J. Wall misses 2-pt jump shot from 6 ft (block by D. Cousins),,46,52
163,2,5:23.0,,Defensive rebound by Team,46,52
164,2,5:23.0,O. Porter enters the game for B. Beal,,46,52
165,2,5:01.0,,B. McLemore misses 2-pt jump shot from 3 ft,46,52
166,2,5:00.0,,Offensive rebound by D. Cousins,46,52
167,2,4:58.0,,D. Cousins makes 2-pt layup from 1 ft,46,54
168,2,4:48.0,O. Porter misses 3-pt jump shot from 25 ft,,46,54
169,2,4:47.0,,Defensive rebound by D. Collison,46,54
170,2,4:42.0,,Turnover by D. Collison (lost ball; steal by M. Gortat),46,54
171,2,4:39.0,Shooting foul by B. McLemore (drawn by G. Temple),,46,54
172,2,4:39.0,G. Temple makes free throw 1 of 2,,47,54
173,2,4:39.0,,R. Rondo enters the game for B. McLemore,47,54
174,2,4:39.0,G. Temple misses free throw 2 of 2,,47,54
175,2,4:38.0,Offensive rebound by M. Morris,,47,54
176,2,4:26.0,M. Morris makes 2-pt layup from 3 ft (assist by O. Porter),,49,54
177,2,4:11.0,,Turnover by D. Cousins (bad pass; steal by M. Gortat),49,54
178,2,4:02.0,J. Wall misses 2-pt layup from 2 ft (block by D. Cousins),,49,54
179,2,4:00.0,,Defensive rebound by O. Casspi,49,54
180,2,3:52.0,,Turnover by D. Collison (bad pass),49,54
181,2,3:49.0,J. Wall misses 2-pt layup from 2 ft,,49,54
182,2,3:49.0,,Defensive rebound by Team,49,54
183,2,3:49.0,Loose ball foul by G. Temple,,49,54
184,2,3:49.0,,W. Cauley-Stein enters the game for O. Casspi,49,54
185,2,3:35.0,,R. Rondo makes 2-pt layup from 2 ft,49,56
186,2,3:18.0,M. Morris misses 3-pt jump shot from 22 ft,,49,56
187,2,3:18.0,,Defensive rebound by W. Cauley-Stein,49,56
188,2,2:59.0,,R. Gay misses 2-pt jump shot from 8 ft,49,56
189,2,2:58.0,Defensive rebound by M. Gortat,,49,56
190,2,2:41.0,Turnover by M. Morris (bad pass; steal by R. Rondo),,49,56
191,2,2:33.0,,W. Cauley-Stein misses 2-pt dunk at rim,49,56
192,2,2:32.0,,Offensive rebound by W. Cauley-Stein,49,56
193,2,2:32.0,,Shooting foul by O. Porter (drawn by W. Cauley-Stein),49,56
194,2,2:32.0,Washington full timeout,,49,56
195,2,2:32.0,J. Dudley enters the game for O. Porter,,49,56
196,2,2:32.0,B. Beal enters the game for G. Temple,,49,56
197,2,2:32.0,,S. Curry enters the game for D. Collison,49,56
198,2,2:32.0,,W. Cauley-Stein misses free throw 1 of 2,49,56
199,2,2:32.0,,Offensive rebound by Team,49,56
200,2,2:32.0,,W. Cauley-Stein misses free throw 2 of 2,49,56
201,2,2:30.0,Defensive rebound by M. Morris,,49,56
202,2,2:14.0,B. Beal makes 2-pt jump shot from 8 ft,,51,56
203,2,1:55.0,,Personal foul by J. Dudley,51,56
204,2,1:55.0,,D. Cousins makes free throw 1 of 2,51,57
205,2,1:55.0,,D. Cousins makes free throw 2 of 2,51,58
206,2,1:44.0,Personal foul by R. Rondo,,51,58
207,2,1:31.0,M. Morris makes 2-pt dunk at rim (assist by J. Wall),,53,58
208,2,1:14.0,,R. Rondo misses 2-pt jump shot from 18 ft,53,58
209,2,1:13.0,Defensive rebound by M. Gortat,,53,58
210,2,1:01.0,M. Morris misses 3-pt jump shot from 25 ft,,53,58
211,2,1:00.0,Offensive rebound by M. Gortat,,53,58
212,2,0:53.0,Turnover by J. Wall (bad pass; steal by R. Rondo),,53,58
213,2,0:46.0,,Turnover by R. Rondo (bad pass; steal by M. Gortat),53,58
214,2,0:42.0,Shooting foul by R. Rondo (drawn by B. Beal),,53,58
215,2,0:42.0,B. Beal makes free throw 1 of 2,,54,58
216,2,0:42.0,,K. Koufos enters the game for D. Cousins,54,58
217,2,0:42.0,B. Beal makes free throw 2 of 2,,55,58
218,2,0:32.0,,R. Gay makes 2-pt layup from 2 ft,55,60
219,2,0:15.0,Shooting foul by W. Cauley-Stein (drawn by M. Gortat),,55,60
220,2,0:15.0,M. Gortat misses free throw 1 of 2,,55,60
221,2,0:15.0,Offensive rebound by Team,,55,60
222,2,0:15.0,M. Gortat misses free throw 2 of 2,,55,60
223,2,0:15.0,,Defensive rebound by W. Cauley-Stein,55,60
224,2,0:01.0,,R. Gay misses 3-pt jump shot from 24 ft,55,60
225,2,0:00.0,Defensive rebound by M. Gortat,,55,60
226,3,11:49.0,,Turnover by R. Gay (lost ball),55,60
227,3,11:35.0,M. Gortat misses 2-pt jump shot from 15 ft,,55,60
228,3,11:34.0,,Defensive rebound by D. Cousins,55,60
229,3,11:19.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by R. Rondo),55,63
230,3,11:04.0,Turnover by M. Morris (lost ball),,55,63
231,3,10:47.0,,Turnover by D. Cousins (bad pass),55,63
232,3,10:38.0,J. Wall makes 2-pt jump shot from 16 ft,,57,63
233,3,10:25.0,,Shooting foul by J. Wall (drawn by R. Rondo),57,63
234,3,10:25.0,,R. Rondo makes free throw 1 of 2,57,64
235,3,10:25.0,,R. Rondo misses free throw 2 of 2,57,64
236,3,10:23.0,Defensive rebound by J. Wall,,57,64
237,3,10:17.0,B. Beal misses 3-pt jump shot from 25 ft,,57,64
238,3,10:16.0,Offensive rebound by M. Gortat,,57,64
239,3,10:13.0,M. Gortat makes 2-pt hook shot from 7 ft,,59,64
240,3,10:04.0,,R. Gay makes 2-pt layup from 3 ft (assist by R. Rondo),59,66
241,3,9:53.0,Turnover by M. Gortat (lost ball; steal by D. Cousins),,59,66
242,3,9:47.0,,R. Rondo misses 2-pt layup from 3 ft (block by M. Morris),59,66
243,3,9:46.0,Defensive rebound by M. Gortat,,59,66
244,3,9:33.0,J. Wall misses 3-pt jump shot from 25 ft,,59,66
245,3,9:32.0,,Defensive rebound by D. Cousins,59,66
246,3,9:23.0,,R. Rondo makes 2-pt layup from 3 ft,59,68
247,3,9:01.0,B. Beal makes 2-pt jump shot from 15 ft,,61,68
248,3,8:46.0,,D. Cousins makes 2-pt layup from 3 ft,61,70
249,3,8:35.0,O. Porter makes 2-pt jump shot from 21 ft,,63,70
250,3,8:07.0,,R. Rondo misses 2-pt jump shot from 20 ft,63,70
251,3,8:07.0,Defensive rebound by O. Porter,,63,70
252,3,8:04.0,Personal foul by S. Curry,,63,70
253,3,7:51.0,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),,66,70
254,3,7:30.0,,R. Gay misses 2-pt jump shot from 9 ft,66,70
255,3,7:28.0,,Offensive rebound by Q. Acy,66,70
256,3,7:28.0,,Q. Acy makes 2-pt layup from 2 ft,66,72
257,3,7:16.0,M. Gortat makes 2-pt layup from 4 ft (assist by J. Wall),,68,72
258,3,7:03.0,,Q. Acy makes 2-pt dunk at rim (assist by R. Rondo),68,74
259,3,6:45.0,Turnover by B. Beal (bad pass; steal by Q. Acy),,68,74
260,3,6:40.0,,Turnover by R. Rondo (bad pass; steal by J. Wall),68,74
261,3,6:31.0,B. Beal misses 2-pt jump shot from 14 ft,,68,74
262,3,6:30.0,,Defensive rebound by D. Cousins,68,74
263,3,6:11.0,,D. Cousins misses 2-pt jump shot from 19 ft,68,74
264,3,6:10.0,,Offensive rebound by Team,68,74
265,3,6:10.0,N. Hilário enters the game for M. Gortat,,68,74
266,3,6:10.0,,W. Cauley-Stein enters the game for Q. Acy,68,74
267,3,6:07.0,,S. Curry misses 2-pt jump shot from 19 ft,68,74
268,3,6:07.0,Defensive rebound by Team,,68,74
269,3,6:07.0,,Loose ball foul by D. Cousins,68,74
270,3,5:59.0,Turnover by J. Wall (bad pass; steal by D. Cousins),,68,74
271,3,5:52.0,,S. Curry misses 2-pt jump shot from 5 ft,68,74
272,3,5:50.0,,Offensive rebound by W. Cauley-Stein,68,74
273,3,5:50.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,68,74
274,3,5:50.0,,Offensive rebound by Team,68,74
275,3,5:50.0,,Sacramento full timeout,68,74
276,3,5:36.0,,Turnover by D. Cousins (lost ball),68,74
277,3,5:20.0,O. Porter makes 3-pt jump shot from 23 ft (assist by N. Hilário),,71,74
278,3,4:58.0,,D. Cousins makes 2-pt hook shot from 8 ft,71,76
279,3,4:53.0,Turnover by J. Wall (lost ball; steal by R. Rondo),,71,76
280,3,4:46.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Gay),71,78
281,3,4:32.0,,D. Collison enters the game for R. Gay,71,78
282,3,4:32.0,,O. Casspi enters the game for S. Curry,71,78
283,3,4:32.0,G. Temple enters the game for B. Beal,,71,78
284,3,4:23.0,M. Morris makes 2-pt jump shot from 13 ft (assist by N. Hilário),,73,78
285,3,4:07.0,,O. Casspi misses 2-pt jump shot from 14 ft (block by M. Morris),73,78
286,3,4:06.0,Defensive rebound by G. Temple,,73,78
287,3,4:01.0,O. Porter makes 2-pt layup from 2 ft (assist by G. Temple),,75,78
288,3,3:34.0,,R. Rondo makes 2-pt jump shot from 15 ft,75,80
289,3,3:13.0,Turnover by N. Hilário (lost ball; steal by D. Cousins),,75,80
290,3,3:10.0,,Shooting foul by M. Morris (drawn by O. Casspi),75,80
291,3,3:10.0,,O. Casspi makes free throw 1 of 2,75,81
292,3,3:10.0,,O. Casspi makes free throw 2 of 2,75,82
293,3,2:59.0,N. Hilário makes 2-pt layup from 2 ft (assist by M. Morris),,77,82
294,3,2:34.0,,D. Cousins misses 2-pt jump shot from 15 ft,77,82
295,3,2:33.0,Defensive rebound by G. Temple,,77,82
296,3,2:29.0,J. Wall misses 2-pt layup from 3 ft,,77,82
297,3,2:28.0,Offensive rebound by Team,,77,82
298,3,2:28.0,Washington full timeout,,77,82
299,3,2:28.0,,K. Koufos enters the game for D. Cousins,77,82
300,3,2:18.0,M. Morris misses 3-pt jump shot from 25 ft,,77,82
301,3,2:16.0,,Defensive rebound by O. Casspi,77,82
302,3,1:55.0,,W. Cauley-Stein misses 2-pt jump shot from 11 ft,77,82
303,3,1:53.0,Defensive rebound by G. Temple,,77,82
304,3,1:45.0,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),,80,82
305,3,1:32.0,,R. Rondo makes 2-pt jump shot from 20 ft,80,84
306,3,1:20.0,J. Wall misses 2-pt jump shot from 8 ft,,80,84
307,3,1:19.0,,Defensive rebound by K. Koufos,80,84
308,3,1:07.0,,R. Rondo makes 3-pt jump shot from 25 ft,80,87
309,3,1:00.0,G. Temple misses 3-pt jump shot from 23 ft,,80,87
310,3,0:59.0,,Defensive rebound by D. Collison,80,87
311,3,0:55.0,,O. Casspi makes 2-pt layup from 2 ft (assist by R. Rondo),80,89
312,3,0:41.0,J. Wall misses 2-pt jump shot from 17 ft,,80,89
313,3,0:39.0,Offensive rebound by M. Morris,,80,89
314,3,0:33.0,M. Morris makes 3-pt jump shot from 23 ft (assist by J. Wall),,83,89
315,3,0:15.0,,O. Casspi misses 3-pt jump shot from 26 ft,83,89
316,3,0:14.0,Defensive rebound by N. Hilário,,83,89
317,3,0:00.0,J. Wall misses 2-pt jump shot from 20 ft (block by D. Collison),,83,89
318,3,0:00.0,Offensive rebound by Team,,83,89
319,4,11:40.0,N. Hilário makes 2-pt jump shot from 13 ft (assist by J. Dudley),,85,89
320,4,11:24.0,,Shooting foul by N. Hilário (drawn by O. Casspi),85,89
321,4,11:24.0,,O. Casspi makes free throw 1 of 2,85,90
322,4,11:24.0,,O. Casspi makes free throw 2 of 2,85,91
323,4,11:09.0,Shooting foul by D. Collison (drawn by N. Hilário),,85,91
324,4,11:09.0,N. Hilário makes 2-pt layup from 3 ft (assist by G. Temple),,87,91
325,4,11:09.0,N. Hilário makes free throw 1 of 1,,88,91
326,4,10:51.0,,B. McLemore misses 2-pt jump shot from 22 ft,88,91
327,4,10:51.0,,Offensive rebound by O. Casspi,88,91
328,4,10:51.0,Violation by G. Temple (def goaltending),,88,91
329,4,10:51.0,,O. Casspi makes 2-pt layup from 1 ft,88,93
330,4,10:39.0,B. Beal misses 2-pt jump shot from 18 ft,,88,93
331,4,10:39.0,,Defensive rebound by W. Cauley-Stein,88,93
332,4,10:33.0,,K. Koufos makes 2-pt layup from 2 ft (assist by D. Collison),88,95
333,4,10:33.0,,Shooting foul by N. Hilário (drawn by K. Koufos),88,95
334,4,10:33.0,Washington full timeout,,88,95
335,4,10:33.0,M. Gortat enters the game for N. Hilário,,88,95
336,4,10:33.0,,K. Koufos makes free throw 1 of 1,88,96
337,4,10:21.0,J. Dudley misses 2-pt jump shot from 19 ft,,88,96
338,4,10:20.0,,Defensive rebound by K. Koufos,88,96
339,4,10:08.0,,Turnover by K. Koufos (3 sec),88,96
340,4,9:44.0,Personal foul by B. McLemore,,88,96
341,4,9:44.0,G. Temple makes free throw 1 of 3,,89,96
342,4,9:44.0,G. Temple makes free throw 2 of 3,,90,96
343,4,9:44.0,G. Temple makes free throw 3 of 3,,91,96
344,4,9:31.0,,K. Koufos makes 2-pt jump shot from 10 ft (assist by D. Collison),91,98
345,4,9:23.0,Turnover by R. Sessions (bad pass),,91,98
346,4,9:12.0,,Shooting block foul by R. Sessions (drawn by K. Koufos),91,98
347,4,9:12.0,,K. Koufos makes 2-pt layup from 4 ft (assist by D. Collison),91,100
348,4,9:12.0,J. Wall enters the game for R. Sessions,,91,100
349,4,9:12.0,,K. Koufos makes free throw 1 of 1,91,101
350,4,8:54.0,B. Beal makes 2-pt jump shot from 6 ft (assist by J. Wall),,93,101
351,4,8:39.0,,K. Koufos makes 2-pt jump shot from 10 ft (assist by D. Collison),93,103
352,4,8:18.0,B. Beal makes 2-pt jump shot from 8 ft,,95,103
353,4,8:03.0,,D. Collison misses 3-pt jump shot from 24 ft,95,103
354,4,8:02.0,Defensive rebound by G. Temple,,95,103
355,4,7:48.0,J. Dudley misses 3-pt jump shot from 24 ft,,95,103
356,4,7:47.0,Offensive rebound by M. Gortat,,95,103
357,4,7:41.0,B. Beal misses 3-pt jump shot from 25 ft,,95,103
358,4,7:41.0,Offensive rebound by J. Dudley,,95,103
359,4,7:34.0,J. Wall misses 3-pt jump shot from 25 ft,,95,103
360,4,7:31.0,Offensive rebound by G. Temple,,95,103
361,4,7:27.0,Turnover by J. Dudley (bad pass; steal by W. Cauley-Stein),,95,103
362,4,7:18.0,,B. McLemore makes 3-pt jump shot from 22 ft (assist by D. Collison),95,106
363,4,6:57.0,M. Gortat misses 2-pt jump shot from 10 ft,,95,106
364,4,6:57.0,,Defensive rebound by D. Collison,95,106
365,4,6:39.0,,D. Collison makes 2-pt jump shot from 17 ft,95,108
366,4,6:38.0,Washington full timeout,,95,108
367,4,6:38.0,,R. Gay enters the game for W. Cauley-Stein,95,108
368,4,6:38.0,M. Morris enters the game for J. Dudley,,95,108
369,4,6:17.0,M. Morris makes 2-pt dunk at rim (assist by J. Wall),,97,108
370,4,5:50.0,,B. McLemore misses 2-pt layup from 3 ft (block by M. Gortat),97,108
371,4,5:48.0,,Offensive rebound by R. Gay,97,108
372,4,5:46.0,,Turnover by Team (shot clock),97,108
373,4,5:23.0,J. Wall misses 2-pt jump shot from 11 ft,,97,108
374,4,5:22.0,,Defensive rebound by O. Casspi,97,108
375,4,5:11.0,,Turnover by O. Casspi (lost ball),97,108
376,4,5:11.0,,D. Cousins enters the game for K. Koufos,97,108
377,4,5:11.0,,R. Rondo enters the game for B. McLemore,97,108
378,4,5:00.0,M. Gortat misses 2-pt jump shot from 11 ft,,97,108
379,4,4:59.0,,Defensive rebound by D. Collison,97,108
380,4,4:56.0,,Personal foul by M. Gortat,97,108
381,4,4:56.0,O. Porter enters the game for G. Temple,,97,108
382,4,4:43.0,,D. Cousins makes 2-pt jump shot from 17 ft (assist by R. Rondo),97,110
383,4,4:17.0,M. Morris misses 2-pt jump shot from 14 ft,,97,110
384,4,4:17.0,,Defensive rebound by O. Casspi,97,110
