,QUARTER,TIME_REMAINING,INDIANA_ACTION,DENVER_ACTION,INDIANA_SCORE,DENVER_SCORE
70,1,2:37.0,Turnover by C. Miles (bad pass; steal by D. Arthur),,24,21
71,1,2:33.0,,D. Gallinari makes 2-pt dunk at rim (assist by E. Mudiay),24,23
72,1,2:06.0,Turnover by P. George (lost ball; steal by D. Gallinari),,24,23
73,1,2:03.0,,Shooting foul by C. Miles (drawn by E. Mudiay),24,23
74,1,2:03.0,,E. Mudiay makes free throw 1 of 2,24,24
75,1,2:03.0,,R. Foye enters the game for G. Harris,24,24
76,1,2:03.0,,J. Lauvergne enters the game for N. Jokić,24,24
77,1,2:03.0,S. Hill enters the game for L. Allen,,24,24
78,1,2:03.0,,E. Mudiay makes free throw 2 of 2,24,25
79,1,1:51.0,C. Miles misses 3-pt jump shot from 23 ft,,24,25
80,1,1:51.0,,Defensive rebound by D. Gallinari,24,25
81,1,1:45.0,,Personal foul by P. George (drawn by D. Gallinari),24,25
82,1,1:45.0,,D. Gallinari makes free throw 1 of 2,24,26
83,1,1:45.0,,W. Barton enters the game for E. Mudiay,24,26
84,1,1:45.0,,D. Gallinari makes free throw 2 of 2,24,27
85,1,1:28.0,M. Turner makes 2-pt layup from 2 ft (assist by J. Young),,26,27
86,1,1:10.0,,J. Lauvergne misses 2-pt jump shot from 2 ft (block by M. Turner),26,27
87,1,1:07.0,,Offensive rebound by D. Gallinari,26,27
88,1,1:04.0,,D. Gallinari makes 3-pt jump shot from 24 ft,26,30
89,1,0:51.0,Personal block foul by D. Gallinari (drawn by P. George),,26,30
90,1,0:51.0,,S. Kilpatrick enters the game for D. Gallinari,26,30
91,1,0:45.0,J. Young makes 2-pt layup at rim,,28,30
92,1,0:31.0,,S. Kilpatrick misses 3-pt jump shot from 22 ft,28,30
93,1,0:30.0,Defensive rebound by P. George,,28,30
94,1,0:25.0,J. Young misses 2-pt jump shot from 17 ft,,28,30
95,1,0:24.0,,Defensive rebound by J. Lauvergne,28,30
96,1,0:08.0,,Turnover by W. Barton (bad pass; steal by C. Miles),28,30
97,1,0:05.0,Shooting foul by S. Kilpatrick (drawn by C. Miles),,28,30
98,1,0:05.0,C. Miles makes free throw 1 of 2,,29,30
99,1,0:05.0,C. Budinger enters the game for P. George,,29,30
100,1,0:05.0,C. Miles makes free throw 2 of 2,,30,30
101,1,0:00.0,,J. Lauvergne misses 3-pt jump shot from 24 ft,30,30
102,1,0:00.0,,Offensive rebound by Team,30,30
103,2,11:48.0,,D. Arthur makes 2-pt jump shot from 19 ft (assist by R. Foye),30,32
104,2,11:37.0,J. Young misses 2-pt layup at rim,,30,32
105,2,11:34.0,,Defensive rebound by R. Foye,30,32
106,2,11:22.0,,J. Lauvergne makes 2-pt layup from 1 ft (assist by R. Foye),30,34
107,2,11:08.0,Shooting foul by S. Kilpatrick (drawn by M. Turner),,30,34
108,2,11:08.0,M. Turner misses free throw 1 of 2,,30,34
109,2,11:08.0,Offensive rebound by Team,,30,34
110,2,11:08.0,M. Turner makes free throw 2 of 2,,31,34
111,2,10:51.0,,R. Foye misses 2-pt jump shot from 3 ft,31,34
112,2,10:48.0,Defensive rebound by M. Turner,,31,34
113,2,10:42.0,C. Miles makes 2-pt jump shot from 22 ft,,33,34
114,2,10:19.0,,J. Lauvergne misses 2-pt layup from 2 ft,33,34
115,2,10:18.0,,Offensive rebound by D. Arthur,33,34
116,2,10:15.0,,D. Arthur misses 2-pt layup at rim,33,34
117,2,10:12.0,,Offensive rebound by S. Kilpatrick,33,34
118,2,10:08.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,33,34
119,2,10:07.0,,Offensive rebound by D. Arthur,33,34
120,2,10:04.0,,W. Barton misses 3-pt jump shot from 25 ft,33,34
121,2,10:03.0,Defensive rebound by M. Turner,,33,34
122,2,9:55.0,C. Miles makes 3-pt jump shot from 22 ft (assist by J. Young),,36,34
123,2,9:36.0,,D. Arthur misses 2-pt jump shot from 22 ft,36,34
124,2,9:35.0,,Offensive rebound by J. Lauvergne,36,34
125,2,9:26.0,,J. Lauvergne makes 3-pt jump shot from 24 ft (assist by R. Foye),36,37
126,2,9:16.0,M. Turner makes 2-pt dunk at rim (assist by J. Young),,38,37
127,2,9:16.0,,Denver full timeout,38,37
128,2,9:06.0,,D. Arthur misses 2-pt layup from 1 ft (block by S. Hill),38,37
129,2,9:06.0,,Offensive rebound by Team,38,37
130,2,8:59.0,,W. Barton makes 2-pt hook shot from 4 ft,38,39
131,2,8:47.0,M. Turner makes 2-pt jump shot from 22 ft (assist by J. Young),,40,39
132,2,8:32.0,,Turnover by S. Kilpatrick (bad pass; steal by S. Hill),40,39
133,2,8:27.0,S. Hill misses 2-pt layup at rim,,40,39
134,2,8:24.0,,Defensive rebound by J. Lauvergne,40,39
135,2,8:13.0,,D. Arthur makes 3-pt jump shot from 24 ft (assist by R. Foye),40,42
136,2,8:00.0,J. Young makes 2-pt jump shot from 21 ft,,42,42
137,2,7:50.0,,Shooting foul by M. Turner (drawn by R. Foye),42,42
138,2,7:50.0,Official timeout,,42,42
139,2,7:50.0,,E. Mudiay enters the game for S. Kilpatrick,42,42
140,2,7:50.0,,R. Foye misses free throw 1 of 2,42,42
141,2,7:50.0,,Offensive rebound by Team,42,42
142,2,7:50.0,,R. Foye makes free throw 2 of 2,42,43
143,2,7:29.0,J. Young misses 2-pt jump shot from 22 ft,,42,43
144,2,7:28.0,Offensive rebound by M. Turner,,42,43
145,2,7:26.0,M. Turner misses 2-pt hook shot from 1 ft,,42,43
146,2,7:23.0,,Defensive rebound by D. Arthur,42,43
147,2,7:13.0,,R. Foye misses 3-pt jump shot from 24 ft,42,43
148,2,7:12.0,Defensive rebound by S. Hill,,42,43
149,2,7:01.0,J. Young makes 2-pt jump shot from 8 ft,,44,43
150,2,6:46.0,,Turnover by E. Mudiay (bad pass; steal by C. Budinger),44,43
151,2,6:42.0,J. Young makes 2-pt dunk at rim (assist by C. Budinger),,46,43
152,2,6:20.0,,Personal foul by C. Miles (drawn by J. Lauvergne),46,43
153,2,6:20.0,M. Ellis enters the game for C. Miles,,46,43
154,2,6:20.0,,G. Harris enters the game for R. Foye,46,43
155,2,6:20.0,,K. Faried enters the game for J. Lauvergne,46,43
156,2,5:56.0,,W. Barton makes 2-pt jump shot from 19 ft,46,45
157,2,5:42.0,S. Hill misses 2-pt layup from 1 ft,,46,45
158,2,5:40.0,Offensive rebound by Team,,46,45
159,2,5:40.0,,Denver full timeout,46,45
160,2,5:40.0,J. Hill enters the game for M. Turner,,46,45
161,2,5:29.0,C. Budinger makes 2-pt jump shot from 20 ft (assist by S. Hill),,48,45
162,2,5:19.0,,Turnover by E. Mudiay (traveling),48,45
163,2,4:52.0,S. Hill makes 3-pt jump shot from 23 ft (assist by M. Ellis),,51,45
164,2,4:42.0,,W. Barton misses 2-pt layup from 1 ft,51,45
165,2,4:41.0,,Offensive rebound by K. Faried,51,45
166,2,4:41.0,,K. Faried makes 2-pt layup from 2 ft,51,47
167,2,4:41.0,,Shooting foul by M. Ellis (drawn by K. Faried),51,47
168,2,4:41.0,L. Allen enters the game for S. Hill,,51,47
169,2,4:41.0,,N. Jokić enters the game for D. Arthur,51,47
170,2,4:41.0,,K. Faried misses free throw 1 of 1,51,47
171,2,4:38.0,Defensive rebound by C. Budinger,,51,47
172,2,4:23.0,M. Ellis makes 2-pt jump shot from 11 ft,,53,47
173,2,4:23.0,Shooting foul by N. Jokić (drawn by M. Ellis),,53,47
174,2,4:23.0,P. George enters the game for J. Young,,53,47
175,2,4:23.0,M. Ellis makes free throw 1 of 1,,54,47
176,2,4:12.0,,G. Harris misses 2-pt layup from 1 ft,54,47
177,2,4:09.0,Defensive rebound by J. Hill,,54,47
178,2,4:01.0,L. Allen misses 2-pt jump shot from 17 ft,,54,47
179,2,4:00.0,Offensive rebound by J. Hill,,54,47
180,2,4:00.0,,D. Gallinari enters the game for W. Barton,54,47
181,2,3:49.0,M. Ellis makes 3-pt jump shot from 23 ft (assist by L. Allen),,57,47
182,2,3:36.0,,Turnover by E. Mudiay (step out of bounds),57,47
183,2,3:24.0,M. Ellis makes 2-pt jump shot from 21 ft (assist by P. George),,59,47
184,2,3:08.0,,N. Jokić misses 3-pt jump shot from 23 ft,59,47
185,2,3:07.0,Defensive rebound by L. Allen,,59,47
186,2,2:51.0,M. Ellis makes 3-pt jump shot from 25 ft (assist by J. Hill),,62,47
187,2,2:51.0,,Denver full timeout,62,47
188,2,2:39.0,,D. Gallinari makes 2-pt jump shot from 21 ft (assist by N. Jokić),62,49
189,2,2:15.0,P. George misses 3-pt jump shot from 24 ft,,62,49
190,2,2:14.0,,Defensive rebound by G. Harris,62,49
191,2,2:09.0,,Shooting foul by L. Allen (drawn by G. Harris),62,49
192,2,2:09.0,,G. Harris makes 2-pt layup at rim,62,51
193,2,2:09.0,,G. Harris makes free throw 1 of 1,62,52
194,2,2:01.0,Turnover by P. George (bad pass),,62,52
195,2,1:43.0,,D. Gallinari makes 2-pt jump shot from 20 ft,62,54
196,2,1:43.0,Indiana full timeout,,62,54
197,2,1:37.0,M. Ellis makes 2-pt layup from 1 ft,,64,54
198,2,1:14.0,,E. Mudiay misses 2-pt layup at rim,64,54
199,2,1:12.0,Defensive rebound by Team,,64,54
200,2,1:08.0,,W. Barton enters the game for D. Gallinari,64,54
201,2,0:55.0,J. Hill misses 2-pt layup at rim,,64,54
202,2,0:55.0,Offensive rebound by C. Budinger,,64,54
203,2,0:53.0,C. Budinger makes 2-pt layup from 2 ft,,66,54
204,2,0:46.0,,Turnover by N. Jokić (bad pass),66,54
205,2,0:35.0,M. Ellis misses 2-pt jump shot from 20 ft,,66,54
206,2,0:34.0,,Defensive rebound by K. Faried,66,54
207,2,0:23.0,,K. Faried misses 2-pt hook shot from 7 ft,66,54
208,2,0:17.0,Defensive rebound by L. Allen,,66,54
209,2,0:07.0,Personal take foul by E. Mudiay (drawn by M. Ellis),,66,54
210,2,0:07.0,Indiana full timeout,,66,54
211,2,0:07.0,C. Miles enters the game for L. Allen,,66,54
212,2,0:07.0,,R. Foye enters the game for E. Mudiay,66,54
213,3,11:45.0,,N. Jokić misses 2-pt layup from 1 ft (block by M. Ellis),66,54
214,3,11:45.0,,Offensive rebound by Team,66,54
215,3,11:45.0,,Personal foul by L. Allen (drawn by N. Jokić),66,54
216,3,11:40.0,,Shooting foul by L. Allen (drawn by E. Mudiay),66,54
217,3,11:40.0,,E. Mudiay misses free throw 1 of 2,66,54
218,3,11:40.0,,Offensive rebound by Team,66,54
219,3,11:40.0,,E. Mudiay misses free throw 2 of 2,66,54
220,3,11:38.0,,Offensive rebound by N. Jokić,66,54
221,3,11:30.0,,D. Gallinari misses 2-pt jump shot from 7 ft,66,54
222,3,11:30.0,,Offensive rebound by K. Faried,66,54
223,3,11:30.0,,Shooting foul by J. Hill (drawn by K. Faried),66,54
224,3,11:30.0,,K. Faried makes free throw 1 of 2,66,55
225,3,11:30.0,,K. Faried makes free throw 2 of 2,66,56
226,3,11:16.0,G. Robinson misses 3-pt jump shot from 23 ft,,66,56
227,3,11:13.0,,Defensive rebound by G. Harris,66,56
228,3,10:59.0,,G. Harris makes 2-pt jump shot from 5 ft,66,58
229,3,10:35.0,P. George makes 3-pt jump shot from 25 ft (assist by L. Allen),,69,58
230,3,10:19.0,,Shooting block foul by J. Hill (drawn by D. Gallinari),69,58
231,3,10:19.0,,D. Gallinari makes free throw 1 of 2,69,59
232,3,10:19.0,,D. Gallinari makes free throw 2 of 2,69,60
233,3,10:08.0,M. Ellis misses 2-pt jump shot from 6 ft,,69,60
234,3,10:05.0,,Defensive rebound by D. Gallinari,69,60
235,3,9:59.0,,Personal foul by P. George (drawn by D. Gallinari),69,60
236,3,9:59.0,,D. Gallinari makes free throw 1 of 2,69,61
237,3,9:59.0,,D. Gallinari makes free throw 2 of 2,69,62
238,3,9:42.0,Personal foul by D. Gallinari (drawn by M. Ellis),,69,62
239,3,9:36.0,Turnover by L. Allen (bad pass; steal by N. Jokić),,69,62
240,3,9:32.0,,Turnover by G. Harris (lost ball; steal by M. Ellis),69,62
241,3,9:25.0,G. Robinson misses 2-pt jump shot from 5 ft,,69,62
242,3,9:22.0,,Defensive rebound by G. Harris,69,62
243,3,9:11.0,,N. Jokić makes 2-pt dunk at rim (assist by E. Mudiay),69,64
244,3,8:55.0,G. Robinson misses 2-pt jump shot from 21 ft,,69,64
245,3,8:52.0,,Defensive rebound by Team,69,64
246,3,8:38.0,,Turnover by D. Gallinari (bad pass; steal by P. George),69,64
247,3,8:34.0,Shooting foul by D. Gallinari (drawn by G. Robinson),,69,64
248,3,8:34.0,G. Robinson makes free throw 1 of 2,,70,64
249,3,8:34.0,,W. Barton enters the game for D. Gallinari,70,64
250,3,8:34.0,G. Robinson makes free throw 2 of 2,,71,64
251,3,8:19.0,,N. Jokić misses 2-pt layup from 1 ft,71,64
252,3,8:15.0,,Offensive rebound by K. Faried,71,64
253,3,8:14.0,,K. Faried makes 2-pt layup from 1 ft,71,66
254,3,8:00.0,M. Ellis makes 2-pt jump shot from 19 ft,,73,66
255,3,7:36.0,,E. Mudiay makes 2-pt layup at rim,73,68
256,3,7:12.0,J. Hill makes 2-pt hook shot from 5 ft,,75,68
257,3,6:59.0,,N. Jokić misses 2-pt layup at rim (block by G. Robinson),75,68
258,3,6:59.0,,Offensive rebound by Team,75,68
259,3,6:59.0,M. Turner enters the game for L. Allen,,75,68
260,3,6:51.0,,G. Harris misses 3-pt jump shot from 26 ft,75,68
261,3,6:50.0,,Offensive rebound by Team,75,68
262,3,6:50.0,,Personal foul by J. Hill (drawn by N. Jokić),75,68
263,3,6:50.0,,N. Jokić misses free throw 1 of 2,75,68
264,3,6:50.0,,Offensive rebound by Team,75,68
265,3,6:50.0,S. Hill enters the game for J. Hill,,75,68
266,3,6:50.0,,N. Jokić makes free throw 2 of 2,75,69
267,3,6:34.0,M. Ellis misses 3-pt jump shot from 25 ft,,75,69
268,3,6:33.0,,Defensive rebound by G. Harris,75,69
269,3,6:27.0,,Turnover by E. Mudiay (bad pass; steal by G. Robinson),75,69
270,3,6:18.0,Personal foul by E. Mudiay (drawn by P. George),,75,69
271,3,6:09.0,Shooting foul by W. Barton (drawn by G. Robinson),,75,69
272,3,6:09.0,G. Robinson misses free throw 1 of 2,,75,69
273,3,6:09.0,Offensive rebound by Team,,75,69
274,3,6:09.0,G. Robinson makes free throw 2 of 2,,76,69
275,3,5:58.0,,Turnover by E. Mudiay (lost ball; steal by M. Turner),76,69
276,3,5:51.0,G. Robinson misses 2-pt dunk at rim (block by W. Barton),,76,69
277,3,5:50.0,,Defensive rebound by E. Mudiay,76,69
278,3,5:48.0,,G. Harris makes 2-pt layup from 1 ft,76,71
279,3,5:48.0,,Shooting foul by S. Hill (drawn by G. Harris),76,71
280,3,5:48.0,,Denver full timeout,76,71
281,3,5:48.0,,D. Arthur enters the game for K. Faried,76,71
282,3,5:48.0,C. Miles enters the game for G. Robinson,,76,71
283,3,5:48.0,,G. Harris makes free throw 1 of 1,76,72
284,3,5:33.0,Turnover by P. George (lost ball; steal by E. Mudiay),,76,72
285,3,5:08.0,,N. Jokić makes 2-pt layup at rim (assist by D. Arthur),76,74
286,3,4:57.0,C. Miles misses 3-pt jump shot from 24 ft,,76,74
287,3,4:56.0,,Defensive rebound by D. Arthur,76,74
288,3,4:51.0,,E. Mudiay misses 2-pt layup from 1 ft,76,74
289,3,4:49.0,,Offensive rebound by N. Jokić,76,74
290,3,4:49.0,,N. Jokić makes 2-pt layup from 1 ft,76,76
291,3,4:30.0,Turnover by P. George (bad pass; steal by D. Arthur),,76,76
292,3,4:26.0,,Shooting foul by C. Miles (drawn by N. Jokić),76,76
293,3,4:26.0,,N. Jokić makes free throw 1 of 2,76,77
294,3,4:26.0,,N. Jokić makes free throw 2 of 2,76,78
295,3,4:14.0,M. Ellis makes 2-pt jump shot from 4 ft,,78,78
296,3,4:01.0,,G. Harris makes 2-pt layup at rim (assist by N. Jokić),78,80
297,3,3:59.0,Indiana full timeout,,78,80
298,3,3:48.0,Turnover by M. Ellis (lost ball; steal by N. Jokić),,78,80
299,3,3:42.0,,N. Jokić misses 3-pt jump shot from 24 ft,78,80
300,3,3:40.0,Defensive rebound by C. Miles,,78,80
301,3,3:27.0,M. Turner misses 2-pt jump shot from 13 ft,,78,80
302,3,3:26.0,,Defensive rebound by E. Mudiay,78,80
303,3,3:07.0,,D. Arthur misses 2-pt jump shot from 9 ft,78,80
304,3,3:04.0,Defensive rebound by C. Miles,,78,80
305,3,2:59.0,S. Hill makes 3-pt jump shot from 24 ft (assist by P. George),,81,80
306,3,2:43.0,,W. Barton misses 2-pt jump shot from 16 ft,81,80
307,3,2:40.0,,Offensive rebound by W. Barton,81,80
308,3,2:37.0,,W. Barton misses 2-pt jump shot from 9 ft,81,80
309,3,2:36.0,Defensive rebound by S. Hill,,81,80
310,3,2:28.0,Personal foul by N. Jokić (drawn by C. Miles),,81,80
311,3,2:28.0,C. Miles makes free throw 1 of 2,,82,80
312,3,2:28.0,J. Young enters the game for M. Ellis,,82,80
313,3,2:28.0,,J. Lauvergne enters the game for N. Jokić,82,80
314,3,2:28.0,,R. Foye enters the game for E. Mudiay,82,80
315,3,2:28.0,C. Miles makes free throw 2 of 2,,83,80
316,3,2:09.0,,Turnover by J. Lauvergne (offensive foul),83,80
317,3,2:09.0,Offensive charge foul by J. Lauvergne (drawn by P. George),,83,80
318,3,1:52.0,P. George makes 2-pt jump shot from 15 ft,,85,80
319,3,1:33.0,,R. Foye misses 3-pt jump shot from 23 ft,85,80
320,3,1:32.0,Defensive rebound by S. Hill,,85,80
321,3,1:15.0,M. Turner makes 2-pt jump shot from 18 ft (assist by J. Young),,87,80
322,3,0:59.0,,W. Barton makes 2-pt jump shot from 23 ft,87,82
323,3,0:47.0,M. Turner makes 2-pt jump shot from 19 ft (assist by J. Young),,89,82
324,3,0:47.0,,Denver full timeout,89,82
325,3,0:47.0,C. Budinger enters the game for P. George,,89,82
326,3,0:47.0,,Violation by Team (delay of game),89,82
327,3,0:38.0,,W. Barton misses 2-pt layup from 1 ft,89,82
328,3,0:37.0,,Offensive rebound by Team,89,82
329,3,0:31.0,,R. Foye makes 2-pt jump shot from 19 ft,89,84
330,3,0:09.0,J. Young makes 2-pt jump shot from 22 ft,,91,84
331,3,0:00.0,,R. Foye misses 2-pt jump shot from 12 ft (block by S. Hill),91,84
332,3,0:00.0,,Offensive rebound by Team,91,84
333,4,11:47.0,M. Turner makes 2-pt jump shot from 19 ft (assist by J. Young),,93,84
334,4,11:21.0,,G. Harris makes 2-pt jump shot from 14 ft,93,86
335,4,11:12.0,M. Turner makes 2-pt layup from 1 ft (assist by C. Budinger),,95,86
336,4,11:12.0,Shooting foul by D. Arthur (drawn by M. Turner),,95,86
337,4,11:12.0,M. Turner makes free throw 1 of 1,,96,86
338,4,11:02.0,,R. Foye makes 2-pt layup from 1 ft,96,88
339,4,10:56.0,J. Young makes 2-pt jump shot from 10 ft,,98,88
340,4,10:56.0,Shooting foul by R. Foye (drawn by J. Young),,98,88
341,4,10:56.0,,K. Faried enters the game for D. Arthur,98,88
342,4,10:56.0,J. Young makes free throw 1 of 1,,99,88
343,4,10:46.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by R. Foye),99,91
344,4,10:32.0,M. Turner makes 2-pt dunk at rim (assist by C. Miles),,101,91
345,4,10:17.0,,R. Foye makes 3-pt jump shot from 24 ft,101,94
346,4,9:59.0,S. Hill misses 2-pt hook shot from 6 ft,,101,94
347,4,9:57.0,,Defensive rebound by K. Faried,101,94
348,4,9:48.0,,K. Faried makes 2-pt dunk at rim (assist by W. Barton),101,96
349,4,9:33.0,C. Budinger misses 2-pt layup from 3 ft (block by J. Lauvergne),,101,96
350,4,9:29.0,,Defensive rebound by R. Foye,101,96
351,4,9:24.0,,W. Barton misses 3-pt jump shot from 24 ft,101,96
352,4,9:21.0,,Offensive rebound by J. Lauvergne,101,96
353,4,9:18.0,,G. Harris makes 3-pt jump shot from 22 ft (assist by W. Barton),101,99
354,4,9:18.0,Indiana full timeout,,101,99
355,4,9:18.0,,E. Mudiay enters the game for G. Harris,101,99
356,4,9:18.0,,D. Gallinari enters the game for R. Foye,101,99
357,4,9:02.0,M. Turner makes 2-pt jump shot from 18 ft (assist by S. Hill),,103,99
358,4,8:46.0,,E. Mudiay makes 2-pt layup from 2 ft (assist by D. Gallinari),103,101
359,4,8:35.0,J. Young misses 2-pt jump shot from 18 ft,,103,101
360,4,8:33.0,,Defensive rebound by K. Faried,103,101
361,4,8:30.0,,Personal block foul by C. Budinger (drawn by W. Barton),103,101
362,4,8:30.0,P. George enters the game for C. Budinger,,103,101
363,4,8:25.0,,Shooting foul by J. Young (drawn by E. Mudiay),103,101
364,4,8:25.0,,E. Mudiay misses free throw 1 of 2,103,101
365,4,8:25.0,,Offensive rebound by Team,103,101
366,4,8:25.0,,E. Mudiay misses free throw 2 of 2,103,101
367,4,8:23.0,Defensive rebound by J. Young,,103,101
368,4,8:13.0,Turnover by J. Young (bad pass; steal by D. Gallinari),,103,101
369,4,8:08.0,,E. Mudiay misses 2-pt layup from 1 ft,103,101
370,4,8:05.0,Defensive rebound by C. Miles,,103,101
371,4,7:57.0,J. Young makes 2-pt layup at rim,,105,101
372,4,7:57.0,,Violation by K. Faried (def goaltending),105,101
373,4,7:43.0,,D. Gallinari misses 3-pt jump shot from 25 ft,105,101
374,4,7:43.0,Defensive rebound by Team,,105,101
375,4,7:43.0,Personal foul by J. Lauvergne (drawn by S. Hill),,105,101
376,4,7:43.0,M. Ellis enters the game for J. Young,,105,101
377,4,7:30.0,C. Miles misses 3-pt jump shot from 25 ft,,105,101
378,4,7:28.0,,Defensive rebound by W. Barton,105,101
379,4,7:21.0,,E. Mudiay makes 2-pt layup at rim (assist by K. Faried),105,103
380,4,7:21.0,,Shooting foul by M. Ellis (drawn by E. Mudiay),105,103
381,4,7:21.0,,E. Mudiay misses free throw 1 of 1,105,103
382,4,7:20.0,Defensive rebound by C. Miles,,105,103
383,4,7:09.0,P. George misses 3-pt jump shot from 24 ft,,105,103
384,4,7:05.0,Offensive rebound by S. Hill,,105,103
385,4,7:03.0,Turnover by S. Hill (bad pass; steal by E. Mudiay),,105,103
386,4,6:58.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by E. Mudiay),105,106
387,4,6:50.0,M. Ellis misses 2-pt layup from 1 ft,,105,106
388,4,6:50.0,Offensive rebound by M. Turner,,105,106
