,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA CLIPPERS_ACTION,BROOKLYN_SCORE,LA CLIPPERS_SCORE
44,1,6:10.0,,J. Green enters the game for P. Pierce,12,12
45,1,5:56.0,W. Ellington makes 2-pt layup from 2 ft (assist by B. Lopez),,14,12
46,1,5:34.0,,Shooting foul by T. Young (drawn by J. Redick),14,12
47,1,5:34.0,,LA Clippers full timeout,14,12
48,1,5:34.0,,W. Johnson enters the game for L. Mbah a Moute,14,12
49,1,5:34.0,,J. Redick makes free throw 1 of 2,14,13
50,1,5:34.0,,J. Redick makes free throw 2 of 2,14,14
51,1,5:18.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,14,14
52,1,5:16.0,,Defensive rebound by D. Jordan,14,14
53,1,5:05.0,,W. Johnson misses 2-pt jump shot from 16 ft,14,14
54,1,5:02.0,Defensive rebound by T. Young,,14,14
55,1,4:54.0,Shooting foul by C. Paul (drawn by D. Sloan),,14,14
56,1,4:54.0,D. Sloan makes free throw 1 of 2,,15,14
57,1,4:54.0,D. Sloan makes free throw 2 of 2,,16,14
58,1,4:41.0,,C. Paul makes 2-pt jump shot from 12 ft,16,16
59,1,4:26.0,W. Ellington makes 3-pt jump shot from 26 ft,,19,16
60,1,4:11.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),19,18
61,1,3:52.0,D. Sloan misses 2-pt layup from 1 ft,,19,18
62,1,3:50.0,,Defensive rebound by J. Green,19,18
63,1,3:44.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),19,21
64,1,3:19.0,B. Lopez misses 2-pt layup from 2 ft,,19,21
65,1,3:16.0,,Defensive rebound by D. Jordan,19,21
66,1,3:11.0,,Personal foul by B. Lopez (drawn by D. Jordan),19,21
67,1,3:11.0,,J. Crawford enters the game for J. Redick,19,21
68,1,3:04.0,,C. Paul misses 2-pt jump shot from 19 ft,19,21
69,1,3:03.0,Defensive rebound by T. Young,,19,21
70,1,2:51.0,D. Sloan misses 3-pt jump shot from 27 ft,,19,21
71,1,2:49.0,Offensive rebound by B. Lopez,,19,21
72,1,2:48.0,Turnover by B. Lopez (bad pass; steal by C. Paul),,19,21
73,1,2:42.0,,W. Johnson misses 3-pt jump shot from 23 ft,19,21
74,1,2:39.0,Defensive rebound by B. Bogdanović,,19,21
75,1,2:22.0,T. Young makes 2-pt hook shot from 7 ft,,21,21
76,1,2:10.0,,Personal foul by W. Ellington (drawn by J. Crawford),21,21
77,1,2:10.0,Brooklyn full timeout,,21,21
78,1,2:10.0,,P. Prigioni enters the game for C. Paul,21,21
79,1,2:10.0,T. Robinson enters the game for B. Lopez,,21,21
80,1,2:01.0,,P. Prigioni makes 2-pt layup at rim,21,23
81,1,1:42.0,D. Sloan makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,24,23
82,1,1:31.0,,J. Crawford makes 2-pt jump shot from 16 ft,24,25
83,1,1:16.0,Shooting foul by W. Johnson (drawn by B. Bogdanović),,24,25
84,1,1:16.0,B. Bogdanović makes free throw 1 of 2,,25,25
85,1,1:16.0,,C. Aldrich enters the game for D. Jordan,25,25
86,1,1:16.0,M. Brown enters the game for W. Ellington,,25,25
87,1,1:16.0,C. McCullough enters the game for T. Young,,25,25
88,1,1:16.0,B. Bogdanović misses free throw 2 of 2,,25,25
89,1,1:14.0,,Defensive rebound by C. Aldrich,25,25
90,1,1:01.0,,J. Crawford makes 2-pt jump shot from 5 ft,25,27
91,1,0:56.0,D. Sloan makes 2-pt layup from 2 ft,,27,27
92,1,0:47.0,,J. Crawford misses 2-pt jump shot from 7 ft,27,27
93,1,0:45.0,Defensive rebound by T. Robinson,,27,27
94,1,0:39.0,Turnover by B. Bogdanović (lost ball; steal by J. Crawford),,27,27
95,1,0:31.0,,J. Green misses 2-pt jump shot from 3 ft,27,27
96,1,0:28.0,,Offensive rebound by J. Green,27,27
97,1,0:24.0,,W. Johnson makes 2-pt jump shot from 17 ft (assist by P. Prigioni),27,29
98,1,0:00.0,D. Sloan misses 3-pt jump shot from 27 ft,,27,29
99,1,0:00.0,Offensive rebound by Team,,27,29
100,1,0:00.0,Turnover by Team (shot clock),,27,29
101,2,11:37.0,T. Robinson misses 2-pt layup from 3 ft,,27,29
102,2,11:32.0,,Defensive rebound by C. Aldrich,27,29
103,2,11:23.0,,Personal foul by T. Robinson (drawn by J. Crawford),27,29
104,2,11:10.0,,J. Green misses 3-pt jump shot from 24 ft,27,29
105,2,11:09.0,Defensive rebound by T. Robinson,,27,29
106,2,11:01.0,M. Brown misses 2-pt jump shot from 19 ft,,27,29
107,2,10:58.0,,Defensive rebound by W. Johnson,27,29
108,2,10:47.0,,Turnover by J. Crawford (bad pass; steal by T. Robinson),27,29
109,2,10:41.0,M. Brown makes 2-pt layup at rim,,29,29
110,2,10:21.0,,J. Green misses 2-pt jump shot from 20 ft,29,29
111,2,10:20.0,Defensive rebound by T. Robinson,,29,29
112,2,10:10.0,C. McCullough misses 3-pt jump shot from 27 ft,,29,29
113,2,10:09.0,Offensive rebound by T. Robinson,,29,29
114,2,10:09.0,Shooting foul by C. Aldrich (drawn by T. Robinson),,29,29
115,2,10:09.0,T. Robinson makes free throw 1 of 2,,30,29
116,2,10:09.0,T. Robinson misses free throw 2 of 2,,30,29
117,2,10:08.0,,Defensive rebound by C. Aldrich,30,29
118,2,9:54.0,,Shooting foul by C. McCullough (drawn by J. Crawford),30,29
119,2,9:54.0,,J. Crawford makes free throw 1 of 3,30,30
120,2,9:54.0,,J. Crawford makes free throw 2 of 3,30,31
121,2,9:54.0,,J. Crawford misses free throw 3 of 3,30,31
122,2,9:53.0,Defensive rebound by T. Robinson,,30,31
123,2,9:36.0,S. Larkin misses 2-pt jump shot from 22 ft,,30,31
124,2,9:35.0,Offensive rebound by T. Robinson,,30,31
125,2,9:29.0,M. Brown misses 3-pt jump shot from 26 ft,,30,31
126,2,9:27.0,,Defensive rebound by J. Green,30,31
127,2,9:17.0,,J. Crawford makes 3-pt jump shot from 23 ft (assist by J. Green),30,34
128,2,9:01.0,T. Robinson makes 2-pt jump shot from 13 ft (assist by S. Larkin),,32,34
129,2,8:46.0,,Turnover by W. Johnson (bad pass; steal by S. Karasev),32,34
130,2,8:40.0,T. Robinson makes 2-pt dunk at rim (assist by M. Brown),,34,34
131,2,8:23.0,,C. Aldrich misses 2-pt hook shot from 3 ft,34,34
132,2,8:21.0,Defensive rebound by C. McCullough,,34,34
133,2,8:04.0,S. Karasev misses 3-pt jump shot from 24 ft,,34,34
134,2,8:03.0,,Defensive rebound by P. Prigioni,34,34
135,2,7:51.0,,J. Crawford misses 2-pt jump shot from 7 ft,34,34
136,2,7:49.0,Defensive rebound by T. Robinson,,34,34
137,2,7:36.0,S. Larkin makes 2-pt jump shot from 3 ft (assist by M. Brown),,36,34
138,2,7:20.0,,J. Crawford makes 3-pt jump shot from 28 ft (assist by J. Green),36,37
139,2,7:02.0,Shooting foul by C. Aldrich (drawn by S. Larkin),,36,37
140,2,7:02.0,Official timeout,,36,37
141,2,7:02.0,,C. Paul enters the game for J. Green,36,37
142,2,7:02.0,,D. Jordan enters the game for P. Prigioni,36,37
143,2,7:02.0,,J. Redick enters the game for C. Aldrich,36,37
144,2,7:02.0,S. Larkin makes free throw 1 of 2,,37,37
145,2,7:02.0,S. Larkin misses free throw 2 of 2,,37,37
146,2,7:01.0,,Defensive rebound by D. Jordan,37,37
147,2,6:44.0,,Turnover by J. Crawford (bad pass; steal by M. Brown),37,37
148,2,6:40.0,S. Larkin misses 2-pt jump shot from 17 ft,,37,37
149,2,6:35.0,,Defensive rebound by W. Johnson,37,37
150,2,6:33.0,,Turnover by J. Crawford (bad pass; steal by C. McCullough),37,37
151,2,6:27.0,S. Larkin makes 3-pt jump shot from 25 ft (assist by T. Robinson),,40,37
152,2,6:14.0,,Personal foul by S. Karasev (drawn by J. Redick),40,37
153,2,6:14.0,B. Lopez enters the game for C. McCullough,,40,37
154,2,6:14.0,T. Young enters the game for T. Robinson,,40,37
155,2,6:14.0,,P. Pierce enters the game for W. Johnson,40,37
156,2,6:14.0,,L. Mbah a Moute enters the game for J. Crawford,40,37
157,2,6:02.0,,J. Redick misses 3-pt jump shot from 26 ft,40,37
158,2,6:00.0,,Offensive rebound by L. Mbah a Moute,40,37
159,2,5:55.0,,Personal foul by M. Brown (drawn by C. Paul),40,37
160,2,5:55.0,,LA Clippers full timeout,40,37
161,2,5:44.0,,C. Paul makes 3-pt jump shot from 27 ft (assist by L. Mbah a Moute),40,40
162,2,5:22.0,T. Young misses 2-pt jump shot from 18 ft,,40,40
163,2,5:21.0,,Defensive rebound by C. Paul,40,40
164,2,5:05.0,,D. Jordan misses 2-pt layup from 4 ft,40,40
165,2,5:03.0,Defensive rebound by S. Karasev,,40,40
166,2,4:54.0,Turnover by S. Karasev (lost ball; steal by L. Mbah a Moute),,40,40
167,2,4:37.0,,P. Pierce makes 2-pt hook shot from 3 ft,40,42
168,2,4:37.0,,Shooting foul by T. Young (drawn by P. Pierce),40,42
169,2,4:37.0,B. Bogdanović enters the game for S. Karasev,,40,42
170,2,4:37.0,W. Ellington enters the game for M. Brown,,40,42
171,2,4:37.0,,P. Pierce makes free throw 1 of 1,40,43
172,2,4:19.0,B. Lopez misses 2-pt jump shot from 16 ft,,40,43
173,2,4:18.0,,Defensive rebound by L. Mbah a Moute,40,43
174,2,4:09.0,,J. Redick misses 2-pt jump shot from 12 ft,40,43
175,2,4:07.0,Defensive rebound by S. Larkin,,40,43
176,2,4:01.0,T. Young misses 2-pt layup from 3 ft,,40,43
177,2,3:58.0,Offensive rebound by B. Lopez,,40,43
178,2,3:56.0,B. Lopez misses 2-pt hook shot from 3 ft,,40,43
179,2,3:56.0,Offensive rebound by Team,,40,43
180,2,3:56.0,,J. Green enters the game for L. Mbah a Moute,40,43
181,2,3:48.0,B. Bogdanović misses 2-pt jump shot from 19 ft,,40,43
182,2,3:47.0,Offensive rebound by B. Lopez,,40,43
183,2,3:44.0,B. Lopez makes 2-pt layup from 2 ft,,42,43
184,2,3:32.0,,J. Green misses 3-pt jump shot from 24 ft,42,43
185,2,3:31.0,Defensive rebound by B. Bogdanović,,42,43
186,2,3:18.0,S. Larkin misses 2-pt layup from 1 ft,,42,43
187,2,3:17.0,,Defensive rebound by D. Jordan,42,43
188,2,3:11.0,,C. Paul misses 3-pt jump shot from 26 ft,42,43
189,2,3:09.0,Defensive rebound by T. Young,,42,43
190,2,2:52.0,Brooklyn full timeout,,42,43
191,2,2:45.0,B. Bogdanović misses 2-pt jump shot from 20 ft,,42,43
192,2,2:44.0,,Defensive rebound by J. Green,42,43
193,2,2:33.0,,Turnover by C. Paul (lost ball; steal by B. Lopez),42,43
194,2,2:07.0,S. Larkin misses 2-pt jump shot from 5 ft,,42,43
195,2,2:04.0,,Defensive rebound by J. Green,42,43
196,2,1:59.0,,D. Jordan makes 2-pt dunk at rim (assist by P. Pierce),42,45
197,2,1:40.0,T. Young misses 2-pt layup from 2 ft (block by P. Pierce),,42,45
198,2,1:39.0,Offensive rebound by T. Young,,42,45
199,2,1:35.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,42,45
200,2,1:34.0,,Defensive rebound by J. Green,42,45
201,2,1:25.0,,P. Pierce misses 3-pt jump shot from 24 ft,42,45
202,2,1:24.0,Defensive rebound by T. Young,,42,45
203,2,1:11.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by B. Lopez),,44,45
204,2,1:11.0,Shooting foul by J. Green (drawn by B. Bogdanović),,44,45
205,2,1:11.0,B. Bogdanović makes free throw 1 of 1,,45,45
206,2,1:01.0,,Shooting foul by S. Larkin (drawn by C. Paul),45,45
207,2,1:01.0,,C. Paul makes free throw 1 of 2,45,46
208,2,1:01.0,,C. Paul makes free throw 2 of 2,45,47
209,2,0:49.0,Turnover by S. Larkin (step out of bounds),,45,47
210,2,0:43.0,,C. Paul makes 2-pt layup from 3 ft,45,49
211,2,0:29.0,W. Ellington misses 3-pt jump shot from 26 ft,,45,49
212,2,0:29.0,Offensive rebound by Team,,45,49
213,2,0:29.0,,Loose ball foul by P. Pierce (drawn by B. Bogdanović),45,49
214,2,0:29.0,Brooklyn full timeout,,45,49
215,2,0:29.0,M. Brown enters the game for W. Ellington,,45,49
216,2,0:29.0,B. Bogdanović makes free throw 1 of 2,,46,49
217,2,0:29.0,,LA Clippers full timeout,46,49
218,2,0:29.0,S. Kilpatrick enters the game for B. Lopez,,46,49
219,2,0:29.0,,J. Crawford enters the game for D. Jordan,46,49
220,2,0:29.0,B. Bogdanović misses free throw 2 of 2,,46,49
221,2,0:29.0,,Defensive rebound by P. Pierce,46,49
222,2,0:10.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),46,52
223,2,0:02.0,Turnover by T. Young (bad pass; steal by J. Crawford),,46,52
224,2,0:00.0,,J. Crawford misses 3-pt jump shot from 60 ft,46,52
225,2,0:00.0,,Offensive rebound by Team,46,52
226,3,11:42.0,B. Lopez makes 2-pt layup from 1 ft (assist by D. Sloan),,48,52
227,3,11:30.0,,D. Jordan misses 2-pt hook shot from 5 ft,48,52
228,3,11:25.0,Defensive rebound by D. Sloan,,48,52
229,3,11:10.0,B. Lopez misses 2-pt jump shot from 12 ft,,48,52
230,3,11:07.0,,Defensive rebound by J. Redick,48,52
231,3,11:00.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),48,54
232,3,10:35.0,T. Young makes 2-pt jump shot from 5 ft (assist by D. Sloan),,50,54
233,3,10:15.0,,J. Green makes 3-pt jump shot from 22 ft (assist by P. Pierce),50,57
234,3,10:01.0,B. Lopez makes 2-pt hook shot from 8 ft (assist by T. Young),,52,57
235,3,9:45.0,,J. Redick misses 2-pt jump shot from 20 ft,52,57
236,3,9:44.0,Defensive rebound by D. Sloan,,52,57
237,3,9:38.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by D. Sloan),,55,57
238,3,9:22.0,,C. Paul makes 2-pt layup from 2 ft,55,59
239,3,9:11.0,Shooting foul by P. Pierce (drawn by D. Sloan),,55,59
240,3,9:11.0,D. Sloan makes free throw 1 of 2,,56,59
241,3,9:11.0,D. Sloan makes free throw 2 of 2,,57,59
242,3,9:02.0,,Turnover by C. Paul (lost ball; steal by D. Sloan),57,59
243,3,9:00.0,Shooting foul by C. Paul (drawn by D. Sloan),,57,59
244,3,9:00.0,,Violation by D. Jordan (lane),57,59
245,3,9:00.0,D. Sloan makes free throw 1 of 2,,58,59
246,3,9:00.0,D. Sloan misses free throw 2 of 2,,58,59
247,3,8:59.0,,Defensive rebound by J. Green,58,59
248,3,8:49.0,,C. Paul makes 2-pt layup from 2 ft,58,61
249,3,8:34.0,D. Sloan misses 2-pt jump shot from 18 ft,,58,61
250,3,8:32.0,,Defensive rebound by D. Jordan,58,61
251,3,8:27.0,,J. Green makes 2-pt layup from 2 ft (assist by C. Paul),58,63
252,3,8:26.0,Brooklyn full timeout,,58,63
253,3,8:26.0,S. Larkin enters the game for D. Sloan,,58,63
254,3,8:13.0,B. Lopez makes 2-pt jump shot from 5 ft (assist by S. Larkin),,60,63
255,3,7:46.0,,J. Green makes 2-pt jump shot from 6 ft,60,65
256,3,7:26.0,B. Lopez makes 2-pt jump shot from 17 ft (assist by S. Larkin),,62,65
257,3,7:10.0,,J. Redick misses 2-pt jump shot from 19 ft,62,65
258,3,7:09.0,Defensive rebound by B. Bogdanović,,62,65
259,3,6:55.0,W. Ellington misses 3-pt jump shot from 28 ft,,62,65
260,3,6:54.0,Offensive rebound by S. Larkin,,62,65
261,3,6:45.0,Shooting foul by P. Pierce (drawn by B. Lopez),,62,65
262,3,6:45.0,B. Lopez makes free throw 1 of 2,,63,65
263,3,6:45.0,B. Lopez misses free throw 2 of 2,,63,65
264,3,6:43.0,,Defensive rebound by D. Jordan,63,65
265,3,6:34.0,,Personal foul by W. Ellington (drawn by D. Jordan),63,65
266,3,6:28.0,,J. Redick makes 2-pt layup from 1 ft (assist by D. Jordan),63,67
267,3,6:02.0,Turnover by Team (shot clock),,63,67
268,3,6:02.0,M. Brown enters the game for W. Ellington,,63,67
269,3,5:55.0,,Shooting foul by S. Larkin (drawn by C. Paul),63,67
270,3,5:55.0,,C. Paul makes free throw 1 of 2,63,68
271,3,5:55.0,,W. Johnson enters the game for P. Pierce,63,68
272,3,5:55.0,,C. Paul makes free throw 2 of 2,63,69
273,3,5:45.0,Shooting foul by J. Green (drawn by B. Lopez),,63,69
274,3,5:45.0,B. Lopez makes free throw 1 of 2,,64,69
275,3,5:45.0,B. Lopez makes free throw 2 of 2,,65,69
276,3,5:32.0,,C. Paul misses 3-pt jump shot from 26 ft,65,69
277,3,5:31.0,Defensive rebound by B. Lopez,,65,69
278,3,5:10.0,B. Bogdanović makes 2-pt layup from 2 ft,,67,69
279,3,4:54.0,,J. Redick misses 2-pt jump shot from 20 ft,67,69
280,3,4:51.0,Defensive rebound by B. Bogdanović,,67,69
281,3,4:31.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by M. Brown),,70,69
282,3,4:10.0,,C. Paul misses 2-pt layup from 2 ft,70,69
283,3,4:09.0,Defensive rebound by B. Bogdanović,,70,69
284,3,3:53.0,Shooting foul by D. Jordan (drawn by B. Lopez),,70,69
285,3,3:53.0,B. Lopez makes free throw 1 of 2,,71,69
286,3,3:53.0,,J. Crawford enters the game for J. Green,71,69
287,3,3:53.0,B. Lopez makes free throw 2 of 2,,72,69
288,3,3:43.0,,Turnover by C. Paul (bad pass; steal by S. Larkin),72,69
289,3,3:41.0,Shooting foul by C. Paul (drawn by S. Larkin),,72,69
290,3,3:41.0,S. Larkin misses free throw 1 of 2,,72,69
291,3,3:41.0,Offensive rebound by Team,,72,69
292,3,3:41.0,S. Larkin misses free throw 2 of 2,,72,69
293,3,3:40.0,,Defensive rebound by W. Johnson,72,69
294,3,3:29.0,,J. Crawford misses 2-pt jump shot from 14 ft,72,69
295,3,3:28.0,Defensive rebound by B. Lopez,,72,69
296,3,3:19.0,Turnover by S. Larkin (bad pass; steal by C. Paul),,72,69
297,3,3:15.0,,J. Redick misses 2-pt layup from 2 ft,72,69
298,3,3:15.0,,Offensive rebound by C. Paul,72,69
299,3,3:15.0,,Shooting foul by M. Brown (drawn by C. Paul),72,69
300,3,3:15.0,,C. Paul makes free throw 1 of 2,72,70
301,3,3:15.0,,C. Paul makes free throw 2 of 2,72,71
302,3,2:58.0,M. Brown makes 3-pt jump shot from 23 ft (assist by S. Larkin),,75,71
303,3,2:38.0,,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),75,73
304,3,2:21.0,Personal foul by J. Crawford (drawn by B. Bogdanović),,75,73
305,3,2:21.0,,LA Clippers full timeout,75,73
306,3,2:21.0,B. Bogdanović makes free throw 1 of 2,,76,73
307,3,2:21.0,B. Bogdanović makes free throw 2 of 2,,77,73
308,3,2:10.0,,J. Crawford misses 2-pt jump shot from 12 ft,77,73
309,3,2:09.0,Defensive rebound by T. Young,,77,73
310,3,1:55.0,T. Young makes 2-pt hook shot from 5 ft (assist by S. Larkin),,79,73
311,3,1:34.0,,C. Paul makes 2-pt layup from 3 ft (assist by J. Redick),79,75
312,3,1:18.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,79,75
313,3,1:16.0,,Defensive rebound by W. Johnson,79,75
314,3,1:05.0,,J. Crawford makes 2-pt jump shot from 18 ft,79,77
315,3,0:49.0,B. Lopez misses 2-pt jump shot from 9 ft,,79,77
316,3,0:48.0,,Defensive rebound by D. Jordan,79,77
317,3,0:45.0,,W. Johnson makes 2-pt dunk at rim (assist by C. Paul),79,79
318,3,0:23.0,B. Lopez misses 2-pt jump shot from 5 ft (block by D. Jordan),,79,79
319,3,0:21.0,Offensive rebound by B. Lopez,,79,79
320,3,0:20.0,Turnover by B. Lopez (bad pass; steal by W. Johnson),,79,79
321,3,0:05.0,,Personal take foul by B. Bogdanović (drawn by J. Crawford),79,79
322,3,0:05.0,S. Karasev enters the game for B. Bogdanović,,79,79
323,3,0:05.0,T. Robinson enters the game for B. Lopez,,79,79
324,3,0:05.0,,J. Green enters the game for D. Jordan,79,79
325,3,0:05.0,C. McCullough enters the game for T. Young,,79,79
326,3,0:01.0,,J. Crawford makes 2-pt jump shot from 12 ft,79,81
327,4,11:50.0,,Turnover by W. Johnson (bad pass),79,81
328,4,11:33.0,T. Robinson misses 2-pt layup from 3 ft,,79,81
329,4,11:32.0,,Defensive rebound by C. Aldrich,79,81
330,4,11:22.0,,J. Green misses 2-pt jump shot from 1 ft,79,81
331,4,11:18.0,Defensive rebound by T. Robinson,,79,81
332,4,11:05.0,Turnover by M. Brown (bad pass),,79,81
333,4,10:54.0,,Shooting foul by M. Brown (drawn by J. Crawford),79,81
334,4,10:54.0,,J. Crawford misses free throw 1 of 2,79,81
335,4,10:54.0,,Offensive rebound by Team,79,81
336,4,10:54.0,,J. Crawford makes free throw 2 of 2,79,82
337,4,10:40.0,M. Brown misses 2-pt jump shot from 19 ft,,79,82
338,4,10:40.0,Offensive rebound by T. Robinson,,79,82
339,4,10:40.0,,Loose ball foul by W. Johnson (drawn by T. Robinson),79,82
340,4,10:39.0,Personal foul by C. Aldrich (drawn by T. Robinson),,79,82
341,4,10:28.0,Shooting foul by J. Crawford (drawn by M. Brown),,79,82
342,4,10:28.0,M. Brown misses free throw 1 of 2,,79,82
343,4,10:28.0,Offensive rebound by Team,,79,82
344,4,10:28.0,M. Brown makes free throw 2 of 2,,80,82
345,4,10:08.0,,J. Crawford makes 3-pt jump shot from 26 ft,80,85
346,4,9:54.0,Offensive foul by C. McCullough (drawn by J. Crawford),,80,85
347,4,9:54.0,Turnover by C. McCullough (offensive foul),,80,85
348,4,9:54.0,D. Sloan enters the game for S. Larkin,,80,85
349,4,9:30.0,,J. Crawford misses 2-pt jump shot from 5 ft,80,85
350,4,9:29.0,,Offensive rebound by P. Prigioni,80,85
351,4,9:22.0,,Turnover by P. Prigioni (bad pass; steal by C. McCullough),80,85
352,4,9:18.0,C. McCullough misses 2-pt dunk from 1 ft (block by C. Aldrich),,80,85
353,4,9:16.0,,Defensive rebound by W. Johnson,80,85
354,4,9:09.0,,J. Green misses 2-pt layup from 1 ft,80,85
355,4,9:08.0,Defensive rebound by Team,,80,85
356,4,8:54.0,Turnover by D. Sloan (bad pass),,80,85
357,4,8:54.0,Official timeout,,80,85
358,4,8:54.0,T. Young enters the game for C. McCullough,,80,85
359,4,8:30.0,,Turnover by Team (shot clock),80,85
360,4,8:13.0,T. Young misses 2-pt jump shot from 7 ft (block by C. Aldrich),,80,85
361,4,8:11.0,,Defensive rebound by J. Crawford,80,85
362,4,8:04.0,,J. Crawford misses 2-pt jump shot from 7 ft (block by S. Karasev),80,85
363,4,8:03.0,,Offensive rebound by C. Aldrich,80,85
364,4,8:02.0,,C. Aldrich makes 2-pt layup from 2 ft,80,87
365,4,7:41.0,T. Young misses 2-pt jump shot from 6 ft,,80,87
366,4,7:39.0,,Defensive rebound by C. Aldrich,80,87
367,4,7:31.0,,W. Johnson misses 3-pt jump shot from 24 ft,80,87
368,4,7:30.0,Defensive rebound by T. Robinson,,80,87
369,4,7:16.0,Offensive foul by T. Young (drawn by W. Johnson),,80,87
370,4,7:16.0,Turnover by T. Young (offensive foul),,80,87
371,4,7:16.0,,D. Jordan enters the game for C. Aldrich,80,87
372,4,7:16.0,,C. Paul enters the game for P. Prigioni,80,87
373,4,7:16.0,B. Lopez enters the game for T. Robinson,,80,87
374,4,7:05.0,,Personal foul by M. Brown (drawn by J. Crawford),80,87
375,4,7:05.0,B. Bogdanović enters the game for S. Karasev,,80,87
376,4,6:54.0,,C. Paul misses 3-pt jump shot from 27 ft,80,87
377,4,6:53.0,Defensive rebound by B. Lopez,,80,87
378,4,6:31.0,D. Sloan misses 2-pt jump shot from 18 ft,,80,87
379,4,6:30.0,Offensive rebound by T. Young,,80,87
380,4,6:25.0,B. Lopez makes 2-pt dunk at rim (assist by M. Brown),,82,87
381,4,6:04.0,,J. Crawford makes 2-pt jump shot from 19 ft,82,89
382,4,5:45.0,B. Lopez makes 2-pt layup from 2 ft (assist by M. Brown),,84,89
383,4,5:27.0,,W. Johnson makes 2-pt jump shot from 20 ft (assist by J. Crawford),84,91
384,4,5:09.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,84,91
