,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHILADELPHIA_ACTION,SACRAMENTO_SCORE,PHILADELPHIA_SCORE
382,4,6:49.0,,I. Smith misses 2-pt jump shot from 7 ft,90,94
383,4,6:48.0,,Offensive rebound by J. Okafor,90,94
384,4,6:47.0,,J. Okafor makes 2-pt jump shot from 5 ft,90,96
385,4,6:37.0,Shooting block foul by J. Okafor (drawn by D. Cousins),,90,96
386,4,6:37.0,D. Cousins misses free throw 1 of 2,,90,96
387,4,6:37.0,Offensive rebound by Team,,90,96
388,4,6:37.0,D. Cousins makes free throw 2 of 2,,91,96
389,4,6:24.0,,J. Grant misses 2-pt layup from 2 ft,91,96
390,4,6:22.0,,Offensive rebound by J. Okafor,91,96
391,4,6:19.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Okafor),91,99
392,4,6:05.0,D. Cousins misses 2-pt jump shot from 4 ft,,91,99
393,4,6:03.0,Offensive rebound by D. Cousins,,91,99
394,4,6:03.0,D. Cousins makes 2-pt layup from 1 ft,,93,99
395,4,5:40.0,,J. Okafor misses 2-pt jump shot from 4 ft,93,99
396,4,5:38.0,Defensive rebound by D. Cousins,,93,99
397,4,5:33.0,R. Gay makes 2-pt layup from 1 ft (assist by R. Rondo),,95,99
398,4,5:14.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by I. Smith),95,102
399,4,5:11.0,Sacramento full timeout,,95,102
400,4,5:11.0,Q. Acy enters the game for O. Casspi,,95,102
401,4,4:54.0,Turnover by R. Gay (lost ball; steal by R. Covington),,95,102
402,4,4:48.0,,Turnover by J. Okafor (lost ball),95,102
403,4,4:31.0,R. Rondo makes 2-pt jump shot from 8 ft (assist by D. Cousins),,97,102
404,4,4:19.0,,Turnover by R. Covington (bad pass; steal by R. Gay),97,102
405,4,4:14.0,D. Collison makes 2-pt jump shot from 22 ft,,99,102
406,4,3:54.0,,N. Stauskas makes 3-pt jump shot from 23 ft,99,105
407,4,3:44.0,R. Rondo makes 2-pt layup from 1 ft,,101,105
408,4,3:27.0,Offensive charge foul by R. Covington (drawn by D. Cousins),,101,105
409,4,3:27.0,,Turnover by R. Covington (offensive foul),101,105
410,4,3:20.0,Offensive foul by D. Cousins (drawn by N. Stauskas),,101,105
411,4,3:20.0,Turnover by D. Cousins (offensive foul),,101,105
412,4,2:54.0,,J. Grant misses 2-pt jump shot from 7 ft (block by Q. Acy),101,105
413,4,2:53.0,Defensive rebound by R. Rondo,,101,105
414,4,2:49.0,D. Collison makes 3-pt jump shot from 22 ft (assist by R. Rondo),,104,105
415,4,2:47.0,,Philadelphia full timeout,104,105
416,4,2:47.0,,H. Thompson enters the game for J. Grant,104,105
417,4,2:36.0,,Shooting foul by Q. Acy (drawn by R. Covington),104,105
418,4,2:36.0,,R. Covington misses free throw 1 of 2,104,105
419,4,2:36.0,,Offensive rebound by Team,104,105
420,4,2:36.0,,R. Covington misses free throw 2 of 2,104,105
421,4,2:35.0,Defensive rebound by R. Gay,,104,105
422,4,2:19.0,D. Cousins makes 2-pt jump shot from 18 ft (assist by R. Rondo),,106,105
423,4,1:59.0,,J. Okafor misses 2-pt jump shot from 4 ft (block by Q. Acy),106,105
424,4,1:59.0,,Offensive rebound by Team,106,105
425,4,1:53.0,,I. Smith misses 2-pt jump shot from 14 ft,106,105
426,4,1:52.0,Defensive rebound by R. Rondo,,106,105
427,4,1:35.0,D. Cousins misses 2-pt jump shot from 16 ft,,106,105
428,4,1:34.0,Offensive rebound by Q. Acy,,106,105
429,4,1:34.0,Shooting foul by R. Covington (drawn by Q. Acy),,106,105
430,4,1:34.0,Q. Acy makes free throw 1 of 2,,107,105
431,4,1:34.0,Q. Acy makes free throw 2 of 2,,108,105
432,4,1:21.0,,R. Covington makes 2-pt jump shot from 5 ft (assist by I. Smith),108,107
433,4,1:08.0,R. Rondo makes 2-pt layup from 2 ft,,110,107
434,4,1:00.0,,N. Stauskas misses 2-pt jump shot from 20 ft,110,107
435,4,0:58.0,Defensive rebound by D. Collison,,110,107
436,4,0:37.0,Shooting foul by J. Okafor (drawn by D. Cousins),,110,107
437,4,0:37.0,D. Cousins makes free throw 1 of 2,,111,107
438,4,0:37.0,D. Cousins makes free throw 2 of 2,,112,107
439,4,0:37.0,,Philadelphia full timeout,112,107
440,4,0:35.0,,Shooting foul by R. Gay (drawn by R. Covington),112,107
441,4,0:35.0,,R. Covington makes free throw 1 of 2,112,108
442,4,0:35.0,,J. Grant enters the game for N. Stauskas,112,108
443,4,0:35.0,,T. McConnell enters the game for H. Thompson,112,108
444,4,0:35.0,,R. Covington makes free throw 2 of 2,112,109
445,4,0:35.0,Sacramento full timeout,,112,109
446,4,0:35.0,M. Belinelli enters the game for Q. Acy,,112,109
447,4,0:16.0,Turnover by D. Cousins (lost ball; steal by R. Covington),,112,109
448,4,0:14.0,,Philadelphia full timeout,112,109
449,4,0:14.0,Q. Acy enters the game for M. Belinelli,,112,109
450,4,0:14.0,K. Koufos enters the game for D. Cousins,,112,109
451,4,0:14.0,,N. Stauskas enters the game for T. McConnell,112,109
452,4,0:14.0,,H. Thompson enters the game for J. Grant,112,109
453,4,0:10.0,,Personal foul by D. Collison (drawn by I. Smith),112,109
454,4,0:10.0,,I. Smith misses free throw 1 of 2,112,109
455,4,0:10.0,,Offensive rebound by Team,112,109
456,4,0:10.0,D. Cousins enters the game for K. Koufos,,112,109
457,4,0:10.0,,T. McConnell enters the game for N. Stauskas,112,109
458,4,0:10.0,,J. Grant enters the game for H. Thompson,112,109
459,4,0:10.0,,I. Canaan enters the game for J. Okafor,112,109
460,4,0:10.0,,I. Smith makes free throw 2 of 2,112,110
461,4,0:08.0,Personal foul by I. Canaan (drawn by D. Collison),,112,110
462,4,0:08.0,D. Collison makes free throw 1 of 2,,113,110
463,4,0:08.0,,N. Stauskas enters the game for T. McConnell,113,110
464,4,0:08.0,,H. Thompson enters the game for J. Grant,113,110
465,4,0:08.0,D. Collison makes free throw 2 of 2,,114,110
466,4,0:04.0,,I. Smith misses 3-pt jump shot from 27 ft,114,110
467,4,0:02.0,Defensive rebound by R. Rondo,,114,110
